"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","공사립구분명","보험가입여부코드","지도자수","건축물동수","건축물연면적","휴게실면적","사무실면적","탈의실면적","회원모집총인원","세부업종명","법인명",
"106","체력단련장업","10_42_01_P","3700000","CDFH3301062026000003","2026-02-06","","01","영업/정상","13","영업중","","","","","","207.6","","울산광역시 남구 달동 1383-6","울산광역시 남구 도산로 137 (달동)","44728","문크로스핏짐","2026-02-06 18:00:13","I","2026-02-08 00:20:01","","411192.545275534","228246.709802569","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"107","체력단련장업","10_42_01_P","3170000","CDFH3301062026000002","2026-02-06","","01","영업/정상","13","영업중","","","","","","670","","서울특별시 금천구 시흥동 904-22 더 플레이스","서울특별시 금천구 시흥대로 164, 더 플레이스 지하1층 (시흥동)","08631","세이브피트니스앤요가 금천시흥점","2026-02-06 15:20:39","I","2026-02-08 00:20:01","","191368.522097415","438529.363086443","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"108","체력단련장업","10_42_01_P","5710000","CDFH3301062026000001","2026-02-06","","01","영업/정상","13","영업중","","","","","","228.96","","충청북도 청주시 서원구 개신동 436-7","충청북도 청주시 서원구 예체로19번길 8, 8층 801호 (개신동)","28667","착한 헬스장","2026-02-06 17:04:35","I","2026-02-08 00:20:01","","241816.426993298","347517.925926438","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"109","체력단련장업","10_42_01_P","3070000","CDFH3301062026000003","2026-02-06","","01","영업/정상","13","영업중","","","","","","","","서울특별시 성북구 장위동 296-36","서울특별시 성북구 월계로36길 15, 3층 (장위동)","02757","무브언피티","2026-02-06 11:15:45","I","2026-02-08 00:20:01","","204020.398740719","457584.166360937","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"110","체력단련장업","10_42_01_P","4681000","CDFH3301062026000001","2026-02-06","","01","영업/정상","13","영업중","","","","","","648","","전북특별자치도 익산시 팔봉동 365 현대옥","전북특별자치도 익산시 무왕로 1478, 현대옥 (팔봉동)","54582","투프로짐 본점","2026-02-06 09:22:12","I","2026-02-08 00:20:01","","201545.386310051","274238.340812104","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"111","체력단련장업","10_42_01_P","3290000","CDFH3301062026000002","2026-02-06","","01","영업/정상","13","영업중","","","","","051-803-9888","272.05","","부산광역시 부산진구 부전동 466-4 서면동양빌","부산광역시 부산진구 부전로 91, 지하1층 (부전동, 서면동양빌)","47258","리셋PT스튜디오","2026-02-06 16:13:00","I","2026-02-08 00:20:01","","387128.349528554","186281.396137859","체력단련장업","사립","","14750","0","4750.08","0","0","0","0","","",
"112","체력단련장업","10_42_01_P","5540000","CDFH3301062019000003","2019-03-05","","01","영업/정상","13","영업중","","","","","","492.7","","경기도 광주시 양벌동 602-7","경기도 광주시 양촌길 103-12, 1층","12795","엔브이(NV)짐 헬스&피티(PT) 양벌동점","2026-02-06 10:40:35","U","2026-02-08 02:40:00","","","","체력단련장업","사립","","2","0","492.7","0","0","0","0","","",
"113","체력단련장업","10_42_01_P","4050000","CDFH3301062023000029","2023-09-07","","01","영업/정상","13","영업중","","","","","","156.38","","경기도 용인시 기흥구 구갈동 352-3 골드프라자3층 303호","경기도 용인시 기흥구 구갈로60번길 3, 골드프라자 3층 303호 (구갈동)","16972","단단짐","2026-02-06 09:27:59","U","2026-02-08 02:40:00","","209846.133179956","419772.046513407","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"114","체력단련장업","10_42_01_P","3070000","CDFH3301062016000003","2016-07-14","","01","영업/정상","13","영업중","","","","","","478","","서울특별시 성북구 안암동5가 86-132 4층, 5층 일부","서울특별시 성북구 인촌로28길 16, 4층, 5층 일부층 (안암동5가, 안암랜드빌딩)","02856","에너메카 휘트니스","2026-02-06 10:59:43","U","2026-02-08 02:40:00","","202633.236308421","453691.276730945","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"115","체력단련장업","10_42_01_P","5380000","CDFH3301062020000001","2020-02-19","","03","폐업","03","폐업","2026-02-06","","","","","800.24","","경상남도 양산시 물금읍 가촌리 1294-2","경상남도 양산시 물금읍 증산역로 167, 4층 403~406호","50653","마운틴 휘트니스","2026-02-06 14:54:45","U","2026-02-08 02:40:00","","382568.170823836","202956.926878014","체력단련장업","사립","Y","0","1","0","0","0","0","0","","",
"116","체력단련장업","10_42_01_P","5600000","CDFH3301062025000002","2025-08-27","","01","영업/정상","13","영업중","","","","","","","","경기도 포천시 소흘읍 송우리 738 태봉공원푸르지오파크몬트","경기도 포천시 소흘읍 태봉로 194, 101동 그리너리 라운지호 (태봉공원푸르지오파크몬트)","11175","트랜드짐","2026-02-06 15:24:57","U","2026-02-08 02:40:00","","","","체력단련장업","사립","","2","0","0","0","0","0","0","","",
"117","체력단련장업","10_42_01_P","3010000","CDFH3301062021000002","2021-05-04","","01","영업/정상","13","영업중","","","","","02-6411-6154","","","서울특별시 중구 남대문로5가 253 그랜드센트럴","서울특별시 중구 세종대로 14, 그랜드센트럴 4층 (남대문로5가)","04527","그랜드센트럴 피트니스","2026-02-06 16:59:17","U","2026-02-08 02:40:00","","197666.569166046","450622.931217442","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"118","체력단련장업","10_42_01_P","4060000","CDFH3301062025000011","2025-07-02","","01","영업/정상","13","영업중","","","","","","609.6","","경기도 파주시 와동동 1454-1","경기도 파주시 경의로 1246, 1동 10층 01~05호 (와동동)","10896","주식회사 짐원컴퍼니","2026-02-06 19:06:55","U","2026-02-08 02:40:00","","178881.48489955","469603.977094621","체력단련장업","사립","","2","1","20016.3","0","0","0","0","","",
"119","체력단련장업","10_42_01_P","3940000","CDFH3301062025000005","2025-02-25","","01","영업/정상","13","영업중","","","","","","137.28","","경기도 고양시 일산서구 주엽동 72 제일프라자 208호","경기도 고양시 일산서구 강성로 101, 제일프라자 2층 208호 (주엽동)","10386","모티어스 주엽PT","2026-02-06 17:25:52","U","2026-02-08 02:40:00","","179102.944618026","463065.498139119","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"120","체력단련장업","10_42_01_P","4520000","CDFH3301062017000005","2017-08-24","","03","폐업","03","폐업","2025-11-05","","","","","506","","충청남도 아산시 탕정면 명암리 923-3","충청남도 아산시 탕정면 탕정면로8번길 92, 2층, 4층","31456","번 피트니스","2026-02-06 11:02:57","U","2026-02-08 02:40:00","","205501.282509465","366353.170834594","체력단련장업","사립","","1","0","1144.5","0","0","0","0","","",
"121","체력단련장업","10_42_01_P","3080000","CDFH3301062013000001","2013-01-03","","03","폐업","03","폐업","2026-02-06","","","","923-8934","211.65","142-768","서울특별시 강북구 번동 191 기산그린아파트 상가 3층","서울특별시 강북구 월계로37길 129, 3층 (번동, 기산그린아파트 상가)","01226","번 휘트니스","2026-02-06 15:22:37","U","2026-02-08 02:40:00","","203784.358132827","458347.853266178","체력단련장업","사립","","0","0","1340.87","0","0","0","0","","",
"122","체력단련장업","10_42_01_P","3940000","CDFH3301062022000012","2022-05-11","","01","영업/정상","13","영업중","","","","","031-911-5111","281.2","","경기도 고양시 일산동구 정발산동 1215","경기도 고양시 일산동구 일산로 432, 5층 (정발산동)","10358","범휘트니스 정발산점","2026-02-06 14:03:24","U","2026-02-08 02:40:00","","180415.23423684","463450.634103726","체력단련장업","사립","","2","0","2151.13","0","0","0","0","","",
"123","체력단련장업","10_42_01_P","3990000","CDFH3301062026000005","2026-02-09","","01","영업/정상","13","영업중","","","","","","","","경기도 남양주시 화도읍 마석우리 404-10","경기도 남양주시 화도읍 마석로76번길 1, 루비빌딩 3층","12162","바디밸런스","2026-02-09 16:45:59","I","2026-02-11 00:20:41","","226908.474310917","461757.56711532","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"124","체력단련장업","10_42_01_P","5530000","CDFH3301062019000001","2019-01-31","","04","취소/말소/만료/정지/중지","35","직권말소","2026-02-09","","","","031-8015-3363","305.34","","경기도 화성시 동탄구 능동 1114-6 덕천프라자","경기도 화성시 동탄구 동탄지성로 133, 덕천프라자 501호 (능동)","18431","헤이데이짐","2026-02-09 17:27:21","U","2026-02-11 02:40:00","","205320.428735062","411916.049063473","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"125","체력단련장업","10_42_01_P","5530000","CDFH3301062022000014","2022-04-18","","04","취소/말소/만료/정지/중지","35","직권말소","2026-02-09","","","","","490.92","","경기도 화성시 동탄구 영천동  673-2","경기도 화성시 동탄구 동탄순환대로29길 33, 401~404호 (영천동)","18472","헤이데이짐 영천점","2026-02-09 17:27:21","U","2026-02-11 02:40:00","","209503.391296672","411611.402751066","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"126","체력단련장업","10_42_01_P","5530000","CDFH3301062022000054","2022-11-22","","04","취소/말소/만료/정지/중지","35","직권말소","2026-02-09","","","","","168.48","","경기도 화성시 동탄구 영천동  678-4 301~2호","경기도 화성시 동탄구 동탄순환대로 697, 301,302호 (영천동)","18472","헤이데이짐","2026-02-09 17:27:21","U","2026-02-11 02:40:00","","209718.788695458","411669.826877865","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"127","체력단련장업","10_42_01_P","6510000","CDFH3301062022000008","2022-04-20","","01","영업/정상","13","영업중","","","","","","228.59","","제주특별자치도 제주시 연동 306-1","제주특별자치도 제주시 신대로20길 1, 2층 (연동)","63136","엠짐(M Gym)","2026-02-09 08:48:26","U","2026-02-11 02:40:00","","153079.652679161","-1317.59520392994","체력단련장업","사립","","1","0","457.18","0","0","0","0","","",
"128","체력단련장업","10_42_01_P","4020000","CDFH3301062022000005","2022-04-25","","01","영업/정상","13","영업중","","","","","","258.61","","경기도 군포시 산본동 1136-1 청송프라자","경기도 군포시 산본로323번길 16-29, 청송프라자 801호 (산본동)","15865","HIMOVE(하이무브)","2026-02-09 15:22:07","U","2026-02-11 02:40:00","","193831.569242452","428654.988732085","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"129","체력단련장업","10_42_01_P","4020000","CDFH3301062023000003","2023-08-30","","01","영업/정상","13","영업중","","","","","","114","","경기도 군포시 산본동 1137-1 대원프라자빌딩","경기도 군포시 산본로323번길 20-33, 대원프라자빌딩 501호 (산본동)","15865","몰드짐","2026-02-09 15:23:41","U","2026-02-11 02:40:00","","193791.904846246","428646.603975883","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"130","체력단련장업","10_42_01_P","4400000","CDFH3301062023000002","2023-08-03","","01","영업/정상","13","영업중","","","","","","168.8","","충청북도 제천시 장락동 604-1","충청북도 제천시 죽하로15길 21, 2층 (장락동)","27144","제이짐","2026-02-09 16:16:10","U","2026-02-11 02:40:00","","308590.495573178","407089.831698159","체력단련장업","사립","","0","0","483.44","0","0","0","0","","",
"131","체력단련장업","10_42_01_P","3210000","CDFH3301062023000018","2023-08-02","","01","영업/정상","13","영업중","","","","","","58.14","","서울특별시 서초구 잠원동 63-34","서울특별시 서초구 신반포로33길 62, 202호 (잠원동)","06519","온기 PT&근막이완","2026-02-09 10:23:12","U","2026-02-11 02:40:00","","200753.638703338","445706.12537466","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"132","체력단련장업","10_42_01_P","3550000","CDFH3301062023000005","2023-08-04","","01","영업/정상","13","영업중","","","","","","467.6","","인천광역시 계양구 병방동 119-1 장원빌딩","인천광역시 계양구 장제로 916, 장원빌딩 3층 (병방동)","21028","와이투짐 병방시장점","2026-02-09 17:18:01","U","2026-02-11 02:40:00","","177094.985072633","449571.485832369","체력단련장업","사립","","2","0","2715.47","0","0","0","0","","",
"133","체력단련장업","10_42_01_P","3830000","CDFH3301062023000014","2023-09-11","","01","영업/정상","13","영업중","","","","","","257.31","","경기도 안양시 만안구 안양동 709-16 수리산성원상떼빌1차 상가동","경기도 안양시 만안구 장내로 72, 수리산성원상떼빌1차 상가동 4층 (안양동)","14027","디에이치꼬모","2026-02-09 14:46:11","U","2026-02-11 02:40:00","","192594.517106621","432427.28315506","체력단련장업","사립","","1","0","257.31","0","0","0","0","","",
"134","체력단련장업","10_42_01_P","4050000","CDFH3301062023000019","2023-07-07","","01","영업/정상","13","영업중","","","","","031-285-9904","274","","경기도 용인시 수지구 죽전동 1254-3 선진포리스트","경기도 용인시 수지구 대지로 58, 선진포리스트 가동 503호 (죽전동)","16873","알케미짐","2026-02-09 09:00:14","U","2026-02-11 02:40:00","","210159.350235868","425189.454948553","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"135","체력단련장업","10_42_01_P","3210000","CDFH3301062023000016","2023-07-05","","01","영업/정상","13","영업중","","","","","02-598-8466","494.11","","서울특별시 서초구 서초동 1599-2 LG서초에클라트","서울특별시 서초구 반포대로14길 71, LG서초에클라트 지하1층 (서초동)","06651","웨이브휘트니스","2026-02-09 10:23:44","U","2026-02-11 02:40:00","","201213.64069933","442739.647017252","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"136","체력단련장업","10_42_01_P","3830000","CDFH3301062018000009","2018-10-04","","01","영업/정상","13","영업중","","","","","","106.38","","경기도 안양시 동안구 호계동 1047-8 센터프라자 301호","경기도 안양시 동안구 평촌대로 221, 센터프라자 301호 (호계동)","14072","제이퍼스널 트레이닝 PT 범계점","2026-02-09 20:45:28","U","2026-02-11 02:40:00","","195971.446316577","432113.592460557","체력단련장업","사립","","0","0","5021.04","0","0","0","0","","",
"137","체력단련장업","10_42_01_P","3830000","CDFH3301062019000004","2019-04-05","","01","영업/정상","13","영업중","","","","","","101.6","","경기도 안양시 동안구 관양동 1591 평촌아크로타워","경기도 안양시 동안구 시민대로 230, 평촌아크로타워 c동 404호 (관양동)","14067","구스짐 범계점","2026-02-09 20:48:12","U","2026-02-11 02:40:00","","196080.532197962","432244.867412549","체력단련장업","사립","","0","0","187661.61","0","0","0","0","","",
"138","체력단련장업","10_42_01_P","4060000","CDFH3301062019000010","2019-07-05","","01","영업/정상","13","영업중","","","","","948-0116","432.03","","경기도 파주시 동패동 1761-5 202, 203호","경기도 파주시 미래로 369-65, 202, 203호 (동패동)","10905","HGYM 2호점","2026-02-09 10:52:14","U","2026-02-11 02:40:00","","177440.22744005","467679.894332147","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"139","체력단련장업","10_42_01_P","3930000","CDFH3301062015000014","2015-11-23","","01","영업/정상","13","영업중","","","","","439-3697","356.18","","경기도 안산시 단원구 고잔동 535-2 404호","경기도 안산시 단원구 고잔2길 45, 404호 (고잔동, 코스모프라자)","15360","보라카이짐(3호점)","2026-02-09 10:18:29","U","2026-02-11 02:40:00","","185403.460476815","424004.760892409","체력단련장업","사립","","2","0","0","0","0","0","0","","",
"140","체력단련장업","10_42_01_P","3080000","CDFH3301062019000005","2019-11-18","","01","영업/정상","13","영업중","","","","","02-986-9696","315.82","","서울특별시 강북구 미아동 682-11 젬스톤프라자","서울특별시 강북구 삼양로 162, 젬스톤프라자 지하1층 (미아동)","01201","프레스짐(Press GYM)","2026-02-09 16:44:33","U","2026-02-11 02:40:00","","201839.42546198","457342.214452314","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"141","체력단련장업","10_42_01_P","4020000","CDFH3301062022000004","2022-03-29","","01","영업/정상","13","영업중","","","","","","474","","경기도 군포시 산본동 1060-2","경기도 군포시 고산로 691, 도율빌딩 5층 501호 (산본동)","15802","영스짐 헬스&PT 산본점","2026-02-09 15:21:47","U","2026-02-11 02:40:00","","194154.953449054","429969.442251446","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"142","체력단련장업","10_42_01_P","3830000","CDFH3301062022000006","2022-03-08","","01","영업/정상","13","영업중","","","","","","1200","","경기도 안양시 동안구 비산동 1110-1 샤크존","경기도 안양시 동안구 평촌대로243번길 30, 샤크존 2층 (비산동)","14047","자마이카 피트니스 앤 스파","2026-02-09 19:58:11","U","2026-02-11 02:40:00","","195769.966943865","432304.250823794","체력단련장업","사립","","0","0","35209.7","0","0","0","0","","",
"143","체력단련장업","10_42_01_P","4020000","CDFH3301062024000007","2024-07-31","","01","영업/정상","13","영업중","","","","","","535.51","","경기도 군포시 산본동 1123-2 인베스텔","경기도 군포시 산본천로 62, 인베스텔 303호 (산본동)","15865","하이클래스짐 산본점 헬스 PT","2026-02-09 15:25:41","U","2026-02-11 02:40:00","","193781.24343459","428712.578275366","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"144","체력단련장업","10_42_01_P","3830000","CDFH3301062022000002","2022-01-13","","01","영업/정상","13","영업중","","","","","","230.94","","경기도 안양시 만안구 안양동 41-1 세림연립상가","경기도 안양시 만안구 예술공원로 70, 지하층 (안양동, 세림연립상가)","13958","PIPE GYM","2026-02-09 13:06:44","U","2026-02-11 02:40:00","","","","체력단련장업","사립","","1","0","604.31","0","0","0","0","","",
"145","체력단련장업","10_42_01_P","4020000","CDFH3301062022000001","2022-01-03","","01","영업/정상","13","영업중","","","","","","218.5","","경기도 군포시 당동 1034-1 랜드마크타워","경기도 군포시 용호1로1번길 23, 랜드마크타워 6층 (당동)","15873","내셔널 국가대표 PT센터","2026-02-09 15:20:37","U","2026-02-11 02:40:00","","194386.921145561","426543.814016433","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"146","체력단련장업","10_42_01_P","3740000","CDFH3301062023000024","2023-04-24","","01","영업/정상","13","영업중","","","","","031-8064-2772","50","","경기도 수원시 영통구 이의동 1338 광교센트럴푸르지오시티 지하4층","경기도 수원시 영통구 도청로 10, 광교센트럴푸르지오시티 지하4층 (이의동)","16508","에이알골프아카데미","2026-02-09 16:11:32","U","2026-02-11 02:40:00","","204888.855554772","420476.391558834","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"147","체력단련장업","10_42_01_P","3100000","CDFH3301062023000004","2023-04-04","","01","영업/정상","13","영업중","","","","","","135.72","","서울특별시 노원구 공릉동 653-18","서울특별시 노원구 공릉로20길 28, 지하1층 (공릉동)","01803","스포츠 토탈 케어","2026-02-09 11:09:21","U","2026-02-11 02:40:00","","206975.321917952","457476.966122858","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"148","체력단련장업","10_42_01_P","3100000","CDFH3301062023000005","2023-04-11","","01","영업/정상","13","영업중","","","","","","162.54","","서울특별시 노원구 상계동 363-3 문화빌딩","서울특별시 노원구 상계로7길 23, 문화빌딩 3층 (상계동)","01692","이음피트니스 헬스 PT 노원역점","2026-02-09 11:01:13","U","2026-02-11 02:40:00","","205641.203874444","461704.340325504","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"149","체력단련장업","10_42_01_P","3860000","CDFH3301062023000018","2023-11-06","","01","영업/정상","13","영업중","","","","","","394","","경기도 부천시 오정구 원종동 280-12","경기도 부천시 오정구 소사로 754, 5층 (원종동)","14424","피트니스 지금","2026-02-09 17:08:24","U","2026-02-11 02:40:00","","182709.831280668","446798.999600468","체력단련장업","사립","","2","0","0","0","0","0","0","","",
"150","체력단련장업","10_42_01_P","3210000","CDFH3301062021000026","2021-10-25","","03","폐업","03","폐업","2023-04-03","","","","","334","","서울특별시 서초구 잠원동 20-5 인성빌딩","서울특별시 서초구 강남대로 603, 인성빌딩 (잠원동)","06526","포커스 핏","2026-02-09 10:26:23","U","2026-02-11 02:40:00","","201631.754128865","445925.192925207","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"151","체력단련장업","10_42_01_P","3190000","CDFH3301062021000010","2021-10-20","","01","영업/정상","13","영업중","","","","","","493","","서울특별시 동작구 상도동 187-1","서울특별시 동작구 상도로 153, 3층 (상도동)","06950","이콩고","2026-02-09 10:39:27","U","2026-02-11 02:40:00","","194284.30185722","444582.345380427","체력단련장업","사립","","2","0","0","0","0","0","0","","",
"152","체력단련장업","10_42_01_P","3210000","CDFH3301062021000030","2021-11-18","","01","영업/정상","13","영업중","","","","","02-525-2665","293","","서울특별시 서초구 방배동 445-4","서울특별시 서초구 방배천로 5-1, 8층 (방배동)","06693","닥터 펠리체 짐","2026-02-09 21:38:50","U","2026-02-11 02:40:00","","198381.147316283","441645.288101988","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"153","체력단련장업","10_42_01_P","3210000","CDFH3301062021000025","2021-09-30","","01","영업/정상","13","영업중","","","","","","322","","서울특별시 서초구 잠원동 41-11 삼덕빌딩","서울특별시 서초구 신반포로 315, 삼덕빌딩 지층 (잠원동)","06532","주식회사 글로리어스","2026-02-09 10:26:49","U","2026-02-11 02:40:00","","201540.263658087","445366.197866289","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"154","체력단련장업","10_42_01_P","3210000","CDFH3301062021000027","2021-11-11","","01","영업/정상","13","영업중","","","","","","299","","서울특별시 서초구 방배동 1020-2 대영빌딩","서울특별시 서초구 방배로6길 10-15, 대영빌딩 (방배동)","06705","윤형준 트레이닝센터","2026-02-09 10:25:50","U","2026-02-11 02:40:00","","199981.69626854","441812.248756914","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"155","체력단련장업","10_42_01_P","3210000","CDFH3301062021000031","2021-11-23","","03","폐업","03","폐업","2025-12-03","","","","","128","","서울특별시 서초구 방배동 908-6","서울특별시 서초구 방배로 92, 2층 (방배동)","06665","서리풀PT","2026-02-09 21:39:28","U","2026-02-11 02:40:00","","199683.180586525","442273.014590615","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"156","체력단련장업","10_42_01_P","5670000","CDFH3301062023000009","2023-02-14","","01","영업/정상","13","영업중","","","","","","338.21","","경상남도 창원시 성산구 용호동 73-7 동대빌딩 3층 1호","경상남도 창원시 성산구 원이대로579번길 24, 동대빌딩 3층 1호 (용호동)","51436","지니피트니스","2026-02-09 13:05:57","U","2026-02-11 02:40:00","","352893.192113326","193620.724611505","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"157","체력단련장업","10_42_01_P","3230000","CDFH3301062023000012","2023-03-29","","01","영업/정상","13","영업중","","","","","","826","","서울특별시 송파구 석촌동 277-2 엄마손백화점","서울특별시 송파구 가락로 103, 엄마손백화점 4층 (석촌동)","05688","더 배네핏","2026-02-09 20:29:11","U","2026-02-11 02:40:00","","209440.726523187","444369.495694674","체력단련장업","사립","","0","0","1420.2","0","0","0","0","","",
"158","체력단련장업","10_42_01_P","3740000","CDFH3301062023000020","2023-03-29","","03","폐업","03","폐업","2026-02-09","","","","","70.8","","경기도 수원시 영통구 원천동 589 광교중흥에스클래스 B2 77,78호","경기도 수원시 영통구 광교호수공원로 277, B2-77,78호 (원천동, 광교중흥에스클래스)","16517","운동센터 리을","2026-02-09 17:28:16","U","2026-02-11 02:40:00","","205026.079641798","420062.878231009","체력단련장업","사립","","1","0","59095.21","0","0","0","0","","",
"159","체력단련장업","10_42_01_P","3100000","CDFH3301062023000001","2023-02-03","","01","영업/정상","13","영업중","","","","","02-938-1114","455.28","","서울특별시 노원구 상계동 581-2 상계동 센트럴타워","서울특별시 노원구 상계로1길 54-4, 2층 01,02,03,04호 (상계동, 상계동 센트럴타워)","01693","버클다운짐","2026-02-09 13:45:22","U","2026-02-11 02:40:00","","205368.388442949","461774.111086211","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"160","체력단련장업","10_42_01_P","3210000","CDFH3301062024000002","2024-02-27","","01","영업/정상","13","영업중","","","","","","132.73","","서울특별시 서초구 반포동 720-15","서울특별시 서초구 사평대로53길 94 (반포동)","06537","AL피트니스","2026-02-09 10:19:23","U","2026-02-11 02:40:00","","201722.926044107","445129.543832993","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"161","체력단련장업","10_42_01_P","3740000","CDFH3301062003000108","2003-11-27","","01","영업/정상","13","영업중","","","","","031-206-8765","896","","경기도 수원시 영통구 영통동 958-1 드림피아빌딩 6층","경기도 수원시 영통구 봉영로 1623, 드림피아빌딩 6층 (영통동)","16703","스포인","2026-02-09 15:29:37","U","2026-02-11 02:40:00","","206556.351819145","417113.766621288","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"162","체력단련장업","10_42_01_P","3740000","CDFH3301062020000002","2020-01-17","","01","영업/정상","13","영업중","","","","","031-216-2404","88.68","","경기도 수원시 영통구 매탄동 436-39","경기도 수원시 영통구 삼성로168번길 27, 3층 301호 (매탄동)","16676","바디앤빌드 하우스짐","2026-02-09 15:34:21","U","2026-02-11 02:40:00","","205077.206747318","417408.89316774","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"163","체력단련장업","10_42_01_P","3740000","CDFH3301062020000003","2020-01-17","","01","영업/정상","13","영업중","","","","","031-214-9620","394.38","","경기도 수원시 영통구 이의동 1347-2 지(G)-타워","경기도 수원시 영통구 도청로89번길 31, 지(G)-타워 5층 (이의동)","16509","마이스터짐","2026-02-09 15:34:57","U","2026-02-11 02:40:00","","204150.560067278","420832.11834052","체력단련장업","사립","","2","0","0","0","0","0","0","","",
"164","체력단련장업","10_42_01_P","3740000","CDFH3301062015000004","2015-03-03","","01","영업/정상","13","영업중","","","","","273-2930","152","","경기도 수원시 영통구 망포동 381-2 6층","경기도 수원시 영통구 태장로 77, 6층 (망포동)","16688","커브스신영통클럽","2026-02-09 15:30:20","U","2026-02-11 02:40:00","","204792.085705164","415275.382111315","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"165","체력단련장업","10_42_01_P","3740000","CDFH3301062013000006","2013-08-30","","01","영업/정상","13","영업중","","","","","031-214-8870","312.74","","경기도 수원시 영통구 이의동 1341-4 그린프라자","경기도 수원시 영통구 에듀타운로 24, 그린프라자 B1층 B01, B02호 (이의동)","16509","밀라노짐","2026-02-09 15:27:41","U","2026-02-11 02:40:00","","204568.59954439","420364.773329837","체력단련장업","사립","Y","2","0","0","0","0","0","0","","",
"166","체력단련장업","10_42_01_P","3740000","CDFH3301062019000006","2019-03-26","","01","영업/정상","13","영업중","","","","","","190","","경기도 수원시 영통구 하동 989 원희캐슬 광교","경기도 수원시 영통구 광교중앙로248번길 7-2, 원희캐슬 광교 지하1층 126,127호 (하동)","16512","어라운드 크로스핏 광교점","2026-02-09 15:31:39","U","2026-02-11 02:40:00","","205823.568119412","421057.602005781","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"167","체력단련장업","10_42_01_P","3740000","CDFH3301062017000013","2017-05-24","","01","영업/정상","13","영업중","","","","","217-6330","120.24","","경기도 수원시 영통구 매탄동 923-15","경기도 수원시 영통구 인계로 220, 3층 (매탄동)","16543","커브스 매탄클럽","2026-02-09 15:30:55","U","2026-02-11 02:40:00","","203600.799736568","418104.560098305","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"168","체력단련장업","10_42_01_P","3740000","CDFH3301062019000024","2019-08-13","","01","영업/정상","13","영업중","","","","","031-204-8747","447.56","","경기도 수원시 영통구 망포동 558 신영통 알파빌딩 7층","경기도 수원시 영통구 영통로 115, 신영통 알파빌딩 7층 (망포동)","16687","휘트니스클럽S 망포11호점","2026-02-09 15:33:07","U","2026-02-11 02:40:00","","204962.308209357","415114.039870682","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"169","체력단련장업","10_42_01_P","3740000","CDFH3301062019000030","2019-10-17","","01","영업/정상","13","영업중","","","","","","131","","경기도 수원시 영통구 원천동 28-25 동경빌딩 401호","경기도 수원시 영통구 동수원로537번길 57, 동경빌딩 401호 (원천동)","16503","바이탈사인","2026-02-09 15:33:45","U","2026-02-11 02:40:00","","203999.624241635","419205.06590407","체력단련장업","사립","","0","0","0","0","0","0","0","","",
