번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),환경업무구분명,폐기물처리업구분명,폐기물처리업별처리구분명,폐기물구분명,허용보관량,허용보관량내용,Unnamed: 34,record_key
254,건설폐기물처리업,09_30_05_P,4810000,481000092202500001,2025-01-20,,1,영업/정상,BBBB,영업,,,,,,,,전라남도 여수시 소라면 대포리 26-2 공항주유소,"전라남도 여수시 소라면 여순로 146, 공항주유소",59609,㈜삼아르,2026-02-13 13:13:49,U,2026-02-15 02:40:00,,256772.989850658,146850.478787674,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,㈜삼아르_전라남도여수시소라면대포리26-2공항주유소
77,건설폐기물처리업,09_30_05_P,4830000,483000092200700005,2025-01-14,,1,영업/정상,BBBB,영업,,,,,0614629949,,,전라남도 영암군 삼호읍 산호리 271-6,전라남도 영암군 삼호읍 녹색로 1117-33,58447,주식회사 도이건설,2026-02-05 14:26:38,U,2026-02-07 02:40:00,,152798.873597165,138859.43515426,건설폐기물처리업사업계획(허가)신청,중간처분업(건설폐기물),,,12482.2,,,주식회사도이건설_전라남도영암군삼호읍산호리271-6
18,건설폐기물처리업,09_30_05_P,5710000,571000092201500006,2024-12-06,,1,영업/정상,BBBB,영업,,,,,2159797,,,충청북도 청주시 청원구 내수읍 원통리 259-43,충청북도 청주시 청원구 내수읍 원통숲안1길 42,28152,(주)광도,2026-02-02 11:41:36,U,2026-02-04 02:40:00,,244995.600961855,355795.87621621,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)광도_충청북도청주시청원구내수읍원통리259-43
91,건설폐기물처리업,09_30_05_P,5710000,571000092201600002,2024-11-28,,1,영업/정상,BBBB,영업,,,,,2158081,,,충청북도 청주시 서원구 장성동 9-2,충청북도 청주시 서원구 궁뜰로67번길 13 (장성동),28804,(주)덕수기업,2026-02-05 11:21:44,U,2026-02-07 02:40:00,,243150.771103008,344280.581405381,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)덕수기업_충청북도청주시서원구장성동9-2
108,건설폐기물처리업,09_30_05_P,3630000,363000092202400004,2024-09-19,,1,영업/정상,BBBB,영업,,,,,,,,광주광역시 광산구 우산동 1594-1 오렌지빌,"광주광역시 광산구 무진대로 272-9, 오렌지빌 (우산동)",62364,(유)희망광산,2026-02-06 13:04:34,U,2026-02-08 02:40:00,,182662.007268212,184582.94502716,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(유)희망광산_광주광역시광산구우산동1594-1오렌지빌
234,건설폐기물처리업,09_30_05_P,4321000,432100092202400001,2024-08-27,,3,폐업,2,폐업,2026-02-27,,,,0334811187,,,,강원특별자치도 양구군 양구읍 해시계로 24-10,24536,(합)제일산업개발,2026-02-13 17:31:00,U,2026-02-15 02:40:00,,286717.344639975,511760.12601803,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(합)제일산업개발_
68,건설폐기물처리업,09_30_05_P,5590000,559000092200100009,2024-07-29,,1,영업/정상,BBBB,영업,,,,,031866 2477,,,"경기도 양주시 은현면 봉암리 19 ,19-1,20,20-1,-2,-3,21번지",경기도 양주시 은현면 은현로 352-39,11426,금강도시환경(주),2026-02-04 08:16:21,U,2026-02-06 02:40:00,,201405.186720362,488510.312328359,건설폐기물처리업사업계획(허가)신청,중간처분업(건설폐기물),,,0.0,,,"금강도시환경(주)_경기도양주시은현면봉암리19,19-1,20,20-1,-2,-3,21번지"
206,건설폐기물처리업,09_30_05_P,4080000,408000092202400003,2024-06-24,,1,영업/정상,BBBB,영업,,,,,031-675-4374,,,경기도 안성시 보개면 적가리 288-1,경기도 안성시 보개면 보개원삼로 538,17509,주식회사 영상그룹,2026-02-12 13:09:03,U,2026-02-14 02:40:00,,226059.04041501,394279.127099946,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,주식회사영상그룹_경기도안성시보개면적가리288-1
251,건설폐기물처리업,09_30_05_P,4530000,453000092201000002,2024-05-22,,1,영업/정상,BBBB,영업,,,,,0416647456,,,충청남도 서산시 음암면 신장리 165-7 165-7,충청남도 서산시 음암면 노루골길 77-17,32011,대명종합환경산업(주),2026-02-13 19:17:53,U,2026-02-15 02:40:00,,155147.647051138,360967.001908527,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,대명종합환경산업(주)_충청남도서산시음암면신장리165-7165-7
190,건설폐기물처리업,09_30_05_P,3910000,391000092202400004,2024-03-27,,3,폐업,2,폐업,2025-11-11,,,,,,,경기도 평택시 평택동 291 602-1호,"경기도 평택시 중앙2로 13, 602-1-1061호 (평택동)",17909,(주)두성_비배출시설계,2026-02-11 10:55:59,U,2026-02-13 02:40:00,,207810.302859873,387830.462917531,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)두성_비배출시설계_경기도평택시평택동291602-1호
252,건설폐기물처리업,09_30_05_P,4450000,445000092200800003,2024-03-14,,1,영업/정상,BBBB,영업,,,,,0435378314,,,충청북도 진천군 덕산읍 산수리 135-63,충청북도 진천군 덕산읍 덕금로 493,,에스환경개발(주),2026-02-13 10:58:48,U,2026-02-15 02:40:00,,243460.827262467,376842.63644666,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,에스환경개발(주)_충청북도진천군덕산읍산수리135-63
36,건설폐기물처리업,09_30_05_P,5700000,570000092202000006,2024-03-11,,1,영업/정상,BBBB,영업,,,,,0318811862,,,경기도 여주시 가남읍 심석리 417-6,경기도 여주시 가남읍 여주남로 1234-8,12661,(주)해성골재건기,2026-01-30 17:47:29,U,2026-02-04 11:04:37,,248581.693259598,411230.319074399,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)해성골재건기_경기도여주시가남읍심석리417-6
7,건설폐기물처리업,09_30_05_P,4810000,481000092201000003,2024-03-11,,1,영업/정상,BBBB,영업,,,,,061-681-4144,,,전라남도 여수시 주삼동 212,전라남도 여수시 여수산단로 86-18 (주삼동),59631,(주)국제환경,2026-02-02 17:25:18,U,2026-02-04 02:40:00,,260778.324190392,143810.733833687,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)국제환경_전라남도여수시주삼동212
12,건설폐기물처리업,09_30_05_P,4201000,420100092202400004,2024-02-22,,1,영업/정상,BBBB,영업,,,,,0336510488,,,강원특별자치도 강릉시 노암동 312-10,강원특별자치도 강릉시 노가니길 24-1 (노암동),25587,천호건설산업환경,2026-02-02 10:53:47,U,2026-02-04 02:40:00,,367466.951283854,473440.431718512,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,천호건설산업환경_강원특별자치도강릉시노암동312-10
1,건설폐기물처리업,09_30_05_P,4620000,462000092202300002,2023-11-30,,1,영업/정상,BBBB,영업,,,,,041-673-2585,,,충청남도 태안군 태안읍 장산리 504-1,충청남도 태안군 태안읍 근흥로 30-12,32145,건국환경,2026-02-01 18:58:02,U,2026-02-03 02:40:00,,134936.914683858,362018.025266376,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,건국환경_충청남도태안군태안읍장산리504-1
159,건설폐기물처리업,09_30_05_P,5680000,568000092202300001,2023-11-09,,1,영업/정상,BBBB,영업,,,,,0413526565,,,충청남도 당진시 원당동 293,충청남도 당진시 원당골길 79 (원당동),31763,이삭환경,2026-02-09 15:40:40,U,2026-02-11 02:40:00,,169391.24054099,378801.562440941,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,이삭환경_충청남도당진시원당동293
102,건설폐기물처리업,09_30_05_P,3930000,393000092202300005,2023-10-23,,1,영업/정상,BBBB,영업,,,,,031 4052514,,425-866,경기도 안산시 단원구 초지동 726-2 205호,"경기도 안산시 단원구 초지로 124, 205호 (초지동)",,(주)수인개발,2026-02-06 13:42:19,U,2026-02-08 02:40:00,,183562.276528272,423100.403242695,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)수인개발_경기도안산시단원구초지동726-2205호
135,건설폐기물처리업,09_30_05_P,3670000,367000092202300002,2023-09-22,,1,영업/정상,BBBB,영업,,,,,,,,대전광역시 유성구 반석동 516 지하1층,"대전광역시 유성구 반석로 148, 지하1층 (반석동)",34065,(주)폴라베어,2026-02-09 19:39:38,U,2026-02-11 02:40:00,,226699.626076834,320979.35152369,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)폴라베어_대전광역시유성구반석동516지하1층
2,건설폐기물처리업,09_30_05_P,5530000,553000092202300016,2023-09-20,,1,영업/정상,BBBB,영업,,,,,,,,경기도 화성시 효행구 봉담읍 세곡리 89-5,경기도 화성시 효행구 봉담읍 가능골1길 66,18334,(주)성우건설,2026-01-30 11:40:39,I,2026-02-04 01:35:23,,193804.303332411,409438.788970355,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)성우건설_경기도화성시효행구봉담읍세곡리89-5
25,건설폐기물처리업,09_30_05_P,4520000,452000092201500002,2023-08-16,,1,영업/정상,BBBB,영업,,,,,041-427-3355,,,"충청남도 아산시 인주면 해암리 18-1 외 2필지(16-5, 16-6)",충청남도 아산시 인주면 인주로 304-79,31439,(주)아산환경,2026-01-30 13:39:03,U,2026-02-04 11:04:37,,190424.028724707,371373.564657713,건설폐기물처리업사업계획(허가)신청,중간처분업(건설폐기물),,,39842.19,,,"(주)아산환경_충청남도아산시인주면해암리18-1외2필지(16-5,16-6)"
110,건설폐기물처리업,09_30_05_P,5200000,520000092201200001,2023-08-03,,1,영업/정상,BBBB,영업,,,,,054-956-0103,,,경상북도 고령군 쌍림면 안림리 764-1,경상북도 고령군 쌍림면 방아실길 154,40160,경기이엔티 주식회사 고령지점,2026-02-06 18:12:18,U,2026-02-08 02:40:00,,311503.814110476,244279.350499702,건설폐기물처리업사업계획(허가)신청,중간처분업(건설폐기물),,,0.0,,,경기이엔티주식회사고령지점_경상북도고령군쌍림면안림리764-1
43,건설폐기물처리업,09_30_05_P,5710000,571000092202300004,2023-07-28,,1,영업/정상,BBBB,영업,,,,,0432393464,,,충청북도 청주시 흥덕구 석곡동 324,충청북도 청주시 흥덕구 남석로575번길 52-96 (석곡동),28385,충청철거환경 충청자원,2026-02-04 15:33:30,U,2026-02-06 02:40:00,,237412.530918095,344924.400189514,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,충청철거환경충청자원_충청북도청주시흥덕구석곡동324
229,건설폐기물처리업,09_30_05_P,4201000,420100092202300003,2023-06-23,,1,영업/정상,BBBB,영업,,,,,6428124,,,강원특별자치도 강릉시 포남동 1155-17,"강원특별자치도 강릉시 남구길18번길 11, 1층 1호 (포남동)",25545,우길건설(주),2026-02-13 15:34:26,U,2026-02-15 02:40:00,,367940.311399682,475393.31538265,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,우길건설(주)_강원특별자치도강릉시포남동1155-17
210,건설폐기물처리업,09_30_05_P,3340000,334000092202300001,2023-04-07,,1,영업/정상,BBBB,영업,,,,,051-266-1470,,,부산광역시 사하구 장림동 914-35,"부산광역시 사하구 다산로208번길 38, 2층 (장림동)",49485,(주)건도개발,2026-02-12 10:44:02,U,2026-02-14 02:40:00,,378670.754710696,176497.542802913,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)건도개발_부산광역시사하구장림동914-35
173,건설폐기물처리업,09_30_05_P,3570000,357000092202300001,2023-02-20,,1,영업/정상,BBBB,영업,,,,,,,,인천광역시 강화군 내가면 고천리 712-4,"인천광역시 강화군 내가면 고비고개로 985-2, 2동",23018,내가환경,2026-02-10 16:26:39,U,2026-02-12 02:40:00,,146145.489373703,469124.05945869,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,내가환경_인천광역시강화군내가면고천리712-4
94,건설폐기물처리업,09_30_05_P,3660000,366000092200700007,2023-01-16,,1,영업/정상,BBBB,영업,,,,,0428255534,,302-280,대전광역시 서구 월평동 1298,대전광역시 서구 월평새뜸로4번길 51 (월평동),,(자)국제환경,2026-02-05 13:52:28,U,2026-02-07 02:40:00,,231886.910600278,316981.289060684,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(자)국제환경_대전광역시서구월평동1298
111,건설폐기물처리업,09_30_05_P,5200000,520000092201200002,2023-01-04,,1,영업/정상,BBBB,영업,,,,,054-954-0104,,,"경상북도 고령군 쌍림면 안림리 764-7 764-6,764-2,764-3,764-10,764-11,765 64-4, 764-5, 765-1동",경상북도 고령군 쌍림면 방아실길 156,717-853,대길환경 주식회사 고령지점,2026-02-06 18:08:12,U,2026-02-08 02:40:00,,311477.944988088,244296.699098096,건설폐기물처리업사업계획(허가)신청,중간처분업(건설폐기물),,,0.0,,,"대길환경주식회사고령지점_경상북도고령군쌍림면안림리764-7764-6,764-2,764-3,764-10,764-11,76564-4,764-5,765-1동"
89,건설폐기물처리업,09_30_05_P,4691000,469100092202100001,2022-12-23,,3,폐업,2,폐업,2024-12-16,,,,0635367532,,580-813,전북특별자치도 정읍시 북면 승부리 364,전북특별자치도 정읍시 북면 서부산업도로 702,580-813,태영이엔티,2026-02-05 15:16:53,U,2026-02-07 02:40:00,,188767.135551181,233162.002021656,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,태영이엔티_전북특별자치도정읍시북면승부리364
66,건설폐기물처리업,09_30_05_P,3620000,362000092202200007,2022-12-13,,1,영업/정상,BBBB,영업,,,,,,,,광주광역시 북구 양산동 274-47,광주광역시 북구 하서로 347-1 (양산동),61077,로또환경,2026-02-03 09:34:12,U,2026-02-06 02:40:00,,188379.446812748,189654.357893934,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,로또환경_광주광역시북구양산동274-47
123,건설폐기물처리업,09_30_05_P,5670000,567015692202200002,2022-11-09,,1,영업/정상,BBBB,영업,,,,,0552455452,,,경상남도 창원시 마산합포구 현동 1344-9 동광골재,경상남도 창원시 마산합포구 밤밭고개로 73 (현동),51775,성민건설(주),2026-02-06 13:19:59,U,2026-02-08 02:40:00,,340873.655018924,184532.557747015,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,성민건설(주)_경상남도창원시마산합포구현동1344-9동광골재
54,건설폐기물처리업,09_30_05_P,5020000,502000092200700001,2022-11-01,,1,영업/정상,BBBB,영업,,,,,054-261-8080,,791-945,경상북도 포항시 남구 대잠동 1001 포항시청,"경상북도 포항시 북구 흥해읍 덕장길 220, 포항시청 (대잠동)",791-945,(주)포항환경건설,2026-02-03 09:11:34,U,2026-02-06 02:40:00,,411190.579280894,282398.786941822,건설폐기물처리업사업계획(허가)신청,중간처분업(건설폐기물),,,0.0,,,(주)포항환경건설_경상북도포항시남구대잠동1001포항시청
144,건설폐기물처리업,09_30_05_P,4040000,404000092202200001,2022-10-20,,1,영업/정상,BBBB,영업,,,,,031-793-8178,,,경기도 하남시 창우동 23,경기도 하남시 검단산로 307-15 (창우동),13023,(주)하남환경,2026-02-09 16:49:53,U,2026-02-11 02:40:00,,220599.233313688,448696.112558532,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)하남환경_경기도하남시창우동23
59,건설폐기물처리업,09_30_05_P,5400000,540000092201000001,2022-07-29,,1,영업/정상,BBBB,영업,,,,,5862288,,637-922,경상남도 함안군 칠원읍 무기리 498-8 외 10필지,경상남도 함안군 칠원읍 무기2길 90 ((주)삼우환경),52026,(주)삼우리콘산업,2026-02-04 11:29:59,U,2026-02-06 02:40:00,,340854.161382727,200139.622136326,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)삼우리콘산업_경상남도함안군칠원읍무기리498-8외10필지
157,건설폐기물처리업,09_30_05_P,4610000,461000092202200001,2022-07-26,,1,영업/정상,BBBB,영업,,,,,,,,충청남도 예산군 예산읍 관작리 36-2,충청남도 예산군 예산읍 벚꽃로388번길 63,32423,예성건재골재 환경,2026-02-09 15:37:36,U,2026-02-11 02:40:00,,186392.722644202,356846.329869023,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,예성건재골재환경_충청남도예산군예산읍관작리36-2
9,건설폐기물처리업,09_30_05_P,3560000,356000092199900001,2022-07-18,,1,영업/정상,BBBB,영업,,,,,0325670181,,,"인천광역시 서구 백석동 255 ,256",인천광역시 서구 드림로 174 (백석동),22672,"주식회사 이도(Yido Co.,Ltd.)",2026-02-02 14:25:41,U,2026-02-04 02:40:00,,169594.979675923,453310.676538888,건설폐기물처리업사업계획(허가)신청,중간처분업(건설폐기물),,,0.0,,,"주식회사이도(YidoCo.,Ltd.)_인천광역시서구백석동255,256"
72,건설폐기물처리업,09_30_05_P,3130000,313000092201500002,2022-05-27,,1,영업/정상,BBBB,영업,,,,,02-304-0720,,,서울특별시 마포구 상암동 1734 상암 한화 오벨리스크,"서울특별시 마포구 구룡길 19, 상암 한화 오벨리스크 9층 B939호 (상암동)",03918,(주)청우이앤디,2026-02-03 13:46:20,U,2026-02-06 02:40:00,,189624.675468841,453872.3993323,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)청우이앤디_서울특별시마포구상암동1734상암한화오벨리스크
13,건설폐기물처리업,09_30_05_P,5230000,523000092201200003,2022-03-21,,1,영업/정상,BBBB,영업,,,,,0546540808,,757-851,경상북도 예천군 지보면 어신리 1200-7 신세계환경(주),"경상북도 예천군 지보면 예지로 709, 신세계환경(주)",36852,신세계환경 주식회사,2026-02-02 09:01:40,U,2026-02-04 02:40:00,,326448.039484922,342579.9167461,건설폐기물처리업사업계획(허가)신청,중간처분업(건설폐기물),,,8063.0,,,신세계환경주식회사_경상북도예천군지보면어신리1200-7신세계환경(주)
189,건설폐기물처리업,09_30_05_P,3530000,353000092202100003,2021-12-23,,1,영업/정상,BBBB,영업,,,,,,,,인천광역시 남동구 운연동 259-5 명성통신,"인천광역시 남동구 음실서로 37, 명성통신 (운연동)",21601,(주)태진환경산업,2026-02-11 11:36:45,U,2026-02-13 02:40:00,,179188.994944692,437222.513031153,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)태진환경산업_인천광역시남동구운연동259-5명성통신
149,건설폐기물처리업,09_30_05_P,5350000,535000092202100002,2021-12-02,,1,영업/정상,BBBB,영업,,,,,,,,경상남도 김해시 진영읍 본산리 319-4,경상남도 김해시 진영읍 본산1로 42,50857,(주)대승산업환경,2026-02-09 10:24:47,U,2026-02-11 02:40:00,,358839.529749578,202712.06717948,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)대승산업환경_경상남도김해시진영읍본산리319-4
121,건설폐기물처리업,09_30_05_P,4020000,402000092202100003,2021-10-22,,1,영업/정상,BBBB,영업,,,,,,,,경기도 군포시 당동 784-7,"경기도 군포시 군포로 504, 지층 (당동)",15855,아이엠유환경 주식회사,2026-02-06 16:11:25,U,2026-02-08 02:40:00,,195072.443896369,427692.224558287,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,아이엠유환경주식회사_경기도군포시당동784-7
62,건설폐기물처리업,09_30_05_P,5430000,543000092202100001,2021-09-27,,1,영업/정상,BBBB,영업,,,,,0558622413,,,경상남도 남해군 남해읍 북변리 5 102호,"경상남도 남해군 남해읍 에코파크길 81-23, 102호",52413,(주)에코,2026-02-03 16:19:15,U,2026-02-06 02:40:00,,282769.417007685,149313.312166056,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)에코_경상남도남해군남해읍북변리5102호
78,건설폐기물처리업,09_30_05_P,4830000,483000092200800008,2021-08-20,,1,영업/정상,BBBB,영업,,,,,061-334-1616,,,전라남도 나주시 봉황면 유곡리 454-1 (유곡리 454-1),전라남도 나주시 봉황면 세남로 962-16 (유곡리 454-1),58235,현대이엔티(주),2026-02-05 16:25:42,U,2026-02-07 02:40:00,,181860.39543652,165055.321587856,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,현대이엔티(주)_전라남도나주시봉황면유곡리454-1(유곡리454-1)
32,건설폐기물처리업,09_30_05_P,3420000,342000092202100002,2021-08-19,,1,영업/정상,BBBB,영업,,,,,053-958-4428,,,대구광역시 동구 효목동 176-19,대구광역시 동구 화랑로41길 55 (효목동),41177,일등환경 주식회사,2026-01-30 11:05:56,U,2026-02-04 11:04:37,,348420.607111168,265763.675853746,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,일등환경주식회사_대구광역시동구효목동176-19
161,건설폐기물처리업,09_30_05_P,3280000,328000092199600001,2021-08-03,,1,영업/정상,BBBB,영업,,,,,,,,부산광역시 금정구 남산동 48-3 우남카사벨라,"부산광역시 금정구 중앙대로 2085, 1202호 (남산동, 우남카사벨라)",46219,개인,2026-02-10 15:09:29,U,2026-02-12 02:40:00,,390311.643054274,198806.344773141,건설폐기물처리업사업계획(허가)신청,중간처분업(건설폐기물),,,0.0,,,개인_부산광역시금정구남산동48-3우남카사벨라
200,건설폐기물처리업,09_30_05_P,3630000,363000092201400006,2021-07-30,,1,영업/정상,BBBB,영업,,,,,062-366-7272,,503-311,광주광역시 광산구 우산동 220-22,광주광역시 광산구 상무대로 507-11 (우산동),62362,KC네트웍스(주),2026-02-12 09:55:06,U,2026-02-14 02:40:00,,183530.17319651,182780.920526511,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,KC네트웍스(주)_광주광역시광산구우산동220-22
174,건설폐기물처리업,09_30_05_P,3550000,355000092202100004,2021-05-20,,1,영업/정상,BBBB,영업,,,,,032-563-8066,,,인천광역시 계양구 장기동 127-1,"인천광역시 계양구 장기서로20번길 10, 1층 102호 (장기동)",21007,(주)청암건설,2026-02-10 09:04:26,U,2026-02-12 02:40:00,,176311.804926813,452737.175095401,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)청암건설_인천광역시계양구장기동127-1
31,건설폐기물처리업,09_30_05_P,5390000,539000092201600001,2021-03-18,,1,영업/정상,BBBB,영업,,,,,055-248-9960,,,경상남도 의령군 용덕면 운곡리 165-4,경상남도 의령군 용덕면 의합대로 277-11,52127,청호환경산업(주),2026-01-30 14:00:17,U,2026-02-04 11:04:37,,317278.22451894,205092.730007723,건설폐기물처리업사업계획(허가)신청,중간처분업(건설폐기물),,,27961.12,,,청호환경산업(주)_경상남도의령군용덕면운곡리165-4
125,건설폐기물처리업,09_30_05_P,4600000,460000092202100001,2021-03-06,,1,영업/정상,BBBB,영업,,,,,0416332600,,,충청남도 홍성군 은하면 금국리 산 50,충청남도 홍성군 은하면 백야로68번길 42,32209,주식회사 한국이앤알,2026-02-06 08:54:52,U,2026-02-08 02:40:00,,162055.626287022,340997.828995518,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,주식회사한국이앤알_충청남도홍성군은하면금국리산50
118,건설폐기물처리업,09_30_05_P,3530000,353000092202000002,2021-01-14,,1,영업/정상,BBBB,영업,,,,,,,,인천광역시 남동구 구월동 1129-19 이노프라자텔,"인천광역시 남동구 미래로 17, 이노프라자텔 (구월동)",21558,(주)건도산업,2026-02-06 14:30:48,U,2026-02-08 02:40:00,,173747.870379682,438874.98019566,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)건도산업_인천광역시남동구구월동1129-19이노프라자텔
191,건설폐기물처리업,09_30_05_P,4880000,488000092202000003,2020-08-11,,1,영업/정상,BBBB,영업,,,,,,,,전라남도 고흥군 동강면 매곡리 75,전라남도 고흥군 동강면 동강신정길 66-15,59502,(주)미래환경,2026-02-11 16:08:03,U,2026-02-13 02:40:00,,231394.64564977,144337.621182697,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)미래환경_전라남도고흥군동강면매곡리75
88,건설폐기물처리업,09_30_05_P,3130000,313000092202000003,2020-07-24,,1,영업/정상,BBBB,영업,,,,,02-6925-0009,,,서울특별시 마포구 노고산동 107-17 우정마샹스 오피스텔,"서울특별시 마포구 백범로 8, 우정마샹스 오피스텔 524호 (노고산동)",04100,(주)대양제이씨,2026-02-05 10:11:11,U,2026-02-07 02:40:00,,194343.471516512,450203.900484327,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)대양제이씨_서울특별시마포구노고산동107-17우정마샹스오피스텔
30,건설폐기물처리업,09_30_05_P,4080000,408000092202000003,2020-07-09,,1,영업/정상,BBBB,영업,,,,,031-671-3374,,456-851,경기도 안성시 서운면 현매리 473-1,경기도 안성시 서운면 서미로 109-19,456-851,(주)가야환경,2026-01-30 15:58:21,U,2026-02-04 11:04:37,,219710.994810471,381444.304335438,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)가야환경_경기도안성시서운면현매리473-1
10,건설폐기물처리업,09_30_05_P,3060000,306000092202000001,2020-03-30,,1,영업/정상,BBBB,영업,,,,,02-3423-3304,,,서울특별시 중랑구 신내동 657 신내9단지아파트 1동 208호,"서울특별시 중랑구 신내로 135, 신내9단지아파트 상가 1동 208호 (신내동)",02026,(주)후아그룹,2026-02-02 16:59:57,U,2026-02-04 02:40:00,,208294.257367707,456632.108607443,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)후아그룹_서울특별시중랑구신내동657신내9단지아파트1동208호
187,건설폐기물처리업,09_30_05_P,4241000,424100092200600002,2020-03-18,,1,영업/정상,BBBB,영업,,,,,0335750981,,,강원특별자치도 삼척시 우지동 62-1 건백산업,"강원특별자치도 삼척시 우지1길 31, 건백산업 (우지동)",25908,건백산업(주),2026-02-11 17:46:48,U,2026-02-13 02:40:00,,390445.613786641,441846.313360867,건설폐기물처리업사업계획(허가)신청,중간처분업(건설폐기물),,,30000.0,,,건백산업(주)_강원특별자치도삼척시우지동62-1건백산업
87,건설폐기물처리업,09_30_05_P,4030000,403000092202000001,2020-02-26,,1,영업/정상,BBBB,영업,,,,,031-427-5152,,,경기도 의왕시 삼동 146-24,"경기도 의왕시 솔밭1길 7, 3층 (삼동)",16095,(주)다온산업,2026-02-05 13:18:54,U,2026-02-07 02:40:00,,195617.011670098,424004.310709263,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)다온산업_경기도의왕시삼동146-24
133,건설폐기물처리업,09_30_05_P,4170000,417000092200600001,2020-01-21,,1,영업/정상,BBBB,영업,,,,,0317743284,,476-872,경기도 양평군 지평면 무왕리 377,경기도 양평군 지평면 금의길 316-1,476-872,(주)오성개발,2026-02-09 10:19:16,U,2026-02-11 02:40:00,,259167.735108567,440892.698684053,건설폐기물처리업사업계획(허가)신청,중간처분업(건설폐기물),,,23922.0,,,(주)오성개발_경기도양평군지평면무왕리377
