번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),영업내용,Unnamed: 29,record_key
142,옥외광고업,04_15_01_P,3660000,2026366019408500004,2026-02-06,,1,영업/정상,20,정상,,,,,,,,대전광역시 서구 도안동 ****,"대전광역시 서구 원도안로***번길 **-**, ***호 (도안동)",35352,MOOD SIGN,2026-02-11 16:34:16,I,2026-02-13 00:20:38,,230952.59537245,313943.238574471,옥외광고,,MOODSIGN_대전광역시서구도안동****
121,옥외광고업,04_15_01_P,3430000,2026343012908500001,2026-02-06,,1,영업/정상,20,정상,,,,,,,,,"대구광역시 서구 서대구로*길 **, *층 (내당동)",41854,광개토,2026-02-09 08:36:00,U,2026-02-11 02:40:00,,339846.976871999,263202.741312079,옥외광고업,,광개토_
108,옥외광고업,04_15_01_P,4020000,2017402015108500007,2026-02-06,,1,영업/정상,20,정상,,,,,0314612700,,,경기도 군포시 부곡동 ****-*,"경기도 군포시 송부로***번안길 **, *층 (부곡동)",15880,애드빌,2026-02-06 17:41:52,U,2026-02-08 02:40:00,,194713.734,424874.7655,간판외 싸인몰,,애드빌_경기도군포시부곡동****-*
94,옥외광고업,04_15_01_P,4641000,2026465100908500002,2026-02-06,,1,영업/정상,20,정상,,,,,,,,전북특별자치도 전주시 완산구 중앙동*가 **-*,전북특별자치도 전주시 완산구 충경로 ** (중앙동*가),55038,이에스디자인,2026-02-06 14:16:42,I,2026-02-08 00:20:01,,212818.711971342,257454.895831237,"간판 및 현수막 제작, 시공",,이에스디자인_전북특별자치도전주시완산구중앙동*가**-*
97,옥외광고업,04_15_01_P,5020000,2026502049008500002,2026-02-06,,1,영업/정상,20,정상,,,,,,,,경상북도 포항시 북구 장성동 ****-**,경상북도 포항시 북구 법원로**번길 ** (장성동),37583,스마일광고,2026-02-06 16:29:14,I,2026-02-08 00:20:01,,414412.292284363,289183.261988215,옥외광고업,,스마일광고_경상북도포항시북구장성동****-**
91,옥외광고업,04_15_01_P,5540000,2022554023208500007,2026-02-05,,1,영업/정상,20,정상,,2023-08-14,2024-08-13,2023-10-26,,,,경기도 광주시 송정동 ***,"경기도 광주시 광주대로 ***, *층 (송정동)",12739,우수기획,2026-02-05 15:53:05,U,2026-02-07 02:40:00,,222809.315740578,435743.860938867,옥외광고물 디자인,,우수기획_경기도광주시송정동***
98,옥외광고업,04_15_01_P,3660000,2026366019408500003,2026-02-05,,1,영업/정상,20,정상,,,,,,,,대전광역시 서구 만년동 ***,"대전광역시 서구 대덕대로 ***, *층 **호 (만년동)",35203,씨싸인컴퍼니,2026-02-06 12:38:54,I,2026-02-08 00:20:01,,234031.197153606,318785.398711515,광고대행업,,씨싸인컴퍼니_대전광역시서구만년동***
88,옥외광고업,04_15_01_P,3390000,2021339010408500003,2026-02-05,,1,영업/정상,20,정상,,,,,,,,,부산광역시 사상구 모덕로 ** (삼락동),46909,에스엔피애드,2026-02-05 16:52:50,U,2026-02-07 02:40:00,,380345.313236796,188768.45183022,옥외광고물 제작,,에스엔피애드_
107,옥외광고업,04_15_01_P,5080000,2021508029308500002,2026-02-05,,1,영업/정상,20,정상,,,,,,,,경상북도 구미시 오태동 ***-**,경상북도 구미시 왕산로*길 **-** (임은동),39352,싸인비디자인,2026-02-06 11:05:50,U,2026-02-08 02:40:00,,321839.027486321,287302.806737671,옥외광고물 제작 및 설치,,싸인비디자인_경상북도구미시오태동***-**
78,옥외광고업,04_15_01_P,4060000,2026406047208500006,2026-02-05,,1,영업/정상,20,정상,,,,,,,,경기도 파주시 문발동 **-*,"경기도 파주시 교하로***번길 **-**, 다동 (문발동)",10880,디자인포유,2026-02-05 13:07:15,I,2026-02-07 00:20:02,,173515.541513569,469145.290088914,"광고물 제작, 시공",,디자인포유_경기도파주시문발동**-*
85,옥외광고업,04_15_01_P,4040000,2024404026808500001,2026-02-05,,1,영업/정상,20,정상,,,,,02  471 7111,,,경기도 하남시 풍산동 *** 로얄팰리스 테크노*차,"경기도 하남시 하남대로 ***, 로얄팰리스 테크노*차 *층 *호 (풍산동)",12939,(주) 은진애드컴,2026-02-05 14:21:10,U,2026-02-07 02:40:00,,216714.986780037,449568.993191656,"옥외광고물제작설치, LED채널, 현수막",,(주)은진애드컴_경기도하남시풍산동***로얄팰리스테크노*차
84,옥외광고업,04_15_01_P,3470000,2024347019108500002,2026-02-05,,1,영업/정상,20,정상,,,,,,,,대구광역시 달서구 감삼동 *** 죽전역 해링턴 플레이스 더 베스트,"대구광역시 달서구 와룡로**길 **, ***층 ****호 (감삼동, 죽전역 해링턴 플레이스 더 베스트)",42688,더오르다디자인,2026-02-05 14:09:50,U,2026-02-07 02:40:00,,,,옥외광고물 제작 및 시공,,더오르다디자인_대구광역시달서구감삼동***죽전역해링턴플레이스더베스트
42,옥외광고업,04_15_01_P,5050000,2026505034508500002,2026-02-04,,1,영업/정상,20,정상,,,,,,,,경상북도 경주시 안강읍 산대리 ****-* 제*층 제*-에이**호,"경상북도 경주시 안강읍 구부랑두림길 ***-*, 제*층 제*-에이**호호 (안강장미마을아파트)",38011,매드애드,2026-02-04 16:55:45,I,2026-02-06 00:20:02,,398193.873626338,280439.956851017,옥외광고,,매드애드_경상북도경주시안강읍산대리****-*제*층제*-에이**호
45,옥외광고업,04_15_01_P,3930000,2026393050008500001,2026-02-04,,1,영업/정상,20,정상,,,,,,,,경기도 안산시 상록구 팔곡이동 ***-*,"경기도 안산시 상록구 팔곡산단*길 **, *층 (팔곡이동)",15528,주식회사 에스엠정보기술,2026-02-04 10:55:30,I,2026-02-06 00:20:02,,189800.218640537,420415.071369969,"간판,전광판 등 옥외광고물의 제작, 설치 및 유지관리",,주식회사에스엠정보기술_경기도안산시상록구팔곡이동***-*
46,옥외광고업,04_15_01_P,3180000,2026318021808500002,2026-02-04,,1,영업/정상,20,정상,,,,,,,,서울특별시 영등포구 여의도동 **-* 엔에이치농협캐피탈빌딩 ****호,"서울특별시 영등포구 국제금융로*길 **-*, 엔에이치농협캐피탈빌딩 ****호 (여의도동)",07332,주식회사 비아아트,2026-02-04 17:06:18,I,2026-02-06 00:20:02,,193598.536439636,446357.770653118,옥외광고,,주식회사비아아트_서울특별시영등포구여의도동**-*엔에이치농협캐피탈빌딩****호
106,옥외광고업,04_15_01_P,3730000,2026373027908500001,2026-02-04,,1,영업/정상,20,정상,,,,,,,,,울산광역시 울주군 웅촌면 월동길 **,44962,주식회사 사람이편한세상,2026-02-06 12:51:39,U,2026-02-08 02:40:00,,400745.812751043,223155.113280072,안내판,,주식회사사람이편한세상_
79,옥외광고업,04_15_01_P,5000000,2026500012408500001,2026-02-04,,1,영업/정상,20,정상,,,,,,,,전라남도 진도군 진도읍 포산리 ***-*,전라남도 진도군 진도읍 진도대로 ****,58932,디자인큰빛,2026-02-05 13:35:24,I,2026-02-07 00:20:02,,130795.653944408,108512.374551445,간판 및 현수막 제작·디자인,,디자인큰빛_전라남도진도군진도읍포산리***-*
77,옥외광고업,04_15_01_P,3360000,2026336019308500001,2026-02-04,,1,영업/정상,20,정상,,,,,,,,,"부산광역시 강서구 생곡로 *-*, *층 (녹산동)",46728,엠기획 주식회사,2026-02-05 09:31:56,I,2026-02-07 00:20:02,,372670.131443737,182007.848593913,"간판 및 현수막, 입간판, 안내판 제작",,엠기획주식회사_
48,옥외광고업,04_15_01_P,3300000,2026330012708500003,2026-02-04,,1,영업/정상,20,정상,,,,,,,,부산광역시 동래구 명장동 ***-**,"부산광역시 동래구 시실로 ***-*, *층 (명장동)",47765,광고디자인 눈길,2026-02-04 16:19:22,I,2026-02-06 00:20:02,,391402.998443313,191785.787281081,옥외광고업,,광고디자인눈길_부산광역시동래구명장동***-**
53,옥외광고업,04_15_01_P,3660000,2026366019408500002,2026-02-04,,1,영업/정상,20,정상,,,,,,,,대전광역시 서구 탄방동 **-**,"대전광역시 서구 도솔로***번길 *, ***호 (탄방동)",35256,오디컴퍼니,2026-02-04 15:59:43,I,2026-02-06 00:20:02,,235180.341039593,315998.680404616,옥외광고물 제작 및 광고대행,,오디컴퍼니_대전광역시서구탄방동**-**
80,옥외광고업,04_15_01_P,3620000,2026362025408500004,2026-02-03,,1,영업/정상,20,정상,,,,,,,,광주광역시 북구 용봉동 ****-*,"광주광역시 북구 문화소통로 **, *층 (용봉동)",61177,스타프린팅,2026-02-05 17:56:49,I,2026-02-07 00:20:02,,190945.626434081,187147.896237998,"간판, 현수막, 디자인",,스타프린팅_광주광역시북구용봉동****-*
40,옥외광고업,04_15_01_P,3370000,2026337015908500001,2026-02-03,,1,영업/정상,20,정상,,,,,,,,부산광역시 연제구 연산동 **** 시청역 비스타 동원,"부산광역시 연제구 연제로 **, ***동 ****호 (연산동, 시청역 비스타 동원)",47599,애드이음,2026-02-03 10:07:33,I,2026-02-06 00:20:02,,389151.002297017,188618.925380987,광고 대행업,,애드이음_부산광역시연제구연산동****시청역비스타동원
50,옥외광고업,04_15_01_P,3990000,2026399052208500001,2026-02-03,,1,영업/정상,20,정상,,,,,0222772741,,,경기도 남양주시 화도읍 가곡리 ***-*,경기도 남양주시 화도읍 가곡로**번길 **-*,12032,(주)세종에스씨,2026-02-04 10:08:16,I,2026-02-06 00:20:02,,226683.700136861,465288.94268861,내외부 간판설치,,(주)세종에스씨_경기도남양주시화도읍가곡리***-*
96,옥외광고업,04_15_01_P,5600000,2026560018008500004,2026-02-03,,1,영업/정상,20,정상,,,,,,,,경기도 포천시 가산면 금현리 ****,경기도 포천시 가산면 금현경제로*길 *,11167,(주)태양테크,2026-02-06 11:02:14,I,2026-02-08 00:20:01,,216923.641428557,478884.246383783,옥외 광고업 및 판매업 등,,(주)태양테크_경기도포천시가산면금현리****
52,옥외광고업,04_15_01_P,4211000,2026421102908500001,2026-02-02,,1,영업/정상,20,정상,,,,,,,,,강원특별자치도 동해시 감추*길 ** (천곡동),25778,정우기획,2026-02-04 18:02:32,I,2026-02-06 00:20:02,,387588.619086436,448164.602010904,,,정우기획_
95,옥외광고업,04_15_01_P,3230000,2026323030308500002,2026-02-02,,1,영업/정상,20,정상,,,,,,,,,"서울특별시 송파구 올림픽로 ***, 쌩모리빌오피스텔 ***호 (방이동)",05543,주식회사 영인스페이스,2026-02-06 08:50:02,I,2026-02-08 00:20:01,,209592.329601283,445982.324739193,옥외광고사업,,주식회사영인스페이스_
16,옥외광고업,04_15_01_P,3630000,2026363036308500003,2026-02-02,,1,영업/정상,20,정상,,,,,,,,광주광역시 광산구 장덕동 ***-**,광주광역시 광산구 하남산단*번로 ***-* (장덕동),62231,광주간판그리고현수막,2026-02-02 15:57:45,I,2026-02-04 00:20:02,,182464.631608182,187890.981537579,옥외광고물 제작 및 설치,,광주간판그리고현수막_광주광역시광산구장덕동***-**
17,옥외광고업,04_15_01_P,3630000,2026363036308500004,2026-02-02,,1,영업/정상,20,정상,,,,,,,,광주광역시 광산구 하남동 ***,"광주광역시 광산구 단전둘레길 **, *층 (하남동)",62232,주식회사 디자인아이엠,2026-02-02 15:57:24,I,2026-02-04 00:20:02,,181361.308120302,187054.105,광고대행 및 광고디자인 등,,주식회사디자인아이엠_광주광역시광산구하남동***
11,옥외광고업,04_15_01_P,3520000,2026352028408500002,2026-02-02,,1,영업/정상,20,정상,,,,,,,,인천광역시 연수구 송도동 ***-* 스마트스퀘어,"인천광역시 연수구 송도미래로**번길 **, 스마트스퀘어 A동 **층 ****호 (송도동)",21988,(주)더연건설,2026-02-02 10:54:19,I,2026-02-04 00:20:02,,168876.72573143,429959.041995164,옥외광고업,,(주)더연건설_인천광역시연수구송도동***-*스마트스퀘어
10,옥외광고업,04_15_01_P,4241000,2026424102508500001,2026-02-02,,1,영업/정상,20,정상,,,,,,,,강원특별자치도 삼척시 정상동 *** 정라카센타,"강원특별자치도 삼척시 동해대로 ****-*, 정라카센타 (정상동)",25928,으뜸광고기획,2026-02-02 13:24:29,I,2026-02-04 00:20:02,,392910.242462129,439688.70363308,옥외광고사업,,으뜸광고기획_강원특별자치도삼척시정상동***정라카센타
49,옥외광고업,04_15_01_P,5080000,2026508036108500001,2026-02-02,,1,영업/정상,20,정상,,,,,,,,,"경상북도 구미시 상사서로 ***, 성림빌딩 *층 (사곡동)",39330,(주)비즈니움,2026-02-03 11:41:46,I,2026-02-06 00:20:02,,322192.073734244,289510.167877013,옥외광고업,,(주)비즈니움_
18,옥외광고업,04_15_01_P,5530000,2026553060608500002,2026-01-30,,1,영업/정상,20,정상,,,,,,,,경기도 화성시 만세구 마도면 쌍송리 *** 마도지구유통업무및지원시설 마동 ***호,"경기도 화성시 만세구 마도면 마도공단로*길 *, 마도지구유통업무및지원시설 마동 ***호",18542,경기마도산업개발 주식회사,2026-01-30 09:48:29,I,2026-02-04 01:35:23,,181324.988086745,409385.427774213,옥외광고사업,,경기마도산업개발주식회사_경기도화성시만세구마도면쌍송리***마도지구유통업무및지원시설마동***호
19,옥외광고업,04_15_01_P,5530000,2026553060608500003,2026-01-30,,1,영업/정상,20,정상,,,,,,,,경기도 화성시 동탄구 영천동  ***-* 금강펜테리움IT타워 ***호,"경기도 화성시 동탄구 동탄기흥로 ***, 금강펜테리움IT타워 *층 ***호 (영천동)",18469,주식회사 디지탈라인,2026-01-30 09:49:25,I,2026-02-04 01:35:23,,208118.799423303,412052.825796122,CCTV 안내판 제작 등,,주식회사디지탈라인_경기도화성시동탄구영천동***-*금강펜테리움IT타워***호
27,옥외광고업,04_15_01_P,4980000,2026498015908500001,2026-01-30,,1,영업/정상,20,정상,,,,,0625112521,,,전라남도 장성군 남면 삼태리 ***-*,전라남도 장성군 남면 나노산단*로 ***,57248,주식회사 성동테크,2026-02-02 09:23:58,U,2026-02-04 02:40:00,,185154.863574433,193024.422748331,옥외광고물 제작,,주식회사성동테크_전라남도장성군남면삼태리***-*
34,옥외광고업,04_15_01_P,4510000,2019451023408500002,2026-01-30,,1,영업/정상,20,정상,,,,,,,,충청남도 보령시 명천동 ***-**,충청남도 보령시 보령남로 ** (명천동),33474,충청남도옥외광고협회 보령시지부,2026-01-30 18:01:32,U,2026-02-04 11:04:37,,164055.045637622,315504.22757897,옥외광고물 제조업,,충청남도옥외광고협회보령시지부_충청남도보령시명천동***-**
13,옥외광고업,04_15_01_P,3700000,2026370024308500001,2026-01-30,,1,영업/정상,20,정상,,,,,,,,울산광역시 남구 신정동 ***-**,울산광역시 남구 돋질로***번길 ** (신정동),44687,현디자인,2026-02-02 20:12:21,I,2026-02-04 00:20:02,,410648.185067769,229430.660620489,광고물 디자인,,현디자인_울산광역시남구신정동***-**
12,옥외광고업,04_15_01_P,4721000,2026472102208500001,2026-01-30,,1,영업/정상,20,정상,,,,,,,,전북특별자치도 완주군 봉동읍 장기리 ***-*,전북특별자치도 완주군 봉동읍 봉동동서로 ***,55326,투몬광고디자인,2026-02-02 13:14:33,I,2026-02-04 00:20:02,,215115.638228731,271053.084172101,"간판 및 광고물, 시각디자인업",,투몬광고디자인_전북특별자치도완주군봉동읍장기리***-*
47,옥외광고업,04_15_01_P,4010000,2026401033508500001,2026-01-30,,1,영업/정상,20,정상,,,,,,,,,"경기도 시흥시 은계남길 **, 美堂 *층 (은행동)",14922,주식회사 한스쿨,2026-02-03 08:41:21,I,2026-02-06 00:20:02,,182026.151774116,436521.055786926,옥외광고 간판제작,,주식회사한스쿨_
51,옥외광고업,04_15_01_P,5600000,2026560018008500003,2026-01-30,,1,영업/정상,20,정상,,,,,,,,경기도 포천시 소흘읍 이동교리 ***-*,경기도 포천시 소흘읍 호국로 ***-**,11184,오로라디자인,2026-02-04 10:52:31,I,2026-02-06 00:20:02,,211384.862574928,478421.17997314,"옥외광고물(간판, 현수막, 배너, 시트지 등)의 디자인 기획",,오로라디자인_경기도포천시소흘읍이동교리***-*
59,옥외광고업,04_15_01_P,5430000,2019543011608500001,2026-01-30,,1,영업/정상,20,정상,,,,,,,,경상남도 남해군 남해읍 남변리 *** 경남도립남해대학,경상남도 남해군 이동면 남해대로 ****,52431,남해종합광고,2026-02-04 14:28:51,U,2026-02-06 02:40:00,,282040.197080323,149040.883882682,옥외광고,,남해종합광고_경상남도남해군남해읍남변리***경남도립남해대학
33,옥외광고업,04_15_01_P,4510000,2003451009908200002,2026-01-29,,1,영업/정상,20,정상,,,,,041 934 8822,,,충청남도 보령시 대천동 ***-***,"충청남도 보령시 목장*길 **, ***,***호 (대천동)",33466,예송디자인,2026-01-30 10:48:06,U,2026-02-04 11:04:37,,164021.066381311,316587.933767837,간판 광고물,,예송디자인_충청남도보령시대천동***-***
41,옥외광고업,04_15_01_P,4520000,2026452041808500002,2026-01-29,,1,영업/정상,20,정상,,,,,,,,,충청남도 아산시 음봉면 아산밸리로***번길 **,31408,와이에이치(주),2026-02-03 14:10:32,I,2026-02-06 00:20:02,,205837.84345253,377622.081092813,옥외광고업,,와이에이치(주)_
82,옥외광고업,04_15_01_P,3300000,2026330012708500001,2026-01-28,,3,폐업,40,폐업,2026-02-05,,,,,,,부산광역시 동래구 사직동 ***-*,"부산광역시 동래구 중앙대로****번길 ***, *층 (사직동)",47836,푸른애드,2026-02-05 16:06:20,U,2026-02-07 02:40:00,,388547.418721167,190760.97341635,,,푸른애드_부산광역시동래구사직동***-*
14,옥외광고업,04_15_01_P,5600000,2026560018008500002,2026-01-28,,1,영업/정상,20,정상,,,,,,,,,경기도 포천시 군내면 용정경제로*길 **-**,11154,플랫디,2026-02-02 11:20:38,I,2026-02-04 00:20:02,,,,간판 및 광고물 제조업 등,,플랫디_
37,옥외광고업,04_15_01_P,5050000,2026505034508500001,2026-01-27,,1,영업/정상,20,정상,,,,,,,,경상북도 경주시 율동 ***-*,경상북도 경주시 선두*길 ***-* (율동),38189,다우컴,2026-01-30 17:38:07,U,2026-02-04 11:04:37,,398734.660723512,257793.52487443,광고대행,,다우컴_경상북도경주시율동***-*
149,옥외광고업,04_15_01_P,4301000,2026430102008500001,2026-01-27,,1,영업/정상,20,정상,,,,,0334557350,,,,강원특별자치도 철원군 동송읍 북원로 ****-**,24025,동송 광고사,2026-02-11 10:45:29,U,2026-02-13 02:40:00,,220606.431273807,519199.463866646,"간판, 광고물",,동송광고사_
135,옥외광고업,04_15_01_P,4191000,2026419103808500002,2026-01-27,,1,영업/정상,20,정상,,,,,,,,강원특별자치도 원주시 우산동 *** 상지대학교,"강원특별자치도 원주시 상지대길 **, 상지대학교 벤처창업관 *층 ***-*호 (우산동)",26339,주식회사 이루디자인,2026-02-10 15:02:03,U,2026-02-12 02:40:00,,282151.822954944,430257.366976729,옥외광고업,,주식회사이루디자인_강원특별자치도원주시우산동***상지대학교
200,옥외광고업,04_15_01_P,4050000,2026405051008500003,2026-01-26,,1,영업/정상,20,정상,,,,,,,,경기도 용인시 처인구 포곡읍 신원리 ***-* 조은데코보드,"경기도 용인시 처인구 포곡읍 곡현로***번길 **, 조은데코보드",17022,루모션,2026-02-19 12:57:35,U,2026-02-21 02:40:00,,219122.940746704,423895.089008576,"옥외광고물 시공, 설치, 디자인",,루모션_경기도용인시처인구포곡읍신원리***-*조은데코보드
15,옥외광고업,04_15_01_P,5370000,2026537031208500001,2026-01-26,,1,영업/정상,20,정상,,,,,,,,,"경상남도 거제시 탑곡로 **, *동 *층 ***호 (아주동, 혜성골든타운)",53304,모두의디자인,2026-02-02 13:53:43,I,2026-02-04 00:20:02,,354555.791490537,152987.439313747,광고물(간판)제작 및 디자인기획,,모두의디자인_
56,옥외광고업,04_15_01_P,3940000,2019396010708500013,2026-01-22,,1,영업/정상,20,정상,,,,,,,,경기도 고양시 일산서구 덕이동 ****-**,"경기도 고양시 일산서구 덕이로 ***-**, ***, ***호 (덕이동)",10227,애드플랜,2026-02-04 13:28:26,U,2026-02-06 02:40:00,,176790.136955155,466255.157995602,"옥외광고물, 현수막",,애드플랜_경기도고양시일산서구덕이동****-**
61,옥외광고업,04_15_01_P,3520000,2024352025808500003,2026-01-20,,1,영업/정상,20,정상,,,,,,,,인천광역시 연수구 옥련동 ***-**,"인천광역시 연수구 한나루로 ***, *층 (옥련동)",21953,(주)리빙디자인공감,2026-02-03 09:42:31,U,2026-02-06 02:40:00,,170337.869835002,434009.662167104,옥외광고업,,(주)리빙디자인공감_인천광역시연수구옥련동***-**
163,옥외광고업,04_15_01_P,3910000,2026391030908500001,2026-01-19,,1,영업/정상,20,정상,,,,,,,,경기도 평택시 월곡동 ***-*,경기도 평택시 월곡길 ** (월곡동),17876,(주)바른산업,2026-02-12 17:02:55,U,2026-02-14 02:40:00,,212203.592987303,391205.128737268,"옥외광고물 제작,설치",,(주)바른산업_경기도평택시월곡동***-*
31,옥외광고업,04_15_01_P,3150000,1988315008908200027,2026-01-16,,1,영업/정상,20,정상,,,,,26987117,,,서울특별시 강서구 화곡동 ***-*,"서울특별시 강서구 화곡로**길 **, **호 (화곡동)",07706,장안기획,2026-02-02 12:22:03,U,2026-02-04 02:40:00,,185723.238002462,447781.356867241,옥외광고업,,장안기획_서울특별시강서구화곡동***-*
118,옥외광고업,04_15_01_P,4050000,2026405051008500002,2026-01-15,,1,영업/정상,20,정상,,,,,,,,대구광역시 북구 서변동 ****-*,경기도 용인시 처인구 이동읍 덕성산단*로**번길 **,17130,주식회사 보행안전개발원,2026-02-09 16:44:19,U,2026-02-11 02:40:00,,344223.443678566,270226.597676236,옥외광고물 제작 및 시공,,주식회사보행안전개발원_대구광역시북구서변동****-*
63,옥외광고업,04_15_01_P,4641000,2026466100908500001,2026-01-05,,1,영업/정상,20,정상,,,,,,,,,전북특별자치도 전주시 덕진구 매암길 ** (원동),54802,바다디자인,2026-02-04 17:00:56,U,2026-02-06 02:40:00,,202389.677320893,263594.967723298,옥외광고업,,바다디자인_
234,옥외광고업,04_15_01_P,5370000,2025537031208500005,2025-12-15,,1,영업/정상,20,정상,,,,,,,,경상남도 거제시 고현동 **** 덕산베스트타운 ***동 ****호,"경상남도 거제시 중곡로 **, ***동 **층 ****호 (고현동, 덕산베스트타운)",53246,부부광고기획,2026-02-24 13:06:29,U,2026-02-26 02:40:00,,348999.539599105,156589.964850386,옥외광고업,,부부광고기획_경상남도거제시고현동****덕산베스트타운***동****호
71,옥외광고업,04_15_01_P,3450000,2025345015408500004,2025-12-15,,1,영업/정상,20,정상,,,,,,,,대구광역시 북구 노원동*가 **-**,대구광역시 북구 노원로**길 ** (노원동*가),41494,주식회사 더효림,2026-02-03 16:23:44,U,2026-02-06 02:40:00,,341001.184095379,269030.312215499,옥외광고물 제작 및 시공,,주식회사더효림_대구광역시북구노원동*가**-**
260,옥외광고업,04_15_01_P,5530000,2026553069508500004,2025-12-10,,1,영업/정상,20,정상,,,,,,,,경기도 화성시 효행구 정남면 계향리 ***-**,경기도 화성시 효행구 정남면 내향로 **-*,18523,주식회사 메이드로드,2026-02-26 09:13:14,U,2026-02-28 02:40:00,,198698.147782107,404932.464169636,"디자인, 제작 시공 및 설치",,주식회사메이드로드_경기도화성시효행구정남면계향리***-**
220,옥외광고업,04_15_01_P,4050000,2025405051008500022,2025-12-10,,3,폐업,40,폐업,2026-02-23,,,,,,,경기도 용인시 처인구 이동읍 덕성리 ****-* 주식회사 메이드로드,"경기도 용인시 처인구 이동읍 덕성산단*로**번길 **, 주식회사 메이드로드",17130,주식회사 메이드로드,2026-02-23 09:26:08,U,2026-02-25 02:40:00,,218614.403604609,407882.078542288,"디자인, 제작 시공 및 설치",,주식회사메이드로드_경기도용인시처인구이동읍덕성리****-*주식회사메이드로드
38,옥외광고업,04_15_01_P,3160000,2025316028708500007,2025-12-09,,3,폐업,40,폐업,2026-01-30,,,,,,,서울특별시 구로구 구로동 **-* 세아베스틸 *층 ***호,"서울특별시 구로구 새말로 ***, 세아베스틸 *층 ***호 (구로동)",08289,아름제일주식회사,2026-01-30 14:29:09,U,2026-02-04 11:04:37,,190383.322395563,444896.37675407,옥외광고,,아름제일주식회사_서울특별시구로구구로동**-*세아베스틸*층***호
64,옥외광고업,04_15_01_P,3180000,2026318021808500001,2025-12-09,,1,영업/정상,20,정상,,,,,,,,서울특별시 영등포구 영등포동*가 **,서울특별시 영등포구 국회대로 *** (영등포동*가),07245,아름제일주식회사,2026-02-03 11:14:02,U,2026-02-06 02:40:00,,190383.322395563,444896.37675407,옥외광고,,아름제일주식회사_서울특별시영등포구영등포동*가**
136,옥외광고업,04_15_01_P,4520000,2025452041808500002,2025-11-26,,3,폐업,40,폐업,2026-02-09,,,,,,,충청남도 아산시 초사동 ***-**,"충청남도 아산시 무궁화로 **-*, *동 (초사동)",31559,애드천아,2026-02-10 09:04:06,U,2026-02-12 02:40:00,,198175.486796986,360856.192901617,옥외광고업,,애드천아_충청남도아산시초사동***-**
236,옥외광고업,04_15_01_P,3200000,2015320011608500002,2025-11-10,,3,폐업,40,폐업,2025-11-10,,,,8579922,,,서울특별시 관악구 신림동 ***-**,서울특별시 관악구 난곡로 *** (신림동),151-015,신흥에이디,2026-02-24 11:19:45,U,2026-02-26 02:40:00,,192276.928766385,442657.963384481,옥외광고제작 및 서비스업,,신흥에이디_서울특별시관악구신림동***-**
233,옥외광고업,04_15_01_P,5600000,2025560018008500008,2025-11-10,,1,영업/정상,20,정상,,,,,,,,,경기도 포천시 중앙로 *** (신읍동),11147,디자인스럽다,2026-02-24 16:21:07,U,2026-02-26 02:40:00,,217716.441762569,488119.49781149,옥외광고물 제작 및 설치,,디자인스럽다_
161,옥외광고업,04_15_01_P,4400000,2023440030408500002,2025-11-07,,1,영업/정상,20,정상,,,,,,,,충청북도 제천시 신월동 ***,충청북도 제천시 대학로 ** (신월동),27157,디자인에 반하다,2026-02-12 16:41:38,U,2026-02-14 02:40:00,,305874.166547863,406781.96703312,광고물 제조업,,디자인에반하다_충청북도제천시신월동***
70,옥외광고업,04_15_01_P,4940000,2025494017708500001,2025-10-21,,1,영업/정상,20,정상,,,,,,,,전라남도 영암군 삼호읍 용앙리 ***-*,"전라남도 영암군 삼호읍 녹색로 ****, ***호",58454,삼호종합기획,2026-02-03 10:18:36,U,2026-02-06 02:40:00,,172902.040446832,144877.500819891,"간판, 인쇄, 답례품",,삼호종합기획_전라남도영암군삼호읍용앙리***-*
152,옥외광고업,04_15_01_P,5530000,2025553060608500029,2025-09-22,,1,영업/정상,20,정상,,,,,,,,경기도 화성시 효행구 정남면 수면리 ***-*,경기도 화성시 효행구 정남면 안념길***번길 **-**,18513,(주)한길하이텍,2026-02-11 14:54:11,U,2026-02-13 02:40:00,,202121.633301054,405781.067800678,안내판 제조 및 설치,,(주)한길하이텍_경기도화성시효행구정남면수면리***-*
166,옥외광고업,04_15_01_P,4400000,2025440030408500004,2025-09-17,,2,휴업,30,휴업,,2026-02-11,9999-12-31,,,,,충청북도 제천시 교동 *-* 두진아파트,"충청북도 제천시 독순로**길 **, ***동 ****호 (교동, 두진아파트)",27176,이레광고,2026-02-12 08:59:55,U,2026-02-14 02:40:00,,308349.326517034,404736.977792335,옥외광고업,,이레광고_충청북도제천시교동*-*두진아파트
67,옥외광고업,04_15_01_P,5370000,2007537011608500001,2025-08-27,,1,영업/정상,20,정상,,,,,055 682 2400,,,경상남도 거제시 아주동 ***-*,경상남도 거제시 아주로*길 ** (아주동),656-902,주식회사 더안,2026-02-03 14:54:04,U,2026-02-06 02:40:00,,354558.682263561,153116.128354862,옥외광고 외(간판제작 등),,주식회사더안_경상남도거제시아주동***-*
