"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","의자수","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","여성종사자수","남성종사자수","침대수","다중이용업소여부",
"243","미용업","05_18_01_P","3830000","3840000-211-2024-00004","2024-03-18","","01","영업/정상","01","영업","","","","","","0.00","430-834","경기도 안양시 만안구 안양동 707-32","경기도 안양시 만안구 삼덕로 58-1, 1층 일부호 (안양동)","13998","오(oh)헤어","2026-04-01 15:39:33","U","2026-04-03 02:40:00","일반미용업","192813.869194559","432463.22522625","일반미용업","0","0","2","0","0","0","3","","","","","0","0","0","N",
"244","미용업","05_18_01_P","3160000","3160000-211-2010-00054","2010-08-17","","01","영업/정상","01","영업","","","","","","32.94","152-857","서울특별시 구로구 구로동 457-2","서울특별시 구로구 구로중앙로27다길 30 (구로동)","08283","헤어포스","2026-04-01 11:41:34","U","2026-04-03 02:40:00","일반미용업","189691.655195582","443786.349371546","일반미용업","4","0","1","1","0","0","3","","","","자가","0","0","0","N",
"245","미용업","05_18_01_P","3740000","5610000-211-2026-00008","2026-02-26","","01","영업/정상","01","영업","","","","","","83.16","443-390","경기도 수원시 영통구 신동 338 에이스 하이엔드 타워 영통","경기도 수원시 영통구 영통로 237, 에이스 하이엔드 타워 영통 1층 105호 (신동)","16679","리오프헤어(Reoff)","2026-04-01 09:37:54","U","2026-04-03 02:40:00","일반미용업","204976.8855243","416307.941867978","일반미용업","0","0","1","1","0","0","6","","","","","0","0","0","N",
"246","미용업","05_18_01_P","5220000","5220000-211-2021-00003","2021-09-02","","03","폐업","02","폐업","2026-04-01","","","","","65.00","718-841","경상북도 칠곡군 북삼읍 인평리 1035-7","경상북도 칠곡군 북삼읍 금오대로2길 55, 103호","39813","마잘헤어","2026-04-01 10:26:37","U","2026-04-03 02:40:00","일반미용업","321635.348831033","286113.816972318","일반미용업","0","0","0","0","0","0","3","","","","","0","0","0","N",
"247","미용업","05_18_01_P","3720000","3720000-213-2025-00013","2025-08-26","","01","영업/정상","01","영업","","","","","","14.70","683-756","울산광역시 북구 연암동 402-1 성원아파트","울산광역시 북구 상방로 110, 6동 지상2층 201호 일부호 (연암동, 성원아파트)","44242","뮤니크","2026-04-01 14:57:28","U","2026-04-03 02:40:00","피부미용업","414242.702876954","234518.404497369","종합미용업","0","0","2","0","0","0","0","","","","","0","0","2","N",
"248","미용업","05_18_01_P","6510000","6510000-221-2025-00005","2025-10-10","","01","영업/정상","01","영업","","","","","","90.87","690-841","제주특별자치도 제주시 노형동 2577-4 세흔빌딩","제주특별자치도 제주시 월랑로 59, 세흔빌딩 5층 (노형동)","63100","정윤희뷰티","2026-04-01 17:59:36","U","2026-04-03 02:40:00","피부미용업","151057.063327499","-563.684961502095","피부미용업, 화장ㆍ분장 미용업","0","0","5","5","0","0","0","","","","","0","0","4","N",
"249","미용업","05_18_01_P","4820000","4820000-212-2025-00011","2025-08-25","","01","영업/정상","01","영업","","","","","","41.92","540-970","전라남도 순천시 풍덕동 243-16","전라남도 순천시 하풍1길 18-8, 2층 (풍덕동)","57993","요아나의 두피루틴","2026-04-01 13:54:36","U","2026-04-03 02:40:00","피부미용업","246177.993072258","160238.778323874","피부미용업","4","0","2","0","0","0","8","","","","","0","0","1","N",
"250","미용업","05_18_01_P","4050000","5640000-212-2025-00010","2025-08-25","","01","영업/정상","01","영업","","","","","","40.43","448-831","경기도 용인시 수지구 성복동 139 웰스톤갤러리","경기도 용인시 수지구 성복2로 108-2, 웰스톤갤러리 1층 111호 (성복동)","16850","이뮨팩토리 월드점","2026-04-01 11:11:58","U","2026-04-03 02:40:00","피부미용업","206539.073362566","423779.607120719","피부미용업","0","0","0","0","0","0","0","","","","","0","0","1","N",
"251","미용업","05_18_01_P","3110000","3110000-212-2025-00007","2025-09-05","","03","폐업","02","폐업","2026-04-01","","","","","55.74","122-814","서울특별시 은평구 갈현동 495-5","서울특별시 은평구 연서로21길 36, 2층 202호 (갈현동)","03334","디바인왁싱","2026-04-01 11:25:03","U","2026-04-03 02:40:00","피부미용업","192342.560460866","457061.920539686","피부미용업","0","0","0","0","0","0","0","","","","임대","0","0","3","N",
"252","미용업","05_18_01_P","3780000","3790000-211-2022-00025","2022-12-16","","03","폐업","02","폐업","2026-04-01","","","","","10.48","461-370","경기도 성남시 수정구 시흥동 296-3 201-1, 201-2호(D2호)","경기도 성남시 수정구 창업로 18, 판교아이스퀘어 2층 201-1, 201-2(일부)호 (시흥동)","13449","마리린 헤어부띠끄","2026-04-01 16:41:25","U","2026-04-03 02:40:00","일반미용업","208628.019062999","434627.039171448","일반미용업","0","0","2","2","0","0","2","","","","","0","0","0","N",
"253","미용업","05_18_01_P","4490000","5650000-212-2022-00013","2022-12-13","","03","폐업","02","폐업","2026-04-01","","","","","8.00","330-986","충청남도 천안시 동남구 구성동 50 홈플러스 3층","충청남도 천안시 동남구 천안대로 574, 홈플러스 3층 (구성동)","31069","까사","2026-04-01 11:31:51","U","2026-04-03 02:40:00","피부미용업","214695.358784324","366435.793995253","피부미용업","0","0","3","3","0","0","1","","","","","0","0","1","N",
"254","미용업","05_18_01_P","3540000","3540000-215-2022-00039","2022-12-14","","03","폐업","02","폐업","2026-04-01","","","","","7.68","403-825","인천광역시 부평구 부평동 738-21 부평민자역사 본건물 나호 지하2층 310호","인천광역시 부평구 광장로 16, 부평민자역사 본건물 나호 지하2층 310호 (부평동)","21404","네일을이루다","2026-04-01 13:10:55","U","2026-04-03 02:40:00","네일아트업","175405.11373693","443089.591009306","네일미용업","0","0","0","0","2","2","2","","","","","0","0","0","N",
"255","미용업","05_18_01_P","3520000","3520000-219-2022-00011","2022-12-14","","03","폐업","02","폐업","2026-03-31","","","","0328310730","46.00","406-081","인천광역시 연수구 송도동 8-21 송도타임스페이스 D동 205호","인천광역시 연수구 하모니로 158, 송도타임스페이스 D동 205호 (송도동)","21998","구름 메이크업","2026-04-01 14:36:33","U","2026-04-03 02:40:00","메이크업업","168216.577756851","431393.9120421","화장ㆍ분장 미용업","0","0","2","0","0","0","6","","","","임대","0","0","0","N",
"256","미용업","05_18_01_P","4641000","4661000-211-2019-00029","2019-06-18","","03","폐업","02","폐업","2026-04-01","","","","","28.00","","전북특별자치도 전주시 덕진구 송천동2가 1300 에코시티데시앙 12블럭 상가","전북특별자치도 전주시 덕진구 백석로 147, 에코시티데시앙 12블럭 상가 104호 (송천동2가)","55146","만월머리방","2026-04-01 11:45:22","U","2026-04-03 02:40:00","일반미용업","212159.207164251","264368.642949729","일반미용업","2","1","1","1","0","0","3","","","","","0","0","0","N",
"257","미용업","05_18_01_P","4641000","4661000-211-2012-00014","2012-05-16","","03","폐업","02","폐업","2026-04-01","","","","063 246 6852","100.00","","전북특별자치도 전주시 덕진구 인후동2가 1577-4","전북특별자치도 전주시 덕진구 견훤로 381 (인후동2가)","54916","조율","2026-04-01 13:29:56","U","2026-04-03 02:40:00","일반미용업","213746.709612291","260562.75988012","일반미용업","2","0","1","1","0","0","10","","","","","0","0","0","N",
"258","미용업","05_18_01_P","4641000","4651000-211-2021-00050","2021-10-19","","03","폐업","02","폐업","2026-04-01","","","","","67.65","","전북특별자치도 전주시 완산구 효자동2가 1235-7","전북특별자치도 전주시 완산구 홍산남로 11-22, 3층 301호 (효자동2가)","54966","예쁘다,너샵","2026-04-01 18:03:04","U","2026-04-03 02:40:00","일반미용업","209287.558464854","257371.539421922","일반미용업","4","0","3","3","0","0","2","","","","","0","0","0","N",
"259","미용업","05_18_01_P","6510000","6510000-212-2021-00022","2021-05-21","","03","폐업","02","폐업","2026-04-01","","","","","68.40","690-851","제주특별자치도 제주시 이도이동 1947-1 영빌리지","제주특별자치도 제주시 신설로5길 8, 1층 102호 (이도이동, 영빌리지)","63227","르앤느","2026-04-01 16:59:40","U","2026-04-03 02:40:00","피부미용업","157588.543563351","-224.506165598128","피부미용업","0","0","1","1","0","0","3","","","","","0","0","2","N",
"260","미용업","05_18_01_P","4400000","4400000-212-2021-00002","2021-05-26","","03","폐업","02","폐업","2026-04-01","","","","","42.64","390-012","충청북도 제천시 중앙로2가 68-15","충청북도 제천시 의림대로 187-7, 1층 (중앙로2가)","27165","다온뷰티","2026-04-01 10:23:49","U","2026-04-03 02:40:00","피부미용업","307710.045903899","405385.333111403","피부미용업","0","0","1","1","0","0","0","","","","","0","0","2","N",
"261","미용업","05_18_01_P","3520000","3520000-215-2018-00026","2018-11-16","","03","폐업","02","폐업","2026-03-31","","","","032 422 8688","36.80","406-081","인천광역시 연수구 송도동 8-21 송도타임스페이스 B동 408호 일부호","인천광역시 연수구 하모니로 158, 송도타임스페이스 B동 408호 일부호 (송도동)","21998","마벨드파티","2026-04-01 17:21:01","U","2026-04-03 02:40:00","네일아트업","168216.577756851","431393.9120421","네일미용업","0","0","0","0","0","0","2","","","","임대","0","0","0","N",
"262","미용업","05_18_01_P","3980000","3980000-213-2018-00012","2018-03-21","","01","영업/정상","01","영업","","","","","031 513 4724","50.02","471-070","경기도 구리시 아천동 87-8 W라임힐","경기도 구리시 아치울길 20, 지하1층 B104호 (아천동, W라임힐)","11956","오티움 아뜰리에","2026-04-01 10:04:14","U","2026-04-03 02:40:00","일반미용업","210545.846382477","452472.024937969","종합미용업","0","0","0","0","0","0","2","","","","임대","0","0","0","N",
"263","미용업","05_18_01_P","3930000","5550000-204-2003-00142","2003-07-21","","01","영업/정상","01","영업","","","","","031 4089965","58.48","426-819","경기도 안산시 상록구 부곡동 539-7 삼성파크빌1층 B동 102호","경기도 안산시 상록구 부곡로4길 7, B동 1층 102호 (부곡동)","15305","여성의도시","2026-04-01 17:33:33","U","2026-04-03 02:40:00","일반미용업","187857.819151628","425557.352947239","미용업","","","","","","","4","","","","","","","","N",
"264","미용업","05_18_01_P","4010000","4010000-212-2016-00005","2016-04-05","","03","폐업","02","폐업","2026-04-01","","","","031 433 0984","23.70","429-450","경기도 시흥시 정왕동 1878-8 대림아파트 상가동 201호","경기도 시흥시 함송로29번길 53, 상가동 201호 (정왕동, 대림아파트)","15017","에바다스킨앤바디","2026-04-01 09:04:16","U","2026-04-03 02:40:00","피부미용업","176609.594057567","429321.140018538","피부미용업","0","0","0","0","0","0","0","","","","","0","0","2","N",
"265","미용업","05_18_01_P","3150000","3150000-212-2009-00003","2009-02-16","","01","영업/정상","01","영업","","","","","02  26482430","21.42","157-901","서울특별시 강서구 화곡동 832-12 1층","서울특별시 강서구 곰달래로31가길 109 (화곡동,1층)","07748","강미경 스킨앤바디 강서점","2026-04-01 17:07:24","U","2026-04-03 02:40:00","피부미용업","187334.081003415","447841.322234106","피부미용업","3","1","1","1","0","0","4","","","","임대","0","0","0","N",
"266","미용업","05_18_01_P","3240000","3240000-211-2005-00007","2005-02-01","","03","폐업","02","폐업","2026-04-01","","","","02 4265146","21.70","134-857","서울특별시 강동구 암사동 469-19","서울특별시 강동구 암사길 23 (암사동)","05253","윤헤어갤러리","2026-04-01 14:32:52","U","2026-04-03 02:40:00","일반미용업","211576.445068551","449951.123230513","일반미용업","4","1","1","1","0","0","3","","","","","0","0","0","N",
"267","미용업","05_18_01_P","3280000","3280000-211-2018-00012","2018-09-21","","03","폐업","02","폐업","2026-04-01","","","","","45.00","606-818","부산광역시 영도구 청학동 120-67","부산광역시 영도구 청학동로 50, 1층 (청학동)","49016","머리치장","2026-04-01 13:44:27","U","2026-04-03 02:40:00","일반미용업","388099.62173968","178902.881349087","일반미용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"268","미용업","05_18_01_P","5540000","5540000-211-2018-00033","2018-09-13","","03","폐업","02","폐업","2026-04-01","","","","031 711 3318","32.00","","경기도 광주시 신현동 731-1 1층 104호","경기도 광주시 상태길 42, 1층 104호","12771","#미장원","2026-04-01 13:23:24","U","2026-04-03 02:40:00","일반미용업","","","일반미용업","0","0","1","0","0","0","4","","","","임대","0","0","0","N",
"269","미용업","05_18_01_P","3420000","3420000-220-2020-00002","2020-10-20","","03","폐업","02","폐업","2026-04-01","","","","","51.56","701-804","대구광역시 동구 방촌동 1089-2 방촌동우체국","대구광역시 동구 동촌로 242, 방촌동우체국 1층 (방촌동)","41162","레이나뷰티살롱","2026-04-01 14:05:09","U","2026-04-03 02:40:00","일반미용업","350388.110707429","265799.254173437","일반미용업, 화장ㆍ분장 미용업","0","0","1","1","0","0","3","","","","","0","0","1","N",
"270","미용업","05_18_01_P","6510000","6510000-212-2025-00021","2025-05-29","","03","폐업","02","폐업","2026-04-01","","","","","40.00","690-220","제주특별자치도 제주시 도평동 56 노형 휴안3차","제주특별자치도 제주시 월산북길 43-3, 301동 지하1층 B103호 (도평동, 노형 휴안3차)","63076","이(e)조은바디앤스킨","2026-04-01 13:56:10","U","2026-04-03 02:40:00","피부미용업","149811.926414824","-2095.59248078694","피부미용업","0","0","0","0","1","1","1","","","","","0","0","1","N",
"271","미용업","05_18_01_P","4641000","4661000-211-2025-00016","2025-06-10","","01","영업/정상","01","영업","","","","","","25.65","","전북특별자치도 전주시 덕진구 여의동2가 696","전북특별자치도 전주시 덕진구 쪽구름로 66 (여의동2가)","54847","꽃구름헤어","2026-04-01 09:08:55","U","2026-04-03 02:40:00","일반미용업","206857.859027261","263470.35509872","일반미용업","0","0","0","0","0","0","3","","","","","0","0","0","N",
"272","미용업","05_18_01_P","5540000","5540000-211-2025-00015","2025-06-23","","01","영업/정상","01","영업","","","","","","32.74","","경기도 광주시 추자동 263-3","경기도 광주시 현곡길 56, 1층 101호 (추자동)","12790","김민수헤어전문점","2026-04-01 14:13:09","U","2026-04-03 02:40:00","일반미용업","","","일반미용업","0","0","1","1","0","0","2","","","","임대","0","0","0","N",
"273","미용업","05_18_01_P","3550000","3550000-212-2025-00005","2025-05-12","","03","폐업","02","폐업","2026-04-01","","","","","10.50","407-310","인천광역시 계양구 용종동 210-3","인천광역시 계양구 계양문화로 86, 5층 502-1, 일부호 (용종동)","21065","모모뷰티왁싱","2026-04-01 11:38:08","U","2026-04-03 02:40:00","피부미용업","176698.614353271","448487.413520358","피부미용업","6","2","5","5","0","0","1","","","","임대","0","0","1","N",
"274","미용업","05_18_01_P","3410000","3410000-219-2025-00009","2025-07-14","","01","영업/정상","01","영업","","","","","","42.90","700-826","대구광역시 중구 남산동 2111-0012 5층 505호","대구광역시 중구 명덕로 175-1, 5층 505호 (남산동)","41968","더컬러스 메이크업 스튜디오(The Colors Makeup Studio)","2026-04-01 15:57:01","U","2026-04-03 02:40:00","메이크업업","343510.146892733","263056.530776568","화장ㆍ분장 미용업","0","0","0","0","0","0","2","","","","","0","0","0","N",
"275","미용업","05_18_01_P","5670000","5670140-219-2025-00006","2025-07-01","","03","폐업","02","폐업","2026-04-01","","","","","21.89","642-831","경상남도 창원시 성산구 상남동 73-4 창원코아상가 109호","경상남도 창원시 성산구 상남로 71, 창원코아상가 109호 (상남동)","51504","던브로우","2026-04-01 13:31:11","U","2026-04-03 02:40:00","메이크업업","352838.701430316","192537.638974684","화장ㆍ분장 미용업","0","0","1","1","0","0","1","","","","임대","0","0","1","N",
"276","미용업","05_18_01_P","3040000","3040000-213-2025-00025","2025-07-11","","01","영업/정상","01","영업","","","","","","21.76","143-888","서울특별시 광진구 중곡동 88-27","서울특별시 광진구 긴고랑로36길 68, 1층 (중곡동)","04946","김송정머리터 아차산점","2026-04-01 11:51:24","U","2026-04-03 02:40:00","일반미용업","208017.606283671","450495.253142296","종합미용업","0","0","0","0","0","0","1","","","","","1","0","0","N",
"277","미용업","05_18_01_P","4060000","4060000-212-2025-00020","2025-07-07","","01","영업/정상","01","영업","","","","","","58.75","413-904","경기도 파주시 문산읍 문산리 16-4","경기도 파주시 문산읍 문향로 34-1, 3층","10824","약손바디케어","2026-04-01 10:20:54","U","2026-04-03 02:40:00","피부미용업","181094.901757825","483624.531345129","피부미용업","0","0","0","0","0","0","0","F-4","20250707","20270104","","0","0","2","N",
"278","미용업","05_18_01_P","3660000","3660000-215-2022-00042","2022-11-03","","03","폐업","02","폐업","2026-04-01","","","","","18.85","302-733","대전광역시 서구 둔산동 1203 은하수아파트","대전광역시 서구 둔산남로 15, 상가동 2층 203(일부)호 (둔산동, 은하수아파트)","35234","네일리썸(NAILISSOME)","2026-04-01 09:59:47","U","2026-04-03 02:40:00","네일아트업","233998.862271367","316588.372343594","네일미용업","2","1","2","2","0","0","2","","","","","0","0","0","N",
"279","미용업","05_18_01_P","6510000","6510000-212-2022-00043","2022-09-22","","03","폐업","02","폐업","2026-04-01","","","","","50.57","690-121","제주특별자치도 제주시 아라일동 6150-6","제주특별자치도 제주시 인다14길 28-11, 1층 102호 (아라일동)","63248","미마인뷰티","2026-04-01 14:27:32","U","2026-04-03 02:40:00","피부미용업","157967.078212331","-2756.48501703891","피부미용업","0","0","1","1","0","0","2","","","","","0","0","2","N",
"280","미용업","05_18_01_P","4791000","4791000-204-1987-00005","1987-11-23","","03","폐업","02","폐업","2026-04-01","","","","063 5832650","0.00","","전북특별자치도 부안군 부안읍 동중리 132-66","전북특별자치도 부안군 부안읍 동중1길 5-4","56308","우리미용실","2026-04-01 17:13:09","U","2026-04-03 02:40:00","일반미용업","176021.803219536","247750.696157809","미용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"281","미용업","05_18_01_P","4791000","4791000-211-2014-00001","2014-10-16","","03","폐업","02","폐업","2026-04-01","","","","","22.75","","전북특별자치도 부안군 부안읍 동중리 130-5","전북특별자치도 부안군 부안읍 낭주길 30-1, 1층","56307","케어셀라 부안점","2026-04-01 10:18:46","U","2026-04-03 02:40:00","일반미용업","176327.169105466","247504.72687722","일반미용업","1","0","0","0","0","0","3","","","","임대","1","0","0","N",
"282","미용업","05_18_01_P","4791000","4791000-204-2003-00030","2003-03-21","","01","영업/정상","01","영업","","","","","5817740","48.00","","전북특별자치도 부안군 부안읍 서외리 32-1","전북특별자치도 부안군 부안읍 서외길 32-1","56309","혜성미용실","2026-04-01 15:32:27","U","2026-04-03 02:40:00","일반미용업","175713.770224049","247257.928244206","미용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"283","미용업","05_18_01_P","4671000","4671000-211-2019-00036","2019-11-18","","03","폐업","02","폐업","2026-04-01","","","","","82.00","","전북특별자치도 군산시 미장동 540-11","전북특별자치도 군산시 미장1길 28, 101호 (미장동)","54093","바이유헤어","2026-04-01 13:14:06","U","2026-04-03 02:40:00","일반미용업","175295.173995032","273573.70521231","일반미용업","0","0","0","0","0","0","6","","","","","0","0","0","N",
"284","미용업","05_18_01_P","4641000","4651000-211-1991-00006","1991-06-26","","03","폐업","02","폐업","2026-04-01","","","","063 2842630","26.63","","전북특별자치도 전주시 완산구 다가동1가 72-3","전북특별자치도 전주시 완산구 전라감영로 20 (다가동1가)","55043","애란미용실","2026-04-01 14:14:51","U","2026-04-03 02:40:00","일반미용업","212734.657614121","257151.880520014","일반미용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"285","미용업","05_18_01_P","4641000","4651000-219-2023-00003","2023-03-16","","03","폐업","02","폐업","2026-04-01","","","","","18.96","","전북특별자치도 전주시 완산구 효자동3가 1668-5","전북특별자치도 전주시 완산구 마전들로 29, 주건축물제1동 1층 (효자동3가)","54961","우미뷰티","2026-04-01 15:32:51","U","2026-04-03 02:40:00","메이크업업","208854.885216359","257905.225651946","화장ㆍ분장 미용업","0","0","0","0","0","0","0","","","","","0","0","1","N",
"286","미용업","05_18_01_P","3160000","3160000-212-2020-00014","2020-11-23","","01","영업/정상","01","영업","","","","","","22.20","152-868","서울특별시 구로구 구로동 685-70 현대연예인아파트","서울특별시 구로구 구일로4길 46, 상가동 지하1층 9호 (구로동, 현대연예인아파트)","08325","캣츠아이브로우","2026-04-01 13:31:04","U","2026-04-03 02:40:00","피부미용업","189062.851345815","443427.686571608","피부미용업","0","0","0","0","0","0","1","","","","","0","0","1","N",
"287","미용업","05_18_01_P","5540000","5540000-211-2021-00014","2021-04-26","","03","폐업","02","폐업","2026-04-01","","","","031 765 3635","43.00","464-100","경기도 광주시 탄벌동 37-6","경기도 광주시 벌원길 75-1, 1층 전면우측호 (탄벌동)","12750","지엔헤어(GN HAIR)","2026-04-01 09:41:42","U","2026-04-03 02:40:00","일반미용업","221972.420556806","434905.678820666","일반미용업","0","0","0","0","0","0","2","","","","임대","0","0","0","N",
"288","미용업","05_18_01_P","3520000","3520000-220-2021-00002","2021-03-17","","03","폐업","02","폐업","2026-04-01","","","","","113.32","406-081","인천광역시 연수구 송도동 8-21 송도타임스페이스","인천광역시 연수구 하모니로 158, 송도타임스페이스 D동 3층 307호 (송도동)","21998","본보나(BONBO'NA)","2026-04-01 11:43:27","U","2026-04-03 02:40:00","일반미용업","168216.577756851","431393.9120421","일반미용업, 화장ㆍ분장 미용업","3","0","0","0","0","0","6","","","","","0","0","0","N",
"289","미용업","05_18_01_P","3450000","3450000-211-1996-00015","1996-12-28","","01","영업/정상","01","영업","","","","","053 955 9684","34.62","702-843","대구광역시 북구 산격동 1498-9","대구광역시 북구 연암로4길 61 (산격동)","41543","티디오헤어 황실미용실","2026-04-01 13:45:57","U","2026-04-03 02:40:00","일반미용업","344796.85798376","266810.712470336","일반미용업","0","0","0","0","0","0","5","","","","","0","0","0","N",
"290","미용업","05_18_01_P","3450000","3450000-211-1996-00007","1996-12-28","","03","폐업","02","폐업","2026-04-01","","","","9571391","31.00","702-841","대구광역시 북구 산격동 1235-23","대구광역시 북구 산격로 98 (산격동)","41535","더 스타일 헤어(THE STYLE HAIR)","2026-04-01 15:48:15","U","2026-04-03 02:40:00","일반미용업","345064.699383958","267653.947840557","일반미용업","0","0","0","0","0","0","4","","","","","0","0","0","N",
"291","미용업","05_18_01_P","4400000","4400000-212-2011-00001","2011-03-31","","03","폐업","02","폐업","2026-04-01","","","","043 652 1931","22.40","390-030","충청북도 제천시 의림동 46-2","충청북도 제천시 독순로 50, 2층 (의림동)","27169","뽀얀피부나라","2026-04-01 10:25:03","U","2026-04-03 02:40:00","피부미용업","307320.976335543","404878.975906885","피부미용업","3","0","2","2","0","0","1","","","","임대","1","0","2","N",
"292","미용업","05_18_01_P","4160000","4160000-220-2017-00001","2017-10-30","","03","폐업","02","폐업","2026-04-01","","","","","22.62","477-813","경기도 가평군 청평면 청평리 432-10 청평프라자","경기도 가평군 청평면 청평중앙로 52, 106동 1층","12452","진아염색방","2026-04-01 11:28:54","U","2026-04-03 02:40:00","일반미용업","236976.628186212","470681.125720533","일반미용업, 화장ㆍ분장 미용업","1","0","1","1","0","0","2","","","","","0","0","0","N",
"293","미용업","05_18_01_P","4191000","4191000-212-2025-00009","2025-03-28","","01","영업/정상","01","영업","","","","","","35.72","","강원특별자치도 원주시 관설동 1761-1","강원특별자치도 원주시 치악고교길 77, 1층 일부호 (관설동)","26469","슬로우뷰티","2026-04-01 14:17:10","U","2026-04-03 02:40:00","피부미용업","284977.186258334","424263.987002877","피부미용업","5","0","1","1","0","0","0","","","","임대","1","0","2","N",
"294","미용업","05_18_01_P","3820000","3820000-213-2025-00012","2025-04-15","","03","폐업","02","폐업","2026-04-01","","","","","70.68","480-818","경기도 의정부시 금오동 450-16","경기도 의정부시 금오로72번길 35, 제1동 2층 (금오동)","11754","혜주라인 헤어","2026-04-01 15:26:28","U","2026-04-03 02:40:00","일반미용업","206445.069043969","472464.886716658","종합미용업","0","0","0","0","0","0","2","","","","","0","0","0","N",
"295","미용업","05_18_01_P","3620000","3620000-212-2025-00006","2025-04-03","","01","영업/정상","01","영업","","","","","","62.41","500-480","광주광역시 북구 오룡동 1110-22 마루힐아이비씨지식산업센터 220호","광주광역시 북구 첨단과기로208번길 43-10, 마루힐아이비씨지식산업센터 220호 (오룡동)","61011","온하다에스테틱 첨단점","2026-04-01 11:32:33","U","2026-04-03 02:40:00","피부미용업","186223.182333332","191475.874718533","피부미용업","0","0","2","0","0","0","0","","","","","0","0","2","N",
"296","미용업","05_18_01_P","4090000","4090000-218-2025-00001","2025-02-28","","01","영업/정상","01","영업","","","","","","31.90","415-080","경기도 김포시 구래동 6886-4 메트로타워 예미지","경기도 김포시 솔터로 22, 301(판매시설)동 145호 (구래동, 메트로타워 예미지)","10066","윤 뷰티","2026-04-01 11:49:26","U","2026-04-03 02:40:00","피부미용업","167324.824583073","460347.884109149","피부미용업, 네일미용업","0","0","0","0","0","0","1","","","","임대","0","0","2","N",
"297","미용업","05_18_01_P","5590000","5590000-219-2025-00003","2025-04-29","","03","폐업","02","폐업","2026-04-01","","","","","25.92","482-130","경기도 양주시 옥정동 1060-6 1층일부","경기도 양주시 옥정동로5라길 15, 1층일부 (옥정동)","11476","쿼티래쉬","2026-04-01 16:41:57","U","2026-04-03 02:40:00","메이크업업","208487.250827251","479392.657499757","화장ㆍ분장 미용업","0","0","0","0","0","0","1","","","","","1","0","1","N",
"298","미용업","05_18_01_P","3820000","3820000-213-2024-00059","2024-05-27","","03","폐업","02","폐업","2026-04-01","","","","","12.50","480-842","경기도 의정부시 의정부동 180-9","경기도 의정부시 행복로 24, 3층 일부호 (의정부동)","11695","왁싱해","2026-04-01 13:57:59","U","2026-04-03 02:40:00","피부미용업","204288.676693598","470911.478674738","종합미용업","0","0","0","0","0","0","0","","","","","0","0","1","N",
"299","미용업","05_18_01_P","4490000","5660000-212-2025-00013","2025-03-24","","03","폐업","02","폐업","2026-04-01","","","","","52.02","331-220","충청남도 천안시 서북구 백석동 1152","충청남도 천안시 서북구 한들3로 35-8, 2층 (백석동)","31097","지음테라피","2026-04-01 09:06:13","U","2026-04-03 02:40:00","피부미용업","210912.040932209","369506.734513425","피부미용업","4","0","2","2","0","0","0","","","","","0","0","0","N",
"300","미용업","05_18_01_P","3900000","3900000-211-2025-00004","2025-02-17","","01","영업/정상","01","영업","","","","","","133.94","423-090","경기도 광명시 일직동 512-3","경기도 광명시 양지로 19, 유-플래닛 어반브릭스 B동 3층 365호 (일직동)","14345","모아즈헤어(MOAZHAIR)","2026-04-01 09:59:59","U","2026-04-03 02:40:00","일반미용업","189541.850018502","435187.738812827","일반미용업","0","0","0","0","0","0","9","","","","","0","0","0","N",
"301","미용업","05_18_01_P","3660000","3660000-212-2022-00041","2022-07-19","","01","영업/정상","01","영업","","","","","","88.10","302-807","대전광역시 서구 갈마동 392-13","대전광역시 서구 신갈마로 121, 2층 (갈마동)","35281","끌밋","2026-04-01 14:49:34","U","2026-04-03 02:40:00","피부미용업","232990.220597543","316023.765872285","피부미용업","3","1","2","2","0","0","0","","","","임대","0","0","3","N",
"302","미용업","05_18_01_P","3410000","3410000-219-2021-00011","2021-09-16","","01","영업/정상","01","영업","","","","","","10.90","700-822","대구광역시 중구 봉산동 0152-0012 3층","대구광역시 중구 동성로1길 72, 3층 (봉산동)","41943","수브로우 대구눈썹&속눈썹","2026-04-01 15:15:42","U","2026-04-03 02:40:00","메이크업업","344168.704359941","263965.686569283","화장ㆍ분장 미용업","2","0","1","1","0","0","2","","","","","0","0","2","N",
