번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),위생업태명,건물지상층수,건물지하층수,사용시작지상층,사용끝지상층,사용시작지하층,사용끝지하층,의자수,조건부허가신고사유,조건부허가시작일자,조건부허가종료일자,건물소유구분명,여성종사자수,남성종사자수,침대수,다중이용업소여부,Unnamed: 44,record_key
1112,미용업,05_18_01_P,5530000,5740000-215-2023-00075,2023-12-29,,1,영업/정상,1,영업,,,,,,23.03,,경기도 화성시 만세구 향남읍 발안리 151-12,"경기도 화성시 만세구 향남읍 3.1만세로 1022, 1동 2층일부",,이서언니 Beauty,2023-12-29 14:22:28,I,2026-02-04 01:35:23,네일아트업,191234.584008538,402811.339452364,,,,,,,,,,,,,,,,,,이서언니Beauty_경기도화성시만세구향남읍발안리151-12
1090,미용업,05_18_01_P,5530000,5750000-212-2023-00083,2023-12-29,,1,영업/정상,1,영업,,,,,,65.09,,경기도 화성시 효행구 봉담읍 상리 681-1,"경기도 화성시 효행구 봉담읍 상리3길 43-18, 1동 304호",,스파디도,2023-12-29 14:09:01,I,2026-02-04 01:35:23,피부미용업,194821.977570788,414047.726612713,피부미용업,0.0,0.0,3.0,3.0,0.0,0.0,2.0,,,,,0.0,0.0,0.0,N,,스파디도_경기도화성시효행구봉담읍상리681-1
5178,미용업,05_18_01_P,5530000,5770000-213-2023-00054,2023-12-29,,1,영업/정상,1,영업,,,,,,30.0,,경기도 화성시 동탄구 능동 1065-3 동탄 푸르지오 시티,"경기도 화성시 동탄구 동탄원천로 360, 동탄 푸르지오 시티 1층 110호 일부호 (능동)",,재니비,2026-02-02 18:26:57,U,2026-02-04 02:40:00,메이크업업,205026.774377298,412950.868574537,종합미용업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,N,,재니비_경기도화성시동탄구능동1065-3동탄푸르지오시티
1091,미용업,05_18_01_P,5530000,5750000-212-2023-00084,2023-12-29,,3,폐업,2,폐업,2025-10-13,,,,,20.0,,경기도 화성시 효행구 정남면 발산리 486-3,"경기도 화성시 효행구 정남면 만년로 464, 2층 일부호",,박지원 뷰티샵,2025-10-13 11:27:55,I,2026-02-04 01:35:23,피부미용업,198466.257179922,406784.19260924,피부미용업,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,,,,0.0,0.0,2.0,N,,박지원뷰티샵_경기도화성시효행구정남면발산리486-3
490,미용업,05_18_01_P,5530000,5770000-212-2023-00082,2023-12-29,,1,영업/정상,1,영업,,,,,,74.49,,경기도 화성시 동탄구 오산동  1019 B동 421호,"경기도 화성시 동탄구 동탄대로 537, 라스플로레스 B동 4층 421호 (오산동)",,뷰티마스터지나,2023-12-29 11:38:33,I,2026-02-04 01:35:23,피부미용업,208624.936086903,411151.948385108,피부미용업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,N,,뷰티마스터지나_경기도화성시동탄구오산동1019B동421호
245,미용업,05_18_01_P,5530000,5770000-215-2023-00074,2023-12-29,,1,영업/정상,1,영업,,,,,,27.85,,경기도 화성시 동탄구 송동  725-4 더샵 동탄센텀폴리스 1단지,"경기도 화성시 동탄구 동탄대로5길 15, 더샵 동탄센텀폴리스 1단지 그랑파사쥬 2층 2041호 (송동)",,원네일,2023-12-29 11:49:27,I,2026-02-04 01:35:23,네일아트업,209358.316672081,407254.706735502,네일미용업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,N,,원네일_경기도화성시동탄구송동725-4더샵동탄센텀폴리스1단지
489,미용업,05_18_01_P,5530000,5770000-212-2023-00081,2023-12-28,,1,영업/정상,1,영업,,,,,,35.49,,경기도 화성시 동탄구 영천동  675-7,"경기도 화성시 동탄구 동탄순환대로25길 24, 1층 108호 (영천동)",,윤슬 에스테틱,2023-12-28 13:40:51,I,2026-02-04 01:35:23,피부미용업,209655.35563881,411400.319731611,피부미용업,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,임대,0.0,0.0,0.0,N,,윤슬에스테틱_경기도화성시동탄구영천동675-7
690,미용업,05_18_01_P,5530000,5770000-213-2023-00053,2023-12-27,,1,영업/정상,1,영업,,,,,,70.0,,경기도 화성시 동탄구 반송동  112-8,"경기도 화성시 동탄구 노작로4길 22-28, 1층 일부(101)호 (반송동)",,무드미,2023-12-27 15:15:27,I,2026-02-04 01:35:23,일반미용업,206824.118380344,410787.46171146,종합미용업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,N,,무드미_경기도화성시동탄구반송동112-8
639,미용업,05_18_01_P,5530000,5770000-222-2023-00008,2023-12-27,,1,영업/정상,1,영업,,,,,,32.18,,경기도 화성시 동탄구 송동  725-4 더샵 동탄센텀폴리스 1단지 3094호,"경기도 화성시 동탄구 동탄대로5길 15, 더샵 동탄센텀폴리스 1단지 그랑파사쥬동 3층 3094호 (송동)",,네일감도,2023-12-27 11:01:45,I,2026-02-04 01:35:23,네일아트업,209358.316672081,407254.706735502,"네일미용업, 화장ㆍ분장 미용업",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,N,,네일감도_경기도화성시동탄구송동725-4더샵동탄센텀폴리스1단지3094호
5463,미용업,05_18_01_P,3700000,3700000-215-2023-00038,2023-12-26,,3,폐업,2,폐업,2026-01-30,,,,,37.1,680-802,울산광역시 남구 달동 871-18,"울산광역시 남구 삼산로83번길 35, 1층 102호 (달동)",44691.0,The days,2026-01-30 11:36:01,U,2026-02-04 11:04:37,네일아트업,409924.589975796,228911.668636621,네일미용업,0.0,0.0,1.0,1.0,0.0,0.0,2.0,,,,,0.0,0.0,0.0,N,,Thedays_울산광역시남구달동871-18
6527,미용업,05_18_01_P,4520000,4520000-211-2023-00046,2023-12-26,,1,영업/정상,1,영업,,,,,041 534 2340,197.8,336-841,충청남도 아산시 탕정면 갈산리 843 3층 301호,"충청남도 아산시 탕정면 탕정면로 54-3, 3층 301호",31457.0,찰스리헤어테크 아산탕정점,2026-02-10 14:10:25,U,2026-02-12 02:40:00,일반미용업,,,일반미용업,0.0,0.0,3.0,3.0,0.0,0.0,11.0,,,,임대,0.0,0.0,0.0,N,,찰스리헤어테크아산탕정점_충청남도아산시탕정면갈산리8433층301호
4780,미용업,05_18_01_P,5530000,5740000-213-2023-00052,2023-12-26,,1,영업/정상,1,영업,,,,,,30.87,,경기도 화성시 만세구 남양읍 남양리 2278-10,"경기도 화성시 만세구 남양읍 남양중앙로 243-8, 1동 1층",,YOONC(윤쓰뷰티) 화성남양점,2024-05-13 14:58:12,I,2026-02-04 01:35:23,네일아트업,184552.285834452,411773.095158294,종합미용업,0.0,0.0,1.0,1.0,0.0,0.0,4.0,,,,,0.0,0.0,1.0,N,,YOONC(윤쓰뷰티)화성남양점_경기도화성시만세구남양읍남양리2278-10
2249,미용업,05_18_01_P,5530000,5760000-212-2023-00080,2023-12-22,,1,영업/정상,1,영업,,,,,,43.09,,경기도 화성시 병점구 병점동  842-6,"경기도 화성시 병점구 병점동로42번길 24, 1층 일부호 (병점동)",,제이블랑(j-blanc),2024-11-27 13:21:32,I,2026-02-04 01:35:23,피부미용업,203901.365496978,411885.97043505,피부미용업,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,임대,0.0,0.0,0.0,N,,제이블랑(j-blanc)_경기도화성시병점구병점동842-6
209,미용업,05_18_01_P,5530000,5770000-215-2023-00073,2023-12-22,,1,영업/정상,1,영업,,,,,,80.56,,경기도 화성시 동탄구 산척동  727-5,"경기도 화성시 동탄구 동탄대로6길 17, 레이크스카이 1층 105호 일부호 (산척동)",,무드비네일 페디크루 화성동탄점 내성발톱 무좀 발각질,2025-12-30 13:38:19,I,2026-02-04 01:35:23,네일아트업,209586.282513092,407438.648269921,네일미용업,0.0,0.0,0.0,0.0,3.0,3.0,0.0,,,,,0.0,0.0,0.0,N,,무드비네일페디크루화성동탄점내성발톱무좀발각질_경기도화성시동탄구산척동727-5
4821,미용업,05_18_01_P,5530000,5750000-211-2023-00151,2023-12-22,,1,영업/정상,1,영업,,,,,,40.94,,경기도 화성시 효행구 봉담읍 상리 678 중흥에스클래스 에듀파크,"경기도 화성시 효행구 봉담읍 수영로 161, 327동 지1층 117호 (중흥에스클래스 에듀파크)",,채움헤어,2023-12-22 16:54:08,I,2026-02-04 01:35:23,일반미용업,195019.121194802,414407.109936907,일반미용업,0.0,0.0,0.0,0.0,1.0,1.0,3.0,,,,,0.0,0.0,0.0,N,,채움헤어_경기도화성시효행구봉담읍상리678중흥에스클래스에듀파크
2504,미용업,05_18_01_P,5530000,5770000-211-2023-00149,2023-12-21,,1,영업/정상,1,영업,,,,,031 3760205,43.2,,경기도 화성시 동탄구 영천동  672 동탄 파크 이지더원,"경기도 화성시 동탄구 동탄순환대로28길 17, 318동 지하2층 B206호 (영천동, 동탄 파크 이지더원)",,살롱J,2024-05-20 15:05:36,I,2026-02-04 01:35:23,일반미용업,209760.254622582,411942.423776643,일반미용업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,N,,살롱J_경기도화성시동탄구영천동672동탄파크이지더원
2505,미용업,05_18_01_P,5530000,5770000-211-2023-00150,2023-12-21,,1,영업/정상,1,영업,,,,,,13.47,,경기도 화성시 동탄구 송동  717-7,"경기도 화성시 동탄구 동탄순환대로 21, 좋은프라자 2층 202호 일부(#11)호 (송동)",,포근룸 타미,2023-12-21 15:13:08,I,2026-02-04 01:35:23,일반미용업,208434.644966733,407037.982316115,일반미용업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,N,,포근룸타미_경기도화성시동탄구송동717-7
4051,미용업,05_18_01_P,5530000,5740000-212-2023-00079,2023-12-21,,1,영업/정상,1,영업,,,,,,82.06,,경기도 화성시 만세구 새솔동 76-14,"경기도 화성시 만세구 수노을중앙로 162, 폴리프라자 I 606호 (새솔동)",,힐링인더샵,2023-12-21 16:24:15,I,2026-02-04 01:35:23,피부미용업,183880.041495157,420093.0017358,피부미용업,0.0,0.0,6.0,6.0,0.0,0.0,2.0,,,,,0.0,0.0,0.0,N,,힐링인더샵_경기도화성시만세구새솔동76-14
8464,미용업,05_18_01_P,3150000,3150000-213-2023-00012,2023-12-20,,3,폐업,2,폐업,2026-02-25,,,,0236657771,66.83,157-210,서울특별시 강서구 마곡동 774-2 보타닉파크타워2,"서울특별시 강서구 공항대로 213, 보타닉파크타워2 2층 208호 (마곡동)",7802.0,맨즈헤어오브마곡역점,2026-02-25 15:08:30,U,2026-02-27 02:40:00,일반미용업,185032.421148111,450836.071292455,종합미용업,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,,,,0.0,0.0,0.0,N,,맨즈헤어오브마곡역점_서울특별시강서구마곡동774-2보타닉파크타워2
856,미용업,05_18_01_P,5530000,5770000-226-2023-00004,2023-12-20,,1,영업/정상,1,영업,,,,,,36.23,,경기도 화성시 동탄구 신동  111-1 동탄2 38단지 행복주택,"경기도 화성시 동탄구 동탄신리천로5가길 35, 상가1동 2층 204호 (신동, 동탄2 38단지 행복주택)",,하르디네일뷰티,2023-12-20 14:38:01,I,2026-02-04 01:35:23,네일아트업,212578.158095739,409291.832902734,"피부미용업, 네일미용업, 화장ㆍ분장 미용업",0.0,0.0,2.0,2.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,N,,하르디네일뷰티_경기도화성시동탄구신동111-1동탄238단지행복주택
4994,미용업,05_18_01_P,5530000,5750000-221-2023-00007,2023-12-20,,1,영업/정상,1,영업,,,,,,57.15,,경기도 화성시 효행구 봉담읍 상리 690-4,"경기도 화성시 효행구 봉담읍 상리3길 188, 2층 204호",,아티스트비에스 봉담,2024-03-13 14:27:01,I,2026-02-04 01:35:23,메이크업업,195204.945793044,413616.675435702,"피부미용업, 화장ㆍ분장 미용업",0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,0.0,0.0,0.0,N,,아티스트비에스봉담_경기도화성시효행구봉담읍상리690-4
4965,미용업,05_18_01_P,5530000,5740000-211-2023-00148,2023-12-20,,1,영업/정상,1,영업,,,,,,48.0,,경기도 화성시 만세구 남양읍 남양리 2232-6 1동 1층104호,"경기도 화성시 만세구 남양읍 남양중앙로 293, 1동 1층 104호",,온헤어,2024-01-02 17:23:15,I,2026-02-04 01:35:23,일반미용업,184999.426058942,412001.835577867,일반미용업,0.0,0.0,1.0,1.0,0.0,0.0,3.0,,,,,0.0,0.0,0.0,N,,온헤어_경기도화성시만세구남양읍남양리2232-61동1층104호
2782,미용업,05_18_01_P,5530000,5760000-213-2023-00051,2023-12-19,,1,영업/정상,1,영업,,,,,,38.0,,경기도 화성시 병점구 병점동  381-66,"경기도 화성시 병점구 경기대로 1025-22, 1동 102호 (병점동)",,시크릿테라피,2023-12-19 16:03:12,I,2026-02-04 01:35:23,피부미용업,203018.754086583,411638.807406605,종합미용업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,1.0,N,,시크릿테라피_경기도화성시병점구병점동381-66
2781,미용업,05_18_01_P,5530000,5760000-213-2023-00050,2023-12-18,,1,영업/정상,1,영업,,,,,,33.6,,경기도 화성시 병점구 병점동  867 다정마을 병점역 신한에스빌2단지,"경기도 화성시 병점구 병점3로 56, 다정마을 병점역 신한에스빌2단지 상가동 201호 (병점동)",,뷰앤아이,2023-12-18 14:58:12,I,2026-02-04 01:35:23,메이크업업,203436.568615125,411853.47445211,종합미용업,0.0,0.0,2.0,2.0,0.0,0.0,2.0,,,,,0.0,0.0,0.0,N,,뷰앤아이_경기도화성시병점구병점동867다정마을병점역신한에스빌2단지
4964,미용업,05_18_01_P,5530000,5740000-211-2023-00147,2023-12-15,,1,영업/정상,1,영업,,,,,,94.5,,경기도 화성시 만세구 남양읍 남양리 2268-1,"경기도 화성시 만세구 남양읍 역골로 71-21, 1동 2층일부",,Moof헤어,2023-12-15 13:23:14,I,2026-02-04 01:35:23,일반미용업,184213.45122495,411403.026233879,일반미용업,0.0,0.0,2.0,2.0,0.0,0.0,7.0,,,,,0.0,0.0,0.0,N,,Moof헤어_경기도화성시만세구남양읍남양리2268-1
488,미용업,05_18_01_P,5530000,5770000-212-2023-00078,2023-12-13,,1,영업/정상,1,영업,,,,,,38.43,,경기도 화성시 동탄구 오산동  975 동탄역 삼정그린코아,"경기도 화성시 동탄구 동탄광역환승로 62, 201동 2층 204호 (오산동, 동탄역 삼정그린코아)",,스킨리프,2023-12-13 15:39:43,I,2026-02-04 01:35:23,피부미용업,207823.19668343,411025.004545365,피부미용업,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,N,,스킨리프_경기도화성시동탄구오산동975동탄역삼정그린코아
323,미용업,05_18_01_P,5530000,5770000-219-2023-00026,2023-12-13,,1,영업/정상,1,영업,,,,,,38.43,,경기도 화성시 동탄구 오산동  975 동탄역 삼정그린코아,"경기도 화성시 동탄구 동탄광역환승로 62, 201동 2층 205호 (오산동, 동탄역 삼정그린코아)",,오버더문,2023-12-13 15:42:02,I,2026-02-04 01:35:23,메이크업업,207823.19668343,411025.004545365,화장ㆍ분장 미용업,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,N,,오버더문_경기도화성시동탄구오산동975동탄역삼정그린코아
6326,미용업,05_18_01_P,3150000,3150000-219-2023-00031,2023-12-12,,3,폐업,2,폐업,2026-02-06,,,,,42.5,157-210,서울특별시 강서구 마곡동 800 나인스퀘어 205호,"서울특별시 강서구 공항대로 206, 나인스퀘어 2층 205호 (마곡동)",7806.0,"아름답다, 속눈썹",2026-02-09 16:50:14,U,2026-02-11 02:40:00,메이크업업,184935.418840025,450748.571373163,화장ㆍ분장 미용업,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,N,,"아름답다,속눈썹_서울특별시강서구마곡동800나인스퀘어205호"
4963,미용업,05_18_01_P,5530000,5740000-211-2023-00146,2023-12-12,,1,영업/정상,1,영업,,,,,,27.0,,경기도 화성시 만세구 향남읍 장짐리 409 장짐마을 신성발안미소지움아파트 101호,"경기도 화성시 만세구 향남읍 삼천병마로 281-13, 장짐마을 신성발안미소지움아파트 101호",,미소헤어,2025-06-24 15:17:40,I,2026-02-04 01:35:23,일반미용업,192021.637093309,403986.737453433,일반미용업,0.0,0.0,1.0,1.0,0.0,0.0,2.0,,,,,0.0,0.0,0.0,N,,미소헤어_경기도화성시만세구향남읍장짐리409장짐마을신성발안미소지움아파트101호
1751,미용업,05_18_01_P,5530000,5760000-211-2023-00145,2023-12-11,,3,폐업,2,폐업,2024-11-04,,,,031 80506115,34.42,,경기도 화성시 병점구 능동 1041 서동탄역 우남퍼스트빌 아파트,"경기도 화성시 병점구 10용사로 284, 서동탄역 우남퍼스트빌 아파트 상가동 1층 101호 (능동)",,헤어샬롬,2024-11-04 14:59:57,I,2026-02-04 01:35:23,일반미용업,204207.779235893,410740.27439913,일반미용업,0.0,0.0,1.0,1.0,0.0,0.0,3.0,,,,,0.0,0.0,0.0,N,,헤어샬롬_경기도화성시병점구능동1041서동탄역우남퍼스트빌아파트
7611,미용업,05_18_01_P,4060000,4060000-215-2023-00040,2023-12-11,,3,폐업,2,폐업,2026-02-20,,,,,30.0,413-823,경기도 파주시 조리읍 봉일천리 142-23,"경기도 파주시 조리읍 고봉로 1028, 1층 일부호",10937.0,네일도 러블리,2026-02-20 13:19:19,U,2026-02-22 02:40:00,네일아트업,182999.149779842,471153.111332075,네일미용업,2.0,1.0,1.0,1.0,0.0,0.0,5.0,,,,,1.0,0.0,1.0,N,,네일도러블리_경기도파주시조리읍봉일천리142-23
4260,미용업,05_18_01_P,5530000,5740000-212-2023-00093,2023-12-08,,1,영업/정상,1,영업,,,,,,78.08,,경기도 화성시 만세구 새솔동 78-1 1층102호,"경기도 화성시 만세구 꽃내음1길 5-4, 1층 102호 (새솔동)",,온리미,2025-12-15 17:11:21,I,2026-02-04 01:35:23,피부미용업,183687.750234981,420354.359642127,피부미용업,3.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,3.0,N,,온리미_경기도화성시만세구새솔동78-11층102호
208,미용업,05_18_01_P,5530000,5770000-215-2023-00072,2023-12-08,,1,영업/정상,1,영업,,,,,,35.23,,경기도 화성시 동탄구 청계동  536 동탄역시범반도유보라아이비파크4.0,"경기도 화성시 동탄구 동탄대로시범길 134, 판매시설동 2층 2123호 (청계동, 동탄역시범반도유보라아이비파크4.0)",,퓨어네일,2023-12-08 11:48:35,I,2026-02-04 01:35:23,네일아트업,210075.319585403,410817.645865226,네일미용업,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,N,,퓨어네일_경기도화성시동탄구청계동536동탄역시범반도유보라아이비파크4.0
4898,미용업,05_18_01_P,5530000,5740000-211-2023-00144,2023-12-07,,1,영업/정상,1,영업,,,,,,40.95,,경기도 화성시 만세구 양감면 신왕리 679-1,"경기도 화성시 만세구 양감면 은행나무로 267, 1층 일부호",,소망미용실,2023-12-07 14:54:18,I,2026-02-04 01:35:23,일반미용업,195017.642229365,397818.894849811,일반미용업,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,0.0,0.0,0.0,N,,소망미용실_경기도화성시만세구양감면신왕리679-1
2780,미용업,05_18_01_P,5530000,5760000-213-2023-00047,2023-12-07,,1,영업/정상,1,영업,,,,,,37.43,,경기도 화성시 병점구 기산동  468 행복마을 참누리 에듀파크,"경기도 화성시 병점구 동탄지성로 292, 행복마을 참누리 에듀파크 상가동 307,308호 (기산동)",,하나 에스테틱,2024-01-30 11:31:13,I,2026-02-04 01:35:23,피부미용업,204672.350288315,413102.686351335,종합미용업,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,0.0,0.0,0.0,N,,하나에스테틱_경기도화성시병점구기산동468행복마을참누리에듀파크
2248,미용업,05_18_01_P,5530000,5760000-212-2023-00077,2023-12-07,,3,폐업,2,폐업,2025-12-24,,,,,23.76,,경기도 화성시 병점구 병점동  887-2,"경기도 화성시 병점구 병점노을5로 20, 골든스퀘어 투 8층 822호 (병점동)",,묭 뷰티,2025-12-24 14:16:51,I,2026-02-04 01:35:23,피부미용업,202647.633362278,411567.109699557,피부미용업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,N,,묭뷰티_경기도화성시병점구병점동887-2
688,미용업,05_18_01_P,5530000,5770000-213-2023-00048,2023-12-07,,1,영업/정상,1,영업,,,,,,46.56,,경기도 화성시 동탄구 목동  487-9 209호,"경기도 화성시 동탄구 동탄순환대로20길 118, 우성스타파크B 2층 209호 (목동)",,오솜프헤어,2023-12-07 11:44:07,I,2026-02-04 01:35:23,일반미용업,210969.3429132,408985.606433963,종합미용업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,N,,오솜프헤어_경기도화성시동탄구목동487-9209호
2503,미용업,05_18_01_P,5530000,5770000-211-2023-00143,2023-12-06,,1,영업/정상,1,영업,,,,,,151.0,,경기도 화성시 동탄구 오산동  976-1,"경기도 화성시 동탄구 동탄기흥로 447-32, 2층 203,204호 (오산동)",,"살롱, 해율",2023-12-06 14:23:03,I,2026-02-04 01:35:23,일반미용업,207922.813759289,410999.367032247,일반미용업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,N,,"살롱,해율_경기도화성시동탄구오산동976-1"
2247,미용업,05_18_01_P,5530000,5760000-212-2023-00076,2023-12-06,,3,폐업,2,폐업,2024-10-21,,,,,6.26,,경기도 화성시 병점구 병점동  844-5 리더스프라자,"경기도 화성시 병점구 효행로 1068, 리더스프라자 305-2호 일부호 (병점동)",,플로우 수 왁싱(Flow Soo Waxing),2024-10-21 15:34:34,I,2026-02-04 01:35:23,피부미용업,203811.08404256,412529.901991526,피부미용업,0.0,0.0,3.0,3.0,0.0,0.0,0.0,,,,,0.0,0.0,1.0,N,,플로우수왁싱(FlowSooWaxing)_경기도화성시병점구병점동844-5리더스프라자
7106,미용업,05_18_01_P,4201000,4201000-213-2023-00028,2023-12-06,,1,영업/정상,1,영업,,,,,,32.49,,강원특별자치도 강릉시 옥천동 369-10,"강원특별자치도 강릉시 경강로 2197, A동 102호 (옥천동)",25549.0,마띠아네일,2026-02-13 14:54:08,U,2026-02-15 02:40:00,네일아트업,367749.224316719,474892.790562623,종합미용업,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,0.0,0.0,N,,마띠아네일_강원특별자치도강릉시옥천동369-10
4995,미용업,05_18_01_P,5530000,5750000-221-2023-00008,2023-12-06,,1,영업/정상,1,영업,,,,,,67.37,,경기도 화성시 효행구 봉담읍 상리 688-2,"경기도 화성시 효행구 봉담읍 상리중심상가길 28-8, 4층 407호",,멜로우왁싱 화성봉담점,2025-05-27 09:40:40,I,2026-02-04 01:35:23,피부미용업,195145.796663982,413818.098530311,"피부미용업, 화장ㆍ분장 미용업",0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,0.0,0.0,0.0,N,,멜로우왁싱화성봉담점_경기도화성시효행구봉담읍상리688-2
5038,미용업,05_18_01_P,5530000,5740000-222-2023-00012,2023-12-06,,1,영업/정상,1,영업,,,,,,23.63,,경기도 화성시 만세구 향남읍 발안리 39-2,"경기도 화성시 만세구 향남읍 발안남로 41, 1동 1층일부",,오.네일(O.Nail),2025-12-29 13:26:44,I,2026-02-04 01:35:23,네일아트업,191304.326677161,403306.340016508,"네일미용업, 화장ㆍ분장 미용업",0.0,0.0,1.0,1.0,0.0,0.0,4.0,,,,,0.0,0.0,0.0,N,,오.네일(O.Nail)_경기도화성시만세구향남읍발안리39-2
2502,미용업,05_18_01_P,5530000,5770000-211-2023-00142,2023-12-05,,1,영업/정상,1,영업,,,,,,33.32,,경기도 화성시 동탄구 신동  111-1 동탄(2) 38단지 행복주택 상가1동 201호,"경기도 화성시 동탄구 동탄신리천로5가길 35, 상가1동 2층 201호 (신동, 동탄(2) 38단지 행복주택)",,헤어팔레트,2023-12-05 15:21:57,I,2026-02-04 01:35:23,일반미용업,212578.158095739,409291.832902734,일반미용업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,N,,헤어팔레트_경기도화성시동탄구신동111-1동탄(2)38단지행복주택상가1동201호
5340,미용업,05_18_01_P,4681000,4681000-211-2023-00028,2023-12-05,,1,영업/정상,1,영업,,,,,,29.82,,전북특별자치도 익산시 영등동 764-11,"전북특별자치도 익산시 고봉로26길 13, 1층 (영등동)",54643.0,에디트헤어,2026-02-02 11:58:42,U,2026-02-04 02:40:00,일반미용업,197307.616997943,272645.294946107,일반미용업,3.0,0.0,1.0,0.0,0.0,0.0,2.0,,,,,0.0,0.0,0.0,N,,에디트헤어_전북특별자치도익산시영등동764-11
486,미용업,05_18_01_P,5530000,5770000-212-2023-00072,2023-12-05,,3,폐업,2,폐업,2025-07-24,,,,,32.96,,경기도 화성시 동탄구 오산동  967-62 동탄역 예미지 시그너스,"경기도 화성시 동탄구 동탄역로 196, 판매시설동 L2-160호 (오산동, 동탄역 예미지 시그너스)",,늘뷰티,2025-07-24 11:26:24,I,2026-02-04 01:35:23,피부미용업,208530.109639187,411371.990063519,피부미용업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,N,,늘뷰티_경기도화성시동탄구오산동967-62동탄역예미지시그너스
8465,미용업,05_18_01_P,4470000,4470000-211-2023-00008,2023-12-05,,3,폐업,2,폐업,2026-02-25,,,,043 8770035,95.59,,충청북도 음성군 맹동면 동성리 517,"충청북도 음성군 맹동면 장성1길 6, 201호",27738.0,황용주헤어,2026-02-25 11:27:24,U,2026-02-27 02:40:00,일반미용업,248031.921698217,378694.776697749,일반미용업,3.0,0.0,2.0,2.0,0.0,0.0,5.0,,,,임대,0.0,0.0,0.0,N,,황용주헤어_충청북도음성군맹동면동성리517
2501,미용업,05_18_01_P,5530000,5770000-211-2023-00141,2023-12-05,,3,폐업,2,폐업,2024-12-13,,,,,49.44,,경기도 화성시 동탄구 반송동  127-5 101호,"경기도 화성시 동탄구 노작로2길 3, 1층 101호 (반송동)",,위헤어,2024-12-13 14:04:12,I,2026-02-04 01:35:23,일반미용업,207102.148242375,410395.933525625,일반미용업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,N,,위헤어_경기도화성시동탄구반송동127-5101호
487,미용업,05_18_01_P,5530000,5770000-212-2023-00073,2023-12-05,,3,폐업,2,폐업,2024-07-01,,,,,91.32,,경기도 화성시 동탄구 반송동  91-9 금정프라자 301호,"경기도 화성시 동탄구 동탄지성로 18, 금정프라자 301호 (반송동)",,아라한뷰티,2024-07-01 15:23:36,I,2026-02-04 01:35:23,피부미용업,206375.629423683,411488.570923935,피부미용업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,N,,아라한뷰티_경기도화성시동탄구반송동91-9금정프라자301호
