번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),의료기관종별명,의료인수,입원실수,병상수,총면적,진료과목내용,진료과목내용명,지정취소일자,완화의료지정형태,완화의료담당부서명,구급차특수,구급차일반,총인원,구조사수,허가병상수,최초지정일자,Unnamed: 44,record_key
2899,의원,01_01_02_P,3560000,PHMA120253560021041100031,2025-09-01,,1,영업/정상,13,영업중,,,,,032-273-7575,,,,"인천광역시 서구 서곶로 293, 우민빌딩 2층 (심곡동)",22727.0,모두탑365정형외과의원,2026-02-13 02:13:44,U,2026-02-15 02:40:00,의원,171334.442538275,449084.227068623,의원,3,0,0,401.54,105 106 109 120 122,"정형외과, 신경외과, 마취통증의학과, 재활의학과, 가정의학과",,,,0,0,,,0,,,모두탑365정형외과의원_
2901,의원,01_01_02_P,4060000,PHMA120254060482041100012,2025-08-28,,1,영업/정상,13,영업중,,,,,031-935-8253,,,경기도 파주시 다율동 1044-1,"경기도 파주시 해올2길 8, 305호~309호 (다율동)",10865.0,365고려본재활의학과의원,2026-02-13 02:43:41,U,2026-02-15 02:40:00,의원,,,의원,1,0,0,399.05,120 109 106 105,"정형외과, 신경외과, 마취통증의학과, 재활의학과",,,,0,0,,,0,,,365고려본재활의학과의원_경기도파주시다율동1044-1
1485,의원,01_01_02_P,3930000,PHMA120253930154041100014,2025-08-27,,1,영업/정상,13,영업중,,,,,031-493-2080,,,경기도 안산시 단원구 신길동 1625,"경기도 안산시 단원구 중앙대로 415, 위너스타워 2층 208, 209호 (신길동)",15402.0,디씨플란트치과의원,2026-02-06 04:43:40,U,2026-02-08 02:40:00,치과의원,180974.846056598,425378.419636663,치과의원,2,0,0,188.57,412 411 410 409 408 407 406 405 404 403 402,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과",,,,0,0,,,0,,,디씨플란트치과의원_경기도안산시단원구신길동1625
1489,의원,01_01_02_P,3970000,PHMA120253970017041100008,2025-08-14,,1,영업/정상,13,영업중,,,,,02-6954-7233,,,경기도 과천시 갈현동 0 렉서,"경기도 과천시 과천대로 111, 렉서 201~209호 (갈현동)",13840.0,유앤아이의원,2026-02-06 07:13:13,U,2026-02-08 02:40:00,의원,,,의원,2,0,0,411.19,114,피부과,,,,0,0,,,0,,,유앤아이의원_경기도과천시갈현동0렉서
1483,의원,01_01_02_P,3940000,PHMA120253940139041100007,2025-08-14,,1,영업/정상,13,영업중,,,,,031-904-8275,,,경기도 고양시 일산동구 백석동 1294,"경기도 고양시 일산동구 중앙로 1074, 5층 (백석동)",10447.0,백석길365한의원,2026-02-06 07:13:35,U,2026-02-08 02:40:00,한의원,181018.19989115,460342.769898663,한의원,2,10,23,554.51,308 307 306 305 304 303 302 301,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,,백석길365한의원_경기도고양시일산동구백석동1294
1484,의원,01_01_02_P,5690000,PHMA120255690045041100005,2025-08-14,,1,영업/정상,13,영업중,,,,,044-866-7582,,,,"세종특별자치시  세종로 1229, 스타플레이스 201~209, 301~303, 308~310호 (고운동) (고운동)",30101.0,세종365믿음정형외과의원,2026-02-06 00:13:18,U,2026-02-08 02:40:00,의원,221521.052207299,334628.207357212,의원,4,9,29,1409.56,101 102 105 106 109 120 122,"내과, 신경과, 정형외과, 신경외과, 마취통증의학과, 재활의학과, 가정의학과",,,,0,0,,,0,,,세종365믿음정형외과의원_
832,의원,01_01_02_P,4050000,PHMA120254050147041100006,2025-08-12,,1,영업/정상,13,영업중,,,,,031-331-7862,,,,"경기도 용인시 처인구 성산로 57, 근무지원단 의무대 1층 (역북동)",17018.0,선봉의원,2026-02-05 22:43:58,U,2026-02-07 02:40:00,의원,216652.412647174,416454.766537328,의원,8,0,0,589.11,122 119 116 114 113 112 106 105 102 101,"내과, 신경과, 정형외과, 신경외과, 안과, 이비인후과, 피부과, 영상의학과, 진단검사의학과, 가정의학과",,,,0,0,,,0,,,선봉의원_
2276,의원,01_01_02_P,5310000,PHMA120255310029041100015,2025-08-11,,1,영업/정상,13,영업중,,,,,055-795-1335,,,경상남도 진주시 중안동 12-13 롯데시네마,"경상남도 진주시 진양호로 521, 롯데시네마 2층 (중안동)",52684.0,미미썸의원,2026-02-12 20:43:23,U,2026-02-14 02:40:00,의원,298526.704035357,188715.283893511,의원,2,0,0,943.22,114 108,"성형외과, 피부과",,,,0,0,,,0,,,미미썸의원_경상남도진주시중안동12-13롯데시네마
1957,의원,01_01_02_P,5670000,PHMA120255670554041100006,2025-08-07,,1,영업/정상,13,영업중,,,,,055-274-7579,,,,"경상남도 창원시 성산구 원이대로 656, 대한상가 2층 202호 (상남동)",51495.0,예스한의원,2026-02-10 17:05:43,U,2026-02-12 02:40:00,한의원,353347.226463214,192964.20416182,한의원,2,0,0,151.59,301 302 303 304 305 306 307 308,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,,예스한의원_
2900,의원,01_01_02_P,3520000,PHMA120253520019041100014,2025-08-07,,1,영업/정상,13,영업중,,,,,032-715-6162,,,인천광역시 연수구 옥련동 253-1,"인천광역시 연수구 청량로 217, 3층 일부호 (옥련동)",21948.0,365원플란트치과의원,2026-02-13 16:43:17,U,2026-02-15 02:40:00,치과의원,169177.759865701,436059.224049305,치과의원,1,0,0,212.32,407 410 402 412 406 404 405 409 408 403 411,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과",,,,0,0,,,0,,,365원플란트치과의원_인천광역시연수구옥련동253-1
2023,의원,01_01_02_P,4201000,PHMA120264201026041100001,2025-08-06,,1,영업/정상,13,영업중,,,,,,,,강원특별자치도 강릉시 난곡동 108-8,"강원특별자치도 강릉시 운정길 15, 201호 (난곡동)",25464.0,단주한의원,2026-02-12 09:41:43,I,2026-02-14 00:20:02,한의원,365559.436586171,477368.453956902,한의원,2,0,0,40.0,305 304 303 302 301,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과",,,,0,0,,,0,,,단주한의원_강원특별자치도강릉시난곡동108-8
831,의원,01_01_02_P,3030000,PHMA120253030033041100016,2025-08-04,,1,영업/정상,13,영업중,,,,,02-6464-0028,,,서울특별시 성동구 행당동 377 서울숲 더샵,"서울특별시 성동구 왕십리로 241, 201동 상가B104호 (행당동, 서울숲 더샵)",4765.0,연세서울숲치과의원,2026-02-05 21:13:26,U,2026-02-07 02:40:00,치과의원,203481.628249668,450468.773302861,치과의원,3,0,0,197.51,412 411 410 409 408 407 406 405 404 403 402,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과",,,,0,0,,,0,,,연세서울숲치과의원_서울특별시성동구행당동377서울숲더샵
2275,의원,01_01_02_P,3150000,PHMA120253150037041100037,2025-08-04,,1,영업/정상,13,영업중,,,,,1644-6725,,,서울특별시 강서구 마곡동 769,"서울특별시 강서구 공항대로 165, D동 4층 (마곡동)",7800.0,부민 프레스티지 라이프케어센터 마곡의원,2026-02-12 20:43:20,U,2026-02-14 02:40:00,의원,184449.736274095,451015.135227088,의원,17,3,3,4062.0,116 104 101,"내과, 외과, 영상의학과",,,,0,0,,,0,,,부민프레스티지라이프케어센터마곡의원_서울특별시강서구마곡동769
2898,의원,01_01_02_P,3830000,PHMA120253830263041100022,2025-07-30,,1,영업/정상,13,영업중,,,,,031-454-1000,,,경기도 안양시 동안구 호계동 873 덕유파크,"경기도 안양시 동안구 경수대로 428, 덕유파크 401,402,407,408호 (호계동)",14126.0,아산플러스마취통증의학과의원,2026-02-13 05:13:24,U,2026-02-15 02:40:00,의원,196609.75025329,428912.306681884,의원,1,0,0,338.08,105 106 120 109,"정형외과, 신경외과, 마취통증의학과, 재활의학과",,,,0,0,,,0,,,아산플러스마취통증의학과의원_경기도안양시동안구호계동873덕유파크
1479,의원,01_01_02_P,3700000,PHMA120253700018041100015,2025-07-30,,1,영업/정상,13,영업중,,,,,052-275-2750,,,울산광역시 남구 선암동 570-13,"울산광역시 남구 두왕로64번길 5-14, 2층 (선암동)",44774.0,대한치과의원,2026-02-06 06:43:16,U,2026-02-08 02:40:00,치과의원,,,치과의원,2,0,0,59.7,411 408 407 406 403,"치과보철과, 치주과, 치과보존과, 구강내과, 예방치과",,,,0,0,,,0,,,대한치과의원_울산광역시남구선암동570-13
1482,의원,01_01_02_P,3140000,PHMA120253140033041100017,2025-07-30,,1,영업/정상,13,영업중,,,,,02-2649-0090,,,서울특별시 양천구 목동 513-11,"서울특별시 양천구 공항대로 618, 4층 (목동)",7968.0,염창역본튼튼마취통증의학과의원,2026-02-06 00:13:17,U,2026-02-08 02:40:00,의원,188753.288154681,449387.338524372,의원,2,0,0,232.78,105 106 120 109,"정형외과, 신경외과, 마취통증의학과, 재활의학과",,,,0,0,,,0,,,염창역본튼튼마취통증의학과의원_서울특별시양천구목동513-11
2278,의원,01_01_02_P,3070000,PHMA120253070034041100010,2025-07-29,,1,영업/정상,13,영업중,,,,,02-941-7570,,,"서울특별시 성북구 정릉동 139-7 1,2층","서울특별시 성북구 아리랑로 127, 1,2층 (정릉동)",2814.0,정릉효자마취통증의학과의원,2026-02-12 20:43:15,U,2026-02-14 02:40:00,의원,201088.781542248,455642.774467709,의원,2,0,0,388.8,120 109 106 105 101,"내과, 정형외과, 신경외과, 마취통증의학과, 재활의학과",,,,0,0,,,0,,,"정릉효자마취통증의학과의원_서울특별시성북구정릉동139-71,2층"
1478,의원,01_01_02_P,3150000,PHMA120253150037041100036,2025-07-25,,1,영업/정상,13,영업중,,,,,02-2699-7588,,,,"서울특별시 강서구 강서로 251, 세란빌딩 2,3층 (내발산동)",7639.0,우장산본앤마디정형외과의원,2026-02-06 04:13:22,U,2026-02-08 02:40:00,의원,185440.48309074,449556.077304833,의원,1,0,0,375.46,104 105 106 109 120,"외과, 정형외과, 신경외과, 마취통증의학과, 재활의학과",,,,0,0,,,0,,,우장산본앤마디정형외과의원_
2279,의원,01_01_02_P,3550000,PHMA120253550020041100010,2025-07-24,,1,영업/정상,13,영업중,,,,,032-721-6212,,,인천광역시 계양구 작전동 899-3,"인천광역시 계양구 장제로 736, 201호 (작전동)",21079.0,인천계양 뷰티온의원,2026-02-12 21:43:16,U,2026-02-14 02:40:00,의원,176461.721651976,447937.09396016,의원,2,0,0,418.78,114,피부과,,,,0,0,,,0,,,인천계양뷰티온의원_인천광역시계양구작전동899-3
1958,의원,01_01_02_P,3220000,PHMA120253220033041100126,2025-07-23,,1,영업/정상,13,영업중,,,,,02-545-5675,,,,"서울특별시 강남구 도산대로89길 7, 1층 (청담동)",6012.0,도이재한의원,2026-02-10 09:55:44,U,2026-02-12 02:40:00,한의원,204381.329826938,446992.598235772,한의원,1,0,0,92.11,301 302 303 304 305 306 307 308,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,,도이재한의원_
41,의원,01_01_02_P,3450000,PHMA120253450022041100006,2025-07-22,,1,영업/정상,13,영업중,,,,,053-217-0121,,,,"대구광역시 북구 중앙대로 528, 7층 (칠성동2가)",41579.0,함께한의원,2026-02-02 11:33:59,U,2026-02-04 02:40:00,한의원,344094.207155135,265574.962708492,한의원,1,0,0,132.0,301 302 303 304 305 306 307 308,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,,함께한의원_
1477,의원,01_01_02_P,3020000,PHMA120253020033041100010,2025-07-21,,1,영업/정상,13,영업중,,,,,02-790-2879,,,서울특별시 용산구 한강로2가 210-1,"서울특별시 용산구 한강대로 66, 207, 208호 (한강로2가)",4387.0,써밋치과의원,2026-02-06 03:13:14,U,2026-02-08 02:40:00,치과의원,196919.617115446,447106.168036632,치과의원,1,0,0,82.68,412 411 410 409 408 407 406 405 404 403 402,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과",,,,0,0,,,0,,,써밋치과의원_서울특별시용산구한강로2가210-1
1604,의원,01_01_02_P,4080000,PHMA120254080023041100007,2025-07-17,,1,영업/정상,13,영업중,,,,,031-671-9985,,,경기도 안성시 당왕동 475,"경기도 안성시 남파로 75, 1층 (당왕동)",17568.0,튼튼외과의원,2026-02-06 00:43:32,U,2026-02-08 02:40:00,의원,222943.736071643,390611.180054487,의원,1,0,0,93.3,122 115 114 109 105 104 101,"내과, 외과, 정형외과, 마취통증의학과, 피부과, 비뇨의학과, 가정의학과",,,,0,0,,,0,,,튼튼외과의원_경기도안성시당왕동475
1476,의원,01_01_02_P,5670000,PHMA120255670066041100004,2025-07-17,,1,영업/정상,13,영업중,,,,,1833-3201,,,경상남도 창원시 마산회원구 양덕동 149-20,"경상남도 창원시 마산회원구 용마로 130, 1동 1301호 (양덕동)",51320.0,블리비의원,2026-02-06 02:43:37,U,2026-02-08 02:40:00,의원,344314.546433922,192727.352451467,의원,2,0,0,432.97,114,피부과,,,,0,0,,,0,,,블리비의원_경상남도창원시마산회원구양덕동149-20
305,의원,01_01_02_P,3190000,PHMA120253190033041100016,2025-07-16,,1,영업/정상,13,영업중,,,,,02-816-0701,,,,"서울특별시 동작구 서달로 90, B108호 (흑석동, 흑석자이아파트)",6987.0,오고가며한의원,2026-01-30 14:57:13,U,2026-02-04 11:04:37,한의원,,,한의원,1,0,0,69.06,301 302 303 304 305 306 307 308,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,,오고가며한의원_
3010,의원,01_01_02_P,4050000,PHMA120254050149041100017,2025-07-15,,1,영업/정상,13,영업중,,,,,031-265-0365,,,경기도 용인시 수지구 상현동 254-14 원희캐슬프라자,"경기도 용인시 수지구 만현로 110, 원희캐슬프라자 B 201, 203호 (상현동)",16930.0,수지온케어365의원,2026-02-13 03:13:59,U,2026-02-15 02:40:00,의원,207423.63432336,422761.143603176,의원,3,0,0,362.0,125 114 113 111 105 101,"내과, 정형외과, 소아청소년과, 이비인후과, 피부과, 응급의학과",,,,0,0,,,0,,,수지온케어365의원_경기도용인시수지구상현동254-14원희캐슬프라자
366,의원,01_01_02_P,3190000,PHMA120253190033041100015,2025-07-14,,1,영업/정상,13,영업중,,,,,02-812-1119,,,서울특별시 동작구 상도1동 666-2 동은빌딩 3~4층,"서울특별시 동작구 양녕로 264, 동은빌딩 3~4층 (상도1동)",6968.0,상도마디튼튼의원,2026-01-30 03:13:17,U,2026-02-04 11:04:37,의원,195380.626378728,444569.886864321,의원,1,0,0,239.0,120 109 106 105 101,"내과, 정형외과, 신경외과, 마취통증의학과, 재활의학과",,,,0,0,,,0,,,상도마디튼튼의원_서울특별시동작구상도1동666-2동은빌딩3~4층
48,의원,01_01_02_P,3630000,PHMA120253630020041100012,2025-07-10,,1,영업/정상,13,영업중,,,,,062-451-2828,,,광주광역시 광산구 수완동 1085,"광주광역시 광산구 장신로 141, 바른타워 6층 (수완동)",62247.0,더아삭치과의원,2026-02-02 16:27:45,U,2026-02-04 02:40:00,치과의원,184043.79921654,187995.131870761,치과의원,1,0,0,266.25,412 411 409 408 407 406 405 404 403 402,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 예방치과, 통합치의학과",,,,0,0,,,0,,,더아삭치과의원_광주광역시광산구수완동1085
368,의원,01_01_02_P,5130000,PHMA120255130030041100005,2025-07-09,,1,영업/정상,13,영업중,,,,,053-815-9977,,,경상북도 경산시 정평동 189-4,"경상북도 경산시 성동로 8, 2,4,5층 (정평동)",38653.0,닥터리메이드앤서울드림연합의원,2026-01-30 02:43:19,U,2026-02-04 11:04:37,의원,355876.448518324,260851.282997155,의원,1,11,21,925.05,122 115 114 113 111 109 105 101,"내과, 정형외과, 마취통증의학과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과, 가정의학과",,,,0,0,,,0,,,닥터리메이드앤서울드림연합의원_경상북도경산시정평동189-4
3007,의원,01_01_02_P,3410000,PHMA120253410023041100011,2025-07-08,,1,영업/정상,13,영업중,,,,,053-710-2333,,,대구광역시 중구 동성로2가 145-1,"대구광역시 중구 동성로 20, 1~4층 (동성로2가)",41941.0,대구제이린의원,2026-02-13 16:17:52,U,2026-02-15 02:40:00,의원,343991.834026146,264322.271595437,의원,1,0,0,1245.28,114 108,"성형외과, 피부과",,,,0,0,,,0,,,대구제이린의원_대구광역시중구동성로2가145-1
3005,의원,01_01_02_P,3070000,PHMA120253070034041100007,2025-07-07,,1,영업/정상,13,영업중,,,,,02-942-0077,,,서울특별시 성북구 하월곡동 16-3,"서울특별시 성북구 화랑로 102, 2,3층 (하월곡동)",2793.0,월곡튼튼정형외과의원,2026-02-13 03:43:27,U,2026-02-15 02:40:00,의원,203736.809009787,455646.133079713,의원,2,0,0,564.2,120 109 106 105 101,"내과, 정형외과, 신경외과, 마취통증의학과, 재활의학과",,,,0,0,,,0,,,월곡튼튼정형외과의원_서울특별시성북구하월곡동16-3
1610,의원,01_01_02_P,4810000,PHMA120254810029041100002,2025-07-07,,1,영업/정상,13,영업중,,,,,1551-8343,,,전라남도 여수시 웅천동 1881-3,"전라남도 여수시 웅천로 130, 2층 (웅천동)",59792.0,포에버의원,2026-02-06 02:43:21,U,2026-02-08 02:40:00,의원,261962.57458038,138205.767371711,의원,3,0,0,642.16,122 114 108,"성형외과, 피부과, 가정의학과",,,,0,0,,,0,,,포에버의원_전라남도여수시웅천동1881-3
2348,의원,01_01_02_P,5390000,PHMA120255390011041100001,2025-06-27,,1,영업/정상,13,영업중,,,,,055-573-9988,,,,경상남도 의령군 부림면 신번로 147-1,52103.0,부림연합의원,2026-02-12 23:13:19,U,2026-02-14 02:40:00,의원,320119.239451858,219342.410244751,의원,1,0,0,149.52,101 105 106 109 114 115 120,"내과, 정형외과, 신경외과, 마취통증의학과, 피부과, 비뇨의학과, 재활의학과",,,,0,0,,,0,,,부림연합의원_
2347,의원,01_01_02_P,3360000,PHMA120253360024041100003,2025-06-27,,1,영업/정상,13,영업중,,,,,051-959-9000,,,"부산광역시 강서구 명지동 3240-6 3~4층, 6~10층","부산광역시 강서구 명지오션시티4로 99, 3~4층,6~10층 (명지동)",46764.0,명지자연의원,2026-02-12 23:13:29,U,2026-02-14 02:40:00,의원,373574.527246818,177341.268917974,의원,11,29,29,2915.57,120 114 105 101,"내과, 정형외과, 피부과, 재활의학과",,,,0,0,,,0,,,"명지자연의원_부산광역시강서구명지동3240-63~4층,6~10층"
364,의원,01_01_02_P,3030000,PHMA120253030033041100009,2025-06-25,,1,영업/정상,13,영업중,,,,,-1644-0808,,,,"서울특별시 성동구 왕십리로 241, 201동 상가B104호 (행당동, 서울숲 더샵)",4765.0,의료법인 녹십자의료재단 녹십자아이메드서울숲의원,2026-01-30 03:13:27,U,2026-02-04 11:04:37,의원,203481.628249668,450468.773302861,의원,10,0,0,3742.15,101 116 122,"내과, 영상의학과, 가정의학과",,,,0,0,,,0,,,의료법인녹십자의료재단녹십자아이메드서울숲의원_
2349,의원,01_01_02_P,4020000,PHMA120254020028041100007,2025-06-24,,1,영업/정상,13,영업중,,,,,031-360-1975,,,경기도 군포시 산본동 1142-2 대우디오플러스,"경기도 군포시 번영로 505, 대우디오플러스 305호 (산본동)",15865.0,윤한의원,2026-02-12 09:08:31,U,2026-02-14 02:40:00,한의원,194028.371987654,428538.874931021,한의원,1,0,0,94.0,308 307 306 305 304 303 302 301,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,,윤한의원_경기도군포시산본동1142-2대우디오플러스
890,의원,01_01_02_P,3780000,PHMA120253780062041100011,2025-06-24,,1,영업/정상,13,영업중,,,,,031-723-7575,,,,"경기도 성남시 수정구 위례동로 147, 위례건아타워 3층 302.,303호 (창곡동)",13642.0,위례센텀내과의원,2026-02-03 17:53:11,U,2026-02-07 02:40:00,의원,213209.859837962,441222.895002559,의원,2,0,0,306.76,101 102 111 114 121 122,"내과, 신경과, 소아청소년과, 피부과, 결핵과, 가정의학과",,,,0,0,,,0,,,위례센텀내과의원_
2344,의원,01_01_02_P,3210000,PHMA120253210034041100056,2025-06-24,,1,영업/정상,13,영업중,,,,,02-6953-2667,,,서울특별시 서초구 서초동 1318-4,"서울특별시 서초구 강남대로 403, 9층 (서초동)",6615.0,톤즈의원,2026-02-12 20:43:20,U,2026-02-14 02:40:00,의원,202292.436257201,444027.04352232,의원,4,0,0,151.51,114 108 101,"내과, 성형외과, 피부과",,,,0,0,,,0,,,톤즈의원_서울특별시서초구서초동1318-4
1605,의원,01_01_02_P,5020000,PHMA120255020056041100004,2025-06-19,,1,영업/정상,13,영업중,,,,,0542472200,,,경상북도 포항시 북구 우현동 69-3 우현빌딩,"경상북도 포항시 북구 새천년대로 906, 우현빌딩 4층 (우현동)",37721.0,이성윤정형외과의원,2026-02-06 06:43:24,U,2026-02-08 02:40:00,의원,412699.532941512,286180.142476201,의원,1,0,0,430.0,105,정형외과,,,,0,0,,,0,,,이성윤정형외과의원_경상북도포항시북구우현동69-3우현빌딩
3004,의원,01_01_02_P,3860000,PHMA120253860577041100003,2025-06-18,,1,영업/정상,13,영업중,,,,,032-345-1000,,,경기도 부천시 소사구 범박동 155-2 현대리치모아,"경기도 부천시 소사구 범안로 117, 현대리치모아 609~610호 (범박동)",14782.0,성모튼튼마취통증의학과의원,2026-02-13 04:14:16,U,2026-02-15 02:40:00,의원,183101.183792573,441023.216686997,의원,1,0,0,297.2,120 109 106 105,"정형외과, 신경외과, 마취통증의학과, 재활의학과",,,,0,0,,,0,,,성모튼튼마취통증의학과의원_경기도부천시소사구범박동155-2현대리치모아
3003,의원,01_01_02_P,3190000,PHMA120253190033041100013,2025-06-17,,1,영업/정상,13,영업중,,,,,02-812-3790,,,서울특별시 동작구 상도동 501-5 2~3층,"서울특별시 동작구 상도로 379, 2~3층 (상도동)",7027.0,서울에이스내과의원,2026-02-13 00:43:18,U,2026-02-15 02:40:00,의원,195941.420935585,443672.112293164,의원,1,0,0,284.5,101,내과,,,,0,0,,,0,,,서울에이스내과의원_서울특별시동작구상도동501-52~3층
1603,의원,01_01_02_P,3590000,PHMA120253590019041100002,2025-06-17,,1,영업/정상,13,영업중,,,,,062-233-3368,,,광주광역시 동구 학동 858-4,"광주광역시 동구 남문로 669, 4층 (학동)",61464.0,학동편한내과의원,2026-02-06 01:43:16,U,2026-02-08 02:40:00,의원,193461.60979576,181262.837319663,의원,3,0,0,337.1,101,내과,,,,0,0,,,0,,,학동편한내과의원_광주광역시동구학동858-4
2345,의원,01_01_02_P,3740000,PHMA120253740106041100007,2025-06-16,,1,영업/정상,13,영업중,,,,,031-8067-5029,,,경기도 수원시 영통구 망포동 41-6 MS빌딩,"경기도 수원시 영통구 덕영대로 1472, MS빌딩 5층 (망포동)",16685.0,수원망포밴스의원,2026-02-12 22:13:42,U,2026-02-14 02:40:00,의원,204527.486428301,415909.570164293,의원,3,0,0,378.0,114 108,"성형외과, 피부과",,,,0,0,,,0,,,수원망포밴스의원_경기도수원시영통구망포동41-6MS빌딩
367,의원,01_01_02_P,3740000,PHMA120253740033041100010,2025-06-16,,1,영업/정상,13,영업중,,,,,031-233-6154,,,경기도 수원시 팔달구 인계동 1114-10 인송빌딩,"경기도 수원시 팔달구 권광로 208, 인송빌딩 203호 (인계동)",16488.0,드림찬정형외과의원,2026-01-30 00:13:38,U,2026-02-04 11:04:37,의원,202938.71678925,418217.110663808,의원,1,0,0,219.75,113 105 101 109,"내과, 정형외과, 마취통증의학과, 이비인후과",,,,0,0,,,0,,,드림찬정형외과의원_경기도수원시팔달구인계동1114-10인송빌딩
1613,의원,01_01_02_P,4980000,PHMA120254980074041100001,2025-06-13,,1,영업/정상,13,영업중,,,,,061-395-7575,,,전라남도 장성군 장성읍 영천리 1054-1,전라남도 장성군 장성읍 영천로 183,57220.0,장성튼튼정형외과의원,2026-02-06 02:43:13,U,2026-02-08 02:40:00,의원,180224.363528392,200266.334960788,의원,1,0,0,360.74,105,정형외과,,,,0,0,,,0,,,장성튼튼정형외과의원_전라남도장성군장성읍영천리1054-1
365,의원,01_01_02_P,3110000,PHMA120253110032041100012,2025-06-04,,3,폐업,3,폐업,2026-01-31,,,,02-2685-9398,,,서울특별시 은평구 대조동 198-5,"서울특별시 은평구 연서로 220, 2층 (대조동)",3385.0,예맥당한의원,2026-01-30 15:17:33,U,2026-02-04 11:04:37,한의원,192884.947092573,457304.588712296,한의원,1,0,0,118.91,308 307 306 305 304 303 302 301,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,,예맥당한의원_서울특별시은평구대조동198-5
1600,의원,01_01_02_P,3660000,PHMA120253660023041100019,2025-06-04,,1,영업/정상,13,영업중,,,,,042-545-1075,,,,"대전광역시 서구 관저동로 162, 5층 (관저동)",35365.0,치유본한의원,2026-02-06 05:13:22,U,2026-02-08 02:40:00,한의원,230567.799328983,311809.375727421,한의원,3,23,29,798.49,301 302 303 304 305 306 307 308,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,,치유본한의원_
2346,의원,01_01_02_P,3220000,PHMA120253220033041100084,2025-06-02,,1,영업/정상,13,영업중,,,,,02-545-6634,,,서울특별시 강남구 논현동 120 건우빌딩 6층,"서울특별시 강남구 강남대로 548, 건우빌딩 6층 (논현동)",6110.0,미인도의원,2026-02-12 20:43:41,U,2026-02-14 02:40:00,의원,201866.129322499,445424.822097466,의원,2,0,0,234.6,122 114 113 110 108 101,"내과, 성형외과, 산부인과, 이비인후과, 피부과, 가정의학과",,,,0,0,,,0,,,미인도의원_서울특별시강남구논현동120건우빌딩6층
1597,의원,01_01_02_P,3180000,PHMA120253180034041100012,2025-05-29,,1,영업/정상,13,영업중,,,,,02-6951-2777,,,서울특별시 영등포구 당산동4가 80 당산 SK V1 center,"서울특별시 영등포구 당산로41길 11, 당산 SK V1 center west동 118호 (당산동4가)",7217.0,언제든내과의원,2026-02-06 06:43:20,U,2026-02-08 02:40:00,의원,190941.054351896,447628.862085473,의원,5,0,0,152.74,122 114 113 111 101,"내과, 소아청소년과, 이비인후과, 피부과, 가정의학과",,,,0,0,,,0,,,언제든내과의원_서울특별시영등포구당산동4가80당산SKV1center
