"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","축산업무구분명","축산물가공업구분명","축산일련번호","권리주체일련번호","총직원수","주사육업종",
"82","가축사육업","02_04_01_P","5230000","523000003320180218","2018-09-05","","01","영업/정상","0000","정상","","","","","","","","경상북도 예천군 지보면 대죽리 ***","경상북도 예천군 지보면 대죽길 ***-***","36855","예천청계토종닭농장","2026-04-01 17:45:00","U","2026-04-03 02:40:00","","328369.078752888","340634.611854565","가축사육업","","2281","000","0","종계/산란계",
"83","가축사육업","02_04_01_P","5230000","523000003320200032","2020-03-20","","01","영업/정상","0000","정상","","","","","","","","경상북도 예천군 은풍면 오류리 ***","","","다니농원","2026-04-01 17:45:35","U","2026-04-03 02:40:00","","328724.429063463","359411.59375544","가축사육업","","2508","000","0","종계/산란계",
"84","가축사육업","02_04_01_P","4791000","479100003320080235","2008-07-02","","03","폐업","0002","폐업","2014-06-17","","","","","0","579-801","전북특별자치도 부안군 부안읍 내요리 ***","전북특별자치도 부안군 부안읍 석제길 **-**","","정일농장","2026-04-01 15:33:23","U","2026-04-03 02:40:00","","176044.280419982","243060.658753135","가축사육업","","776","000","0","한우",
"85","가축사육업","02_04_01_P","4781000","478100003320130014","2013-09-24","","01","영업/정상","0000","정상","","","","","","","585-811","전북특별자치도 고창군 성내면 옥제리 **-* **-* **-* **-**","전북특별자치도 고창군 성내면 월산대흥길 ***-***","56421","재은목장","2026-04-01 17:26:29","U","2026-04-03 02:40:00","","175538.050262034","224521.638635683","가축사육업","","1116","000","0","젖소",
"86","가축사육업","02_04_01_P","5480000","548000003320210107","2021-11-19","","01","영업/정상","0000","정상","","","","","","","","경상남도 합천군 초계면 원당리 *** , ***-*, ***","경상남도 합천군 초계면 원당*길 **-**","50245","합천 산골 농장","2026-04-01 11:28:32","U","2026-04-03 02:40:00","","311372.584750988","227006.575591763","가축사육업","","2648","L00","0","종계/산란계",
"87","가축사육업","02_04_01_P","4960000","496000003320250029","2025-11-06","","01","영업/정상","0000","정상","","","","","","","","전라남도 함평군 학교면 월호리 *** ***,***","전라남도 함평군 학교면 월호길 ***","57167","영이축산","2026-04-01 15:09:50","U","2026-04-03 02:40:00","","160709.102840189","165392.789161692","가축사육업","","2512","000","0","한우",
"88","가축사육업","02_04_01_P","5480000","548000003320250033","2025-12-22","","01","영업/정상","0000","정상","","","","","","","","경상남도 합천군 삼가면 동리 *-* ,*-*","경상남도 합천군 삼가면 동리어파길 **-**","50219","산중애","2026-04-01 17:40:12","U","2026-04-03 02:40:00","","305866.047364121","214806.533761147","가축사육업","","2829","000","0","종계/산란계",
"89","가축사육업","02_04_01_P","5670000","567000003320050131","2005-08-31","","01","영업/정상","0000","정상","","","","","","0","641-862","경상남도 창원시 의창구 동읍 다호리 **-* (**-*, *-*)","경상남도 창원시 의창구 동읍 동읍로 ***-**","51118","다호영농조합법인","2026-04-01 09:50:31","U","2026-04-03 02:40:00","","352300.275458673","201356.618502646","가축사육업","","131","L00","0","돼지",
"90","가축사육업","02_04_01_P","3570000","357000003320200006","2020-05-25","","01","영업/정상","0000","정상","","","","","","","","인천광역시 강화군 불은면 신현리 **-*","인천광역시 강화군 불은면 강화동로***번길 **","23047","경일농장","2026-04-01 11:27:09","U","2026-04-03 02:40:00","","155399.670095999","462733.836882288","가축사육업","","877","000","0","종계/산란계",
"91","가축사육업","02_04_01_P","4791000","479100003320080009","2008-01-14","","01","영업/정상","0000","정상","","","","2026-03-17","","0","579-871","전북특별자치도 부안군 보안면 남포리 ***-*","전북특별자치도 부안군 보안면 사창길 **","","옛닭농장","2026-04-01 10:11:21","U","2026-04-03 02:40:00","","169384.248197572","237675.934638099","가축사육업","","548","L00","0","육계",
"92","가축사육업","02_04_01_P","4880000","488000003320260006","2026-03-03","","01","영업/정상","0000","정상","","","","","","","","전라남도 고흥군 포두면 송산리 ***","","","전공수","2026-04-01 08:08:57","U","2026-04-03 02:40:00","","233109.428154988","123655.061958191","가축사육업","","3177","000","0","한우",
"93","가축사육업","02_04_01_P","4420000","442000003320200029","2020-08-28","","01","영업/정상","0000","정상","","","","","","","","충청북도 보은군 보은읍 금굴리 ***","충청북도 보은군 보은읍 남부로 ****-**","28956","녹산3농장","2026-04-01 14:18:06","U","2026-04-03 02:40:00","","265399.715063216","327418.936219857","가축사육업","","1329","000","0","한우",
"94","가축사육업","02_04_01_P","4791000","479100003320050098","2016-07-12","","01","영업/정상","0000","정상","","","","","","0","","전북특별자치도 부안군 주산면 사산리 ***-** 외 *필지(***-**, ***-**, ***-**, ***-**)","전북특별자치도 부안군 주산면 사기점길 **","56327","Dj farm's","2026-04-01 13:48:15","U","2026-04-03 02:40:00","","172314.512612595","239669.372282492","가축사육업","","121","000","0","한우",
"95","가축사육업","02_04_01_P","4781000","478100003320080176","2008-08-26","","03","폐업","0002","폐업","2026-03-31","","","","","0","585-934","전북특별자치도 고창군 아산면 목동리 ***","전북특별자치도 고창군 아산면 남촌길 **-*","","해송 농장","2026-04-01 10:43:37","U","2026-04-03 02:40:00","","166162.319183692","213124.265745741","가축사육업","","686","000","0","한우",
"96","가축사육업","02_04_01_P","5680000","568000003320210096","2021-08-30","","01","영업/정상","0000","정상","","","","","","","","충청남도 당진시 우강면 세류리 ***-** ,-*,-**,-**,-**,***번지","충청남도 당진시 우강면 세류골길 ***-** (***-**, ***-*, ***-**)","","대건농장","2026-04-01 16:41:07","U","2026-04-03 02:40:00","","179998.741737362","370572.141605489","가축사육업","","2345","L00","0","종계/산란계",
"97","가축사육업","02_04_01_P","5680000","568000003320210068","2021-05-20","","01","영업/정상","0000","정상","","","","","","","","충청남도 당진시 정미면 승산리 ** 외 *필지, 도산리 ***-* 외 *필지","","","킴스팜","2026-04-01 16:47:37","U","2026-04-03 02:40:00","","160147.210406139","375332.018541154","가축사육업","","2317","000","0","종계/산란계",
"98","가축사육업","02_04_01_P","5110000","511000003320210087","2021-06-07","","01","영업/정상","0000","정상","","","","","","","","경상북도 상주시 낙동면 장곡리 ***-*","","","감꽃농원","2026-04-01 09:47:29","U","2026-04-03 02:40:00","","315391.605432937","318798.985032804","가축사육업","","2518","000","0","한우",
"99","가축사육업","02_04_01_P","5350000","535000003320050136","2005-07-28","","01","영업/정상","0000","정상","","","","","343-1343","0","621-872","경상남도 김해시 한림면 용덕리 ***","경상남도 김해시 한림면 용덕로 ***-**","50853","수조농장","2026-04-01 15:55:06","U","2026-04-03 02:40:00","","366734.268176638","200641.396217235","가축사육업","","211","000","0","한우",
"100","가축사육업","02_04_01_P","5430000","543000003320140009","2014-05-13","","01","영업/정상","0000","정상","","","","","","","668-821","경상남도 남해군 상주면 상주리 ***","","","달구네 흑염소농장","2026-04-01 09:30:37","U","2026-04-03 02:40:00","","290681.653403057","136779.321907351","가축사육업","","590","000","0","염소",
"101","가축사육업","02_04_01_P","5340000","534000003320080027","2008-05-22","","01","영업/정상","0000","정상","","","","","","0","","경상남도 사천시 곤양면 환덕리 **-*","경상남도 사천시 곤양면 고동포로 ***","52508","요라파 목장","2026-04-01 15:20:40","U","2026-04-03 02:40:00","","292285.098973888","173748.856142978","가축사육업","","344","000","0","젖소",
"102","가축사육업","02_04_01_P","5480000","548000003320120002","2012-01-19","","01","영업/정상","0000","정상","","","","","","","678-962","경상남도 합천군 삼가면 동리 **","경상남도 합천군 삼가면 동리어파길 **-**","","애향유정란","2026-04-01 17:28:58","U","2026-04-03 02:40:00","","304639.388912231","214448.85480306","가축사육업","","1933","000","0","종계/산란계",
"103","가축사육업","02_04_01_P","5480000","548000003320140137","2014-11-07","","01","영업/정상","0000","정상","","","","","","","678-962","경상남도 합천군 삼가면 양전리 **-*","경상남도 합천군 삼가면 합천대로 ****-**","50219","이룸농장","2026-04-01 11:12:47","U","2026-04-03 02:40:00","","303981.105693878","215048.496946152","가축사육업","","2236","000","0","종계/산란계",
"104","가축사육업","02_04_01_P","5480000","548000003320160026","2016-11-25","","01","영업/정상","0000","정상","","","","","","","","경상남도 합천군 삼가면 문송리 ****-*","경상남도 합천군 삼가면 문송길 ***-**","50221","뿔당골영농조합법인","2026-04-01 13:02:12","U","2026-04-03 02:40:00","","298895.776375655","217370.504914719","가축사육업","","2311","L00","0","종계/산란계",
"105","가축사육업","02_04_01_P","4910000","491000003320050255","2015-02-17","","01","영업/정상","0000","정상","","","","","","0","","전라남도 장흥군 안양면 해창리 *** , ***-*","","","남영축산","2026-04-01 13:56:27","U","2026-04-03 02:40:00","","198743.27180528","125989.507056893","가축사육업","","338","000","0","한우",
"106","가축사육업","02_04_01_P","5210000","521000003320200017","2020-11-04","","02","휴업","0001","휴업","","2026-03-31","2029-03-30","","","","","경상북도 성주군 초전면 용성리 ***","경상북도 성주군 초전면 용성*길 **-**","40019","박상분 농장","2026-04-01 11:43:36","U","2026-04-03 02:40:00","","314541.835573214","272365.779774679","가축사육업","","907","000","0","한우",
"107","가축사육업","02_04_01_P","5480000","548000003320140097","2014-03-21","","01","영업/정상","0000","정상","","","","","","","678-894","경상남도 합천군 가야면 청현리 **","경상남도 합천군 가야면 매안청현길 ***","50207","개터 두레농장","2026-04-01 11:20:52","U","2026-04-03 02:40:00","","302267.920936241","246573.727573967","가축사육업","","2196","000","0","종계/산란계",
"108","가축사육업","02_04_01_P","5480000","548000003320050198","2005-07-15","","01","영업/정상","0000","정상","","","","","","0","678-971","경상남도 합천군 가회면 함방리 ***-*","","","꿈꾸는 유정란(가수농원)","2026-04-01 11:17:36","U","2026-04-03 02:40:00","","293463.989582042","215119.27732752","가축사육업","","379","000","0","종계/산란계",
"109","가축사육업","02_04_01_P","5480000","548000003320050066","2005-03-28","","01","영업/정상","0000","정상","","","","","","0","","경상남도 합천군 묘산면 화양리 ** , **","경상남도 합천군 묘산면 화양소나무길 **-**","50208","늘푸른농장","2026-04-01 10:32:17","U","2026-04-03 02:40:00","","303078.221821732","243290.425004156","가축사육업","","247","000","0","종계/산란계",
"110","가축사육업","02_04_01_P","4090000","409000003320040037","2004-12-01","","01","영업/정상","0000","정상","","","","","","0","415-881","경기도 김포시 하성면 봉성리 ***-*","","","방글농장","2026-04-01 14:08:32","U","2026-04-03 02:40:00","","168852.325741433","465721.457488899","가축사육업","","39","000","0","종계/산란계",
"111","가축사육업","02_04_01_P","4540000","454000003320230031","2023-12-07","","03","폐업","0002","폐업","2026-04-01","","","","","","","충청남도 논산시 부적면 신교리 **-*","","","임송희 축사","2026-04-01 15:02:49","U","2026-04-03 02:40:00","","213336.14537403","298547.829481127","가축사육업","","1793","000","0","한우",
"112","가축사육업","02_04_01_P","4450000","445000003320160015","2016-06-02","","03","폐업","0002","폐업","2026-03-26","","","","","","365-822","충청북도 진천군 이월면 노원리 **-**","충청북도 진천군 이월면 신당길 **-*","27818","한성농장","2026-04-01 11:12:10","U","2026-04-03 02:40:00","","238311.518062054","379405.73060452","가축사육업","","654","000","0","한우",
"113","가축사육업","02_04_01_P","4450000","445000003320050186","2005-11-29","","01","영업/정상","0000","정상","","","","","031-280-7705","0","365-842","충청북도 진천군 덕산읍 화상리 *** 외 **필지","충청북도 진천군 덕산읍 인석로 ***-**","27856","농업회사법인(주)에버그린 진천지점","2026-04-01 15:46:44","U","2026-04-03 02:40:00","","244219.062426745","375455.398063493","가축사육업","","274","L00","0","종계/산란계",
"114","가축사육업","02_04_01_P","4450000","445000003320040006","2004-05-12","","03","폐업","0002","폐업","2026-03-26","","","","","0","365-811","충청북도 진천군 백곡면 구수리 ***-*","충청북도 진천군 백곡면 백곡로 ***-**","","강윤기농장","2026-04-01 11:09:54","U","2026-04-03 02:40:00","","230073.44085819","375850.292246087","가축사육업","","6","000","0","돼지",
"115","가축사육업","02_04_01_P","4460000","446000003320060021","2006-01-16","","01","영업/정상","0000","정상","","","","","832-9342","0","367-832","충청북도 괴산군 청안면 백봉리 ***","충청북도 괴산군 청안면 질마로 ****-**","","흘미농장","2026-04-01 16:55:06","U","2026-04-03 02:40:00","","263877.060220064","359047.571493153","가축사육업","","283","000","0","종계/산란계",
"116","가축사육업","02_04_01_P","4460000","446000003320050006","2005-01-20","","01","영업/정상","0000","정상","","","","","","0","367-921","충청북도 괴산군 소수면 옥현리 ***","충청북도 괴산군 소수면 원소로 ***","28040","옥현농장","2026-04-01 11:12:18","U","2026-04-03 02:40:00","","261928.623571751","374065.872407897","가축사육업","","92","000","0","종계/산란계",
"117","가축사육업","02_04_01_P","4140000","414000003320210001","2021-01-29","","01","영업/정상","0000","정상","","","","","","","","경기도 연천군 미산면 백석리 **","경기도 연천군 미산면 마유로***번길 ***","11045","풀빛농장","2026-04-01 16:06:16","U","2026-04-03 02:40:00","","197843.377412135","504952.528881507","가축사육업","","1236","000","0","한우",
"118","가축사육업","02_04_01_P","4830000","483000003320230019","2023-11-18","","01","영업/정상","0000","정상","","","","","","","","전라남도 나주시 다도면 암정리 ***","","","염소사","2026-04-01 15:15:34","U","2026-04-03 02:40:00","","183209.762853937","159319.430058242","가축사육업","","3744","000","0","염소",
"119","가축사육업","02_04_01_P","4390000","439000003320260004","2026-04-02","","01","영업/정상","0000","정상","","","","","","","","충청북도 충주시 주덕읍 창전리 ***-*","충청북도 충주시 주덕읍 대창길 ***-**","27463","창전축산","2026-04-02 16:38:26","I","2026-04-04 00:20:02","","268302.554223282","385458.551614861","가축사육업","","1681","000","0","한우",
"120","가축사육업","02_04_01_P","4950000","495000003320260011","2026-04-02","","01","영업/정상","0000","정상","","","","","","","","전라남도 무안군 삼향읍 지산리 ****","전라남도 무안군 삼향읍 지산길 ***-**","58558","가야축산","2026-04-02 09:40:28","I","2026-04-04 00:20:02","","146226.3847214","153135.743331264","가축사육업","","2778","000","0","한우",
"121","가축사육업","02_04_01_P","5150000","515000003320260004","2026-04-02","","01","영업/정상","0000","정상","","","","","","","","경상북도 의성군 단밀면 낙정리 ** , **, **, **-*, **","경상북도 의성군 단밀면 낙정*길 **-***","37375","농업회사법인 유한회사 제일농장","2026-04-02 10:50:52","I","2026-04-04 00:20:02","","319112.797574177","316984.321220861","가축사육업","","1827","L00","0","돼지",
"122","가축사육업","02_04_01_P","4430000","443000003320260006","2026-04-02","","01","영업/정상","0000","정상","","","","","","","","충청북도 옥천군 청산면 인정리 ***-*","","","큰골짜기염소농장","2026-04-02 09:14:19","I","2026-04-04 00:20:02","","272154.208131087","313265.626099201","가축사육업","","1072","000","0","염소",
"123","가축사육업","02_04_01_P","5310000","531000003320260003","2026-04-02","","01","영업/정상","0000","정상","","","","","","","","경상남도 진주시 이반성면 장안리 ***","","","남윤농장","2026-04-02 10:20:48","I","2026-04-04 00:20:02","","322931.02605705","188394.287920563","가축사육업","","967","000","0","염소",
"124","가축사육업","02_04_01_P","5240000","524000003320260003","2026-04-02","","01","영업/정상","0000","정상","","","","","","","","경상북도 봉화군 상운면 운계리 ***","","","청량농장","2026-04-02 17:53:24","I","2026-04-04 00:20:02","","358459.138506688","373230.02548479","가축사육업","","1249","000","0","거위",
"125","가축사육업","02_04_01_P","4930000","493000003320260002","2026-04-02","","01","영업/정상","0000","정상","","","","","","","","전라남도 해남군 해남읍 내사리 ****-*","","","홍근축산","2026-04-02 11:38:24","I","2026-04-04 00:20:02","","157068.057132456","116751.22616283","가축사육업","","2013","000","0","한우",
"126","가축사육업","02_04_01_P","4590000","459000003320260029","2026-04-02","","01","영업/정상","0000","정상","","","","","","","","충청남도 청양군 청남면 왕진리 ***-*","","","왕지목장","2026-04-02 16:27:29","I","2026-04-04 00:20:02","","194890.139216008","313946.585876905","가축사육업","","1920","000","0","육우",
"127","가축사육업","02_04_01_P","4590000","459000003320260030","2026-04-02","","01","영업/정상","0000","정상","","","","","","","","충청남도 청양군 목면 신흥리 ***","","","청계","2026-04-02 16:43:45","I","2026-04-04 00:20:02","","200147.388584432","321598.249164248","가축사육업","","1921","000","0","육계",
"128","가축사육업","02_04_01_P","5470000","547000003320260048","2026-04-01","","01","영업/정상","0000","정상","","","","","","","","경상남도 거창군 남하면 둔마리 **-*","","","없음","2026-04-01 14:34:43","I","2026-04-04 00:20:02","","288306.730671308","245675.036758762","가축사육업","","2422","000","0","염소",
"129","가축사육업","02_04_01_P","5470000","547000003320260049","2026-04-01","","01","영업/정상","0000","정상","","","","","","","","경상남도 거창군 가북면 우혜리 ****","","","없음","2026-04-01 14:44:39","I","2026-04-04 00:20:02","","291065.363036594","251199.681729948","가축사육업","","2423","000","0","염소",
"130","가축사육업","02_04_01_P","5470000","547000003320260050","2026-04-01","","01","영업/정상","0000","정상","","","","","","","","경상남도 거창군 가북면 해평리 ****","","","없음","2026-04-01 14:51:07","I","2026-04-04 00:20:02","","287145.4928099","255687.79789577","가축사육업","","2424","000","0","염소",
"131","가축사육업","02_04_01_P","5470000","547000003320260051","2026-04-01","","01","영업/정상","0000","정상","","","","","","","","경상남도 거창군 주상면 완대리 ***","","","없음","2026-04-01 14:56:39","I","2026-04-04 00:20:02","","279385.743180862","254480.61776325","가축사육업","","2425","000","0","염소",
"132","가축사육업","02_04_01_P","5470000","547000003320260052","2026-04-01","","01","영업/정상","0000","정상","","","","","","","","경상남도 거창군 주상면 거기리 ***","","","없음","2026-04-01 15:26:47","I","2026-04-04 00:20:02","","285366.766473339","249514.992236899","가축사육업","","2426","000","0","염소",
"133","가축사육업","02_04_01_P","5470000","547000003320260053","2026-04-01","","01","영업/정상","0000","정상","","","","","","","","경상남도 거창군 주상면 거기리 ***","","","없음","2026-04-01 15:38:28","I","2026-04-04 00:20:02","","285708.581292191","250677.464493094","가축사육업","","2427","000","0","염소",
"134","가축사육업","02_04_01_P","5470000","547000003320260054","2026-04-01","","01","영업/정상","0000","정상","","","","","","","","경상남도 거창군 남하면 둔마리 ****","","","없음","2026-04-01 15:50:41","I","2026-04-04 00:20:02","","285864.028057573","245731.09899844","가축사육업","","2428","000","0","염소",
"135","가축사육업","02_04_01_P","5470000","547000003320260055","2026-04-01","","01","영업/정상","0000","정상","","","","","","","","경상남도 거창군 남하면 양항리 ***","","","없음","2026-04-01 16:02:09","I","2026-04-04 00:20:02","","286385.99841039","243721.410923272","가축사육업","","2429","000","0","염소",
"136","가축사육업","02_04_01_P","4590000","459000003320080319","2008-07-10","","01","영업/정상","0000","정상","","","","","041-942-9352","0","345-862","충청남도 청양군 목면 송암리 ***","","","이순재농장","2026-04-02 16:45:37","U","2026-04-04 02:40:00","","","","가축사육업","","694","000","0","한우",
"137","가축사육업","02_04_01_P","4721000","472100003320120005","2012-02-13","","01","영업/정상","0000","정상","","","","","","","565-854","전북특별자치도 완주군 이서면 이문리 ***-* (외 *필지)","전북특별자치도 완주군 이서면 금백로 ***-*","55367","기독교농촌개발원","2026-04-02 13:46:29","U","2026-04-04 02:40:00","","199736.225702005","258369.294047074","가축사육업","","1255","L00","0","종계/산란계",
"138","가축사육업","02_04_01_P","5210000","521000003320190002","2019-03-28","","01","영업/정상","0000","정상","","","","","","","","경상북도 성주군 초전면 용봉리 ***-**","경상북도 성주군 초전면 용봉길 **-*","40008","분도축산(성신농장)","2026-04-02 17:42:28","U","2026-04-04 02:40:00","","314580.645409382","279749.523326963","가축사육업","","886","000","0","돼지",
"139","가축사육업","02_04_01_P","5130000","513000003320220008","2022-04-20","","01","영업/정상","0000","정상","","","","","","","","경상북도 경산시 와촌면 대동리 *** , ***, ***, ***-*번지","경상북도 경산시 와촌면 진골길 **-*","38401","OK목장","2026-04-02 17:39:16","U","2026-04-04 02:40:00","","362357.873210055","275973.230531439","가축사육업","","1646","000","0","한우",
"140","가축사육업","02_04_01_P","4500000","450000003320080253","2008-07-15","","01","영업/정상","0000","정상","","","","","","0","314-240","충청남도 공주시 검상동 ***-*","","","충웅","2026-04-02 14:11:09","U","2026-04-04 02:40:00","","205811.622482428","326059.534801068","가축사육업","","1325","000","0","한우",
"141","가축사육업","02_04_01_P","4490000","565000003320140016","2014-05-02","","01","영업/정상","0000","정상","","","","","","","330-893","충청남도 천안시 동남구 성남면 봉양리 ***-* 외 *필지(***-*)","충청남도 천안시 동남구 성남면 봉양*길 ***-**","31249","은하농장","2026-04-02 13:51:04","U","2026-04-04 02:40:00","","222970.017775062","356072.012371186","가축사육업","","1244","000","0","산란육성계",
"142","가축사육업","02_04_01_P","4490000","449000003320080050","2008-07-09","","03","폐업","0002","폐업","2026-04-02","","","","554-9842","0","330-872","충청남도 천안시 동남구 동면 송연리 ***-*","","","경섭목장","2026-04-02 11:23:25","U","2026-04-04 02:40:00","","230646.377764217","362874.912651009","가축사육업","","857","000","0","한우",
"143","가축사육업","02_04_01_P","5680000","463000003320090133","2009-05-19","","03","폐업","0002","폐업","2026-04-02","","","","","0","000-000","충청남도 당진시 정미면 천의리 ***","","","서울농장","2026-04-02 17:22:24","U","2026-04-04 02:40:00","","162095.825036283","375008.623091834","가축사육업","","1347","000","0","염소",
"144","가축사육업","02_04_01_P","4590000","459000003320090042","2009-02-03","","01","영업/정상","0000","정상","","","","","","0","345-852","충청남도 청양군 남양면 봉암리 ***-*","","","신비라농장","2026-04-02 16:07:59","U","2026-04-04 02:40:00","","","","가축사육업","","845","000","0","염소",
"145","가축사육업","02_04_01_P","4520000","452000003320100005","2010-01-28","","01","영업/정상","0000","정상","","","","","","0","","충청남도 아산시 선장면 군덕리 산 ***-*","충청남도 아산시 선장면 아산만로***번길 **-**","31546","쇠판목장","2026-04-02 15:09:27","U","2026-04-04 02:40:00","","188346.518969454","363476.19732278","가축사육업","","1071","000","0","젖소",
"146","가축사육업","02_04_01_P","4050000","405000003320050435","2005-10-31","","01","영업/정상","0000","정상","","","","","","0","449-861","경기도 용인시 처인구 백암면 가좌리 ***","경기도 용인시 처인구 백암면 두창로 ***-**","","현농장","2026-04-02 09:27:09","U","2026-04-04 02:40:00","","230368.024450637","407928.771389883","가축사육업","","482","000","0","젖소",
"147","가축사육업","02_04_01_P","4050000","405000003320050388","2005-10-31","","01","영업/정상","0000","정상","","","","","","0","449-873","경기도 용인시 처인구 원삼면 죽능리 ***","경기도 용인시 처인구 원삼면 어현로 ***-**","","덕인농장","2026-04-02 14:00:03","U","2026-04-04 02:40:00","","226239.388362349","403709.576853709","가축사육업","","435","000","0","돼지",
"148","가축사육업","02_04_01_P","4050000","405000003320050096","2005-10-31","","01","영업/정상","0000","정상","","","","2015-01-26","","0","449-873","경기도 용인시 처인구 원삼면 문촌리 **-*번지외 *필지","경기도 용인시 처인구 원삼면 보개원삼로****번길 ***","","조은농장","2026-04-02 13:16:49","U","2026-04-04 02:40:00","","226843.668372775","405809.326786044","가축사육업","","143","000","0","돼지",
"149","가축사육업","02_04_01_P","4721000","472100003320160012","2016-10-13","","01","영업/정상","0000","정상","","","","","","","","전북특별자치도 완주군 용진읍 구억리 ***-*","","","참조은농장","2026-04-02 13:46:05","U","2026-04-04 02:40:00","","215125.759952872","262838.083790553","가축사육업","","1339","000","0","종계/산란계",
"150","가축사육업","02_04_01_P","4890000","489000003320190006","2019-05-28","","01","영업/정상","0000","정상","","","","","","","","전라남도 보성군 벌교읍 장암리 ****-*","","","오광록농장","2026-04-02 11:13:18","U","2026-04-04 02:40:00","","","","가축사육업","","1359","000","0","한우",
"151","가축사육업","02_04_01_P","5240000","524000003320130346","2013-11-21","","02","휴업","0001","휴업","","2026-03-30","2027-03-29","","672-1220","","755-821","경상북도 봉화군 물야면 북지리 ***-*","경상북도 봉화군 물야면 구산길 **","36206","김석봉농장","2026-04-02 18:01:00","U","2026-04-04 02:40:00","","354602.929717453","381769.052469309","가축사육업","","901","000","0","한우",
"152","가축사육업","02_04_01_P","5110000","511000003320040014","2004-09-13","","01","영업/정상","0000","정상","","","","","054)532-9067","0","742-972","경상북도 상주시 외남면 흔평리 ***-*","경상북도 상주시 외남면 흔평*길 **-**","","모란농장","2026-04-02 20:16:37","U","2026-04-04 02:40:00","","298587.445202511","318888.722880573","가축사육업","","15","000","0","육계",
"153","가축사육업","02_04_01_P","5100000","510000003320050008","2005-01-13","","01","영업/정상","0000","정상","","","","","335-1048","0","770-891","경상북도 영천시 청통면 계지리 ***-*","경상북도 영천시 청통면 거조길 **-*","38868","신선농장","2026-04-01 16:57:58","U","2026-04-04 02:40:00","","362557.247310214","280497.044288757","가축사육업","","16","000","0","종계/산란계",
"154","가축사육업","02_04_01_P","3910000","391000003320050316","2005-05-27","","03","폐업","0002","폐업","2026-04-02","","","","683-8957","0","451-833","경기도 평택시 청북면 어소리 **","경기도 평택시 청북면 어소길 ***-*","","어소목장","2026-04-02 17:31:09","U","2026-04-04 02:40:00","","196140.56285794","395424.81467883","가축사육업","","428","000","0","한우",
"155","가축사육업","02_04_01_P","3830000","383000003320140001","2014-03-27","","03","폐업","0002","폐업","2026-03-26","","","","031-446-4606","","403-803","경기도 안양시 만안구 박달동 ***-*","경기도 안양시 만안구 삼봉로 *** (박달동)","14018","삼봉목장","2026-04-02 14:52:00","U","2026-04-04 02:40:00","","","","가축사육업","","7","000","0","육우",
"156","가축사육업","02_04_01_P","4160000","416000003320190004","2019-06-25","","03","폐업","0002","폐업","2026-04-02","","","","","","","경기도 가평군 가평읍 마장리 ***-*","","","자연농원","2026-04-02 11:28:08","U","2026-04-04 02:40:00","","245373.62836397","485301.391971588","가축사육업","","817","000","0","염소",
"157","가축사육업","02_04_01_P","4751000","475100003320090017","2009-01-09","","01","영업/정상","0000","정상","","","","","","0","597-862","전북특별자치도 장수군 계북면 원촌리 ****","전북특별자치도 장수군 계북면 장무로 ****-**","55600","파파농장","2026-04-02 13:41:04","U","2026-04-04 02:40:00","","257024.877656185","256180.107596003","가축사육업","","2188","000","0","종계/산란계",
"158","가축사육업","02_04_01_P","4701000","470100003320050472","2005-07-28","","01","영업/정상","0000","정상","","","","","","0","590-941","전북특별자치도 남원시 주생면 도산리 ***-* 외 *필지","전북특별자치도 남원시 주생면 상도길 ***","55783","가나안농장","2026-04-02 10:14:08","U","2026-04-04 02:40:00","","224966.814663785","207926.819911763","가축사육업","","498","000","0","한우",
"159","가축사육업","02_04_01_P","4751000","475100003320110030","2011-08-03","","01","영업/정상","0000","정상","","","","","","","597-841","전북특별자치도 장수군 장계면 금덕리 ***","전북특별자치도 장수군 장계면 금남로 ***-**","","생담원농장","2026-04-02 13:40:29","U","2026-04-04 02:40:00","","253018.621662223","250247.451416075","가축사육업","","2355","000","0","종계/산란계",
"160","가축사육업","02_04_01_P","4331000","433000003320130004","2013-06-20","","01","영업/정상","0000","정상","","","","","","","252-804","강원특별자치도 인제군 인제읍 귀둔리 ***-**","","","웅이 농장","2026-04-02 15:03:49","U","2026-04-04 02:40:00","","321894.755146134","503723.689300266","가축사육업","","209","000","0","한우",
"161","가축사육업","02_04_01_P","4251000","425000003320140141","2014-02-15","","01","영업/정상","0000","정상","","","","","","","250-893","강원특별자치도 홍천군 영귀미면 속초리 **-*","강원특별자치도 홍천군 영귀미면 공작산로 ***-*","25154","형록농장","2026-04-02 10:46:39","U","2026-04-04 02:40:00","","286505.453806274","463848.008772266","가축사육업","","1283","000","0","한우",
"162","가축사육업","02_04_01_P","5190000","519000003320050044","2005-05-04","","01","영업/정상","0000","정상","","","","","","0","714-806","경상북도 청도군 청도읍 덕암리 *** ***","","","황곤농장","2026-04-01 17:54:31","U","2026-04-04 02:40:00","","358441.802176526","244438.72972557","가축사육업","","168","000","0","한우",
