번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),비상시설위치,시설구분명,시설명건물명,해제일자,Unnamed: 32,record_key
456,민방위급수시설,11_46_01_P,4641000,4661000-E202000006,2020-11-11,,1,영업/정상,18,사용중,,,,,,400.0,,전북특별자치도 전주시 덕진구 덕진동1가 73-48 전주동물원,"전북특별자치도 전주시 덕진구 소리로 68, 전주동물원 (덕진동1가)",54901,동물원(남문),2026-02-11 15:33:46,U,2026-02-13 02:40:00,,212994.275937667,261749.87067105,전북특별자치도 전주시 덕진구 덕진동1가 73-48 전주동물원,공공용시설,동물원(남문),,,동물원(남문)_전북특별자치도전주시덕진구덕진동1가73-48전주동물원
50,민방위급수시설,11_46_01_P,4000000,4000000-E202000015,2020-09-25,,1,영업/정상,18,사용중,,,,,,290.0,,경기도 오산시 외삼미동 493-1 대원화성(주),"경기도 오산시 경기대로 868-14, 대원화성(주) (외삼미동)",18111,대원화성(주)[식당],2020-09-25 13:29:30,D,2026-02-03 02:30:00,,203930.338319722,410352.15537262,경기도 오산시 외삼미동 493-1 대원화성(주),공공용시설,대원화성(주)[식당],,,대원화성(주)[식당]_경기도오산시외삼미동493-1대원화성(주)
275,민방위급수시설,11_46_01_P,4440000,4440000-E202000001,2020-09-22,,1,영업/정상,18,사용중,,,,,,110.0,,충청북도 영동군 황간면 남성리 544번지 5호,충청북도 영동군 황간면 남성2길 29-1,29115,남성근린공원,2026-01-30 18:21:30,U,2026-02-04 11:04:37,,281869.832138996,303519.33210577,충청북도 영동군 황간면 남성리 544번지 5호,지자체시설,남성근린공원,,,남성근린공원_충청북도영동군황간면남성리544번지5호
42,민방위급수시설,11_46_01_P,4000000,4000000-E202000002,2020-08-26,,1,영업/정상,18,사용중,,,,,,374.0,,경기도 오산시 외삼미동 493-1 대원화성(주),"경기도 오산시 경기대로 868-14, 대원화성(주) (외삼미동)",18111,대원화성(주)[외삼미동 493-2] - 생활용수,2020-08-26 15:39:55,D,2026-02-03 02:30:00,,203930.338319722,410352.15537262,경기도 오산시 외삼미동 493-1 대원화성(주),공공용시설,대원화성(주)[외삼미동 493-2] - 생활용수,,,대원화성(주)[외삼미동493-2]-생활용수_경기도오산시외삼미동493-1대원화성(주)
345,민방위급수시설,11_46_01_P,4691000,4691000-E202000001,2020-07-27,,1,영업/정상,18,사용중,,,,,,939.0,,전북특별자치도 정읍시 신정동 1632,전북특별자치도 정읍시 첨단과학로 476 (신정동),56211,내장산골프리조트,2026-02-04 13:32:04,U,2026-02-06 02:40:00,,187819.981038527,222555.762062029,전북특별자치도 정읍시 신정동 1632,공공용시설,내장산골프리조트,,,내장산골프리조트_전북특별자치도정읍시신정동1632
170,민방위급수시설,11_46_01_P,5530000,5740000-E202000069,2020-01-22,,1,영업/정상,18,사용중,,,,,,80.0,,경기도 화성시 만세구 우정읍 화산리 45번지 11호,경기도 화성시 만세구 우정읍 한말길 38-6,18569,(주)아성프라텍,2026-02-01 09:45:07,U,2026-02-04 01:35:23,,182236.518675701,396446.169793622,경기도 화성시 만세구 우정읍 화산리 45번지 11호,공공용시설,(주)아성프라텍,,,(주)아성프라텍_경기도화성시만세구우정읍화산리45번지11호
104,민방위급수시설,11_46_01_P,5530000,5740000-E202000058,2020-01-22,2023-11-10,4,취소/말소/만료/정지/중지,19,사용중지,2023-11-10,,,,,65.0,,경기도 화성시 만세구 남양읍 북양리 362번지 2호,경기도 화성시 만세구 남양읍 주석로 62-4,18255,(주)정우이엔지,2026-02-01 09:45:07,U,2026-02-04 01:35:23,,185603.287806797,412812.540786511,경기도 화성시 만세구 남양읍 북양리 362번지 2호,공공용시설,(주)정우이엔지,20231110.0,,(주)정우이엔지_경기도화성시만세구남양읍북양리362번지2호
209,민방위급수시설,11_46_01_P,5530000,5740000-E202000031,2020-01-22,,1,영업/정상,18,사용중,,,,,,66.0,,경기도 화성시 만세구 송산면 용포리 231번지 49호,경기도 화성시 만세구 송산면 용포로150번길 59-26,18548,송산면 용포리231-49(이**),2026-02-01 09:45:07,U,2026-02-04 01:35:23,,177956.613512297,414034.430723774,경기도 화성시 만세구 송산면 용포리 231번지 49호,공공용시설,송산면 용포리231-49(이**),,,송산면용포리231-49(이**)_경기도화성시만세구송산면용포리231번지49호
167,민방위급수시설,11_46_01_P,5530000,5740000-E202000066,2020-01-22,,1,영업/정상,18,사용중,,,,,,132.0,,경기도 화성시 만세구 우정읍 조암리 753번지 8호,경기도 화성시 만세구 우정읍 포승향남로 1454,18563,우정읍 조암리753-8(김**),2026-02-01 09:45:07,U,2026-02-04 01:35:23,,182028.145672638,397230.193106239,경기도 화성시 만세구 우정읍 조암리 753번지 8호,공공용시설,우정읍 조암리753-8(김**),,,우정읍조암리753-8(김**)_경기도화성시만세구우정읍조암리753번지8호
208,민방위급수시설,11_46_01_P,5530000,5740000-E202000030,2020-01-22,2023-11-30,4,취소/말소/만료/정지/중지,19,사용중지,2023-11-30,,,,,50.0,,경기도 화성시 만세구 송산면 삼존리 산 56번지 산68,경기도 화성시 만세구 송산면 송산동로 132-61,18549,삼존리 산68(이**),2026-02-01 09:45:07,U,2026-02-04 01:35:23,,177452.515844894,413339.773816386,경기도 화성시 만세구 송산면 삼존리 산 56번지 산68,공공용시설,삼존리 산68(이**),20231130.0,,삼존리산68(이**)_경기도화성시만세구송산면삼존리산56번지산68
168,민방위급수시설,11_46_01_P,5530000,5740000-E202000067,2020-01-22,,1,영업/정상,18,사용중,,,,,,73.0,,경기도 화성시 만세구 우정읍 주곡리 192번지 1호,경기도 화성시 만세구 우정읍 매바위로165번길 32,18559,(주)메르코,2026-02-01 09:45:07,U,2026-02-04 01:35:23,,183013.465855292,403127.131238816,경기도 화성시 만세구 우정읍 주곡리 192번지 1호,공공용시설,(주)메르코,,,(주)메르코_경기도화성시만세구우정읍주곡리192번지1호
102,민방위급수시설,11_46_01_P,5530000,5740000-E202000042,2020-01-22,2025-07-18,4,취소/말소/만료/정지/중지,19,사용중지,2025-07-18,,,,,410.0,,경기도 화성시 만세구 팔탄면 화당리 256번지 5호 발안컨트리클럽,"경기도 화성시 만세구 팔탄면 3.1만세로 641-28, 발안컨트리클럽",18578,발안컨트리클럽,2026-02-01 09:45:07,U,2026-02-03 02:40:00,,,,경기도 화성시 만세구 팔탄면 화당리 256번지 5호 발안컨트리클럽,공공용시설,발안컨트리클럽,20250718.0,,발안컨트리클럽_경기도화성시만세구팔탄면화당리256번지5호발안컨트리클럽
194,민방위급수시설,11_46_01_P,5530000,5740000-E202000039,2020-01-22,,1,영업/정상,18,사용중,,,,,,53.0,,경기도 화성시 만세구 송산면 육일리 389번지 3호,경기도 화성시 만세구 송산면 화성로 300-29,18552,(주)대승공업,2026-02-01 09:45:07,U,2026-02-04 01:35:23,,175745.48307821,411314.846034253,경기도 화성시 만세구 송산면 육일리 389번지 3호,공공용시설,(주)대승공업,,,(주)대승공업_경기도화성시만세구송산면육일리389번지3호
106,민방위급수시설,11_46_01_P,5530000,5740000-E202000059,2020-01-22,,1,영업/정상,18,사용중,,,,,,60.0,,경기도 화성시 만세구 송산면 고포리 324번지 28호,경기도 화성시 만세구 송산면 송산포도로820번길 150,18545,송산면 고포리324-28(민**),2026-02-01 09:45:07,U,2026-02-04 01:35:23,,171816.192124526,416037.70899277,경기도 화성시 만세구 송산면 고포리 324번지 28호,공공용시설,송산면 고포리324-28(민**),,,송산면고포리324-28(민**)_경기도화성시만세구송산면고포리324번지28호
193,민방위급수시설,11_46_01_P,5530000,5740000-E202000038,2020-01-22,,1,영업/정상,18,사용중,,,,,,60.0,,경기도 화성시 만세구 송산면 지화리 663번지 10호,경기도 화성시 만세구 송산면 송산서로420번길 101-77,18545,대광산업,2026-02-01 09:45:07,U,2026-02-04 01:35:23,,170822.270529827,411478.455232088,경기도 화성시 만세구 송산면 지화리 663번지 10호,공공용시설,대광산업,,,대광산업_경기도화성시만세구송산면지화리663번지10호
169,민방위급수시설,11_46_01_P,5530000,5740000-E202000068,2020-01-22,,1,영업/정상,18,사용중,,,,,,70.0,,경기도 화성시 만세구 우정읍 화산리 120번지 8호,경기도 화성시 만세구 우정읍 포승향남로 1380-44,18569,우정읍 화산리120-8(김**),2026-02-01 09:45:07,U,2026-02-04 01:35:23,,182376.90524424,396724.213934055,경기도 화성시 만세구 우정읍 화산리 120번지 8호,공공용시설,우정읍 화산리120-8(김**),,,우정읍화산리120-8(김**)_경기도화성시만세구우정읍화산리120번지8호
191,민방위급수시설,11_46_01_P,5530000,5740000-E202000036,2020-01-22,,1,영업/정상,18,사용중,,,,,,65.0,,경기도 화성시 만세구 송산면 중송리 103번지 18호,경기도 화성시 만세구 송산면 송산포도로 331,18545,삼성종합가스,2026-02-01 09:45:07,U,2026-02-04 01:35:23,,174461.912384182,413077.886858012,경기도 화성시 만세구 송산면 중송리 103번지 18호,공공용시설,삼성종합가스,,,삼성종합가스_경기도화성시만세구송산면중송리103번지18호
210,민방위급수시설,11_46_01_P,5530000,5740000-E202000032,2020-01-22,,1,영업/정상,18,사용중,,,,,,65.0,,경기도 화성시 만세구 송산면 육일리 388번지 1호,경기도 화성시 만세구 송산면 화성로 300-17,18552,선경건설,2026-02-01 09:45:07,U,2026-02-04 01:35:23,,175673.407111096,411298.307883836,경기도 화성시 만세구 송산면 육일리 388번지 1호,공공용시설,선경건설,,,선경건설_경기도화성시만세구송산면육일리388번지1호
189,민방위급수시설,11_46_01_P,5530000,5740000-E202000034,2020-01-22,,1,영업/정상,18,사용중,,,,,,60.0,,경기도 화성시 만세구 송산면 육일리 76번지 26호 74-16,경기도 화성시 만세구 송산면 당성로 520-12,18552,동인테크,2026-02-01 09:45:07,U,2026-02-04 01:35:23,,175040.083429695,411727.868151133,경기도 화성시 만세구 송산면 육일리 76번지 26호 74-16,공공용시설,동인테크,,,동인테크_경기도화성시만세구송산면육일리76번지26호74-16
105,민방위급수시설,11_46_01_P,5530000,5760000-E202000057,2020-01-22,,1,영업/정상,18,사용중,,,,,,77.0,,경기도 화성시 병점구 안녕동 178번지 88호 현대세탁,"경기도 화성시 병점구 안녕남로58번길 13-9, 현대세탁 (안녕동)",18363,현대엠케이산업,2026-02-01 09:45:07,U,2026-02-04 01:35:23,,199105.587608233,410489.425678884,경기도 화성시 병점구 안녕동 178번지 88호 현대세탁,공공용시설,현대엠케이산업,,,현대엠케이산업_경기도화성시병점구안녕동178번지88호현대세탁
190,민방위급수시설,11_46_01_P,5530000,5740000-E202000035,2020-01-22,,1,영업/정상,18,사용중,,,,,,55.0,,경기도 화성시 만세구 송산면 중송리 103번지 13호,경기도 화성시 만세구 송산면 송산포도로 343,18545,진진산업가스,2026-02-01 09:45:07,U,2026-02-04 01:35:23,,174408.271126289,413132.084111272,경기도 화성시 만세구 송산면 중송리 103번지 13호,공공용시설,진진산업가스,,,진진산업가스_경기도화성시만세구송산면중송리103번지13호
207,민방위급수시설,11_46_01_P,5530000,5740000-E202000029,2020-01-22,,1,영업/정상,18,사용중,,,,,,50.0,,경기도 화성시 만세구 송산면 사강리 321번지 2호,경기도 화성시 만세구 송산면 송산포도로 209-11,18551,송산면 사강리321-2(최**),2026-02-01 09:45:07,U,2026-02-04 01:35:23,,175527.64837518,412637.365960509,경기도 화성시 만세구 송산면 사강리 321번지 2호,공공용시설,송산면 사강리321-2(최**),,,송산면사강리321-2(최**)_경기도화성시만세구송산면사강리321번지2호
211,민방위급수시설,11_46_01_P,5530000,5740000-E202000033,2020-01-22,,1,영업/정상,18,사용중,,,,,,60.0,,경기도 화성시 만세구 송산면 육일리 409번지 5호 가야정밀,"경기도 화성시 만세구 송산면 화성로 300-20, 가야정밀",18552,가야정밀,2026-02-01 09:45:07,U,2026-02-04 01:35:23,,175721.084685701,411241.456427651,경기도 화성시 만세구 송산면 육일리 409번지 5호 가야정밀,공공용시설,가야정밀,,,가야정밀_경기도화성시만세구송산면육일리409번지5호가야정밀
245,민방위급수시설,11_46_01_P,5530000,5750000-E202000047,2020-01-22,,1,영업/정상,18,사용중,,,,,,53.0,,경기도 화성시 효행구 봉담읍 왕림리 549번지 1호,경기도 화성시 효행구 봉담읍 생수길 94,18332,봉담읍 왕림리 549-1(김**),2026-02-01 09:45:07,U,2026-02-04 01:35:23,,195212.86578222,410114.292322122,경기도 화성시 효행구 봉담읍 왕림리 549번지 1호,공공용시설,봉담읍 왕림리 549-1(김**),,,봉담읍왕림리549-1(김**)_경기도화성시효행구봉담읍왕림리549번지1호
252,민방위급수시설,11_46_01_P,5530000,5760000-E202000054,2020-01-22,,1,영업/정상,18,사용중,,,,,,55.0,,경기도 화성시 병점구 안녕동 157번지 74호,경기도 화성시 병점구 안녕남로 99 (안녕동),18364,안녕동15-74(문**),2026-02-01 09:45:07,U,2026-02-04 01:35:23,,199451.189544138,410689.713039056,경기도 화성시 병점구 안녕동 157번지 74호,공공용시설,안녕동15-74(문**),,,안녕동15-74(문**)_경기도화성시병점구안녕동157번지74호
251,민방위급수시설,11_46_01_P,5530000,5760000-E202000053,2020-01-22,,1,영업/정상,18,사용중,,,,,,60.0,,경기도 화성시 병점구 안녕동 188번지 508호,경기도 화성시 병점구 효행로 466 (안녕동),18324,효행로466(김**),2026-02-01 09:45:07,U,2026-02-04 01:35:23,,198637.187147432,411975.253921772,경기도 화성시 병점구 안녕동 188번지 508호,공공용시설,효행로466(김**),,,효행로466(김**)_경기도화성시병점구안녕동188번지508호
250,민방위급수시설,11_46_01_P,5530000,5760000-E202000052,2020-01-22,,1,영업/정상,18,사용중,,,,,,80.0,,경기도 화성시 병점구 안녕동 183번지 11호,경기도 화성시 병점구 안녕남로8번길 17-10 (안녕동),18363,(주)링크텍,2026-02-01 09:45:07,U,2026-02-04 01:35:23,,198567.021833638,410498.059515714,경기도 화성시 병점구 안녕동 183번지 11호,공공용시설,(주)링크텍,,,(주)링크텍_경기도화성시병점구안녕동183번지11호
249,민방위급수시설,11_46_01_P,5530000,5740000-E202000051,2020-01-22,,1,영업/정상,18,사용중,,,,,,65.0,,경기도 화성시 만세구 송산면 중송리 64번지 10호,경기도 화성시 만세구 송산면 송산포도로374번길 12-52,18545,신진산업,2026-02-01 09:45:07,U,2026-02-04 01:35:23,,174654.437328549,413517.133308402,경기도 화성시 만세구 송산면 중송리 64번지 10호,공공용시설,신진산업,,,신진산업_경기도화성시만세구송산면중송리64번지10호
248,민방위급수시설,11_46_01_P,5530000,5750000-E202000050,2020-01-22,2023-09-12,4,취소/말소/만료/정지/중지,19,사용중지,2023-09-12,,,,,50.0,,경기도 화성시 효행구 봉담읍 덕우리 186번지 3호,경기도 화성시 효행구 봉담읍 덕우공단2길 37,18336,미래씨앤에이치,2026-02-01 09:45:07,U,2026-02-04 01:35:23,,192618.328903666,406123.2603407,경기도 화성시 효행구 봉담읍 덕우리 186번지 3호,공공용시설,미래씨앤에이치,20230912.0,,미래씨앤에이치_경기도화성시효행구봉담읍덕우리186번지3호
247,민방위급수시설,11_46_01_P,5530000,5750000-E202000049,2020-01-22,,1,영업/정상,18,사용중,,,,,,60.0,,경기도 화성시 효행구 봉담읍 덕우리 185번지 2호,경기도 화성시 효행구 봉담읍 덕우공단2길 21-5,18336,우리엠텍,2026-02-01 09:45:07,U,2026-02-04 01:35:23,,192669.606049048,406247.824723319,경기도 화성시 효행구 봉담읍 덕우리 185번지 2호,공공용시설,우리엠텍,,,우리엠텍_경기도화성시효행구봉담읍덕우리185번지2호
246,민방위급수시설,11_46_01_P,5530000,5750000-E202000048,2020-01-22,,1,영업/정상,18,사용중,,,,,,53.0,,경기도 화성시 효행구 봉담읍 왕림리 618번지 12호,경기도 화성시 효행구 봉담읍 왕림2길 19-1,18332,봉담읍 왕림리618-12(박**),2026-02-01 09:45:07,U,2026-02-04 01:35:23,,194253.483612163,409516.603914232,경기도 화성시 효행구 봉담읍 왕림리 618번지 12호,공공용시설,봉담읍 왕림리618-12(박**),,,봉담읍왕림리618-12(박**)_경기도화성시효행구봉담읍왕림리618번지12호
244,민방위급수시설,11_46_01_P,5530000,5750000-E202000046,2020-01-22,,1,영업/정상,18,사용중,,,,,,85.0,,경기도 화성시 효행구 봉담읍 왕림리 497번지,경기도 화성시 효행구 봉담읍 왕림1길 19,18332,봉담읍 왕림리(유**),2026-02-01 09:45:07,U,2026-02-04 01:35:23,,194311.80848566,409808.502688552,경기도 화성시 효행구 봉담읍 왕림리 497번지,공공용시설,봉담읍 왕림리(유**),,,봉담읍왕림리(유**)_경기도화성시효행구봉담읍왕림리497번지
165,민방위급수시설,11_46_01_P,5530000,5740000-E202000064,2020-01-22,,1,영업/정상,18,사용중,,,,,,66.0,,경기도 화성시 만세구 우정읍 이화리 459번지 4호,경기도 화성시 만세구 우정읍 포승향남로 1106,18573,우정읍 이화리459-4(원더우먼주유소),2026-02-01 09:45:07,U,2026-02-04 01:35:23,,181965.054744178,393838.339456384,경기도 화성시 만세구 우정읍 이화리 459번지 4호,공공용시설,우정읍 이화리459-4(원더우먼주유소),,,우정읍이화리459-4(원더우먼주유소)_경기도화성시만세구우정읍이화리459번지4호
243,민방위급수시설,11_46_01_P,5530000,5750000-E202000045,2020-01-22,2023-11-13,4,취소/말소/만료/정지/중지,19,사용중지,2023-11-13,,,,,54.0,,경기도 화성시 효행구 봉담읍 상리 250번지,경기도 화성시 효행구 봉담읍 삼봉길24번길 39,18295,봉담읍 상리250(전**),2026-02-01 09:45:07,U,2026-02-04 01:35:23,,194025.159849455,413729.960683558,경기도 화성시 효행구 봉담읍 상리 250번지,공공용시설,봉담읍 상리250(전**),20231113.0,,봉담읍상리250(전**)_경기도화성시효행구봉담읍상리250번지
242,민방위급수시설,11_46_01_P,5530000,5750000-E202000044,2020-01-22,,1,영업/정상,18,사용중,,,,,,450.0,,경기도 화성시 효행구 봉담읍 동화리 139번지 1호 화성공구유통밸리,"경기도 화성시 효행구 봉담읍 와우안길 109, 화성공구유통밸리",18298,화성공구유통밸리,2026-02-01 09:45:07,U,2026-02-04 01:35:23,,197607.132367783,413349.198055201,경기도 화성시 효행구 봉담읍 동화리 139번지 1호 화성공구유통밸리,공공용시설,화성공구유통밸리,,,화성공구유통밸리_경기도화성시효행구봉담읍동화리139번지1호화성공구유통밸리
241,민방위급수시설,11_46_01_P,5530000,5740000-E202000043,2020-01-22,2023-09-07,4,취소/말소/만료/정지/중지,19,사용중지,2023-09-07,,,,,65.0,,경기도 화성시 만세구 송산면 고포리 633번지 11호,경기도 화성시 만세구 송산면 구레골길 11,18545,삼흥산업개발(주),2026-02-01 09:45:07,U,2026-02-04 01:35:23,,171681.937322485,414748.488224409,경기도 화성시 만세구 송산면 고포리 633번지 11호,공공용시설,삼흥산업개발(주),20230907.0,,삼흥산업개발(주)_경기도화성시만세구송산면고포리633번지11호
240,민방위급수시설,11_46_01_P,5530000,5740000-E202000041,2020-01-22,2023-09-07,4,취소/말소/만료/정지/중지,19,사용중지,2023-09-07,,,,,64.0,,경기도 화성시 만세구 송산면 고포리 696번지 19호,경기도 화성시 만세구 송산면 송산포도로891번길 107,18545,송산면 고포리696-27(정**),2026-02-01 09:45:07,U,2026-02-04 01:35:23,,170549.314055678,414417.599884786,경기도 화성시 만세구 송산면 고포리 696번지 19호,공공용시설,송산면 고포리696-27(정**),20230907.0,,송산면고포리696-27(정**)_경기도화성시만세구송산면고포리696번지19호
237,민방위급수시설,11_46_01_P,5530000,5760000-E202000056,2020-01-22,,1,영업/정상,18,사용중,,,,,,72.0,,경기도 화성시 병점구 안녕동 71번지 519호,경기도 화성시 병점구 효행로854번길 214 (안녕동),18366,안녕동71-518(박**),2026-02-01 09:45:07,U,2026-02-04 01:35:23,,200894.465402748,410562.983359303,경기도 화성시 병점구 안녕동 71번지 519호,공공용시설,안녕동71-518(박**),,,안녕동71-518(박**)_경기도화성시병점구안녕동71번지519호
236,민방위급수시설,11_46_01_P,5530000,5760000-E202000055,2020-01-22,2023-11-27,4,취소/말소/만료/정지/중지,19,사용중지,2023-11-27,,,,,60.0,,경기도 화성시 병점구 안녕동 170번지 11호,경기도 화성시 병점구 효행로 566 (안녕동),18325,효행로556(장**),2026-02-01 09:45:07,U,2026-02-04 01:35:23,,199446.723026552,411432.572991047,경기도 화성시 병점구 안녕동 170번지 11호,공공용시설,효행로556(장**),20231127.0,,효행로556(장**)_경기도화성시병점구안녕동170번지11호
81,민방위급수시설,11_46_01_P,5530000,5740000-E202000040,2020-01-22,2023-09-07,4,취소/말소/만료/정지/중지,19,사용중지,2023-09-07,,,,,50.0,,경기도 화성시 만세구 송산면 고포리 산 52번지 1호,경기도 화성시 만세구 송산면 고포길 97-9,18545,한국농어촌공사(고포리 산 41-17),2026-02-01 09:45:07,U,2026-02-03 02:40:00,,,,경기도 화성시 만세구 송산면 고포리 산 52번지 1호,공공용시설,한국농어촌공사(고포리 산 41-17),20230907.0,,한국농어촌공사(고포리산41-17)_경기도화성시만세구송산면고포리산52번지1호
166,민방위급수시설,11_46_01_P,5530000,5740000-E202000065,2020-01-22,2023-11-28,4,취소/말소/만료/정지/중지,19,사용중지,2023-11-28,,,,,55.0,,경기도 화성시 만세구 우정읍 조암리 250번지 14호 세진산업(주),"경기도 화성시 만세구 우정읍 버들로 77-29, 세진산업(주)",18563,더보텍(주),2026-02-01 09:45:07,U,2026-02-04 01:35:23,,182698.769622277,397276.264049803,경기도 화성시 만세구 우정읍 조암리 250번지 14호 세진산업(주),공공용시설,더보텍(주),20231128.0,,더보텍(주)_경기도화성시만세구우정읍조암리250번지14호세진산업(주)
192,민방위급수시설,11_46_01_P,5530000,5740000-E202000037,2020-01-22,,1,영업/정상,18,사용중,,,,,,54.0,,경기도 화성시 만세구 송산면 중송리 472번지 3호 서진문화인쇄,"경기도 화성시 만세구 송산면 송산포도로307번길 8-9, 서진문화인쇄",18551,삼광정밀,2026-02-01 09:45:07,U,2026-02-04 01:35:23,,174573.354319973,412770.361159779,경기도 화성시 만세구 송산면 중송리 472번지 3호 서진문화인쇄,공공용시설,삼광정밀,,,삼광정밀_경기도화성시만세구송산면중송리472번지3호서진문화인쇄
164,민방위급수시설,11_46_01_P,5530000,5740000-E202000063,2020-01-22,,1,영업/정상,18,사용중,,,,,,64.0,,경기도 화성시 만세구 우정읍 이화리 384번지 9호,경기도 화성시 만세구 우정읍 포승향남로 1132-20,18573,(주)누리하이테크,2026-02-01 09:45:07,U,2026-02-04 01:35:23,,181987.007000394,394060.318928308,경기도 화성시 만세구 우정읍 이화리 384번지 9호,공공용시설,(주)누리하이테크,,,(주)누리하이테크_경기도화성시만세구우정읍이화리384번지9호
163,민방위급수시설,11_46_01_P,5530000,5740000-E202000062,2020-01-22,,1,영업/정상,18,사용중,,,,,,55.0,,경기도 화성시 만세구 우정읍 원안리 22-11,경기도 화성시 만세구 우정읍 버들로 589,18558,강호자원주식회사(원단리22-6),2026-02-01 09:45:07,U,2026-02-04 01:35:23,,181549.985750967,399917.487434371,경기도 화성시 만세구 우정읍 원안리 22-11,공공용시설,강호자원주식회사(원단리22-6),,,강호자원주식회사(원단리22-6)_경기도화성시만세구우정읍원안리22-11
152,민방위급수시설,11_46_01_P,5530000,5740000-E202000027,2020-01-22,,1,영업/정상,18,사용중,,,,,,53.0,,경기도 화성시 만세구 송산면 마산리 679번지 2호,경기도 화성시 만세구 송산면 송산서로 57,18545,송산면 마산리679-2(권**),2026-02-01 09:45:07,U,2026-02-04 01:35:23,,173558.898037746,414234.354238749,경기도 화성시 만세구 송산면 마산리 679번지 2호,공공용시설,송산면 마산리679-2(권**),,,송산면마산리679-2(권**)_경기도화성시만세구송산면마산리679번지2호
151,민방위급수시설,11_46_01_P,5530000,5740000-E202000026,2020-01-22,,1,영업/정상,18,사용중,,,,,,53.0,,경기도 화성시 만세구 송산면 마산리 17번지 17-1,경기도 화성시 만세구 송산면 마산길117번길 75,18545,송산면 마산리17-1(최**),2026-02-01 09:45:07,U,2026-02-04 01:35:23,,172949.989537593,415167.401783729,경기도 화성시 만세구 송산면 마산리 17번지 17-1,공공용시설,송산면 마산리17-1(최**),,,송산면마산리17-1(최**)_경기도화성시만세구송산면마산리17번지17-1
150,민방위급수시설,11_46_01_P,5530000,5740000-E202000025,2020-01-22,,1,영업/정상,18,사용중,,,,,,60.0,,경기도 화성시 만세구 송산면 마산리 1번지 2호,경기도 화성시 만세구 송산면 송산로467번길 73,18545,송산면마산리1-2(이**),2026-02-01 09:45:07,U,2026-02-04 01:35:23,,173215.391524072,414933.014065296,경기도 화성시 만세구 송산면 마산리 1번지 2호,공공용시설,송산면마산리1-2(이**),,,송산면마산리1-2(이**)_경기도화성시만세구송산면마산리1번지2호
137,민방위급수시설,11_46_01_P,5530000,5750000-E202000009,2020-01-22,2024-07-10,4,취소/말소/만료/정지/중지,19,사용중지,2024-07-10,,,,,67.0,,경기도 화성시 효행구 기안동 21번지 64호 21-68,경기도 화성시 효행구 배양남길50번길 18 (기안동),18341,기안동21-68,2026-02-01 09:45:07,U,2026-02-04 01:35:23,,198986.535988058,413592.855527442,경기도 화성시 효행구 기안동 21번지 64호 21-68,공공용시설,기안동21-68,20240710.0,,기안동21-68_경기도화성시효행구기안동21번지64호21-68
123,민방위급수시설,11_46_01_P,5530000,5740000-E202000074,2020-01-22,,1,영업/정상,18,사용중,,,,,,55.0,,경기도 화성시 만세구 송산면 중송리 10번지 67호 10-69,경기도 화성시 만세구 송산면 송산포도로420번길 37-32,18545,송산면 중송리 10-69(이**),2026-02-01 09:45:07,U,2026-02-04 01:35:23,,173758.107237342,413960.583117715,경기도 화성시 만세구 송산면 중송리 10번지 67호 10-69,공공용시설,송산면 중송리 10-69(이**),,,송산면중송리10-69(이**)_경기도화성시만세구송산면중송리10번지67호10-69
148,민방위급수시설,11_46_01_P,5530000,5740000-E202000023,2020-01-22,,1,영업/정상,18,사용중,,,,,,55.0,,경기도 화성시 만세구 송산면 마산리 513번지 2호,경기도 화성시 만세구 송산면 이봉산동길 28-20,18545,송산면 마산리513-1 (윤**),2026-02-01 09:45:07,U,2026-02-04 01:35:23,,172908.625633517,414093.026124298,경기도 화성시 만세구 송산면 마산리 513번지 2호,공공용시설,송산면 마산리513-1 (윤**),,,송산면마산리513-1(윤**)_경기도화성시만세구송산면마산리513번지2호
147,민방위급수시설,11_46_01_P,5530000,5740000-E202000022,2020-01-22,,1,영업/정상,18,사용중,,,,,,60.0,,경기도 화성시 만세구 송산면 고포리 114번지,경기도 화성시 만세구 송산면 마산포길 40-5,18545,송산면 고포리114(손**),2026-02-01 09:45:07,U,2026-02-04 01:35:23,,170645.999155598,415415.10724828,경기도 화성시 만세구 송산면 고포리 114번지,공공용시설,송산면 고포리114(손**),,,송산면고포리114(손**)_경기도화성시만세구송산면고포리114번지
146,민방위급수시설,11_46_01_P,5530000,5740000-E202000021,2020-01-22,,1,영업/정상,18,사용중,,,,,,55.0,,경기도 화성시 만세구 서신면 홍법리 404번지 8호,경기도 화성시 만세구 서신면 삼밭골길 48-25,18556,서신면 홍법리404-8 (홍**),2026-02-01 09:45:07,U,2026-02-04 01:35:23,,175480.459338268,407606.43635539,경기도 화성시 만세구 서신면 홍법리 404번지 8호,공공용시설,서신면 홍법리404-8 (홍**),,,서신면홍법리404-8(홍**)_경기도화성시만세구서신면홍법리404번지8호
