"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","여성종사자수","남성종사자수","다중이용업소여부",
"244","건물위생관리업","09_30_04_P","5530000","5770000-206-2023-00020","2023-08-16","","01","영업/정상","01","영업","","","","","","0.00","","경기도 화성시 동탄구 반송동  107-2 워터밸리","경기도 화성시 동탄구 동탄중심상가1길 8, 워터밸리 6층 602호 일부호 (반송동)","","케어에이스","2023-08-16 09:38:20","I","2026-02-04 01:35:23","건물위생관리업","206320.850464476","410914.936306015","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"245","건물위생관리업","09_30_04_P","5530000","5750000-206-2023-00021","2023-08-18","","01","영업/정상","01","영업","","","","","","253.53","","경기도 화성시 효행구 기안동  457-710 1동 2층 전체","경기도 화성시 효행구 융건로 77-9, 1동 2층 전체 (기안동)","","주식회사 메가클라우드","2025-08-26 16:32:28","I","2026-02-04 01:35:23","건물위생관리업","198743.913296729","412987.608708232","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"246","건물위생관리업","09_30_04_P","5530000","5770000-206-2024-00021","2024-07-29","","01","영업/정상","01","영업","","","","","","6.60","","경기도 화성시 동탄구 반송동  104-3 동탄미래도프라자","경기도 화성시 동탄구 동탄중심상가1길 33, 동탄미래도프라자 9층 901호 일부(901-174)호 (반송동)","","주식회사 더광","2025-07-22 15:23:58","I","2026-02-04 01:35:23","건물위생관리업","206311.413504044","411029.392864931","건물위생관리업","0","0","5","5","0","0","","","","","0","0","N",
"247","건물위생관리업","09_30_04_P","5530000","5760000-206-2026-00005","2026-01-20","","01","영업/정상","01","영업","","","","","","24.00","","경기도 화성시 병점구 진안동  917-1 1층 일부호","경기도 화성시 병점구 병점중앙로 254, 1층 일부호 (진안동)","","(주)제이에스엠씨엔에스","2026-01-20 14:48:51","I","2026-02-04 01:35:23","건물위생관리업","203056.637917592","413052.070641128","건물위생관리업","0","0","1","1","0","0","","","","","0","0","N",
"248","건물위생관리업","09_30_04_P","5530000","5760000-206-2012-00010","2012-05-29","","03","폐업","02","폐업","2012-12-24","","","","","33.00","","경기도 화성시 병점구 송산동  165-3 (105호)","경기도 화성시 병점구 화산중앙로 53 (송산동, 165-3 (105호))","","수림환경","2012-05-29 10:58:21","I","2026-02-04 01:35:23","건물위생관리업","200989.297610657","411866.369296905","건물위생관리업","0","0","1","1","0","0","","","","","0","0","N",
"249","건물위생관리업","09_30_04_P","5530000","5740000-206-2012-00011","2012-05-30","","03","폐업","02","폐업","2018-08-13","","","","031 80595062","34.86","","경기도 화성시 만세구 향남읍 평리 30-17","경기도 화성시 만세구 향남읍 삼천병마로 235, 2층","","화성인력System","2018-08-13 17:26:29","I","2026-02-04 01:35:23","건물위생관리업","192012.162011216","403594.858923133","건물위생관리업","4","1","2","2","0","0","","","","임대","0","0","N",
"250","건물위생관리업","09_30_04_P","5530000","5770000-206-2018-00034","2018-07-31","","01","영업/정상","01","영업","","","","","","37.92","","경기도 화성시 동탄구 반송동  93-8 서해더블루","경기도 화성시 동탄구 메타폴리스로 47-7, 2층 215호 (반송동, 서해더블루)","","(주)태하비엠씨","2026-01-06 14:06:46","I","2026-02-04 01:35:23","건물위생관리업","206347.896741955","411151.530845534","건물위생관리업","0","0","2","2","0","0","","","","","0","0","N",
"251","건물위생관리업","09_30_04_P","5530000","5750000-206-2022-00026","2022-12-12","","03","폐업","02","폐업","2024-07-10","","","","","8.72","","경기도 화성시 효행구 봉담읍 상리 28-1","경기도 화성시 효행구 봉담읍 진등1길 52, 2층 일부","","올크린","2024-07-10 15:31:34","I","2026-02-04 01:35:23","건물위생관리업","195380.38394309","413190.509109321","건물위생관리업","0","0","2","2","0","0","","","","","0","0","N",
"252","건물위생관리업","09_30_04_P","5530000","5750000-206-2018-00032","2018-12-14","","03","폐업","02","폐업","2024-03-04","","","","031 234 2301","136.08","","경기도 화성시 효행구 정남면 덕절리 14-2 2층 일부호","경기도 화성시 효행구 정남면 발안로 1191-7, 2층 일부호","","드림안전씨스템 주식회사","2024-03-04 16:15:30","I","2026-02-04 01:35:23","건물위생관리업","202670.547924707","403703.316119437","건물위생관리업","0","0","3","3","0","0","","","","","0","0","N",
"253","건물위생관리업","09_30_04_P","5530000","5740000-206-2008-00003","2008-04-23","","01","영업/정상","01","영업","","","","","","71.25","","경기도 화성시 만세구 마도면 슬항리 214-24 1층 105호","경기도 화성시 만세구 마도면 화성로 671-4 (1층 105호)","","위드씨스템관리(주)","2017-08-08 15:11:01","I","2026-02-04 01:35:23","건물위생관리업","178908.569048429","412014.403788009","건물위생관리업","0","0","0","2","0","0","","","","임대","0","0","N",
"254","건물위생관리업","09_30_04_P","5530000","5760000-206-2013-00012","2013-05-28","","03","폐업","02","폐업","2015-01-26","","","","","23.12","","경기도 화성시 병점구 진안동  870-2 파크빌 103호","경기도 화성시 병점구 병점동로 120-6 (진안동, 파크빌 103호)","","도시환경","2013-07-04 11:10:01","I","2026-02-04 01:35:23","건물위생관리업","203433.176572695","412503.979660473","건물위생관리업","0","0","5","5","0","0","","","","","0","0","N",
"255","건물위생관리업","09_30_04_P","5530000","5740000-206-2013-00013","2013-05-30","","03","폐업","02","폐업","2021-12-28","","","","031 709 0836","18.00","","경기도 화성시 만세구 남양읍 신남리 199-3 외 1필지 지하1층","경기도 화성시 만세구 남양읍 고향의봄길 지하 44 (신남동)","","상림주택 주식회사","2021-12-28 16:26:51","I","2026-02-04 01:35:23","건물위생관리업","185106.842186759","409875.826764986","건물위생관리업","2","1","0","0","1","1","","","","임대","0","0","N",
"256","건물위생관리업","09_30_04_P","5530000","5740000-206-2013-00014","2013-06-14","","03","폐업","02","폐업","2013-11-18","","","","0313661977","74.60","","경기도 화성시 만세구 남양읍 남양리 2072-4","경기도 화성시 만세구 남양읍 시청로 109, 한국프라자1동 1층 107~108호 (남양동)","","베스트기업","2013-06-14 17:30:22","I","2026-02-04 01:35:23","건물위생관리업","184465.80745229","411047.863681915","건물위생관리업","0","0","1","1","0","0","","","","","0","0","N",
"257","건물위생관리업","09_30_04_P","5530000","5760000-206-2013-00015","2013-06-18","","03","폐업","02","폐업","2014-06-20","","","","","20.00","","경기도 화성시 병점구 진안동  514-2 렉스몰 106호","경기도 화성시 병점구 병점중앙로 155 (진안동, 렉스몰 106호)","","현대환경","2013-06-18 10:38:35","I","2026-02-04 01:35:23","건물위생관리업","203314.925820668","412168.470643566","건물위생관리업","0","0","1","1","0","0","","","","","0","0","N",
"258","건물위생관리업","09_30_04_P","5530000","5740000-206-2016-00003","2016-02-17","","03","폐업","02","폐업","2018-08-11","","","","","32.85","","경기도 화성시 만세구 송산면 사강리 634-3","경기도 화성시 만세구 송산면 송산포도로 102-8, 1층","","청소제일 전문업체","2018-08-13 17:54:18","I","2026-02-04 01:35:23","건물위생관리업","176661.652073035","412519.799907155","건물위생관리업","0","0","1","1","0","0","","","","","0","0","N",
"259","건물위생관리업","09_30_04_P","5530000","5740000-206-2016-00004","2016-02-18","","03","폐업","02","폐업","2019-04-02","","","","","50.00","","경기도 화성시 만세구 남양읍 신남리 1417 1층","경기도 화성시 만세구 남양읍 신남로 235-6, 1층","","(주)메딕콘","2019-04-02 14:17:56","I","2026-02-04 01:35:23","건물위생관리업","181928.246072363","408001.603972544","건물위생관리업","0","0","1","1","0","0","","","","","0","0","N",
"260","건물위생관리업","09_30_04_P","5530000","5740000-206-2019-00022","2019-12-19","","01","영업/정상","01","영업","","","","","031 352 8124","32.40","","경기도 화성시 만세구 향남읍 상신리 874","경기도 화성시 만세구 향남읍 상신초교길 52, 2층 일부","","공예문화진흥원모꼬지협동조합","2022-08-29 13:36:19","I","2026-02-04 01:35:23","건물위생관리업","191114.316720496","399132.847748406","건물위생관리업","0","0","2","2","0","0","","","","","0","0","N",
"261","건물위생관리업","09_30_04_P","5530000","5760000-206-2020-00001","2020-01-06","","03","폐업","02","폐업","2022-06-16","","","","031 236 0406","50.00","","경기도 화성시 병점구 안녕동  178-121 1층 전체호","경기도 화성시 병점구 안녕남로 75-7, 1층 전체호 (안녕동)","","주식회사 도담건설","2022-06-16 15:33:22","I","2026-02-04 01:35:23","건물위생관리업","199202.89465429","410687.546718601","건물위생관리업","1","0","1","1","0","0","","","","","0","0","N",
"262","건물위생관리업","09_30_04_P","5530000","5760000-206-2020-00002","2020-01-09","","01","영업/정상","01","영업","","","","","070 44033119","142.60","","경기도 화성시 병점구 병점동  844-5 리더스프라자 801호","경기도 화성시 병점구 효행로 1068, 리더스프라자 8층 801호 (병점동)","","(주)대한이앤에프","2021-01-21 10:29:08","I","2026-02-04 01:35:23","건물위생관리업","203811.08404256","412529.901991526","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"263","건물위생관리업","09_30_04_P","5530000","5750000-206-2020-00003","2020-01-10","","01","영업/정상","01","영업","","","","","03180865286","27.00","","경기도 화성시 효행구 배양동  19-19 1층 일부","경기도 화성시 효행구 배양길 53-8, 1층 일부호 (배양동)","","티알엠주식회사","2023-06-07 17:03:52","I","2026-02-04 01:35:23","건물위생관리업","199486.684507923","413415.965399406","건물위생관리업","0","0","1","1","0","0","","","","","0","0","N",
"264","건물위생관리업","09_30_04_P","5530000","5750000-206-2021-00030","2021-09-29","","01","영업/정상","01","영업","","","","","031 298 5510","15.40","","경기도 화성시 효행구 봉담읍 덕리 295 1동 1층 일부호","경기도 화성시 효행구 봉담읍 덕머루동길 28, 1동 1층 일부호","","(주)수담수제","2021-09-29 16:31:54","I","2026-02-04 01:35:23","건물위생관리업","194221.483823832","406999.866915786","건물위생관리업","0","0","1","1","0","0","","","","","0","0","N",
"265","건물위생관리업","09_30_04_P","5530000","5740000-206-2017-00033","2017-11-02","","03","폐업","02","폐업","2023-12-20","","","","","52.56","","경기도 화성시 만세구 팔탄면 율암리 580-9 발안현대공구타운 301동 2층 205호","경기도 화성시 만세구 팔탄면 서해로1121번길 20, 발안현대공구타운 301동 2층 205호","","(주)손매니지먼트서비스","2023-12-20 13:00:42","I","2026-02-04 01:35:23","건물위생관리업","190072.777082061","406630.61025595","건물위생관리업","0","0","3","3","0","0","","","","","4","4","N",
"266","건물위생관리업","09_30_04_P","5530000","5770000-206-2022-00005","2022-03-17","","01","영업/정상","01","영업","","","","","","56.85","","경기도 화성시 동탄구 반송동  150-19 1층 일부호","경기도 화성시 동탄구 10용사1길 37-1, 1층 일부호 (반송동)","","(주)그린코리아티엠","2022-06-15 09:09:06","I","2026-02-04 01:35:23","건물위생관리업","205793.29122793","410043.185128053","건물위생관리업","0","0","1","1","0","0","","","","","0","0","N",
"267","건물위생관리업","09_30_04_P","5530000","5740000-206-2010-00009","2010-08-20","","03","폐업","02","폐업","2020-12-17","","","","003103561462","67.50","","경기도 화성시 만세구 마도면 석교리 242-26","경기도 화성시 만세구 마도면 화성로780번길 33","","화성시신체장애인복지회","2020-12-17 10:18:18","I","2026-02-04 01:35:23","건물위생관리업","179719.177594985","411433.316636894","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"268","건물위생관리업","09_30_04_P","5530000","5770000-206-2010-00010","2010-08-23","","03","폐업","02","폐업","2014-01-28","","","","031 236 8664","35.49","","경기도 화성시 동탄구 석우동  31-6 (석진파아란 오피스텔 819호)","경기도 화성시 동탄구 삼성1로 150 (석우동,(석진파아란 오피스텔 819호))","","(주)자연과도시","2010-08-23 16:30:06","I","2026-02-04 01:35:23","건물위생관리업","206885.752909752","412831.207283546","건물위생관리업","0","0","8","8","0","0","","","","임대","0","0","N",
"269","건물위생관리업","09_30_04_P","5530000","5750000-206-2010-00011","2010-08-26","","01","영업/정상","01","영업","","","","","031 222 0789","195.36","","경기도 화성시 효행구 기안동  457-712 3층 전체호","경기도 화성시 효행구 융건로 9, 3층 전체호 (기안동)","","세종환경(주)","2022-09-14 16:03:53","I","2026-02-04 01:35:23","건물위생관리업","198319.57644728","412468.884529622","건물위생관리업","0","0","1","1","0","0","","","","","0","0","N",
"270","건물위생관리업","09_30_04_P","5530000","5740000-206-2012-00003","2012-03-13","","03","폐업","02","폐업","2022-02-28","","","","031 355 8565","164.49","","경기도 화성시 만세구 서신면 송교리 378-13","경기도 화성시 만세구 서신면 제부로237번길 13","","에스씨관리 주식회사","2022-02-28 15:49:36","I","2026-02-04 01:35:23","건물위생관리업","169616.218756485","408088.704147634","건물위생관리업","1","1","0","0","0","0","","","","","0","0","N",
"271","건물위생관리업","09_30_04_P","5530000","5750000-206-2019-00015","2019-08-23","","01","영업/정상","01","영업","","","","","","167.70","","경기도 화성시 효행구 봉담읍 당하리 42-1","경기도 화성시 효행구 봉담읍 태봉길 41-1, 1층","","개미환경 주식회사","2025-05-12 11:16:39","I","2026-02-04 01:35:23","건물위생관리업","194798.276606947","409309.701018618","건물위생관리업","0","0","1","1","0","0","","","","","0","0","N",
"272","건물위생관리업","09_30_04_P","5530000","5750000-206-2023-00017","2023-07-04","","01","영업/정상","01","영업","","","","","","66.00","","경기도 화성시 효행구 정남면 신리 260 지1층 일부호(106호)","경기도 화성시 효행구 정남면 서봉로 1006-4, 지1층 일부호(106호)","","(주)산천환경","2025-07-04 17:37:35","I","2026-02-04 01:35:23","건물위생관리업","197468.836794828","406554.635739159","건물위생관리업","0","0","1","2","0","0","","","","","0","0","N",
"273","건물위생관리업","09_30_04_P","5530000","5760000-206-2024-00029","2024-10-08","","03","폐업","02","폐업","2025-01-31","","","","070 77701617","3.30","","경기도 화성시 병점구 진안동  526-31 2층일부호","경기도 화성시 병점구 병점로 15, 2층 일부호 (진안동)","","주식회사 마음파트너스","2025-01-31 15:06:07","I","2026-02-04 01:35:23","건물위생관리업","203196.696940304","411940.445969249","건물위생관리업","0","0","2","2","0","0","","","","","0","0","N",
"274","건물위생관리업","09_30_04_P","5530000","5760000-206-2025-00003","2025-01-20","","01","영업/정상","01","영업","","","","","","10.00","","경기도 화성시 병점구 병점동  379-10 병점프라자 6층 603호 일부호(603-45호)","경기도 화성시 병점구 경기대로 1014, 병점프라자 6층 603호 일부호(603-45호) (병점동)","","품앗이 종합환경","2025-01-20 09:41:15","I","2026-02-04 01:35:23","건물위생관리업","203183.50218523","411623.345827012","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"275","건물위생관리업","09_30_04_P","5530000","5740000-206-2015-00015","2015-07-16","","01","영업/정상","01","영업","","","","","031 353 8225","23.10","","경기도 화성시 만세구 양감면 사창리 63-1","경기도 화성시 만세구 양감면 초록로 594-63, 부속2동","","주식회사 서이플러스","2025-06-16 16:55:37","I","2026-02-04 01:35:23","건물위생관리업","197797.821571266","400465.305886719","건물위생관리업","0","0","1","1","0","0","","","","","0","0","N",
"276","건물위생관리업","09_30_04_P","5530000","5770000-206-2024-00008","2024-04-11","","01","영업/정상","01","영업","","","","","","30.00","","경기도 화성시 동탄구 장지동  962-8 102호","경기도 화성시 동탄구 동탄장지천5길 10, 1층 일부(102호)호 (장지동)","","에어랩","2024-11-26 13:55:20","I","2026-02-04 01:35:23","건물위생관리업","209377.029769459","406282.58244641","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"277","건물위생관리업","09_30_04_P","5530000","5760000-206-2016-00008","2016-04-07","","01","영업/정상","01","영업","","","","","","88.78","","경기도 화성시 병점구 반월동  477 2층 일부호","경기도 화성시 병점구 삼성전자로 1, 2층 일부호 (반월동, 삼성전자 식당동증축)","","주식회사 메타썬","2024-01-22 14:45:23","I","2026-02-04 01:35:23","건물위생관리업","205820.890952409","413028.454932076","건물위생관리업","0","0","2","0","0","0","","","","","0","0","N",
"278","건물위생관리업","09_30_04_P","5530000","5750000-206-2023-00025","2023-10-18","","01","영업/정상","01","영업","","","","","","11.02","","경기도 화성시 효행구 배양동  19-349","경기도 화성시 효행구 배양길 53-7, 1층 일부호 (배양동)","","화성건설안전도우미협동조합","2023-10-18 17:38:19","I","2026-02-04 01:35:23","건물위생관리업","199508.452631148","413414.239491107","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"279","건물위생관리업","09_30_04_P","5530000","5740000-206-2010-00016","2010-05-06","","01","영업/정상","01","영업","","","","","031 238 7205","12.50","","경기도 화성시 만세구 향남읍 동오리 11-2","경기도 화성시 만세구 향남읍 동오4길 50-3, 1동","","정우에어필터(주)","2025-04-08 15:56:42","I","2026-02-04 01:35:23","건물위생관리업","196579.361677666","404296.667133034","건물위생관리업","4","1","3","3","0","0","","","","","0","0","N",
"280","건물위생관리업","09_30_04_P","5530000","5770000-206-2021-00038","2021-12-10","","03","폐업","02","폐업","2022-02-25","","","","","19.06","","경기도 화성시 동탄구 오산동  969-5 504호","경기도 화성시 동탄구 동탄오산로 86-11, GTX광장프라자 5층 504호 (오산동)","","(주)내이드그린","2022-02-25 16:40:27","I","2026-02-04 01:35:23","건물위생관리업","208609.386752684","410629.472499067","건물위생관리업","0","0","5","0","0","0","","","","","0","0","N",
"281","건물위생관리업","09_30_04_P","5530000","5750000-206-2001-00001","2001-04-01","","03","폐업","02","폐업","2018-09-03","","","","031 2969966","0.00","","경기도 화성시 효행구 봉담읍 동화리 8-1","경기도 화성시 효행구 봉담읍 효행로184번길 27","","영림산업관리(주)","2018-09-03 18:06:46","I","2026-02-04 01:35:23","건물위생관리업","196989.558327154","414200.988288313","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"282","건물위생관리업","09_30_04_P","5530000","5770000-206-2009-00005","2009-04-15","","03","폐업","02","폐업","2021-09-28","","","","15443308","36.00","","경기도 화성시 동탄구 반송동  4-10 (101호)","경기도 화성시 동탄구 동탄반송1길 36-13 (반송동, 4-10번지 101호)","","행복한세상","2021-09-28 13:02:39","I","2026-02-04 01:35:23","건물위생관리업","205583.164756623","412099.838127729","건물위생관리업","0","0","1","1","0","0","","","","임대","0","0","N",
"283","건물위생관리업","09_30_04_P","5530000","5760000-206-2011-00005","2011-03-04","","01","영업/정상","01","영업","","","","","","49.50","","경기도 화성시 병점구 기산동  244-1 (1층 일부)","경기도 화성시 병점구 기산로87번길 20-4 (기산동,(1층 일부))","","클린월드","2011-03-04 14:22:44","I","2026-02-04 01:35:23","건물위생관리업","204084.504758122","413736.352333602","건물위생관리업","0","0","1","1","0","0","","","","","0","0","N",
"284","건물위생관리업","09_30_04_P","5530000","5760000-206-2017-00028","2017-10-16","","01","영업/정상","01","영업","","","","","070 50140221","15.00","","경기도 화성시 병점구 병점동  844-7 상록프라자 일부206호","경기도 화성시 병점구 효행로 1072, 2층  206 일부호 (병점동)","","주식회사 에스피엠","2025-10-15 13:23:33","I","2026-02-04 01:35:23","건물위생관리업","203863.370984461","412562.81350424","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"285","건물위생관리업","09_30_04_P","5530000","5770000-206-2023-00009","2023-04-26","","01","영업/정상","01","영업","","","","","","26.91","","경기도 화성시 동탄구 영천동  837 동탄센트럴에이스타워 12층 B1207호","경기도 화성시 동탄구 동탄기흥로 590, 동탄센트럴에이스타워 12층 B1207호 (영천동)","","주식회사 올클린","2023-04-26 13:22:58","I","2026-02-04 01:35:23","건물위생관리업","208287.379532243","412327.600339293","건물위생관리업","0","0","12","0","0","0","","","","","0","0","N",
"286","건물위생관리업","09_30_04_P","5530000","5760000-206-2021-00040","2021-12-28","","01","영업/정상","01","영업","","","","","","120.00","","경기도 화성시 병점구 송산동  97-2 신현대 2차 아파트 3층일부호","경기도 화성시 병점구 효행로853번길 31-11, 신현대 2차 아파트 3층 일부호 (송산동)","","성연환경클리닉","2022-02-21 14:11:36","I","2026-02-04 01:35:23","건물위생관리업","201686.480501862","411751.498219098","건물위생관리업","0","0","3","3","0","0","","","","","0","0","N",
"287","건물위생관리업","09_30_04_P","5530000","5760000-206-2022-00025","2022-11-25","","01","영업/정상","01","영업","","","","","","20.40","","경기도 화성시 병점구 진안동  494-21 1층 일부호(104호)","경기도 화성시 병점구 병점중앙로169번길 11, 1층 일부호(104호) (진안동)","","새솔","2022-11-25 09:43:55","I","2026-02-04 01:35:23","건물위생관리업","203153.589879751","412332.620977369","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"288","건물위생관리업","09_30_04_P","5530000","5740000-206-2024-00031","2024-10-10","","01","영업/정상","01","영업","","","","","","25.08","","경기도 화성시 만세구 팔탄면 지월리 499-3","경기도 화성시 만세구 팔탄면 서해로987번길 15, 5동 210호","","유신종합관리","2024-10-10 14:57:00","I","2026-02-04 01:35:23","건물위생관리업","190189.1137337","405377.94480649","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"289","건물위생관리업","09_30_04_P","5530000","5770000-206-2023-00026","2023-11-02","","01","영업/정상","01","영업","","","","","","55.12","","경기도 화성시 동탄구 방교동  752-3 1층 일부(101)호","경기도 화성시 동탄구 동탄기흥로257번나길 4-7, 1층 일부(101)호 (방교동)","","(주) 더푸른관리","2023-11-02 14:06:32","I","2026-02-04 01:35:23","건물위생관리업","207859.82","409023.655","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"290","건물위생관리업","09_30_04_P","5530000","5750000-206-2025-00004","2025-02-07","","01","영업/정상","01","영업","","","","","","49.50","","경기도 화성시 효행구 봉담읍 동화리 415-2","경기도 화성시 효행구 봉담읍 삼천병마로 1336, 403호","","주식회사 한윤산업개발","2025-02-07 13:57:34","I","2026-02-04 01:35:23","건물위생관리업","195763.827026256","413551.620070391","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"291","건물위생관리업","09_30_04_P","5530000","5770000-206-2025-00008","2025-02-28","","03","폐업","02","폐업","2026-01-27","","","","","6.50","","경기도 화성시 동탄구 반송동  106-3 돌모루프라자","경기도 화성시 동탄구 노작로 147, 돌모루프라자 6층 601호 일부(624)호 (반송동)","","주식회사 제이앤와이","2026-01-27 15:02:49","I","2026-02-04 01:35:23","건물위생관리업","206447.475841143","411021.948564702","건물위생관리업","0","0","6","6","0","0","","","","","0","0","N",
"292","건물위생관리업","09_30_04_P","5530000","5760000-206-2017-00027","2017-11-09","","01","영업/정상","01","영업","","","","","031 898 5080","22.50","","경기도 화성시 병점구 진안동  917-1","경기도 화성시 병점구 병점중앙로 254, 1층 일부호 (진안동)","","뽀빠이건설 주식회사","2021-11-15 17:18:23","I","2026-02-04 01:35:23","건물위생관리업","203056.637917592","413052.070641128","건물위생관리업","0","0","4","4","0","0","","","","","0","0","N",
"293","건물위생관리업","09_30_04_P","5530000","5760000-206-2018-00019","2018-11-09","","03","폐업","02","폐업","2024-10-28","","","","","163.00","","경기도 화성시 병점구 진안동  514-2 렉스몰 201호","경기도 화성시 병점구 병점중앙로 155, 렉스몰 201호 (진안동)","","주식회사 동부케어","2024-10-28 11:57:00","I","2026-02-04 01:35:23","건물위생관리업","203314.925820668","412168.470643566","건물위생관리업","0","0","2","2","0","0","","","","","0","0","N",
"294","건물위생관리업","09_30_04_P","5530000","5770000-206-2017-00026","2017-11-07","","01","영업/정상","01","영업","","","","","","26.91","","경기도 화성시 동탄구 영천동  837 동탄센트럴에이스타워","경기도 화성시 동탄구 동탄기흥로 590, 동탄센트럴에이스타워 14층 B1418호 (영천동)","","정진건물관리(주)","2024-05-28 16:13:23","I","2026-02-04 01:35:23","건물위생관리업","208287.379532243","412327.600339293","건물위생관리업","0","0","3","3","0","0","","","","","0","0","N",
"295","건물위생관리업","09_30_04_P","5530000","5750000-206-2021-00025","2021-07-02","","03","폐업","02","폐업","2023-11-01","","","","","19.20","","경기도 화성시 효행구 기안동  328-1 광도와이드빌 상가 301호 일부호","경기도 화성시 효행구 효행로 229-9, 광도와이드빌 상가 301호 일부호 (기안동)","","주식회사 청명","2023-11-01 10:01:01","I","2026-02-04 01:35:23","건물위생관리업","197523.050721593","413977.407632817","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"296","건물위생관리업","09_30_04_P","5530000","5770000-206-2021-00015","2021-04-09","","01","영업/정상","01","영업","","","","","02  26772053","119.99","","경기도 화성시 동탄구 영천동  655-3","경기도 화성시 동탄구 동탄대로21가길 4-35, 1층 (영천동)","","주식회사 라온피앤씨","2025-04-25 13:36:48","I","2026-02-04 01:35:23","건물위생관리업","208527.305511141","411672.054477979","건물위생관리업","0","0","6","6","0","0","","","","","0","0","N",
"297","건물위생관리업","09_30_04_P","5530000","5740000-206-2021-00017","2021-04-19","","01","영업/정상","01","영업","","","","","03180432686","65.71","","경기도 화성시 만세구 양감면 대양리 434 1동 2층 전부호","경기도 화성시 만세구 양감면 은행나무로 319-9, 1동 2층 전부호","","(주)서린환경과학","2021-04-19 11:54:48","I","2026-02-04 01:35:23","건물위생관리업","194740.313087043","398268.965978846","건물위생관리업","0","0","2","2","0","0","","","","","0","0","N",
"298","건물위생관리업","09_30_04_P","5530000","5740000-206-2021-00022","2021-06-03","","03","폐업","02","폐업","2023-12-05","","","","","62.33","","경기도 화성시 만세구 우정읍 조암리 805-2","경기도 화성시 만세구 우정읍 조암북로68번나길 3-1, 1층 일부호","","크린위드협동조합","2023-12-05 09:48:13","I","2026-02-04 01:35:23","건물위생관리업","184115.106699057","398290.413298414","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"299","건물위생관리업","09_30_04_P","5530000","5740000-206-2021-00024","2021-07-01","","03","폐업","02","폐업","2023-11-20","","","","","0.00","","경기도 화성시 만세구 마도면 쌍송리 662 마도지구유통업무및지원시설","경기도 화성시 만세구 마도면 마도공단로1길 8, 마도지구유통업무및지원시설 가동 3층 일부(308호좌측)호","","풀스피드주식회사","2023-11-20 15:18:19","I","2026-02-04 01:35:23","건물위생관리업","181324.988086745","409385.427774213","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"300","건물위생관리업","09_30_04_P","5530000","5740000-206-2005-00006","2005-10-13","","03","폐업","02","폐업","2011-01-07","","","","031 3552950","33.00","","경기도 화성시 만세구 남양읍 남양리 1154-6 (103호)","","","오름시스템","2009-01-06 10:07:02","I","2026-02-04 01:35:23","건물위생관리업","183671.698125523","412398.583094899","건물위생관리업","0","0","1","0","0","0","","","","","0","0","N",
"301","건물위생관리업","09_30_04_P","5530000","5760000-206-2012-00001","2012-01-19","","01","영업/정상","01","영업","","","","","031 205 8800","12.47","","경기도 화성시 병점구 반월동  347-5","경기도 화성시 병점구 효행로 1372 (반월동,  347-5)","","한솔자원개발(주)","2018-04-13 11:39:10","I","2026-02-04 01:35:23","건물위생관리업","205746.527154368","414208.019589245","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"302","건물위생관리업","09_30_04_P","5530000","5760000-206-2012-00002","2012-02-20","","03","폐업","02","폐업","2023-01-19","","","","031 205 1572","66.00","","경기도 화성시 병점구 반월동  138-1 (2층 일부)","","","(주)한솔이씨에스","2023-01-19 14:54:23","I","2026-02-04 01:35:23","건물위생관리업","205591.298055634","414560.571464749","건물위생관리업","0","0","2","2","0","0","","","","","0","0","N",
