번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),업종구분명,자본금의규모,사업자등록번호,Unnamed: 31,record_key
76,후원방문판매업체,08_26_05_P,6110000,20136110000301000186,2013-08-13,,3,폐업,4,폐업,2026-02-25,,,,024834577,,134-844,서울특별시 강동구 성내동  ***번지 *호,"서울특별시 강동구 풍성로**길 **, 지층 (성내동)",,부자대리점,2026-02-25 00:00:00,U,2026-02-27 02:40:00,,211974.499114085,447505.647406404,후원방문판매업,0,2121841540.0,,부자대리점_서울특별시강동구성내동***번지*호
25,후원방문판매업체,08_26_05_P,6540000,20136450000301000129,2013-08-13,,1,영업/정상,2,영업,,,,,0632785240,,54971,전북특별자치도 전주시 완산구 중화산동*가  ***번지 *호 *층,"전북특별자치도 전주시 완산구 유연로 ***, *층 (중화산동*가)",,중경상사(오휘화장품),2026-02-19 00:00:00,U,2026-02-21 02:40:00,,210904.162482037,258333.963555578,후원방문판매업,0,4181310596.0,,중경상사(오휘화장품)_전북특별자치도전주시완산구중화산동*가***번지*호*층
111,후원방문판매업체,08_26_05_P,6110000,20136110000301000556,2013-08-09,,1,영업/정상,2,영업,,,,,025322282,,06997,서울특별시 동작구 사당동  **번지 ***호,"서울특별시 동작구 동작대로**나길 **, *층(사당동)",,유니베라서초대리점,2026-02-25 00:00:00,U,2026-02-27 02:40:00,,198190.297167668,442950.809355218,후원방문판매업,0,,,유니베라서초대리점_서울특별시동작구사당동**번지***호
77,후원방문판매업체,08_26_05_P,6110000,20136110000301000230,2013-08-09,,3,폐업,4,폐업,2026-02-25,,,,023918500,,120-859,서울특별시 서대문구 홍제동  ***번지 **호,"서울특별시 서대문구 통일로 ***, *층 (홍제동)",,홍제중앙 건강생활,2026-02-25 00:00:00,U,2026-02-27 02:40:00,,194848.744360505,454176.245310858,후원방문판매업,0,1100981190.0,,홍제중앙건강생활_서울특별시서대문구홍제동***번지**호
110,후원방문판매업체,08_26_05_P,6110000,20136110000301000555,2013-08-08,,1,영업/정상,2,영업,,,,,0226918712,,08022,서울특별시 양천구 신정동  ***번지 *호,"서울특별시 양천구 목동로 ***, *층(신정동)",,유니베라목동대리점,2026-02-25 00:00:00,U,2026-02-27 02:40:00,,187943.595,446944.9,후원방문판매업,0,,,유니베라목동대리점_서울특별시양천구신정동***번지*호
113,후원방문판매업체,08_26_05_P,6300000,20136300000301000069,2013-08-08,,1,영업/정상,2,영업,,,,,0424725536,,35225,대전광역시 서구 월평동  ***번지 *호 ***호,"대전광역시 서구 월평로 **, *층 ***호 (월평동)",,아모레둔산특약점,2026-02-26 00:00:00,U,2026-02-28 02:40:00,,232543.401552783,317298.240807899,후원방문판매업,0,3142240349.0,,아모레둔산특약점_대전광역시서구월평동***번지*호***호
74,후원방문판매업체,08_26_05_P,6110000,20136110000301000121,2013-08-07,,3,폐업,4,폐업,2026-02-25,,,,0220688528,,07294,서울특별시 영등포구 문래동*가  **번지 *호,"서울특별시 영등포구 문래로 **-**, 건영빌딩 *층 (문래동*가)",,오휘당산점,2026-02-25 00:00:00,U,2026-02-27 02:40:00,,190270.229414723,446484.036914443,후원방문판매업,0,1071994252.0,,오휘당산점_서울특별시영등포구문래동*가**번지*호
73,후원방문판매업체,08_26_05_P,6110000,20136110000301000120,2013-08-07,,3,폐업,4,폐업,2026-02-25,,,,0226531823,,157-836,서울특별시 강서구 등촌동  ***번지 **호 세스빌딩,"서울특별시 강서구 등촌로 ***, *층 (등촌동,세스빌딩)",,오휘화장품 목동점,2026-02-25 00:00:00,U,2026-02-27 02:40:00,,187753.074806197,449342.506985809,후원방문판매업,0,1170481537.0,,오휘화장품목동점_서울특별시강서구등촌동***번지**호세스빌딩
72,후원방문판매업체,08_26_05_P,6110000,20136110000301000119,2013-08-07,,3,폐업,4,폐업,2026-02-25,,,,0233925252,,139-821,서울특별시 노원구 상계동  ***번지 *호 하이웰빙빌딩 ***호,"서울특별시 노원구 상계로*길 **-**, ***호 (상계동,하이웰빙빌딩)",,LG오휘화장품 노원지사,2026-02-25 00:00:00,U,2026-02-27 02:40:00,,205390.285338416,461626.244911047,후원방문판매업,0,2170431851.0,,LG오휘화장품노원지사_서울특별시노원구상계동***번지*호하이웰빙빌딩***호
59,후원방문판매업체,08_26_05_P,6110000,20136110000301000105,2013-08-07,,3,폐업,4,폐업,2026-02-24,,,,0222856401,,138-857,서울특별시 송파구 오금동  **번지 *호,"서울특별시 송파구 중대로**길 *-*, *층 (오금동)",,오휘올림픽지사,2026-02-24 00:00:00,U,2026-02-26 02:40:00,,211317.695,444580.47,후원방문판매업,0,2011318200.0,,오휘올림픽지사_서울특별시송파구오금동**번지*호
71,후원방문판매업체,08_26_05_P,6260000,20136260000301000163,2013-08-06,,1,영업/정상,2,영업,,,,,0519027711,,47891,부산광역시 동래구 안락동  ***번지 *호 하나빌딩,"부산광역시 동래구 충렬대로 ***, 하나빌딩 *층 (안락동)",,유니베라부산충렬 피부관리,2026-02-25 00:00:00,U,2026-02-27 02:40:00,,391710.53848465,190571.781735165,후원방문판매업,0,6071648368.0,,유니베라부산충렬피부관리_부산광역시동래구안락동***번지*호하나빌딩
109,후원방문판매업체,08_26_05_P,6110000,20136110000301000552,2013-08-06,,1,영업/정상,2,영업,,,,,028889222,,08776,서울특별시 관악구 신림동  ****번지 **호 삼모스포렉스,"서울특별시 관악구 신림로**길 **, 삼모스포렉스 ****호(신림동)",,유니베라관악대리점,2026-02-25 00:00:00,U,2026-02-27 02:40:00,,193610.797201552,442281.285348422,후원방문판매업,0,,,유니베라관악대리점_서울특별시관악구신림동****번지**호삼모스포렉스
5,후원방문판매업체,08_26_05_P,6410000,20136410000301100094,2013-08-05,,1,영업/정상,2,영업,,,,,,,431-822,경기도 안양시 동안구 비산동,경기도 안양시 동안구 평촌대로 **** (비산동),,아모레비산특약점,2026-01-30 00:00:00,U,2026-02-04 11:04:37,,,,후원방문판매업,0,1380520534.0,,아모레비산특약점_경기도안양시동안구비산동
106,후원방문판매업체,08_26_05_P,6110000,20136110000301000559,2013-08-05,,1,영업/정상,2,영업,,,,,023034810,,03677,서울특별시 서대문구 북가좌동  ***번지 **호,"서울특별시 서대문구 증가로 ***, *층(북가좌동)",,유니베라증산대리점,2026-02-25 00:00:00,U,2026-02-27 02:40:00,,192194.721767116,453439.97387484,후원방문판매업,0,,,유니베라증산대리점_서울특별시서대문구북가좌동***번지**호
103,후원방문판매업체,08_26_05_P,6110000,20136110000301000068,2013-08-05,,3,폐업,4,폐업,2026-02-25,,,,024821911,,138-808,서울특별시 송파구 가락동  ***번지 *호,"서울특별시 송파구 중대로 ***, *층 (가락동)",,아모레퍼시픽 송파강동지사,2026-02-25 00:00:00,U,2026-02-27 02:40:00,,210983.532375267,443780.304375011,후원방문판매업,0,2122529016.0,,아모레퍼시픽송파강동지사_서울특별시송파구가락동***번지*호
112,후원방문판매업체,08_26_05_P,6110000,20136110000301000557,2013-08-02,,1,영업/정상,2,영업,,,,,0222365792,,04586,서울특별시 중구 신당동  ***번지 ***호,"서울특별시 중구 다산로 ***, *층(신당동)",,유니베라신당영업국,2026-02-25 00:00:00,U,2026-02-27 02:40:00,,201228.195212566,451014.73130492,후원방문판매업,0,,,유니베라신당영업국_서울특별시중구신당동***번지***호
107,후원방문판매업체,08_26_05_P,6110000,20136110000301000560,2013-08-02,,1,영업/정상,2,영업,,,,,029248899,,02862,서울특별시 성북구 삼선동*가  ***번지 **호 광남제니텔 ***호,"서울특별시 성북구 보문로 ***, 광남제니텔 ***호 (삼선동*가)",,유니베라한성대리점,2026-02-25 00:00:00,U,2026-02-27 02:40:00,,201351.270766845,454090.595424116,후원방문판매업,0,,,유니베라한성대리점_서울특별시성북구삼선동*가***번지**호광남제니텔***호
1,후원방문판매업체,08_26_05_P,6260000,20136260000301000074,2013-08-01,,1,영업/정상,2,영업,,,,,0513430809,,46548,부산광역시 북구 덕천동  ***번지 *호 아남프라자 **~**호,"부산광역시 북구 금곡대로*번길 **, *층 **~**호 (덕천동, 아남프라자)",,력셔리 뷰티 덕천중앙점,2026-02-02 00:00:00,U,2026-02-04 02:40:00,,382703.070316607,192096.317910797,후원방문판매업,0,2902001672.0,,력셔리뷰티덕천중앙점_부산광역시북구덕천동***번지*호아남프라자**~**호
69,후원방문판매업체,08_26_05_P,6110000,20136110000301000558,2013-08-01,,1,영업/정상,2,영업,,,,,023550436,,03344,서울특별시 은평구 불광동  ***번지 **호 연신빌딩,"서울특별시 은평구 통일로 ***, 연신빌딩 *층(불광동)",,유니베라연신내대리점,2026-02-24 00:00:00,U,2026-02-26 02:40:00,,192898.009847781,457625.899026072,후원방문판매업,0,,,유니베라연신내대리점_서울특별시은평구불광동***번지**호연신빌딩
42,후원방문판매업체,08_26_05_P,5690000,20135690000301000003,2013-08-01,,1,영업/정상,2,영업,,,,,044-867-0079,,,,"세종특별자치시 조치원읍 새내로 **, *층",30028.0,유니베라조치원대리점,2026-02-24 00:00:00,U,2026-02-26 02:40:00,,226627.251455837,344182.889729145,후원방문판매업,0,3070484291.0,,유니베라조치원대리점_
29,후원방문판매업체,08_26_05_P,6110000,20136110000301000031,2013-07-29,,3,폐업,4,폐업,2026-02-24,,,,028635505,,152-855,서울특별시 구로구 구로동  ***번지 *호,"서울특별시 구로구 가마산로**길 *, *층 (구로동)",,마임 구로서부지사,2026-02-24 00:00:00,U,2026-02-26 02:40:00,,189826.823897199,443534.935768648,후원방문판매업,0,1160129901.0,,마임구로서부지사_서울특별시구로구구로동***번지*호
30,후원방문판매업체,08_26_05_P,6110000,20136110000301000034,2013-07-29,,3,폐업,4,폐업,2026-02-24,,,,024814744,,134-867,서울특별시 강동구 천호동  ***번지 *호,"서울특별시 강동구 양재대로 ****, *층 ***호 (길동,호유빌딩)",,마임 길동지사,2026-02-24 00:00:00,U,2026-02-26 02:40:00,,211664.471989252,449189.641318093,후원방문판매업,0,2122429927.0,,마임길동지사_서울특별시강동구천호동***번지*호
31,후원방문판매업체,08_26_05_P,6110000,20136110000301000029,2013-07-29,,3,폐업,4,폐업,2026-02-24,,,,028744119,,08708,서울특별시 관악구 봉천동  ***번지 *호 주흥빌딩,"서울특별시 관악구 봉천로*길 **, 주흥빌딩 *층 A호 (봉천동)",,마임 보라매지사,2026-02-24 00:00:00,U,2026-02-26 02:40:00,,193417.834604138,443148.227837129,후원방문판매업,0,1190997291.0,,마임보라매지사_서울특별시관악구봉천동***번지*호주흥빌딩
32,후원방문판매업체,08_26_05_P,6110000,20136110000301000043,2013-07-29,,3,폐업,4,폐업,2026-02-24,,,,025368671,,156-815,서울특별시 동작구 사당동  **번지 **호,서울특별시 동작구 동작대로**길 ** (사당동),,마임사당중부지사,2026-02-24 00:00:00,U,2026-02-26 02:40:00,,198282.721027248,443046.638406135,후원방문판매업,0,1080678008.0,,마임사당중부지사_서울특별시동작구사당동**번지**호
33,후원방문판매업체,08_26_05_P,6110000,20136110000301000044,2013-07-29,,3,폐업,4,폐업,2026-02-24,,,,028930770,,153-858,서울특별시 금천구 시흥동  ***번지 **호,"서울특별시 금천구 독산로 *, *층 (시흥동)",,마임 금천시흥지사,2026-02-24 00:00:00,U,2026-02-26 02:40:00,,191397.796032306,438518.485081262,후원방문판매업,0,1190485183.0,,마임금천시흥지사_서울특별시금천구시흥동***번지**호
34,후원방문판매업체,08_26_05_P,6110000,20136110000301000045,2013-07-29,,3,폐업,4,폐업,2026-02-24,,,,024853030,,05395,서울특별시 강동구 성내동  ***번지 *호,"서울특별시 강동구 양재대로 ****, *층 ***호 (성내동)",,마임 둔촌지사,2026-02-24 00:00:00,U,2026-02-26 02:40:00,,211912.282694478,447248.126116539,후원방문판매업,0,2150129023.0,,마임둔촌지사_서울특별시강동구성내동***번지*호
68,후원방문판매업체,08_26_05_P,6110000,20136110000301000379,2013-07-29,,3,폐업,4,폐업,2026-02-24,,,,0222350765,,100-840,서울특별시 중구 신당동  ***번지 **호 ***호,"서울특별시 중구 동호로 ***, ***호 (신당동)",,웅진코웨이(주)리엔케이 신당지사,2026-02-24 00:00:00,U,2026-02-26 02:40:00,,200945.265627675,450226.825477041,후원방문판매업,0,2011555155.0,,웅진코웨이(주)리엔케이신당지사_서울특별시중구신당동***번지**호***호
63,후원방문판매업체,08_26_05_P,6110000,20136110000301000515,2013-07-29,,3,폐업,4,폐업,2026-02-24,,,,028381516,,151-050,서울특별시 관악구 봉천동  ***번지 *호 *층,"서울특별시 관악구 쑥고개로**길 **, *층 (봉천동)",,마임관악청룡지사,2026-02-24 00:00:00,U,2026-02-26 02:40:00,,194820.643530309,442151.620852522,후원방문판매업,0,1191336758.0,,마임관악청룡지사_서울특별시관악구봉천동***번지*호*층
62,후원방문판매업체,08_26_05_P,6110000,20136110000301000513,2013-07-29,,3,폐업,4,폐업,2026-02-24,,,,025250108,,156-879,서울특별시 동작구 사당동  ***번지 **호,서울특별시 동작구 사당로*차길 ** (사당동),,마임사당남부지사,2026-02-24 00:00:00,U,2026-02-26 02:40:00,,196970.596713697,442739.80140258,후원방문판매업,0,1081769335.0,,마임사당남부지사_서울특별시동작구사당동***번지**호
61,후원방문판매업체,08_26_05_P,6110000,20136110000301000512,2013-07-29,,3,폐업,4,폐업,2026-02-24,,,,028733930,,08845,서울특별시 관악구 신림동  ***번지 *호 금원프라자 ***호,"서울특별시 관악구 신림로 ***, ***호 (신림동)",,마임신림북부지사,2026-02-24 00:00:00,U,2026-02-26 02:40:00,,194094.249250845,441365.33792665,후원방문판매업,0,1191722500.0,,마임신림북부지사_서울특별시관악구신림동***번지*호금원프라자***호
60,후원방문판매업체,08_26_05_P,6110000,20136110000301000510,2013-07-29,,3,폐업,4,폐업,2026-02-24,,,,028300123,,151-015,서울특별시 관악구 신림동  ***번지 **호 *층,"서울특별시 관악구 남부순환로***길 *, *층 (신림동)",,마임신림서부지사,2026-02-24 00:00:00,U,2026-02-26 02:40:00,,192066.160787667,442150.463346843,후원방문판매업,0,1121725748.0,,마임신림서부지사_서울특별시관악구신림동***번지**호*층
57,후원방문판매업체,08_26_05_P,6110000,20136110000301000058,2013-07-29,,3,폐업,4,폐업,2026-02-24,,,,0226941434,,158-857,서울특별시 양천구 신정동  ***번지 **호,"서울특별시 양천구 오목로 ***, *층 (신정동)",,알로에마임 (신목동지사),2026-02-24 00:00:00,U,2026-02-26 02:40:00,,187629.55575511,447076.283976679,후원방문판매업,0,1132011816.0,,알로에마임(신목동지사)_서울특별시양천구신정동***번지**호
56,후원방문판매업체,08_26_05_P,6110000,20136110000301000018,2013-07-26,,3,폐업,4,폐업,2026-02-24,,,,024079885,,05751,서울특별시 송파구 마천동  ***번지 **호,"서울특별시 송파구 마천로**길 **, *층 (마천동)",,마임거여지사,2026-02-24 00:00:00,U,2026-02-26 02:40:00,,213260.271667498,443879.105478047,후원방문판매업,0,2152220726.0,,마임거여지사_서울특별시송파구마천동***번지**호
23,후원방문판매업체,08_26_05_P,6110000,20136110000301000493,2013-07-25,,1,영업/정상,2,영업,,,,,0222776789,,04560,서울특별시 중구 쌍림동  ***번지 *호 인쇄정보센터,"서울특별시 중구 마른내로 ***, 인쇄정보센터 *층 (쌍림동)",,(주)이에스그룹,2026-02-16 00:00:00,U,2026-02-20 02:40:00,,200247.445072989,451352.512042888,후원방문판매업,0,2018162364.0,,(주)이에스그룹_서울특별시중구쌍림동***번지*호인쇄정보센터
65,후원방문판매업체,08_26_05_P,6110000,20136110000301000438,2013-07-23,,3,폐업,4,폐업,2026-02-24,,,,0226257186,,152-806,서울특별시 구로구 개봉동  ***번지 *호 *층,"서울특별시 구로구 경인로 ***-*, *층 (개봉동)",,아모레신개봉특약점,2026-02-24 00:00:00,U,2026-02-26 02:40:00,,187167.569571744,443866.059797568,후원방문판매업,0,1132233755.0,,아모레신개봉특약점_서울특별시구로구개봉동***번지*호*층
64,후원방문판매업체,08_26_05_P,6110000,20136110000301000437,2013-07-23,,3,폐업,4,폐업,2026-02-24,,,,027133030,,121-809,서울특별시 마포구 대흥동  ***번지 *호 크로바빌딩별관 *층,"서울특별시 마포구 대흥로 **, *층 (대흥동,크로바빌딩별관)",,아모레 대흥특약점,2026-02-24 00:00:00,U,2026-02-26 02:40:00,,194847.879093535,449540.354965129,후원방문판매업,0,1050179416.0,,아모레대흥특약점_서울특별시마포구대흥동***번지*호크로바빌딩별관*층
55,후원방문판매업체,08_26_05_P,6110000,20136110000301000423,2013-07-22,,3,폐업,4,폐업,2026-02-24,,,,029062350,,142-867,서울특별시 강북구 번동  ***번지 **호 보람빌딩 *층,"서울특별시 강북구 덕릉로 ***, *층 (번동,보람빌딩)",,아모레 수유특약점,2026-02-24 00:00:00,U,2026-02-26 02:40:00,,202138.65187926,459182.283278113,후원방문판매업,0,2101470361.0,,아모레수유특약점_서울특별시강북구번동***번지**호보람빌딩*층
17,후원방문판매업체,08_26_05_P,6110000,20136110000301000417,2013-07-22,,3,폐업,4,폐업,2026-01-31,,,,023913052,,120-859,서울특별시 서대문구 홍제동  ***번지 **호 *층,"서울특별시 서대문구 통일로 ***, *층 (홍제동)",,서대문특약점,2026-02-11 00:00:00,U,2026-02-13 02:40:00,,194873.372298953,454149.190304917,후원방문판매업,0,1100319582.0,,서대문특약점_서울특별시서대문구홍제동***번지**호*층
66,후원방문판매업체,08_26_05_P,6110000,20136110000301000372,2013-07-22,,3,폐업,4,폐업,2026-02-24,,,,0234363750,,143-838,서울특별시 광진구 군자동  ***번지 *호 *층,"서울특별시 광진구 면목로 **, *층 (군자동)",,아모레퍼시픽 광진지사,2026-02-24 00:00:00,U,2026-02-26 02:40:00,,206697.199691884,450536.670759748,후원방문판매업,0,2061655201.0,,아모레퍼시픽광진지사_서울특별시광진구군자동***번지*호*층
54,후원방문판매업체,08_26_05_P,6110000,20136110000301000418,2013-07-22,,3,폐업,4,폐업,2026-02-24,,,,028419747,,150-841,서울특별시 영등포구 신길동  ***번지 **호 인의빌딩 *층,"서울특별시 영등포구 신길로 ***, *층 (신길동,인의빌딩)",,아모레화장품 신길특약점,2026-02-24 00:00:00,U,2026-02-26 02:40:00,,192037.140346383,445369.211797828,후원방문판매업,0,1080969806.0,,아모레화장품신길특약점_서울특별시영등포구신길동***번지**호인의빌딩*층
67,후원방문판매업체,08_26_05_P,6110000,20136110000301000371,2013-07-19,,3,폐업,4,폐업,2026-02-24,,,,023596196,,,서울특별시 은평구 갈현동  ***번지 *호 동우빌딩,"서울특별시 은평구 통일로 ***, *층 (갈현동,동우빌딩)",,리리코스은평지사,2026-02-24 00:00:00,U,2026-02-26 02:40:00,,192901.586945148,457476.923746337,후원방문판매업,0,1101632964.0,,리리코스은평지사_서울특별시은평구갈현동***번지*호동우빌딩
43,후원방문판매업체,08_26_05_P,6110000,20136110000301000329,2013-07-18,,3,폐업,4,폐업,2026-02-24,,,,029966781,,142-867,서울특별시 강북구 번동  ***번지 **호 서울빌딩 ***호,"서울특별시 강북구 덕릉로 ***, ***호 (번동,서울빌딩)",,강북건강생활,2026-02-24 00:00:00,U,2026-02-26 02:40:00,,202138.65187926,459182.283278113,후원방문판매업,0,2101371403.0,,강북건강생활_서울특별시강북구번동***번지**호서울빌딩***호
52,후원방문판매업체,08_26_05_P,6110000,20136110000301000282,2013-07-17,,3,폐업,4,폐업,2026-02-24,,,,029844258,,142-803,서울특별시 강북구 미아동  ***번지 **호 ***호,"서울특별시 강북구 도봉로**길 *, *층 (미아동)",,마임수유지사,2026-02-24 00:00:00,U,2026-02-26 02:40:00,,202099.830367084,458756.889791888,후원방문판매업,0,2160969719.0,,마임수유지사_서울특별시강북구미아동***번지**호***호
44,후원방문판매업체,08_26_05_P,6110000,20136110000301000294,2013-07-17,,3,폐업,4,폐업,2026-02-24,,,,0222129134,,130-821,서울특별시 동대문구 용두동  ***번지 **호 *층,"서울특별시 동대문구 한빛로 **, *층 (용두동)",,마임 전농지사,2026-02-24 00:00:00,U,2026-02-26 02:40:00,,202634.19517615,452905.549590556,후원방문판매업,0,2011386519.0,,마임전농지사_서울특별시동대문구용두동***번지**호*층
51,후원방문판매업체,08_26_05_P,6110000,20136110000301000277,2013-07-17,,3,폐업,4,폐업,2026-02-24,,,,029848880,,142-100,서울특별시 강북구 미아동  ***번지 **호,"서울특별시 강북구 솔샘로**길 **, *층 (미아동)",,마임,2026-02-24 00:00:00,U,2026-02-26 02:40:00,,202399.141092152,457515.667690249,후원방문판매업,0,2100246228.0,,마임_서울특별시강북구미아동***번지**호
41,후원방문판매업체,08_26_05_P,6110000,20136110000301000542,2013-07-17,,3,폐업,4,폐업,2026-02-24,,,,029848880,,,서울특별시 강북구 미아동  ***번지 **호 코리아나빌딩 ***호,"서울특별시 강북구 솔샘로**길 **, ***호 (미아동,코리아나빌딩)",,마임 미아지사,2026-02-24 00:00:00,U,2026-02-26 02:40:00,,202399.141092152,457515.667690249,후원방문판매업,0,,,마임미아지사_서울특별시강북구미아동***번지**호코리아나빌딩***호
45,후원방문판매업체,08_26_05_P,6110000,20136110000301000298,2013-07-17,,3,폐업,4,폐업,2026-02-24,,,,027043484,,121-800,서울특별시 마포구 공덕동  **번지 *호 보성빌딩 ***호,"서울특별시 마포구 만리재옛길 **, ***호 (공덕동,보성빌딩)",,마임마포도화,2026-02-24 00:00:00,U,2026-02-26 02:40:00,,196211.904782373,449634.126258933,후원방문판매업,0,1050824579.0,,마임마포도화_서울특별시마포구공덕동**번지*호보성빌딩***호
48,후원방문판매업체,08_26_05_P,6110000,20136110000301000268,2013-07-17,,3,폐업,4,폐업,2026-02-24,,,,029082081,,132-866,서울특별시 도봉구 쌍문동  **번지 ***호 *층,"서울특별시 도봉구 도봉로 ***, *층 (쌍문동)",,쌍문북부지사,2026-02-24 00:00:00,U,2026-02-26 02:40:00,,202959.463330644,460699.702785029,후원방문판매업,0,2102028320.0,,쌍문북부지사_서울특별시도봉구쌍문동**번지***호*층
50,후원방문판매업체,08_26_05_P,6110000,20136110000301000308,2013-07-17,,3,폐업,4,폐업,2026-02-24,,,,024967004,,131-230,서울특별시 중랑구 망우동  ***번지 *호 *층,"서울특별시 중랑구 봉화산로 ***, *층 (신내동)",,마임 망우지사,2026-02-24 00:00:00,U,2026-02-26 02:40:00,,208828.866224487,455325.44427125,후원방문판매업,0,2041132129.0,,마임망우지사_서울특별시중랑구망우동***번지*호*층
46,후원방문판매업체,08_26_05_P,6110000,20136110000301000266,2013-07-16,,3,폐업,4,폐업,2026-02-24,,,,029532468,,136-860,서울특별시 성북구 종암동  **번지 *호 *층,"서울특별시 성북구 종암로*길 *, *층 (종암동)",,마임 종암지사,2026-02-24 00:00:00,U,2026-02-26 02:40:00,,203034.753708253,454827.312392272,후원방문판매업,0,2040857343.0,,마임종암지사_서울특별시성북구종암동**번지*호*층
47,후원방문판매업체,08_26_05_P,6110000,20136110000301000267,2013-07-16,,3,폐업,4,폐업,2026-02-24,,,,0233923315,,01611,서울특별시 노원구 상계동  ****번지 *호 대한빌,"서울특별시 노원구 동일로***길 **, *층 ***호 (상계동, 대한빌)",,마임상계지사,2026-02-24 00:00:00,U,2026-02-26 02:40:00,,204624.18886212,463478.001387728,후원방문판매업,0,2101725042.0,,마임상계지사_서울특별시노원구상계동****번지*호대한빌
49,후원방문판매업체,08_26_05_P,6110000,20136110000301000272,2013-07-16,,3,폐업,4,폐업,2026-02-24,,,,024467666,,143-867,서울특별시 광진구 자양동  ***번지 **호 *층,"서울특별시 성동구 성덕정길 **, *층 (성수동*가)",,알로에마임자양지사,2026-02-24 00:00:00,U,2026-02-26 02:40:00,,206992.322241833,447779.051429045,후원방문판매업,0,2060945160.0,,알로에마임자양지사_서울특별시광진구자양동***번지**호*층
35,후원방문판매업체,08_26_05_P,6110000,20136110000301000173,2013-07-12,,3,폐업,4,폐업,2026-02-24,,,,0226938022,,158-857,서울특별시 양천구 신정동  ***번지 **호 *층,"서울특별시 양천구 오목로 ***, *층 (신정동)",,김정문알로에 양천지부,2026-02-24 00:00:00,U,2026-02-26 02:40:00,,187644.570293378,447078.779798253,후원방문판매업,0,1232346273.0,,김정문알로에양천지부_서울특별시양천구신정동***번지**호*층
36,후원방문판매업체,08_26_05_P,6110000,20136110000301000174,2013-07-12,,4,취소/말소/만료/정지/중지,6,직권말소,,,,,0222159896,,130-802,서울특별시 동대문구 답십리동  ***번지 **호 *층,"서울특별시 동대문구 답십리로 ***-*, *층 (답십리동)",,김정문알로에(답십리총국),2026-02-24 00:00:00,U,2026-02-26 02:40:00,,204906.346019937,452312.235535298,후원방문판매업,0,2044963644.0,,김정문알로에(답십리총국)_서울특별시동대문구답십리동***번지**호*층
37,후원방문판매업체,08_26_05_P,6110000,20136110000301000010,2013-07-10,,4,취소/말소/만료/정지/중지,6,직권말소,,,,,0226027125,,157-922,서울특별시 강서구 화곡동  ****번지 **호 화평빌딩,"서울특별시 강서구 강서로 ***, *층 (화곡동,화평빌딩)",,리리코스 화곡지사,2026-02-24 00:00:00,U,2026-02-26 02:40:00,,185655.298893271,449010.484913146,후원방문판매업,0,1091322204.0,,리리코스화곡지사_서울특별시강서구화곡동****번지**호화평빌딩
40,후원방문판매업체,08_26_05_P,6110000,20136110000301000158,2013-06-17,,1,영업/정상,2,영업,,,,,024862367,,134-815,서울특별시 강동구 길동  ***번지 **호 ***호,"서울특별시 강동구 명일로 ***, ***호 (길동)",,한국화장품 강동지사,2026-02-24 00:00:00,U,2026-02-26 02:40:00,,212791.836503675,448270.656057421,후원방문판매업,0,2171078110.0,,한국화장품강동지사_서울특별시강동구길동***번지**호***호
39,후원방문판매업체,08_26_05_P,6110000,20136110000301000156,2013-06-13,,1,영업/정상,2,영업,,,,,0226012391,,08023,서울특별시 양천구 신정동  ****번지 **호,"서울특별시 양천구 목동로*길 **-*, *층 (신정동)",,한국화장품목동지사,2026-02-24 00:00:00,U,2026-02-26 02:40:00,,187787.179897282,446747.172471532,후원방문판매업,0,1171432812.0,,한국화장품목동지사_서울특별시양천구신정동****번지**호
38,후원방문판매업체,08_26_05_P,6110000,20136110000301000154,2013-06-12,,1,영업/정상,2,영업,,,,,024323750,,03355,서울특별시 은평구 불광동  ***번지 *호,"서울특별시 은평구 불광로 **, A동 *층 (불광동)",,대현(한국화장품),2026-02-24 00:00:00,U,2026-02-26 02:40:00,,193948.481525933,456910.894080245,후원방문판매업,0,2061689507.0,,대현(한국화장품)_서울특별시은평구불광동***번지*호
