"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","업종구분명","관리업구분명","자본금","자산","보수범위","유지관리책임인력수","실무기술인력수","설계책임기술인력수","제조책임기술인력수","임원수","총직원수","기술직직원수","기능직직원수","사무직직원수","기타직원수","회사구분명","사업자등록번호",
"64","승강기유지관리업체","11_48_01_P","6110000","611000000007","1992-12-31","","01","영업/정상","1","인허가","","","","","025338184","","","서울특별시 서초구 방배동 876-37 2층","서울특별시 서초구 서초대로27길 21, 2층(방배동)","06588","(주)태성에스컬레이터","2026-02-04 09:59:24","U","2026-02-06 02:40:00","","199431.846189587","442980.100191246","유지관리","중저속승강기","400000000","","0","3","0","","","","0","","","","","본점","1148169587",
"65","승강기유지관리업체","11_48_01_P","6290000","629000000032","1998-03-31","","01","영업/정상","1","인허가","","","","","0623628272","","61900","광주광역시 서구 덕흥동 29-8","광주광역시 서구 무진대로 567 (덕흥동)","61900","목송엘리베이터(주)","2026-02-04 16:08:17","U","2026-02-06 02:40:00","","185567.679118206","184910.952834682","유지관리","중저속승강기","200000000","","1,260","3","","","","","14","","","","","본점","4088132030",
"66","승강기유지관리업체","11_48_01_P","6460000","482000000004","2002-01-05","","04","취소/말소/만료/정지/중지","5","등록취소","","","","","061 7217971","","","","전라남도 순천시 서면 백강로 801","","(주)삼성엘리베이터","2026-02-04 00:00:00","U","2026-02-06 02:40:00","","","","유지관리","고속승강기,중저속승강기","310","","1500","2","0","","","","","","","","","본점","4168134835",
"67","승강기유지관리업체","11_48_01_P","6410000","398000000002","2007-06-28","","01","영업/정상","1","인허가","","","","","00315630095","","11940","경기도 구리시 수택동 849-2","경기도 구리시 체육관로80번길 32, 602호 (수택동)","11940","(주)한국승강기에이에스센타","2026-02-03 00:00:00","U","2026-02-06 02:40:00","","","","유지관리","중저속승강기","100","","1440","3","3","","","","","","","","","본점","1328176960",
"68","승강기유지관리업체","11_48_01_P","6430000","643000000047","2020-10-29","","01","영업/정상","1","인허가","","","","","0438384535","","","충청북도 증평군 도안면 도당리 284-3","충청북도 증평군 도안면 모래재로 160-43","27906","(주)유니버셜리프트히타치코리아","2026-02-03 13:26:02","U","2026-02-06 02:40:00","","256252.153227552","367758.958787174","유지관리","중저속승강기","425000000","","500","1","","","","","5","","","","","본점","8678100168",
"69","승강기유지관리업체","11_48_01_P","6300000","630000000022","1994-10-19","","01","영업/정상","1","인허가","","","","","0425257241","","34903","대전광역시 중구 오류동 187-4 동아생명빌딩","대전광역시 중구 계룡로 800, 동아생명빌딩 13층 (오류동)","34903","티케이엘리베이터코리아(주) 충청1지사","2026-02-05 14:54:51","U","2026-02-07 02:40:00","","236320.475404854","314196.500934233","유지관리","고속승강기,중저속승강기","3000000000","","6,750","8","0","","","","75","","","","","본점","3058523128",
"70","승강기유지관리업체","11_48_01_P","6260000","626000000168","2023-05-16","","01","영업/정상","1","인허가","","","","","0516376112","","48741","부산광역시 동구 범일동 830-138 201호","부산광역시 동구 조방로 22, 2층 201호 (범일동)","48741","오티스서비스엑스퍼트(유) 부산","2026-02-05 12:56:07","U","2026-02-07 02:40:00","","387898.982257248","184160.510606819","유지관리","고속승강기,중저속승강기","2650000000","","6,500","7","","","","","86","","","","","본점","3718501984",
"71","승강기유지관리업체","11_48_01_P","6270000","627000000105","2024-04-24","","01","영업/정상","1","인허가","","","","","0539840311","","41409","대구광역시 북구 연경동 926-1 201호","대구광역시 북구 연경중앙로11길 4, 201호 (연경동)","41409","주식회사 창성엘리베이터","2026-02-05 17:59:55","U","2026-02-07 02:40:00","","345841.917429127","272985.186923139","유지관리","중저속승강기","100000000","","450","1","","","","","5","","","","","본점","8768703119",
"72","승강기유지관리업체","11_48_01_P","6110000","611000000403","2007-05-23","","01","영업/정상","1","인허가","","","","","029868043","","142-100","서울특별시 강북구 미아동   135번지 8호 하림빌딩 405호","서울특별시 강북구 도봉로20가길 40 (미아동,하림빌딩 405호)","","명성종합엘리베이터","2026-02-05 16:05:57","U","2026-02-07 02:40:00","","202537.911994276","457556.846505967","유지관리","중저속승강기","120000000","","900","1","0","","","","","","","","","본점","2101588285",
"73","승강기유지관리업체","11_48_01_P","6110000","611000000395","2006-09-15","","01","영업/정상","1","인허가","","","","","0226986007","","158-856","서울특별시 양천구 신정동 891번지 3호  신정동","서울특별시 양천구 신정중앙로17길 10, 신정동 2층 (신정동)","158-856","(주)승조엔지니어링","2026-02-05 16:03:21","U","2026-02-07 02:40:00","","187578.05377518","447290.506183593","유지관리","중저속승강기","100000000","","1,000","1","0","","","","","","","","","본점","1318190237",
"74","승강기유지관리업체","11_48_01_P","6260000","626000000138","2009-08-10","","01","영업/정상","1","인허가","","","","","0513375114","","","부산광역시 북구 덕천동 531번지 1호","부산광역시 북구 금곡대로104번길 10 (덕천동)","46545","한국승강기블루(주)","2026-02-05 13:02:51","U","2026-02-07 02:40:00","","382688.331568034","192923.088664186","유지관리","중저속승강기","100000000","","1,300","2","0","","","","15","","","","","본점","6068617996",
"75","승강기유지관리업체","11_48_01_P","6110000","611000000324","2002-01-11","","01","영업/정상","1","인허가","","","","","0266702155","","150-870","서울특별시 영등포구 여의도동   13번지 6호 기계회관 신관 9층","서울특별시 영등포구 국회대로76길 22 (여의도동,기계회관 신관 9층)","","한국미쓰비시엘리베이터(주)","2026-02-05 15:27:49","U","2026-02-07 02:40:00","","193065.323272281","447494.221918799","유지관리","고속승강기,중저속승강기","8000000000","","2,200","19","0","","","","0","","","","","본점","1078609043",
"76","승강기유지관리업체","11_48_01_P","6410000","391000000003","2008-05-16","","01","영업/정상","1","인허가","","","","","0316828931","","451-872","경기도 평택시 오성면 양교리 915번지 12호","경기도 평택시 오성면 오성산단로 36-19","451-872","그린엘리베이터(주)","2026-02-05 00:00:00","U","2026-02-07 02:40:00","","","","유지관리","중저속승강기","700","4190","1000","1","","","","","","","","","","본점","1408107988",
"77","승강기유지관리업체","11_48_01_P","6410000","383000000015","2018-03-05","","01","영업/정상","1","인허가","","","","","0314446400","","14037","경기도 안양시 만안구 안양동 1388번지 1호 디스퀘어큐브","경기도 안양시 만안구 관악대로 50, 디스퀘어큐브 7층 (안양동)","14037","오티스엘리베이터(유)","2026-02-05 00:00:00","U","2026-02-07 02:40:00","","","","유지관리","고속승강기,중저속승강기","14760","","4140","6","0","","","","","","","","","본점","1548500852",
"78","승강기유지관리업체","11_48_01_P","6410000","402000000010","2025-01-10","","01","영업/정상","1","인허가","","","","","031 406 4543","","15885","경기도 군포시 도마교동 478 군포 송정 풍산 리치안","경기도 군포시 송부로96번길 12, 군포 송정 풍산 리치안 A동 209호 (도마교동)","15885","주식회사 에스씨엘리베이터","2026-02-05 00:00:00","U","2026-02-07 02:40:00","","","","유지관리","중저속승강기","100","","1400","1","","","","","","","","","","본점","5568603391",
"79","승강기유지관리업체","11_48_01_P","6260000","626000000172","2024-10-16","","01","영업/정상","1","인허가","","","","","0517571197","","47575","부산광역시 연제구 연산동 2235-4 선경아파트 상가동 201호","부산광역시 연제구 과정로 74, 상가동 201호 (연산동, 선경아파트)","47575","주식회사 착한엘리베이터","2026-02-06 14:41:53","U","2026-02-08 02:40:00","","392134.502954457","188467.241084113","유지관리","중저속승강기","100000000","","800","1","","","","","10","","","","","본점","7218103535",
"80","승강기유지관리업체","11_48_01_P","6480000","567000000006","1997-06-26","","01","영업/정상","1","인허가","","","","","055 264 3210","","","경상남도 창원시 성산구 성주동 82번지 1호","경상남도 창원시 성산구 곰절길9번길 3, 리성빌딩 2층 201호 (성주동)","","(주)케이엠이(K.M.E)","2026-02-06 00:00:00","U","2026-02-08 02:40:00","","","","유지관리","중저속승강기","200","","700","2","","","","","","","","","","본점","6098183151",
"81","승강기유지관리업체","11_48_01_P","6110000","611000000001","1992-11-06","","01","영업/정상","1","인허가","","","","","0260073348","","150-945","서울특별시 영등포구 여의도동 23번지 국제금융센터 투아이에프씨빌딩","서울특별시 영등포구 국제금융로 10, 8층 (여의도동,국제금융센터투아이에프씨빌딩)","150-945","오티스엘리베이터 유한회사","2026-02-06 17:15:00","U","2026-02-08 02:40:00","","193326.931018911","446973.914570276","유지관리","고속승강기,중저속승강기","32000000000","","0","60","0","","","","0","","","","","본점","1078173292",
"82","승강기유지관리업체","11_48_01_P","6430000","643000000012","1999-01-22","","01","영업/정상","1","인허가","","","","","0432968225","","","충청북도 청주시 서원구 남이면 가마리 163-1","충청북도 청주시 서원구 남이면 가마2길 31","28219","호영엘리베이터(주)","2026-02-06 17:54:30","U","2026-02-08 02:40:00","","","","유지관리","중저속승강기","305000000","0","1,700","3","0","","","","17","","","","","본점","3058125133",
"83","승강기유지관리업체","11_48_01_P","6430000","643000000022","2002-11-13","","01","영업/정상","1","인허가","","","","","0432857350","","","충청북도 청주시 상당구 용암동 2626번지","충청북도 청주시 상당구 중고개로 185, 302호 (용암동)","28763","(주)한빛엘리베이터","2026-02-06 17:54:14","U","2026-02-08 02:40:00","","245956.202199978","346733.89008377","유지관리","중저속승강기","300000000","","900","1","0","","","","9","","","","","본점","3018165244",
"84","승강기유지관리업체","11_48_01_P","6470000","647000000048","2009-09-07","","01","영업/정상","1","인허가","","","","","0533526900","","39464","경상북도 구미시 산동읍 신당리 1458번지 바젤-파크시티제1동 306호","경상북도 구미시 산동읍 신당1로 24, 바젤-파크시티제1동 306호","39464","바론엘리베이터 주식회사","2026-02-06 17:59:50","U","2026-02-08 02:40:00","","328826.899677292","295817.057355274","유지관리","중저속승강기","300000000","","4,100","4","0","","","","41","","","","","본점","5048183633",
"85","승강기유지관리업체","11_48_01_P","6410000","382000000008","2016-12-22","","01","영업/정상","1","인허가","","","","","0318231119","","","경기도 의정부시 고산동 996-3","경기도 의정부시 문충로 74, 고산 한강듀클래스 B동 6층 616,617호 (고산동)","","(주)진성메리트엘리베이터","2026-02-06 00:00:00","U","2026-02-08 02:40:00","","","","유지관리","중저속승강기","100","100","1100","2","0","","","","","","","","","본점","5978100537",
"86","승강기유지관리업체","11_48_01_P","6260000","626000000129","2006-11-27","","01","영업/정상","1","인허가","","","","","0518977003","","614-801","부산광역시 부산진구 가야동 143번지 48호 윤정빌딩 3층","부산광역시 부산진구 가야대로 517, 3층 (가야동,윤정빌딩)","614-801","(주)아남테크서비스","2026-02-06 14:35:26","U","2026-02-08 02:40:00","","384774.798846787","185717.12959147","유지관리","중저속승강기","350000000","","1,900","1","0","","","","15","1","6","1","","본점","6058179811",
"87","승강기유지관리업체","11_48_01_P","6410000","393000000024","2023-09-07","","01","영업/정상","1","인허가","","","","","","","15471","경기도 안산시 단원구 고잔동 707 안산법조타운 307호","경기도 안산시 단원구 광덕서로 86, 안산법조타운 307호 (고잔동)","15471","㈜동우엘리베이터","2026-02-06 00:00:00","U","2026-02-08 02:40:00","","","","유지관리","중저속승강기","100","100","540","1","","","","","","","","","","본점","1228649345",
"88","승강기유지관리업체","11_48_01_P","6500000","651000000010","2018-02-19","","01","영업/정상","1","인허가","","","","","064 744 9619","","63125","제주특별자치도 제주시 연동 291번지 44호","제주특별자치도 제주시 삼무로 83, 3층 (연동)","63125","현대엘리베이터(주)제주지사","2026-02-07 00:00:00","U","2026-02-09 02:40:00","","","","유지관리","중저속승강기","12316","","3000","4","","","","","","","","","","본점","5678501246",
"89","승강기유지관리업체","11_48_01_P","6500000","651000000013","2020-07-31","","01","영업/정상","1","인허가","","","","","","","63089","제주특별자치도 제주시 노형동 743-11","제주특별자치도 제주시 진군2길 23-1, 1층 (노형동)","63089","(주)삼성엘리베이터","2026-02-07 00:00:00","U","2026-02-09 02:40:00","","","","유지관리","중저속승강기","100","","1000","2","","","","","","","","","","본점","1368702083",
"90","승강기유지관리업체","11_48_01_P","6410000","559000000005","2022-01-12","","04","취소/말소/만료/정지/중지","5","등록취소","","","","","","","11494","경기도 양주시 만송동 502-2","경기도 양주시 송랑로 8, 2층 201호 (만송동)","11494","주식회사 엘지엘리베이터","2026-02-09 00:00:00","U","2026-02-11 02:40:00","","","","유지관리","중저속승강기","100","100","1260","2","","","","","","","","","","본점","5558102318",
"91","승강기유지관리업체","11_48_01_P","6530000","423000000007","2023-04-25","","01","영업/정상","1","인허가","","","","","0336368827","","05399","서울특별시 강동구 성내동 551-1 조국현타워","서울특별시 강동구 성내로6길 11, 조국현타워 2층 (성내동)","05399","오티스서비스엑스퍼트(유)강원","2026-02-09 00:00:00","U","2026-02-11 02:40:00","","","","유지관리","중저속승강기","2650","","2000","2","","","","","","","","","","지점","4088533696",
"92","승강기유지관리업체","11_48_01_P","6310000","631000000024","2014-10-10","","01","영업/정상","1","인허가","","","","","0522498004","","","울산광역시 남구 무거동 1444-14","울산광역시 남구 삼호로 33 (무거동)","44635","동양텍엘리베이터주식회사","2026-02-09 08:47:21","U","2026-02-11 02:40:00","","405592.642688959","230155.440438186","유지관리","중저속승강기","200000000","","1,200","2","","","","","12","","","","","본점","6208154876",
"93","승강기유지관리업체","11_48_01_P","6480000","538000000005","2011-11-17","","01","영업/정상","1","인허가","","","","","055 382 5934","","50653","","경상남도 양산시 물금읍 야리1길 20, 4층 405호 (초이스타워)","50653","(주)태감","2026-02-09 00:00:00","U","2026-02-11 02:40:00","","","","유지관리","중저속승강기","100","","540","1","0","","","","","","","","","본점","6218192005",
"94","승강기유지관리업체","11_48_01_P","6480000","531000000010","2016-04-26","","01","영업/정상","1","인허가","","","","","","","","경상남도 진주시 정촌면 예하리 1297-13","경상남도 진주시 정촌면 화개천로54번길 31, 101,102호","","(주)동문엘리베이터","2026-02-09 00:00:00","U","2026-02-11 02:40:00","","","","유지관리","중저속승강기","101","","1600","2","","","","","","","","","","본점","5538701538",
"95","승강기유지관리업체","11_48_01_P","6480000","538000000002","2008-01-21","","01","영업/정상","1","인허가","","","","","055 386 5709","","","경상남도 양산시 북정동 888번지 14호","경상남도 양산시 양산대로 998, 대원빌딩 3층 (북정동)","","(주)이플러스엘리베이터","2026-02-09 00:00:00","U","2026-02-11 02:40:00","","","","유지관리","중저속승강기","300","504","900","1","0","","","","","","","","","본점","6218172144",
"96","승강기유지관리업체","11_48_01_P","6110000","611000000507","2020-01-03","","01","영업/정상","1","인허가","","","","","0237845582","","","서울특별시 강동구 둔촌동 435-2 상상프리 202호","서울특별시 강동구 천호대로 1156-20, 202호 (둔촌동, 상상프리)","05362","대한승강기안전 주식회사","2026-02-09 10:18:30","U","2026-02-11 02:40:00","","212249.440633974","447844.74946837","유지관리","중저속승강기","100000000","","900","1","","","","","9","","","","","본점","8368601644",
"97","승강기유지관리업체","11_48_01_P","6280000","628000000002","1992-12-24","","01","영업/정상","1","인허가","","","","","0325434433","","407-820","인천광역시 계양구 작전1동  381번지 1호","인천광역시 계양구 효서로 300 (작전동)","407-820","우석엘리베이터(주)","2026-02-09 16:38:23","U","2026-02-11 02:40:00","","176033.899407199","447330.092687256","유지관리","고속승강기,중저속승강기","100000000","","3,420","11","0","","","","38","","","3","","본점","1228154732",
"98","승강기유지관리업체","11_48_01_P","6280000","628000000123","2016-07-28","","01","영업/정상","1","인허가","","","","","0325464222","","","인천광역시 계양구 계산동 926-27 나드리상가3층 27호","인천광역시 계양구 하느재로 14, 나드리상가 3층 27호 (계산동)","21040","한국엘리베이터보수관리(주)","2026-02-09 16:38:52","U","2026-02-11 02:40:00","","175658.268315376","449209.149467316","유지관리","중저속승강기","100000000","","2,160","3","0","","","","24","","","","","본점","5188800402",
"99","승강기유지관리업체","11_48_01_P","6260000","626000000082","1998-12-14","","01","영업/정상","1","인허가","","","","","0519226002","","611-800","부산광역시 연제구 거제1동  17번지 1호 종근당빌딩 4층","부산광역시 연제구 거제대로 270, 4층 (거제동,종근당빌딩)","611-800","오티스엘리베이터(유)","2026-02-09 11:55:44","U","2026-02-11 02:40:00","","389137.771555336","189860.788321975","유지관리","고속승강기,중저속승강기","40000000000","100000000000","11,700","25","0","","","1","130","","182","5","","본점","6068510657",
"100","승강기유지관리업체","11_48_01_P","6260000","626000000148","2014-06-02","","01","영업/정상","1","인허가","","","","","0516231584","","","부산광역시 남구 대연동 703번지 7호","부산광역시 남구 신선로 460-1, 3층 (대연동)","48518","한화승강기(주)","2026-02-09 11:58:52","U","2026-02-11 02:40:00","","391456.275809803","182767.718339288","유지관리","중저속승강기","100000000","","1,000","1","0","","","","12","","","","","본점","6178617550",
"101","승강기유지관리업체","11_48_01_P","6430000","643000000028","2009-11-26","","01","영업/정상","1","인허가","","","","","0432980237","","","충청북도 청주시 상당구 용암동 1237번지","충청북도 청주시 상당구 용암로 74-17 (용암동)","28770","(주)엘리사엘리베이터","2026-02-09 20:07:21","U","2026-02-11 02:40:00","","245126.583051886","346042.708207888","유지관리","중저속승강기","206752000","","1,700","2","0","","","","17","","","","","본점","3178115851",
"102","승강기유지관리업체","11_48_01_P","6260000","626000000163","2020-08-03","","01","영업/정상","1","인허가","","","","","0518080119","","47261","부산광역시 부산진구 당감동 863-1","부산광역시 부산진구 신천대로 205, 302호 (당감동)","47261","(주)영재엘리베이터","2026-02-09 12:03:39","U","2026-02-11 02:40:00","","386695.437689142","186479.9859823","유지관리","중저속승강기","100000000","","700","1","","","","","7","","","","","본점","6948701917",
"103","승강기유지관리업체","11_48_01_P","6410000","405000000003","2014-05-09","","01","영업/정상","1","인허가","","","","","","","16897","경기도 용인시 기흥구 보정동 1261번지 1호 휴먼타워","경기도 용인시 기흥구 죽현로 8-22, 휴먼타워 3층 304호 (보정동)","16897","(주)바로엘리베이터","2026-02-09 00:00:00","U","2026-02-11 02:40:00","","","","유지관리","중저속승강기","100","100","1000","2","","","","","","","","","","본점","1428170487",
"104","승강기유지관리업체","11_48_01_P","6410000","400000000002","2010-02-09","","01","영업/정상","1","인허가","","","","","031 377 2767","","","경기도 오산시 궐동 608번지 4호 아이원빌딩 602호","경기도 오산시 대호로117번길 39, 아이원빌딩 6층 602호 (궐동)","","제일엘리베이터(주)","2026-02-09 00:00:00","U","2026-02-11 02:40:00","","","","유지관리","중저속승강기","100","0","3200","4","","","","","","","","","","본점","1248643503",
"105","승강기유지관리업체","11_48_01_P","6410000","405000000005","2006-02-22","","01","영업/정상","1","인허가","","","","","031 265 0524","","16914","경기도 용인시 기흥구 청덕동 556번지 용인테크노밸리 A811호, 812호, 813호","경기도 용인시 기흥구 구성로 357, 용인테크노밸리 (청덕동)","16914","대성엘리베이터(주)","2026-02-09 00:00:00","U","2026-02-11 02:40:00","","","","유지관리","중저속승강기","500","1000","1800","2","","","","","","","","","","본점","1358183761",
"106","승강기유지관리업체","11_48_01_P","6440000","644000000042","2018-10-02","","01","영업/정상","1","인허가","","","","","0416229687","","","충청남도 아산시 배방읍 장재리 1725번지 엑스큐브 301호","충청남도 아산시 배방읍 희망로46번길 19-3, 엑스큐브 301호","31470","티케이엘리베이터코리아(주)충청2지사","2026-02-09 11:08:21","U","2026-02-11 02:40:00","","209251.177135759","365276.260461879","유지관리","고속승강기,중저속승강기","3000000000","","5,200","9","","","","","52","","","","","지점","2908500920",
"107","승강기유지관리업체","11_48_01_P","6410000","374000000025","2020-12-04","","01","영업/정상","1","인허가","","","","","","","16650","경기도 수원시 권선구 고색동 373-20 대우프라자","경기도 수원시 권선구 고색로14번길 39, 대우프라자 302호 (고색동)","16650","주식회사 한신승강기","2026-02-09 00:00:00","U","2026-02-11 02:40:00","","","","유지관리","중저속승강기","100","100","1000","1","","","","","","","","","","본점","2748101986",
"108","승강기유지관리업체","11_48_01_P","6280000","628000000136","2022-05-02","","01","영업/정상","1","인허가","","","","","03215331573","","","인천광역시 부평구 십정동 442-4 ST빌딩 401호","인천광역시 부평구 백범로478번길 7-3, ST빌딩 401호 (십정동)","21453","바른엘리베이터(주)","2026-02-09 16:39:16","U","2026-02-11 02:40:00","","173247.714358601","440845.301272968","유지관리","고속승강기,중저속승강기","100000000","","2,970","2","","","","","33","","","","","본점","3408702585",
"109","승강기유지관리업체","11_48_01_P","6310000","631000000012","2001-05-16","","01","영업/정상","1","인허가","","","","","0316445114","","27329","충청북도 충주시 용탄동 1157번지 현대엘리베이터","충청북도 충주시 충주산단1로 128, 현대엘리베이터(용탄동)","27329","현대엘리베이터(주) 울산지사","2026-02-10 09:42:11","U","2026-02-12 02:40:00","","284118.410926242","389922.931197633","유지관리","중저속승강기","5550000000","","5,310","6","","","","","59","23","","1","","지점","6108509014",
"110","승강기유지관리업체","11_48_01_P","6110000","611000000158","1994-07-08","","01","영업/정상","1","인허가","","","","","029332114","","","서울특별시 노원구 상계동 763-7 동일프라자빌딩 3,4,5호","서울특별시 노원구 동일로 1343, 동일프라자빌딩 6층 3,4,5호 (상계동)","01767","(주)대경엘리베이터","2026-02-10 18:56:34","U","2026-02-12 02:40:00","","205400.87065435","460681.679132551","유지관리","중저속승강기","106000000","","2,000","2","0","","","","0","","","","","본점","2178127469",
"111","승강기유지관리업체","11_48_01_P","6110000","611000000398","2007-01-08","","01","영업/정상","1","인허가","","","","","0226933675","","158-827","서울특별시 양천구 신월1동   128번지 태헌빌딩 309","서울특별시 양천구 곰달래로5길 17 (신월동,태헌빌딩 309)","","대한이엘(주)","2026-02-10 18:55:08","U","2026-02-12 02:40:00","","185222.73244302","447665.545654592","유지관리","중저속승강기","100000000","","700","1","0","","","","","","","","","본점","1178160232",
"112","승강기유지관리업체","11_48_01_P","6110000","611000000352","2003-11-11","","01","영업/정상","1","인허가","","","","","0232963918","","139-807","서울특별시 노원구 공릉1동  573번지 22호 재진빌딩 3층","서울특별시 노원구 동일로173가길 65, 3층 (공릉동,재진빌딩)","139-807","우신프라임(주)","2026-02-10 18:53:26","U","2026-02-12 02:40:00","","206341.384030182","457650.394800878","유지관리","고속승강기,중저속승강기","5000000000","","2,000","2","0","","","","","","","","","본점","2108126173",
"113","승강기유지관리업체","11_48_01_P","6110000","611000000350","2003-09-05","","01","영업/정상","1","인허가","","","","","0226115304","","","서울특별시 영등포구 여의도동 61번지 3호 라이프오피스텔 718호","서울특별시 영등포구 63로 40, 718호 (여의도동,라이프오피스텔)","07345","신동양엘리베이터(주)","2026-02-10 18:59:06","U","2026-02-12 02:40:00","","194561.746032498","446364.318286465","유지관리","고속승강기,중저속승강기","200000000","","2,000","2","0","","","","0","","","","","본점","1338135185",
"114","승강기유지관리업체","11_48_01_P","6460000","481000000002","2006-03-16","","01","영업/정상","1","인허가","","","","","","","59661","전라남도 여수시 안산동 480-13","전라남도 여수시 안산1길 167(안산동)","59661","대신엘리베이터(주)","2026-02-10 00:00:00","U","2026-02-12 02:40:00","","","","유지관리","중저속승강기","100","100","1300","3","","","","","","","","","","본점","4178132558",
"115","승강기유지관리업체","11_48_01_P","6410000","393000000017","2016-06-11","","01","영업/정상","1","인허가","","","","","031 437 2016","","15580","경기도 안산시 상록구 사동 1191번지","경기도 안산시 상록구 석호로 101, 3층 (사동)","15580","(주)유원승강기","2026-02-10 00:00:00","U","2026-02-12 02:40:00","","","","유지관리","중저속승강기","100","100","720","1","0","","","","","","","","","본점","8088100403",
"116","승강기유지관리업체","11_48_01_P","6410000","382000000007","2006-05-03","","01","영업/정상","1","인허가","","","","","031 877 7673","","11652","경기도 의정부시 의정부동 573 도림빌딩","경기도 의정부시 신흥로 196, 도림빌딩 2층 (의정부동)","11652","태원엘리베이터(주)","2026-02-10 00:00:00","U","2026-02-12 02:40:00","","","","유지관리","중저속승강기","200","300","1800","3","","","","","","","","","","본점","1278198846",
"117","승강기유지관리업체","11_48_01_P","6110000","611000000508","2020-03-13","","01","영업/정상","1","인허가","","","","","0236704370","","","서울특별시 종로구 연지동 1-1","서울특별시 종로구 율곡로 190 (연지동)","03127","현대엘리베이터서비스 주식회사","2026-02-10 19:01:36","U","2026-02-12 02:40:00","","199886.047854765","452569.474718211","유지관리","고속승강기,중저속승강기","5000000000","","0","52","","","","","0","","","","","본점","2768801701",
"118","승강기유지관리업체","11_48_01_P","6410000","378000000002","2015-09-10","","01","영업/정상","1","인허가","","","","","","","13105","경기도 성남시 수정구 고등동 572 현대지식산업센터 성남고등","경기도 성남시 수정구 고등로 3, 현대지식산업센터 성남고등 A동 215~216호 (고등동)","13105","(주)신영엘리베이터","2026-02-10 00:00:00","U","2026-02-12 02:40:00","","","","유지관리","중저속승강기","100","100","630","1","","","","","","","","","","본점","8098800216",
"119","승강기유지관리업체","11_48_01_P","6270000","627000000082","2012-01-10","","01","영업/정상","1","인허가","","","","","0537615061","","711-813","대구광역시 달성군 다사읍 385번지","대구광역시 달성군 서재로16길 34-1","711-813","(주)월드엘리베이터","2026-02-10 09:26:30","U","2026-02-12 02:40:00","","335451.229842323","264348.115456993","유지관리","중저속승강기","500000000","","3,420","4","0","","","","38","","","","","본점","5028613591",
"120","승강기유지관리업체","11_48_01_P","6440000","644000000049","2022-05-03","","01","영업/정상","1","인허가","","","","","","","","충청남도 서산시 읍내동 144-1 36호","충청남도 서산시 읍내1로 35, 1층 36호 (읍내동)","31984","대한엘리베이터(주)","2026-02-10 16:40:33","U","2026-02-12 02:40:00","","150878.333044417","364446.170648853","유지관리","중저속승강기","100000000","","900","2","","","","","10","","","","","본점","6318802552",
"121","승강기유지관리업체","11_48_01_P","6440000","644000000031","2011-07-08","","01","영업/정상","1","인허가","","","","","0415739844","","331-961","충청남도 천안시 서북구 두정동   1179번지 한길프라자A동3층","충청남도 천안시 서북구 두정중11길 14 (두정동,한길프라자A동3층)","","더씨앤(주)","2026-02-11 13:18:56","U","2026-02-13 02:40:00","","212411.86194528","370701.371500823","유지관리","중저속승강기","510000000","","900","2","0","","","","10","","","","","본점","3128116893",
"122","승강기유지관리업체","11_48_01_P","6440000","644000000037","2017-09-16","","01","영업/정상","1","인허가","","","","","0415480222","","","충청남도 아산시 배방읍 장재리 1662번지","충청남도 아산시 배방읍 공원로16번길 17, 101호","31470","(주)덕양엘리베이터","2026-02-11 15:56:38","U","2026-02-13 02:40:00","","208977.897291961","364897.766290125","유지관리","중저속승강기","100000000","","1,000","1","","","","","12","","","","","본점","5218600705",
"123","승강기유지관리업체","11_48_01_P","6310000","631000000023","2012-08-29","","01","영업/정상","1","인허가","","","","","0522090900","","682-805","울산광역시 동구 방어동 917번지 8호  201호","울산광역시 동구 월봉4길 36, 201호 (방어동)","682-805","대한엘리베이터(주)","2026-02-11 08:38:12","U","2026-02-13 02:40:00","","419440.384714612","223764.451753943","유지관리","중저속승강기","300000000","","1,440","2","","","","","16","","","","","본점","6208145270",
"124","승강기유지관리업체","11_48_01_P","6480000","567000000005","1998-10-15","","01","영업/정상","1","인허가","","","","","055 252 5131","","","","경상남도 창원시 성산구 완암로 50, 넥스동 717호 (성산동)","","(주)대한엘리베이터","2026-02-11 00:00:00","U","2026-02-13 02:40:00","","","","유지관리","중저속승강기","200","0","1000","2","","","","","","","","","","본점","6098134382",
"125","승강기유지관리업체","11_48_01_P","6270000","627000000095","2020-03-27","","01","영업/정상","1","인허가","","","","","0535648858","","41814","대구광역시 서구 평리동 1676번지 평리롯데캐슬상가 201동 401호","대구광역시 서구 국채보상로 316, 201동 401호 (평리동, 평리롯데캐슬)","41814","(주)부광엘리베이터","2026-02-11 15:43:10","U","2026-02-13 02:40:00","","341340.524728059","264622.51591133","유지관리","중저속승강기","100000000","","1,980","3","0","","","","22","","","","","본점","3688601869",
