번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),업종구분명,관리업구분명,자본금,자산,보수범위,유지관리책임인력수,실무기술인력수,설계책임기술인력수,제조책임기술인력수,임원수,총직원수,기술직직원수,기능직직원수,사무직직원수,기타직원수,회사구분명,사업자등록번호,Unnamed: 45,record_key
80,승강기유지관리업체,11_48_01_P,6500000,651000000013,2020-07-31,,1,영업/정상,1,인허가,,,,,,,63089,제주특별자치도 제주시 노형동 743-11,"제주특별자치도 제주시 진군2길 23-1, 1층 (노형동)",63089,(주)삼성엘리베이터,2026-02-07 00:00:00,U,2026-02-09 02:40:00,,,,유지관리,중저속승강기,100.0,,1000,2.0,,,,,,,,,,본점,1368702083.0,,(주)삼성엘리베이터_제주특별자치도제주시노형동743-11
162,승강기유지관리업체,11_48_01_P,6410000,401000000018,2020-06-08,,1,영업/정상,1,인허가,,,,,031311 0312,,14995,경기도 시흥시 능곡동 758번지 현대프라자 704호,"경기도 시흥시 승지로60번길 17, 현대프라자 704호 (능곡동)",14995,디케이이엘에스(주),2026-02-13 00:00:00,U,2026-02-16 02:40:00,,,,유지관리,중저속승강기,2500.0,,90,1.0,,,,,,,,,,본점,3308101796.0,,디케이이엘에스(주)_경기도시흥시능곡동758번지현대프라자704호
114,승강기유지관리업체,11_48_01_P,6270000,627000000095,2020-03-27,,1,영업/정상,1,인허가,,,,,0535648858,,41814,대구광역시 서구 평리동 1676번지 평리롯데캐슬상가 201동 401호,"대구광역시 서구 국채보상로 316, 201동 401호 (평리동, 평리롯데캐슬)",41814,(주)부광엘리베이터,2026-02-11 15:43:10,U,2026-02-13 02:40:00,,341340.524728059,264622.51591133,유지관리,중저속승강기,100000000.0,,"1,980",3.0,0.0,,,,22.0,,,,,본점,3688601869.0,,(주)부광엘리베이터_대구광역시서구평리동1676번지평리롯데캐슬상가201동401호
106,승강기유지관리업체,11_48_01_P,6110000,611000000508,2020-03-13,,1,영업/정상,1,인허가,,,,,0236704370,,,서울특별시 종로구 연지동 1-1,서울특별시 종로구 율곡로 190 (연지동),03127,현대엘리베이터서비스 주식회사,2026-02-10 19:01:36,U,2026-02-12 02:40:00,,199886.047854765,452569.474718211,유지관리,"고속승강기,중저속승강기",5000000000.0,,0,52.0,,,,,0.0,,,,,본점,2768801701.0,,현대엘리베이터서비스주식회사_서울특별시종로구연지동1-1
31,승강기유지관리업체,11_48_01_P,5530000,2020553043033500001,2020-03-06,,1,영업/정상,1,영업중,,,,,031-267-1123,,,경기도 화성시 효행구 봉담읍 동화리 139번지 1호 화성공구유통밸리,"경기도 화성시 효행구 봉담읍 와우안길 109, 화성공구유통밸리",18298,(주)세아엘리텍,2026-02-01 11:00:57,I,2026-02-04 01:35:23,,197607.132367783,413349.198055201,,,,,,,,,,,,,,,,,,,(주)세아엘리텍_경기도화성시효행구봉담읍동화리139번지1호화성공구유통밸리
86,승강기유지관리업체,11_48_01_P,6110000,611000000507,2020-01-03,,1,영업/정상,1,인허가,,,,,0237845582,,,서울특별시 강동구 둔촌동 435-2 상상프리 202호,"서울특별시 강동구 천호대로 1156-20, 202호 (둔촌동, 상상프리)",05362,대한승강기안전 주식회사,2026-02-09 10:18:30,U,2026-02-11 02:40:00,,212249.440633974,447844.74946837,유지관리,중저속승강기,100000000.0,,900,1.0,,,,,9.0,,,,,본점,8368601644.0,,대한승강기안전주식회사_서울특별시강동구둔촌동435-2상상프리202호
30,승강기유지관리업체,11_48_01_P,5530000,2019553037933500003,2019-11-19,,1,영업/정상,1,영업중,,,,,031-353-3131,,,경기도 화성시 만세구 팔탄면 구장리 127번지 6호,경기도 화성시 만세구 팔탄면 시청로940번길 29,18529,(주)삼일엘텍,2026-02-01 11:00:57,I,2026-02-04 01:35:23,,190491.089887822,407201.348898002,,,,,,,,,,,,,,,,,,,(주)삼일엘텍_경기도화성시만세구팔탄면구장리127번지6호
29,승강기유지관리업체,11_48_01_P,5530000,2019553037933500002,2019-11-11,,1,영업/정상,1,영업중,,,,,0312385991,,,경기도 화성시 병점구 진안동 524-1 메트로 프라자,"경기도 화성시 병점구 병점로 37-6, 메트로 프라자 201호 (진안동)",18401,한길승강기 주식회사,2026-02-01 11:00:57,I,2026-02-04 01:35:23,,203335.142133784,412121.312831616,,,,,,,,,,,,,,,,,,,한길승강기주식회사_경기도화성시병점구진안동524-1메트로프라자
28,승강기유지관리업체,11_48_01_P,5530000,2019553037933500001,2019-10-16,,1,영업/정상,1,영업중,,,,,031-377-2952,,,경기도 화성시 동탄구 영천동 99번지 2호,경기도 화성시 동탄구 동탄대로 677-10 (영천동),18468,(주)우리엘리베이터,2026-02-01 11:00:57,I,2026-02-04 01:35:23,,208774.28783003,412533.459938082,,,,,,,,,,,,,,,,,,,(주)우리엘리베이터_경기도화성시동탄구영천동99번지2호
160,승강기유지관리업체,11_48_01_P,6410000,409000000019,2019-06-11,,1,영업/정상,1,인허가,,,,,0319882767,,,경기도 김포시 양촌읍 학운리 458번지,경기도 김포시 양촌읍 황금로257번길 23,,(주)부흥산전,2026-02-12 00:00:00,U,2026-02-16 02:40:00,,,,유지관리,중저속승강기,300.0,4335.0,450,1.0,,,,,,,,,,본점,1218605946.0,,(주)부흥산전_경기도김포시양촌읍학운리458번지
233,승강기유지관리업체,11_48_01_P,6540000,464000000018,2019-02-11,,1,영업/정상,1,인허가,,,,,006309014119,,54839,전북특별자치도 전주시 덕진구 송천동1가 332-7,"전북특별자치도 전주시 덕진구 송천로 35-15, 201호,202호 (송천동1가)",54839,주식회사 에이치에스승강기,2026-02-24 00:00:00,U,2026-02-26 02:40:00,,,,유지관리,중저속승강기,100.0,100.0,2500,6.0,,,,,,,,,,본점,6398701040.0,,주식회사에이치에스승강기_전북특별자치도전주시덕진구송천동1가332-7
49,승강기유지관리업체,11_48_01_P,6280000,628000000130,2019-01-08,,1,영업/정상,1,인허가,,,,,0324311712,,,인천광역시 남동구 구월동 1150-14 국일빌딩,"인천광역시 남동구 남동대로733번길 8, 국일빌딩 3층 (구월동)",21571,(주)경인엘레베이터,2026-02-03 09:01:19,U,2026-02-06 02:40:00,,173987.543491062,438487.873177866,유지관리,중저속승강기,200000000.0,,990,2.0,,,,,11.0,,,,,본점,4648701295.0,,(주)경인엘레베이터_인천광역시남동구구월동1150-14국일빌딩
185,승강기유지관리업체,11_48_01_P,6440000,644000000042,2018-10-02,,1,영업/정상,1,인허가,,,,,0416229687,,,충청남도 아산시 배방읍 장재리 1725번지 엑스큐브 301호,"충청남도 아산시 배방읍 희망로46번길 19-3, 엑스큐브 301호",31470,티케이엘리베이터코리아(주)충청2지사,2026-02-19 08:58:22,U,2026-02-21 02:40:00,,209251.177135759,365276.260461879,유지관리,"고속승강기,중저속승강기",3000000000.0,,"4,800",9.0,,,,,48.0,,,,,지점,2908500920.0,,티케이엘리베이터코리아(주)충청2지사_충청남도아산시배방읍장재리1725번지엑스큐브301호
27,승강기유지관리업체,11_48_01_P,5530000,2018553037933500003,2018-08-06,,1,영업/정상,1,영업중,,,,,031-898-9382,,,경기도 화성시 효행구 봉담읍 와우리 31번지 16호 리젠트프라자 406호,"경기도 화성시 효행구 봉담읍 참샘길 27, 리젠트프라자 406호",18321,주식회사 신세기엘리베이터,2026-02-01 11:00:57,I,2026-02-04 01:35:23,,197692.038871848,412501.996404059,,,,,,,,,,,,,,,,,,,주식회사신세기엘리베이터_경기도화성시효행구봉담읍와우리31번지16호리젠트프라자406호
23,승강기유지관리업체,11_48_01_P,5530000,2018553037933500002,2018-08-01,,1,영업/정상,1,영업중,,,,,031-377-6205,,,경기도 화성시 병점구 반월동 275번지 3호,"경기도 화성시 병점구 동탄지성로412번길 50-1, 5층 (반월동)",18385,주식회사 현우시스템,2026-02-01 11:00:57,I,2026-02-04 01:35:23,,204462.182213874,414024.48254953,,,,,,,,,,,,,,,,,,,주식회사현우시스템_경기도화성시병점구반월동275번지3호
48,승강기유지관리업체,11_48_01_P,6410000,378000000006,2018-03-18,,1,영업/정상,1,인허가,,,,,07088917441,,13543,경기도 성남시 분당구 백현동 404-6,"경기도 성남시 분당구 대왕판교로395번길 8, B동 4층 (백현동)",13543,오티스엘리베이터 유한회사,2026-01-30 00:00:00,U,2026-02-04 11:04:37,,,,유지관리,"고속승강기,중저속승강기",14760.0,,7200,12.0,,,,,,,,,,본점,1298552470.0,,오티스엘리베이터유한회사_경기도성남시분당구백현동404-6
223,승강기유지관리업체,11_48_01_P,6280000,628000000129,2018-03-08,,1,영업/정상,1,인허가,,,,,0325092410,,07326,서울특별시 영등포구 여의도동 23번지 서울국제금융센터 8호,"서울특별시 영등포구 국제금융로 10, 서울국제금융센터 8층 (여의도동)",07326,오티스엘리베이터 (유),2026-02-24 09:26:30,U,2026-02-26 02:40:00,,193326.931018911,446973.914570276,유지관리,"고속승강기,중저속승강기",33440000000.0,,"13,140",20.0,,,,,146.0,,,,,본점,1228538424.0,,오티스엘리베이터(유)_서울특별시영등포구여의도동23번지서울국제금융센터8호
200,승강기유지관리업체,11_48_01_P,6410000,383000000015,2018-03-05,,1,영업/정상,1,인허가,,,,,0314446400,,14037,경기도 안양시 만안구 안양동 1388번지 1호 디스퀘어큐브,"경기도 안양시 만안구 관악대로 50, 디스퀘어큐브 7층 (안양동)",14037,오티스엘리베이터(유),2026-02-20 00:00:00,U,2026-02-22 02:40:00,,,,유지관리,"고속승강기,중저속승강기",14760.0,,4050,6.0,0.0,,,,,,,,,본점,1548500852.0,,오티스엘리베이터(유)_경기도안양시만안구안양동1388번지1호디스퀘어큐브
184,승강기유지관리업체,11_48_01_P,6500000,651000000011,2018-02-23,,1,영업/정상,1,인허가,,,,,064 726 8920,,62074,광주광역시 서구 매월동 948번지 광주산업용재유통센터 4동 126호,"광주광역시 서구 매월2로 53, 광주산업용재유통센터 4동 126호 (매월동)",62074,(주)금부테크엘리베이터,2026-02-19 00:00:00,U,2026-02-21 02:40:00,,,,유지관리,중저속승강기,100.0,,600,1.0,,,,,,,,,,지점,1478500849.0,,(주)금부테크엘리베이터_광주광역시서구매월동948번지광주산업용재유통센터4동126호
219,승강기유지관리업체,11_48_01_P,6410000,374000000022,2018-02-19,,1,영업/정상,1,인허가,,,,,031 210 4114,,16545,경기도 수원시 영통구 매탄동 1264번지 2호 강희타운9층,"경기도 수원시 영통구 매탄로108번길 28, 강희타운 9층 (매탄동)",16545,오티스엘리베이터 유한회사,2026-02-23 00:00:00,U,2026-02-25 02:40:00,,,,유지관리,"고속승강기,중저속승강기",33440.0,10000.0,7200,11.0,,,,,,,,,,본점,1248525527.0,,오티스엘리베이터유한회사_경기도수원시영통구매탄동1264번지2호강희타운9층
79,승강기유지관리업체,11_48_01_P,6500000,651000000010,2018-02-19,,1,영업/정상,1,인허가,,,,,064 744 9619,,63125,제주특별자치도 제주시 연동 291번지 44호,"제주특별자치도 제주시 삼무로 83, 3층 (연동)",63125,현대엘리베이터(주)제주지사,2026-02-07 00:00:00,U,2026-02-09 02:40:00,,,,유지관리,중저속승강기,12316.0,,3000,4.0,,,,,,,,,,본점,5678501246.0,,현대엘리베이터(주)제주지사_제주특별자치도제주시연동291번지44호
125,승강기유지관리업체,11_48_01_P,6470000,647000000057,2018-02-01,,1,영업/정상,1,인허가,,,,,0548588549,,36629,경상북도 안동시 안기동 167-27 안동우편취급소 1호,"경상북도 안동시 안기1길 9, 안동우편취급소 2층 (안기동)",36629,오티스엘리베이터(유)경북,2026-02-11 18:20:19,U,2026-02-13 02:40:00,,353764.30117746,342763.786798721,유지관리,중저속승강기,32040000000.0,,"1,000",1.0,,,,,10.0,,,,,본점,3148554421.0,,오티스엘리베이터(유)경북_경상북도안동시안기동167-27안동우편취급소1호
250,승강기유지관리업체,11_48_01_P,6500000,651000000009,2018-01-30,,1,영업/정상,1,인허가,,,,,02  60075800,,07326,서울특별시 영등포구 여의도동 23번지 서울 국제금융 센터,"서울특별시 영등포구 국제금융로 10, 서울 국제금융 센터 8층 (여의도동)",07326,오티스엘리베이터(유)제주지사,2026-02-26 00:00:00,U,2026-02-28 02:40:00,,,,유지관리,중저속승강기,33440.0,,2700,3.0,1.0,,,,,,,,,본점,3648500560.0,,오티스엘리베이터(유)제주지사_서울특별시영등포구여의도동23번지서울국제금융센터
45,승강기유지관리업체,11_48_01_P,6430000,643000000042,2018-01-19,,1,영업/정상,1,인허가,,,,,0220075800,,07326,서울특별시 영등포구 여의도동 23번지 서울국제금융센터,"서울특별시 영등포구 국제금융로 10, 서울국제금융센터 8층 (여의도동)",07326,오티스엘리베이터(유) 충북,2026-01-30 11:25:54,U,2026-02-04 11:04:37,,193326.931018911,446973.914570276,유지관리,"고속승강기,중저속승강기",14760000000.0,,"7,700",7.0,,,,,77.0,,,,,지점,8858500752.0,,오티스엘리베이터(유)충북_서울특별시영등포구여의도동23번지서울국제금융센터
21,승강기유지관리업체,11_48_01_P,5530000,2017553037133500001,2017-12-15,,1,영업/정상,1,영업중,,,,,031-356-5420,,,경기도 화성시 만세구 팔탄면 율암리 398-135,"경기도 화성시 만세구 팔탄면 노하길 509, 비동 204호",18530,동양엘리베이터(주),2026-02-01 11:00:57,I,2026-02-04 01:35:23,,189245.818271337,407196.930452973,,,,,,,,,,,,,,,,,,,동양엘리베이터(주)_경기도화성시만세구팔탄면율암리398-135
220,승강기유지관리업체,11_48_01_P,6410000,383000000014,2017-12-05,,1,영업/정상,1,인허가,,,,,,,14087,경기도 안양시 만안구 안양동 199-32 동영벤처스텔,"경기도 안양시 만안구 덕천로72번길 72, 동영벤처스텔 A동 605호 (안양동)",14087,보성엘리베이터(주),2026-02-23 00:00:00,U,2026-02-25 02:40:00,,,,유지관리,"고속승강기,중저속승강기",300.0,100.0,1800,4.0,,,,,,,,,,본점,7488800755.0,,보성엘리베이터(주)_경기도안양시만안구안양동199-32동영벤처스텔
258,승강기유지관리업체,11_48_01_P,6410000,394000000012,2017-10-30,,1,영업/정상,1,인허가,,,,,,,10355,경기도 고양시 일산동구 중산동 1682번지 대방 트리플라온 비즈니스 타워,"경기도 고양시 일산동구 하늘마을로 158, B동 5층 504호 (중산동)",10355,(주)동우엘리베이터,2026-02-26 00:00:00,U,2026-02-28 02:40:00,,,,유지관리,중저속승강기,100.0,,4140,4.0,,,,,,,,,,본점,6828800815.0,,(주)동우엘리베이터_경기도고양시일산동구중산동1682번지대방트리플라온비즈니스타워
38,승강기유지관리업체,11_48_01_P,5690000,2017569016633500002,2017-09-26,,1,영업/정상,1,영업중,,,,,044-868-8955,,,세종특별자치시 어진동 657번지,"세종특별자치시 가름로 232, A동 3층 312호 (어진동, 세종비지니스센터,세종세무서)",30121,세종엘리베이터 주식회사,2026-02-02 02:01:29,U,2026-02-04 02:40:00,,223663.463627093,332767.324869772,유지관리,중저속승강기,100.0,,900,1.0,9.0,,,,,,,,,본점,8248100803.0,,세종엘리베이터주식회사_세종특별자치시어진동657번지
111,승강기유지관리업체,11_48_01_P,6440000,644000000037,2017-09-16,,1,영업/정상,1,인허가,,,,,0415480222,,,충청남도 아산시 배방읍 장재리 1662번지,"충청남도 아산시 배방읍 공원로16번길 17, 101호",31470,(주)덕양엘리베이터,2026-02-11 15:56:38,U,2026-02-13 02:40:00,,208977.897291961,364897.766290125,유지관리,중저속승강기,100000000.0,,"1,000",1.0,,,,,12.0,,,,,본점,5218600705.0,,(주)덕양엘리베이터_충청남도아산시배방읍장재리1662번지
124,승강기유지관리업체,11_48_01_P,6430000,643000000038,2017-05-08,,1,영업/정상,1,인허가,,,,,0432143300,,,충청북도 청주시 청원구 율량동 2408번지,"충청북도 청주시 청원구 율중로79번길 22, 401호(율량동)",28315,신성엘리베이터(주),2026-02-11 10:49:14,U,2026-02-13 02:40:00,,245514.947669303,351106.613664049,유지관리,중저속승강기,100000000.0,,"1,300",1.0,0.0,,,,13.0,,,,,본점,5658700736.0,,신성엘리베이터(주)_충청북도청주시청원구율량동2408번지
37,승강기유지관리업체,11_48_01_P,5690000,2017569016633500001,2017-04-10,,2,휴업,3,휴지,,2017-06-26,2017-12-30,,044-867-9956,,,세종특별자치시 조치원읍 죽림리 254번지 2호 대산빌딩 201-3호,"세종특별자치시 조치원읍 충현로 28, 201-3호 (대산빌딩)",30034,(주)수정한울이엔씨,2026-02-02 02:01:29,U,2026-02-04 02:40:00,,226696.796515228,343427.467514614,유지관리,중저속승강기,130.0,,700,1.0,6.0,,,,,,,,,본점,3078140601.0,,(주)수정한울이엔씨_세종특별자치시조치원읍죽림리254번지2호대산빌딩201-3호
259,승강기유지관리업체,11_48_01_P,6410000,383000000012,2017-02-24,,1,영업/정상,1,인허가,,,,,031 6894034,,14042,,"경기도 안양시 동안구 전파로 88, 708호 (호계동, 신원비젼타워)",14042,(주)엠에스이,2026-02-26 00:00:00,U,2026-02-28 02:40:00,,,,유지관리,"고속승강기,중저속승강기",1000.0,,4230,4.0,0.0,,,,,,,,,본점,6488600655.0,,(주)엠에스이_
181,승강기유지관리업체,11_48_01_P,6410000,382000000008,2016-12-22,,1,영업/정상,1,인허가,,,,,0318231119,,,경기도 의정부시 고산동 996-3,"경기도 의정부시 문충로 74, 고산 한강듀클래스 B동 6층 616,617호 (고산동)",,(주)진성메리트엘리베이터,2026-02-19 00:00:00,U,2026-02-21 02:40:00,,,,유지관리,중저속승강기,100.0,100.0,1200,2.0,0.0,,,,,,,,,본점,5978100537.0,,(주)진성메리트엘리베이터_경기도의정부시고산동996-3
151,승강기유지관리업체,11_48_01_P,6280000,628000000126,2016-12-08,,1,영업/정상,1,인허가,,,,,0327457611,,,인천광역시 서구 검암동 399번지 29호,인천광역시 서구 검바위로 46 (검암동),22694,공항철도(주),2026-02-13 10:04:36,U,2026-02-15 02:40:00,,170859.704735697,451856.16001494,유지관리,중저속승강기,2615.0,,"1,000",1.0,0.0,,,,24.0,,,,,본점,1018168490.0,,공항철도(주)_인천광역시서구검암동399번지29호
88,승강기유지관리업체,11_48_01_P,6280000,628000000123,2016-07-28,,1,영업/정상,1,인허가,,,,,0325464222,,,인천광역시 계양구 계산동 926-27 나드리상가3층 27호,"인천광역시 계양구 하느재로 14, 나드리상가 3층 27호 (계산동)",21040,한국엘리베이터보수관리(주),2026-02-09 16:38:52,U,2026-02-11 02:40:00,,175658.268315376,449209.149467316,유지관리,중저속승강기,100000000.0,,"2,160",3.0,0.0,,,,24.0,,,,,본점,5188800402.0,,한국엘리베이터보수관리(주)_인천광역시계양구계산동926-27나드리상가3층27호
19,승강기유지관리업체,11_48_01_P,5530000,2016553033933500001,2016-07-07,,3,폐업,2,폐지,2017-03-02,,,,031)898-9382,,,,"경기도 화성시 효행구 봉담읍 와우안길 109, 108동 209호 (화성공구유통밸리)",18298,(주)신세기엘리베이터,2026-02-01 11:00:57,I,2026-02-04 01:35:23,,197607.132367783,413349.198055201,,,,,,,,,,,,,,,,,,,(주)신세기엘리베이터_
141,승강기유지관리업체,11_48_01_P,6470000,647000000053,2016-06-15,,1,영업/정상,1,인허가,,,,,0548425576,,,경상북도 안동시 옥동 1055번지 14호,경상북도 안동시 은행나무로 65 (옥동),36635,주식회사 써미트엘리베이터,2026-02-12 17:31:51,U,2026-02-14 02:40:00,,351348.924431198,342007.179072528,유지관리,중저속승강기,100000000.0,,"1,000",2.0,0.0,,,,10.0,,,,,본점,1148800350.0,,주식회사써미트엘리베이터_경상북도안동시옥동1055번지14호
104,승강기유지관리업체,11_48_01_P,6410000,393000000017,2016-06-11,,1,영업/정상,1,인허가,,,,,031 437 2016,,15580,경기도 안산시 상록구 사동 1191번지,"경기도 안산시 상록구 석호로 101, 3층 (사동)",15580,(주)유원승강기,2026-02-10 00:00:00,U,2026-02-12 02:40:00,,,,유지관리,중저속승강기,100.0,100.0,720,1.0,0.0,,,,,,,,,본점,8088100403.0,,(주)유원승강기_경기도안산시상록구사동1191번지
169,승강기유지관리업체,11_48_01_P,6410000,405000000008,2016-06-02,,1,영업/정상,1,인허가,,,,,02 2610 7777,,03924,"서울특별시 마포구 상암동 1596 상암DMC푸르지오시티, S-City","서울특별시 마포구 월드컵북로54길 25, 상암DMC푸르지오시티, S-City (상암동)",03924,티케이엘리베이터코리아(주) 경원지사,2026-02-13 00:00:00,U,2026-02-16 02:40:00,,,,유지관리,"고속승강기,중저속승강기",1273.0,1273.0,9900,28.0,,,,,,,,,,지점,1248551817.0,,"티케이엘리베이터코리아(주)경원지사_서울특별시마포구상암동1596상암DMC푸르지오시티,S-City"
18,승강기유지관리업체,11_48_01_P,5530000,2016553030133500001,2016-05-09,,1,영업/정상,1,영업중,,,,,031-548-1338,,,경기도 화성시 효행구 봉담읍 왕림리 203번지 1호,경기도 화성시 효행구 봉담읍 독정길 45,18332,(주)청명엘리베이터,2026-02-01 11:00:57,I,2026-02-04 01:35:23,,194316.411890858,410481.060644345,,,,,,,,,,,,,,,,,,,(주)청명엘리베이터_경기도화성시효행구봉담읍왕림리203번지1호
84,승강기유지관리업체,11_48_01_P,6480000,531000000010,2016-04-26,,1,영업/정상,1,인허가,,,,,,,,경상남도 진주시 정촌면 예하리 1297-13,"경상남도 진주시 정촌면 화개천로54번길 31, 101,102호",,(주)동문엘리베이터,2026-02-09 00:00:00,U,2026-02-11 02:40:00,,,,유지관리,중저속승강기,101.0,,1600,2.0,,,,,,,,,,본점,5538701538.0,,(주)동문엘리베이터_경상남도진주시정촌면예하리1297-13
127,승강기유지관리업체,11_48_01_P,6410000,405000000007,2016-03-08,,1,영업/정상,1,인허가,,,,,,,17047,경기도 용인시 처인구 역북동 436번지 9호,"경기도 용인시 처인구 중부대로 1329, 503호 (역북동, 서울빌딩)",17047,주식회사 한승엘리베이터,2026-02-11 00:00:00,U,2026-02-13 02:40:00,,,,유지관리,중저속승강기,100.0,,1400,2.0,,,,,,,,,,본점,8308800340.0,,주식회사한승엘리베이터_경기도용인시처인구역북동436번지9호
255,승강기유지관리업체,11_48_01_P,6260000,626000000154,2015-12-18,,1,영업/정상,1,인허가,,,,,0519722633,,,부산광역시 강서구 신호동 302-2 부산신호사랑으로부영5차 상가동 304호,"부산광역시 강서구 신호일로 101, 상가동 304호 (신호동, 부산신호사랑으로부영5차)",46760,좋은엘리베이터(주),2026-02-26 16:37:40,U,2026-02-28 02:40:00,,,,유지관리,중저속승강기,200000000.0,,"1,900",2.0,0.0,,,,15.0,,,,,본점,7328800293.0,,좋은엘리베이터(주)_부산광역시강서구신호동302-2부산신호사랑으로부영5차상가동304호
17,승강기유지관리업체,11_48_01_P,5530000,2015553030133500001,2015-09-21,,3,폐업,2,폐지,2017-08-03,,,,0312217702,,,경기도 화성시 효행구 봉담읍 동화리 139번지 1호,"경기도 화성시 효행구 봉담읍 와우안길 109, 106동 202호 (화성공구유통밸리)",18298,(주)한마음엘리베이터,2026-02-01 11:00:57,I,2026-02-04 01:35:23,,197607.132367783,413349.198055201,,,,,,,,,,,,,,,,,,,(주)한마음엘리베이터_경기도화성시효행구봉담읍동화리139번지1호
107,승강기유지관리업체,11_48_01_P,6410000,378000000002,2015-09-10,,1,영업/정상,1,인허가,,,,,,,13105,경기도 성남시 수정구 고등동 572 현대지식산업센터 성남고등,"경기도 성남시 수정구 고등로 3, 현대지식산업센터 성남고등 A동 215~216호 (고등동)",13105,(주)신영엘리베이터,2026-02-10 00:00:00,U,2026-02-12 02:40:00,,,,유지관리,중저속승강기,100.0,100.0,630,1.0,,,,,,,,,,본점,8098800216.0,,(주)신영엘리베이터_경기도성남시수정구고등동572현대지식산업센터성남고등
176,승강기유지관리업체,11_48_01_P,6110000,611000000489,2015-06-12,,1,영업/정상,1,인허가,,,,,024082533,,,서울특별시 송파구 가락동 185-4 우진빌딩,"서울특별시 송파구 문정로11길 10, 우진빌딩 2층 (가락동)",05782,(주)한성엘리베이터,2026-02-19 09:14:42,U,2026-02-21 02:40:00,,211845.619661602,443477.07782016,유지관리,중저속승강기,100000000.0,,"1,000",1.0,0.0,,,,0.0,,,,,본점,2108600085.0,,(주)한성엘리베이터_서울특별시송파구가락동185-4우진빌딩
129,승강기유지관리업체,11_48_01_P,6410000,391000000011,2015-05-26,,1,영업/정상,1,인허가,,,,,,,17902,경기도 평택시 합정동 971-5,"경기도 평택시 평택5로34번길 96, 2층 202호 (합정동)",17902,서진엘리베이터(주),2026-02-11 00:00:00,U,2026-02-13 02:40:00,,,,유지관리,중저속승강기,100.0,100.0,900,1.0,0.0,,,,,,,,,본점,7608800100.0,,서진엘리베이터(주)_경기도평택시합정동971-5
193,승강기유지관리업체,11_48_01_P,6530000,423000000003,2015-04-08,,1,영업/정상,1,인허가,,,,,0336384585,,24899,강원특별자치도 속초시 대포동 산 53번지 41호,강원특별자치도 속초시 농공단지2길 14 (대포동),24899,(주)금강엔지니어링,2026-02-20 00:00:00,U,2026-02-22 02:40:00,,,,유지관리,"고속승강기,중저속승강기",800.0,,600,1.0,0.0,,,,,,,,,본점,2278110946.0,,(주)금강엔지니어링_강원특별자치도속초시대포동산53번지41호
140,승강기유지관리업체,11_48_01_P,6470000,647000000049,2014-12-22,,1,영업/정상,1,인허가,,,,,0544358063,,,경상북도 김천시 모암동 178-11,"경상북도 김천시 영남대로 1784, 하늘빛 201호 (모암동)",39580,신성엘리베이터(주),2026-02-12 17:37:41,U,2026-02-14 02:40:00,,301481.97325291,292230.244088765,유지관리,중저속승강기,100000000.0,,"1,500",2.0,0.0,,,,15.0,,,,,본점,5118123201.0,,신성엘리베이터(주)_경상북도김천시모암동178-11
83,승강기유지관리업체,11_48_01_P,6310000,631000000024,2014-10-10,,1,영업/정상,1,인허가,,,,,0522498004,,,울산광역시 남구 무거동 1444-14,울산광역시 남구 삼호로 33 (무거동),44635,동양텍엘리베이터주식회사,2026-02-09 08:47:21,U,2026-02-11 02:40:00,,405592.642688959,230155.440438186,유지관리,중저속승강기,200000000.0,,"1,200",2.0,,,,,12.0,,,,,본점,6208154876.0,,동양텍엘리베이터주식회사_울산광역시남구무거동1444-14
52,승강기유지관리업체,11_48_01_P,6270000,627000000088,2014-10-07,,1,영업/정상,1,인허가,,,,,0535564592,,,대구광역시 북구 노원동3가 21-1 3층,"대구광역시 북구 노원로1길 179, 3층 (노원동3가)",41494,(주)남경엘리베이터,2026-02-03 18:13:06,U,2026-02-06 02:40:00,,342240.787463317,267842.404159703,유지관리,중저속승강기,105000000.0,,630,1.0,0.0,,,,7.0,,,,,본점,5038156813.0,,(주)남경엘리베이터_대구광역시북구노원동3가21-13층
172,승강기유지관리업체,11_48_01_P,6410000,402000000006,2014-08-27,,1,영업/정상,1,인허가,,,,,0226107777,,15851,경기도 군포시 당정동 1018-1 네이쳐빌,"경기도 군포시 당정역로 62, 2층 (당정동, 네이쳐빌)",15851,티케이엘리베이터코리아(주) 경기,2026-02-12 00:00:00,U,2026-02-16 02:40:00,,,,유지관리,"고속승강기,중저속승강기",1273.0,,8500,14.0,0.0,,,,,,,,,지점,1238545025.0,,티케이엘리베이터코리아(주)경기_경기도군포시당정동1018-1네이쳐빌
147,승강기유지관리업체,11_48_01_P,6480000,533000000004,2014-08-22,,1,영업/정상,1,인허가,,,,,0556488253,,53025,경상남도 통영시 용남면 삼화리 430번지,경상남도 통영시 용남면 삼화음촌길 17-42,53025,현승엘리베이터주식회사,2026-02-12 00:00:00,U,2026-02-15 02:40:00,,,,유지관리,중저속승강기,100.0,341.0,1600,2.0,,,,,,,,,,본점,6128133851.0,,현승엘리베이터주식회사_경상남도통영시용남면삼화리430번지
