"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","공사립구분명","보험가입여부코드","지도자수","건축물동수","건축물연면적","회원모집총인원","세부업종명","법인명",
"68","골프연습장업","10_31_01_P","3460000","CDFH3301052018000002","2018-06-19","","03","폐업","03","폐업","2026-02-06","","","","","","","대구광역시 수성구 중동 188-2 동원빌딩","대구광역시 수성구 청수로 65, 동원빌딩 3층 (중동)","42155","케이피지시에이","2026-02-06 17:00:53","U","2026-02-08 02:40:00","","345882.518129435","261294.998047161","골프연습장업","사립","","0","0","0","0","","",
"69","골프연습장업","10_31_01_P","6510000","CDFH3301052017000004","2017-06-07","","03","폐업","03","폐업","2026-02-09","","","","724-3687","","","","제주특별자치도 제주시 도남로 142 (이도이동, 범아빌딩)","63234","연 SG스크린골프","2026-02-09 15:06:15","U","2026-02-11 02:40:00","","156272.76968505","-817.023602462762","골프연습장업","사립","","0","0","1433.45","0","","",
"70","골프연습장업","10_31_01_P","5530000","CDFH3301052014000015","2014-12-12","","01","영업/정상","13","영업중","","","","","","","445-330","경기도 화성시 병점구 반월동  106-6","경기도 화성시 병점구 삼성1로 332-10, 2층 (반월동)","18380","원스크린앤골프스쿨","2026-02-09 13:10:56","U","2026-02-11 02:40:00","","206008.299163346","414333.951126107","골프연습장업","사립","","0","0","0","0","","",
"71","골프연습장업","10_31_01_P","3180000","CDFH3301052015000001","2015-12-14","","03","폐업","03","폐업","2026-02-06","","","","02-2633-3380","","","서울특별시 영등포구 양평동4가 191-1 6,7층","서울특별시 영등포구 양평로22길 10, 6,7층 (양평동4가)","07206","비전스크린골프","2026-02-09 10:05:17","U","2026-02-11 02:40:00","","190620.282697531","448471.434635038","골프연습장업","사립","","0","0","1250.34","0","","",
"72","골프연습장업","10_31_01_P","3830000","CDFH3301052021000001","2021-07-07","","01","영업/정상","13","영업중","","","","","","","","경기도 안양시 동안구 비산동 1110-1 샤크존","경기도 안양시 동안구 평촌대로243번길 30, 샤크존 11층 (비산동)","14047","자마이카 피트니스 & 골프 아카데미","2026-02-09 19:47:29","U","2026-02-11 02:40:00","","195769.966943865","432304.250823794","골프연습장업","사립","","0","0","35209.7","0","","",
"73","골프연습장업","10_31_01_P","6520000","CDFH3301052007000003","2007-12-05","","01","영업/정상","13","영업중","","","","","739-0600","","697-800","제주특별자치도 서귀포시 강정동 1531","제주특별자치도 서귀포시 중산간서로 30 (강정동)","","퀸스카이 골프클럽","2026-02-10 11:17:49","U","2026-02-12 02:40:00","","153983.528563522","-25859.0427280405","골프연습장업","사립","","0","1","1824.45","0","","",
"74","골프연습장업","10_31_01_P","3940000","CDFH3301052009000043","2009-12-02","","01","영업/정상","13","영업중","","","","","031-922-0753","","410-837","경기도 고양시 일산동구 장항동 740-5 양우로데오랜드 C동 306호","경기도 고양시 일산동구 고봉로 26-32, C동 306호 (장항동,양우로데오랜드)","","클럽하우스","2026-02-10 16:43:35","U","2026-02-12 02:40:00","","179282.778981596","462362.07828981","골프연습장업","사립","Y","0","0","0","0","","",
"75","골프연습장업","10_31_01_P","3560000","CDFH3301052018000008","2018-10-25","","03","폐업","03","폐업","2026-02-10","","","","032-564-5550","","","인천광역시 서구 청라동 158-1 진성프라자","인천광역시 서구 청라커낼로260번길 11, 진성프라자 702~704호 (청라동)","22762","위너스크린골프존","2026-02-10 07:38:11","U","2026-02-12 02:40:00","","168616.603328882","447818.846033902","골프연습장업","사립","","","","","","","",
"76","골프연습장업","10_31_01_P","4090000","CDFH3301052026000001","2026-02-11","","01","영업/정상","13","영업중","","","","","","","","경기도 김포시 풍무동 1-22","경기도 김포시 장릉로 62, 5층 (풍무동)","10110","김포정원골프존","2026-02-11 16:05:43","I","2026-02-13 00:20:38","","175061.094201335","456763.404936598","골프연습장업","사립","","0","0","4090.25","0","","",
"77","골프연습장업","10_31_01_P","3220000","CDFH3301052009000001","2009-01-05","","03","폐업","03","폐업","2026-02-11","","","","563-2250","","135-879","서울특별시 강남구 삼성동 154-8 지하2층","서울특별시 강남구 테헤란로87길 35 (삼성동,지하2층)","","조이앤푸드(스크린)(383)","2026-02-11 15:21:07","U","2026-02-13 02:40:00","","205015.386454155","445298.227007329","골프연습장업","사립","","0","0","0","0","","",
"78","골프연습장업","10_31_01_P","3830000","CDFH3301052019000003","2019-02-15","","01","영업/정상","13","영업중","","","","","441-9153","","","경기도 안양시 만안구 안양동 195-29 세원테크","경기도 안양시 만안구 전파로24번길 42, 세원테크 1층 (안양동)","14086","율스크린골프","2026-02-11 17:58:03","U","2026-02-13 02:40:00","","","","골프연습장업","사립","Y","0","0","0","0","","",
"79","골프연습장업","10_31_01_P","3990000","CDFH3301052006000005","2006-04-27","","03","폐업","03","폐업","2019-05-30","","","","","","472-120","경기도 남양주시 호평동 477-2","경기도 남양주시 늘을1로 69 (호평동)","12142","준 골프클럽","2026-02-11 10:56:04","U","2026-02-13 02:40:00","","221032.191877069","461806.942172156","골프연습장업","사립","","0","0","0","0","","",
"80","골프연습장업","10_31_01_P","3780000","CDFH3301052011000010","2011-05-11","","01","영업/정상","13","영업중","","","","","031-8016-6789","","","경기도 성남시 분당구 운중동 940 판교메디칼타워 10층","경기도 성남시 분당구 운중로 142, 10층 (운중동, 판교메디칼타워)","13466","남서울골프존","2026-02-11 16:12:19","U","2026-02-13 02:40:00","","206910.998551811","432129.010258424","골프연습장업","사립","","0","0","0","0","","",
"81","골프연습장업","10_31_01_P","3180000","CDFH3301052013000005","2013-05-31","","01","영업/정상","13","영업중","","","","","","","","서울특별시 영등포구 당산동6가 237-38 대호빌딩","서울특별시 영등포구 당산로48길 6, 대호빌딩 3층 (당산동6가)","07223","필스크린골프(당산역)","2026-02-11 09:33:05","U","2026-02-13 02:40:00","","191353.918000765","448004.912863597","골프연습장업","사립","","0","0","0","0","","",
"82","골프연습장업","10_31_01_P","3390000","CDFH3301052009000004","2009-08-11","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사상구 학장동 574-63 2층","부산광역시 사상구 대동로 152, 2층 (학장동)","47049","우리골프","2026-02-11 13:02:48","U","2026-02-13 02:40:00","","380720.847263677","184232.776514026","골프연습장업","사립","","0","0","0","0","","",
"83","골프연습장업","10_31_01_P","5710000","CDFH3301052007000011","2007-05-21","","01","영업/정상","13","영업중","","","","","255-7272","","","충청북도 청주시 청원구 내덕동 719-9 정광섭치과의원","충청북도 청주시 청원구 1순환로 332, 정광섭치과의원 2층 (내덕동)","28343","골프스토리(스크린6타석)","2026-02-11 17:18:05","U","2026-02-13 02:40:00","","242612.936426337","350978.303354179","골프연습장업","사립","","0","1","2199.47","0","","",
"84","골프연습장업","10_31_01_P","3420000","CDFH3301051990000001","1990-03-08","","01","영업/정상","13","영업중","","","","","","","","대구광역시 동구 입석동 938-1 (실외시설)","대구광역시 동구 해동로 133-1 (입석동)","41153","동촌골프연습장","2026-02-11 17:51:31","U","2026-02-13 02:40:00","","348396.730411552","266742.952325549","골프연습장업","사립","","1","1","0","0","","",
"85","골프연습장업","10_31_01_P","4060000","CDFH3301052003000004","2003-04-22","","01","영업/정상","13","영업중","","","","","","","","경기도 파주시 야당동 466-24","경기도 파주시 동서대로 700 (야당동, 아미가골프연습장)","10904","아미가골프연습장","2026-02-11 16:32:15","U","2026-02-13 02:40:00","","178377.089240784","467115.218319727","골프연습장업","사립","","0","0","1818.85","0","","",
"86","골프연습장업","10_31_01_P","3990000","CDFH3301052026000001","2026-02-12","","01","영업/정상","13","영업중","","","","","0315212323","","","경기도 남양주시 와부읍 덕소리 600-14 세양청마루","경기도 남양주시 와부읍 덕소로116번길 20, 102호 (세양청마루)","12215","위너스포랜드","2026-02-12 15:06:21","I","2026-02-14 00:20:02","","218476.946787981","453708.820754811","골프연습장업","사립","","0","0","0","0","","",
"87","골프연습장업","10_31_01_P","3940000","CDFH3301052008000030","2008-09-05","","01","영업/정상","13","영업중","","","","","","","","경기도 고양시 일산서구 대화동 1464-7 대륙종합상가 B101,B102호","경기도 고양시 일산서구 송포로 35, B101,102호 (대화동, 대륙종합상가)","10219","다와스크린골프클럽","2026-02-12 16:53:02","U","2026-02-14 02:40:00","","176315.238339257","463055.262580882","골프연습장업","사립","","0","0","10089.92","0","","",
"88","골프연습장업","10_31_01_P","4050000","CDFH3301052019000018","2019-12-09","","03","폐업","03","폐업","2026-02-12","","","","031-337-1256","","","경기도 용인시 처인구 남사읍 아곡리 702","경기도 용인시 처인구 남사읍 한숲로58번길 16, 한숲스퀘어그린 505,506호","17117","한숲 스크린골프","2026-02-12 14:55:16","U","2026-02-14 02:40:00","","215217.852653843","405650.110273354","골프연습장업","사립","","0","0","0","0","","",
"89","골프연습장업","10_31_01_P","3900000","CDFH3301052021000002","2021-11-08","","01","영업/정상","13","영업중","","","","","02-899-0298","","","경기도 광명시 소하동 1337","경기도 광명시 소하로109번길 24, 2층 (소하동)","14316","렛츠골프아카데미","2026-02-12 18:19:04","U","2026-02-14 02:40:00","","189797.482497378","438429.909438986","골프연습장업","사립","","0","1","2139.05","0","","",
"90","골프연습장업","10_31_01_P","5060000","CDFH3301052010000002","2010-07-13","","01","영업/정상","13","영업중","","","","","432-9018","","740-150","경상북도 김천시 신음동 780","경상북도 김천시 신기길 126 (신음동)","","태백스크린골프","2026-02-13 17:19:11","U","2026-02-15 02:40:00","","300425.507120874","293671.244567376","골프연습장업","사립","","0","0","323.7","0","","",
"91","골프연습장업","10_31_01_P","3080000","CDFH3301052007000001","2007-03-14","","01","영업/정상","13","영업중","","","","","02-946-0756","","142-861","서울특별시 강북구 번동 123-1","서울특별시 강북구 오현로 131 (번동)","","드림골프스토리","2026-02-13 10:20:20","U","2026-02-15 02:40:00","","203224.539337907","457978.637753845","골프연습장업","사립","","0","0","0","0","","",
"92","골프연습장업","10_31_01_P","3080000","CDFH3301052008000005","2008-07-07","","01","영업/정상","13","영업중","","","","","070-7012-9011","","142-882","서울특별시 강북구 수유동 340-9","서울특별시 강북구 삼양로 441 (수유동)","","프린세스 골프존","2026-02-13 10:20:51","U","2026-02-15 02:40:00","","201347.013704111","460067.905575245","골프연습장업","사립","","0","0","0","0","","",
"93","골프연습장업","10_31_01_P","3080000","CDFH3301052012000001","2012-02-23","","01","영업/정상","13","영업중","","","","","02-996-0506","","142-885","서울특별시 강북구 수유동 455-32","서울특별시 강북구 인수봉로 160 (수유동)","01093","홍이 골프","2026-02-13 10:22:01","U","2026-02-15 02:40:00","","201132.981626283","459085.52526353","골프연습장업","사립","","0","0","626.83","0","","",
"94","골프연습장업","10_31_01_P","3080000","CDFH3301052015000001","2015-04-01","","01","영업/정상","13","영업중","","","","","02-945-0537","","142-804","서울특별시 강북구 미아동 52-1","서울특별시 강북구 월계로7나길 4, 2층 201호 (미아동)","01218","위너스 골프타운","2026-02-13 10:23:11","U","2026-02-15 02:40:00","","202909.390080615","456733.542887647","골프연습장업","사립","","0","0","0","0","","",
"95","골프연습장업","10_31_01_P","3080000","CDFH3301052017000002","2017-04-17","","01","영업/정상","13","영업중","","","","","02-6015-0003","","","서울특별시 강북구 수유동 282-1 씨엘빌딩","서울특별시 강북구 삼양로 497, 씨엘빌딩 4층 (수유동)","01029","다온골프연습장","2026-02-13 13:14:49","U","2026-02-15 02:40:00","","201196.612951455","460569.684262904","골프연습장업","사립","","0","0","0","0","","",
"96","골프연습장업","10_31_01_P","3080000","CDFH3301052009000002","2009-06-15","","01","영업/정상","13","영업중","","","","","02-981-5585","","","서울특별시 강북구 미아동 189-14 운산빌딩","서울특별시 강북구 도봉로 260, 운산빌딩 5층 (미아동)","01132","하바나 스크린골프","2026-02-13 11:40:28","U","2026-02-15 02:40:00","","202092.181817703","458818.034103653","골프연습장업","사립","","0","0","0","0","","",
"97","골프연습장업","10_31_01_P","3080000","CDFH3301052010000002","2010-04-13","","01","영업/정상","13","영업중","","","","","02-990-9125","","142-864","서울특별시 강북구 번동 418-3","서울특별시 강북구 도봉로 352 (번동)","","고릴라 멀티짐","2026-02-13 10:21:33","U","2026-02-15 02:40:00","","202317.064607714","459590.573498344","골프연습장업","사립","","0","0","0","0","","",
"98","골프연습장업","10_31_01_P","6520000","CDFH3301052023000001","2023-02-20","","03","폐업","03","폐업","2026-02-13","","","","","","","제주특별자치도 서귀포시 대정읍 보성리 2477 이노에듀파크","제주특별자치도 서귀포시 대정읍 글로벌에듀로 370, 이노에듀파크 1층 124호","63644","L.K GOLF","2026-02-13 17:45:47","U","2026-02-15 02:40:00","","132689.490395116","-23692.0295698574","골프연습장업","사립","","0","0","0","0","","",
"99","골프연습장업","10_31_01_P","5590000","CDFH3301052013000002","2013-05-14","","01","영업/정상","13","영업중","","","","","031-872-7200","","482-835","경기도 양주시 백석읍 오산리 17 2층","경기도 양주시 백석읍 중앙로 198 (2층)","11509","흰돌 스크린 골프","2026-02-13 09:24:12","U","2026-02-15 02:40:00","","199072.125856432","476816.160787002","골프연습장업","사립","","0","0","1247.9","0","","",
"100","골프연습장업","10_31_01_P","5590000","CDFH3301052013000003","2013-05-14","","01","영업/정상","13","영업중","","","","","031-872-7200","","482-835","경기도 양주시 백석읍 오산리 17 2층","경기도 양주시 백석읍 중앙로 198 (2층)","11509","흰돌 골프연습장","2026-02-13 09:37:29","U","2026-02-15 02:40:00","","199072.125856432","476816.160787002","골프연습장업","사립","","0","0","1247.9","0","","",
