"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","수리대상 의료기기의 유형","다른 겸업 여부","총규모","영업규모",
"72","의료기기판매(임대)업","01_02_03_P","6510000","PHMG120186510097047000002","2018-04-25","","03","폐업","03","폐업","2026-03-31","","","","","","","제주특별자치도 제주시 한림읍 한림리 ****-*","제주특별자치도 제주시 한림읍 명랑로 **","63029","이앤아이지 제주센터","2026-04-01 17:06:52","U","2026-04-03 02:40:00","","131818.072991121","-8872.41046498389","","","211","",
"73","의료기기판매(임대)업","01_02_03_P","3510500","PHMG120193510513047000046","2019-10-25","","03","폐업","03","폐업","2026-04-01","","","","","","","인천광역시 미추홀구 주안동 ***번지 **호","인천광역시 미추홀구 미추홀대로 ***, *층 (주안동)","22151","미래로 홈파티스 스튜디오(시민공원점)","2026-04-01 16:40:35","U","2026-04-03 02:40:00","","171632.905280599","439225.327791306","","","122.47","",
"74","의료기기판매(임대)업","01_02_03_P","6510000","PHMG120206510096047000001","2020-01-07","","03","폐업","03","폐업","2026-03-31","","","","064-805-1212","","","제주특별자치도 제주시 용담삼동 ****","제주특별자치도 제주시 서해안로 ***, *층 (용담삼동)","63114","바담","2026-04-01 17:11:13","U","2026-04-03 02:40:00","","152663.847960117","2631.04441878965","","","99.92","",
"75","의료기기판매(임대)업","01_02_03_P","3070000","PHMG120223070034047000055","2022-02-11","","03","폐업","03","폐업","2026-04-01","","","","02-927-2369","","","서울특별시 성북구 동선동*가 *-*","서울특별시 성북구 동소문로**길 **, *층 (동선동*가)","02845","GS25 성신로데오점","2026-04-01 09:45:29","U","2026-04-03 02:40:00","","201503.4054327","454387.027952401","","","","",
"76","의료기기판매(임대)업","01_02_03_P","4510000","PHMG120224510030047000039","2022-03-25","","03","폐업","03","폐업","2026-03-31","","","","","","","충청남도 보령시 대천동 ***-*","충청남도 보령시 구시*길 **-**(대천동)","33449","에치와이 보령점","2026-04-01 13:18:46","U","2026-04-03 02:40:00","","163092.599473729","316596.647251841","","","16.5","",
"77","의료기기판매(임대)업","01_02_03_P","5690000","PHMG120225690045047000158","2022-03-08","","03","폐업","03","폐업","2026-04-01","","","","","","","세종특별자치시 어진동 *** 세종시 *차 푸르지오시티","세종특별자치시 가름로 ***-**, 세종시 *차 푸르지오시티 *층 ***,***,***호 (어진동)","30120","세븐일레븐 세종어진행복점","2026-04-01 19:45:22","U","2026-04-03 02:40:00","","223861.253208974","332749.004942996","","","","",
"78","의료기기판매(임대)업","01_02_03_P","4671000","PHMG120114670076047000001","2011-01-12","","01","영업/정상","13","영업중","","","","","063-451-8944","","573-420","전북특별자치도 군산시 경장동 ***번지 *호 **통 *반","전북특별자치도 군산시 번영로 ** (경장동)","54077","쿠쿠&매직","2026-04-01 15:09:40","U","2026-04-03 02:40:00","","175661.237353936","274455.265760095","","","","",
"79","의료기기판매(임대)업","01_02_03_P","3360000","PHMG120263360024047000022","2026-03-30","","01","영업/정상","13","영업중","","","","","","","","부산광역시 강서구 명지동 ****-* *층 ***호","부산광역시 강서구 명지국제*로 ***, *층 ***호 (명지동)","46772","다이클로 명지국제신도시 김원효점","2026-04-01 15:58:57","U","2026-04-03 02:40:00","","374855.262496047","179326.11105295","","","46.19","",
"80","의료기기판매(임대)업","01_02_03_P","6510000","PHMG120266510096047000012","2026-03-09","","01","영업/정상","13","영업중","","","","","","","","제주특별자치도 제주시 조천읍 조천리 ****-* 조천도화썬빌리지","제주특별자치도 제주시 조천읍 조천**길 **-*, ***동 ***호 (조천도화썬빌리지)","63331","아리즈웰","2026-04-01 17:02:57","U","2026-04-03 02:40:00","","166981.308025781","4821.51770730443","","","","",
"81","의료기기판매(임대)업","01_02_03_P","5080000","PHMG120245080035047000028","2024-07-16","","03","폐업","03","폐업","2026-04-01","","","","","","","경상북도 구미시 원평동 **** 구미아이파크더샵아파트","경상북도 구미시 금오산로*길 **, ***동 ****호 (원평동, 구미아이파크더샵아파트)","39223","빈이빈스","2026-04-01 15:46:37","U","2026-04-03 02:40:00","","","","","","","",
"82","의료기기판매(임대)업","01_02_03_P","5540000","PHMG120245540016047000050","2024-07-12","","01","영업/정상","13","영업중","","","","","","","","경기도 광주시 역동 ***-*","경기도 광주시 문화로 **, *층 (역동)","12764","주식회사착한의료기","2026-04-01 10:45:57","U","2026-04-03 02:40:00","","222452.559170617","433958.380969216","","","","",
"83","의료기기판매(임대)업","01_02_03_P","5330000","PHMG120245330023047000008","2024-08-16","","01","영업/정상","13","영업중","","","","","","","","경상남도 통영시 광도면 죽림리 ****-**","경상남도 통영시 광도면 죽림*로 **-**, *층","53015","세븐일레븐 통영죽림중앙점","2026-04-01 11:46:34","U","2026-04-03 02:40:00","","329919.581847195","154380.143938395","","","","",
"84","의료기기판매(임대)업","01_02_03_P","3480000","PHMG120243480012047000030","2024-08-02","","01","영업/정상","13","영업중","","","","","","","","대구광역시 달성군 화원읍 구라리 ****-*","대구광역시 달성군 화원읍 비슬로***길 **, *층","42952","주식회사 은우홀딩스","2026-04-01 17:32:51","U","2026-04-03 02:40:00","","336482.747192884","257853.217873551","","","","",
"85","의료기기판매(임대)업","01_02_03_P","4890000","PHMG120094890020047000001","2009-06-16","","01","영업/정상","13","영업중","","","","","1588-3112","","","전라남도 보성군 보성읍 보성리 ***번지 *호","전라남도 보성군 보성읍 송재로 ***, *층","59455","에스원 (보성지점)","2026-04-01 14:11:32","U","2026-04-03 02:40:00","","207336.231513576","141583.078494755","","","","",
"86","의료기기판매(임대)업","01_02_03_P","4800000","PHMG120164800026047000033","2016-10-13","","01","영업/정상","13","영업중","","","","","061-272-0210","","","전라남도 목포시 산정동 ****-* 목포농협북항지점","전라남도 목포시 청호로 ***-*, *,*층 (산정동)","58638","씨제이올리브영(주) 목포북항점","2026-04-01 16:13:58","U","2026-04-03 02:40:00","","142470.912147037","145635.67388122","","","3.3","",
"87","의료기기판매(임대)업","01_02_03_P","4950000","PHMG120094950018047000001","2009-06-05","","01","영업/정상","13","영업중","","","","","","","534-800","전라남도 무안군 무안읍 ***번지 *호","전라남도 무안군 무안읍 면성*길 **","58524","(주)에스원 무안","2026-04-01 16:27:22","U","2026-04-03 02:40:00","","152131.407978658","166133.417464965","","","41.5","",
"88","의료기기판매(임대)업","01_02_03_P","6510000","PHMG120206510098047000001","2020-02-04","","03","폐업","03","폐업","2026-03-31","","","","","","","제주특별자치도 제주시 조천읍 조천리 ***번지 *호","제주특별자치도 제주시 조천읍 신북로 ***","63331","힐스템 조천센타","2026-04-01 17:10:39","U","2026-04-03 02:40:00","","166979.303365757","4955.09360395096","","","","",
"89","의료기기판매(임대)업","01_02_03_P","3170000","PHMG120203170035047000045","2020-03-20","","01","영업/정상","13","영업중","","","","","","","","서울특별시 금천구 가산동 ***-* 월드메르디앙*차","서울특별시 금천구 가산디지털*로 ***, 월드메르디앙*차 ***호 (가산동)","08505","(유)티엑스지헬스케어","2026-04-01 09:26:38","U","2026-04-03 02:40:00","","189202.600232089","441848.24299943","","","","",
"90","의료기기판매(임대)업","01_02_03_P","4140000","PHMG120254140020047000007","2025-12-30","","01","영업/정상","13","영업중","","","","","","","","경기도 연천군 전곡읍 양원리 ***-*","경기도 연천군 전곡읍 양연로***번길 *","11040","(주)제이케이엠","2026-04-01 17:33:50","U","2026-04-03 02:40:00","","201123.644711285","497907.777543212","","","","",
"91","의료기기판매(임대)업","01_02_03_P","3420000","PHMG120243420023047000029","2024-03-27","","03","폐업","03","폐업","2026-03-31","","","","","","","대구광역시 동구 각산동 ****-*","대구광역시 동구 신서로**길 *-**, *층 ***호 (각산동)","41067","(주)뷰메디","2026-04-01 11:52:16","U","2026-04-03 02:40:00","","355527.300443984","265500.312171241","","","50","",
"92","의료기기판매(임대)업","01_02_03_P","3740000","PHMG120143740032047000035","2014-11-02","","03","폐업","03","폐업","2026-03-31","","","","","","441-831","권선동 ****번지 *호","경기도 수원시 권선구 덕영대로****번길 **, ***호 (권선동, 금강타운)","16584","씨유 권선금강점","2026-04-01 17:22:38","U","2026-04-03 02:40:00","","201964.948602735","416493.392163929","","","35.1","",
"93","의료기기판매(임대)업","01_02_03_P","3740000","PHMG120153740106047000017","2015-03-12","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 영통구 이의동 **** 광교C* 호반베르디움, Summit Place광교","경기도 수원시 영통구 센트럴타운로 **, A***,A***,A***-*,*호 (이의동, 광교C* 호반베르디움, Summit Place광교)","16507","올리브영 광교아브뉴프랑점 주식회사","2026-04-01 20:19:52","U","2026-04-03 02:40:00","","204409.226022404","420967.617798492","","","264.01","",
"94","의료기기판매(임대)업","01_02_03_P","3380000","PHMG120183380023047000019","2018-08-02","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 광안동 ***-** 태원","부산광역시 수영구 무학로 **, 태원 *층 (광안동)","48291","주식회사 엠메디칼","2026-04-01 13:59:00","U","2026-04-03 02:40:00","","392762.231909678","186748.330731468","","","103.88","",
"95","의료기기판매(임대)업","01_02_03_P","3220000","PHMG120253220033047000314","2025-11-11","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 논현동 *-** 세양 APEX TOWER","서울특별시 강남구 도산대로 ***, 세양 APEX TOWER ****호 (논현동)","06040","삼성케이미 주식회사","2026-04-01 10:04:19","U","2026-04-03 02:40:00","","202233.376703439","446247.902496745","","","40.56","",
"96","의료기기판매(임대)업","01_02_03_P","3520000","PHMG120253520019047000130","2025-12-16","","01","영업/정상","13","영업중","","","","","","","","인천광역시 연수구 송도동 **-* 송도 센트럴비즈 한라","인천광역시 연수구 인천타워대로 ***, 송도 센트럴비즈 한라 ****호 (송도동)","22009","(주)에이에스아이엔디","2026-04-01 13:48:22","U","2026-04-03 02:40:00","","167802.890802856","431827.596233056","","","","",
"97","의료기기판매(임대)업","01_02_03_P","3340000","PHMG120253340025047000024","2025-10-17","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사하구 당리동 ***-**","부산광역시 사하구 당리길 **, *층 일부호 (당리동)","49330","피앤케이메디칼","2026-04-01 09:53:34","U","2026-04-03 02:40:00","","380366.428869558","179889.233378744","","","","",
"98","의료기기판매(임대)업","01_02_03_P","3600000","PHMG120263600020047000013","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","광주광역시 서구 화정동 ***-** 추선회관빌딩","광주광역시 서구 상무대로 ****, 추선회관빌딩 *층 ***호 (화정동)","61979","예스미메디칼","2026-04-01 09:22:49","U","2026-04-03 02:40:00","","188960.070805575","183753.860534664","","","9.9","",
"99","의료기기판매(임대)업","01_02_03_P","3220000","PHMG120233220033047000022","2023-01-11","","03","폐업","03","폐업","2026-03-26","","","","070-8794-0012","","","서울특별시 강남구 논현동 ***-**","서울특별시 강남구 강남대로***길 **, *층 ***호 (논현동)","06120","주식회사 피엠상사","2026-04-01 13:46:27","U","2026-04-03 02:40:00","","202178.147545442","444820.951451923","","","","",
"100","의료기기판매(임대)업","01_02_03_P","3220000","PHMG120223220033047000790","2022-11-16","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 논현동 ***-* 리엔킴빌딩","서울특별시 강남구 언주로***길 **-*, 리엔킴빌딩 지하*층 (논현동)","06102","주식회사 루체팜","2026-04-01 10:20:18","U","2026-04-03 02:40:00","","203345.906939118","445363.197572396","","","","",
"101","의료기기판매(임대)업","01_02_03_P","3610000","PHMG120213610019047000028","2019-05-02","","03","폐업","03","폐업","2026-04-01","","","","","","","광주광역시 남구 노대동 ***","광주광역시 남구 효우로 **, *층 ***호 (노대동)","61746","(주)소리안 광주전남지사","2026-04-01 17:41:36","U","2026-04-03 02:40:00","","191227.7","178511.865","","","66","",
"102","의료기기판매(임대)업","01_02_03_P","3780000","PHMG120093780064047000030","2009-06-09","","01","영업/정상","13","영업중","","","","","719-6082","","463-440","경기도 성남시 분당구 운중동 ***번지 마크시티오렌지동 *층 ***,***,***,***호","경기도 성남시 분당구 운중로 ***, ***~***호 (운중동, 마크시티오렌지)","13461","(주)에스원성남지사","2026-04-01 16:18:10","U","2026-04-03 02:40:00","","206745.346888297","432214.128551753","","","373.3","",
"103","의료기기판매(임대)업","01_02_03_P","3220000","PHMG120153220033047000156","2015-04-29","","01","영업/정상","13","영업중","","","","","578-1550","","","서울특별시 강남구 역삼동 ***-**","서울특별시 강남구 논현로**길 ** (역삼동)","06237","(주)그레이스(Grace Inc.)","2026-04-01 11:09:05","U","2026-04-03 02:40:00","","203213.845649652","443968.354266375","","","","",
"104","의료기기판매(임대)업","01_02_03_P","3220000","PHMG120113220033047000147","2011-05-31","","03","폐업","03","폐업","2026-03-30","","","","02-3442-2525","","","서울특별시 강남구 논현동 **-** 에스피오빌딩","서울특별시 강남구 학동로*길 **, 에스피오빌딩 *층 일부호 (논현동)","06043","화인인터내셔널","2026-04-01 10:05:16","U","2026-04-03 02:40:00","","201815.41236669","445783.185862886","","","24.66","",
"105","의료기기판매(임대)업","01_02_03_P","5540000","PHMG120255540016047000046","2025-07-04","","01","영업/정상","13","영업중","","","","","","","","경기도 광주시 태전동 **-** 퍼스트센트힐 B동 ***호","경기도 광주시 태전중앙*길 *, 퍼스트센트힐 B동 ***호 (태전동)","12788","라스트라인 경기광주","2026-04-01 11:04:15","U","2026-04-03 02:40:00","","220168.01044993","431153.982504394","","","","",
"106","의료기기판매(임대)업","01_02_03_P","3830000","PHMG120223830263047000203","2022-10-31","","03","폐업","03","폐업","2026-03-31","","","","070-4242-5530","","","경기도 안양시 동안구 호계동 **** 평촌 어바인 퍼스트","경기도 안양시 동안구 경수대로 ***, ***동 ****호 (호계동, 평촌 어바인 퍼스트)","14116","기람테크 안양영업소","2026-04-01 09:03:48","U","2026-04-03 02:40:00","","196005.904356339","429975.539293307","","","3.3","",
"107","의료기기판매(임대)업","01_02_03_P","3930000","PHMG120213930162047000008","2018-09-06","","01","영업/정상","13","영업중","","","","","","","","경기도 안산시 상록구 사동 ****","경기도 안산시 상록구 초당*길 **, *층 (사동)","15624","데일리코리아","2026-04-01 09:02:26","U","2026-04-03 02:40:00","","187035.629234417","420432.390605962","","","","",
"108","의료기기판매(임대)업","01_02_03_P","3780000","PHMG120183780064047000042","2018-04-06","","01","영업/정상","13","영업중","","","","","031-738-9275","","","경기도 성남시 분당구 구미동 ***번지 농수산물종합유통센터","경기도 성남시 분당구 성남대로**번길 **, 농수산물종합유통센터 *층 (구미동)","13635","(주)농협하나로유통 농협성남유통센터","2026-04-01 17:55:45","U","2026-04-03 02:40:00","","209417.349041415","426267.212514142","","","","",
"109","의료기기판매(임대)업","01_02_03_P","6510000","PHMG120256510096047000029","2025-03-24","","03","폐업","03","폐업","2026-03-30","","","","","","","제주특별자치도 제주시 영평동 ****-*","제주특별자치도 제주시 연신로 ***, *층 (영평동)","63308","라라샵2호점","2026-04-01 17:06:41","U","2026-04-03 02:40:00","","158588.755473146","-1044.34482887511","","","23.76","",
"110","의료기기판매(임대)업","01_02_03_P","3540000","PHMG120253540021047000014","2025-03-10","","01","영업/정상","13","영업중","","","","","","","","인천광역시 부평구 갈산동 **-* *층 일부(***호)호","인천광역시 부평구 주부토로***번길 *, *층 일부(***호)호 (갈산동)","21317","메디넥스","2026-04-01 17:29:11","U","2026-04-03 02:40:00","","175908.078280783","446410.65035303","","","28","",
"111","의료기기판매(임대)업","01_02_03_P","3290000","PHMG120223290024047000246","2022-07-18","","03","폐업","03","폐업","2026-03-30","","","","","","","부산광역시 부산진구 부전동 ***-*","부산광역시 부산진구 중앙대로 ***-*, *층 (부전동)","47291","지에스25 서면중앙대로점","2026-04-01 18:04:52","U","2026-04-03 02:40:00","","387595.11321587","186075.37074516","","","","",
"112","의료기기판매(임대)업","01_02_03_P","5710000","PHMG120235710109047000063","2023-12-11","","03","폐업","03","폐업","2026-03-30","","","","","","","충청북도 청주시 청원구 사천동 *** 남광 하우스토리 B단지","충청북도 청주시 청원구 율봉로 *, ***동 ****호 (사천동, 남광 하우스토리 B단지)","28342","제이미팩토리","2026-04-01 13:51:52","U","2026-04-03 02:40:00","","242195.290896798","351229.414324202","","","","",
"113","의료기기판매(임대)업","01_02_03_P","5440000","PHMG120235440014047000004","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","","경상남도 하동군 진교면 민다리길 **","52345","우리동네힐링샵","2026-04-01 13:55:11","U","2026-04-03 02:40:00","","282224.997542","170461.770250488","","","","",
"114","의료기기판매(임대)업","01_02_03_P","3290000","PHMG120233290024047000155","2023-12-04","","01","영업/정상","13","영업중","","","","","","","","부산광역시 부산진구 개금동 ***-**","부산광역시 부산진구 가야대로***번길 **, *층 (개금동)","47324","온누리헬스케어개금점","2026-04-01 16:59:45","U","2026-04-03 02:40:00","","384445.690975482","185572.268581672","","","","",
"115","의료기기판매(임대)업","01_02_03_P","3240000","PHMG120093240033047000086","2009-12-08","","01","영업/정상","13","영업중","","","","","02-475-2121","","","서울특별시 강동구 길동 ***-* 광남캐스빌","서울특별시 강동구 천중로**길 **, *층 ***호 (길동, 광남캐스빌)","05353","라보엠","2026-04-01 15:37:49","U","2026-04-03 02:40:00","","212246.352870191","448386.840616924","","","","",
"116","의료기기판매(임대)업","01_02_03_P","3230000","PHMG120053230034047000050","2005-09-13","","01","영업/정상","13","영업중","","","","","02-458-5835","","","서울특별시 송파구 가락동 ***번지 *호 디엠빌딩","서울특별시 송파구 송이로**길 *, 디엠빌딩 *층 (가락동)","05828","(주)대명사이언스","2026-04-01 14:59:13","U","2026-04-03 02:40:00","","210932.613898518","443658.512850046","","","","",
"117","의료기기판매(임대)업","01_02_03_P","3780000","PHMG120223780062047000139","2022-05-24","","03","폐업","03","폐업","2026-04-01","","","","","","","경기도 성남시 수정구 양지동 **** 양우내안애아파트","경기도 성남시 수정구 논골로 **, 상가동 제비층 **호 (양지동, 양우내안애아파트)","13140","GS25 성남양우점","2026-04-01 15:10:19","U","2026-04-03 02:40:00","","214108.027349112","439400.450598112","","","","",
"118","의료기기판매(임대)업","01_02_03_P","3560000","PHMG120223560021047000262","2022-04-28","","03","폐업","03","폐업","2026-03-31","","","","","","","인천광역시 서구 원창동 ***-** 모다아울렛 인천점 *층 일부","인천광역시 서구 북항로**번안길 **, 모다아울렛 인천점*층 일부 (원창동)","22769","씨유(CU)인천모다아울렛점","2026-04-01 09:16:22","U","2026-04-03 02:40:00","","168787.60512663","445399.258471248","","","","",
"119","의료기기판매(임대)업","01_02_03_P","3510500","PHMG120223510513047000186","2022-04-26","","03","폐업","03","폐업","2026-03-31","","","","","","","인천광역시 미추홀구 도화동 **-**","인천광역시 미추홀구 장고개로**번길 **, *층 (도화동)","22117","이마트24 도화장고개점","2026-04-01 09:51:59","U","2026-04-03 02:40:00","","170708.045818595","440936.005879799","","","136.48","",
"120","의료기기판매(임대)업","01_02_03_P","3990000","PHMG120243990310047000098","2024-12-02","","03","폐업","03","폐업","2026-03-31","","","","","","","경기도 남양주시 별내동 ****-*","경기도 남양주시 별내중앙로 **, 별내로데오몰 *층 ***-A**호 (별내동)","12113","제이원","2026-04-01 13:27:30","U","2026-04-03 02:40:00","","211022.980991253","460402.799208436","","","","",
"121","의료기기판매(임대)업","01_02_03_P","5710000","PHMG120265710109047000015","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","","충청북도 청주시 청원구 율량로 ***, SM메디타워* ***-*호 (율량동)","28320","미두 스칼프","2026-04-02 13:32:26","I","2026-04-04 00:20:02","","244499.2354682","351709.258639387","","","49.5","",
"122","의료기기판매(임대)업","01_02_03_P","4170000","PHMG120264170019047000010","2026-04-02","","01","영업/정상","13","영업중","","","","","","","","경기도 양평군 지평면 지평리 ***-*","경기도 양평군 지평면 지평시장*길 *, *층 h**호","12541","글로벌유통","2026-04-02 13:40:47","I","2026-04-04 00:20:02","","256290.371152252","441544.540050488","","","1.65","",
"123","의료기기판매(임대)업","01_02_03_P","3220000","PHMG120263220033047000090","2025-12-26","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 삼성동 ***-**","서울특별시 강남구 삼성로***길 *, 제이제이빌딩 *층 ***호 (삼성동)","06155","주식회사 싸이프러스랩","2026-04-02 09:02:02","I","2026-04-04 00:20:02","","204707.354957582","445366.819117393","","","3.3","",
"124","의료기기판매(임대)업","01_02_03_P","3220000","PHMG120263220033047000093","2022-06-23","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 삼성동 ***-* 오트리스빌딩","서울특별시 강남구 삼성로***길 **-*, 오트리스빌딩 에이동 *층 (삼성동)","06167","(주)위앤디오에스","2026-04-02 11:12:27","I","2026-04-04 00:20:02","","205004.59007344","445271.791990965","","","253.86","",
"125","의료기기판매(임대)업","01_02_03_P","3220000","PHMG120263220033047000096","2026-04-02","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 논현동 ***-*","서울특별시 강남구 학동로**길 **, *층 (논현동)","06059","주식회사 우노고","2026-04-02 10:50:48","I","2026-04-04 00:20:02","","203467.762952147","446243.653189322","","","34","",
"126","의료기기판매(임대)업","01_02_03_P","3220000","PHMG120263220033047000097","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 역삼동 ***-**","서울특별시 강남구 선릉로***길 *, 알룸 ***호 (역삼동)","06149","톤드스튜디오","2026-04-02 11:27:55","I","2026-04-04 00:20:02","","203944.133306832","445026.628160875","","","20","",
"127","의료기기판매(임대)업","01_02_03_P","3220000","PHMG120263220033047000098","2023-10-31","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 신사동 ***-**","서울특별시 강남구 언주로***길 *, *층 (신사동)","06026","(주)네오아시아","2026-04-02 19:09:35","I","2026-04-04 00:20:02","","202840.148414366","446675.65345465","","","85.67","",
"128","의료기기판매(임대)업","01_02_03_P","5310000","PHMG120265310029047000010","2026-03-27","","01","영업/정상","13","영업중","","","","","","","","경상남도 진주시 충무공동 **-* 윙스타워","경상남도 진주시 동부로***번길 **, 윙스타워 B동 ***호 (충무공동)","52818","든든메디","2026-04-02 09:37:52","I","2026-04-04 00:20:02","","302626.809267343","185667.81402946","","","119.48","",
"129","의료기기판매(임대)업","01_02_03_P","4390000","PHMG120264390029047000010","2026-04-02","","01","영업/정상","13","영업중","","","","","","","","충청북도 충주시 칠금동 ****","충청북도 충주시 칠금중앙*길 *-** (칠금동)","27362","지에스25(GS25) 플렉스충주점","2026-04-02 17:02:55","I","2026-04-04 00:20:02","","281853.958932588","386863.725808475","","","29.99","",
"130","의료기기판매(임대)업","01_02_03_P","3110000","PHMG120263110032047000013","2016-11-29","","01","영업/정상","13","영업중","","","","","","","","서울특별시 은평구 증산동 ***-** 디엠씨 자이*단지","서울특별시 은평구 수색로 ***-* (증산동, 디엠씨 자이*단지)","03504","피2트니스(FEETNESS)","2026-04-02 13:55:17","I","2026-04-04 00:20:02","","191058.008397579","452946.246733537","","","","",
"131","의료기기판매(임대)업","01_02_03_P","3410000","PHMG120263410023047000027","2026-04-02","","01","영업/정상","13","영업중","","","","","","","","대구광역시 중구 동산동 *** 베네시움","대구광역시 중구 달성로 **, 베네시움 *층 (동산동)","41931","퓨아 코리아","2026-04-02 19:16:51","I","2026-04-04 00:20:02","","342873.708751435","264097.482094432","","","","",
"132","의료기기판매(임대)업","01_02_03_P","4211000","PHMG120264211036047000001","2026-04-02","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 동해시 발한동 **-** 우성철물상사","강원특별자치도 동해시 발한로 ***-*, 우성철물상사 *층 (발한동)","25719","우성철물상사","2026-04-02 11:42:24","I","2026-04-04 00:20:02","","386314.145035871","451622.718144356","","","128.79","",
"133","의료기기판매(임대)업","01_02_03_P","3520000","PHMG120263520019047000035","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","인천광역시 연수구 송도동 **-* 송도센텀하이브","인천광역시 연수구 인천타워대로 ***, 송도센텀하이브 B동 **호 (송도동)","22007","닥터88플러스","2026-04-02 09:11:32","I","2026-04-04 00:20:02","","167294.069119976","432811.972492338","","","","",
"134","의료기기판매(임대)업","01_02_03_P","3040000","PHMG120263040033047000022","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","서울특별시 광진구 중곡동 **-**","서울특별시 광진구 긴고랑로 ***, 지하*층 (중곡동)","04945","지에스(GS)25 중곡긴고랑점","2026-04-02 10:24:27","I","2026-04-04 00:20:02","","207965.073737908","450708.952277508","","","","",
"135","의료기기판매(임대)업","01_02_03_P","5690000","PHMG120265690045047000017","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","세종특별자치시 어진동 *** 세종시 *차 푸르지오시티","세종특별자치시 가름로 ***-**, 세종시 *차 푸르지오시티 *층 ***,***,***호 (어진동)","30120","세븐일레븐 세종어진행복점","2026-04-02 17:33:12","I","2026-04-04 00:20:02","","223861.253208974","332749.004942996","","","","",
"136","의료기기판매(임대)업","01_02_03_P","3660000","PHMG120263660023047000033","2000-11-18","","01","영업/정상","13","영업중","","","","","042-672-8008","","","대전광역시 서구 용문동 ***-*","대전광역시 서구 도산로 ***, *층 ***호 (용문동)","35309","CSL메디칼","2026-04-02 10:00:23","I","2026-04-04 00:20:02","","235733.630282218","315782.371666958","","","","",
"137","의료기기판매(임대)업","01_02_03_P","3660000","PHMG120263660023047000034","2026-04-02","","01","영업/정상","13","영업중","","","","","","","","대전광역시 서구 탄방동 ***","대전광역시 서구 문정로 **, ***호 (탄방동)","35261","주식회사 스몰닷","2026-04-02 11:12:49","I","2026-04-04 00:20:02","","234173.667821274","316122.534090578","","","","",
"138","의료기기판매(임대)업","01_02_03_P","3830000","PHMG120263830262047000012","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","경기도 안양시 만안구 안양동 ***-** 마인빌","경기도 안양시 만안구 만안로 ***, ****호 (안양동, 마인빌)","13991","주식회사 케이레노바","2026-04-02 13:02:26","I","2026-04-04 00:20:02","","192785.336310181","433673.708079541","","","","",
"139","의료기기판매(임대)업","01_02_03_P","3610000","PHMG120263610019047000010","2026-04-02","","01","영업/정상","13","영업중","","","","","","","","광주광역시 남구 노대동 ***","광주광역시 남구 효우로 **, *층 ***호 (노대동)","61746","독일소리안","2026-04-02 15:49:54","I","2026-04-04 00:20:02","","191227.7","178511.865","","","78.78","",
"140","의료기기판매(임대)업","01_02_03_P","3050000","PHMG120263050034047000027","2026-04-02","","01","영업/정상","13","영업중","","","","","","","","서울특별시 동대문구 신설동 ***-* 서울풍물시장","서울특별시 동대문구 천호대로*길 **, 서울풍물시장 파랑동 *층 *호 (신설동)","02586","삐에로","2026-04-02 17:45:53","I","2026-04-04 00:20:02","","202186.468072494","452282.607415166","","","","",
"141","의료기기판매(임대)업","01_02_03_P","3910000","PHMG120263910168047000010","2025-04-08","","01","영업/정상","13","영업중","","","","","","","","경기도 평택시 현덕면 화양리 * 한화포레나 평택화양","경기도 평택시 현덕면 화양용비로 **, ***동 *층 **호 (한화포레나 평택화양)","17930","라비","2026-04-02 16:29:59","I","2026-04-04 00:20:02","","","","","","","",
"142","의료기기판매(임대)업","01_02_03_P","3700000","PHMG120263700018047000020","2026-04-02","","01","영업/정상","13","영업중","","","","","","","","울산광역시 남구 삼산동 ***-**","울산광역시 남구 돋질로***번길 *, *층 (삼산동)","44710","이뮨팩토리 빅토리점","2026-04-02 11:35:15","I","2026-04-04 00:20:02","","412622.060419208","229708.789327665","","","","",
