"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","법인구분명","구분명",
"77","유료직업소개소","11_50_02_P","3430000","2026343012714500005","2026-04-03","","01","영업/정상","20","영업중","","","","","","","","대구광역시 서구 비산동 1192-76","대구광역시 서구 달서천로61안길 38, 1층 (비산동)","41717","청산인력 유료직업소개소","2026-04-03 14:16:07","I","2026-04-05 00:20:22","","341892.964778798","266196.664447541","개인","유료",
"78","유료직업소개소","11_50_02_P","4781000","2026478106214500004","2026-04-03","","01","영업/정상","20","영업중","","","","","","","","전북특별자치도 고창군 대산면 매산리 186-53 대성주유소","전북특별자치도 고창군 대산면 대성로 207, 대성주유소","56468","대농인력사무소","2026-04-03 08:39:22","I","2026-04-05 00:20:22","","163351.380100976","204285.570637306","개인","유료",
"79","유료직업소개소","11_50_02_P","5710000","2026573002314500003","2026-04-03","","01","영업/정상","20","영업중","","","","","","","","충청북도 청주시 흥덕구 복대동 334-4 청주산업용재유통상가","충청북도 청주시 흥덕구 죽천로79번길 22, 청주산업용재유통상가2단지 2층 201호 (복대동)","28426","청담케어연합회","2026-04-03 13:19:27","I","2026-04-05 00:20:22","","238550.626665898","348744.782452128","개인","유료",
"80","유료직업소개소","11_50_02_P","4641000","2026466100614500005","2026-04-03","","01","영업/정상","20","영업중","","","","","","","","전북특별자치도 전주시 덕진구 덕진동1가 1405-13","전북특별자치도 전주시 덕진구 사평로 33, 2층 (덕진동1가)","54888","코리아케어러스","2026-04-03 17:05:12","I","2026-04-05 00:20:22","","210832.267137364","260097.888360594","개인","유료",
"81","유료직업소개소","11_50_02_P","5380000","2026538032014500001","2026-04-03","","01","영업/정상","20","영업중","","","","","055 385 3375","","","경상남도 양산시 물금읍 증산리 1775-1 플러스타워","경상남도 양산시 물금읍 증산역로 162, 플러스타워 3층 301호","50614","맘스웰 양산점","2026-04-03 14:03:52","I","2026-04-05 00:20:22","","382499.461914503","202893.527472628","개인","유료",
"82","유료직업소개소","11_50_02_P","4580000","2023458012414500001","2023-07-12","","03","폐업","40","폐업","2026-04-03","","","","","","","충청남도 서천군 서천읍 군사리 229-2 제일공인중개사","충청남도 서천군 서천읍 서문로 51, 제일공인중개사","33637","서천황소인력","2026-04-03 16:23:57","U","2026-04-05 02:40:00","","172984.816270822","286521.45787621","개인","유료",
"83","유료직업소개소","11_50_02_P","3160000","2026316016014500007","2023-01-16","","01","영업/정상","20","영업중","","","","","","","","서울특별시 구로구 구로동 606-1 구로기계공구상가","서울특별시 구로구 구로중앙로 198, 구로기계공구상가 35동 219호 (구로동)","08212","주식회사 서우에이치알","2026-04-03 11:03:32","U","2026-04-05 02:40:00","","189133.785005948","444562.755976432","법인","유료",
"84","유료직업소개소","11_50_02_P","3350000","2026335015714500001","2025-07-08","","01","영업/정상","20","영업중","","","","","","","","부산광역시 금정구 장전동 393-12 301호","부산광역시 금정구 장전온천천로 85-1, 301호 (장전동)","46290","센텀탑인력","2026-04-03 14:27:52","U","2026-04-05 02:40:00","","390090.359992413","194600.088146734","개인","유료",
"85","유료직업소개소","11_50_02_P","3000000","2026300024514500004","2017-11-16","","01","영업/정상","20","영업중","","","","","","","","서울특별시 종로구 당주동 145","서울특별시 종로구 세종대로23길 47, 601-05호 (당주동)","03182","(주)아이디 에이치알","2026-04-03 16:08:16","U","2026-04-05 02:40:00","","197607.398336321","452120.026024435","법인","유료",
"86","유료직업소개소","11_50_02_P","4530000","2023453039114500008","2023-06-05","","01","영업/정상","20","영업중","","","","","","","","충청남도 서산시 동문동 137-2","충청남도 서산시 율지6로 29, 상가동 2층 203호 (동문동, 현대아파트)","31992","재성가족간병인협회","2026-04-03 15:25:52","U","2026-04-05 02:40:00","","151995.177879465","364439.902315953","개인","유료",
"87","유료직업소개소","11_50_02_P","3540000","2001354004711500005","2001-11-08","","01","영업/정상","20","영업중","","","","","032 431 2346","","","인천광역시 부평구 십정동 402-50","인천광역시 부평구 동암광장로 20, 403호 (십정동)","21445","동암인력공사","2026-04-03 15:02:52","U","2026-04-05 02:40:00","","173550.633125694","441082.285531441","개인","유료",
"88","유료직업소개소","11_50_02_P","3860000","2022386061014500001","2022-04-19","","01","영업/정상","20","영업중","","","","","","","","경기도 부천시 원미구 중동 1141-3 신중동역 헤리움 메트로타워","경기도 부천시 원미구 길주로 284, 신중동역 헤리움 메트로타워 611호 (중동)","14548","주식회사 린인파트너스","2026-04-03 10:26:54","U","2026-04-05 02:40:00","","179920.835610085","444530.865512297","법인","유료",
"89","유료직업소개소","11_50_02_P","3650000","2022365011514500001","2022-01-19","","01","영업/정상","20","영업중","","","","","","","","대전광역시 중구 산성동 335-4","대전광역시 중구 산성로 55, 207호 (산성동)","35011","라파인력사무소","2026-04-03 16:43:40","U","2026-04-05 02:40:00","","235382.720788283","311932.7386904","개인","유료",
"90","유료직업소개소","11_50_02_P","3000000","2024300024514500006","2022-04-22","","01","영업/정상","20","영업중","","","","","02  518 0401","","","서울특별시 종로구 신문로1가 163 광화문오피시아빌딩","서울특별시 종로구 새문안로 92, 광화문오피시아빌딩 21층 2114호 (신문로1가)","03186","마일스톤파트너스주식회사","2026-04-03 15:46:38","U","2026-04-05 02:40:00","","197713.264843734","451938.037703258","법인","유료",
"91","유료직업소개소","11_50_02_P","5670000","2024567056614500004","2008-07-14","","01","영업/정상","20","영업중","","","","","","","","경상남도 창원시 의창구 팔용동 156-5 본동빌딩","경상남도 창원시 의창구 의창대로54번길 3, 본동빌딩 2층 3호 (팔용동)","51376","둥지직업소개소","2026-04-03 19:35:16","U","2026-04-05 02:40:00","","346188.802229323","196377.260086233","개인","유료",
"92","유료직업소개소","11_50_02_P","3860000","2020386063514500001","2020-10-29","","01","영업/정상","20","영업중","","","","","","","","경기도 부천시 원미구 상동 531-4 스타팰리스2","경기도 부천시 원미구 길주로 63, 209호 (상동, 스타팰리스2)","14543","엔젤간병협회","2026-04-03 10:30:04","U","2026-04-05 02:40:00","","177782.931859633","444950.261190539","개인","유료",
"93","유료직업소개소","11_50_02_P","4050000","2018562002714500003","2018-07-27","","01","영업/정상","20","영업중","","","","","","","","경기도 용인시 처인구 김량장동 333번지 2호","경기도 용인시 처인구 금령로 26, 2층 (김량장동)","17049","돌쇠인력","2026-04-03 17:36:31","U","2026-04-05 02:40:00","","217583.44655214","414768.43709987","개인","유료",
"94","유료직업소개소","11_50_02_P","3170000","2021317023614500018","2021-11-16","","01","영업/정상","20","영업중","","","","","02 34622200","","","서울특별시 금천구 가산동 459-7 가산A1타워 1424호","서울특별시 금천구 가산디지털1로 205-27, 1424호 (가산동)","08503","(주)누구나잡","2026-04-03 09:37:27","U","2026-04-05 02:40:00","","189208.487613747","442298.784420302","법인","유료",
"95","유료직업소개소","11_50_02_P","3170000","2025317024914500013","2025-11-19","","01","영업/정상","20","영업중","","","","","","","","서울특별시 금천구 가산동 459-24","서울특별시 금천구 가산디지털2로 169-16, o608호 (가산동)","08500","아람직업소개소","2026-04-03 09:27:29","U","2026-04-05 02:40:00","","189016.465808265","442320.784167212","개인","유료",
"96","유료직업소개소","11_50_02_P","3430000","2023343009514500005","2023-03-16","","03","폐업","40","폐업","2026-04-03","","","","","","","대구광역시 서구 비산동 1244-5","대구광역시 서구 달서천로57길 41, 2층 (비산동)","41713","청산인력직업소개소","2026-04-03 10:21:23","U","2026-04-05 02:40:00","","341104.87114621","266408.240170118","개인","유료",
"97","유료직업소개소","11_50_02_P","3650000","2002365005211500041","2002-11-08","","01","영업/정상","20","영업중","","","","","042 253 2798","","","대전광역시 중구 산성동 321-7","대전광역시 중구 산성로 26 (산성동)","35013","믿음직업소개소","2026-04-03 16:42:32","U","2026-04-05 02:40:00","","235107.766933881","311779.127417004","개인","유료",
"98","유료직업소개소","11_50_02_P","5350000","2020535029214500013","2020-08-04","","01","영업/정상","20","영업중","","","","","","","","경상남도 김해시 지내동 326-5","경상남도 김해시 분성로727번길 8-60(지내동)","50827","대복인력사무소","2026-04-03 21:37:02","U","2026-04-05 02:40:00","","374986.146386994","193877.870588079","개인","유료",
"99","유료직업소개소","11_50_02_P","3170000","2020317023614500005","2020-02-11","","01","영업/정상","20","영업중","","","","","02  64807933","","","서울특별시 금천구 가산동 459-22 백상스타타워2차","서울특별시 금천구 가산디지털2로 165, 백상스타타워2차 1501호 (가산동)","08504","(주)비에이블컨설팅그룹","2026-04-03 14:49:15","U","2026-04-05 02:40:00","","189092.729912585","442262.659278232","법인","유료",
"100","유료직업소개소","11_50_02_P","5130000","2025513018014500006","2025-09-04","","01","영업/정상","20","영업중","","","","","","","","경상북도 경산시 압량읍 인안리 47 경산 윤성3차아파트","경상북도 경산시 압량읍 연지길 152, 상가 110동 401호 (경산 윤성3차아파트)","38492","경북 직업소개소","2026-04-03 17:37:10","U","2026-04-05 02:40:00","","361564.242642314","264307.015274918","개인","유료",
"101","유료직업소개소","11_50_02_P","4400000","2007440009714500001","2007-08-17","","01","영업/정상","20","영업중","","","","","043 643 2480","","","충청북도 제천시 의림동 176번지 4호","충청북도 제천시 숭문로 71 (의림동)","390-030","일개미인력","2026-04-03 10:56:52","U","2026-04-05 02:40:00","","307190.617425553","404883.753563148","개인","유료",
"102","유료직업소개소","11_50_02_P","5350000","2025535037314500009","2025-03-13","","01","영업/정상","20","영업중","","","","","","","","경상남도 김해시 외동 887-3 A동 102호","경상남도 김해시 분성로 16, A동 102호 (외동)","50959","신화인력&참조은간병센터","2026-04-03 17:05:42","U","2026-04-05 02:40:00","","368255.149947639","194192.405425174","개인","유료",
"103","유료직업소개소","11_50_02_P","4530000","2022453039114500004","2012-02-08","","01","영업/정상","20","영업중","","","","","02  980 2118","","","충청남도 서산시 읍내동 114-19","충청남도 서산시 고운로 104, 2층 (읍내동)","31984","동양인력","2026-04-03 15:29:55","U","2026-04-05 02:40:00","","150742.781909251","364439.431905134","개인","유료",
"104","유료직업소개소","11_50_02_P","3220000","2021322025014500005","2021-02-04","","01","영업/정상","20","영업중","","","","","","","","서울특별시 강남구 역삼동 720-9 스타팅빌딩 9층","서울특별시 강남구 테헤란로38길 5, 스타팅빌딩 9층 (역삼동)","06221","주식회사 돌봄의신","2026-04-03 15:05:32","U","2026-04-05 02:40:00","","203611.42157411","444381.910373492","법인","유료",
"105","유료직업소개소","11_50_02_P","3150000","2024315020114500023","2024-12-16","","01","영업/정상","20","영업중","","","","","070 41147555","","","서울특별시 강서구 등촌동 849 더리브골드타워","서울특별시 강서구 양천로 400-12, 더리브골드타워 209-5호 (등촌동)","07573","(주)마이오퍼","2026-04-03 16:50:48","U","2026-04-05 02:40:00","","186317.207037672","451462.350090067","법인","유료",
"106","유료직업소개소","11_50_02_P","3120000","2025312021914500002","2025-02-12","","01","영업/정상","20","영업중","","","","","","","","서울특별시 서대문구 충정로2가 47 엘앤씨타운","서울특별시 서대문구 경기대로 79, 201호 (충정로2가, 엘앤씨타운)","03746","뉴팀즈 주식회사","2026-04-03 09:27:31","U","2026-04-05 02:40:00","","196783.201793815","451512.555148186","법인","유료",
