번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),약국영업면적,지정일자,Unnamed: 30,record_key
190,약국,01_01_06_P,5700000,PHMD120265700008084000001,2026-01-29,,1,영업/정상,13,영업중,,,,,031)881-0337,,,,경기도 여주시 가남읍 경충대로 1473-7,12655,매머드약국,2026-02-10 13:51:25,U,2026-02-12 02:40:00,,247404.384409705,412652.52022909,181.25,20260129,,매머드약국_
7,약국,01_01_06_P,4030000,PHMD120264030022084000001,2026-01-27,,1,영업/정상,13,영업중,,,,,,,,,"경기도 의왕시 포일로 81, 삼우상가 109호 (포일동)",16018,해든현송약국,2026-02-02 15:21:37,I,2026-02-04 00:20:02,,198281.793435316,432159.158801914,41.8,20260127,,해든현송약국_
62,약국,01_01_06_P,4000000,PHMD120264000018084000001,2026-01-20,,1,영업/정상,13,영업중,,,,,,,,경기도 오산시 오산동 881-7 동양프라자 107호,"경기도 오산시 오산로 199, 동양프라자 107호 (오산동)",18137,오산퍼스트약국,2026-01-30 09:12:06,U,2026-02-04 11:04:37,,205995.471535764,404768.81965187,28.21,20260120,,오산퍼스트약국_경기도오산시오산동881-7동양프라자107호
12,약국,01_01_06_P,5530000,PHMD120265530505084000001,2026-01-15,,1,영업/정상,13,영업중,,,,,,,,경기도 화성시 효행구 봉담읍 왕림리 103,"경기도 화성시 효행구 봉담읍 삼천병마로 1013, 1동",18332,화성백화점대형약국,2026-01-30 11:17:16,I,2026-02-04 01:35:23,,194573.753392684,410692.264520368,267.8,20260115,,화성백화점대형약국_경기도화성시효행구봉담읍왕림리103
82,약국,01_01_06_P,3010000,PHMD120263010033084000002,2026-01-09,,1,영업/정상,13,영업중,,,,,0507-1386-1501,,,서울특별시 중구 명동2가 54-30,"서울특별시 중구 명동4길 19, 1~3층 (명동2가)",4536,에이트명동1번가약국,2026-02-04 11:30:08,U,2026-02-06 02:40:00,,198506.606542076,451169.659942791,174.44,20260109,,에이트명동1번가약국_서울특별시중구명동2가54-30
30,약국,01_01_06_P,3010000,PHMD120263010033084000003,2026-01-09,,1,영업/정상,13,영업중,,,,,02-3789-7277,,,서울특별시 중구 명동2가 83-5 Noon Square,"서울특별시 중구 명동길 14, Noon Square 1층 (명동2가)",4536,명동 퍼스트 약국,2026-02-02 15:05:35,U,2026-02-04 02:40:00,,198418.741655644,451237.168596152,18.18,20260109,,명동퍼스트약국_서울특별시중구명동2가83-5NoonSquare
31,약국,01_01_06_P,3010000,PHMD120263010033084000001,2026-01-07,,1,영업/정상,13,영업중,,,,,0507-1432-6557,,,서울특별시 중구 충무로1가 22-9,"서울특별시 중구 명동8나길 28-1, 1층 (충무로1가)",4536,충무로 에이트약국,2026-02-02 15:09:19,U,2026-02-04 02:40:00,,198464.198552809,451016.190204612,44.04,20260107,,충무로에이트약국_서울특별시중구충무로1가22-9
29,약국,01_01_06_P,3010000,PHMD120263010033084000004,2026-01-05,,1,영업/정상,13,영업중,,,,,0507-1398-9337,,,서울특별시 중구 명동2가 33-9,"서울특별시 중구 명동10길 12, 1~2층 (명동2가)",4536,브라이튼약국,2026-02-02 15:14:07,U,2026-02-04 02:40:00,,198616.458709294,451223.68604589,154.0,20260105,,브라이튼약국_서울특별시중구명동2가33-9
161,약국,01_01_06_P,3430000,PHMD120253430019084000005,2025-12-22,,1,영업/정상,13,영업중,,,,,053-622-0110,,,대구광역시 서구 내당동 965,"대구광역시 서구 달서로 42, 1층 (내당동)",41810,미소온누리약국,2026-02-09 17:21:24,U,2026-02-11 02:40:00,,341860.419648281,264004.459308992,122.0,20251222,,미소온누리약국_대구광역시서구내당동965
33,약국,01_01_06_P,3010000,PHMD120253010033084000016,2025-12-12,,1,영업/정상,13,영업중,,,,,0507-1300-7079,,,서울특별시 중구 명동2가 52-3,"서울특별시 중구 명동8길 32, 1층 (명동2가)",4536,명동하나약국,2026-02-02 15:17:48,U,2026-02-04 02:40:00,,198577.390671869,451117.251441399,52.2,20251212,,명동하나약국_서울특별시중구명동2가52-3
187,약국,01_01_06_P,4530000,PHMD120254530030084000003,2025-11-06,,3,폐업,3,폐업,2026-02-11,,,,041-664-8234,,,충청남도 서산시 부석면 창리 282-15,"충청남도 서산시 부석면 천수만로 602, 나동 1층",32022,바다약국,2026-02-10 17:39:11,U,2026-02-12 02:40:00,,143864.232591073,347402.734246502,132.2,20251106,,바다약국_충청남도서산시부석면창리282-15
114,약국,01_01_06_P,3130000,PHMD120253130033084000011,2025-11-05,,1,영업/정상,13,영업중,,,,,0507-1391-2252,,,,"서울특별시 마포구 월드컵로 지하190, 마포구청역 지하1층 620-102호 (성산동)",3938,마포구청역약국,2026-02-03 14:55:30,U,2026-02-07 02:40:00,,,,26.1,20251105,,마포구청역약국_
87,약국,01_01_06_P,4641000,PHMD120254641062084000007,2025-09-25,,1,영업/정상,13,영업중,,,,,,,,전북특별자치도 전주시 덕진구 송천동2가 1332-2,전북특별자치도 전주시 덕진구 과학로 16 (송천동2가),55149,365에코1번약국,2026-02-03 15:43:28,U,2026-02-06 02:40:00,,210989.02654013,263513.97328998,80.64,20250925,,365에코1번약국_전북특별자치도전주시덕진구송천동2가1332-2
34,약국,01_01_06_P,3010000,PHMD120253010033084000010,2025-09-15,,1,영업/정상,13,영업중,,,,,0507-1413-3481,,,서울특별시 중구 명동2가 51-18,"서울특별시 중구 명동8길 18, 1층 외 1개소 (명동2가)",4536,명동베리뉴약국,2026-02-02 15:21:08,U,2026-02-04 02:40:00,,198564.909644852,451181.843485339,193.89,20250915,,명동베리뉴약국_서울특별시중구명동2가51-18
118,약국,01_01_06_P,3240000,PHMD120253240033084000042,2025-09-15,,1,영업/정상,13,영업중,,,,,02-487-5556,,,서울특별시 강동구 둔촌동 170-1 포레온스테이션5,"서울특별시 강동구 양재대로 1360, 포레온스테이션5 3층 3023호 (둔촌동)",5409,큐약국,2026-02-05 10:56:04,U,2026-02-07 02:40:00,,212195.109947109,447197.273286818,45.59,20250915,,큐약국_서울특별시강동구둔촌동170-1포레온스테이션5
65,약국,01_01_06_P,5310000,PHMD120255310029084000008,2025-09-11,,3,폐업,3,폐업,2026-02-01,,,,,,,경상남도 진주시 중안동 12-13 롯데시네마,"경상남도 진주시 진양호로 521, 롯데시네마 1층 (중안동)",52684,무지개약국,2026-01-30 14:10:03,U,2026-02-04 11:04:37,,298526.704035357,188715.283893511,57.36,20250911,,무지개약국_경상남도진주시중안동12-13롯데시네마
35,약국,01_01_06_P,3240000,PHMD120253240033084000039,2025-09-05,,1,영업/정상,13,영업중,,,,,070-8080-4310,,,서울특별시 강동구 고덕동 210-1 고덕센트럴푸르지오,"서울특별시 강동구 고덕로 399, 122호 (고덕동, 고덕센트럴푸르지오)",5222,고덕스타약국,2026-02-02 15:55:38,U,2026-02-04 02:40:00,,214956.131343654,450617.923583608,40.16,20250905,,고덕스타약국_서울특별시강동구고덕동210-1고덕센트럴푸르지오
88,약국,01_01_06_P,3240000,PHMD120253240033084000038,2025-09-04,,1,영업/정상,13,영업중,,,,,02-2225-7419,,,서울특별시 강동구 천호동 572 현대백화점,"서울특별시 강동구 천호대로 1005, 현대백화점 4층 일부호 (천호동)",5328,현대 천호 바라기한약국,2026-02-04 09:49:14,U,2026-02-06 02:40:00,,210929.919693661,448537.406728283,70.52,20250904,,현대천호바라기한약국_서울특별시강동구천호동572현대백화점
117,약국,01_01_06_P,5680000,PHMD120255680060084000001,2025-08-26,,1,영업/정상,13,영업중,,,,,041-970-0081,,,충청남도 당진시 합덕읍 운산리 260-42,"충청남도 당진시 합덕읍 합우로 188-1, 1층",31812,합덕약국,2026-02-05 09:52:22,U,2026-02-07 02:40:00,,179932.961353218,367383.973453011,141.7,20250826,,합덕약국_충청남도당진시합덕읍운산리260-42
163,약국,01_01_06_P,3980000,PHMD120253980021084000002,2025-08-13,,3,폐업,3,폐업,2026-02-03,,,,031-524-9885,,,경기도 구리시 인창동 264-4 쌍용오피스텔,"경기도 구리시 경춘로 229, 쌍용오피스텔 1층 107호 (인창동)",11926,돌다리 약국,2026-02-09 16:57:55,U,2026-02-11 02:40:00,,212357.153075871,455436.249926139,52.7,20250813,,돌다리약국_경기도구리시인창동264-4쌍용오피스텔
46,약국,01_01_06_P,3130000,PHMD120253130033084000006,2025-07-01,,3,폐업,3,폐업,2026-01-31,,,,02-334-5688,,,서울특별시 마포구 서교동 476-20,"서울특별시 마포구 월드컵로 60, 1층 (서교동)",4004,라온누리약국,2026-02-02 11:11:29,U,2026-02-04 02:40:00,,192122.904806181,450277.896012461,33.12,20250701,,라온누리약국_서울특별시마포구서교동476-20
168,약국,01_01_06_P,3430000,PHMD120253430019084000001,2025-06-09,,1,영업/정상,13,영업중,,,,,053-523-8961,,,대구광역시 서구 평리동 1031-1,"대구광역시 서구 서대구로 194, 1층 (평리동)",41776,대한약국,2026-02-09 17:19:41,U,2026-02-11 02:40:00,,340375.784448483,265015.921290629,18.9,20250609,,대한약국_대구광역시서구평리동1031-1
119,약국,01_01_06_P,5080000,PHMD120255080035084000003,2025-05-29,,1,영업/정상,13,영업중,,,,,,,,경상북도 구미시 진평동 29-6 초석빌딩,"경상북도 구미시 인동26길 22, 초석빌딩 (진평동)",39408,매일25시약국,2026-02-03 09:06:04,U,2026-02-07 02:40:00,,328482.995729941,289242.314755961,99.0,20250529,,매일25시약국_경상북도구미시진평동29-6초석빌딩
45,약국,01_01_06_P,3780000,PHMD120253780064084000006,2025-05-29,,1,영업/정상,13,영업중,,,,,031-698-2052,,,경기도 성남시 분당구 수내동 19-2 그린프라자빌딩,"경기도 성남시 분당구 백현로101번길 20, 그린프라자빌딩 1층 102호 (수내동)",13595,참약사수내튼튼약국,2026-02-02 11:52:06,U,2026-02-04 02:40:00,,209944.170274259,430582.126593785,42.9,20250529,,참약사수내튼튼약국_경기도성남시분당구수내동19-2그린프라자빌딩
202,약국,01_01_06_P,4060000,PHMD120144060023084000017,2025-04-24,,1,영업/정상,13,영업중,,,,,031-945-8762,,413-826,경기도 파주시 금촌동 949번지 1호,"경기도 파주시 금정7길 29, 103호 (금촌동)",10924,미소약국,2026-02-11 14:48:32,U,2026-02-13 02:40:00,,180080.453984394,472781.271424737,99.0,20250424,,미소약국_경기도파주시금촌동949번지1호
93,약국,01_01_06_P,3240000,PHMD120253240033084000030,2025-04-22,,1,영업/정상,13,영업중,,,,,070-4779-0088,,,서울특별시 강동구 둔촌동 170-1 포레온스테이션5,"서울특별시 강동구 양재대로 1360, 포레온스테이션5 2층 47,48호 (둔촌동)",5409,2층루마약국,2026-02-04 11:05:43,U,2026-02-06 02:40:00,,212195.109947109,447197.273286818,26.5,20250422,,2층루마약국_서울특별시강동구둔촌동170-1포레온스테이션5
94,약국,01_01_06_P,3240000,PHMD120253240033084000025,2025-03-31,,1,영업/정상,13,영업중,,,,,02-475-2058,,,서울특별시 강동구 둔촌동 170-1 포레온스테이션5,"서울특별시 강동구 양재대로 1360, 포레온스테이션5 2058호 (둔촌동)",5409,이화밝은약국,2026-02-04 11:08:14,U,2026-02-06 02:40:00,,212195.109947109,447197.273286818,20.41,20250331,,이화밝은약국_서울특별시강동구둔촌동170-1포레온스테이션5
122,약국,01_01_06_P,3990000,PHMD120253990309084000002,2025-03-26,,1,영업/정상,13,영업중,,,,,031-555-1365,,,경기도 남양주시 다산동 6056 다산역 데시앙 3층 318호 일부호,"경기도 남양주시 다산중앙로 132, 다산역 데시앙 3층 318호 일부호 (다산동)",12285,3층맑은약국,2026-02-05 13:01:38,U,2026-02-07 02:40:00,,213465.986919386,458131.768703582,52.8,20250326,,3층맑은약국_경기도남양주시다산동6056다산역데시앙3층318호일부호
69,약국,01_01_06_P,3220000,PHMD120253220033084000005,2025-03-13,,3,폐업,3,폐업,2026-01-31,,,,,,,서울특별시 강남구 논현동 106,"서울특별시 강남구 언주로 720, 펜트힐캐스케이드 101호 (논현동)",6058,셀린약국,2026-01-30 14:52:02,U,2026-02-04 11:04:37,,203087.096556311,446212.99018556,54.25,20250313,,셀린약국_서울특별시강남구논현동106
170,약국,01_01_06_P,3480000,PHMD120253480012084000001,2025-02-18,,1,영업/정상,13,영업중,,,,,053-710-4774,,,대구광역시 달성군 옥포읍 교항리 2898,"대구광역시 달성군 옥포읍 돌미상업로1길 14, 1층",42974,바다약국,2026-02-09 14:52:11,U,2026-02-11 02:40:00,,330166.743718231,254531.819172433,66.0,20250218,,바다약국_대구광역시달성군옥포읍교항리2898
127,약국,01_01_06_P,3820000,PHMD120253820050084000001,2025-02-12,,1,영업/정상,13,영업중,,,,,031-846-8026,,,경기도 의정부시 의정부동 170-8,"경기도 의정부시 태평로73번길 21, 1층 (의정부동)",11695,은하약국,2026-02-04 14:01:46,U,2026-02-07 02:40:00,,204367.637573653,470721.082976936,45.21,20250212,,은하약국_경기도의정부시의정부동170-8
258,약국,01_01_06_P,5710000,PHMD120255710108084000003,2025-01-23,,3,폐업,3,폐업,2026-02-13,,,,043-237-2351,,,충청북도 청주시 흥덕구 복대동 2463,"충청북도 청주시 흥덕구 진재로 55, 1층 (복대동)",28416,365약국,2026-02-13 17:10:52,U,2026-02-15 02:40:00,,238327.160829146,348408.003274148,82.0,20250123,,365약국_충청북도청주시흥덕구복대동2463
54,약국,01_01_06_P,3240000,PHMD120253240033084000005,2025-01-22,,1,영업/정상,13,영업중,,,,,02-6953-2930,,,서울특별시 강동구 둔촌동 170-1,"서울특별시 강동구 양재대로 1360, 3층 3038,3039,3040호 (둔촌동)",5409,마리온누리약국,2026-02-02 18:24:43,U,2026-02-04 02:40:00,,212195.109947109,447197.273286818,44.14,20250122,,마리온누리약국_서울특별시강동구둔촌동170-1
126,약국,01_01_06_P,4520000,PHMD120254520031084000001,2025-01-17,,1,영업/정상,13,영업중,,,,,041-424-1003,,,충청남도 아산시 배방읍 장재리 1782 미유빌딩,"충청남도 아산시 배방읍 고속철대로 69, 미유빌딩 제지1층 101호",31470,치유약국,2026-02-05 11:13:08,U,2026-02-07 02:40:00,,209536.776799444,365463.110659166,31.41,20250117,,치유약국_충청남도아산시배방읍장재리1782미유빌딩
180,약국,01_01_06_P,5310000,PHMD120245310029084000007,2024-11-15,,1,영업/정상,13,영업중,,,,,,,,경상남도 진주시 초전동 1725-5,"경상남도 진주시 초전북로61번길 15-16, 102호 (초전동)",52731,초전연두약국,2026-02-10 11:41:13,U,2026-02-12 02:40:00,,301227.094257484,190601.396458864,75.7,20241115,,초전연두약국_경상남도진주시초전동1725-5
79,약국,01_01_06_P,4010000,PHMD120244010281084000007,2024-09-30,,1,영업/정상,13,영업중,,,,,031-439-5337,,,경기도 시흥시 목감동 403-1 목감 시티프라자,"경기도 시흥시 목감우회로 39, 목감 시티프라자 109호 (목감동)",14985,샘온누리약국,2026-02-04 11:30:54,U,2026-02-06 02:40:00,,187567.97244628,431106.350304699,48.18,20240930,,샘온누리약국_경기도시흥시목감동403-1목감시티프라자
57,약국,01_01_06_P,3260000,PHMD120243260022084000005,2024-09-27,,3,폐업,3,폐업,2026-01-30,,,,0512540563,,,,"부산광역시 서구 대영로18번길 22, 1층 (서대신동2가)",49228,라온약국,2026-01-30 09:37:56,U,2026-02-04 11:04:37,,,,43.78,20240927,,라온약국_
138,약국,01_01_06_P,3630000,PHMD120243630020084000006,2024-09-24,,1,영업/정상,13,영업중,,,,,062-954-9545,,,광주광역시 광산구 수완동 1767,"광주광역시 광산구 수완로 14, 1층 102호 (수완동)",62305,수완중앙온누리약국,2026-02-06 10:32:28,U,2026-02-08 02:40:00,,184358.97610801,187475.977465045,67.25,20240924,,수완중앙온누리약국_광주광역시광산구수완동1767
155,약국,01_01_06_P,3480000,PHMD120243480012084000001,2024-09-02,,1,영업/정상,13,영업중,,,,,053-641-8564,,,대구광역시 달성군 화원읍 천내리 38-5,"대구광역시 달성군 화원읍 비슬로 2597, 4층",42955,바로약국,2026-02-09 14:53:00,U,2026-02-11 02:40:00,,335558.071257266,257112.99666224,100.0,20240902,,바로약국_대구광역시달성군화원읍천내리38-5
179,약국,01_01_06_P,3470000,PHMD120243470022084000009,2024-08-22,,1,영업/정상,13,영업중,,,,,053-269-2100,,,대구광역시 달서구 상인동 194-1,"대구광역시 달서구 월배로 203, 1층 (상인동)",42781,봄날약국,2026-02-10 11:36:19,U,2026-02-12 02:40:00,,338735.096916593,258687.271862862,66.68,20240822,,봄날약국_대구광역시달서구상인동194-1
195,약국,01_01_06_P,5530000,PHMD120245530507084000002,2024-08-19,,3,폐업,3,폐업,2026-02-13,,,,031-232-9090,,,경기도 화성시 병점구 안녕동 270-2 101~2호,"경기도 화성시 병점구 장조2로 18, 화성 대화위더스타워 1동 1층 101~102호 (안녕동)",18352,미라클약국,2026-02-10 14:49:49,U,2026-02-12 02:40:00,,,,98.61,20240819,,미라클약국_경기도화성시병점구안녕동270-2101~2호
236,약국,01_01_06_P,3220000,PHMD120013220033084000016,2024-08-05,,1,영업/정상,13,영업중,,,,,574-5410,,,서울특별시 강남구 개포동 653 현대1차아파트,"서울특별시 강남구 개포로 303, 202호 (개포동, 현대1차아파트)",6320,개포메디칼약국,2026-02-12 09:33:49,U,2026-02-14 02:40:00,,204744.027761002,442276.695989589,40.71,20240805,,개포메디칼약국_서울특별시강남구개포동653현대1차아파트
181,약국,01_01_06_P,3070000,PHMD120243070034084000007,2024-07-24,,1,영업/정상,13,영업중,,,,,02-910-7582,,,서울특별시 성북구 길음동 542-1 길음역롯데캐슬트윈골드아파트,"서울특별시 성북구 길음로 11, 102동 243호 (길음동, 길음역롯데캐슬트윈골드아파트)",2722,길음힘찬약국,2026-02-10 17:04:48,U,2026-02-12 02:40:00,,201973.88683884,455713.244570106,65.48,20240724,,길음힘찬약국_서울특별시성북구길음동542-1길음역롯데캐슬트윈골드아파트
204,약국,01_01_06_P,3340000,PHMD120243340025084000003,2024-06-17,,1,영업/정상,13,영업중,,,,,051-202-3365,,,부산광역시 사하구 하단동 618-3,"부산광역시 사하구 낙동대로 453, 1층 (하단동)",49408,하단365약국,2026-02-11 11:26:45,U,2026-02-13 02:40:00,,379446.622433769,180233.303364555,213.81,20240617,,하단365약국_부산광역시사하구하단동618-3
32,약국,01_01_06_P,3010000,PHMD120243010033084000001,2024-04-30,,1,영업/정상,13,영업중,,,,,02-2268-0777,,,서울특별시 중구 충무로5가 90,"서울특별시 중구 서애로1길 11, 1층 (충무로5가)",4619,상상메디약국,2026-02-02 15:39:08,U,2026-02-04 02:40:00,,199797.962118349,451014.453286705,27.0,20240430,,상상메디약국_서울특별시중구충무로5가90
159,약국,01_01_06_P,3740000,PHMD120243740106084000004,2024-04-02,,3,폐업,3,폐업,2026-01-31,,,,031-217-4970,,,경기도 수원시 영통구 원천동 627 현대 테라타워 영통,"경기도 수원시 영통구 신원로250번길 13, 현대 테라타워 영통 1층 L110호 (원천동)",16675,미본약국,2026-02-09 11:12:25,U,2026-02-11 02:40:00,,205364.888863894,417331.067527829,35.64,20240402,,미본약국_경기도수원시영통구원천동627현대테라타워영통
189,약국,01_01_06_P,4181000,PHMD120244181030084000002,2024-03-21,,3,폐업,3,폐업,2026-02-10,,,,033-910-9771,,,강원특별자치도 춘천시 온의동 588-9,"강원특별자치도 춘천시 방송길 98-1, 2층 (온의동)",24364,사랑온약국,2026-02-10 16:18:03,U,2026-02-12 02:40:00,,263321.072063451,485261.296892794,46.5,20240321,,사랑온약국_강원특별자치도춘천시온의동588-9
116,약국,01_01_06_P,3330000,PHMD120243330024084000005,2024-03-12,,3,폐업,3,폐업,2026-02-03,,,,,,,부산광역시 해운대구 우동 1544 해운대 동백 두산위브더제니스,"부산광역시 해운대구 해운대로 540, 104동 103호 (우동, 해운대 동백 두산위브더제니스)",48093,동백약국,2026-02-03 09:26:48,U,2026-02-07 02:40:00,,395916.692173269,186622.834081765,49.45,20240312,,동백약국_부산광역시해운대구우동1544해운대동백두산위브더제니스
231,약국,01_01_06_P,3240000,PHMD120243240033084000005,2024-03-07,,3,폐업,3,폐업,2026-02-12,,,,02-474-1964,,,서울특별시 강동구 천호동 549-2,"서울특별시 강동구 구천면로 218, 104호 (천호동)",5334,소리약국,2026-02-12 10:05:00,U,2026-02-14 02:40:00,,211331.158340415,448705.326868283,28.88,20240307,,소리약국_서울특별시강동구천호동549-2
85,약국,01_01_06_P,3560000,PHMD120243560021084000004,2024-02-26,,1,영업/정상,13,영업중,,,,,032-562-1088,,,인천광역시 서구 왕길동 659-6 검단리치웰프라자,"인천광역시 서구 검단로 480, 검단리치웰프라자 115,118호 (왕길동)",22636,레몬약국,2026-02-04 11:48:38,U,2026-02-06 02:40:00,,169680.995132651,455546.464919762,81.55,20240226,,레몬약국_인천광역시서구왕길동659-6검단리치웰프라자
162,약국,01_01_06_P,3240000,PHMD120243240033084000004,2024-02-16,,3,폐업,3,폐업,2026-02-09,,,,02-2138-0516,,,서울특별시 강동구 천호동 155-7 강동대세빌딩,"서울특별시 강동구 성안로 163, 102호 (천호동)",5338,휴베이스봄약국,2026-02-09 11:14:35,U,2026-02-11 02:40:00,,211887.278139278,448398.110910575,36.27,20240216,,휴베이스봄약국_서울특별시강동구천호동155-7강동대세빌딩
115,약국,01_01_06_P,4490000,PHMD120244490261084000002,2024-01-30,,3,폐업,3,폐업,2026-02-02,,,,041-566-0766,,,충청남도 천안시 서북구 성정동 1527 1층,"충청남도 천안시 서북구 성정공원1길 9-7, 1층 (성정동)",31109,노블약국,2026-02-04 15:38:28,U,2026-02-07 02:40:00,,212280.269990313,369454.275184312,98.96,20240130,,노블약국_충청남도천안시서북구성정동15271층
125,약국,01_01_06_P,3380000,PHMD120233380023084000011,2023-11-23,,3,폐업,3,폐업,2026-02-05,,,,051-757-9757,,,부산광역시 수영구 광안동 1073-2 로타리아파트,"부산광역시 수영구 광서로10번길 65, 103호 (광안동, 로타리아파트)",48243,중앙약국,2026-02-05 15:12:12,U,2026-02-07 02:40:00,,392520.892973209,187346.15373783,25.12,20231123,,중앙약국_부산광역시수영구광안동1073-2로타리아파트
143,약국,01_01_06_P,3990000,PHMD120233990310084000004,2023-09-18,,1,영업/정상,13,영업중,,,,,031-569-1717,,,경기도 남양주시 진접읍 장현리 68-5,"경기도 남양주시 진접읍 금강로1521번길 1, 105호",12009,다함약국,2026-02-06 14:05:19,U,2026-02-08 02:40:00,,216840.97137281,469322.672860596,36.7,20230918,,다함약국_경기도남양주시진접읍장현리68-5
55,약국,01_01_06_P,3620000,PHMD120233620020084000007,2023-09-04,,1,영업/정상,13,영업중,,,,,062-654-1482,,,광주광역시 북구 두암동 881-12,"광주광역시 북구 서방로107번길 39, 1층 (두암동)",61199,조이약국,2026-01-30 14:05:37,U,2026-02-04 11:04:37,,193099.889116307,185900.477149969,46.2,20230904,,조이약국_광주광역시북구두암동881-12
151,약국,01_01_06_P,3990000,PHMD120233990309084000009,2023-07-03,,1,영업/정상,13,영업중,,,,,031-557-6366,,,경기도 남양주시 다산동 4001-29 부영애시앙,"경기도 남양주시 도농로 24, 상가동 사랑관 230호 (다산동, 부영애시앙)",12256,더튼튼약국,2026-02-09 13:17:57,U,2026-02-11 02:40:00,,213941.170509698,456267.182532575,28.3,20230703,,더튼튼약국_경기도남양주시다산동4001-29부영애시앙
107,약국,01_01_06_P,3930000,PHMD120233930162084000002,2023-07-03,,1,영업/정상,13,영업중,,,,,031-501-0116,,,경기도 안산시 상록구 본오동 872-19 한미상가,"경기도 안산시 상록구 샘골로 148, 한미상가 104호 (본오동)",15538,당근약국,2026-02-05 16:27:46,U,2026-02-07 02:40:00,,187818.344047981,421677.166209194,23.14,20230703,,당근약국_경기도안산시상록구본오동872-19한미상가
188,약국,01_01_06_P,3030000,PHMD120233030033084000001,2023-02-28,,3,폐업,3,폐업,2026-02-11,,,,02-467-0301,,,서울특별시 성동구 성수동1가 656-1028,"서울특별시 성동구 뚝섬로1길 53-1, 1층 (성수동1가)",4778,셀메드스카이약국,2026-02-10 16:00:32,U,2026-02-12 02:40:00,,204125.775678229,449307.471707656,37.15,20230228,,셀메드스카이약국_서울특별시성동구성수동1가656-1028
157,약국,01_01_06_P,5060000,PHMD120235060023084000001,2023-01-30,,1,영업/정상,13,영업중,,,,,054-437-0028,,,경상북도 김천시 율곡동 656,"경상북도 김천시 혁신4로 59, 107호 (율곡동)",39660,솔빛약국,2026-02-09 11:00:05,U,2026-02-11 02:40:00,,306882.837578291,291868.388536816,90.96,20230130,,솔빛약국_경상북도김천시율곡동656
233,약국,01_01_06_P,3220000,PHMD120233220033084000001,2023-01-18,,1,영업/정상,13,영업중,,,,,070-8835-7700,,,서울특별시 강남구 신사동 608-1,"서울특별시 강남구 압구정로32길 23, 1층 (신사동)",6022,압구정수약국,2026-02-11 11:27:36,U,2026-02-14 02:40:00,,202587.580788273,447108.55741274,40.32,20230118,,압구정수약국_서울특별시강남구신사동608-1
253,약국,01_01_06_P,3170000,PHMD120223170035084000007,2022-12-26,,1,영업/정상,13,영업중,,,,,02-6464-1323,,,서울특별시 금천구 가산동 459-3 104호,"서울특별시 금천구 가산디지털1로 205-28, 대신IT타워 1층 104호 (가산동)",8501,맑은샘약국,2026-02-13 17:00:17,U,2026-02-15 02:40:00,,189182.776746982,442382.690694868,36.33,20221226,,맑은샘약국_서울특별시금천구가산동459-3104호
95,약국,01_01_06_P,3060000,PHMD120223060034084000005,2022-07-07,,1,영업/정상,13,영업중,,,,,02-6949-0227,,,서울특별시 중랑구 망우동 0 신내역 힐데스하임 참좋은아파트,"서울특별시 중랑구 봉화산로 301, 511동 지하1층 105호 (망우동, 신내역 힐데스하임 참좋은아파트)",2057,포레스트약국,2026-02-04 12:30:00,U,2026-02-06 02:40:00,,209260.893826078,456404.206110095,56.7,20220707,,포레스트약국_서울특별시중랑구망우동0신내역힐데스하임참좋은아파트
53,약국,01_01_06_P,3210000,PHMD120223210034084000009,2022-05-16,,1,영업/정상,13,영업중,,,,,02-6241-2298,,,서울특별시 서초구 서초동 1335,"서울특별시 서초구 효령로 403, 4층 418호 (서초동)",6630,서초구름약국,2026-02-02 09:35:17,U,2026-02-04 02:40:00,,202245.377899369,442987.986999742,38.0,20220516,,서초구름약국_서울특별시서초구서초동1335
72,약국,01_01_06_P,3450000,PHMD120223450022084000002,2022-05-06,,1,영업/정상,13,영업중,,,,,053-214-0805,,,대구광역시 북구 복현동 338-8,"대구광역시 북구 동북로 289, 1층 (복현동)",41529,바로약국,2026-01-30 15:39:00,U,2026-02-04 11:04:37,,346388.782515638,267052.958509499,24.46,20220506,,바로약국_대구광역시북구복현동338-8
58,약국,01_01_06_P,3150000,PHMD120223150037084000007,2022-03-25,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강서구 등촌동 699 진아빌딩,"서울특별시 강서구 공항대로41길 56, 진아빌딩 5층 503호 (등촌동)",7587,나누리약국,2026-01-30 09:03:46,U,2026-02-04 11:04:37,,186353.708583781,450892.181471429,33.18,20220325,,나누리약국_서울특별시강서구등촌동699진아빌딩
186,약국,01_01_06_P,5690000,PHMD120225690045084000003,2022-03-24,,1,영업/정상,13,영업중,,,,,044-999-4761,,,세종특별자치시 아름동 1330 세종 제이디빌딩,"세종특별자치시 아름서1길 13-12, 세종 제이디빌딩 105호 (아름동)",30100,해오름약국,2026-02-10 10:02:43,U,2026-02-12 02:40:00,,221717.806857047,334538.729739877,57.6,20220324,,해오름약국_세종특별자치시아름동1330세종제이디빌딩
