번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),판매점영업면적,Unnamed: 29,record_key
154,안전상비의약품 판매업소,01_01_05_P,3160000,PHMH320263160034087500001,2026-02-06,,1,영업/정상,13,영업중,,,,,,,,서울특별시 구로구 궁동 98-3 화랑,"서울특별시 구로구 오리로17길 89, 화랑 1층 (궁동)",8257,지에스(GS)25 궁동화랑점,2026-02-06 13:22:40,I,2026-02-08 00:20:01,,184757.189120902,444059.440142495,100.0,,지에스(GS)25궁동화랑점_서울특별시구로구궁동98-3화랑
202,안전상비의약품 판매업소,01_01_05_P,4590000,PHMH320264590042087500001,2026-02-06,,1,영업/정상,13,영업중,,,,,,,,,"충청남도 청양군 청양읍 칠갑산로 291, 1층",33335,씨유 청양대로점,2026-02-10 14:32:02,I,2026-02-12 00:20:02,,182748.897304602,327802.18568402,0.0,,씨유청양대로점_
97,안전상비의약품 판매업소,01_01_05_P,3150000,PHMH320263150037087500004,2026-02-06,,1,영업/정상,13,영업중,,,,,,,,"서울특별시 강서구 등촌동 687 등촌주공1,2단지아파트","서울특별시 강서구 강서로68길 36, 1층 110호 (등촌동, 등촌주공1,2단지아파트)",7581,(주)우정아이엔씨-GS25등촌1단지점,2026-02-05 17:52:22,I,2026-02-07 00:20:02,,186009.19449961,451422.055275775,0.0,,"(주)우정아이엔씨-GS25등촌1단지점_서울특별시강서구등촌동687등촌주공1,2단지아파트"
166,안전상비의약품 판매업소,01_01_05_P,3630000,PHMH320263630020087500002,2026-02-05,,1,영업/정상,13,영업중,,,,,,,,광주광역시 광산구 우산동 1573-1,광주광역시 광산구 사암로215번길 103 (우산동),62359,씨유뉴광주우산점,2026-02-06 16:41:32,U,2026-02-08 02:40:00,,181940.661710109,184993.944882517,0.0,,씨유뉴광주우산점_광주광역시광산구우산동1573-1
102,안전상비의약품 판매업소,01_01_05_P,3560000,PHMH320263560021087500006,2026-02-05,,1,영업/정상,13,영업중,,,,,,,,인천광역시 서구 청라동 102-2 청라한양수자인,"인천광역시 서구 비즈니스로 41, 상가동 104,105호 (청라동, 청라한양수자인)",22766,지에스25 청라한양점,2026-02-05 14:58:03,I,2026-02-07 00:20:02,,166450.958326785,447246.057330747,0.0,,지에스25청라한양점_인천광역시서구청라동102-2청라한양수자인
114,안전상비의약품 판매업소,01_01_05_P,3700000,PHMH320263700018087500001,2026-02-05,,1,영업/정상,13,영업중,,,,,,,,울산광역시 남구 옥동 580-1,울산광역시 남구 법대로81번길 9 (옥동),44644,세븐일레븐 울산법원점,2026-02-05 17:51:32,I,2026-02-07 00:20:02,,407520.902196754,228823.136353143,0.0,,세븐일레븐울산법원점_울산광역시남구옥동580-1
195,안전상비의약품 판매업소,01_01_05_P,3490000,PHMH320263490019087500002,2026-02-05,,1,영업/정상,13,영업중,,,,,,,,인천광역시 중구 중산동 1888-1 인천영종하늘 호반써밋 스카이센트럴,"인천광역시 중구 두미포로 113, 981동 120,121호 (중산동, 인천영종하늘 호반써밋 스카이센트럴)",22394,씨유 영종호반써밋점,2026-02-10 09:50:09,I,2026-02-12 00:20:02,,161681.185514014,443749.725580352,0.0,,씨유영종호반써밋점_인천광역시중구중산동1888-1인천영종하늘호반써밋스카이센트럴
96,안전상비의약품 판매업소,01_01_05_P,3620000,PHMH320263620020087500006,2026-02-05,,1,영업/정상,13,영업중,,,,,,,,광주광역시 북구 연제동 1116 광주 연제 골드클래스,"광주광역시 북구 양산제로 95, 1층 103,104호 (연제동, 광주 연제 골드클래스)",61079,씨유뉴연제골드점,2026-02-05 17:54:52,I,2026-02-07 00:20:02,,187950.055753079,189261.369414396,0.0,,씨유뉴연제골드점_광주광역시북구연제동1116광주연제골드클래스
155,안전상비의약품 판매업소,01_01_05_P,5540000,PHMH320265540016087500002,2026-02-05,,1,영업/정상,13,영업중,,,,,,,,경기도 광주시 초월읍 쌍동리 271-47,"경기도 광주시 초월읍 경충대로 1139, 2층",12736,씨유(cu)광주초월골드점,2026-02-06 13:03:05,I,2026-02-08 00:20:01,,226070.926570628,430759.109245735,96.0,,씨유(cu)광주초월골드점_경기도광주시초월읍쌍동리271-47
62,안전상비의약품 판매업소,01_01_05_P,4520000,PHMH320264520031087500002,2026-02-04,,1,영업/정상,13,영업중,,,,,,,,충청남도 아산시 둔포면 석곡리 1411,"충청남도 아산시 둔포면 중앙공원로17번길 11, 1층",31409,세븐일레븐 아산둔포본점,2026-02-04 15:47:31,I,2026-02-06 00:20:02,,205216.84154019,380056.972832411,294.1,,세븐일레븐아산둔포본점_충청남도아산시둔포면석곡리1411
98,안전상비의약품 판매업소,01_01_05_P,3520000,PHMH320263520019087500002,2026-02-04,,1,영업/정상,13,영업중,,,,,,,,인천광역시 연수구 동춘동 921 동춘마을아파트,"인천광역시 연수구 먼우금로 123, 101-102호 (동춘동, 동춘마을아파트)",21966,지에스25 동춘마을점,2026-02-05 09:15:00,I,2026-02-07 00:20:02,,170730.904382819,434389.530607612,66.0,,지에스25동춘마을점_인천광역시연수구동춘동921동춘마을아파트
99,안전상비의약품 판매업소,01_01_05_P,3510500,PHMH320263510513087500001,2026-02-04,,1,영업/정상,13,영업중,,,,,,,,인천광역시 미추홀구 주안동 1447-1 엔케이리움힐타워,"인천광역시 미추홀구 미추홀대로597번길 58, 엔케이리움힐타워 312동 103,104호 (주안동)",22214,씨유 주안남부초,2026-02-05 10:34:03,I,2026-02-07 00:20:02,,171284.916243897,438835.409162676,86.0,,씨유주안남부초_인천광역시미추홀구주안동1447-1엔케이리움힐타워
63,안전상비의약품 판매업소,01_01_05_P,4390000,PHMH320264390029087500002,2026-02-04,,1,영업/정상,13,영업중,,,,,,,,충청북도 충주시 호암동 135 진도아파트상가,"충청북도 충주시 호암중앙1로 34, 진도아파트상가 1층 101,102,106호 (호암동)",27481,씨유 충주호암진도점,2026-02-04 15:17:56,I,2026-02-06 00:20:02,,283605.749016835,384230.566433751,1.0,,씨유충주호암진도점_충청북도충주시호암동135진도아파트상가
64,안전상비의약품 판매업소,01_01_05_P,3230000,PHMH320263230034087500004,2026-02-04,,1,영업/정상,13,영업중,,,,,1577-3663,,,서울특별시 송파구 문정동 106-8 형정빌딩,"서울특별시 송파구 송이로30길 19, 1층 101호 (문정동, 형정빌딩)",5801,씨유문정점,2026-02-04 10:32:16,I,2026-02-06 00:20:02,,211418.991100604,442722.574606283,111.37,,씨유문정점_서울특별시송파구문정동106-8형정빌딩
113,안전상비의약품 판매업소,01_01_05_P,5710000,PHMH320265710108087500002,2026-02-04,,1,영업/정상,13,영업중,,,,,,,,,"충청북도 청주시 흥덕구 가로수로1164번길 41-44, 103,104,105호 (강서동)",28377,이마트24 청주센트럴점,2026-02-04 18:00:09,I,2026-02-07 00:20:02,,238315.198146171,347278.708248827,129.97,,이마트24청주센트럴점_
112,안전상비의약품 판매업소,01_01_05_P,5710000,PHMH320265710108087500001,2026-02-04,,1,영업/정상,13,영업중,,,,,,,,,"충청북도 청주시 흥덕구 오송읍 오송생명7로 151, A-B203,A-B204,A-B205호",28222,씨유 오송파라곤1차점,2026-02-04 17:59:20,I,2026-02-07 00:20:02,,,,154.0,,씨유오송파라곤1차점_
101,안전상비의약품 판매업소,01_01_05_P,3560000,PHMH320263560021087500005,2026-02-04,,1,영업/정상,13,영업중,,,,,,,,인천광역시 서구 불로동 971 신검단중앙역금강펜테리움센트럴파크아파트,"인천광역시 서구 동화시로 97, 근린생활시설동 1층 108호 (불로동, 신검단중앙역금강펜테리움센트럴파크아파트)",22629,지에스25 검단센트럴파크점,2026-02-04 18:04:11,I,2026-02-07 00:20:02,,,,60.0,,지에스25검단센트럴파크점_인천광역시서구불로동971신검단중앙역금강펜테리움센트럴파크아파트
106,안전상비의약품 판매업소,01_01_05_P,3260000,PHMH320263260022087500001,2026-02-04,,1,영업/정상,13,영업중,,,,,,,,부산광역시 서구 동대신동3가 13-18 베스트빌라,"부산광역시 서구 대신공원로 13-5, 1층 102호 (동대신동3가, 베스트빌라)",49202,지에스25 동대행운점,2026-02-04 13:39:40,I,2026-02-07 00:20:02,,383728.710416472,181842.016908239,0.0,,지에스25동대행운점_부산광역시서구동대신동3가13-18베스트빌라
105,안전상비의약품 판매업소,01_01_05_P,3780000,PHMH320263780064087500003,2026-02-03,,1,영업/정상,13,영업중,,,,,,,,경기도 성남시 분당구 구미동 25-1 엘레강스프라자,"경기도 성남시 분당구 돌마로 86, 엘레강스프라자 1층 106호 (구미동)",13627,지에스25분당미금역,2026-02-03 19:33:13,I,2026-02-07 00:20:02,,209790.643476024,427524.548213768,0.0,,지에스25분당미금역_경기도성남시분당구구미동25-1엘레강스프라자
100,안전상비의약품 판매업소,01_01_05_P,3560000,PHMH320263560021087500004,2026-02-03,,1,영업/정상,13,영업중,,,,,,,,인천광역시 서구 청라동 97-2 청라 큐브시그니처 2차 오피스텔,"인천광역시 서구 청라한내로72번길 13, 청라 큐브시그니처 2차 오피스텔 1층 101, 102호 (청라동)",22758,씨유 청라시그니처점,2026-02-03 14:15:10,I,2026-02-07 00:20:02,,167139.636334067,447818.775,0.0,,씨유청라시그니처점_인천광역시서구청라동97-2청라큐브시그니처2차오피스텔
103,안전상비의약품 판매업소,01_01_05_P,6510000,PHMH320266510096087500005,2026-02-03,,1,영업/정상,13,영업중,,,,,,,,제주특별자치도 제주시 애월읍 광령리 53-3,"제주특별자치도 제주시 애월읍 광성로 348, 1층",63062,씨유무수천점,2026-02-03 18:03:18,I,2026-02-07 00:20:02,,148275.242507398,-3818.54199903246,3.3,,씨유무수천점_제주특별자치도제주시애월읍광령리53-3
104,안전상비의약품 판매업소,01_01_05_P,4470000,PHMH320264470017087500002,2026-02-03,,1,영업/정상,13,영업중,,,,,,,,충청북도 음성군 맹동면 두성리 1340,충청북도 음성군 맹동면 용두3길 4,27738,GS25 영무비트타운점,2026-02-03 09:58:27,I,2026-02-07 00:20:02,,248871.361925742,378711.118572297,48.0,,GS25영무비트타운점_충청북도음성군맹동면두성리1340
111,안전상비의약품 판매업소,01_01_05_P,3030000,PHMH320263030033087500003,2026-02-03,,1,영업/정상,13,영업중,,,,,1577-8007,,,서울특별시 성동구 성수동2가 301-4 1층,"서울특별시 성동구 연무장3길 21, 1층 (성수동2가)",4782,(주)비지에프리테일 성수디저트파크점,2026-02-03 17:36:44,I,2026-02-07 00:20:02,,204515.612206524,449256.33002989,0.0,,(주)비지에프리테일성수디저트파크점_서울특별시성동구성수동2가301-41층
107,안전상비의약품 판매업소,01_01_05_P,5540000,PHMH320265540016087500001,2026-02-03,,1,영업/정상,13,영업중,,,,,031-798-9119,,,경기도 광주시 곤지암읍 삼리 133-4,"경기도 광주시 곤지암읍 평촌길 30-23, 1층",12800,이마트24 곤지암점,2026-02-04 10:13:51,I,2026-02-07 00:20:02,,228715.99806245,428392.420880146,0.0,,이마트24곤지암점_경기도광주시곤지암읍삼리133-4
108,안전상비의약품 판매업소,01_01_05_P,3820000,PHMH320263820050087500002,2026-02-03,,1,영업/정상,13,영업중,,,,,,,,경기도 의정부시 용현동 46 현대아파트,"경기도 의정부시 오목로 38, 현대아파트 상가동 1층 108호 (용현동)",11793,씨유 의정부현대점,2026-02-04 09:12:34,I,2026-02-07 00:20:02,,207611.658096158,469962.685549828,0.0,,씨유의정부현대점_경기도의정부시용현동46현대아파트
109,안전상비의약품 판매업소,01_01_05_P,3480000,PHMH320263480012087500002,2026-02-03,,1,영업/정상,13,영업중,,,,,053-611-2000,,,대구광역시 달성군 현풍읍 중리 504,대구광역시 달성군 현풍읍 테크노공원로 15,43017,지에스(GS)25 호텔프라나점,2026-02-04 14:48:35,I,2026-02-07 00:20:02,,331503.676024653,244387.091958164,41.72,,지에스(GS)25호텔프라나점_대구광역시달성군현풍읍중리504
110,안전상비의약품 판매업소,01_01_05_P,3030000,PHMH320263030033087500002,2026-02-03,,1,영업/정상,13,영업중,,,,,,,,"서울특별시 성동구 용답동 253 청계 SK VIEW, 1층 1301호","서울특별시 성동구 천호대로 244, 1층 1301호 (용답동, 청계 SK VIEW)",4803,씨유 용답SK점,2026-02-03 17:36:07,I,2026-02-07 00:20:02,,,,0.0,,"씨유용답SK점_서울특별시성동구용답동253청계SKVIEW,1층1301호"
65,안전상비의약품 판매업소,01_01_05_P,3040000,PHMH320263040033087500001,2026-02-03,,1,영업/정상,13,영업중,,,,,,,,서울특별시 광진구 광장동 323-2,"서울특별시 광진구 아차산로78길 182, 1층 (광장동)",4969,지에스(GS)25 광나루점,2026-02-04 09:43:02,I,2026-02-06 00:20:02,,209466.623798475,449489.33327025,89.2,,지에스(GS)25광나루점_서울특별시광진구광장동323-2
58,안전상비의약품 판매업소,01_01_05_P,3410000,PHMH320263410023087500001,2026-02-03,,1,영업/정상,13,영업중,,,,,,,,대구광역시 중구 교동 42-3,"대구광역시 중구 교동4길 11, 1층 (교동)",41910,씨유 뉴교동점,2026-02-03 11:34:04,I,2026-02-06 00:20:02,,344389.118566236,264871.690748632,0.0,,씨유뉴교동점_대구광역시중구교동42-3
60,안전상비의약품 판매업소,01_01_05_P,3860000,PHMH320263860577087500002,2026-02-03,,1,영업/정상,13,영업중,,,,,032-347-7776,,,경기도 부천시 소사구 범박동 327 일루미스테이트,"경기도 부천시 소사구 범안로 157-8, 상가 S03동 103, 104호 (범박동, 일루미스테이트)",14783,지에스25일루미3단지점,2026-02-03 14:36:16,I,2026-02-06 00:20:02,,,,0.0,,지에스25일루미3단지점_경기도부천시소사구범박동327일루미스테이트
2,안전상비의약품 판매업소,01_01_05_P,3620000,PHMH320263620020087500004,2026-02-02,,1,영업/정상,13,영업중,,,,,,,,광주광역시 북구 우산동 604-4,"광주광역시 북구 면앙로89번길 33, 1층 (우산동)",61172,지에스(GS)25 광주우산무등점,2026-02-02 10:27:51,I,2026-02-04 00:20:02,,192845.746659113,186713.826528566,0.0,,지에스(GS)25광주우산무등점_광주광역시북구우산동604-4
1,안전상비의약품 판매업소,01_01_05_P,3120000,PHMH320263120033087500001,2026-02-02,,1,영업/정상,13,영업중,,,,,02-312-2122,,,서울특별시 서대문구 북아현동 1-452 청산빌딩,"서울특별시 서대문구 북아현로 84, 청산빌딩 1층 (북아현동)",3748,이마트24 R서대문북아현점,2026-02-02 15:17:55,I,2026-02-04 00:20:02,,195841.668852396,451339.007434514,50.0,,이마트24R서대문북아현점_서울특별시서대문구북아현동1-452청산빌딩
59,안전상비의약품 판매업소,01_01_05_P,3340000,PHMH320263340025087500002,2026-02-02,,1,영업/정상,13,영업중,,,,,,,,,"부산광역시 사하구 비봉로 93, 퀸즈타운W 사하 상가동 107동 102호 (신평동)",49423,지에스(GS)25 사하퀸즈점,2026-02-03 08:48:35,I,2026-02-06 00:20:02,,378891.083921424,179361.245813423,0.0,,지에스(GS)25사하퀸즈점_
4,안전상비의약품 판매업소,01_01_05_P,3420000,PHMH320263420023087500003,2026-02-02,,1,영업/정상,13,영업중,,,,,,,,대구광역시 동구 신천동 381-3 명일빌딩,"대구광역시 동구 동부로30길 13, 명일빌딩 1층 (신천동)",41244,(주)코리아세븐NewWave대구신천점,2026-02-02 13:57:43,I,2026-02-04 00:20:02,,347049.715701932,265189.992075216,1.0,,(주)코리아세븐NewWave대구신천점_대구광역시동구신천동381-3명일빌딩
7,안전상비의약품 판매업소,01_01_05_P,3920000,PHMH320263920017087500001,2026-02-02,,1,영업/정상,13,영업중,,,,,,,,경기도 동두천시 지행동 717-2 송내주공아파트 상가 2동 101호,"경기도 동두천시 지행로 12, 송내주공아파트 (지행동)",11349,지에스(GS)25 송내주공1단지점,2026-02-02 15:37:58,I,2026-02-04 00:20:02,,204276.226067023,487571.483311231,0.0,,지에스(GS)25송내주공1단지점_경기도동두천시지행동717-2송내주공아파트상가2동101호
6,안전상비의약품 판매업소,01_01_05_P,3220000,PHMH320263220033087500002,2026-02-02,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 세곡동 376-71,"서울특별시 강남구 헌릉로571길 50-1, 1층 (세곡동)",6376,지에스25 세곡플러스점,2026-02-02 16:28:03,I,2026-02-04 00:20:02,,208708.321781308,440623.589020238,128.0,,지에스25세곡플러스점_서울특별시강남구세곡동376-71
3,안전상비의약품 판매업소,01_01_05_P,3620000,PHMH320263620020087500005,2026-02-02,,1,영업/정상,13,영업중,,,,,,,,광주광역시 북구 용봉동 160-23,"광주광역시 북구 우치로 96, 1층 (용봉동)",61189,세븐일레븐 광주신전대후문점,2026-02-02 10:28:53,I,2026-02-04 00:20:02,,191970.837912267,186315.589626815,0.0,,세븐일레븐광주신전대후문점_광주광역시북구용봉동160-23
61,안전상비의약품 판매업소,01_01_05_P,4040000,PHMH320264040023087500002,2026-02-02,,1,영업/정상,13,영업중,,,,,,,,경기도 하남시 신장동 519-7 에벤에셀,"경기도 하남시 하남대로776번길 14-24, 에벤에셀 101~102호 (신장동)",12950,지에스25 하남시청비즈점,2026-02-04 15:45:24,I,2026-02-06 00:20:02,,218743.428376597,448650.382634909,75.0,,지에스25하남시청비즈점_경기도하남시신장동519-7에벤에셀
56,안전상비의약품 판매업소,01_01_05_P,3740000,PHMH320263740032087500004,2026-02-02,,1,영업/정상,13,영업중,,,,,,,,경기도 수원시 권선구 탑동 835-8,"경기도 수원시 권선구 탑동로 1, 101호 (탑동)",16606,세븐일레븐(탑동중앙점),2026-02-04 14:03:09,I,2026-02-06 00:20:02,,197726.319014397,418570.562313444,92.57,,세븐일레븐(탑동중앙점)_경기도수원시권선구탑동835-8
57,안전상비의약품 판매업소,01_01_05_P,3900000,PHMH320263900028087500001,2026-02-02,,1,영업/정상,13,영업중,,,,,,,,경기도 광명시 광명동 9-8 광명자이더샵포레나 1단지,"경기도 광명시 사성로75번길 1, 근린생활시설 1-1 상가 101,102호 (광명동, 광명자이더샵포레나 1단지)",14209,지에스25 광명포레나점,2026-02-03 14:40:31,I,2026-02-06 00:20:02,,187855.739966923,442963.84824497,73.94,,지에스25광명포레나점_경기도광명시광명동9-8광명자이더샵포레나1단지
156,안전상비의약품 판매업소,01_01_05_P,5310000,PHMH320265310029087500002,2026-01-30,,1,영업/정상,13,영업중,,,,,,,,경상남도 진주시 가좌동 573-1 가좌그린빌주공아파트,"경상남도 진주시 내동로320번길 15, 제분산상가동 102호 (가좌동, 가좌그린빌주공아파트)",52829,GS25 진주그린빌점,2026-02-06 15:26:18,I,2026-02-08 00:20:01,,300286.805289473,183832.137793168,95.04,,GS25진주그린빌점_경상남도진주시가좌동573-1가좌그린빌주공아파트
5,안전상비의약품 판매업소,01_01_05_P,4060000,PHMH320264060477087500005,2026-01-29,,1,영업/정상,13,영업중,,,,,,,,"경기도 파주시 금촌동 1313 더 트루엘 센트리지 107,8호","경기도 파주시 금정로 102, 107,8호 (금촌동, 더 트루엘 센트리지)",10929,지에스(GS)25금촌트루엘점,2026-02-02 09:23:01,I,2026-02-04 00:20:02,,,,65.0,,"지에스(GS)25금촌트루엘점_경기도파주시금촌동1313더트루엘센트리지107,8호"
17,안전상비의약품 판매업소,01_01_05_P,3180000,PHMH320263180034087500004,2026-01-27,,1,영업/정상,13,영업중,,,,,,,,서울특별시 영등포구 도림동 265-6 도림동 하나클리닉센타,"서울특별시 영등포구 도영로 18, 도림동 하나클리닉센타 1층 103호 (도림동)",7375,세븐일레븐 하나아파텔점,2026-02-02 13:36:46,U,2026-02-04 02:40:00,,190693.098772684,445103.705464914,0.0,,세븐일레븐하나아파텔점_서울특별시영등포구도림동265-6도림동하나클리닉센타
128,안전상비의약품 판매업소,01_01_05_P,3780000,PHMH320263780064087500001,2026-01-20,,1,영업/정상,13,영업중,,,,,,,,"경기도 성남시 분당구 분당동 39 샛별마을상가동 106,107,117호","경기도 성남시 분당구 수내로 201, 1층 106,107,117호 (분당동, 샛별마을삼부아파트)",13581,지에스25분당샛별마을점,2026-02-03 16:42:50,U,2026-02-07 02:40:00,,211374.687566383,429851.902212737,0.0,,"지에스25분당샛별마을점_경기도성남시분당구분당동39샛별마을상가동106,107,117호"
312,안전상비의약품 판매업소,01_01_05_P,3620000,PHMH320253620020087500024,2025-09-05,,1,영업/정상,13,영업중,,,,,,,,광주광역시 북구 오치동 1006,"광주광역시 북구 우치로241번길 45, 1층 (오치동)",61120,씨유 오치한우리점,2026-02-13 16:07:40,U,2026-02-15 02:40:00,,191040.379527065,187452.598360086,0.0,,씨유오치한우리점_광주광역시북구오치동1006
78,안전상비의약품 판매업소,01_01_05_P,3700000,PHMH320253700018087500009,2025-09-05,,1,영업/정상,13,영업중,,,,,,,,울산광역시 남구 달동 1281-12,울산광역시 남구 왕생로10번길 17 (달동),44721,지에스25 달동왕생점,2026-02-04 17:52:56,U,2026-02-06 02:40:00,,411659.831931993,228644.406694655,0.0,,지에스25달동왕생점_울산광역시남구달동1281-12
277,안전상비의약품 판매업소,01_01_05_P,4950000,PHMH320254950018087500001,2025-06-25,,1,영업/정상,13,영업중,,,,,,,,전라남도 무안군 삼향읍 남악리 1480 근화베아채,"전라남도 무안군 삼향읍 남악4로82번길 31, 100호 (근화베아채)",58567,지에스(GS)25남악근화점,2026-02-11 10:03:17,U,2026-02-14 02:40:00,,151402.240556581,146204.617373261,3.3,,지에스(GS)25남악근화점_전라남도무안군삼향읍남악리1480근화베아채
140,안전상비의약품 판매업소,01_01_05_P,5130000,PHMH320255130030087500004,2025-04-18,,1,영업/정상,13,영업중,,,,,,,,경상북도 경산시 하양읍 대학리 1107,"경상북도 경산시 하양읍 지식산업로4길 8, 118,119호",38408,세븐일레븐 경산더퍼스트점,2026-02-05 18:27:17,U,2026-02-07 02:40:00,,364309.407752138,271955.81969793,0.0,,세븐일레븐경산더퍼스트점_경상북도경산시하양읍대학리1107
51,안전상비의약품 판매업소,01_01_05_P,3830000,PHMH320253830262087500003,2025-03-18,,1,영업/정상,13,영업중,,,,,,,,경기도 안양시 만안구 안양동 555-19 신정빌딩,"경기도 안양시 만안구 냉천로 14, 103호 (안양동, 신정빌딩)",14093,(주)비지에프리테일 안양상록점,2026-01-30 09:48:37,U,2026-02-04 11:04:37,,,,0.0,,(주)비지에프리테일안양상록점_경기도안양시만안구안양동555-19신정빌딩
287,안전상비의약품 판매업소,01_01_05_P,4231000,PHMH320254231038087500002,2025-02-12,,1,영업/정상,13,영업중,,,,,,,,강원특별자치도 속초시 대포동 958,"강원특별자치도 속초시 대포항길 64, 1층 (대포동)",24901,지에스25 속초대포점,2026-02-12 15:52:18,U,2026-02-14 02:40:00,,340790.013229559,520336.201359819,187.0,,지에스25속초대포점_강원특별자치도속초시대포동958
27,안전상비의약품 판매업소,01_01_05_P,4140000,PHMH320254140020087500001,2025-01-03,,3,폐업,3,폐업,2026-01-15,,,,,,,경기도 연천군 전곡읍 전곡리 268-10 조흥할인마트,경기도 연천군 전곡읍 전곡로87번길 41,11038,GS25 전곡조흥점,2026-02-02 15:50:37,U,2026-02-04 02:40:00,,206086.418892294,501925.013882499,120.0,,GS25전곡조흥점_경기도연천군전곡읍전곡리268-10조흥할인마트
26,안전상비의약품 판매업소,01_01_05_P,4470000,PHMH320244470017087500011,2024-12-24,,3,폐업,3,폐업,2026-02-02,,,,,,,충청북도 음성군 맹동면 두성리 1340,충청북도 음성군 맹동면 용두3길 4,27738,지에스25 영무비트타운점,2026-02-02 10:52:30,U,2026-02-04 02:40:00,,248871.361925742,378711.118572297,48.0,,지에스25영무비트타운점_충청북도음성군맹동면두성리1340
286,안전상비의약품 판매업소,01_01_05_P,4390000,PHMH320244390029087500022,2024-12-19,,1,영업/정상,13,영업중,,,,,,,,,충청북도 충주시 동수12길 40 (연수동),27351,세븐일레븐 충주연수사랑점,2026-02-12 18:02:13,U,2026-02-14 02:40:00,,283452.369560426,387563.835492195,56.2,,세븐일레븐충주연수사랑점_
146,안전상비의약품 판매업소,01_01_05_P,5710000,PHMH320245710107087500013,2024-12-13,,1,영업/정상,13,영업중,,,,,,,,충청북도 청주시 서원구 개신동 50-1,"충청북도 청주시 서원구 1순환로763번길 14, 102호 (개신동)",28666,세븐일레븐 청주뉴개신점,2026-02-03 14:10:18,U,2026-02-07 02:40:00,,241461.050548045,347275.154325145,56.0,,세븐일레븐청주뉴개신점_충청북도청주시서원구개신동50-1
95,안전상비의약품 판매업소,01_01_05_P,3910000,PHMH320243910165087500021,2024-12-13,,1,영업/정상,13,영업중,,,,,,,,경기도 평택시 지산동 798-20,경기도 평택시 송탄로 373 (지산동),17761,세븐일레븐 평택지산중앙점,2026-02-03 10:28:57,U,2026-02-06 02:40:00,,205057.46876951,397239.435485826,0.0,,세븐일레븐평택지산중앙점_경기도평택시지산동798-20
171,안전상비의약품 판매업소,01_01_05_P,3150000,PHMH320243150037087500045,2024-11-20,,3,폐업,3,폐업,2026-02-06,,,,,,,서울특별시 강서구 화곡동 398-4,"서울특별시 강서구 강서로18라길 23, 1층 (화곡동)",7752,GS25 화곡타운점,2026-02-06 16:47:36,U,2026-02-08 02:40:00,,186487.623007178,448142.571375362,70.56,,GS25화곡타운점_서울특별시강서구화곡동398-4
206,안전상비의약품 판매업소,01_01_05_P,3200000,PHMH320243200033087500032,2024-10-23,,1,영업/정상,13,영업중,,,,,,,,서울특별시 관악구 신림동 1637-26 삼양타운,"서울특별시 관악구 신원로 34, 삼양타운 1층 (신림동)",8776,주식회사 지에스25신림서부,2026-02-10 14:32:06,U,2026-02-12 02:40:00,,193669.579824717,442182.553987382,0.0,,주식회사지에스25신림서부_서울특별시관악구신림동1637-26삼양타운
13,안전상비의약품 판매업소,01_01_05_P,3180000,PHMH320243180034087500035,2024-09-25,,3,폐업,3,폐업,2026-02-02,,,,,,,서울특별시 영등포구 영등포동2가 94-117 세원빌딩 나호,"서울특별시 영등포구 버드나루로 44, 세원빌딩 나호 (영등포동2가)",7248,씨유 영등포한강성심점,2026-02-02 17:35:49,U,2026-02-04 02:40:00,,192107.229488183,446712.650928008,0.0,,씨유영등포한강성심점_서울특별시영등포구영등포동2가94-117세원빌딩나호
32,안전상비의약품 판매업소,01_01_05_P,4840000,PHMH320244840022087500007,2024-08-13,,1,영업/정상,13,영업중,,,,,,,,,"전라남도 광양시 성황6길 14, 1층 (성황동)",57767,씨유광양더샵프리모점,2026-01-30 17:06:55,U,2026-02-04 11:04:37,,,,70.0,,씨유광양더샵프리모점_
263,안전상비의약품 판매업소,01_01_05_P,3240000,PHMH320243240033087500026,2024-08-06,,3,폐업,3,폐업,2026-02-12,,,,,,,서울특별시 강동구 천호동 461-94,"서울특별시 강동구 올림픽로71길 48, 1층 (천호동)",5247,지에스(GS)25 천호2동점,2026-02-12 13:24:56,U,2026-02-14 02:40:00,,210646.543910513,448723.026456516,99.0,,지에스(GS)25천호2동점_서울특별시강동구천호동461-94
178,안전상비의약품 판매업소,01_01_05_P,4671000,PHMH320244671044087500018,2024-08-06,,1,영업/정상,13,영업중,,,,,,,,전북특별자치도 군산시 오식도동 609-8,"전북특별자치도 군산시 요죽4길 51-2, 1층 (오식도동)",54005,이마트24 군산오식도타운점,2026-02-09 13:49:36,U,2026-02-11 02:40:00,,160365.194182781,273924.79655352,0.0,,이마트24군산오식도타운점_전북특별자치도군산시오식도동609-8
