번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),지정일자,민원종류명,Unnamed: 30,record_key
21,담배소매업,11_43_02_P,3670000,2026367021505600019,2026-03-03,,1,영업/정상,0,정상영업,,,,,,,,대전광역시 유성구 봉명동 615-4,"대전광역시 유성구 대학로 50, 104호 (봉명동)",34185,씨유 대전봉명센터점,2026-03-03 17:46:56,I,2026-03-05 00:20:02,,230756.014075172,317509.425932141,20260303,제7조의3제2항에따른경우,,씨유대전봉명센터점_대전광역시유성구봉명동615-4
20,담배소매업,11_43_02_P,3700000,2026370023305600012,2026-03-03,,1,영업/정상,0,정상영업,,,,,,,,울산광역시 남구 달동 118-5 주공아파트,"울산광역시 남구 번영로107번길 20, 주공아파트 상가동 101,102호 (달동)",44726,지스마트,2026-03-03 16:10:09,I,2026-03-05 00:20:02,,410950.805614725,228594.359424378,20260303,제7조의3제2항에따른경우,,지스마트_울산광역시남구달동118-5주공아파트
19,담배소매업,11_43_02_P,5340000,2026534023405600005,2026-03-03,,1,영업/정상,0,정상영업,,,,,,,,경상남도 사천시 사남면 유천리 888 위드필 스퀘어 101호,"경상남도 사천시 사남면 공단1로 82, 위드필 스퀘어",52529,지에스(GS)25 사천 위드필점,2026-03-03 16:19:49,I,2026-03-05 00:20:02,,297193.833369862,175030.053361704,20260303,제7조의3제2항에따른경우,,지에스(GS)25사천위드필점_경상남도사천시사남면유천리888위드필스퀘어101호
18,담배소매업,11_43_02_P,3210000,2026321019505600005,2026-03-03,,1,영업/정상,0,정상영업,,,,,,,,서울특별시 서초구 반포동 520-3 조달청빌딩 별관,"서울특별시 서초구 반포대로 217, 조달청빌딩 별관 1층 (반포동)",06578,(주)빌텍 서울지방조달청점,2026-03-03 15:26:33,I,2026-03-05 00:20:02,,200194.426588429,444128.805256091,20260303,제7조의3제3항에따른경우,,(주)빌텍서울지방조달청점_서울특별시서초구반포동520-3조달청빌딩별관
31,담배소매업,11_43_02_P,3460000,2026346019705600007,2026-03-03,,1,영업/정상,0,정상영업,,,,,,,,대구광역시 수성구 중동 645 수성데시앙리버뷰 301동 106호,"대구광역시 수성구 희망로20길 10, 301동 106호 (중동, 수성데시앙리버뷰)",42150,(주)코리아세븐 수성리버뷰점,2026-03-03 14:25:53,I,2026-03-05 00:20:02,,345247.62919209,261914.932634479,20260303,제7조의3제2항에따른경우,,(주)코리아세븐수성리버뷰점_대구광역시수성구중동645수성데시앙리버뷰301동106호
33,담배소매업,11_43_02_P,3510500,2026351057905600008,2026-03-03,,1,영업/정상,0,정상영업,,,,,,,,인천광역시 미추홀구 도화동 985-4 도화 두손지젤시티,"인천광역시 미추홀구 염전로168번길 28, B동 1층 126호 (도화동)",22110,카인드 전자담배,2026-03-03 11:03:42,I,2026-03-05 00:20:02,,169822.91347425,441687.32697753,20260303,제7조의3제2항에따른경우,,카인드전자담배_인천광역시미추홀구도화동985-4도화두손지젤시티
168,담배소매업,11_43_02_P,5530000,2026576000705600001,2026-03-03,,1,영업/정상,0,정상영업,,,,,,,,경기도 화성시 병점구 송산동 197-3 화성아너스포레 104호,"경기도 화성시 병점구 장조6로 41, 104호 (송산동, 화성아너스포레)",18355,아너스포레 마트,2026-03-04 14:49:14,I,2026-03-06 00:20:02,,200434.672657079,411681.930353414,20260303,제7조의3제2항에따른경우,,아너스포레마트_경기도화성시병점구송산동197-3화성아너스포레104호
10,담배소매업,11_43_02_P,5530000,2026574001205600001,2026-03-03,,1,영업/정상,0,정상영업,,,,,,,,"경기도 화성시 만세구 마도면 슬항리 214-24 1층 1, 2호","경기도 화성시 만세구 마도면 화성로 671-4, 1층 1, 2호",18537,지에스25 마도화성로점,2026-03-03 15:20:18,I,2026-03-05 00:20:02,,178908.569048429,412014.403788009,20260303,제7조의3제2항에따른경우,,"지에스25마도화성로점_경기도화성시만세구마도면슬항리214-241층1,2호"
4,담배소매업,11_43_02_P,3320000,2026332014205600006,2026-03-03,,1,영업/정상,0,정상영업,,,,,,,,부산광역시 북구 구포동 700-165,부산광역시 북구 시랑로 34 (구포동),46630,욜로복권방,2026-03-03 17:08:22,I,2026-03-05 00:20:02,,382454.535081795,191096.392297407,20260303,제7조의3제2항에따른경우,,욜로복권방_부산광역시북구구포동700-165
5,담배소매업,11_43_02_P,4430000,2026443014405600005,2026-03-03,,1,영업/정상,0,정상영업,,,,,,,,충청북도 옥천군 옥천읍 삼양리 121-2 근린생활시설,"충청북도 옥천군 옥천읍 중앙로 119, 근린생활시설",29031,씨유 E옥천IC점,2026-03-03 16:28:42,I,2026-03-05 00:20:02,,251322.959808352,312029.185111178,20260303,제7조의3제2항에따른경우,,씨유E옥천IC점_충청북도옥천군옥천읍삼양리121-2근린생활시설
6,담배소매업,11_43_02_P,3270000,2026327018105600007,2026-03-03,,1,영업/정상,0,정상영업,,,,,,,,부산광역시 동구 범일동 631-4,"부산광역시 동구 범일로90번길 4, 1층 (범일동)",48745,롤로타바코 부산범일점,2026-03-03 13:02:17,I,2026-03-05 00:20:02,,387667.20808376,184016.952668961,20260303,제7조의3제2항에따른경우,,롤로타바코부산범일점_부산광역시동구범일동631-4
7,담배소매업,11_43_02_P,5710000,2026572002505600008,2026-03-03,,1,영업/정상,0,정상영업,,,,,,,,충청북도 청주시 상당구 북문로1가 38-3,"충청북도 청주시 상당구 상당로 67, 1층 (북문로1가)",28530,청주아이폰수리 픽스샵,2026-03-03 09:42:18,I,2026-03-05 00:20:02,,243794.309710098,348226.371289851,20260303,제7조의3제2항에따른경우,,청주아이폰수리픽스샵_충청북도청주시상당구북문로1가38-3
8,담배소매업,11_43_02_P,5710000,2026572002505600009,2026-03-03,,1,영업/정상,0,정상영업,,,,,,,,충청북도 청주시 상당구 수동 407-7,"충청북도 청주시 상당구 대성로213번길 21, 1층 (수동)",28509,플레이_위드_나무,2026-03-03 09:45:36,I,2026-03-05 00:20:02,,243800.646637543,349331.873287955,20260303,제7조의3제2항에따른경우,,플레이_위드_나무_충청북도청주시상당구수동407-7
9,담배소매업,11_43_02_P,4721000,2026472105305600005,2026-03-03,,1,영업/정상,0,정상영업,,,,,,,,전북특별자치도 완주군 삼례읍 삼례리 897-35,전북특별자치도 완주군 삼례읍 동학로 36-8,55342,세븐일레븐 삼례퍼스트점,2026-03-03 15:05:26,I,2026-03-05 00:20:02,,206713.548711641,267804.335306013,20260303,제7조의3제2항에따른경우,,세븐일레븐삼례퍼스트점_전북특별자치도완주군삼례읍삼례리897-35
11,담배소매업,11_43_02_P,5530000,2026575000705600001,2026-03-03,,1,영업/정상,0,정상영업,,,,,,,,경기도 화성시 효행구 봉담읍 와우리 1-2 수원대학교,"경기도 화성시 효행구 봉담읍 와우안길 17, 수원대학교 미래혁신관 2층",18323,씨유 수원대미래혁신관점,2026-03-03 11:11:15,I,2026-03-05 00:20:02,,197739.871318739,411623.628782193,20260303,제7조의3제2항에따른경우,,씨유수원대미래혁신관점_경기도화성시효행구봉담읍와우리1-2수원대학교
16,담배소매업,11_43_02_P,3860000,2026387100705600011,2026-03-03,,1,영업/정상,0,정상영업,,,,,,,,경기도 부천시 원미구 중동 712-4,"경기도 부천시 원미구 부흥로 202, 1층 (중동)",14604,아성슈퍼,2026-03-03 17:23:25,I,2026-03-05 00:20:02,,179149.497505367,443766.07847411,20260303,제7조의3제2항에따른경우,,아성슈퍼_경기도부천시원미구중동712-4
12,담배소매업,11_43_02_P,4721000,2026472105305600006,2026-03-03,,1,영업/정상,0,정상영업,,,,,,,,전북특별자치도 완주군 이서면 갈산리 664-13 1층 101호,"전북특별자치도 완주군 이서면 안전로 135, 1층 101호",55365,(주)호랑이 컴퍼니,2026-03-03 15:05:44,I,2026-03-05 00:20:02,,205185.46279894,259548.815251845,20260303,제7조의3제2항에따른경우,,(주)호랑이컴퍼니_전북특별자치도완주군이서면갈산리664-131층101호
264,담배소매업,11_43_02_P,4990000,2026499028505600004,2026-03-03,,1,영업/정상,0,정상영업,,,,,,,,전라남도 완도군 노화읍 이포리 869,전라남도 완도군 노화읍 노화로 858,59158,하나상회,2026-03-05 21:52:04,I,2026-03-07 00:20:02,,160384.420651507,75570.844063384,20260303,제7조의3제2항에따른경우,,하나상회_전라남도완도군노화읍이포리869
147,담배소매업,11_43_02_P,4810000,2026481045105600011,2026-03-03,,1,영업/정상,0,정상영업,,,,,,,,전라남도 여수시 화치동 1431,전라남도 여수시 산단중앙로 67 (화치동),59610,세븐일레븐 여수산단중앙로점,2026-03-04 13:25:58,I,2026-03-06 00:20:02,,258971.394626561,147717.36529872,20260303,제7조의3제2항에따른경우,,세븐일레븐여수산단중앙로점_전라남도여수시화치동1431
13,담배소매업,11_43_02_P,4721000,2026472105305600007,2026-03-03,,1,영업/정상,0,정상영업,,,,,,,,"전북특별자치도 완주군 봉동읍 낙평리 1242 봉동주공아파트 102,1호","전북특별자치도 완주군 봉동읍 봉동중앙로 53-18, 1층 102,103,104호 (봉동주공아파트)",55329,씨유 봉동주공점,2026-03-03 15:05:57,I,2026-03-05 00:20:02,,214291.758756724,269978.028591301,20260303,제7조의3제2항에따른경우,,"씨유봉동주공점_전북특별자치도완주군봉동읍낙평리1242봉동주공아파트102,1호"
172,담배소매업,11_43_02_P,5400000,2026540011805600002,2026-03-03,,1,영업/정상,0,정상영업,,,,,,,,경상남도 함안군 군북면 장지리 745-7,경상남도 함안군 군북면 장백로 325,52062,씨유(CU)뉴함안장지IC점,2026-03-04 16:33:06,I,2026-03-06 00:20:02,,321600.336303807,200261.193235643,20260303,제7조의3제2항에따른경우,,씨유(CU)뉴함안장지IC점_경상남도함안군군북면장지리745-7
171,담배소매업,11_43_02_P,3490000,2026349024205600009,2026-03-03,,1,영업/정상,0,정상영업,,,,,,,,인천광역시 중구 운서동 2850-8 그랜드하얏트인천 웨스트타워,"인천광역시 중구 영종해안남로321번길 190, 그랜드하얏트인천 웨스트타워 지하1층 (운서동)",22382,씨제이프레시웨이(주) 하얏트리젠시 인천PCT CU점,2026-03-04 14:41:38,I,2026-03-06 00:20:02,,151811.802443159,437653.715118863,20260303,제7조의3제3항에따른경우,,씨제이프레시웨이(주)하얏트리젠시인천PCTCU점_인천광역시중구운서동2850-8그랜드하얏트인천웨스트타워
17,담배소매업,11_43_02_P,3860000,2026389100605600003,2026-03-03,,1,영업/정상,0,정상영업,,,,,,,,"경기도 부천시 오정구 원종동 74-1 원종더리브 단지내상가동 101, 102호","경기도 부천시 오정구 원일로 43, 단지내상가동 101, 102호 (원종동, 원종더리브)",14425,지에스(GS)25 원종더리브점,2026-03-03 16:46:53,I,2026-03-05 00:20:02,,182546.866029942,447664.54214995,20260303,제7조의3제2항에따른경우,,"지에스(GS)25원종더리브점_경기도부천시오정구원종동74-1원종더리브단지내상가동101,102호"
1,담배소매업,11_43_02_P,3420000,2026342020705600016,2026-02-27,,1,영업/정상,0,정상영업,,,,,,,,대구광역시 동구 봉무동 261,"대구광역시 동구 팔공로 336, 1동 101호 (봉무동)",41020,봉구청구컨설팅,2026-02-27 17:13:51,I,2026-03-04 00:20:37,,348080.318976246,271080.457858646,20260227,제7조의3제2항에따른경우,,봉구청구컨설팅_대구광역시동구봉무동261
109,담배소매업,11_43_02_P,6520000,2026652002805600001,2026-02-27,,1,영업/정상,0,정상영업,,,,,,,,제주특별자치도 서귀포시 대정읍 하모리 973-1 동명세탁,제주특별자치도 서귀포시 대정읍 하모중앙로 54,63507,CU서귀대정태화점,2026-03-03 14:08:42,U,2026-03-05 02:40:00,,130208.666475366,-30033.4949393723,20260227,제7조의3제2항에따른경우,,CU서귀대정태화점_제주특별자치도서귀포시대정읍하모리973-1동명세탁
275,담배소매업,11_43_02_P,3090000,2026309018505600002,2026-02-27,,1,영업/정상,0,정상영업,,,,,,,,서울특별시 도봉구 쌍문동 311 쌍문그린스테이트빌딩,"서울특별시 도봉구 시루봉로 2, 쌍문그린스테이트빌딩 1층 107호 (쌍문동)",01438,온앤오프24 쌍문점,2026-03-05 09:17:46,I,2026-03-07 00:20:02,,202472.188994485,460959.462860458,20260227,제7조의3제2항에따른경우,,온앤오프24쌍문점_서울특별시도봉구쌍문동311쌍문그린스테이트빌딩
180,담배소매업,11_43_02_P,4870000,2026487009605600001,2026-02-27,,1,영업/정상,0,정상영업,,,,,,,,전라남도 구례군 구례읍 봉동리 302,"전라남도 구례군 구례읍 봉성산길 2, 1층",57651,세븐일레븐 구례봉동점,2026-03-04 13:56:38,I,2026-03-06 00:20:02,,242195.121603043,190046.275039847,20260227,제7조의3제2항에따른경우,,세븐일레븐구례봉동점_전라남도구례군구례읍봉동리302
274,담배소매업,11_43_02_P,3090000,2026309018505600001,2026-02-26,,1,영업/정상,0,정상영업,,,,,,,,서울특별시 도봉구 쌍문동 26-62,"서울특별시 도봉구 도봉로139길 94, 1층 (쌍문동)",01393,대웅수퍼,2026-03-05 09:16:31,I,2026-03-07 00:20:02,,203149.840780411,462020.295567486,20260226,제7조의3제2항에따른경우,,대웅수퍼_서울특별시도봉구쌍문동26-62
91,담배소매업,11_43_02_P,5170000,2026517009105600001,2026-02-25,,1,영업/정상,0,정상영업,,,,,,,,경상북도 영양군 입암면 신구리 465-3 입암버스정류장,"경상북도 영양군 입암면 조기리길 22, 입암버스정류장",36548,입암버스정류장,2026-03-03 14:16:06,U,2026-03-05 02:40:00,,386973.481943459,345739.86774305,20260225,제7조의3제2항에따른경우,,입암버스정류장_경상북도영양군입암면신구리465-3입암버스정류장
226,담배소매업,11_43_02_P,3470000,2026347022705600015,2026-02-25,,1,영업/정상,0,정상영업,,,,,,,,대구광역시 달서구 월성동 1551 월성코오롱하늘채아파트 2단지,"대구광역시 달서구 조암남로16길 20, 상가동 104,105호 (월성동, 월성코오롱하늘채아파트 2단지)",42756,지에스(GS)25 월성하늘채점,2026-03-04 18:09:06,U,2026-03-06 02:40:00,,337678.732425411,259052.115282206,20260225,제7조의3제2항에따른경우,,지에스(GS)25월성하늘채점_대구광역시달서구월성동1551월성코오롱하늘채아파트2단지
339,담배소매업,11_43_02_P,4671000,2026467111105600006,2026-02-24,,2,휴업,1,휴업처리,,2026-03-04,2026-03-30,,,,,전북특별자치도 군산시 조촌동 739-8,"전북특별자치도 군산시 조촌로 96, 104,105호 (조촌동)",54075,아너스빌마트,2026-03-05 09:14:21,U,2026-03-07 02:40:00,,176297.134426003,274739.318226862,20260224,제7조의3제2항에따른경우,,아너스빌마트_전북특별자치도군산시조촌동739-8
236,담배소매업,11_43_02_P,3010000,2026301024405600009,2026-02-23,,1,영업/정상,0,정상영업,,,,,,,,서울특별시 중구 을지로6가 18-21 굿모닝시티쇼핑몰,"서울특별시 중구 장충단로 247, 굿모닝시티쇼핑몰 지하3층 비302-16호 (을지로6가)",04564,에이앤주 주식회사,2026-03-04 09:29:03,U,2026-03-06 02:40:00,,200573.641273539,451621.036467544,20260223,제7조의3제3항에따른경우,,에이앤주주식회사_서울특별시중구을지로6가18-21굿모닝시티쇼핑몰
78,담배소매업,11_43_02_P,3210000,2009321012205600106,2026-02-23,,1,영업/정상,0,정상영업,,,,,,,,서울특별시 서초구 서초동 1303-10 서초한일유앤아이주상복합,"서울특별시 서초구 사평대로56길 7, 1층 115,117,118호 (서초동, 서초한일유앤아이주상복합)",06611,씨유 서초유앤아이점,2026-03-03 14:23:22,U,2026-03-05 02:40:00,,202014.206600227,444556.487126756,20260223,제7조의3제2항에따른경우,,씨유서초유앤아이점_서울특별시서초구서초동1303-10서초한일유앤아이주상복합
220,담배소매업,11_43_02_P,3290000,2026329018605600010,2026-02-19,,1,영업/정상,0,정상영업,,,,,,,,부산광역시 부산진구 부암동 759 시민공원 비스타동원,"부산광역시 부산진구 동평로 149, 301동 B111,112호 (부암동, 시민공원 비스타동원)",47140,씨유부암동원연화점,2026-03-04 15:14:11,U,2026-03-06 02:40:00,,,,20260219,제7조의3제2항에따른경우,,씨유부암동원연화점_부산광역시부산진구부암동759시민공원비스타동원
90,담배소매업,11_43_02_P,3100000,2026310030005600003,2026-02-19,,1,영업/정상,0,정상영업,,,,,,,,서울특별시 노원구 상계동 757 한양아파트,"서울특별시 노원구 동일로216길 92, 1층 101호 (상계동, 한양아파트)",01754,씨유 상계한양,2026-03-03 15:13:06,U,2026-03-05 02:40:00,,205880.349768572,461032.780065805,20260219,제7조의3제2항에따른경우,,씨유상계한양_서울특별시노원구상계동757한양아파트
251,담배소매업,11_43_02_P,3860000,2026389100605600002,2026-02-12,,3,폐업,2,폐업처리,2026-03-04,,,,,,,경기도 부천시 오정구 오정동 798 레노부르크 부천 1층 A117호,"경기도 부천시 오정구 신흥로511번길 180, 레노부르크 부천 1층 A117호 (오정동)",14446,원종마트,2026-03-04 13:48:26,U,2026-03-06 02:40:00,,179463.196784525,447684.835588744,20260212,제7조의3제2항에따른경우,,원종마트_경기도부천시오정구오정동798레노부르크부천1층A117호
250,담배소매업,11_43_02_P,3860000,2026387100705600006,2026-02-12,,1,영업/정상,0,정상영업,,,,,,,,경기도 부천시 원미구 원미동 30-3 월드메르디앙 라제스티,"경기도 부천시 원미구 원미로177번길 38, 월드메르디앙 라제스티 108,109호 (원미동)",14558,세븐일레븐 부천라제스티점,2026-03-04 16:34:11,U,2026-03-06 02:40:00,,181444.150586451,444130.818802567,20260212,제7조의3제2항에따른경우,,세븐일레븐부천라제스티점_경기도부천시원미구원미동30-3월드메르디앙라제스티
197,담배소매업,11_43_02_P,3720000,2026372021005600003,2026-02-12,,1,영업/정상,0,정상영업,,,,,,,,울산광역시 북구 양정동 538-38,"울산광역시 북구 치전1길 13, 지상1층 (양정동)",44260,지에스25양정현대타워점,2026-03-04 14:37:40,U,2026-03-06 02:40:00,,416454.957119339,229422.506203814,20260212,제7조의3제2항에따른경우,,지에스25양정현대타워점_울산광역시북구양정동538-38
241,담배소매업,11_43_02_P,3460000,2026346019705600006,2026-02-11,,1,영업/정상,0,정상영업,,,,,,,,대구광역시 수성구 두산동 68,"대구광역시 수성구 들안로 78, 1층 (두산동)",42172,지에스25 들안길 WT점,2026-03-04 10:16:04,U,2026-03-06 02:40:00,,346047.519341752,260843.326822506,20260211,제7조의3제2항에따른경우,,지에스25들안길WT점_대구광역시수성구두산동68
193,담배소매업,11_43_02_P,3220000,2026322024905600007,2026-02-11,,1,영업/정상,0,정상영업,,,,,,,,서울특별시 강남구 역삼동 786-17 경양빌딩 지상1층 일부호,"서울특별시 강남구 도곡로 239, 경양빌딩 지상1층 일부호 (역삼동)",06230,지에스25 역삼데일리점,2026-03-04 09:26:46,U,2026-03-06 02:40:00,,203882.150144315,443523.958196407,20260211,제7조의3제2항에따른경우,,지에스25역삼데일리점_서울특별시강남구역삼동786-17경양빌딩지상1층일부호
107,담배소매업,11_43_02_P,3230000,2026323029105600010,2026-02-09,,1,영업/정상,0,정상영업,,,,,,,,서울특별시 송파구 신천동 17-6,"서울특별시 송파구 올림픽로 329, 102호, 103호 (신천동)",05509,지에스25 잠실르엘점,2026-03-03 17:58:13,U,2026-03-05 02:40:00,,209393.076054654,446147.977949052,20260209,제7조의3제2항에따른경우,,지에스25잠실르엘점_서울특별시송파구신천동17-6
89,담배소매업,11_43_02_P,3650000,2026365014705600006,2026-02-06,,1,영업/정상,0,정상영업,,,,,,,,대전광역시 중구 대흥동 494-1,"대전광역시 중구 중앙로 120, 1층 (대흥동)",34912,이마트24대전중앙로점,2026-03-03 11:40:31,U,2026-03-05 02:40:00,,237941.664293226,314161.279389569,20260206,제7조의3제2항에따른경우,,이마트24대전중앙로점_대전광역시중구대흥동494-1
240,담배소매업,11_43_02_P,4060000,2026406055205600010,2026-02-06,,1,영업/정상,0,정상영업,,,,,,,,경기도 파주시 목동동 898 운정 화성파크드림 시그니처,"경기도 파주시 청암로 50, 7202동 115, 116호 (목동동, 운정 화성파크드림 시그니처)",10871,씨유 운정시그니처점,2026-03-04 13:35:12,U,2026-03-06 02:40:00,,176723.402201334,470239.582043284,20260206,제7조의3제2항에따른경우,,씨유운정시그니처점_경기도파주시목동동898운정화성파크드림시그니처
69,담배소매업,11_43_02_P,5020000,2026503005005600001,2026-01-29,,3,폐업,2,폐업처리,2026-02-27,,,,,,,경상북도 포항시 남구 호미곶면 구만리 61-1,경상북도 포항시 남구 호미곶면 구만길 279,37928,해맞이24,2026-03-03 15:37:29,U,2026-03-05 02:40:00,,430537.215177452,289790.476965096,20260129,제7조의3제2항에따른경우,,해맞이24_경상북도포항시남구호미곶면구만리61-1
207,담배소매업,11_43_02_P,3460000,2026346019705600005,2026-01-28,,1,영업/정상,0,정상영업,,,,,,,,"대구광역시 수성구 범어동 177-1 범어서한포레스트, 제지1층 2-2호","대구광역시 수성구 동대구로 346, 제지1층 2-2호 (범어동, 범어서한포레스트)",42028,씨유 범어서한포레스트점,2026-03-04 10:17:54,U,2026-03-06 02:40:00,,346925.376846101,263556.846946078,20260128,제7조의3제2항에따른경우,,"씨유범어서한포레스트점_대구광역시수성구범어동177-1범어서한포레스트,제지1층2-2호"
204,담배소매업,11_43_02_P,3420000,2026342020705600004,2026-01-26,,1,영업/정상,0,정상영업,,,,,,,,대구광역시 동구 신암동 1288-23,"대구광역시 동구 신암로16길 2, 1층 (신암동)",41205,신암황금토토,2026-03-04 17:26:54,U,2026-03-06 02:40:00,,345252.82935354,265400.360565888,20260126,제7조의3제2항에따른경우,,신암황금토토_대구광역시동구신암동1288-23
205,담배소매업,11_43_02_P,3460000,2026346019705600002,2026-01-16,,1,영업/정상,0,정상영업,,,,,,,,대구광역시 수성구 대흥동 829-3 1층 상부 109호,"대구광역시 수성구 알파시티1로42길 11, 1층 상부 109호 (대흥동)",42250,세븐일레븐 대구태왕알파시티점,2026-03-04 10:19:09,U,2026-03-06 02:40:00,,352029.766745041,261161.690893884,20260116,제7조의3제2항에따른경우,,세븐일레븐대구태왕알파시티점_대구광역시수성구대흥동829-31층상부109호
68,담배소매업,11_43_02_P,3940000,2026396012805600002,2026-01-14,,3,폐업,2,폐업처리,2026-03-03,2026-02-06,2026-02-27,,,,,경기도 고양시 일산동구 장항동 756-5 트루엘 파크스테이,"경기도 고양시 일산동구 중앙로1275번길 60-17, 트루엘 파크스테이 110호 (장항동)",10401,케이에이치토탈,2026-03-03 13:57:43,U,2026-03-05 02:40:00,,179467.697430072,461917.865631792,20260114,제7조의3제2항에따른경우,,케이에이치토탈_경기도고양시일산동구장항동756-5트루엘파크스테이
206,담배소매업,11_43_02_P,4470000,2026447014505600002,2026-01-06,,1,영업/정상,0,정상영업,,,,,,,,충청북도 음성군 대소면 성본리 807,"충청북도 음성군 대소면 성본산단4로 40, 2동 103, 104, 105호",27741,꿀꿀마트,2026-03-04 17:55:52,U,2026-03-06 02:40:00,,,,20260106,제7조의3제2항에따른경우,,꿀꿀마트_충청북도음성군대소면성본리807
334,담배소매업,11_43_02_P,3930000,2025555000205600051,2025-12-09,,3,폐업,2,폐업처리,2026-03-05,,,,,,,경기도 안산시 상록구 사동 1570-3,"경기도 안산시 상록구 한양대학로 44, 1층 (사동)",15577,지에스더프레시 한양대에리카점,2026-03-05 14:07:35,U,2026-03-07 02:40:00,,185635.686205281,422106.486926337,20251209,제7조의3제2항에따른경우,,지에스더프레시한양대에리카점_경기도안산시상록구사동1570-3
333,담배소매업,11_43_02_P,3940000,2025395005205600053,2025-11-04,,1,영업/정상,0,정상영업,,,,,,,,경기도 고양시 덕양구 고양동 207-3,"경기도 고양시 덕양구 혜음로 32, 상가동 1층 105호 (고양동)",10275,콩콩전자담배,2026-03-05 11:07:16,U,2026-03-07 02:40:00,,191325.499871561,466773.945223447,20251104,제7조의3제2항에따른경우,,콩콩전자담배_경기도고양시덕양구고양동207-3
81,담배소매업,11_43_02_P,4641000,2025465100605600060,2025-11-03,,3,폐업,2,폐업처리,2026-03-03,,,,,,,전북특별자치도 전주시 완산구 풍남동3가 26-5 라한호텔 전주,"전북특별자치도 전주시 완산구 기린대로 85, 1층 (풍남동3가)",55041,세븐일레븐 전주라한호텔점,2026-03-03 13:14:59,U,2026-03-05 02:40:00,,213854.303534735,257455.722665921,20251103,제7조의3제2항에따른경우,,세븐일레븐전주라한호텔점_전북특별자치도전주시완산구풍남동3가26-5라한호텔전주
82,담배소매업,11_43_02_P,3510500,2025351057905600059,2025-10-16,2026-03-03,4,취소/말소/만료/정지/중지,5,지정취소,,,,,,,,인천광역시 미추홀구 도화동 1006-6 소만프라자,"인천광역시 미추홀구 숙골로 96, 108호 (도화동)",22114,핑크퐁,2026-03-03 10:38:34,U,2026-03-05 02:40:00,,170135.003715406,441014.200280583,20251016,제7조의3제2항에따른경우,,핑크퐁_인천광역시미추홀구도화동1006-6소만프라자
83,담배소매업,11_43_02_P,3220000,2025322024905600056,2025-10-16,,3,폐업,2,폐업처리,2026-03-03,,,,,,,서울특별시 강남구 도곡동 518-8 유진빌딩 1층 일부,"서울특별시 강남구 논현로28길 9, 유진빌딩 1층 일부호 (도곡동)",06301,지에스25 도곡프레시점,2026-03-03 13:54:35,U,2026-03-05 02:40:00,,203764.786572817,442286.229201457,20251016,제7조의3제2항에따른경우,,지에스25도곡프레시점_서울특별시강남구도곡동518-8유진빌딩1층일부
341,담배소매업,11_43_02_P,5220000,2025522011805600021,2025-10-01,,3,폐업,2,폐업처리,2026-03-05,,,,,,,경상북도 칠곡군 왜관읍 낙산리 694-1,경상북도 칠곡군 왜관읍 2산업단지1길 40,39912,미래컨설팅,2026-03-05 16:34:16,U,2026-03-07 02:40:00,,326894.458101952,271665.477081612,20251001,제7조의3제2항에따른경우,,미래컨설팅_경상북도칠곡군왜관읍낙산리694-1
230,담배소매업,11_43_02_P,3740000,2025375003205600030,2025-09-17,,3,폐업,2,폐업처리,2026-03-03,,,,,,,경기도 수원시 장안구 천천동 502-4 101호,"경기도 수원시 장안구 정자로 26, 1층 101호 (천천동)",16325,수성복권방,2026-03-04 10:48:04,U,2026-03-06 02:40:00,,198134.881088455,422019.479850951,20250917,제7조의3제2항에따른경우,,수성복권방_경기도수원시장안구천천동502-4101호
94,담배소매업,11_43_02_P,3660000,2025366021605600057,2025-08-25,,3,폐업,2,폐업처리,2026-03-03,,,,,,,대전광역시 서구 용문동 219-4,"대전광역시 서구 도솔로505번길 11, 1층 (용문동)",35309,제일컨설팅,2026-03-03 17:08:04,U,2026-03-05 02:40:00,,235753.511494625,315692.833194292,20250825,제7조의3제2항에따른경우,,제일컨설팅_대전광역시서구용문동219-4
93,담배소매업,11_43_02_P,5690000,2025569040805600020,2025-08-12,,3,폐업,2,폐업처리,2026-02-27,,,,,,,세종특별자치시 대평동 680 해피라움 페스타,"세종특별자치시 대평3길 17, 해피라움 페스타 C119호 (대평동)",30152,이마트24(emart24)세종대평페스타점,2026-03-03 10:18:04,U,2026-03-05 02:40:00,,224606.59140441,330200.778877227,20250812,제7조의3제2항에따른경우,,이마트24(emart24)세종대평페스타점_세종특별자치시대평동680해피라움페스타
229,담배소매업,11_43_02_P,4590000,2025459011305600005,2025-08-11,,3,폐업,2,폐업처리,2026-03-03,,,,,,,충청남도 청양군 장평면 지천리 275-4,충청남도 청양군 장평면 까치내로 624-4,33361,민박 지천가든상회,2026-03-04 17:58:46,U,2026-03-06 02:40:00,,187702.822303845,320865.105632891,20250811,제7조의3제2항에따른경우,,민박지천가든상회_충청남도청양군장평면지천리275-4
