년간생산량,사업장명,자본금,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,취급목재제품,최종수정시점,인허가일자,지번주소,관리번호,인력보유현황,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,상태구분명,소재지전화번호,목재생산업종류명,목재생산업구분코드명
,주식회사 헤이블(1종),100,165978.369377752,444817.620682888,2026-05-01 22:49:34,I,1,정상,"원목,판재,데크,제재목",2023-04-20 13:44:52,2022-05-10,인천광역시 서구 원창동 ***-**,356000090202200009,,3560000,"인천광역시 서구 북항단지로***번길 **, *동 *층 (원창동)",22856,01,영업/정상,영업,032-577-4900,1종,제재업
,우덱스샵 유한회사(1종),200,168432.717923431,444870.727659011,2026-05-01 22:49:34,I,1,정상,제재목,2026-03-06 08:37:40,2022-06-16,인천광역시 서구 석남동 ***-** 우덱스샵 유한회사,356000090202200013,,3560000,"인천광역시 서구 북항로**번길 **, 우덱스샵 유한회사 (석남동)",22769,01,영업/정상,영업,1600-1250,1종,제재업
,(주)나무와나무(1종),,164938.199873278,445811.336713741,2026-05-01 22:49:34,I,1,정상,"이페, 카스, 히노끼, 낙엽송",2022-08-29 14:40:14,2022-08-29,인천광역시 서구 원창동 ***-*,356000090202200017,,3560000,인천광역시 서구 북항배후로 **(원창동),22767,01,영업/정상,영업,,1종,제재업
,(주)푸르다산림조경(1종),30,167811.197691308,445086.029686313,2026-05-01 22:49:33,I,1,정상,조경시설목재(데크외),2024-06-03 16:40:07,2022-10-21,인천광역시 서구 원창동 ***-*,356000090202200025,남궁수현(제재업1종),3560000,"인천광역시 서구 북항로 ***, A동 (원창동)",22853,01,영업/정상,영업,032-577-4970,1종,제재업
10000,주식회사 유에스씨(1종),200,169505.132165227,453107.358414113,2026-05-01 22:49:34,I,1,정상,데크용 바닥재,2022-11-18 16:43:56,2022-11-18,인천광역시 서구 백석동 ***-***,356000090202200026,차유강(교육수료),3560000,인천광역시 서구 한서로 **(백석동),22672,01,영업/정상,영업,032-715-4859,1종,제재업
,주식회사 자르뎅(1종),,166833.402618769,444382.230684657,2026-05-01 22:49:34,I,1,정상,구조용 제재목,2026-03-06 08:45:27,2022-12-22,인천광역시 서구 원창동 ***-**,356000090202200029,,3560000,"인천광역시 서구 북항로***번길 **, *동 *층 (원창동)",22856,01,영업/정상,영업,,1종,제재업
,(주)나무와나무(3종),,164938.199873278,445811.336713741,2026-05-01 22:49:34,I,1,정상,구조용 집성재,2026-03-06 08:48:38,2023-04-11,인천광역시 서구 원창동 ***-*,356000090202300005,,3560000,인천광역시 서구 북항배후로 ** (원창동),22767,01,영업/정상,영업,032-582-6232,3종,제재업
,(주)미래소재(1종),100,164860.920747912,447656.610273932,2026-05-01 22:49:33,I,1,정상,일반 제재목,2026-03-06 08:50:16,2023-05-18,인천광역시 서구 청라동 **-**,356000090202300007,,3560000,인천광역시 서구 로봇랜드로***번길 *** (청라동),22756,01,영업/정상,영업,032-572-1994,1종,제재업
,(주)삼성임업(1종),10,168376.999888881,445223.734162311,2026-05-01 22:49:34,I,1,정상,제재목,2026-03-06 08:53:25,2023-06-01,인천광역시 서구 원창동 ***-***,356000090202300011,,3560000,인천광역시 서구 북항로**번길 **-** (원창동),22769,01,영업/정상,영업,032-562-6333,1종,제재업
,삼화종합목재(3종),845,170655.69797048,442996.66867784,2026-05-01 22:49:33,I,1,정상,방부목재,2026-03-06 08:58:24,2023-11-07,인천광역시 서구 가좌동 ***-* 삼화종합목재,356000090202300019,김영경,3560000,"인천광역시 서구 건지로***번길 ***, 삼화종합목재 (가좌동)",22837,01,영업/정상,영업,032-579-3612,3종,제재업
,(주)미래소재(2종),100,164860.920747912,447656.610273932,2026-05-01 22:49:34,I,1,정상,"박판, 합판",2026-03-06 09:13:19,2024-04-19,인천광역시 서구 청라동 **-**,356000090202400002,이종현,3560000,인천광역시 서구 로봇랜드로***번길 *** (청라동),22756,01,영업/정상,영업,032-572-1994,2종,제재업
,산들마루 주식회사(2종),,165296.252279807,445804.814761989,2026-05-01 22:49:33,I,1,정상,목질바닥재(합판마루),2026-03-06 09:15:31,2024-09-12,인천광역시 서구 원창동 ***-*,356000090202400007,,3560000,"인천광역시 서구 북항배후로 **, *층 (원창동)",22767,01,영업/정상,영업,032-572-3626,2종,제재업
67,주식회사 지아띠(1종),550,166265.614238098,454816.681446966,2026-05-01 22:49:34,I,1,정상,"제재목, 합판",2024-12-19 10:29:02,2024-12-19,인천광역시 서구 오류동 ****-* (주)지아띠,356000090202400013,41,3560000,"인천광역시 서구 검단로***번길 **, (주)지아띠 (오류동)",22663,01,영업/정상,영업,032-566-7385,1종,제재업
,(주)남양팀버(4종),200,169296.109357695,443862.111921954,2026-05-01 22:49:34,I,1,정상,목재잔재물,2025-03-13 14:43:10,2025-03-13,인천광역시 서구 가좌동 ***-*** 남양목재,356000090202500003,교육이수 1명,3560000,인천광역시 서구 보도진로**번길 ** (가좌동),22843,01,영업/정상,영업,032-571-8242,4종,제재업
,주식회사 모노(1종),,167337.104265716,448018.638890001,2026-05-01 22:49:33,I,1,정상,보통합판,2026-03-06 09:17:51,2025-04-21,인천광역시 서구 청라동 **-* 리베라움 더레이크 플러스,356000090202500006,,3560000,"인천광역시 서구 청라대로 ***, 리베라움 더레이크 플러스 **층 ****호 (청라동)",22758,01,영업/정상,영업,032-763-1323,1종,제재업
35000,영도목재(주)(4종),,165183.617117513,444663.155866206,2026-05-01 22:49:34,I,1,정상,"제재목(일반용 각재, 판재, 건축재 토류판 등)",2025-08-13 10:40:50,2025-08-13,,356000090202500009,양승용,3560000,인천광역시 서구 북항로***번길 ** (원창동),,01,영업/정상,영업,032-814-6457,4종,제재업
7000,영성산업(주)(4종),,165611.745566296,444793.352446429,2026-05-01 22:49:34,I,1,정상,"제재목(일반용 각재, 판재,조경재 등)",2025-09-11 15:14:54,2025-09-11,,356000090202500010,,3560000,인천광역시 서구 북항로***번길 ** (원창동),,01,영업/정상,영업,032-582-8116,4종,제재업
,한중식품(4종),,170006.151163259,458920.331300334,2026-05-01 22:49:33,I,1,정상,목탄,2025-11-13 13:47:09,2025-11-11,인천광역시 서구 대곡동 ***-*,356000090202500013,,3560000,인천광역시 서구 대곡로***번길 ** (대곡동),22600,01,영업/정상,영업,,4종,제재업
118300,주식회사 라움(2종),300,170208.160046145,444122.905430144,2026-05-01 22:49:34,I,1,정상,마루바닥재,2026-03-24 17:07:53,2025-11-12,인천광역시 서구 가좌동 ***-***,356000090202500016,,3560000,인천광역시 서구 건지로 *** (가좌동),22831,01,영업/정상,영업,032-584-2700,2종,제재업
,한수그린텍(주) 강화지점(3종),,156212.373268561,457428.666896827,2026-05-01 22:49:22,I,1,정상,방부목,2020-12-27 11:56:40,2014-02-06,인천광역시 강화군 길상면 장흥리 ***-* 한수그린텍㈜,357000090201400001,,3570000,"인천광역시 강화군 길상면 장흥로 ***-**, 한수그린텍㈜",23052,01,영업/정상,영업,032-937-5440,3종,제재업
200,우드마이저 마루통(1종),30,153315.025893417,460884.443896634,2026-05-01 22:49:22,I,1,정상,"참나무, 소나무 외",2020-12-27 11:45:04,2014-05-13,인천광역시 강화군 길상면 온수리 ***-* 우드마이저,357000090201400003,1명,3570000,"인천광역시 강화군 길상면 강화남로 ***-**, 우드마이저",23050,01,영업/정상,영업,,1종,제재업
,(주)블루그린조경(1종),30,155544.673210664,473553.641446817,2026-05-01 22:49:22,I,1,정상,원목펜스,2023-02-14 17:45:43,2020-11-20,인천광역시 강화군 강화읍 옥림리 ****-**,357000090202000001,김선진-제재업 1종 교육수료,3570000,인천광역시 강화군 강화읍 강화산단로 ***,23022,01,영업/정상,영업,032-933-1787,1종,제재업
,(주) 진목(4종),,156966.247842443,460691.912763782,2026-05-01 22:49:22,I,1,정상,목탄 가공,2023-01-12 18:01:40,2023-01-12,인천광역시 강화군 불은면 덕성리 ***-*,357000090202300002,,3570000,"인천광역시 강화군 불은면 덕진로***번길 **-*, *동",23047,01,영업/정상,영업,,4종,제재업
5622,삼화종합목재(1종),320,170655.69797048,442996.66867784,2026-05-01 22:49:33,I,1,정상,조경용 목재,2019-04-26 15:03:28,2013-10-24,인천광역시 서구 가좌동 ***-* 삼화종합목재,356000090201300035,김영경(교육수료),3560000,"인천광역시 서구 건지로***번길 ***, 삼화종합목재 (가좌동)",22837,01,영업/정상,영업,032-579-3612,1종,제재업
8000,한솔임업 주식회사(1종),300,168304.918500151,444820.436111001,2026-05-01 22:49:33,I,1,정상,각재,2015-12-28 11:57:53,2013-10-25,,356000090201300036,"김태환,김낙현",3560000,인천광역시 서구 원석로 *** (석남동),,01,영업/정상,영업,,1종,제재업
6000,해안종합목재(주)(1종),300,167142.442469677,445064.171215239,2026-05-01 22:49:33,I,1,정상,"제재목, 조경목",2024-12-03 12:26:53,2014-04-09,인천광역시 서구 원창동 ***-**,356000090201300038,조영팔(제재업1종 교육수료),3560000,인천광역시 서구 북항로***번길 * (원창동),,01,영업/정상,영업,,1종,제재업
6000,해안종합목재(주)(3종),300,167142.442469677,445064.171215239,2026-05-01 22:49:33,I,1,정상,방부목,2024-12-03 12:27:09,2014-04-09,인천광역시 서구 원창동 ***-**,356000090201300039,조영팔(제재업3종 교육이수),3560000,인천광역시 서구 북항로***번길 * (원창동),,01,영업/정상,영업,,3종,제재업
3230,애드케이조경산업(주)(1종),410,169915.001021534,455495.508050559,2026-05-01 22:49:33,I,1,정상,"조경재(이페, 모말라, 꾸마루)",2024-03-08 17:44:25,2014-05-16,,356000090201300040,허영길(제재업1종 교육이수완료),3560000,인천광역시 서구 완정로 *** (금곡동),,01,영업/정상,영업,032-554-0742,1종,제재업
9000,(주)재현(1종),100,171194.446850951,441784.862228269,2026-05-01 22:49:33,I,1,정상,각재,2016-11-15 09:35:40,2013-10-30,,356000090201300042,황주철,3560000,인천광역시 서구 가재울로*번길 ** (가좌동),,01,영업/정상,영업,,1종,제재업
900,청송산업(1종),547,170496.453879103,457544.295938923,2026-05-01 22:49:28,I,1,정상,무늬목,2014-04-03 10:02:45,2014-04-03,인천광역시 서구 대곡동 ***-*,356000090201300049,박정숙,3560000,인천광역시 서구 가현산로**번길 ** (대곡동),,01,영업/정상,영업,,1종,제재업
3000,(주)중앙창호(1종),5000,170519.718186291,444795.444866073,2026-05-01 22:49:25,I,1,정상,"창호, 가구재",2014-04-03 10:11:58,2014-04-03,,356000090201300050,이정무,3560000,인천광역시 서구 길주로 ** (석남동),,01,영업/정상,영업,,1종,제재업
6000,태백목재(주)(1종),50,170477.53128976,443638.802751408,2026-05-01 22:49:25,I,1,정상,조경재,2014-06-02 09:24:50,2013-11-04,,356000090201300054,김선례(제재업1종-교육수료),3560000,인천광역시 서구 염곡로 *** (가정동),,01,영업/정상,영업,,1종,제재업
12000,우수목재산업(1종),129,167362.761399105,445250.067426847,2026-05-01 22:49:25,I,1,정상,"각재, 제재",2018-03-30 09:47:43,2014-04-09,,356000090201300057,방장혁,3560000,인천광역시 서구 북항로 **-** (원창동),,01,영업/정상,영업,,1종,제재업
13330,(주)대일임업(1종),300,,,2026-05-01 22:49:25,I,1,정상,각재,2014-04-14 20:57:16,2014-04-09,,356000090201300060,강윤원(제재업1종 교육이수),3560000,인천광역시 서구 봉수대로 ** (원창동),,01,영업/정상,영업,,1종,제재업
7500,(주)산수종합목재(1종),200,169296.109357695,443862.111921954,2026-05-01 22:49:25,I,1,정상,"각재, 판재",2022-12-02 15:28:18,2014-05-07,,356000090201300062,강현규(제재업1종 교육이수완료),3560000,인천광역시 서구 보도진로**번길 ** (가좌동),,01,영업/정상,영업,,1종,제재업
5000,(주)산수종합목재(3종),200,169296.109357695,443862.111921954,2026-05-01 22:49:25,I,1,정상,방부목,2022-12-02 15:32:04,2014-05-07,,356000090201300064,강현규(제재업3종 교육이수완료),3560000,인천광역시 서구 보도진로**번길 ** (가좌동),,01,영업/정상,영업,,3종,제재업
1500,경민산업(주)(3종),500,169354.308851012,444085.14886527,2026-05-01 22:49:29,I,1,정상,구조용 집성목,2023-05-03 13:56:13,2014-04-15,,356000090201300067,이한식(제재업3종 교육수료),3560000,인천광역시 서구 건지로 *** (석남동),,01,영업/정상,영업,,3종,제재업
7000,노아산업(주)(1종),400,,,2026-05-01 22:49:26,I,1,정상,"각재, 토류판",2014-04-15 14:33:22,2014-04-15,인천광역시 서구 가좌동,356000090201300069,최광일(제재업1종 교육수료),3560000,,,01,영업/정상,영업,,1종,제재업
1800,동오목재(1종),480,168034.585681875,445240.819941914,2026-05-01 22:49:26,I,1,정상,"미송, 뉴송 등 가공",2025-07-04 10:31:57,2013-11-13,인천광역시 서구 원창동 ***-**,356000090201300072,박동수,3560000,인천광역시 서구 북항로 **-** (원창동),22853,01,영업/정상,영업,032-577-3724,1종,제재업
6330,***(1종),135,169291.834980668,443447.455605815,2026-05-01 22:49:26,I,1,정상,각재,2014-04-14 20:41:05,2014-04-09,인천광역시 서구 가좌동 **통*반,356000090201300074,윤봉구(제재업1종 교육수료),3560000,인천광역시 서구 보도진로**번길 ** (가좌동),,01,영업/정상,영업,,1종,제재업
6500,(주)동양목재(1종),500,166816.986342306,453357.672192905,2026-05-01 22:49:26,I,1,정상,"각재, 파렛트",2024-06-05 10:47:21,2014-04-09,인천광역시 서구 오류동 ****,356000090201300080,,3560000,인천광역시 서구 길무로 *** (오류동),22668,01,영업/정상,영업,032-578-8121,1종,제재업
6500,(주)동양목재(3종),500,166816.986342306,453357.672192905,2026-05-01 22:49:26,I,1,정상,방부목,2024-06-05 10:55:45,2014-04-09,인천광역시 서구 오류동 ****,356000090201300082,조행만(제재업3종 교육이수),3560000,인천광역시 서구 길무로 *** (오류동),22668,01,영업/정상,영업,032-578-8121,3종,제재업
7000,한일목재(1종),31,168505.42287721,456351.031372159,2026-05-01 22:49:26,I,1,정상,"각재, 판재",2022-07-15 10:55:37,2013-11-16,인천광역시 서구 금곡동 ***-*,356000090201300089,민동석,3560000,,,01,영업/정상,영업,,1종,제재업
20000,(주)보령목재(1종),200,165009.914422448,454671.667524796,2026-05-01 22:49:26,I,1,정상,각재,2015-11-12 14:13:54,2013-11-16,,356000090201300090,서경원(제재업1종-교육수료),3560000,인천광역시 서구 마중로 ** (오류동),,01,영업/정상,영업,,1종,제재업
4435,(주)대현목재(1종),50,,,2026-05-01 22:49:26,I,1,정상,"남양재, 미송 등 제재",2014-04-15 18:57:30,2014-04-15,,356000090201300093,남궁 원(제재업1종 교육수료),3560000,인천광역시 서구 북항로 ** (석남동),,01,영업/정상,영업,,1종,제재업
6660,(주)동아포레스트(1종),50,,,2026-05-01 22:49:26,I,1,정상,"목재박스, 파렛트",2013-11-25 10:24:36,2013-11-25,인천광역시 서구 오류동 검단일반산업단지 *블럭 *롯트 ****번지,356000090201300098,,3560000,,,01,영업/정상,영업,032-569-5458,1종,제재업
10000,(주)한국목재산업(1종),150,169488.522610942,444506.192127627,2026-05-01 22:49:26,I,1,정상,"각재, 판재",2013-11-25 11:11:35,2013-11-25,,356000090201300102,,3560000,인천광역시 서구 건지로***번길 ** (석남동),,01,영업/정상,영업,032-571-4562,1종,제재업
2500,주식회사 성은글로벌(1종),900,168304.908994528,444754.580124533,2026-05-01 22:49:26,I,1,정상,목재 파렛트,2017-12-04 12:28:55,2013-11-25,인천광역시 서구 석남동 ***-** (주식회사성은물류)공장,356000090201300104,이현주,3560000,인천광역시 서구 원석로 *** (석남동),22769,01,영업/정상,영업,032-578-7550,1종,제재업
12000,강문특수목재(주)(1종),500,164947.680831161,454629.796451089,2026-05-01 22:49:26,I,1,정상,"대일수출재, 목조주택자재",2024-11-29 13:33:37,2013-11-25,인천광역시 서구 오류동 ****-*,356000090201300105,강주원,3560000,인천광역시 서구 마중로 ** (오류동),22666,01,영업/정상,영업,032-569-6501,1종,제재업
4400,(주)정성종합목재(1종),400,,,2026-05-01 22:49:26,I,1,정상,"목재, 파렛트",2014-05-16 17:13:36,2014-05-16,인천광역시 계양구 오류동,356000090201300112,이현철(제재업1종-교육수료),3560000,,,01,영업/정상,영업,,1종,제재업
1700,동영목재(주)(1종),210,171551.113248355,442681.439825379,2026-05-01 22:49:26,I,1,정상,각재,2024-03-08 17:30:29,2013-11-25,,356000090201300113,,3560000,인천광역시 서구 장고개로 *** (가좌동),,01,영업/정상,영업,,1종,제재업
500168,정은목재 주식회사(1종),100,167947.133137483,453759.042590318,2026-05-01 22:49:26,I,1,정상,제재목,2013-11-27 17:25:48,2013-11-25,,356000090201300114,,3560000,인천광역시 서구 원당대로***번길 ** (왕길동),,01,영업/정상,영업,,1종,제재업
300,(주)구일특수목재(1종),50,168807.242601649,449708.813325924,2026-05-01 22:49:26,I,1,정상,"남양재 제재, 몰딩재가공",2021-06-07 15:53:48,2013-11-25,,356000090201300117,박준범,3560000,인천광역시 서구 호두산로**번길 ** (경서동),,01,영업/정상,영업,032-582-0964,1종,제재업
8000,태림종합포장(1종),1379,,,2026-05-01 22:49:26,I,1,정상,제재목,2022-12-22 11:00:59,2014-04-15,인천광역시 서구 오류동 검단일반산업단지 **-*,356000090201300128,강석남(제재업1종 교육수료),3560000,,,01,영업/정상,영업,032-579-2440,1종,제재업
2400,두산종합목재(주)(1종),100,169122.188316532,444763.675407026,2026-05-01 22:49:26,I,1,정상,"판재, 각재",2024-08-22 10:22:35,2013-12-03,,356000090201300131,백신환,3560000,인천광역시 서구 건지로**번길 **-** (석남동),,01,영업/정상,영업,032-583-2844,1종,제재업
500,(주)케이원 우드(3종),200,169358.437852877,443668.864955323,2026-05-01 22:49:26,I,1,정상,고열처리목재,2024-03-08 17:43:45,2013-12-03,,356000090201300133,,3560000,인천광역시 서구 보도진로 ** (가좌동),,01,영업/정상,영업,032-578-6660,3종,제재업
500,(주)케이원 우드(1종),200,169358.437852877,443668.864955323,2026-05-01 22:49:26,I,1,정상,목재제재,2024-03-08 17:44:04,2013-12-03,,356000090201300134,,3560000,인천광역시 서구 보도진로 ** (가좌동),,01,영업/정상,영업,032-578-6660,1종,제재업
1000,정동목재(1종),826,167775.233410268,445161.530285061,2026-05-01 22:49:26,I,1,정상,미송 무절,2014-08-12 11:26:51,2013-12-03,,356000090201300137,박정수(교육수료),3560000,인천광역시 서구 북항로 **-** (석남동),,01,영업/정상,영업,,1종,제재업
20000,(주)대양목재(1종),50,168733.883986379,444328.11202425,2026-05-01 22:49:26,I,1,정상,"뉴송, 미송 등 원목제재",2024-11-08 16:36:04,2014-04-15,인천광역시 서구 석남동 ***-**,356000090201300138,장주영(제재업1종 교육수료),3560000,인천광역시 서구 건지로 **-** (석남동),22769,01,영업/정상,영업,,1종,제재업
5000,신대림제재소(1종),1172,,,2026-05-01 22:49:27,I,1,정상,"한옥재, 조경재, 건축재",2013-12-06 17:02:13,2013-12-06,인천광역시 서구 오류동 검단일반산업단지 *-*,356000090201300140,,3560000,,,01,영업/정상,영업,032-811-7779,1종,제재업
6000,(주)신대림(1종),250,,,2026-05-01 22:49:27,I,1,정상,"한옥재, 조경재, 건축재",2013-12-06 17:11:04,2013-12-06,인천광역시 서구 오류동 검단일반산업단지 *-*,356000090201300141,,3560000,,,01,영업/정상,영업,032-566-7972,1종,제재업
4000,주식회사 넘버원우드(1종),50,166773.310956799,453899.399394419,2026-05-01 22:49:27,I,1,정상,목재 가공,2013-12-06 17:28:45,2013-12-06,,356000090201300144,,3560000,인천광역시 서구 원당대로***번길 ** (오류동),,01,영업/정상,영업,032-564-2331,1종,제재업
2000,(주)가림목재(1종),100,,,2026-05-01 22:49:27,I,1,정상,각재,2015-01-21 18:26:47,2013-12-06,인천광역시 서구 오류동 검단산업일반단지*-*블럭,356000090201300145,김미숙,3560000,,,01,영업/정상,영업,,1종,제재업
12000,대일기업 주식회사(4종),250,169506.660018155,444550.128250021,2026-05-01 22:49:27,I,1,정상,"우드칩, 화목",2020-05-11 17:23:42,2013-12-07,,356000090201300150,김빛나(교육수료),3560000,인천광역시 서구 건지로***번길 ** (석남동),,01,영업/정상,영업,032-571-8925,4종,제재업
40000,한성기업(4종),1358,,,2026-05-01 22:49:33,I,1,정상,"우드칩, 화목",2022-11-30 09:44:27,2013-12-07,인천광역시 서구 오류동 ***-* 검단일반산업단지 *-*,356000090201300151,이수천(교육수료),3560000,"인천광역시 서구 검단로 ***, 검단일반산업단지 *-* (오류동)",22654,01,영업/정상,영업,,4종,제재업
2000,에스와이우드(주)(1종),400,165685.136868897,450493.76755138,2026-05-01 22:49:28,I,1,정상,"각재, 판재, 박판, 유사적층판",2025-01-07 10:37:40,2014-04-11,인천광역시 서구 오류동 ****-*,356000090201300159,문성렬(제재업1종 교육수료),3560000,"인천광역시 서구 경인항대로 **, 에스와이우드 (오류동)",22850,01,영업/정상,영업,032-578-1500,1종,제재업
4000,(주)유경종합목재(1종),100,170527.874690157,453713.892757656,2026-05-01 22:49:28,I,1,정상,"건축재, 조경재, 한옥재, 가구재 등",2014-03-20 21:02:25,2014-03-19,,356000090201300160,,3560000,인천광역시 서구 드림로***번길 **-** (백석동),,01,영업/정상,영업,,1종,제재업
2800,주식회사 정목(1종),100,167902.695353095,445069.815466962,2026-05-01 22:49:29,I,1,정상,"각재, 목재",2018-07-10 19:41:11,2013-12-07,인천광역시 서구 원창동 ***-* 조광목재,356000090201300161,조은수,3560000,"인천광역시 서구 북항로 **, 조광목재 (원창동)",22853,01,영업/정상,영업,,1종,제재업
3800,조광목재(1종),50,167394.773973457,453976.274385343,2026-05-01 22:49:28,I,1,정상,"각재, 판재",2023-03-03 09:39:16,2013-12-07,,356000090201300163,조은호,3560000,인천광역시 서구 두루물로*번길 * (오류동),,01,영업/정상,영업,032-562-4622,1종,제재업
250000,동화기업(주)(4종),10603,170591.506308917,443645.160200202,2026-05-01 22:49:28,I,1,정상,우드칩,2025-07-18 17:51:53,2013-12-07,인천광역시 서구 가좌동 ***-*,356000090201300169,박동수,3560000,인천광역시 서구 가정로**번길 ** (가좌동),22835,01,영업/정상,영업,032-585-0683,4종,제재업
748250,동화기업(주)(2종),10603,170591.506308917,443645.160200202,2026-05-01 22:49:28,I,1,정상,"PB, MDF",2025-08-18 13:19:27,2013-12-07,인천광역시 서구 가좌동 ***-*,356000090201300171,,3560000,인천광역시 서구 가정로**번길 ** (가좌동),22835,01,영업/정상,영업,032-585-0683,2종,제재업
954598,천산목재(주)(1종),300,,,2026-05-01 22:49:29,I,1,정상,"각재, 판재",2014-11-03 08:49:55,2013-12-09,,356000090201300178,민금례(교육이수),3560000,인천광역시 서구 경명대로***번안길 ** (경서동),,01,영업/정상,영업,032-577-6320,1종,제재업
10296,금성목재(주)(1종),100,164904.273065868,454549.361425672,2026-05-01 22:49:29,I,1,정상,"뉴송, 미송등 제재",2024-12-19 09:42:10,2013-12-09,인천광역시 서구 오류동 ****-*,356000090201300180,"김상봉, 김의돈",3560000,인천광역시 서구 마중로 ** (오류동),22666,01,영업/정상,영업,032-568-3811,1종,제재업
27000,(주)원창(1종),200,166890.491763013,453897.937248728,2026-05-01 22:49:29,I,1,정상,"소송,카송,제재",2014-06-02 11:17:55,2013-12-09,,356000090201300181,"이운옥,김성한(제재업1종-교육수료)",3560000,인천광역시 서구 원당대로***번길 ** (오류동),,01,영업/정상,영업,,1종,제재업
1000,대석목재(1종),30,169419.313082625,446436.186893413,2026-05-01 22:49:29,I,1,정상,내장재,2022-12-02 15:47:34,2013-12-09,인천광역시 서구 원창동 ***-*,356000090201300186,한창헌(제재업1종-교육수료),3560000,인천광역시 서구 봉수대로***번길 ** (원창동),,01,영업/정상,영업,,1종,제재업
300,(주)대한우드(1종),100,166992.14169904,454424.336453037,2026-05-01 22:49:29,I,1,정상,"판재, 데크재",2024-03-08 17:48:01,2013-12-09,,356000090201300187,장진석(제재업1종-교육수료),3560000,인천광역시 서구 원당대로***번길 *-** (오류동),,01,영업/정상,영업,,1종,제재업
450,(주)두원종합물류(1종),50,168947.538795033,449838.276475854,2026-05-01 22:49:29,I,3,폐업,수출용목상자,2026-02-02 21:04:56,2014-02-18,,356000090201300189,,3560000,인천광역시 서구 중봉대로 *** (경서동),,03,폐업,폐업,,1종,제재업
10200,***(1종),41,167572.367355211,455335.073657938,2026-05-01 22:49:31,I,1,정상,"각재, 판재, 파렛트",2014-08-19 11:15:45,2013-12-09,,356000090201300190,권귀현(교육수료),3560000,인천광역시 서구 백석산로 **-** (오류동),,01,영업/정상,영업,,1종,제재업
3300,***(1종),102,167271.328974286,453728.644019737,2026-05-01 22:49:30,I,1,정상,"조경재, 포장재",2015-11-12 14:55:37,2013-12-09,,356000090201300191,길미옥(교육수료),3560000,인천광역시 서구 두루물로**번길 * (오류동),22669,01,영업/정상,영업,,1종,제재업
5900,(주)삼전성림(1종),650,167087.165853927,453757.084354235,2026-05-01 22:49:30,I,1,정상,"제재목, 가공목",2016-02-05 10:18:23,2013-12-10,,356000090201300197,박형근 교육이수,3560000,인천광역시 서구 원당대로***번길 ** (오류동),,01,영업/정상,영업,,1종,제재업
2800,근우드(1종),35,,,2026-05-01 22:49:30,I,1,정상,"각재, 판재",2013-12-10 19:52:12,2013-12-10,인천광역시 서구 마전동 *** 영남탑스빌 ***-***,356000090201300201,,3560000,,,01,영업/정상,영업,,1종,제재업
3000,테바산업(1종),103,169698.717050036,454467.074024955,2026-05-01 22:49:30,I,1,정상,건축자재,2013-12-10 19:56:10,2013-12-10,,356000090201300202,,3560000,인천광역시 서구 원당대로 ***-* (원당동),,01,영업/정상,영업,032-561-4028,1종,제재업
30000,(주)신유(4종),50,170741.114884147,443414.233533277,2026-05-01 22:49:30,I,1,정상,"우드칩, 화목",2014-08-19 11:13:18,2013-12-10,,356000090201300203,윤현구(교육수료),3560000,인천광역시 서구 가정로**번길 ** (가좌동),,01,영업/정상,영업,,4종,제재업
1000,경동목재(1종),86,,,2026-05-01 22:49:30,I,1,정상,제재목,2014-06-02 11:08:24,2013-12-10,,356000090201300204,윤동혁(제재업1종-교육수료),3560000,인천광역시 서구 건지로**번길 ** (석남동),,01,영업/정상,영업,,1종,제재업
10000,(주)정문목재(1종),48,165133.350049476,454805.294999825,2026-05-01 22:49:31,I,1,정상,"건축자재, 파렛트, 조경재",2023-08-01 13:22:56,2013-12-12,인천광역시 서구 오류동 ****-**,356000090201300217,,3560000,인천광역시 서구 도담로 * (오류동),22666,01,영업/정상,영업,,1종,제재업
10000,정문목재(1종),50,,,2026-05-01 22:49:32,I,1,정상,"건축자재, 파렛트, 조경재",2024-03-05 10:19:12,2013-12-12,인천광역시 서구 오류동 검단일반산업단지 *-**,356000090201300218,,3560000,,,01,영업/정상,영업,032-569-4059,1종,제재업
500,태승재제소(1종),177,167455.916335862,455396.61965694,2026-05-01 22:49:31,I,1,정상,"각재, 판재",2013-12-12 10:47:54,2013-12-12,,356000090201300219,,3560000,인천광역시 서구 백석산로 **-* (오류동),,01,영업/정상,영업,,1종,제재업
500,(주)영진목재(1종),100,170735.840913922,443488.081401047,2026-05-01 22:49:31,I,1,정상,"문틀, 각재",2018-07-24 19:13:29,2013-12-12,인천광역시 서구 가좌동 ***,356000090201300220,이해복,3560000,인천광역시 서구 가정로**번길 ** (가좌동),,01,영업/정상,영업,,1종,제재업
11990,대문목재(주)(1종),300,165609.891117057,444540.011590499,2026-05-01 22:49:31,I,1,정상,뉴송 제재,2020-07-22 17:19:19,2014-05-07,인천광역시 서구 원창동 ***-** 대문목재,356000090201300224,설지혜(제재업1종 교육수료),3560000,"인천광역시 서구 북항로***번길 **, 대문목재 (원창동)",22857,01,영업/정상,영업,032-577-7733,1종,제재업
