사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가일자,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,재개업일자,영업내용,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
종합인테리어,,211211.310752297,447658.516624962,2026-05-01 22:32:57,I,20,정상,2023-06-19 15:43:02,2015-10-20,서울특별시 강동구 성내동 ***,2004324009108200002,3240000,서울특별시 강동구 풍성로 *** (성내동),05394,,옥외광고물제작설치,01,영업/정상,,,02-484-2885
신우애드컴,,212236.962703361,448785.247292596,2026-05-01 22:32:57,I,20,정상,2012-10-12 16:55:03,2008-11-09,서울특별시 강동구 천호동 **-**,2004324009108200003,3240000,서울특별시 강동구 천중로 *** (천호동),,,광고물제작,01,영업/정상,,,02-482-7770
(주)대송애드컴,,211799.887700058,449422.305432688,2026-05-01 22:32:57,I,70,취소,2023-11-21 15:56:03,2004-02-05,서울특별시 강동구 천호동 ***-**,2004324009108200005,3240000,서울특별시 강동구 구천면로 *** (천호동),,,옥외광고물제작설치,04,취소/말소/만료/정지/중지,,,02-477-6816
명진애드컴,,211971.021444603,447914.13269307,2026-05-01 22:32:57,I,20,정상,2020-12-08 10:57:49,2004-12-21,서울특별시 강동구 성내동 ***-**,2004324009108200027,3240000,서울특별시 강동구 양재대로***길 ** (성내동),,,옥외광고물제작설치,01,영업/정상,,,02-470-2898
룩사인,,212331.143303683,449842.811292382,2026-05-01 22:32:57,I,20,정상,2020-12-08 10:55:16,2005-01-04,서울특별시 강동구 암사동 ***-**,2004324009108200028,3240000,서울특별시 강동구 구천면로 *** (암사동),,,옥외광고물제작설치,01,영업/정상,,,02-471-8449
명성아크릴,,211583.799615905,447487.870308273,2026-05-01 22:32:57,I,20,정상,2020-12-14 15:36:09,2007-10-11,서울특별시 강동구 성내동 ***-*,2005324009108200004,3240000,서울특별시 강동구 성안로 ** (성내동),,,옥외광고물제작설치,01,영업/정상,,,02-472-9413
칸애드,,211462.695750076,448848.108450415,2026-05-01 22:32:58,I,20,정상,2020-12-08 13:50:18,2005-06-14,서울특별시 강동구 천호동 ***-* (***호)호,2005324012108200004,3240000,"서울특별시 강동구 구천면로 ***-*, ***호 (천호동)",,,옥외광고물제작설치,01,영업/정상,,,02-488-8119
동명광고,,211436.208249886,449203.015563379,2026-05-01 22:32:58,I,20,정상,2020-12-14 15:14:56,2005-08-01,서울특별시 강동구 천호동 ***-*,2005324012108200006,3240000,서울특별시 강동구 천중로 ** (천호동),,,옥외광고물제작설치,01,영업/정상,,,02-474-6696
드림디자인,,212662.837129463,447963.912133249,2026-05-01 22:32:58,I,30,휴업,2023-03-09 14:41:29,2020-11-24,서울특별시 강동구 둔촌동 **-*,2005324012108200016,3240000,"서울특별시 강동구 명일로**길 **, 탑스빌딩 ***호 (둔촌동)",05361,,옥외광고물제작설치,02,휴업,2023-03-06,2028-03-05,02-473-9133
칸디자인,,211350.717645253,449219.605890126,2026-05-01 22:32:58,I,20,정상,2020-12-08 13:47:17,2008-10-23,서울특별시 강동구 천호동 ***-* 칸디자인,2006324012108200001,3240000,서울특별시 강동구 천중로 **-* (천호동),05322,,옥외광고물 제작 및 설치,01,영업/정상,,,02-488-5550
라인애드,,212936.573524909,448847.428049058,2026-05-01 22:32:58,I,20,정상,2020-12-14 15:21:26,2006-02-22,서울특별시 강동구 길동 **-*,2006324012108200005,3240000,서울특별시 강동구 명일로 *** (길동),,,옥외광고물제작설치,01,영업/정상,,,02-479-4841
(주)성현디앤씨,,211462.152085725,446852.349671616,2026-05-01 22:32:58,I,20,정상,2024-04-04 10:16:31,2014-08-04,서울특별시 강동구 성내동 ***-**,2007324014308200002,3240000,서울특별시 강동구 양재대로**길 ** (성내동),,,옥외광고물제작설치,01,영업/정상,,,02-2033-9400
싸인플러스,,212672.782810164,449695.143293806,2026-05-01 22:32:58,I,20,정상,2019-08-14 16:06:24,2011-04-07,서울특별시 강동구 명일동 ***-* 대성빌딩 ***호,2007324014308200007,3240000,"서울특별시 강동구 상암로**길 **, 대성빌딩 ***호 (명일동)",05295,,옥외광고물제작설치,01,영업/정상,,,
주식회사 좋은그림,2026-04-30,167614.202772558,441202.681447671,2026-05-01 03:03:03,U,40,폐업,2026-04-30 09:12:30,2025-04-24,,2025349022008500001,3490000,인천광역시 중구 개항로 *** (경동),22319,,옥외광고물 제작 및 설치,03,폐업,,,
라임기획(드림오피스),,170498.763224288,440564.979442528,2026-05-01 03:03:03,U,20,정상,2026-04-30 09:01:42,2017-12-28,인천광역시 미추홀구 도화동 ***-*,2013351011808500005,3510500,"인천광역시 미추홀구 석정로***번길 **, ***호 (도화동)",22118,,"인쇄물,실사현수막 제조",01,영업/정상,,,
