건물용도명,사업장명,폐업일자,좌표X,좌표Y,문화사업자구분명,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,제작취급품목내용,시설면적,시설규모,지상층수,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,지역구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,주변환경명,휴업시작일자,휴업종료일자,소재지전화번호,총층수,지하층수
,익스트림씨어터3관,2021-03-05,199730.620290942,453348.895548068,공연장,공연장,2026-03-11 01:20:46,I,03,폐업,,,,,2021-03-08 10:55:28,,2015-09-21,,서울특별시 종로구 명륜4가 198-3,CDFE1230002015000020,3000000,,"서울특별시 종로구 창경궁로 227, 지하1층 (명륜4가, 성우빌딩)",03073,03,폐업,,,,,,
,달달씨어터,2018-08-12,199987.615821173,453377.41993138,공연장,공연장,2026-03-11 01:20:47,I,03,폐업,,,,,2018-09-03 15:50:23,,2015-10-06,,서울특별시 종로구 명륜4가 69-1,CDFE1230002015000021,3000000,,"서울특별시 종로구 대명1길 20, 지하1층 (명륜4가)",03078,03,폐업,,,,02-985-5654,,
,엘림홀,2021-10-21,200353.602209473,453010.190296036,공연장,공연장,2026-03-11 01:20:47,I,03,폐업,,,,,2022-01-04 10:02:57,,2015-10-14,,서울특별시 종로구 동숭동 195-6,CDFE1230002015000022,3000000,,"서울특별시 종로구 이화장길 94, 2층 (동숭동)",03088,03,폐업,,,,02-765-6503,,
,동화 소극장,2020-02-07,199803.362144139,453497.113513886,공연장,공연장,2026-03-11 01:20:47,I,03,폐업,,,,,2020-02-20 10:06:31,,2015-10-29,,서울특별시 종로구 명륜2가 208-5,CDFE1230002015000024,3000000,,"서울특별시 종로구 성균관로 6-5, 지하1층 (명륜2가)",03074,03,폐업,,,,,,
,푸른달 극장,2016-12-12,,,공연장,공연장,2026-03-11 01:20:47,I,03,폐업,,,,,2016-12-12 14:56:15,,2015-11-19,,서울특별시 종로구 혜화동 194,CDFE1230002015000025,3000000,,"서울특별시 종로구 대학로14길 18-2, 지하1층 (혜화동)",03084,03,폐업,,,,,,
,연극,2016-11-25,199039.650890169,452598.730508313,공연장,공연장,2026-03-11 01:20:47,I,03,폐업,,,,,2016-11-25 16:19:56,,2015-11-26,,서울특별시 종로구 운니동 48-2,CDFE1230002015000026,3000000,,"서울특별시 종로구 삼일대로32길 55-3, 지하1층 (운니동)",03131,03,폐업,,,,02-766-3545,,
,삼청로 146,2018-01-02,198337.232987306,453990.277739872,공연장,공연장,2026-03-11 01:20:48,I,03,폐업,,,,,2018-01-02 17:17:30,,2015-12-14,,서울특별시 종로구 삼청동 26-2,CDFE1230002015000029,3000000,,"서울특별시 종로구 삼청로 146, 지하2층 (삼청동)",03050,03,폐업,,,,,,
,하모니아트홀,2017-03-30,200280.193994523,453192.388711856,공연장,공연장,2026-03-11 01:20:48,I,03,폐업,,,,,2017-04-03 16:28:12,,2015-12-31,,서울특별시 종로구 동숭동 1-92,CDFE1230002015000030,3000000,,"서울특별시 종로구 대학로12길 69, 3층 (동숭동, 태원빌딩)",03086,03,폐업,,,,070-7673-6820,,
,대학로 아트홀 1관,2019-09-30,200306.889634085,453117.874916028,공연장,공연장,2026-03-11 01:20:50,I,03,폐업,,,,,2019-10-30 17:39:17,,2017-01-23,,서울특별시 종로구 동숭동 1-149 지하1층,CDFE1230002017000001,3000000,,"서울특별시 종로구 동숭길 47, 지하1층 (동숭동, 기업은행)",03086,03,폐업,,,,1661-6981,,
근린생활시설,30스튜디오,2018-12-31,199604.836746448,453404.308373198,공연장,공연장,2026-03-11 01:20:50,I,03,폐업,,,,,2019-01-15 10:38:39,,2017-06-12,,서울특별시 종로구 명륜3가 1-220,CDFE1230002017000004,3000000,,서울특별시 종로구 창경궁로27길 27-6 (명륜3가),03073,03,폐업,,,,02-766-9831,,
,허수아비 소극장,2021-12-31,199666.948921028,453452.586227938,공연장,공연장,2026-03-11 01:20:51,I,03,폐업,,,,,2022-12-29 08:48:19,,2018-04-23,,서울특별시 종로구 명륜3가 109-4,CDFE1230002018000002,3000000,,"서울특별시 종로구 성균관로3길 20-4, 지하1층 (명륜3가)",03073,03,폐업,,,,02-736-2428,,
,큐씨어터,2023-07-11,200243.327275344,453354.557438023,공연장,공연장,2026-03-11 01:20:51,I,03,폐업,,,,,2023-07-11 17:53:56,,2018-05-09,,서울특별시 종로구 동숭동 1-74,CDFE1230002018000005,3000000,,서울특별시 종로구 대학로8가길 79 (동숭동),03086,03,폐업,,,,02-744-7420,,
,졸탄극장,2024-03-12,200339.355459063,452844.349652172,공연장,공연장,2026-03-11 01:20:52,I,03,폐업,,,,,2024-03-12 15:04:55,,2019-06-20,,서울특별시 종로구 이화동 36-2,CDFE1230002019000004,3000000,,"서울특별시 종로구 이화장길 58, 지하2층 (이화동)",03088,03,폐업,,,,1661-3134,,
,판시어터,2022-07-08,198883.495161441,451852.440739439,공연장,공연장,2026-03-11 01:20:53,I,03,폐업,,,,,2022-07-28 08:56:10,,2019-10-04,,서울특별시 종로구 관철동 33-1 시네코아,CDFE1230002019000007,3000000,,"서울특별시 종로구 삼일대로 386, 시네코아 4,5층 (관철동)",03191,03,폐업,,,,,,
,한양레퍼토리씨어터,2023-07-27,,,공연장,공연장,2026-03-11 01:20:53,I,03,폐업,,,,,2023-07-31 17:02:47,,2020-02-14,,서울특별시 종로구 혜화동 185 중원빌딩,CDFE1230002020000003,3000000,,"서울특별시 종로구 대학로 144, 중원빌딩 지하1층 (혜화동)",03084,03,폐업,,,,02-764-6460,,
,소극장 무극,2025-08-18,200005.67576435,453283.293031685,공연장,공연장,2026-03-11 01:20:56,I,03,폐업,,,,,2025-08-18 10:38:23,,2022-06-09,,서울특별시 종로구 명륜4가 111-2,CDFE1230002022000002,3000000,,"서울특별시 종로구 대학로9길 18, 지하층 (명륜4가)",03079,03,폐업,,,,,,
,대학로 연극플레이스 혜화,2024-07-12,200241.539609902,453188.69990349,공연장,공연장,2026-03-11 01:20:56,I,03,폐업,,,,,2024-07-15 15:52:38,,2022-08-12,,서울특별시 종로구 동숭동 1-100,CDFE1230002022000003,3000000,,"서울특별시 종로구 대학로8가길 111, 지하1층 (동숭동)",03086,03,폐업,,,,02-6954-0772,,
,(주)국도극장,2000-01-06,199603.040706779,451543.643423302,공연장,공연장,2026-03-11 01:23:33,I,03,폐업,,0,0,0,2003-02-11 18:21:03,,1956-04-21,100-849,서울특별시 중구 을지로4가 310-0,CDFE1230001956000001,3010000,,서울특별시 중구 을지로 164  (을지로4가),,03,폐업,,,,,0,0
,대한극장,2000-06-27,,,공연장,공연장,2026-03-11 01:23:34,I,03,폐업,,0,0,,2003-02-11 18:21:03,,1956-06-18,100-863,서울특별시 중구 충무로4가 125,CDFE1230001956000002,3010000,,,,03,폐업,,,,,,
,국립중앙극장 별오름극장,2022-06-30,199941.904968023,450066.837234924,공연장,공연장,2026-03-11 01:23:34,I,03,폐업,,,,,2022-07-07 16:27:04,,1973-10-17,100-857,서울특별시 중구 장충동2가 산 14-67,CDFE1230001973000003,3010000,,서울특별시 중구 장충단로 59 (장충동2가),,03,폐업,,,,22804051,,
근린생활시설,삼일로창고극장,2016-12-09,198862.290820926,451238.754820549,공연장,공연장,2026-03-11 01:23:35,I,03,폐업,,,,3,2016-12-09 14:52:46,,1975-05-17,100-031,서울특별시 중구 저동1가 20-6,CDFE1230001975000002,3010000,상업지역,서울특별시 중구 삼일대로9길 12 (저동1가),,03,폐업,기타,,,,3,0
,호암아트홀,2014-10-28,,,공연장,공연장,2026-03-11 01:23:35,I,03,폐업,,0,0,,2014-10-28 09:08:27,,1985-04-15,100-130,서울특별시 중구 순화동 7,CDFE1230001985000001,3010000,,서울특별시 중구 서소문로 88 (순화동),,03,폐업,,,,,,
,호암아트홀,2014-10-27,,,공연장,공연장,2026-03-11 01:23:35,I,03,폐업,,,,,2014-10-28 09:09:10,,1985-04-15,100-130,서울특별시 중구 순화동 7,CDFE1230001985000002,3010000,,서울특별시 중구 서소문로 88 (순화동),,03,폐업,,,,,,
,한국문화예술단,1996-09-05,199571.599470393,451124.851387624,공연장,공연장,2026-03-11 01:23:42,I,03,폐업,,0,0,,2003-02-11 18:21:03,,1995-10-25,100-863,서울특별시 중구 충무로4가 120-3,CDFE1230001995000016,3010000,,서울특별시 중구 퇴계로 217  (충무로4가),,03,폐업,,,,,,
,콘서트홀,2024-04-19,196979.923072779,442998.892719243,공연장,공연장,2026-03-10 22:36:33,I,03,폐업,,,,,2024-11-18 10:31:31,,2013-06-18,156-881,서울특별시 동작구 사당동 200-1,CDFE1230002013000001,3190000,,서울특별시 동작구 사당로 143 (사당동),,03,폐업,,,,02-3479-0231,1,
,더케이아트홀,2021-02-19,,,공연장,공연장,2026-03-11 00:58:09,I,03,폐업,,,,,2021-02-19 10:45:40,,1991-04-30,137-893,서울특별시 서초구 양재동 202,CDFE1230001991000002,3210000,,서울특별시 서초구 바우뫼로12길 70 (양재동),,03,폐업,,,,,,
근린생활시설,씨네맥스 영화관(1관),2011-01-14,198416.687503983,442938.69995442,공연장,공연장,2026-03-11 01:00:33,I,03,폐업,,1507.7,1508,0,2011-01-14 10:20:47,,1996-05-28,137-852,서울특별시 서초구 방배동 1823-0,CDFE1230001996000001,3210000,,서울특별시 서초구 동작대로 134  (방배동),,03,폐업,,,,,0,0
,씨네맥스2,2011-01-14,,,공연장,공연장,2026-03-11 01:03:23,I,03,폐업,,0,0,,2011-01-14 10:20:02,,2001-03-30,137-852,서울특별시 서초구 방배동 1823,CDFE1230002001000001,3210000,,서울특별시 서초구 동작대로 134  (방배동),,03,폐업,,,,,,
,씨네맥스3,2011-01-14,,,공연장,공연장,2026-03-11 01:03:59,I,03,폐업,,0,0,,2011-01-14 10:21:56,,2001-03-30,137-852,서울특별시 서초구 방배동 1823,CDFE1230002001000002,3210000,,서울특별시 서초구 동작대로 134  (방배동),,03,폐업,,,,,,
,BLUE NOTE SEOUL(블루노트서울),2011-01-14,202058.674687128,444618.16731522,공연장,공연장,2026-03-11 01:08:10,I,03,폐업,,,,,2011-01-14 10:19:04,,2004-05-11,137-855,서울특별시 서초구 서초동 1303-22 교보타워 A동2층,CDFE1230002004000001,3210000,,"서울특별시 서초구 강남대로 465  (서초동,교보타워 A동2층)",,03,폐업,,,,02-514-8702,,
근린생활시설,반포아트홀M,2015-03-30,200005.626362552,444680.521703344,공연장,공연장,2026-03-11 01:13:00,I,03,폐업,,,,5,2015-03-30 10:36:45,,2010-12-10,137-042,"서울특별시 서초구 반포동 18-3 5층.  511, 512, 513호",CDFE1230002010000002,3210000,준주거지역,서울특별시 서초구 반포대로 287 (반포동),,03,폐업,아파트지역,,,02-593-5600,5,
유통시설,뉴코아 소극장,2015-10-02,200576.608647619,445241.8984183,공연장,공연장,2026-03-11 01:16:21,I,03,폐업,,,,5,2016-02-15 17:25:17,,2013-07-22,137-711,서울특별시 서초구 잠원동 70-2,CDFE1230002013000002,3210000,일반주거지역,,,03,폐업,아파트지역,,,02-530-5000,5,3
근린생활시설,네오 아트홀,2017-01-24,202173.486849488,444369.925403887,공연장,공연장,2026-03-11 01:17:58,I,03,폐업,,,,14,2017-01-24 17:45:51,,2013-10-21,137-855,서울특별시 서초구 서초동 1305-2,CDFE1230002013000005,3210000,일반상업지역,"서울특별시 서초구 강남대로 439, 지층 2호 (서초동)",,03,폐업,기타,,,02-766-7667,18,4
,강남아트홀1관,2019-06-30,,,공연장,공연장,2026-03-11 01:18:50,I,03,폐업,,,,,2019-07-30 18:27:02,,2015-11-26,,서울특별시 서초구 서초동,CDFE1230002015000001,3210000,,"서울특별시 서초구 서초대로73길 30 (서초동, 서초성우빌리지)",06614,03,폐업,,,,070-8129-7420,,1
,강남아트홀 2관,2019-06-30,,,공연장,공연장,2026-03-11 01:19:19,I,03,폐업,,,,,2019-07-30 18:27:26,,2015-11-26,,서울특별시 서초구 서초동,CDFE1230002015000002,3210000,,"서울특별시 서초구 서초대로73길 30 (서초동, 서초성우빌리지)",06614,03,폐업,,,,070-8129-7420,,
근린생활시설,슬로우씨티(Slow City),2022-09-29,202059.397382668,443969.750562859,공연장,공연장,2026-03-11 01:19:44,I,03,폐업,,,,,2022-09-29 10:22:39,,2016-04-07,,서울특별시 서초구 서초동 1316-3,CDFE1230002016000001,3210000,일반상업지역,"서울특별시 서초구 서운로 162, 지하층 (서초동)",06616,03,폐업,,,,02-3481-9597,1,1
,"""롤리팝아트홀""홀로그램극장",2023-09-20,204826.446037584,439051.081835459,공연장,공연장,2026-03-11 01:20:44,I,03,폐업,,,,,2023-10-17 18:12:50,,2021-03-17,,서울특별시 서초구 신원동 465-2,CDFE1230002021000002,3210000,,서울특별시 서초구 본마을4길 3 (신원동),06798,03,폐업,,,,,,
,247아트플랫폼,2023-10-04,200945.719425973,442335.47929551,공연장,공연장,2026-03-11 01:20:45,I,03,폐업,,,,,2023-10-04 18:48:07,,2022-07-20,,서울특별시 서초구 서초동 1461-2 삼현빌딩,CDFE1230002022000001,3210000,,"서울특별시 서초구 반포대로9길 3, 삼현빌딩 지하1층 (서초동)",06710,03,폐업,,,,,,1
근린생활시설,건대극장,,205804.747421072,448755.939202523,공연장,공연장,2026-03-11 00:27:48,I,03,폐업,,0,0,,2016-11-08 17:27:29,,1998-05-15,143-841,서울특별시 광진구 자양동 8-3,CDFE1230001998000013,3040000,근린상업지역,서울특별시 광진구 아차산로 208 (자양동),,03,폐업,주택가주변,,,,,
근린생활시설,여해문화공간,2016-12-09,200567.94573577,451205.32367165,공연장,공연장,2026-03-11 01:23:43,I,03,폐업,,,,,2016-12-09 11:34:19,,1997-03-01,100-391,서울특별시 중구 장충동1가 26-6,CDFE1230001997000004,3010000,상업지역,서울특별시 중구 장충단로 204 (장충동1가),,03,폐업,기타,,,22740161,,
,클럽이오이사,2018-04-30,,,공연장,공연장,2026-03-11 01:23:43,I,03,폐업,,0,0,,2018-05-03 15:45:21,,1998-12-17,100-857,서울특별시 중구 장충동2가 산 5-19,CDFE1230001998000007,3010000,,,,03,폐업,,,,,,
,신세계 메사홀,2018-08-30,,,공연장,공연장,2026-03-11 01:23:44,I,03,폐업,,,,,2018-09-03 14:06:43,,2000-08-11,,서울특별시 중구 회현동1가 204,CDFE1230002000000023,3010000,,"서울특별시 중구 남대문시장10길 2, 10, 11층 (회현동1가, 메사빌딩)",04529,03,폐업,,,,02-371-8380,,
근린생활시설,명보아트홀(하람홀),2021-12-31,199332.29889394,451378.467998728,공연장,공연장,2026-03-11 01:23:45,I,03,폐업,,,,7,2022-02-25 09:41:11,,2009-11-19,100-300,서울특별시 중구 초동 18-5 6층,CDFE1230002009000003,3010000,상업지역,"서울특별시 중구 마른내로 47, 6층 (초동)",,03,폐업,기타,,,22742424,11,4
,스테이지팩토리홀(Stagefactory Hall),2014-06-19,200263.363740556,450782.418260174,공연장,공연장,2026-03-11 01:23:45,I,03,폐업,,,,,2014-06-19 18:14:04,,2012-04-03,100-392,서울특별시 중구 장충동2가 190-10,CDFE1230002012000001,3010000,,서울특별시 중구 동호로 272 (장충동2가),,03,폐업,,,,02-720-0750,,
근린생활시설,경향아트힐 4관[(주)보보스컴퍼니],2015-09-22,,,공연장,공연장,2026-03-11 01:23:45,I,03,폐업,,,,,2015-09-22 14:59:56,,2012-10-23,100-702,서울특별시 중구 정동 22 경향신문사 2F (주)해라,CDFE1230002012000002,3010000,상업지역,"서울특별시 중구 정동길 3, 2층 (정동, (주)해라)",,03,폐업,기타,,,,,
근린생활시설,경향아트힐 4관,2016-03-16,,,공연장,공연장,2026-03-11 01:23:45,I,03,폐업,,,,,2016-03-16 15:48:40,,2012-11-26,,서울특별시 중구 정동 22,CDFE1230002012000003,3010000,상업지역,"서울특별시 중구 정동길 3, 2층 (정동, 경향신문사건물)",04518,03,폐업,기타,,,070-4070-8055,,
근린생활시설,JUMP 전용극장,2016-03-15,,,공연장,공연장,2026-03-11 01:23:45,I,03,폐업,,,,,2016-03-15 18:31:47,,2013-08-14,100-702,서울특별시 중구 정동 22 경향신문사 경향아트힐,CDFE1230002013000002,3010000,상업지역,서울특별시 중구 정동길 3 (정동),,03,폐업,기타,,,02-722-3995,,
,이화여고 100주년기념관,2018-10-10,197396.958791381,451509.63614311,공연장,공연장,2026-03-11 01:23:45,I,03,폐업,,,,,2023-01-19 15:13:09,,2015-08-21,,서울특별시 중구 정동 32-1,CDFE1230002015000002,3010000,,"서울특별시 중구 정동길 26 (정동, 심슨기념관)",04516,03,폐업,,,,02-752-3353,,
,중구구민회관 대강당,2016-02-23,200461.223528919,451808.563758166,공연장,공연장,2026-03-11 01:23:45,I,03,폐업,,,,2,2016-02-24 09:31:29,,2015-11-25,,서울특별시 중구 을지로6가 18-14,CDFE1230002015000004,3010000,,"서울특별시 중구 을지로39길 40, 3층 (을지로6가, 구민회관)",04563,03,폐업,,,,02-3396-4120,2,
,중구구민회관 소강당,2016-02-23,200461.223528919,451808.563758166,공연장,공연장,2026-03-11 01:23:45,I,03,폐업,,,,1,2016-02-24 09:32:09,,2015-11-25,,서울특별시 중구 을지로6가 18-14,CDFE1230002015000005,3010000,,"서울특별시 중구 을지로39길 40, 1층 (을지로6가, 구민회관)",04563,03,폐업,,,,02-3396-4120,1,
,경향아트힐4관,2022-03-03,,,공연장,공연장,2026-03-11 01:23:45,I,03,폐업,,,,18,2022-03-11 09:28:19,,2017-09-29,,서울특별시 중구 정동 22,CDFE1230002017000002,3010000,,"서울특별시 중구 정동길 3, 2층 4관호 (정동)",04518,03,폐업,,,,02-3701-1114,20,2
,그레뱅홀,2020-12-11,,,공연장,공연장,2026-03-11 01:23:45,I,03,폐업,,,,,2022-04-25 09:15:54,,2019-12-26,,서울특별시 중구 을지로1가 63 그레뱅뮤지엄 2층,CDFE1230002019000001,3010000,,"서울특별시 중구 을지로 23, 그레뱅뮤지엄 2층 (을지로1가)",04523,03,폐업,,,,02-777-4700,,
교육연구시설,이화여고 100주년기념관(화암홀),2024-12-31,197396.958791381,451509.63614311,공연장,공연장,2026-03-11 01:23:45,I,03,폐업,,,,2,2025-01-23 18:26:33,,2022-12-01,,서울특별시 중구 정동 32-1 이화여자고등학교,CDFE1230002022000001,3010000,,"서울특별시 중구 정동길 26, 이화여자고등학교 (정동)",04516,03,폐업,학교정화(절대),,,02-753-3353,2,
,워커힐민속예술단,2000-06-15,,,공연장,공연장,2026-03-11 00:21:16,I,03,폐업,,0,0,0,2003-05-13 11:34:49,,1992-06-02,143-210,서울특별시 광진구 광장동 산 21-0,CDFE1230001992000001,3040000,,,,03,폐업,,,,,0,0
,워커힐 씨어터(Walkerhill Theater),2021-11-04,,,공연장,공연장,2026-03-11 00:28:58,I,03,폐업,,,,,2021-11-05 13:15:29,,2002-12-17,143-800,서울특별시 광진구 광장동 (주)워커힐,CDFE1230002002000001,3040000,,서울특별시 광진구 워커힐로 177 (광장동),,03,폐업,,,,,,1
,롯데시네마 건대입구관 제5관,2016-01-04,206349.675048285,448396.939704285,공연장,공연장,2026-03-11 00:31:36,I,03,폐업,,,,,2016-01-05 17:22:42,,2007-07-02,143-730,서울특별시 광진구 자양동 227-0007,CDFE1230002007000001,3040000,,서울특별시 광진구 아차산로 272 (자양동),,03,폐업,,,,02-2024-1648,,
문화시설,스타시티 아트홀,2016-11-02,206241.82019349,448715.06998929,공연장,공연장,2026-03-11 00:32:42,I,03,폐업,,,,5,2016-11-02 11:11:22,,2010-12-29,143-914,서울특별시 광진구 화양동 4-20 스타시티 영존5층,CDFE1230002010000002,3040000,준주거지역,"서울특별시 광진구 능동로 110 (화양동,스타시티 영존5층)",,03,폐업,기타,,,,12,5
,동서울아트홀,2025-11-03,,,공연장,공연장,2026-03-11 00:33:14,I,03,폐업,,,,,2025-11-03 17:14:21,,2012-08-30,143-831,서울특별시 광진구 구의동 595,CDFE1230002012000001,3040000,,서울특별시 광진구 구의강변로 38 (구의동),,03,폐업,,,,02-3436-7777,,2
,석계소극장,2002-06-28,205680.753859868,456996.048176249,공연장,공연장,2026-03-10 22:30:35,I,03,폐업,,254.2,254,4,2003-02-21 10:29:23,,1990-01-25,139-841,서울특별시 노원구 월계동 46-1,CDFE1230001990000001,3100000,,서울특별시 노원구 화랑로 337  (월계동),,03,폐업,,,,,0,0
,유토아극장,2001-05-22,205457.289886391,460487.443375594,공연장,공연장,2026-03-10 22:30:39,I,03,폐업,,831.4,831,4,2003-02-21 10:29:23,,1991-02-23,139-831,서울특별시 노원구 상계동 764-1,CDFE1230001991000001,3100000,,서울특별시 노원구 동일로 1323  (상계동),,03,폐업,,,,,0,0
,미도파메트로홀,1999-12-23,,,공연장,공연장,2026-03-10 22:30:42,I,03,폐업,,944.74,945,8,2003-02-21 10:29:23,,1992-08-31,139-200,서울특별시 노원구 상계동 713,CDFE1230001992000001,3100000,,서울특별시 노원구 동일로 1414  (상계동),,03,폐업,,,,,,
근린생활시설,샤롯데홀,2004-02-13,,,공연장,공연장,2026-03-10 22:30:48,I,03,폐업,,,,8,2004-02-17 12:41:47,,2002-12-24,139-708,서울특별시 노원구 상계동 713 롯데백화점 8층,CDFE1230002002000001,3100000,,"서울특별시 노원구 동일로 1414  (상계동,롯데백화점 8층)",,03,폐업,기타,,,02-950-2871,,
,괜찮은홀 중계점,2019-04-24,,,공연장,공연장,2026-03-10 22:31:08,I,03,폐업,,,,,2019-04-29 10:02:54,,2017-02-06,,서울특별시 노원구 중계동 509 2001아울렛 7층,CDFE1230002017000001,3100000,,"서울특별시 노원구 동일로204가길 46, 7층 (중계동, 2001아울렛)",01783,03,폐업,,,,02-949-5801,,
문화시설,The stage(더스테이지),2017-07-07,194382.109981443,450450.682916715,공연장,공연장,2026-03-10 23:04:43,I,03,폐업,,,,15,2017-07-07 16:18:57,,2009-03-09,120-833,"서울특별시 서대문구 창천동 18-29 버티고빌딩 지하 2, 3층",CDFE1230002009000001,3120000,일반상업지역,서울특별시 서대문구 연세로 8-1 (창천동),,03,폐업,기타,,,,21,6
,퀸라이브홀,2020-08-12,194852.826965679,450616.419656255,공연장,공연장,2026-03-10 23:05:27,I,03,폐업,,,,,2020-08-12 13:22:35,,2012-01-26,120-809,서울특별시 서대문구 대현동 104-1 지하,CDFE1230002012000001,3120000,,"서울특별시 서대문구 신촌역로 13, 지하1층 (대현동)",,03,폐업,,,,,,1
,무빙온(Moving On),2018-01-29,194677.170974683,450476.398314135,공연장,공연장,2026-03-10 23:05:36,I,03,폐업,,,,,2018-01-30 14:24:43,,2012-06-22,120-180,서울특별시 서대문구 창천동 20-24,CDFE1230002012000002,3120000,,"서울특별시 서대문구 신촌로 129, 1층 (창천동, 아트레온)",,03,폐업,,,,,,
근린생활시설,신촌아트홀,2016-07-25,194340.906008609,450662.059403689,공연장,공연장,2026-03-10 23:05:51,I,03,폐업,,,,,2016-07-26 09:06:50,,2016-01-21,,서울특별시 서대문구 창천동 33-20,CDFE1230002016000001,3120000,,"서울특별시 서대문구 연세로 29, 8층 (창천동, 혜인빌딩)",03788,03,폐업,,,,,,
근린생활시설,신촌아트센터,2020-02-21,194340.906008609,450662.059403689,공연장,공연장,2026-03-10 23:05:58,I,03,폐업,,,,,2020-02-21 17:59:56,,2017-06-20,,서울특별시 서대문구 창천동 33-20,CDFE1230002017000001,3120000,,"서울특별시 서대문구 연세로 29, 8층 (창천동, 혜인빌딩)",03788,03,폐업,,,,,,
,공연 공간더하기,2020-02-21,194334.618853084,450650.747799211,공연장,공연장,2026-03-10 23:06:05,I,03,폐업,,,,,2020-02-21 18:00:25,,2017-06-21,,서울특별시 서대문구 창천동 33-27,CDFE1230002017000002,3120000,,"서울특별시 서대문구 연세로 27-1 (창천동, 대성빌딩)",03788,03,폐업,,,,,,
근린생활시설,프리버드 라이브홀,2019-10-21,,,공연장,공연장,2026-03-10 23:06:13,I,03,폐업,,,,,2019-10-21 17:45:57,,2017-07-27,,서울특별시 서대문구 창천동 472-1,CDFE1230002017000003,3120000,,"서울특별시 서대문구 연희로 14, B1층 (창천동, 삼성빌딩)",03784,03,폐업,,,,02-333-2701,,
문화시설,더 페인터즈 히어로 정동길 전용관,2021-01-12,,,공연장,공연장,2026-03-10 23:06:19,I,03,폐업,,,,17,2021-01-14 11:15:42,,2018-02-26,,서울특별시 서대문구 충정로3가 476 구세군빌딩,CDFE1230002018000001,3120000,상업지역,"서울특별시 서대문구 충정로 7, 구세군빌딩 2, 3층 (충정로3가)",03737,03,폐업,기타,,,02-766-7848,23,6
근린생활시설,소극장 산초,,264153.7975143,485441.596415209,공연장,공연장,2026-03-06 21:05:21,I,13,영업중,,,,,2026-03-05 14:59:11,,2026-03-05,,강원특별자치도 춘천시 효자동 670-11,CDFE1230002026000001,4181000,,강원특별자치도 춘천시 효명길 45 (효자동),24336,01,영업/정상,,,,,,
콘도미니엄,한화호텔앤드리조트,2016-12-20,227517.61144726,507014.18422547,공연장,공연장,2026-03-11 00:22:01,I,03,폐업,,,,5,2016-12-21 14:27:29,,2004-11-08,487-892,경기도 포천시 영북면 산정리 454-4,CDFE1230002004000002,5600000,관리지역,경기도 포천시 영북면 산정호수로 402,,03,폐업,,,,,7,2
문화시설,바탕골예술극장,2015-06-10,235091.439463666,442971.236212578,공연장,공연장,2026-03-10 22:00:42,I,03,폐업,,,,2,2015-08-04 08:09:32,,2003-02-07,476-921,경기도 양평군 강하면 왕창리 365-1,CDFE1230002003000001,4170000,,,,03,폐업,,,,,3,1
