자동환기여부,건물용도명,사업장명,폐업일자,좌표X,좌표Y,문화사업자구분명,문화체육업종명,편의시설여부,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,비상구여부,비상계단여부,기타내역2,기존게임업외업종명,제작취급품목내용,시설면적,소방시설여부,지상층수,청소년실수,청소년실여부,노래방실수,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,조명시설유무,조명시설조도,관리번호,개방자치단체코드,통로너비,제공게임물명,지역구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,방음시설여부,음향시설여부,특수조명여부,주변환경명,휴업시작일자,휴업종료일자,소재지전화번호,총게임기수,총층수,지하층수,비디오재생기명
,,인투스 피씨방,2021-05-21,191530.02258783,451118.808028271,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 23:02:14,I,03,폐업,,,,,,216.65,,,,,,2021-05-24 09:28:26,,2009-07-24,,서울특별시 마포구 성산동 279-17 2층,,,CDFF2241022009000019,3130000,,전체이용가,,"서울특별시 마포구 월드컵로 164 (성산동,2층)",03965,03,폐업,,,,,,,,,,,
,,프라임 피시방,2018-05-08,192907.186146466,449822.240693024,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 23:02:19,I,03,폐업,,,,,,161.4,,,,,,2018-05-08 11:23:58,,2009-08-26,,서울특별시 마포구 서교동 405-5 4층,,,CDFF2241022009000020,3130000,,전체이용가,,"서울특별시 마포구 잔다리로 21-1 (서교동,4층)",04048,03,폐업,,,,,,,02-332-5335,,,,
,,코끼리 피시방,2010-05-10,195169.659456541,450442.360353746,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 23:02:24,I,03,폐업,,,,,,131.57,,,,,,2010-05-10 09:51:31,,2009-08-27,,"서울특별시 마포구 대흥동 2-10 외1필지, 지1층",,,CDFF2241022009000021,3130000,,전체이용가,,"서울특별시 마포구 대흥로 194  (대흥동,외1필지, 지1층)",,03,폐업,,,,,,,,,,,
,,피시클럽(서교점),2012-01-10,192897.014773549,450121.47710489,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 23:02:28,I,03,폐업,,,,,,47.53,,,,,,2013-06-07 10:23:42,,2009-09-01,,서울특별시 마포구 서교동 370-1 3층,,,CDFF2241022009000022,3130000,,전체이용가,,"서울특별시 마포구 양화로16길 14  (서교동,3층)",,03,폐업,,,,,,,,,,,
,,피시(PC)랑,2011-11-17,191573.169013313,450188.990292425,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 23:02:33,I,03,폐업,,,,,,194.7,,,,,,2013-06-07 11:15:22,,2009-09-08,,서울특별시 마포구 망원동 395-4 외2필지 3층,,,CDFF2241022009000023,3130000,,전체이용가,,"서울특별시 마포구 포은로 75  (망원동,외2필지 3층)",,03,폐업,,,,,,,,,,,
,,이네이처 피시방(서교점),2019-12-31,193737.407759698,450291.097497828,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 23:02:46,I,03,폐업,,,,,,243.2,,,,,,2020-01-02 11:39:44,,2009-09-16,,서울특별시 마포구 서교동 327-11 지1층,,,CDFF2241022009000025,3130000,,전체이용가,,"서울특별시 마포구 와우산로 155 (서교동,지1층)",04052,03,폐업,,,,,,,,,,,
,,이클립스(홍대점),2018-05-08,193723.064459058,450269.333992116,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 23:03:11,I,03,폐업,,,,,,181.67,,,,,,2018-05-08 11:25:06,,2009-12-03,,서울특별시 마포구 서교동 327-14 지1층,,,CDFF2241022009000030,3130000,,,,"서울특별시 마포구 와우산로 151 (서교동,지1층)",04052,03,폐업,,,,,,,,,,,
,,짱 피시방,2010-11-19,195171.475240752,450393.313704075,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 23:03:18,I,03,폐업,,,,,,64.03,,,,,,2010-11-19 13:09:16,,2009-12-07,,서울특별시 마포구 대흥동 2-72 3층,,,CDFF2241022009000031,3130000,,,,"서울특별시 마포구 대흥로 188  (대흥동,3층)",,03,폐업,,,,,,,,,,,
,,라이온 피시방 (도화점),2016-01-21,195463.106592061,448764.166019164,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 23:03:24,I,03,폐업,,,,,,143.8,,,,,,2016-01-21 14:48:47,,2010-02-24,,서울특별시 마포구 도화동 179-14 3층,,,CDFF2241022010000001,3130000,,,,"서울특별시 마포구 도화길 33 (도화동,3층)",,03,폐업,,,,,,,,,,,
,,허니비 피시존,2015-02-16,193652.946805252,450272.223148972,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 23:03:32,I,03,폐업,,,,,,151.09,,,,,,2015-02-16 17:25:47,,2010-02-26,,서울특별시 마포구 서교동 336-6 2층,,,CDFF2241022010000002,3130000,,,,"서울특별시 마포구 와우산로29길 13 (서교동,2층)",,03,폐업,,,,,,,,,,,
,,메가피시방,2015-09-02,192069.459660257,449775.293063785,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 23:04:12,I,03,폐업,,,,,,144.75,,,,,,2015-10-30 10:05:52,,2010-06-29,,서울특별시 마포구 합정동 387-3 지층,,,CDFF2241022010000007,3130000,,,,"서울특별시 마포구 월드컵로3길 31  (합정동,지층)",,03,폐업,,,,,,,,,,,
,,메카 클럽 피시방,2010-11-11,192164.171584336,449651.784030257,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 23:04:21,I,03,폐업,,,,,,111.02,,,,,,2010-11-11 17:11:33,,2010-08-31,,서울특별시 마포구 합정동 383-16 지1층,,,CDFF2241022010000008,3130000,,,,"서울특별시 마포구 양화로 25  (합정동,지1층)",,03,폐업,,,,,,,,40,,,
,근린생활시설,엑스넷,2001-08-31,187904.492555018,444588.964531734,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 22:31:29,I,03,폐업,,,,,,113.5,,0,,,,2003-04-18 15:20:26,,2000-10-14,152-823,서울특별시 구로구 고척동 46-19,,,CDFF2241022000000003,3160000,,,근린상업지역,서울특별시 구로구 경인로47다길 4  (고척동),,03,폐업,,,,기타,,,26073349,,5,1,
,,인터캅스,2001-01-16,189826.823897199,443534.935768648,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 22:31:44,I,03,폐업,,,,,,0,,0,,,,2003-04-18 15:20:26,,2000-01-22,152-855,서울특별시 구로구 구로동 431-3,,,CDFF2241022000000008,3160000,,,,서울특별시 구로구 가마산로21길 1  (구로동),,03,폐업,,,,,,,,,0,0,
,근린생활시설,뉴월드PC인터넷,2001-12-17,189878.417108075,442586.705715303,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 22:31:49,I,03,폐업,,,,,,56.37,,3,,,,2003-04-18 15:20:26,,2000-01-28,152-876,서울특별시 구로구 구로동 805-2,,,CDFF2241022000000010,3160000,,,,서울특별시 구로구 도림로3길 1  (구로동),,03,폐업,,,,기타,,,,,3,1,
,근린생활시설,클릭블루,2000-09-19,190162.933998342,443106.99009856,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 22:32:14,I,03,폐업,,,,,,43.99,,3,,,,2003-04-18 15:20:26,,2000-03-03,152-873,서울특별시 구로구 구로동 313-85,,,CDFF2241022000000019,3160000,,,근린상업지역,서울특별시 구로구 구로동로26길 100  (구로동),,03,폐업,,,,주택가주변,,,,,3,1,
,근린생활시설,플러스피시방,2007-08-30,190201.616731271,441966.763645681,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 22:34:06,I,03,폐업,,,,,,132.6,,2,,,,2015-12-23 16:28:25,,2000-08-30,,서울특별시 구로구 가리봉동 127-10,,,CDFF2241022000000057,3160000,,,,서울특별시 구로구 디지털로 217 (가리봉동),08387,03,폐업,,,,주택가주변,,,,,2,1,
,근린생활시설,스타PC방,2001-09-12,186613.795666577,444295.718715437,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 22:34:10,I,03,폐업,,,,,,18.59,,3,,,,2003-04-18 15:20:26,,2000-09-08,152-090,서울특별시 구로구 개봉동 132-12,,,CDFF2241022000000058,3160000,,,,서울특별시 구로구 고척로30길 35  (개봉동),,03,폐업,,,,주택가주변,,,26168524,,3,1,
,근린생활시설,피케이PC방,2001-08-31,189946.556007652,442503.673703011,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 22:34:21,I,03,폐업,,,,,,72.8,,3,,,,2003-04-18 15:20:26,,2000-10-20,152-800,서울특별시 구로구 가리봉동 89-25,,,CDFF2241022000000062,3160000,,,,서울특별시 구로구 디지털로27길 127  (가리봉동),,03,폐업,,,,기타,,,,,7,0,
,근린생활시설,게이트웨이인터넷pc방,2017-03-30,186307.997776694,444380.471816525,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 22:34:29,I,03,폐업,,,,,,108.04,,2,,,,2017-03-30 11:03:50,,2000-11-09,,서울특별시 구로구 개봉동 67-22,,,CDFF2241022000000065,3160000,,,,서울특별시 구로구 고척로 107  (개봉동),08252,03,폐업,,,,주택가주변,,,,,3,1,
,근린생활시설,벤처PC방,2001-03-19,184081.831032712,443347.135980563,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 22:34:41,I,03,폐업,,,,,,59.52,,3,,,,2003-04-18 15:20:26,,2000-12-01,152-905,서울특별시 구로구 온수동 23-10,,,CDFF2241022000000069,3160000,,,근린상업지역,서울특별시 구로구 부일로1길 22  (온수동),,03,폐업,,,,주택가주변,,,26254561,,3,1,
,근린생활시설,그린핑,2001-10-15,186747.629914077,444364.318947462,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 22:34:58,I,03,폐업,,,,,,67.32,,2,,,,2003-04-18 15:20:26,,2001-03-21,152-836,서울특별시 구로구 고척동 269-13,,,CDFF2241022001000004,3160000,,,근린상업지역,서울특별시 구로구 경인로33길 76  (고척동),,03,폐업,,,,주택가주변,,,,,4,0,
,근린생활시설,쉬리인터넷프라자,2001-07-10,187356.954820459,443662.863447244,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 22:35:10,I,03,폐업,,,,,,71.19,,2,,,,2003-04-18 15:20:26,,2001-06-11,152-819,서울특별시 구로구 개봉동 416-13,,,CDFF2241022001000008,3160000,,,근린상업지역,서울특별시 구로구 개봉로23가길 28  (개봉동),,03,폐업,,,,기타,,,,,5,0,
,근린생활시설,X-2 PC방,2001-11-29,189052.101789082,443748.279289935,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 22:35:24,I,03,폐업,,,,,,72.9,,6,,,,2003-04-18 15:20:26,,2001-09-12,152-868,서울특별시 구로구 구로동 685-140 사모아쇼핑 406동,,,CDFF2241022001000013,3160000,,,근린상업지역,"서울특별시 구로구 구일로10길 93, 406동 (구로동,사모아쇼핑)",,03,폐업,,,,주택가주변,,,26361330,,6,2,
,근린생활시설,인터넷마을,2001-08-31,186103.951944754,443796.380570309,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 22:35:32,I,03,폐업,,,,,,62.4,,1,,,,2003-04-18 15:20:26,,2001-08-31,152-893,서울특별시 구로구 오류동 37-12,,,CDFF2241022001000016,3160000,,,근린상업지역,서울특별시 구로구 경인로 205  (오류동),,03,폐업,,,,기타,,,,,3,0,
,근린생활시설,싸이버헌터,2001-10-31,189592.140355944,443411.118061909,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 22:35:36,I,03,폐업,,,,,,68.85,,4,,,,2003-04-18 15:20:26,,2001-04-26,152-854,서울특별시 구로구 구로동 413-107,,,CDFF2241022001000018,3160000,,,근린상업지역,서울특별시 구로구 가마산로 198  (구로동),,03,폐업,,,,기타,,,36649169,,6,0,
,근린생활시설,다오아인터넷프라자,2011-04-07,190223.799550663,441992.692586009,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 22:35:46,I,03,폐업,,,,,,147.58,,1,,,,2011-04-07 16:13:07,,2001-07-25,152-801,서울특별시 구로구 가리봉동 131-20,,,CDFF2241022001000022,3160000,,,근린상업지역,서울특별시 구로구 디지털로 219  (가리봉동),,03,폐업,,,,기타,,,,,3,0,
,근린생활시설,ID PC방,2001-08-20,187793.921043658,444582.306534455,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 22:36:20,I,03,폐업,,,,,,592.05,,2,,,,2003-04-18 15:20:26,,2001-02-20,152-823,서울특별시 구로구 고척동 51-10,,,CDFF2241022001000036,3160000,,,근린상업지역,서울특별시 구로구 중앙로10길 8  (고척동),,03,폐업,,,,주택가주변,,,20603337,,2,1,
,근린생활시설,베어PC,2001-12-17,187183.984660859,442725.355738324,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 22:36:39,I,03,폐업,,,,,,52.25,,5,,,,2003-04-18 15:20:26,,2001-01-18,152-815,서울특별시 구로구 개봉동 348-10 11,,,CDFF2241022001000043,3160000,,,,"서울특별시 구로구 개봉로3길 6  (개봉동,11)",,03,폐업,,,,주택가주변,,,20602584,,5,,
,근린생활시설,라인PC존,2008-12-03,189436.037310677,443201.523104504,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 22:38:43,I,03,폐업,,,,,,100.37,,1,,,,2008-12-03 14:38:23,,2007-07-24,152-852,서울특별시 구로구 구로동 402-34 1층,,,CDFF2241022007000001,3160000,,,일반주거지역,"서울특별시 구로구 가마산로 167  (구로동,1층)",,03,폐업,,,,주택가주변,,,,,4,,
,,피시데이(상수점),2014-08-14,193093.187189038,449482.439892699,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 23:04:30,I,03,폐업,,,,,,103.87,,,,,,2014-08-18 07:56:44,,2010-09-14,,서울특별시 마포구 상수동 324-8 2층,,,CDFF2241022010000009,3130000,,,,"서울특별시 마포구 독막로 84 (상수동,2층)",,03,폐업,,,,,,,,45,,,
,,시즌 피시방,2014-06-21,196061.959877217,449839.477723347,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 23:04:38,I,03,폐업,,,,,,145.89,,,,,,2014-07-02 12:54:17,,2010-09-15,,서울특별시 마포구 공덕동 105-95 지층,,,CDFF2241022010000010,3130000,,,,"서울특별시 마포구 마포대로16길 6 (공덕동,지층)",,03,폐업,,,,,,,,51,,,
,,클릭 피시방,2011-03-25,196285.697679574,449460.540491966,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 23:04:52,I,03,폐업,,,,,,46.28,,,,,,2011-03-25 13:18:13,,2010-09-20,,서울특별시 마포구 공덕동 115-4 지1층,,,CDFF2241022010000012,3130000,,,,"서울특별시 마포구 효창목길 3-1  (공덕동,지1층)",,03,폐업,,,,,,,,9,,,
,,아우디피시방,2013-10-30,191630.902513622,450174.729028875,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 23:04:59,I,03,폐업,,,,,,33,,,,,,2013-10-30 16:05:06,,2010-10-04,,서울특별시 마포구 망원동 413-38 외2필지 1층,,,CDFF2241022010000013,3130000,,,,"서울특별시 마포구 포은로 72  (망원동,외2필지 1층)",,03,폐업,,,,,,,,8,,,
,,사이버팰리스 피시방,2016-01-19,194031.453456002,449801.208991555,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 23:05:08,I,03,폐업,,,,,,269.22,,,,,,2016-01-19 17:38:37,,2010-10-12,,서울특별시 마포구 신수동 99-1 지1층,,,CDFF2241022010000014,3130000,,,,"서울특별시 마포구 창전로 90  (신수동,지1층)",,03,폐업,,,,,,,,100,,,
,,아이비스 피시방(용강점),2015-05-20,194909.844640562,448684.985222164,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 23:05:38,I,03,폐업,,,,,,223.02,,,,,,2015-05-20 17:34:06,,2010-11-15,,서울특별시 마포구 용강동 43-5 지1층,,,CDFF2241022010000017,3130000,,,,"서울특별시 마포구 토정로 307  (용강동,지1층)",,03,폐업,,,,,,,,80,,,
,근린생활시설,메카클럽피시,2011-07-29,192164.171584336,449651.784030257,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 23:06:07,I,03,폐업,,,,,,124.7,,4,,,,2013-06-07 11:35:08,,2011-04-19,,서울특별시 마포구 합정동 383-16 지층,,,CDFF2241022011000004,3130000,,전체이용가,상업지역,"서울특별시 마포구 양화로 25  (합정동,지층)",,03,폐업,,,,주택가주변,,,,30,5,1,
,근린생활시설,아이비스피시방,2014-10-29,193008.428323038,450780.596007368,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 23:06:35,I,03,폐업,,,,,,132,,5,,,,2014-10-29 16:28:38,,2011-06-28,,서울특별시 마포구 동교동 204-57 지층,,,CDFF2241022011000009,3130000,,,일반주거지역,"서울특별시 마포구 월드컵북로6길 60 (동교동,지층)",,03,폐업,,,,주택가주변,,,,61,6,1,
,근린생활시설,이한피시방,2015-10-15,193073.64466155,450341.82321403,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 23:06:40,I,03,폐업,,,,,,419,,7,,,,2015-10-15 17:41:46,,2011-08-10,,서울특별시 마포구 동교동 162-5 지하1층,,,CDFF2241022011000010,3130000,,전체이용가,근린상업지역,"서울특별시 마포구 양화로 144  (동교동,지하1층)",,03,폐업,,,,기타,,,,135,8,1,
,근린생활시설,제노피시방,2017-12-13,,,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 23:06:49,I,03,폐업,,,,,,227,,20,,,,2017-12-13 09:49:22,,2012-02-15,,서울특별시 마포구 도화동 563 마포아크로타워 지1층 05~06호,,,CDFF2241022012000001,3130000,,,일반상업지역,"서울특별시 마포구 마포대로 68, 지1층 05~06호 (도화동, 마포아크로타워)",04168,03,폐업,,,,기타,,,070-8668-0249,111,25,5,
,근린생활시설,즐거운피시방,2012-07-10,191620.778245675,450131.514645176,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 23:06:53,I,03,폐업,,,,,,20,,1,,,,2012-07-10 09:21:28,,2012-04-05,,서울특별시 마포구 망원동 395-19 1층,,,CDFF2241022012000002,3130000,,,일반주거지역,"서울특별시 마포구 포은로 69  (망원동,1층)",,03,폐업,,,,기타,,,,7,1,0,
,근린생활시설,히어로 PC방,2023-04-21,194681.263317912,449408.790227561,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 23:07:03,I,03,폐업,,,,,..,330,,4,,,,2023-04-21 21:26:50,,2012-06-13,,서울특별시 마포구 대흥동 325-78 지하1층,,,CDFF2241022012000004,3130000,,전체이용가,일반주거지역,"서울특별시 마포구 독막로 241 (대흥동,지하1층)",04096,03,폐업,,,,기타,,,,99,5,1,
,근린생활시설,블레스피시방,2013-11-18,,,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 23:07:17,I,03,폐업,,,,,",,",79,,2,,,,2013-11-19 14:27:37,,2012-06-25,,"서울특별시 마포구 신공덕동 159 삼성래미안 상가1동 103,104호",,,CDFF2241022012000006,3130000,,전체이용가,일반주거지역,"서울특별시 마포구 만리재로 74  (신공덕동,삼성래미안 상가1동 103,104호)",,03,폐업,,,,기타,,,,34,2,0,
,근린생활시설,피시클럽,2018-05-08,192897.014773549,450121.47710489,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 23:07:24,I,03,폐업,,,,,,47,,5,,,,2018-05-08 11:31:35,,2012-09-24,,서울특별시 마포구 서교동 370-1 3층,,,CDFF2241022012000007,3130000,,,일반주거지역,"서울특별시 마포구 양화로16길 14 (서교동,3층)",04039,03,폐업,,,,기타,,,,10,6,1,
,근린생활시설,캐리피시카페(Carry PC 카페),2020-11-24,192007.9239073,449700.540369583,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 23:08:00,I,03,폐업,,,,,,182.09,,,,,,2020-11-24 17:04:59,,2012-09-25,,서울특별시 마포구 합정동 392-3,,,CDFF2241022012000012,3130000,,,일반주거지역,"서울특별시 마포구 포은로2가길 65, 지1층 (합정동)",04026,03,폐업,,,,기타,,,,,1,1,
,,제노PC방(홍대2),2023-05-01,193148.881596229,449965.470633149,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 23:08:13,I,03,폐업,,,,,,184.18,,,,,,2023-05-01 09:16:34,,2013-04-05,,서울특별시 마포구 서교동 362-1,,,CDFF2241022013000002,3130000,,,,"서울특별시 마포구 와우산로 83, 지하1층 (서교동)",04041,03,폐업,,,,,,,,84,,,
,,G.M(게임매니아) PC CLUB,2020-11-24,192617.265226389,450646.318229736,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 23:08:20,I,03,폐업,,,,,,246.35,,,,,,2020-11-24 09:18:34,,2013-06-26,,서울특별시 마포구 서교동 449-1,,,CDFF2241022013000003,3130000,,,,"서울특별시 마포구 월드컵북로7길 11, 2층 (서교동)",04000,03,폐업,,,,,,,,83,,,
,,서강PC,2024-01-15,194369.31872372,449982.687586794,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 23:08:26,I,03,폐업,,,,,,270.86,,,,,,2024-01-16 09:51:55,,2013-07-05,,서울특별시 마포구 신수동 81-136,,,CDFF2241022013000004,3130000,,,,서울특별시 마포구 백범로 28 (신수동),04109,03,폐업,,,,,,,,,,,
,,마포 놀토 PC방,2013-10-28,192164.171584336,449651.784030257,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 23:08:33,I,03,폐업,,,,,,128,,,,,,2013-10-30 16:04:30,,2013-09-13,,서울특별시 마포구 합정동 383-16,,,CDFF2241022013000005,3130000,,,,서울특별시 마포구 양화로 25 (합정동),,03,폐업,,,,,,,,10,,,
,,아현 피시방,2015-02-02,195686.502127167,450472.175489598,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 23:08:39,I,03,폐업,,,,,,26,,,,,,2015-02-02 13:42:42,,2013-09-23,,서울특별시 마포구 아현동 348-7,,,CDFF2241022013000006,3130000,,,,"서울특별시 마포구 신촌로30길 10, 1층 (아현동)",,03,폐업,,,,,,,,9,,,
,,인터라켄 PC방,2020-07-13,,,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 23:08:46,I,03,폐업,,,,,,154.9,,2,,,,2020-07-13 15:19:04,,2013-09-26,,서울특별시 마포구 창전동 302 지하2층,,,CDFF2241022013000007,3130000,,,,"서울특별시 마포구 독막로 147-6, 지하2층 (창전동)",04069,03,폐업,,,,,,,,,,,
,근린생활시설,해피로 PC방,2018-07-31,194616.430767959,449695.060037622,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 23:08:51,I,03,폐업,,,,,,100.92,,,,,,2018-07-31 17:52:59,,2014-01-13,,서울특별시 마포구 신수동 23-1 지하1층,,,CDFF2241022014000001,3130000,,,주거지역,"서울특별시 마포구 서강대길 11, 지하1층 (신수동)",04111,03,폐업,,,,,,,02-702-0703,53,,1,
,근린생활시설,아이비스PC방 망원점,2015-04-07,190998.838891799,450403.766067404,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 23:08:59,I,03,폐업,,,,,,127.92,,,,,,2015-04-07 17:11:42,,2014-02-28,,서울특별시 마포구 망원동 454-1 202호,,,CDFF2241022014000002,3130000,,,,"서울특별시 마포구 망원로 16, 202호 (망원동, 참존아파트상가)",,03,폐업,,,,,,,,55,,,
,근린생활시설,3POP PC방,2018-07-18,192493.780629895,451215.13021069,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 23:09:12,I,03,폐업,,,,,,393.1,,5,,,,2018-07-18 13:31:34,,2014-04-08,,서울특별시 마포구 성산동 20-12 3층,,,CDFF2241022014000004,3130000,,,일반주거지역,"서울특별시 마포구 월드컵북로16길 27, 3층 (성산동)",03973,03,폐업,,,,,,,,161,7,2,
,근린생활시설,홍PC방,2020-11-26,195966.326673316,449871.159768567,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 23:09:22,I,03,폐업,,,,,,296.23,,5,,,,2020-11-26 15:50:27,,2014-05-02,,서울특별시 마포구 아현동 617-2 지하1층,,,CDFF2241022014000005,3130000,,,,"서울특별시 마포구 마포대로 189, 지하1층 (아현동)",04130,03,폐업,,,,,,,,105,6,1,
,근린생활시설,쓰리팝 PC CAFE,2020-12-15,193035.725674019,450314.077767459,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 23:09:38,I,03,폐업,,,,,,498.56,,7,,,,2020-12-15 10:40:17,,2014-06-26,,서울특별시 마포구 동교동 162-4 외2필지 지하1층,,,CDFF2241022014000007,3130000,,,일반주거지역,"서울특별시 마포구 양화로 140, 지하1층 (동교동)",04050,03,폐업,,,,,,,,177,10,3,
,근린생활시설,3POP쓰리팝 상암점,2020-09-09,190727.41048952,452649.962814424,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 23:10:10,I,03,폐업,,,,,,266.01,,,,,,2020-09-09 13:13:15,,2014-10-16,,서울특별시 마포구 상암동 33-4,,,CDFF2241022014000012,3130000,,,,"서울특별시 마포구 월드컵북로44길 25, 2,3층 (상암동)",03930,03,폐업,,,,,,,,121,,,
,근린생활시설,대박PC,2016-04-15,191617.307101763,450139.870774843,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 23:10:16,I,03,폐업,,,,,,20.7,,,,,,2016-04-15 17:18:10,,2014-10-27,,서울특별시 마포구 망원동 395-17 1층,,,CDFF2241022014000013,3130000,,,,"서울특별시 마포구 포은로 71, 1층 (망원동)",04017,03,폐업,,,,,,,,7,,,
,근린생활시설,Z:PC,2016-12-21,193176.270110835,449892.430239429,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 23:10:25,I,03,폐업,,,,,,366.13,,4,,,,2016-12-21 18:04:34,,2014-11-11,,"서울특별시 마포구 서교동 361-18 3,4층",,,CDFF2241022014000014,3130000,,,일반주거지역,"서울특별시 마포구 와우산로 76-1, 3,4층 (서교동)",04067,03,폐업,,,,,,,,83,7,3,
,,명지 PC,2015-09-11,192164.171584336,449651.784030257,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 23:10:30,I,03,폐업,,,,,,124.7,,,,,,2015-09-11 16:28:02,,2015-04-03,,서울특별시 마포구 합정동 383-16,,,CDFF2241022015000001,3130000,,,,"서울특별시 마포구 양화로 25, 지하 1층 (합정동)",04027,03,폐업,,,,,,,,40,,,
,,아이비스 PC방 망원점,2020-12-09,191573.169013313,450188.990292425,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 23:10:48,I,03,폐업,,,,,,184.7,,,,,,2020-12-09 12:11:54,,2015-07-02,,서울특별시 마포구 망원동 395-4 3층,,,CDFF2241022015000004,3130000,,,,"서울특별시 마포구 포은로 75, 3층 (망원동)",04017,03,폐업,,,,,,,,69,,,
,근린생활시설,3POP PC CAFE,2019-01-21,194426.871005472,449986.055913029,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 23:11:00,I,03,폐업,,,,,,299.88,,6,,,,2019-01-21 15:17:34,,2015-10-14,,서울특별시 마포구 신수동 63-8,,,CDFF2241022015000006,3130000,,,,"서울특별시 마포구 백범로 29, 3층 (신수동)",04108,03,폐업,,,,,,,,,,1,
,근린생활시설,행운PC,2022-05-23,191693.501457905,450019.16064459,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 23:11:06,I,03,폐업,,,,,,25,,4,,,,2022-05-23 17:17:55,,2015-10-19,,서울특별시 마포구 합정동 433-28,,,CDFF2241022015000007,3130000,,,,"서울특별시 마포구 포은로 56, 1층 (합정동)",04021,03,폐업,,,,,,,,,,1,
,근린생활시설,3POP PC,2025-03-20,,,유통관련업,인터넷컴퓨터게임시설제공업,,2026-03-10 23:11:27,I,03,폐업,,,,,,230.4,,,,,,2025-03-20 15:40:00,,2016-04-01,,서울특별시 마포구 용강동 179,,,CDFF2241022016000004,3130000,,,,"서울특별시 마포구 토정로31길 12, 4층 (용강동)",04166,03,폐업,,,,,,,,103,,,
