사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호,총규모
쉔픽스 성내지점,2002-05-22,211240.048085658,448094.629233685,2026-05-06 22:39:24,I,03,폐업,2015-05-15 09:35:09,,2001-10-24,134-840,서울특별시 강동구 성내동 **번지 *호,PHMG120013240033047000001,3240000,서울특별시 강동구 천호대로***길 ** (성내동),,03,폐업,,,02-484-0334,
크린31,2024-08-26,189055.138252216,441958.334400683,2026-05-06 22:38:26,I,03,폐업,2024-08-26 17:49:32,,2021-08-19,,서울특별시 금천구 가산동 ***-* 대성디폴리스지식산업센터,PHMG120223170035047000120,3170000,"서울특별시 금천구 서부샛길 ***, 대성디폴리스지식산업센터 A**층 B**-*호 (가산동)",08504,03,폐업,,,,
제이더블유메디칼,2015-05-27,211551.548102766,450261.472853429,2026-05-06 22:42:03,I,03,폐업,2015-05-27 13:16:21,,2012-02-24,,,PHMG120123240033047000017,3240000,서울특별시 강동구 고덕로 ** (암사동),,03,폐업,,,,
지에이메디칼,2016-03-09,211551.548102766,450261.472853429,2026-05-06 22:42:45,I,03,폐업,2016-03-09 17:11:41,,2014-03-25,134-858,서울특별시 강동구 암사동 ***번지 **호,PHMG120143240033047000021,3240000,"서울특별시 강동구 고덕로 **, ***호 (암사동)",05252,03,폐업,,,,
루베티,2022-08-03,189497.04098479,441728.27059771,2026-05-06 22:38:13,I,03,폐업,2022-08-03 10:49:50,,2022-01-11,,서울특별시 금천구 가산동 ***-** IT캐슬*차,PHMG120223170035047000003,3170000,"서울특별시 금천구 가산디지털*로 ***, IT캐슬*차 ****-*, 제*호 (가산동)",08506,03,폐업,,,,
세븐일레븐 금천은행나무점,2023-08-30,191853.267992546,438727.034928282,2026-05-06 22:38:25,I,03,폐업,2023-08-30 11:01:02,,2022-03-30,,서울특별시 금천구 시흥동 ***-*,PHMG120223170035047000108,3170000,"서울특별시 금천구 금하로**길 *, *층 (시흥동)",08644,03,폐업,,,,
(주)와이드라인,,189812.421197411,440866.434242768,2026-05-06 22:37:31,I,15,전출,2018-03-14 20:23:45,,2016-10-14,,,PHMG120163170035047000103,3170000,"서울특별시 금천구 가산디지털*로 **, ****호 (가산동, 이앤씨드림타워*차)",08592,05,제외/삭제/전출,,,02-2038-0150,
GS25 천호한신점,,211832.461933579,449351.837040503,2026-05-06 22:43:50,I,13,영업중,2022-02-07 16:24:07,,2022-02-03,,서울특별시 강동구 천호동 ***-*,PHMG120223240033047000032,3240000,"서울특별시 강동구 구천면로**길 *, *층 (천호동)",05310,01,영업/정상,,,,
에스지엠코리아,2019-05-24,190052.47140455,441949.831283111,2026-05-06 22:37:31,I,03,폐업,2019-05-24 15:32:20,,2016-12-08,,,PHMG120163170035047000124,3170000,"서울특별시 금천구 벚꽃로**길 ***, **층 ****호 (가산동, 램킨푸르지오시티)",08512,03,폐업,,,,
(주)리즈앤코,,,,2026-05-06 22:44:11,I,13,영업중,2025-06-12 15:08:12,,2025-06-12,,서울특별시 강동구 성내동 *** 힐스테이트 천호역 젠트리스,PHMG120253240033047000073,3240000,"서울특별시 강동구 천호대로 ****, 힐스테이트 천호역 젠트리스 B동 ***호 (성내동)",05378,01,영업/정상,,,02-427-9936,
(주)더힐링닷컴강동지점,2019-03-12,212897.187813089,449705.580309003,2026-05-06 22:43:10,I,03,폐업,2019-03-12 16:55:18,,2018-07-20,,서울특별시 강동구 명일동 ***번지 *호,PHMG120183240033047000009,3240000,"서울특별시 강동구 양재대로***길 **, *층 ***호 (명일동)",05292,03,폐업,,,,
주식회사 메디파이브,2022-08-26,190858.649482406,440808.541334678,2026-05-06 22:37:51,I,03,폐업,2022-08-26 16:29:11,,2017-08-09,,서울특별시 금천구 독산동 ***-* 시티렉스,PHMG120213170035047000022,3170000,"서울특별시 금천구 시흥대로 ***, 시티렉스 에프 ***호 (독산동)",08584,03,폐업,,,,
한백메디칼,,211734.858141135,447904.663825469,2026-05-06 22:41:52,I,15,전출,2019-10-28 11:11:49,,2011-03-31,134-843,서울특별시 강동구 성내*동 ***번지 *호 *층,PHMG120113240033047000026,3240000,,,05,제외/삭제/전출,,,34368672,
TCC International,2022-11-03,189314.711435401,442585.933234852,2026-05-06 22:37:30,I,03,폐업,2022-11-03 15:55:20,,2016-07-05,,,PHMG120163170035047000068,3170000,"서울특별시 금천구 가산디지털*로 ***, ***호 (가산동, 에이스하이엔드타워*차)",08502,03,폐업,,,,
신신의료기,,191373.87073798,440333.277000272,2026-05-06 22:37:38,I,15,전출,2019-09-06 09:26:46,,2018-10-04,,서울특별시 금천구 독산동 ****번지 **호,PHMG120183170035047000105,3170000,"서울특별시 금천구 독산로**길 **, 신한빌딩 *층 (독산동)",08559,05,제외/삭제/전출,,,,
주열건강과학,2023-09-13,190684.384113411,441786.188996054,2026-05-06 22:38:37,I,03,폐업,2023-09-13 16:01:16,,2023-07-27,,,PHMG120233170035047000103,3170000,"서울특별시 금천구 남부순환로***길 *, *층 (가산동)",08529,03,폐업,,,,
와이티온헬스케어,,211217.301018797,447318.066262183,2026-05-06 22:44:06,I,13,영업중,2023-12-29 14:52:32,,2023-12-29,,서울특별시 강동구 성내동 ***-*,PHMG120233240033047000135,3240000,"서울특별시 강동구 성내로 **, *층 ***호 (성내동)",05396,01,영업/정상,,,,
(주)포엔시스 가산영업소,2014-02-13,189369.53962474,441629.361414684,2026-05-06 22:37:15,I,03,폐업,2014-02-13 17:41:36,,2013-04-02,153-023,서울특별시 금천구 가산동 ***번지 *호 아이티캐슬 ***호,PHMG120113170035047000003,3170000,"서울특별시 금천구 가산디지털*로 **, ***호 (가산동, 아이티캐슬)",,03,폐업,,,26857300,
씨유 시흥대로점,2016-12-29,191075.857097963,439485.637630184,2026-05-06 22:37:25,I,03,폐업,2016-12-29 14:47:59,,2014-11-17,,,PHMG120143170035047000086,3170000,서울특별시 금천구 시흥대로 *** (시흥동),08624,03,폐업,,,,
(주)이마트에브리데이 고덕강일점,2024-06-17,215303.913311463,452189.755118282,2026-05-06 22:43:45,I,03,폐업,2024-06-19 14:16:07,,2021-05-10,,서울특별시 강동구 강일동 **-* 아이메디컬,PHMG120213240033047000096,3240000,"서울특별시 강동구 아리수로**나길 **, 아이메디컬 B***호 (강일동)",05415,03,폐업,,,02-6953-1661,
효원의료기,2023-06-08,210630.209443525,447629.137289394,2026-05-06 22:42:46,I,24,직권폐업,2023-08-17 10:22:37,,2020-04-06,,서울특별시 강동구 성내동 ***번지 **호 홍익빌딩,PHMG120143240033047000044,3240000,"서울특별시 강동구 올림픽로 ***, 홍익빌딩 ***호 (성내동)",05391,04,취소/말소/만료/정지/중지,,,,
(주)리즈텍시스템,,189504.258704224,441390.738560411,2026-05-06 22:37:45,I,13,영업중,2020-02-28 14:16:13,,2020-02-28,,,PHMG120203170035047000029,3170000,"서울특별시 금천구 가산디지털*로 **, 대륭테크노타운**차 ***호 (가산동)",08589,01,영업/정상,,,,
라데코,,210672.690588552,449055.481165743,2026-05-06 22:44:06,I,13,영업중,2023-12-26 11:09:48,,2023-12-24,,서울특별시 강동구 천호동 ***-** 다인,PHMG120233240033047000134,3240000,"서울특별시 강동구 선사로**길 **, ***호 (천호동, 다인)",05246,01,영업/정상,,,,
(주)셀덤,2019-06-11,189920.540900476,439526.232037905,2026-05-06 22:37:33,I,03,폐업,2019-06-12 10:19:39,,2018-01-16,,,PHMG120183170035047000008,3170000,"서울특별시 금천구 한내로 **-**, ****동 ***호 (독산동, 주공**단지아파트)",08598,03,폐업,,,,
롯데씨브이에스711 암사그랜드점,2023-09-19,211596.740903313,449890.775370089,2026-05-06 22:43:58,I,03,폐업,2023-09-20 15:55:51,,2022-06-10,,서울특별시 강동구 암사동 ***-** 중앙하이츠아파트,PHMG120223240033047000195,3240000,"서울특별시 강동구 올림픽로**가길 **, *층 (암사동, 중앙하이츠아파트)",05262,03,폐업,,,,
링크플러스 메디컬,,189834.383375802,441938.326056501,2026-05-06 22:38:31,I,13,영업중,2022-09-30 10:45:34,,2022-09-30,,서울특별시 금천구 가산동 **-** 한신IT 타워*차,PHMG120223170035047000219,3170000,"서울특별시 금천구 디지털로*길 **, 한신IT 타워*차 ***-*(**)호 (가산동)",08511,01,영업/정상,,,,
GS25가산디폴리스점,2024-12-02,189055.138252216,441958.334400683,2026-05-06 22:38:26,I,03,폐업,2024-12-02 15:19:26,,2024-12-02,,서울특별시 금천구 가산동 ***-* 대성디폴리스지식산업센터,PHMG120223170035047000121,3170000,"서울특별시 금천구 서부샛길 ***, 대성디폴리스지식산업센터 ***호 (가산동)",08504,03,폐업,,,,
백퍼다,,190135.156165439,441810.483069063,2026-05-06 22:38:23,I,13,영업중,2022-02-17 09:41:02,,2022-02-17,,서울특별시 금천구 가산동 ***-**,PHMG120223170035047000075,3170000,"서울특별시 금천구 디지털로**길 *, ***호 (가산동)",08515,01,영업/정상,,,,
엠지비서울,2023-08-10,191226.287379467,437914.06299827,2026-05-06 22:37:15,I,03,폐업,2023-08-10 10:47:00,,2011-04-18,,서울특별시 금천구 시흥동 ***번지 시흥유통단지 *동 ***호,PHMG120113170035047000012,3170000,"서울특별시 금천구 시흥대로 **, *동 ***호 (시흥동, 시흥유통상가)",08639,03,폐업,,,61669788,
(주)이미지골프,2020-07-10,190913.510945549,440415.261802396,2026-05-06 22:37:23,I,03,폐업,2020-07-10 12:04:00,,2014-10-02,,,PHMG120143170035047000055,3170000,"서울특별시 금천구 시흥대로 ***, ***,***호 (독산동, 림스빌딩)",08616,03,폐업,,,,
(주)뷰메드,2020-05-27,191226.287379467,437914.06299827,2026-05-06 22:37:31,I,03,폐업,2020-05-27 13:01:53,,2017-03-28,,,PHMG120173170035047000023,3170000,"서울특별시 금천구 시흥대로 **, **동 *층 ***호 (시흥동, 시흥유통상가)",08639,03,폐업,,,070-7627-0278,
e-한나방문요양복지용구,,212681.624988465,449827.101460261,2026-05-06 22:42:49,I,13,영업중,2023-05-17 11:23:37,,2014-09-15,,서울특별시 강동구 명일동 ***-*,PHMG120143240033047000058,3240000,"서울특별시 강동구 양재대로 ****, ***호 (명일동)",05292,01,영업/정상,,,02-449-0405,
싸이너스메디칼,,212706.795162194,449694.965400189,2026-05-06 22:42:03,I,13,영업중,2023-11-09 09:51:38,,2012-02-17,,서울특별시 강동구 명일동 ***-*,PHMG120123240033047000014,3240000,서울특별시 강동구 양재대로***길 ** (명일동),05295,01,영업/정상,,,,
GS25 금천중앙,2019-12-18,190941.875019121,440840.345127303,2026-05-06 22:37:28,I,03,폐업,2019-12-18 17:34:44,,2015-12-09,,,PHMG120153170035047000111,3170000,"서울특별시 금천구 시흥대로 ***, **호 (독산동)",08576,03,폐업,,,,
지에스25 가산한라점,,189419.091886816,441207.655086501,2026-05-06 22:38:30,I,13,영업중,2023-06-09 14:32:52,,2022-07-20,,서울특별시 금천구 가산동 ***-** 한라시그마밸리,PHMG120223170035047000188,3170000,"서울특별시 금천구 가산디지털*로 **, 한라시그마밸리 ***-*호 (가산동)",08588,01,영업/정상,,,,
올스본코리아 암사지점,,211260.202994668,449774.572647567,2026-05-06 22:43:10,I,15,전출,2018-07-12 15:12:44,,2018-01-29,,서울특별시 강동구 암사동 ***번지 *호 암사동양덱스빌,PHMG120183240033047000012,3240000,"서울특별시 강동구 상암로 **, ***호 (암사동, 암사동양덱스빌)",05264,05,제외/삭제/전출,,,,53.23
씨유 금천히어로점,,191384.237468168,439834.222821067,2026-05-06 22:38:14,I,13,영업중,2022-02-03 17:42:04,,2022-02-03,,서울특별시 금천구 시흥동 ***-**,PHMG120223170035047000013,3170000,"서울특별시 금천구 독산로**가길 **, *층 (시흥동)",08621,01,영업/정상,,,,
대광글러벌,2019-07-10,211197.918024115,449517.424659313,2026-05-06 22:43:07,I,24,직권폐업,2019-07-11 17:30:31,,2017-12-12,,서울특별시 강동구 천호동 ***번지 **호,PHMG120163240033047000115,3240000,"서울특별시 강동구 올림픽로**길 **, 지층 (천호동)",05318,04,취소/말소/만료/정지/중지,,,,130
엘(L)7스템셀 뷰티헬스케어,,212618.645848182,448983.948439782,2026-05-06 22:44:00,I,15,전출,2022-11-21 10:16:21,,2022-09-20,,서울특별시 강동구 길동 ***-*,PHMG120223240033047000278,3240000,"서울특별시 강동구 양재대로***길 **, ***호 (길동)",05302,05,제외/삭제/전출,,,,
한빛나노의료기,2019-01-18,211764.117707171,447356.473403852,2026-05-06 22:43:06,I,03,폐업,2019-01-18 15:38:41,,2016-10-11,,서울특별시 강동구 성내동 ***번지 **호 *층,PHMG120163240033047000085,3240000,"서울특별시 강동구 양재대로**길 **, *층 (성내동)",05404,03,폐업,,,02-485-1665,109.5
K&C(케이엔씨),,212181.614153609,447810.134914394,2026-05-06 22:41:44,I,13,영업중,2022-09-23 16:21:54,,2018-03-22,,서울특별시 강동구 둔촌동 ***-* 제이디파크빌,PHMG120103240033047000008,3240000,"서울특별시 강동구 양재대로***길 *, ***호 (둔촌동, 제이디파크빌)",05363,01,영업/정상,,,,34.63
㈜봄메디칼,2014-05-26,,,2026-05-06 22:39:57,I,03,폐업,2014-05-26 15:55:43,,2003-10-17,134-023,서울특별시 강동구 천호*동 ***-***(*층),PHMG120033240033047000073,3240000,,,03,폐업,,,02-477-5916,
한빛나노메디칼(명일지점),2015-08-05,212684.843788992,449490.354018076,2026-05-06 22:41:52,I,24,직권폐업,2015-08-05 17:30:32,,2011-02-14,,서울특별시 강동구 명일동 ***번지 *호,PHMG120113240033047000011,3240000,"서울특별시 강동구 양재대로***길 ** (명일동, 방선빌딩)",05295,04,취소/말소/만료/정지/중지,,,,
(주)해리언,,189662.959175776,442139.514492212,2026-05-06 22:37:46,I,13,영업중,2021-08-23 14:48:24,,2020-04-29,,서울특별시 금천구 가산동 **번지 *호 대륭포스트타워*차,PHMG120203170035047000073,3170000,"서울특별시 금천구 벚꽃로 ***, 대륭포스트타워*차 ***호 (가산동)",08510,01,영업/정상,,,,
아이젠써지칼 주식회사,,189282.642165078,441654.484590816,2026-05-06 22:38:42,I,15,전출,2024-12-06 14:10:59,,2024-08-23,,,PHMG120243170035047000099,3170000,"서울특별시 금천구 가산디지털*로 ***, A동 ***호 (가산동)",08505,05,제외/삭제/전출,,,,
(주)씨에이치메디칼,2020-07-08,189353.050637528,442493.020182986,2026-05-06 22:37:48,I,03,폐업,2020-07-08 12:44:21,,2020-07-07,,서울특별시 금천구 가산동 ***-** 코오롱디지털타워애스턴,PHMG120203170035047000115,3170000,"서울특별시 금천구 가산디지털*로 ***, 코오롱디지털타워애스턴 ***-**호 (가산동)",08502,03,폐업,,,,
렌즈아이메디칼(주),,212162.283762989,448443.070898192,2026-05-06 22:43:14,I,13,영업중,2022-02-07 17:22:42,,2020-02-13,,서울특별시 강동구 길동 ***-* 다성이즈빌,PHMG120193240033047000024,3240000,"서울특별시 강동구 천중로**길 **, B***호 (길동, 다성이즈빌)",05353,01,영업/정상,,,,234.64
디자인공이공육(타투행크),,211086.793677299,448277.401079961,2026-05-06 22:43:48,I,13,영업중,2021-11-09 15:31:23,,2021-11-09,,서울특별시 강동구 성내동 **-*,PHMG120213240033047000168,3240000,"서울특별시 강동구 천호대로***길 **, ***호 (성내동)",05379,01,영업/정상,,,,
듀죤의료기,2014-02-05,212668.229289738,449717.909862916,2026-05-06 22:42:07,I,03,폐업,2014-02-05 16:48:41,,2012-04-23,,,PHMG120123240033047000035,3240000,"서울특별시 강동구 양재대로***길 *, 지하*층 (명일동)",,03,폐업,,,,
루멘드바이오,,210740.125210724,448044.126218256,2026-05-06 22:43:34,I,15,전출,2023-10-25 09:10:10,,2020-04-10,,서울특별시 강동구 성내동 ***번지 **호,PHMG120203240033047000031,3240000,"서울특별시 강동구 올림픽로 ***, ***호 (성내동)",05385,05,제외/삭제/전출,,,,
(주)스타비젼,,210648.497012735,447705.5649737,2026-05-06 22:42:03,I,13,영업중,2024-06-11 16:47:48,,2011-12-27,,서울특별시 강동구 성내동 ***-* 스타비젼 사옥,PHMG120113240033047000133,3240000,"서울특별시 강동구 올림픽로 ***, *** (성내동)",05391,01,영업/정상,,,02-475-0150,
주식회사 아르다,,189497.04098479,441728.27059771,2026-05-06 22:38:44,I,13,영업중,2025-06-12 15:00:02,,2025-05-12,,,PHMG120253170035047000035,3170000,"서울특별시 금천구 가산디지털*로 ***, IT캐슬*차 ****-*-**호 (가산동)",08506,01,영업/정상,,,,5
투민플러스,,190838.324818618,439761.362000391,2026-05-06 22:38:24,I,15,전출,2025-09-30 16:50:48,,2022-03-03,,서울특별시 금천구 독산동 **** 금천롯데캐슬골드파크*차,PHMG120223170035047000088,3170000,"서울특별시 금천구 시흥대로 ***, B*.**호 (독산동, 금천롯데캐슬골드파크*차)",08608,05,제외/삭제/전출,,,,
(주)그린닥터,2017-11-02,211491.544790459,447019.500914858,2026-05-06 22:43:01,I,03,폐업,2017-11-02 13:04:06,,2015-07-29,134-846,서울특별시 강동구 성내동 ***번지 **호 ***호,PHMG120153240033047000081,3240000,"서울특별시 강동구 양재대로**길 **, *층 ***호 (성내동)",05406,03,폐업,,,,91.01
빅토리코리아,2025-12-24,191226.287379467,437914.06299827,2026-05-06 22:38:13,I,24,직권폐업,2025-12-09 17:05:11,,2021-08-23,,서울특별시 금천구 시흥동 *** 시흥유통상가,PHMG120213170035047000175,3170000,"서울특별시 금천구 시흥대로 **, 시흥유통상가 **동 ***호 (시흥동)",08639,04,취소/말소/만료/정지/중지,,,02-567-1612,
주식회사 굿에셈,,191329.099255701,437562.923902083,2026-05-06 22:37:58,I,13,영업중,2022-08-26 09:15:08,,2021-04-26,,,PHMG120213170035047000061,3170000,"서울특별시 금천구 시흥대로 **, ***호 (시흥동)",08640,01,영업/정상,,,,
(주)포인트메디칼,2011-05-27,191226.287379467,437914.06299827,2026-05-06 22:37:15,I,03,폐업,2011-05-27 20:02:33,,2010-12-21,153-863,서울특별시 금천구 시흥*동 ***번지 시흥유통센터 지원상가B동 지하층** 에이호,PHMG120103170035047000055,3170000,"서울특별시 금천구 시흥대로 ** (시흥동,시흥유통센터 지원상가B동 지하층** 에이호)",,03,폐업,,,,
(주)코리아세븐 보훈병원입구점,2025-09-10,212740.429690302,447391.561730402,2026-05-06 22:43:43,I,03,폐업,2025-09-11 15:46:50,,2021-05-04,,서울특별시 강동구 둔촌동 **-**,PHMG120213240033047000064,3240000,서울특별시 강동구 진황도로**길 ** (둔촌동),05369,03,폐업,,,,
미라클메이저원 강동지점,2021-03-16,212981.750589294,448888.357174164,2026-05-06 22:43:09,I,03,폐업,2021-03-16 19:59:21,,2017-07-28,,서울특별시 강동구 길동 **번지 *호 지하*층,PHMG120173240033047000061,3240000,"서울특별시 강동구 명일로 ***, 지하*층 (길동, 예신교회)",05300,03,폐업,,,02-6358-0675,167.4
마켓유니,,211458.648093395,450316.255472825,2026-05-06 22:44:06,I,13,영업중,2023-12-15 09:57:09,,2023-12-14,,서울특별시 강동구 암사동 ***-** 정산아파트,PHMG120233240033047000128,3240000,"서울특별시 강동구 고덕로 **, ***-***호 (암사동, 정산아파트)",05238,01,영업/정상,,,,
엠에스컴퍼니,2025-06-13,211542.314116941,448273.114107211,2026-05-06 22:43:08,I,03,폐업,2025-06-13 15:52:55,,2017-06-30,,서울특별시 강동구 천호동 ***번지 **호 힐탑프라자,PHMG120173240033047000052,3240000,"서울특별시 강동구 천호대로 ****, 힐탑프라자 *층 ***호 (천호동)",05340,03,폐업,,,,20.48
(주)씨엠솔루션,,189877.178943503,442093.648596802,2026-05-06 22:38:34,I,13,영업중,2023-02-01 10:57:05,,2022-02-18,,서울특별시 금천구 가산동 **-* 대륭포스트타워 *차,PHMG120233170035047000027,3170000,"서울특별시 금천구 디지털로*길 **, 대륭포스트타워 *차 *층 ***-***호 (가산동)",08512,01,영업/정상,,,,
케이원파마,2025-11-26,190099.41176063,440416.170972838,2026-05-06 22:38:39,I,03,폐업,2025-11-26 10:55:37,,2024-01-04,,서울특별시 금천구 가산동 *** 하우스디 더 스카이밸리 가산*차,PHMG120243170035047000008,3170000,"서울특별시 금천구 범안로 ****, 하우스디 더 스카이밸리 가산*차 ***호 (가산동)",08595,03,폐업,,,,
(주)아벨코리아,,190099.41176063,440416.170972838,2026-05-06 22:37:43,I,15,전출,2020-03-23 17:09:51,,2019-08-21,,,PHMG120193170035047000135,3170000,"서울특별시 금천구 범안로 ****, 하우스디 더 스카이밸리 가산*차 ****호 (가산동)",08595,05,제외/삭제/전출,,,,
(주)아이메디솔루션,2020-12-31,189202.600232089,441848.24299943,2026-05-06 22:37:28,I,24,직권폐업,2021-01-04 10:33:55,,2015-08-24,,,PHMG120153170035047000082,3170000,"서울특별시 금천구 가산디지털*로 ***, ****-***호 (가산동, 월드메르디앙*차)",08505,04,취소/말소/만료/정지/중지,,,,
경희종로의료기상사,,213710.802454157,450126.998460464,2026-05-06 22:41:51,I,13,영업중,2021-04-13 11:30:38,,2010-12-20,,서울특별시 강동구 명일동 **-**,PHMG120103240033047000105,3240000,"서울특별시 강동구 동남로 ***, *층 ***호 (명일동)",05269,01,영업/정상,,,02-426-7579,
씨유 대륭18차점,2025-09-08,189889.938752675,440609.342128829,2026-05-06 22:38:14,I,03,폐업,2025-09-08 16:03:21,,2022-02-08,,,PHMG120223170035047000023,3170000,"서울특별시 금천구 가산디지털*로 **, 대륭테크노타운**차 ***호 (가산동)",08594,03,폐업,,,,
이엠(EM)사랑,2015-03-09,190518.76553922,441136.718698708,2026-05-06 22:37:26,I,03,폐업,2015-03-09 13:23:40,,2015-01-27,,,PHMG120153170035047000014,3170000,서울특별시 금천구 가산로*길 ** (가산동),,03,폐업,,,,
맥스메디,2012-03-30,,,2026-05-06 22:41:53,I,03,폐업,2012-03-30 16:48:18,,2011-05-06,134-830,서울특별시 강동구 명일*동 ***번지 *호 삼익그린*차(아) 상가 ***호,PHMG120113240033047000035,3240000,,,03,폐업,,,34260199,
코드바이오,2022-09-14,189201.559775268,441568.367322623,2026-05-06 22:38:02,I,03,폐업,2022-09-14 17:11:23,,2021-06-03,,,PHMG120213170035047000102,3170000,"서울특별시 금천구 서부샛길 ***, 미소지움 ***호 (가산동)",08505,03,폐업,,,,
(주)해리텍스타일,,189662.959175776,442139.514492212,2026-05-06 22:37:46,I,13,영업중,2020-04-29 16:39:41,,2020-04-29,,서울특별시 금천구 가산동 **번지 *호 대륭포스트타워*차,PHMG120203170035047000074,3170000,"서울특별시 금천구 벚꽃로 ***, 대륭포스트타워*차 ***호 (가산동)",08510,01,영업/정상,,,,
주식회사 오렌지브릭 가산지점,,189700.026948955,441229.110998601,2026-05-06 22:38:39,I,13,영업중,2024-01-17 17:17:18,,2024-01-17,,,PHMG120243170035047000015,3170000,"서울특별시 금천구 가산디지털*로 **, 파트너스타워 ***-A**호 (가산동)",08589,01,영업/정상,,,,
㈜비앤비헬스케어,2009-04-28,,,2026-05-06 22:41:13,I,03,폐업,2009-04-29 09:32:57,,2008-03-10,134-062,서울특별시 강동구 둔촌동 ***-** 신성둔촌미소지움상가*층***호,PHMG120083240033047000019,3240000,,,03,폐업,,,02-483-8651,
제노메드,,189877.178943503,442093.648596802,2026-05-06 22:38:24,I,13,영업중,2023-09-14 13:06:47,,2022-03-24,,서울특별시 금천구 가산동 **-* 대륭포스트타워 *차,PHMG120223170035047000102,3170000,"서울특별시 금천구 디지털로*길 **, 대륭포스트타워 *차 *층 ***-***호 (가산동)",08512,01,영업/정상,,,,
(주)하이푸코리아,2010-04-13,211336.172451748,448556.794492412,2026-05-06 22:41:31,I,03,폐업,2010-04-13 17:57:23,,2009-01-02,134-871,"서울특별시 강동구 천호*동 ***번지 ***호  현대프라자 *층(**,**,**,***,***,***,***호)",PHMG120093240033047000001,3240000,,,03,폐업,,,,
와이준,2017-06-09,189055.138252216,441958.334400683,2026-05-06 22:37:29,I,03,폐업,2017-10-27 13:46:29,,2016-05-11,,,PHMG120163170035047000049,3170000,"서울특별시 금천구 서부샛길 ***, 비동 **층 ****호 (가산동, 대성디폴리스지식산업센터)",08504,03,폐업,,,,
GS25 명일청솔,2020-07-31,213635.178574167,449979.023511727,2026-05-06 22:43:00,I,03,폐업,2020-08-01 12:14:02,,2015-05-01,134-825,서울특별시 강동구 명일동 **번지 **호,PHMG120153240033047000051,3240000,서울특별시 강동구 동남로**길 ** (명일동),05269,03,폐업,,,02-3426-5944,
(주)케이원파마,,189920.528610917,440521.85524888,2026-05-06 22:38:38,I,13,영업중,2025-10-20 14:39:15,,2023-08-30,,서울특별시 금천구 가산동 *** 대륭테크노타운 **차,PHMG120233170035047000127,3170000,"서울특별시 금천구 가산디지털*로 *, 대륭테크노타운 **차 ****호 (가산동)",08594,01,영업/정상,,,,
주식회사 재이원팜,,189208.487613747,442298.784420302,2026-05-06 22:37:47,I,15,전출,2024-03-19 15:31:20,,2020-06-04,,서울특별시 금천구 가산동 ***-*,PHMG120203170035047000095,3170000,"서울특별시 금천구 가산디지털*로 ***-**, ****, ****호 (가산동)",08503,05,제외/삭제/전출,,,,
JS메디컬,2010-08-11,,,2026-05-06 22:41:17,I,03,폐업,2010-08-11 15:05:33,,2008-06-24,134-082,서울특별시 강동구 길*동 *** 라미빌딩***호,PHMG120083240033047000042,3240000,,,03,폐업,,,02-473-6031,
누가의료기 둔촌점,2012-08-08,211747.356790952,447362.461977692,2026-05-06 22:41:57,I,03,폐업,2012-08-08 20:29:57,,2011-06-01,134-845,서울특별시 강동구 성내*동 ***번지 **호 *층,PHMG120113240033047000050,3240000,,,03,폐업,,,,
제이컴패스,,190694.880295092,440764.426277932,2026-05-06 22:37:33,I,15,전출,2018-10-30 17:03:30,,2017-12-14,,서울특별시 금천구 독산동 ***번지 *호 현대지식산업센터,PHMG120173170035047000104,3170000,"서울특별시 금천구 두산로 **, 현대지식산업센터 A동 ****호 (독산동)",08584,05,제외/삭제/전출,,,,
(주)하이프라자 강동본점,2024-12-03,212187.218413941,448147.408784671,2026-05-06 22:43:37,I,03,폐업,2024-12-03 14:14:31,,2020-06-23,,서울특별시 강동구 길동 ***번지 **호,PHMG120203240033047000063,3240000,"서울특별시 강동구 양재대로 ****, *층 (길동)",05353,03,폐업,,,02-488-0650,
화담메디,,189686.475000033,440870.092608694,2026-05-06 22:38:39,I,13,영업중,2023-11-29 09:15:56,,2023-11-29,,,PHMG120233170035047000152,3170000,"서울특별시 금천구 가산디지털*로 **, 대륭테크노타운**차 ***호 (가산동)",08592,01,영업/정상,,,,
앰아이피테크,2021-12-20,190694.880295092,440764.426277932,2026-05-06 22:37:47,I,03,폐업,2021-12-20 17:05:13,,2020-05-04,,서울특별시 금천구 독산동 ***번지 *호 현대지식산업센터,PHMG120203170035047000075,3170000,"서울특별시 금천구 두산로 **, 현대지식산업센터 B동 ***호 (독산동)",08584,03,폐업,,,02-867-5482,
(주)에스엠메디텍,,211270.593776856,447637.51425188,2026-05-06 22:43:12,I,15,전출,2020-04-01 14:31:48,,2018-09-07,,서울특별시 강동구 성내동 ***번지 *호 한나빌딩,PHMG120183240033047000076,3240000,"서울특별시 강동구 풍성로 ***, 한나빌딩 *층 (성내동)",05394,05,제외/삭제/전출,,,02-6851-5166,
시그니아독일보청기 강동센타,2025-06-18,212129.413122872,447931.317093485,2026-05-06 22:41:38,I,03,폐업,2025-06-18 10:55:15,,2019-12-27,,서울특별시 강동구 성내동 ***번지 **호,PHMG120093240033047000062,3240000,"서울특별시 강동구 양재대로 ****, *층 (성내동)",05373,03,폐업,,,,
