사업장명,업태구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지면적,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
(주)이아이디 네오시티주유소 지점,주유소,,193099.332836113,445704.136257393,2026-05-06 22:58:19,I,06,휴지사업재개,2026-05-04 09:51:41,,1994-01-13,1265,서울특별시 영등포구 신길동 70-1,1994318007601500008,3180000,서울특별시 영등포구 영등포로 399 (신길동),,2026-02-10,01,영업/정상,,,02-842-1155
버드나룻길주유소,주유소,,191786.727629467,447312.65513159,2026-05-06 22:58:21,I,01,신규등록,2023-10-25 11:23:36,,1994-01-13,780,서울특별시 영등포구 당산동 121-106,1994318007601500019,3180000,서울특별시 영등포구 버드나루로 111 (당산동),,,01,영업/정상,,,02-676-5151
선유도주유소,주유소,,190404.823135379,448470.995118249,2026-05-06 22:58:21,I,01,신규등록,2023-10-25 11:15:09,,1996-02-08,,서울특별시 영등포구 양평동5가 37,1996318007601500001,3180000,서울특별시 영등포구 양평로 141 (양평동5가),,,01,영업/정상,,,02-2671-5223
민기석유,일반판매소,,192411.985865192,445410.856217421,2026-05-06 22:58:23,I,01,신규등록,2024-10-25 09:27:09,,2004-08-09,,서울특별시 영등포구 신길동 158-6,1996318019001200056,3180000,서울특별시 영등포구 도신로54길 7 (신길동),,,01,영업/정상,,,
한경석유(주)경덕주유소,주유소,,192837.758872576,444023.386588526,2026-05-06 22:58:26,I,01,신규등록,2021-11-05 09:41:08,,1999-09-16,785,서울특별시 영등포구 신길동 4214,1999318007601500002,3180000,서울특별시 영등포구 여의대방로23길 2 (신길동),07433,,01,영업/정상,,,02-833-1333
주식회사성일유화,용제판매소,,,,2026-05-06 22:58:27,I,02,등록취소,2001-04-23 00:00:00,,2001-04-18,,서울특별시 영등포구 당산동6가 121-73,2001318007601500003,3180000,,,,04,취소/말소/만료/정지/중지,,,
(주)세전인터내쇼날,용제판매소,,190365.157302806,446477.869158807,2026-05-06 22:58:27,I,01,신규등록,2024-10-30 14:25:04,,2001-04-23,,서울특별시 영등포구 문래동3가 82-9 3E 타워,2001318007601500006,3180000,"서울특별시 영등포구 문래북로 60, 3E 타워 2층 (문래동3가)",07294,,01,영업/정상,,,02-841-9051
모든이주유소,주유소,,191163.996933784,445841.442864865,2026-05-06 22:58:28,I,01,신규등록,2025-11-10 16:53:53,,2001-06-26,,서울특별시 영등포구 문래동3가 8-17,2001318007601500009,3180000,서울특별시 영등포구 경인로 789 (문래동3가),,,01,영업/정상,,,26377788
KH에너지(주) 직영 KH여의도주유소,주유소,,192893.607786708,447619.813593085,2026-05-06 22:58:31,I,01,신규등록,2025-02-05 10:10:42,,1994-01-13,1024,서울특별시 영등포구 여의도동 13-11,2002318007601500007,3180000,서울특별시 영등포구 국회대로 794 (여의도동),,,01,영업/정상,2015-09-01,2015-12-31,02-761-0085
국회대로주유소,주유소,,192508.913834937,447309.297040882,2026-05-06 22:58:35,I,01,신규등록,2024-08-06 10:02:16,,1994-01-13,1440,서울특별시 영등포구 여의도동 17-2,2003318007601500006,3180000,서울특별시 영등포구 국회대로 746 (여의도동),,,01,영업/정상,,,02-782-9694
주식회사 강서오일,주유소,,191817.199365771,445315.304547129,2026-05-06 22:58:36,I,06,휴지사업재개,2023-11-01 13:08:03,,2003-06-04,,서울특별시 영등포구 도림동 71,2003318007601500007,3180000,서울특별시 영등포구 도신로 151 (도림동),,2023-10-28,01,영업/정상,,,02-832-1700
SK에너지(주) 기린주유소,주유소,,190992.043169641,448226.051690401,2026-05-06 22:58:37,I,01,신규등록,2024-11-25 14:21:53,,1994-04-23,680,서울특별시 영등포구 양평동4가 159-1,2003318007601500008,3180000,서울특별시 영등포구 선유로 270 (양평동4가),,,01,영업/정상,,,02-2068-7800
SK에너지(주)양평주유소,주유소,,190508.813348814,447654.257090667,2026-05-06 22:58:40,I,01,신규등록,2024-11-25 14:22:34,,2003-10-01,2757.5,서울특별시 영등포구 양평동3가 80-2,2003318007601500013,3180000,서울특별시 영등포구 선유로 195 (양평동3가),,,01,영업/정상,,,02-2633-1013
(주)대경유업 영등포제일셀프,주유소,,191043.985319082,444464.348794306,2026-05-06 22:58:41,I,01,신규등록,2021-02-25 09:05:50,,2003-10-01,757.2,서울특별시 영등포구 대림동 667-9,2003318007601500014,3180000,서울특별시 영등포구 가마산로 379 (대림동),,,01,영업/정상,,,02-843-0481
SK에너지(주)신길동주유소,주유소,,192593.404916499,445902.768408138,2026-05-06 22:58:42,I,01,신규등록,2024-11-25 14:21:13,,2003-10-01,,서울특별시 영등포구 신길동 50-8,2003318007601500016,3180000,서울특별시 영등포구 영등포로 348 (신길동),,,01,영업/정상,,,02-843-0481
정다운주유소,주유소,,190987.57887496,444381.741668931,2026-05-06 22:58:44,I,02,등록취소,2017-06-15 10:55:38,2015-07-01,2006-05-09,756.9,서울특별시 영등포구 대림동 667-13,2003318007601500023,3180000,서울특별시 영등포구 가마산로 367 (대림동),,2011-05-04,04,취소/말소/만료/정지/중지,2011-03-30,2011-06-30,
(주)정수에너지 직영 성락주유소,주유소,,191341.783222286,444628.002467771,2026-05-06 22:58:44,I,06,휴지사업재개,2022-11-08 09:52:41,,2003-12-01,853,서울특별시 영등포구 신길동 355-545,2003318007601500024,3180000,서울특별시 영등포구 가마산로 414 (신길동),,,01,영업/정상,,,02-844-8465
한미에너지,일반판매소,,192519.582052938,445339.090852632,2026-05-06 22:58:44,I,01,신규등록,2025-10-23 09:03:43,,2003-11-26,,서울특별시 영등포구 신길동 150-6,2003318011701200001,3180000,서울특별시 영등포구 도신로56가길 4-2 (신길동),,,01,영업/정상,,,
가나유류상사,일반판매소,,190791.103819063,445493.964205589,2026-05-06 22:58:44,I,01,신규등록,2024-10-25 16:27:55,,2003-09-30,,서울특별시 영등포구 문래동1가 47-1,2003318019001200015,3180000,서울특별시 영등포구 경인로82길 14 (문래동1가),,,01,영업/정상,,,
대광석유 얼음,일반판매소,,191924.873709086,445003.432894911,2026-05-06 22:58:44,I,01,신규등록,2018-11-12 09:37:07,,2003-02-28,,서울특별시 영등포구 신길동 256-4,2003318019001200042,3180000,서울특별시 영등포구 가마산로71길 13-1 (신길동),,,01,영업/정상,,,
씨앤에스유통(주) 한일주유소,주유소,,190189.555837124,446087.483409005,2026-05-06 22:58:44,I,06,휴지사업재개,2024-01-31 13:43:46,,2004-01-02,492.7,서울특별시 영등포구 문래동3가 76-3,2004318007601500001,3180000,서울특별시 영등포구 도림로 486 (문래동3가),,,01,영업/정상,,,02-2679-1794
에스제이오일(주)여의도주유소,주유소,,193352.144918442,447573.426413342,2026-05-06 22:58:46,I,01,신규등록,2025-02-21 10:37:39,,2004-07-26,1709,서울특별시 영등포구 여의도동 10-1,2004318007601500007,3180000,서울특별시 영등포구 은행로 64 (여의도동),,,01,영업/정상,,,02-782-6777
유성석유,일반판매소,,190896.440776379,447235.144577236,2026-05-06 22:58:49,I,01,신규등록,2022-06-16 16:55:20,,2004-08-02,,서울특별시 영등포구 당산동3가 142,2004318011701200009,3180000,서울특별시 영등포구 국회대로 574-2 (당산동3가),,,01,영업/정상,,,02-2676-3773
(주)동일세기,용제판매소,,190324.815986464,448295.820806256,2026-05-06 22:58:49,I,01,신규등록,2023-01-31 15:42:31,,2005-01-17,,서울특별시 영등포구 양평동5가 6-4,2005318007601500001,3180000,서울특별시 영등포구 양평로27길 31-1 (양평동5가),,,01,영업/정상,,,02-2633-8504
지에스칼텍스(주)화일주유소,주유소,,190778.917141877,445674.766463938,2026-05-06 22:58:49,I,06,휴지사업재개,2024-03-28 09:45:05,,2005-09-26,732.2,서울특별시 영등포구 문래동2가 1,2005318007601500005,3180000,서울특별시 영등포구 도림로 415 (문래동2가),,2022-05-01,01,영업/정상,,,02-2633-5546
동산화학(주),용제판매소,,191144.678297319,443578.565673887,2026-05-06 22:58:49,I,02,등록취소,2016-09-20 17:50:14,2015-08-28,2006-04-25,,서울특별시 영등포구 대림동 700-3,2006318007601500001,3180000,서울특별시 영등포구 대림로 148 (대림동),,,04,취소/말소/만료/정지/중지,2014-07-15,2015-07-14,02-843-9460
삼화석유,일반판매소,,191312.794309692,446550.647317328,2026-05-06 22:58:50,I,01,신규등록,2017-05-23 13:31:02,,2008-05-26,,서울특별시 영등포구 영등포동6가 104-5,2008318011701200001,3180000,서울특별시 영등포구 영등포로33길 7-1 (영등포동6가),,,01,영업/정상,,,02-2633-0414
(주)대청에너지,주유소,,190712.446581534,444042.912673113,2026-05-06 22:58:52,I,01,신규등록,2024-08-06 09:58:29,,1994-04-11,500,서울특별시 영등포구 대림동 776-3,2010318011701500058,3180000,서울특별시 영등포구 가마산로 328 (대림동),,,01,영업/정상,,,
유림에너지,일반판매소,,191237.251842677,445726.768981469,2026-05-06 22:58:52,I,01,신규등록,2025-01-02 10:39:35,,2002-06-05,,서울특별시 영등포구 문래동1가 17-8,2014318019001200001,3180000,서울특별시 영등포구 경인로90길 9-13 (문래동1가),,,01,영업/정상,,,02-2678-9140
(주)홍화인터내셔널,용제판매소,,190957.078657698,446940.090772176,2026-05-06 22:58:52,I,02,등록취소,2017-04-17 13:52:42,2017-03-07,2014-11-24,,서울특별시 영등포구 당산동3가 72-1,2014318019001500001,3180000,서울특별시 영등포구 양산로25길 9 (당산동3가),,,04,취소/말소/만료/정지/중지,,,20680311
남서울고속주유소,주유소,,190987.57887496,444381.741668931,2026-05-06 22:58:52,I,01,신규등록,2022-04-06 13:02:17,,2018-02-20,756.9,서울특별시 영등포구 대림동 667-13,2017318022101500001,3180000,서울특별시 영등포구 가마산로 367 (대림동),,,01,영업/정상,,,02-843-5151
노스폴,용제판매소,,198076.878950513,452402.195269511,2026-05-06 22:50:15,I,03,폐지,2004-02-05 00:00:00,,2000-03-17,,서울특별시 종로구 수송동 146-1 이마빌딩 8층 400-21,2000300007601500001,3000000,"서울특별시 종로구 종로1길 42  (수송동,이마빌딩 8층 400-21)",,,03,폐업,,,02-743-5123
(주)BizMRO,용제판매소,,197539.970819724,452504.064126045,2026-05-06 22:50:16,I,03,폐지,2002-08-14 00:00:00,,2002-06-07,,서울특별시 종로구 내자동 219 한누리빌딩 8층,2002300007601500001,3000000,"서울특별시 종로구 새문안로5가길 33  (내자동,한누리빌딩 8층)",,,03,폐업,,,02-3702-0900
(주)현산케미칼,용제판매소,,199855.110473367,452477.854659566,2026-05-06 22:50:16,I,03,폐지,2005-12-21 00:00:00,,2004-01-13,,서울특별시 종로구 연지동 30 삼원빌딩 202호,2004300007601500001,3000000,"서울특별시 종로구 창경궁로16길 29,  202호 (연지동,삼원빌딩)",,,03,폐업,,,02-756-3387
제물포주유소,주유소,,,,2026-05-06 22:50:14,I,01,신규등록,2000-09-23 00:00:00,,1965-11-18,794.88,인천광역시 부평구 부평동 650,1965354004701500019,3540000,,,,01,영업/정상,,,032-512-6978
(주)소모 동양7주유소,주유소,,177414.381643278,442549.029262867,2026-05-06 22:50:14,I,07,영업개시,2023-10-30 10:49:16,,2006-08-29,2271.7,인천광역시 부평구 일신동 109-12,1969354004701500018,3540000,인천광역시 부평구 경인로 1130 (일신동),,,01,영업/정상,,,032-502-9111
공단하이웨이주유소,주유소,,175327.182871591,445886.986613253,2026-05-06 22:50:14,I,06,휴지사업재개,2024-08-02 15:24:03,,1976-05-15,1826.9,인천광역시 부평구 갈산동 181-8,1976354004701500001,3540000,인천광역시 부평구 부평대로 262 (갈산동),,2023-06-08,01,영업/정상,,,032-502-1006
서울석유(주) 부일주유소,주유소,,175385.575871773,444238.665745154,2026-05-06 22:50:14,I,07,영업개시,2023-10-30 11:15:08,,1976-05-24,1380.8,인천광역시 부평구 부평동 440-7,1976354004701500003,3540000,인천광역시 부평구 부평대로 96 (부평동),,,01,영업/정상,,,032-502-1773
동양산업(주)효성주유소,주유소,,174312.314206921,446720.632607174,2026-05-06 22:50:15,I,06,휴지사업재개,2024-06-18 10:01:27,,1976-05-24,932.5,인천광역시 부평구 청천동 395-30,1976354004701500004,3540000,인천광역시 부평구 부평북로 154 (청천동),,,01,영업/정상,,,032-505-5189
명성석유,일반판매소,,176202.542804683,443605.153902937,2026-05-06 22:50:15,I,01,신규등록,2014-02-26 18:19:10,,1982-03-12,,인천광역시 부평구 부평동 364-7,1982354004701200000,3540000,인천광역시 부평구 장제로102번길 26 (부평동),,,01,영업/정상,,,032-511-7024
명성석유,일반판매소,,176202.542804683,443605.153902937,2026-05-06 22:50:15,I,01,신규등록,2014-02-26 18:20:07,,1982-03-12,,인천광역시 부평구 부평동 364-7,1982354004701200017,3540000,인천광역시 부평구 장제로102번길 26 (부평동),,,01,영업/정상,,,032-511-7024
부개주유소,주유소,,176634.410315488,442741.283692418,2026-05-06 22:50:15,I,01,신규등록,2023-10-30 11:15:59,,1982-10-15,697,인천광역시 부평구 부개동 269-4,1982354004701500006,3540000,인천광역시 부평구 경인로 1050 (부개동),,,01,영업/정상,,,032-514-1863
산곡하이웨이주유소,주유소,,174529.34191741,444679.991604216,2026-05-06 22:50:15,I,06,휴지사업재개,2024-07-26 16:29:40,,1984-06-21,1291.9,인천광역시 부평구 산곡동 411-16,1984354004701500008,3540000,인천광역시 부평구 원적로 417 (산곡동),21363,2018-04-26,01,영업/정상,,,032-524-5151
(주)백마에너지 백마장주유소,주유소,,173873.114590152,445149.928731099,2026-05-06 22:50:15,I,01,신규등록,2023-10-30 11:16:55,,1985-10-25,648.72,인천광역시 부평구 산곡동 101-4,1985354004701500009,3540000,인천광역시 부평구 길주로 390 (산곡동),,,01,영업/정상,,,032-516-5151
동서에너지,일반판매소,,176550.956948155,446950.332481756,2026-05-06 22:50:15,I,06,휴지사업재개,2023-10-30 15:26:19,,1986-12-27,,인천광역시 계양구 작전동 707-26 성주빌라 2동 201호,1986354004701200012,3540000,인천광역시 부평구 경인로667번길 48 (십정동),,2009-10-09,01,영업/정상,2009-02-11,2009-11-11,032-523-5878
백조석유,일반판매소,,,,2026-05-06 22:50:16,I,01,신규등록,2000-09-23 00:00:00,,1989-10-01,,인천광역시 부평구 부평동 127-20,1989354004701200018,3540000,,,,01,영업/정상,,,032-522-7586
조은석유사,일반판매소,,176071.363585268,444817.112115492,2026-05-06 22:50:16,I,01,신규등록,2023-10-30 15:29:06,,1989-05-24,,인천광역시 부평구 부평동 10-584,1989354004701200027,3540000,인천광역시 부평구 길주남로77번길 21 (부평동),,,01,영업/정상,,,032-502-5002
백운석유,일반판매소,,174226.121281799,442371.663007791,2026-05-06 22:50:16,I,01,신규등록,2014-02-27 10:34:28,,1989-07-06,,인천광역시 부평구 십정동 182-63,1989354004701200028,3540000,인천광역시 부평구 마장로36번길 22 (십정동),,,01,영업/정상,,,032-522-3203
(주)정도인더스트리,일반판매소,,176951.17408153,442571.834181353,2026-05-06 22:50:16,I,01,신규등록,2023-10-30 15:34:54,,1990-11-07,,인천광역시 부평구 부개동 383-40,1990354004701200040,3540000,인천광역시 부평구 경인로1092번길 30 (부개동),,,01,영업/정상,,,032-267-5189
현대석유상사,일반판매소,,173821.330460697,443657.004239645,2026-05-06 22:50:16,I,01,신규등록,2014-02-27 10:33:42,,1990-12-03,,인천광역시 부평구 산곡동 316-2,1990354004701200041,3540000,인천광역시 부평구 마장로180번길 21 (산곡동),,,01,영업/정상,,,032-525-1462
팔도셀프주유소,주유소,,173635.078713862,443735.936304554,2026-05-06 22:50:16,I,01,신규등록,2023-10-30 11:19:12,,1990-08-28,566.9,인천광역시 부평구 산곡동 362-20,1990354004701500011,3540000,인천광역시 부평구 마장로 199 (산곡동),,,01,영업/정상,,,032-511-6137
장동석유,일반판매소,,173928.304539043,446204.005132994,2026-05-06 22:50:16,I,01,신규등록,2012-06-25 17:43:20,,1991-08-31,,인천광역시 부평구 청천동 11-12,1991354004701200010,3540000,인천광역시 부평구 평천로142번길 50 (청천동),,,01,영업/정상,,,032-518-6396
엘지석유,일반판매소,,173175.291247465,441023.048091142,2026-05-06 22:50:16,I,01,신규등록,2014-02-27 10:55:08,,1991-01-31,,인천광역시 부평구 십정동 317-20,1991354004701200019,3540000,인천광역시 부평구 백범로506번길 33 (십정동),,,01,영업/정상,,,032-422-8043
금강에너지,일반판매소,,176370.650777633,444649.946044321,2026-05-06 22:50:16,I,01,신규등록,2009-12-23 10:38:15,,1991-10-21,,인천광역시 부평구 부평동 10-43,1991354004701200022,3540000,인천광역시 부평구 길주남로 112-13  (부평동),,,01,영업/정상,,,032-502-3615
소망석유,일반판매소,,175747.149402801,442779.464778299,2026-05-06 22:50:16,I,07,영업개시,2023-10-30 15:31:22,,1991-02-07,,인천광역시 부평구 부평동 642-6,1991354004701200032,3540000,인천광역시 부평구 육동로18번길 27 (부평동),,,01,영업/정상,2009-02-02,2009-08-02,032-512-5335
충남석유,일반판매소,,175555.922196549,442495.322332581,2026-05-06 22:50:16,I,01,신규등록,2014-02-26 18:25:33,,1991-02-11,,인천광역시 부평구 부평동 665-132,1991354004701200043,3540000,인천광역시 부평구 동수로52번길 19 (부평동),,,01,영업/정상,,,032-528-2933
(주)신화석유,일반판매소,,,,2026-05-06 22:50:17,I,01,신규등록,2000-09-23 00:00:00,,1991-09-06,,인천광역시 부평구 갈산동 50-11,1991354004701200046,3540000,,,,01,영업/정상,,,032-517-2824
대한에너지,일반판매소,,177080.969574863,443291.558361722,2026-05-06 22:50:17,I,01,신규등록,2024-06-19 09:27:03,,1991-10-22,,인천광역시 부평구 부개동 491-10,1991354004701200048,3540000,인천광역시 부평구 부일로113번길 29-10 (부개동),,,01,영업/정상,,,032-518-0010
충남석유사,일반판매소,,173515.28856238,441618.40989587,2026-05-06 22:50:17,I,01,신규등록,2014-02-27 10:52:02,,1991-10-22,,인천광역시 부평구 십정동 427-6,1991354004701200049,3540000,인천광역시 부평구 이규보로 34-11 (십정동),,,01,영업/정상,,,032-425-3934
동신석유,일반판매소,,176485.552666667,443424.743666666,2026-05-06 22:50:17,I,01,신규등록,2014-02-27 10:40:46,,1991-12-06,,인천광역시 부평구 부개동 141-1,1991354004701200052,3540000,인천광역시 부평구 충선로46번길 16 (부개동),,,01,영업/정상,,,032-503-8979
부일석유,일반판매소,,176175.325991994,442899.697432935,2026-05-06 22:50:17,I,01,신규등록,2014-02-27 10:48:48,,1991-12-09,,인천광역시 부평구 부평동 614-20,1991354004701200055,3540000,인천광역시 부평구 장제로28번길 35-5 (부평동),,,01,영업/정상,,,032-514-0522
인동석유,일반판매소,,174924.518387764,442721.797885434,2026-05-06 22:50:17,I,01,신규등록,2014-02-27 10:38:58,,1991-12-20,,인천광역시 부평구 부평동 760-363,1991354004701200059,3540000,인천광역시 부평구 경인로879번길 26 (부평동),,,01,영업/정상,,,032-524-1220
명마주유소,주유소,,173357.980558783,442144.427521601,2026-05-06 22:50:17,I,01,신규등록,2015-01-02 17:28:51,,1991-12-02,1038,인천광역시 부평구 십정동 168-29,1991354004701500012,3540000,인천광역시 부평구 경원대로 1132 (십정동),,,01,영업/정상,,,032-529-8585
유항주유소,주유소,,175808.599625295,446391.516089737,2026-05-06 22:50:17,I,01,신규등록,2025-11-13 14:19:42,,1991-12-01,1676.03,인천광역시 부평구 갈산동 108-10,1991354004701500013,3540000,인천광역시 부평구 주부토로 273 (갈산동),21316,,01,영업/정상,,,032-501-5151
동암주유소,주유소,,173464.066659014,440943.362962218,2026-05-06 22:50:17,I,01,신규등록,2023-11-24 10:34:11,,1991-12-11,1335.9,인천광역시 부평구 십정동 419-3,1991354004701500014,3540000,인천광역시 부평구 열우물로 19 (십정동),,,01,영업/정상,,,032-424-9717
에스케이글로벌주식회사 제일주유소,주유소,,176063.540687037,444114.76707477,2026-05-06 22:50:17,I,01,신규등록,2014-02-27 10:47:46,,1991-12-12,1635,인천광역시 부평구 부평동 378-2,1991354004701500015,3540000,인천광역시 부평구 장제로 151 (부평동),,,01,영업/정상,,,032-501-5001
제일주유소,주유소,,176063.540687037,444114.76707477,2026-05-06 22:50:18,I,01,신규등록,2024-06-18 13:20:53,,1991-12-12,2125,인천광역시 부평구 부평동 378-2,1991354006101588888,3540000,인천광역시 부평구 장제로 151 (부평동),,,01,영업/정상,,,032-501-5001
협진석유,일반판매소,,175012.633599288,442659.612337549,2026-05-06 22:50:18,I,01,신규등록,2014-02-27 10:50:27,,1992-08-10,,인천광역시 부평구 부평동 754-124,1992354004701200003,3540000,인천광역시 부평구 부영로 4 (부평동),,,01,영업/정상,,,032-518-5625
대인유류사,일반판매소,,173779.160275887,446407.057047775,2026-05-06 22:50:18,I,01,신규등록,2014-02-27 10:45:19,,1992-10-15,,인천광역시 부평구 청천동 14-9,1992354004701200005,3540000,인천광역시 부평구 마장로 461-1 (청천동),,,01,영업/정상,,,032-501-1820
(주)대한유업,일반판매소,,173631.443335032,445994.477213692,2026-05-06 22:50:18,I,01,신규등록,2001-07-28 00:00:00,,1992-01-15,,인천광역시 부평구 청천동 100-2,1992354004701200009,3540000,인천광역시 부평구 마장로429번길 32  (청천동),,,01,영업/정상,,,032-523-7925
현성오일,일반판매소,,177105.596930348,438143.380517436,2026-05-06 22:50:18,I,04,사업정지,2021-06-25 17:32:37,,1992-04-28,,인천광역시 남동구 만수동 1035-6,1992354004701200013,3540000,인천광역시 부평구 부흥로376번길 11 (부개동),,,04,취소/말소/만료/정지/중지,,,
대흥석유,일반판매소,,173236.452653046,441729.546071218,2026-05-06 22:50:18,I,01,신규등록,2014-02-27 10:43:18,,1992-11-10,,인천광역시 부평구 십정동 216-148,1992354004701200026,3540000,인천광역시 부평구 열우물로126번길 73-4 (십정동),,,01,영업/정상,,,032-427-8965
삼산석유,일반판매소,,,,2026-05-06 22:50:18,I,01,신규등록,2000-09-23 00:00:00,,1992-10-29,,인천광역시 부평구 삼산동 237-23,1992354004701200056,3540000,,,,01,영업/정상,,,032-501-4874
대성상사,일반판매소,,-1824.30595192962,483744.59310855,2026-05-06 22:50:13,I,01,신규등록,2018-11-08 09:24:12,,1989-09-26,,인천광역시 옹진군 대청면 대청리 765,1989358000701200005,3580000,인천광역시 옹진군 대청면 대청로 207,,,01,영업/정상,,,032-836-2319
백령주유소,주유소,,29.7723236137188,498561.162429271,2026-05-06 22:50:13,I,07,영업개시,2018-06-04 09:48:35,,1992-06-08,783,인천광역시 옹진군 백령면 진촌리 315-3,1992358000701500002,3580000,인천광역시 옹진군 백령면 백령로 221,,,01,영업/정상,,,032-836-0233
옹진주유소,주유소,,-922.927751380114,499220.664310985,2026-05-06 22:50:14,I,07,영업개시,2023-09-21 11:02:30,,1993-06-02,1500,인천광역시 옹진군 백령면 진촌리 1027-4 옹진주유소,1993358000701500003,3580000,"인천광역시 옹진군 백령면 백령로 342, 옹진주유소",23101,,01,영업/정상,,,032-836-0058
내리주유소,주유소,,154215.130429851,417451.557537944,2026-05-06 22:50:14,I,07,영업개시,2018-08-21 15:37:17,,1993-08-23,886,인천광역시 옹진군 영흥면 내리 196-2 3통1반,1993358000701500004,3580000,인천광역시 옹진군 영흥면 영흥로251번길 18,,,01,영업/정상,,,032-886-5090
선재주유소,주유소,,158167.277543155,415425.141740939,2026-05-06 22:50:14,I,07,영업개시,2018-08-21 15:38:25,,2003-05-17,994,인천광역시 옹진군 영흥면 선재리 344 GS선재주유소,2003358000701500001,3580000,"인천광역시 옹진군 영흥면 선재로 123, GS선재주유소",23123,,01,영업/정상,,,032-888-5185
덕적주유소,주유소,,124578.418729154,414325.979126046,2026-05-06 22:50:14,I,07,영업개시,2023-10-30 14:02:50,,2004-09-20,517,인천광역시 옹진군 덕적면 진리 26 외 2필지,2004358000701500001,3580000,인천광역시 옹진군 덕적면 덕적북로 66,,,01,영업/정상,,,032-832-3884
장봉에너지,주유소,,142049.258003041,447928.870799493,2026-05-06 22:50:14,I,01,신규등록,2018-03-02 16:33:28,,2004-10-26,317,인천광역시 옹진군 북도면 장봉리 191,2004358000701500002,3580000,인천광역시 옹진군 북도면 장봉로 467,,,01,영업/정상,,,
영흥주유소,주유소,,157365.630486899,416660.390606772,2026-05-06 22:50:14,I,01,신규등록,2023-10-30 14:05:34,,2006-09-22,904,인천광역시 옹진군 영흥면 선재리 603-9,2006358000701500002,3580000,인천광역시 옹진군 영흥면 선재로 273,,,01,영업/정상,,,032-888-5189
연평주유소,주유소,,84690.0156720163,462322.432968501,2026-05-06 22:50:14,I,07,영업개시,2020-01-13 15:01:29,,2009-06-08,761,인천광역시 옹진군 연평면 연평리 527,2008358003801500001,3580000,인천광역시 옹진군 연평면 연평로 715,,,01,영업/정상,,,032-831-3363
북포주유소,주유소,,,,2026-05-06 22:50:14,I,07,영업개시,2020-01-20 14:41:14,,2014-03-17,,인천광역시 옹진군 백령면 북포리,2014358003801500001,3580000,인천광역시 옹진군 백령면 백령로 859,23103,,01,영업/정상,,,032-836-5144
대청주유소,주유소,,-1977.57417853502,483710.566753177,2026-05-06 22:50:14,I,07,영업개시,2023-10-30 14:06:27,,2017-11-03,660,인천광역시 옹진군 대청면 대청리 750,2017358003801500001,3580000,인천광역시 옹진군 대청면 대청로 222,23105,,01,영업/정상,,,032-836-1111
자월주유소,주유소,,139540.506135228,416339.488888532,2026-05-06 22:50:14,I,07,영업개시,2023-10-29 15:13:50,,2019-01-09,,인천광역시 옹진군 자월면 자월리 308,2019358010201500001,3580000,인천광역시 옹진군 자월면 자월동로 38,23126,,01,영업/정상,,,032-435-5399
형제석유,일반판매소,,173367.626278994,441451.777230115,2026-05-06 22:50:18,I,01,신규등록,2014-02-27 10:42:15,,1992-03-08,,인천광역시 부평구 십정동 375-17,1992354004701200060,3540000,인천광역시 부평구 이규보로 11-16 (십정동),,,01,영업/정상,,,032-439-1578
태양석유상사,일반판매소,,,,2026-05-06 22:50:18,I,01,신규등록,2000-09-23 00:00:00,,1992-04-23,,인천광역시 부평구 삼산동 121-21,1992354004701200061,3540000,,,,01,영업/정상,,,032-513-1734
해동석유,일반판매소,,,,2026-05-06 22:50:18,I,01,신규등록,2000-09-23 00:00:00,,1992-07-30,,인천광역시 부평구 십정동 584-27,1992354004701200063,3540000,,,,01,영업/정상,,,032-437-4202
애영석유,일반판매소,,176373.817735108,443539.392024819,2026-05-06 22:50:18,I,01,신규등록,2014-02-27 10:46:46,,1992-10-05,,인천광역시 부평구 부개동 139-5,1992354004701200065,3540000,인천광역시 부평구 부평문화로 156 (부개동),,,01,영업/정상,,,032-511-5177
부평석유사,일반판매소,,176301.129226892,444222.347513387,2026-05-06 22:50:19,I,01,신규등록,2014-02-27 10:53:23,,1992-12-10,,인천광역시 부평구 부평동 112-32,1992354004701200066,3540000,인천광역시 부평구 부흥북로96번길 23 (부평동),,,01,영업/정상,,,032-529-8301
장미석유,일반판매소,,173900.776274611,441168.215444627,2026-05-06 22:50:19,I,01,신규등록,2014-02-27 10:58:59,,1992-12-29,,인천광역시 부평구 십정동 493-38,1992354004701200067,3540000,인천광역시 부평구 경인로701번길 50 (십정동),,,01,영업/정상,,,032-425-5294
산곡현대주유소,주유소,,,,2026-05-06 22:50:19,I,01,신규등록,2000-09-20 00:00:00,,1992-01-04,1536,인천광역시 부평구 부평동 274-21,1992354004701500016,3540000,,,,01,영업/정상,,,032-524-4761
BK봉황주유소,주유소,,173878.231348162,443245.769194646,2026-05-06 22:50:19,I,01,신규등록,2025-11-10 11:06:32,,1992-01-04,731.06,인천광역시 부평구 산곡동 369-305,1992354004701500017,3540000,인천광역시 부평구 마장로 144 (산곡동),21382,,01,영업/정상,,,032-521-3939
