건물지상층수,건물소유구분명,건물지하층수,사업장명,업태구분명,폐업일자,조건부허가시작일자,조건부허가신고사유,조건부허가종료일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,여성종사자수,최종수정시점,인허가일자,소재지면적,소재지우편번호,지번주소,다중이용업소여부,남성종사자수,관리번호,개방자치단체코드,도로명주소,도로명우편번호,회수건조기수,영업상태구분코드,영업상태명,위생업태명,소재지전화번호,사용시작지상층,사용시작지하층,사용끝지상층,사용끝지하층,세탁기수
0,,0,쌍용세탁소,일반세탁업,,,,,202777.40317781,459496.221144452,2026-05-06 22:34:45,I,01,영업,,2025-06-24 09:58:19,1998-09-11,39.00,142-865,서울특별시 강북구 번동 459-110,N,,3080000-205-1998-01864,3080000,서울특별시 강북구 한천로124나길 10 (번동),01059,0,01,영업/정상,일반세탁업,02-998-4747,0,0,0,0,0
,,,승훈사세탁소,일반세탁업,,,,,201801.21630148,458977.171109715,2026-05-06 22:34:47,I,01,영업,,2024-12-19 10:30:11,1999-08-04,16.11,142-873,서울특별시 강북구 수유동 49-6,N,,3080000-205-1999-02089,3080000,서울특별시 강북구 덕릉로24길 38 (수유동),01115,,01,영업/정상,일반세탁업,02-987-9215,,,,,
,,,미미세탁소,일반세탁업,,,,,201798.676768869,457648.292326525,2026-05-06 22:34:47,I,01,영업,,2022-12-12 18:03:38,1999-08-09,15.01,142-816,서울특별시 강북구 미아동 734-185,N,,3080000-205-1999-02090,3080000,서울특별시 강북구 삼양로38길 9 (미아동),01173,,01,영업/정상,일반세탁업,02-983-9002,,,,,
,,,귀빈세탁소,일반세탁업,,,,,201025.288929385,461558.065576472,2026-05-06 22:34:48,I,01,영업,,2024-12-19 10:59:14,2000-10-25,33.00,142-892,서울특별시 강북구 우이동 56-28,N,,3080000-205-2000-02095,3080000,"서울특별시 강북구 삼양로155길 18 (우이동, 지상1층)",01005,,01,영업/정상,일반세탁업,02-904-7148,,,,,
0,,0,드라이21,일반세탁업,,,,,202476.110255401,459681.591023679,2026-05-06 22:34:49,I,01,영업,,2025-01-09 10:00:51,2002-03-22,68.00,142-868,서울특별시 강북구 번동 461-79,N,,3080000-205-2002-00003,3080000,서울특별시 강북구 한천로132길 12 (번동),01058,,01,영업/정상,일반세탁업,02-994-0735,0,0,0,0,0
,,,신진사,일반세탁업,,,,,201688.164144323,460691.022756191,2026-05-06 22:34:50,I,01,영업,,2024-12-19 10:29:00,2002-04-15,30.00,142-888,서울특별시 강북구 수유동 705-3,N,,3080000-205-2002-00020,3080000,서울특별시 강북구 노해로35길 111-4 (수유동),01045,,01,영업/정상,일반세탁업,02-993-1713,,,,,
,,,현대사,일반세탁업,,,,,202251.774751369,459067.967952989,2026-05-06 22:34:50,I,01,영업,,2024-12-19 10:48:47,2002-05-08,36.00,142-803,서울특별시 강북구 미아동 158-12,N,,3080000-205-2002-00021,3080000,서울특별시 강북구 도봉로78길 51 (미아동),01129,,01,영업/정상,일반세탁업,02-0988-0276,,,,,
0,,0,동양세탁,일반세탁업,,,,,200921.855251696,457533.770785984,2026-05-06 22:34:51,I,01,영업,,2025-06-24 09:58:30,2003-05-21,.00,142-822,서울특별시 강북구 미아동 837 벽산상가 1동 107호,N,,3080000-205-2003-00004,3080000,"서울특별시 강북구 솔샘로 167, 1동 107호 (미아동, 벽산상가 )",01191,0,01,영업/정상,일반세탁업,02-900-0733,0,0,0,0,0
,,,명지사,일반세탁업,,,,,203932.991517795,458247.431674005,2026-05-06 22:34:51,I,01,영업,,2025-01-09 09:58:07,2003-05-27,.00,142-863,서울특별시 강북구 번동 241,N,,3080000-205-2003-00005,3080000,서울특별시 강북구 한천로105길 24 (번동),01229,,01,영업/정상,일반세탁업,02-989-8768,,,,,
0,,0,수유세탁,일반세탁업,,,,,202362.251030144,459939.449932231,2026-05-06 22:34:52,I,01,영업,,2025-09-16 17:00:42,2003-07-22,,142-876,서울특별시 강북구 수유동 172-228,N,,3080000-205-2003-00010,3080000,서울특별시 강북구 도봉로95길 26 (수유동),01054,,01,영업/정상,일반세탁업,02-992-6273,0,0,0,0,0
0,,0,합정세탁소,일반세탁업,,,,,192024.878077827,449773.256537625,2026-05-06 22:43:37,I,01,영업,,2023-07-04 17:27:51,1998-05-07,33.00,121-885,서울특별시 마포구 합정동 388-28,N,,3130000-205-1998-01930,3130000,"서울특별시 마포구 월드컵로3길 39, 1층 (합정동)",04025,0,01,영업/정상,일반세탁업,02-336-6480,0,0,0,0,0
0,,0,임광컴퓨터크리닝,일반세탁업,,,,,193383.874190961,451251.55743485,2026-05-06 22:43:39,I,01,영업,,2021-12-24 10:25:01,2000-03-16,21.40,121-865,서울특별시 마포구 연남동 224-36,N,,3130000-205-2000-01951,3130000,서울특별시 마포구 동교로 270 (연남동),03981,,01,영업/정상,일반세탁업,02-324-9676,0,0,,,
,,,성은세탁소,일반세탁업,,,,,191086.380135203,450581.87781332,2026-05-06 22:43:39,I,01,영업,,2014-12-23 10:43:37,2000-05-09,25.00,121-825,서울특별시 마포구 망원동 429-24,N,,3130000-205-2000-01956,3130000,서울특별시 마포구 망원로1길 24 (망원동),03957,,01,영업/정상,일반세탁업,02-333-7365,,,,,
0,,0,광장사,일반세탁업,,,,,195125.000346677,448318.358910522,2026-05-06 22:43:22,I,01,영업,,2020-10-14 17:58:06,2001-01-10,139.24,121-050,서울특별시 마포구 마포동 253 마포쌍용황금아파트,N,,3130000-205-2001-01948,3130000,"서울특별시 마포구 마포대로4라길 30, 마포쌍용황금아파트 상가동 101호 (마포동, 마포쌍용황금아파트)",04178,1,01,영업/정상,일반세탁업,02-717-1783,0,0,0,0,0
0,,0,유명사,일반세탁업,,,,,193446.6396726,450213.974224342,2026-05-06 22:43:38,I,01,영업,,2022-06-14 14:52:21,2001-05-31,28.90,121-837,서울특별시 마포구 서교동 339-18,N,,3130000-205-2001-01950,3130000,서울특별시 마포구 와우산로29가길 54-10 (서교동),04054,1,01,영업/정상,일반세탁업,02-3142-4771,1,0,1,0,0
0,,0,삼성사,일반세탁업,,,,,193824.338955745,449880.653018992,2026-05-06 22:43:36,I,01,영업,,2024-09-27 06:44:12,2002-11-13,.00,121-778,서울특별시 마포구 창전동 437 창전동삼성아파트,N,,3130000-205-2002-00004,3130000,"서울특별시 마포구 서강로 95, 상가동 205호 (창전동, 창전동삼성아파트)",04064,1,01,영업/정상,일반세탁업,02-3143-0097,0,0,0,0,0
0,,0,일진세탁소,일반세탁업,,,,,196586.08796477,450484.088600061,2026-05-06 22:43:36,I,01,영업,,2020-10-21 10:34:33,2002-11-21,.00,121-010,서울특별시 마포구 아현동 703-14 평강빌라,N,,3130000-205-2002-00005,3130000,"서울특별시 마포구 손기정로 41, 1층 (아현동, 평강빌라)",04198,,01,영업/정상,일반세탁업,02-312-4806,0,0,,,
0,,0,중앙세탁소,일반세탁업,,,,,195852.524254164,448575.779442887,2026-05-06 22:43:26,I,01,영업,,2023-07-04 17:28:55,2003-02-20,.00,121-814,서울특별시 마포구 도화동 357 현대종합상가 203호,N,,3130000-205-2003-00017,3130000,"서울특별시 마포구 새창로 52 (도화동, 현대종합상가 203호)",04182,1,01,영업/정상,일반세탁업,02-716-8974,0,0,0,0,0
0,,0,현대,일반세탁업,,,,,195669.217619713,448393.658663222,2026-05-06 22:43:27,I,01,영업,,2022-01-19 15:34:00,2003-02-17,.00,121-814,서울특별시 마포구 도화동 353 현대2차아파트,N,,3130000-205-2003-00018,3130000,"서울특별시 마포구 새창로8길 72, 상가동 203호 (도화동, 현대2차아파트)",04180,1,01,영업/정상,일반세탁업,02-717-5233,0,0,0,0,0
,,,벙글세탁소,일반세탁업,,,,,193931.183307249,450284.904724998,2026-05-06 22:43:28,I,01,영업,,2003-03-17 00:00:00,2003-02-18,.00,121-899,서울특별시 마포구 동교동 188-20,N,,3130000-205-2003-00023,3130000,서울특별시 마포구 와우산로32길 35 (동교동),04057,,01,영업/정상,일반세탁업,02-332-1656,,,,,
0,,0,홍남세탁소,일반세탁업,,,,,196319.583339595,449532.560088965,2026-05-06 22:43:29,I,01,영업,,2009-06-05 10:58:55,2003-02-20,.00,121-801,서울특별시 마포구 공덕동 111-276,N,,3130000-205-2003-00026,3130000,서울특별시 마포구 만리재로 86-1 (공덕동),04185,1,01,영업/정상,일반세탁업,02-714-4399,0,0,0,0,0
,,,월풀,빨래방업,,,,,195283.191806807,450404.678593977,2026-05-06 22:43:30,I,01,영업,,2010-12-27 10:25:21,2003-02-18,.00,121-870,서울특별시 마포구 염리동 9-100,N,,3130000-205-2003-00030,3130000,서울특별시 마포구 숭문16길 15 (염리동),04113,,01,영업/정상,빨래방업,02-704-3880,,,,,
0,,0,현대항균세탁소,일반세탁업,,,,,191704.369027609,452098.678876016,2026-05-06 22:43:33,I,01,영업,,2017-12-19 10:53:53,2003-02-17,.00,121-879,서울특별시 마포구 중동 392 현대아파트 상가동 202호,N,,3130000-205-2003-00040,3130000,"서울특별시 마포구 월드컵북로38나길 9, 상가동 202호 (중동, 현대아파트)",03943,1,01,영업/정상,일반세탁업,02-302-0088,0,0,0,0,0
0,,0,한미사,일반세탁업,,,,,195217.208488883,450333.806598093,2026-05-06 22:43:34,I,01,영업,,2009-06-05 11:28:39,2003-02-14,.00,121-870,서울특별시 마포구 염리동 10-118,N,,3130000-205-2003-00047,3130000,서울특별시 마포구 숭문길 200 (염리동),04122,1,01,영업/정상,일반세탁업,02-716-6282,0,0,0,0,0
3,임대,1,태영세탁,일반세탁업,,,,,193831.413314099,450124.601237097,2026-05-06 22:43:50,I,01,영업,,2024-09-27 06:40:49,2004-01-19,32.67,121-882,서울특별시 마포구 창전동 439 태영상가 202호,N,,3130000-205-2004-00002,3130000,"서울특별시 마포구 서강로9길 49, 202호 (창전동, 태영상가)",04059,,01,영업/정상,일반세탁업,02-332-2995,2,,2,,
2,,0,태영세탁,일반세탁업,,,,,194855.132261445,449165.068261658,2026-05-06 22:43:50,I,01,영업,,2020-10-14 17:48:57,2004-06-08,38.00,121-764,서울특별시 마포구 대흥동 660 대흥동태영아파트,N,,3130000-205-2004-00006,3130000,"서울특별시 마포구 독막로 266, 남상가동 105호 (대흥동, 대흥동태영아파트)",04153,1,01,영업/정상,일반세탁업,02-717-8877,2,0,2,0,0
7,임대,1,미도세탁,일반세탁업,,,,,194420.477283099,448941.861164151,2026-05-06 22:43:50,I,01,영업,,2023-07-04 14:55:22,2004-07-09,98.18,121-876,서울특별시 마포구 용강동 494-8 외 2필지  두영(아) 1층,N,,3130000-205-2004-00009,3130000,"서울특별시 마포구 대흥로 20 (용강동,외 2필지  두영(아) 1층)",04162,,01,영업/정상,일반세탁업,02-797-3883,1,,1,,
3,임대,1,레미안세탁소,일반세탁업,,,,,194740.657763987,449014.692581692,2026-05-06 22:43:50,I,01,영업,,2020-10-21 10:24:38,2004-09-10,36.30,121-876,서울특별시 마포구 용강동 380 래미안아파트,N,,3130000-205-2004-00010,3130000,"서울특별시 마포구 큰우물로 26, 래미안아파트 상가동 지1층 (용강동)",04160,1,01,영업/정상,일반세탁업,02-707-2477,0,1,0,1,0
5,,,코인워시24만리동점,빨래방업,,,,,196509.385278709,450078.745081601,2026-05-06 22:43:55,I,01,영업,,2022-06-14 14:47:56,2004-10-07,37.76,121-010,서울특별시 마포구 아현동 751-3,N,,3130000-205-2004-00012,3130000,"서울특별시 마포구 환일길 60, 1층 (아현동)",04203,,01,영업/정상,빨래방업,02-362-4563,1,,1,,
3,임대,1,제일사,일반세탁업,,,,,202072.743461105,459083.630551791,2026-05-06 22:34:52,I,01,영업,,2024-12-19 10:31:13,2003-05-24,29.00,142-803,서울특별시 강북구 미아동 159-48,N,,3080000-205-2003-00021,3080000,"서울특별시 강북구 덕릉로28길 11, 1층 (미아동)",01129,1,01,영업/정상,일반세탁업,02-957-0790,,,2,,
2,,,대명세탁소,일반세탁업,,,,,202688.1404361,457405.484266439,2026-05-06 22:34:52,I,01,영업,,2024-12-19 10:34:00,2004-06-25,14.00,142-809,서울특별시 강북구 미아동 137-65,N,,3080000-205-2004-00004,3080000,서울특별시 강북구 도봉로18길 47 (미아동),01164,,01,영업/정상,일반세탁업,,1,,1,,
4,,1,미광조이너스크리닝,일반세탁업,,,,,201043.690776927,458072.573362264,2026-05-06 22:34:53,I,01,영업,,2024-12-02 17:46:50,2005-07-20,26.40,142-823,서울특별시 강북구 미아동 791-3449,N,,3080000-205-2005-00006,3080000,서울특별시 강북구 솔매로 2 (미아동),01180,,01,영업/정상,일반세탁업,02-983-0206,1,,1,,
0,,0,경남세탁소,일반세탁업,,,,,203083.468974539,456988.612676639,2026-05-06 22:34:53,I,01,영업,,2022-02-14 15:54:25,2005-07-27,48.96,142-100,서울특별시 강북구 미아동 1356 경남아너스빌,N,,3080000-205-2005-00008,3080000,"서울특별시 강북구 오패산로30길 30, 상가동 101,102호 (미아동, 경남아너스빌)",01234,0,01,영업/정상,일반세탁업,02-986-3469,1,0,1,0,0
4,,,크린세탁,일반세탁업,,,,,203042.681606177,457094.462869631,2026-05-06 22:34:53,I,01,영업,,2005-08-22 00:00:00,2005-08-22,34.60,142-802,서울특별시 강북구 미아동 5-23,N,,3080000-205-2005-00011,3080000,서울특별시 강북구 오패산로30길 68 (미아동),01234,,01,영업/정상,일반세탁업,,1,,1,,
,,,아이원세탁,일반세탁업,,,,,201467.070851848,457085.224329758,2026-05-06 22:34:53,I,01,영업,,2022-12-12 18:02:46,2005-09-02,27.00,142-100,서울특별시 강북구 미아동 1357-4 401동 상가 101호,N,,3080000-205-2005-00012,3080000,"서울특별시 강북구 삼양로19길 109 (미아동,401동 상가 101호)",01198,,01,영업/정상,일반세탁업,02-981-0155,2,,2,,
4,,1,중앙세탁,일반세탁업,,,,,201085.595093037,460786.765035171,2026-05-06 22:34:53,I,01,영업,,2021-03-02 10:51:25,2005-09-06,16.20,142-892,서울특별시 강북구 우이동 72-154,N,,3080000-205-2005-00013,3080000,서울특별시 강북구 삼양로139가길 2 (우이동),01010,,01,영업/정상,일반세탁업,02-900-9726,1,,1,,
4,,0,새로나세탁,일반세탁업,,,,,202567.355602159,457368.453124798,2026-05-06 22:34:54,I,01,영업,,2011-11-25 10:43:57,2005-11-16,39.60,142-809,서울특별시 강북구 미아동 137-20,N,,3080000-205-2005-00018,3080000,서울특별시 강북구 도봉로20길 7 (미아동),01164,,01,영업/정상,일반세탁업,02-989-7794,1,,1,,0
4,,,그린세탁소,일반세탁업,,,,,202446.066623742,459290.31996067,2026-05-06 22:34:54,I,01,영업,,2024-12-02 17:47:25,2006-01-12,32.00,142-864,서울특별시 강북구 번동 414-35 1층,N,,3080000-205-2006-00001,3080000,"서울특별시 강북구 한천로123길 64 (번동,1층)",01066,,01,영업/정상,일반세탁업,02-999-2114,1,,1,,
4,,1,크린토피아수유지사,일반세탁업,,,,,201734.029298986,459261.606829021,2026-05-06 22:34:54,I,01,영업,,2025-08-04 16:18:27,2006-03-17,129.96,142-891,서울특별시 강북구 수유동 46-20 태영빌딩,N,,3080000-205-2006-00003,3080000,"서울특별시 강북구 수유로 62, 태영빌딩 1층 (수유동)",01081,,01,영업/정상,일반세탁업,02-904-1991,1,,1,,
,,,풍림세탁,일반세탁업,,,,,201617.336643593,457122.142646519,2026-05-06 22:34:54,I,01,영업,,2024-12-19 11:01:58,2006-03-21,.00,142-100,서울특별시 강북구 미아동 1357-3 삼각산아이원(아) 402동 206호,N,,3080000-205-2006-00005,3080000,"서울특별시 강북구 삼양로19길 74, 402동 206호 (미아동, 삼각산아이원(아))",01196,,01,영업/정상,일반세탁업,02-988-5826,,,,,
3,임대,1,매일새옷,일반세탁업,,,,,201121.567297322,459378.785298933,2026-05-06 22:34:54,I,01,영업,,2023-12-08 15:20:57,2006-11-10,49.00,142-870,서울특별시 강북구 수유동 422-2,N,,3080000-205-2006-00008,3080000,"서울특별시 강북구 인수봉로56길 9-1, 1층 (수유동)",01089,,01,영업/정상,일반세탁업,02-907-3349,1,,1,,
5,임대,1,스마일,일반세탁업,,,,,202973.127176547,458955.176048982,2026-05-06 22:34:55,I,01,영업,,2024-12-19 17:14:28,2007-07-06,27.52,142-866,서울특별시 강북구 번동 510-35 1층,N,,3080000-205-2007-00002,3080000,"서울특별시 강북구 오현로31길 129, 1층 (번동)",01144,,01,영업/정상,일반세탁업,02-986-1285,1,0,1,0,2
3,,1,세탁하는사람들,일반세탁업,,,,,201105.525165379,459255.981672294,2026-05-06 22:34:55,I,01,영업,,2024-07-01 13:23:06,2007-10-12,92.32,142-885,서울특별시 강북구 수유동 440-35,N,,3080000-205-2007-00003,3080000,서울특별시 강북구 인수봉로 178-1 (수유동),01092,,01,영업/정상,일반세탁업,02-999-8814,1,0,1,0,3
2,임대,1,삼성세탁,일반세탁업,,,,,201524.718069664,460260.14134764,2026-05-06 22:34:55,I,01,영업,,2022-12-12 18:06:44,2008-01-09,41.20,142-070,서울특별시 강북구 수유동 730 삼성아파트상가동 지층 B6호 (4.19길 87),N,,3080000-205-2008-00001,3080000,"서울특별시 강북구 한천로 1121, 지층 B6호 (수유동, 삼성아파트상가동)",01040,,01,영업/정상,일반세탁업,02-996-5162,0,1,0,1,2
2,,0,한일세탁,일반세탁업,,,,,203160.153576134,456943.819705953,2026-05-06 22:34:55,I,01,영업,,2017-06-15 14:10:51,2008-08-04,28.40,142-100,서울특별시 강북구 미아동 1355 한일유앤아이상가 102호,N,,3080000-205-2008-00003,3080000,"서울특별시 강북구 월계로21가길 41, 102호 (미아동, 한일유앤아이상가)",01236,,01,영업/정상,일반세탁업,02-982-9606,1,,1,,1
4,임대,0,백옥사,일반세탁업,,,,,202339.199018219,459261.633732557,2026-05-06 22:34:55,I,01,영업,,2024-12-19 17:13:25,2008-08-13,33.00,142-867,서울특별시 강북구 번동 443-12 1층,N,,3080000-205-2008-00004,3080000,"서울특별시 강북구 오패산로67길 15, 1층 (번동)",01069,,01,영업/정상,일반세탁업,02-900-6793,1,,1,,1
0,,0,세탁마트,일반세탁업,,,,,201184.733634134,457454.766386757,2026-05-06 22:34:55,I,01,영업,,2021-04-01 17:28:57,2009-01-28,21.50,142-100,서울특별시 강북구 미아동 1353-1 sk주상가 지하2층 204호,N,,3080000-205-2009-00001,3080000,"서울특별시 강북구 솔샘로 174, 지하2층 204호 (미아동, SK주상가 )",01192,,01,영업/정상,일반세탁업,02-982-0577,,,,,0
0,,0,보람세탁소,일반세탁업,,,,,201085.705191129,458261.650930174,2026-05-06 22:34:55,I,01,영업,,2025-01-09 10:00:22,2009-04-20,33.00,142-823,서울특별시 강북구 미아동 791-2974,N,,3080000-205-2009-00003,3080000,서울특별시 강북구 인수봉로20나길 14 (미아동),01107,0,01,영업/정상,일반세탁업,02-985-4599,,,,,0
0,임대,0,삼창크리닝사,일반세탁업,,,,,195324.793653981,448885.430093289,2026-05-06 22:43:55,I,01,영업,,2024-11-26 15:45:16,2004-11-26,33.75,121-812,서울특별시 마포구 도화동 173 삼창프라자 빌딩 지하1층 71호,N,,3130000-205-2004-00014,3130000,"서울특별시 마포구 마포대로 63-8 (도화동,삼창프라자 빌딩 지하1층 71호)",04157,1,01,영업/정상,일반세탁업,02-719-6761,0,1,0,1,0
3,,,삼성푸른세탁소,일반세탁업,,,,,195719.825155115,449431.796490662,2026-05-06 22:43:55,I,01,영업,,2011-06-03 12:51:05,2005-02-05,43.70,121-805,서울특별시 마포구 공덕동 459 래미안공덕3차아파트 상가동 203,N,,3130000-205-2005-00001,3130000,"서울특별시 마포구 마포대로7길 12 (공덕동,래미안공덕3차아파트 상가동 203)",04142,,01,영업/정상,일반세탁업,,2,,2,,
0,임대,0,한화세탁,일반세탁업,,,,,195111.088138936,448644.311298762,2026-05-06 22:43:24,I,01,영업,,2022-06-21 11:52:04,2005-03-22,79.38,121-779,서울특별시 마포구 도화동 555 한화오벨리스크 상가 지층 127호,N,,3130000-205-2005-00003,3130000,"서울특별시 마포구 마포대로 33 (도화동,한화오벨리스크 상가 지층 127호)",04167,1,01,영업/정상,일반세탁업,02-706-6604,0,1,0,1,0
,,,현대세탁소,일반세탁업,,,,,194327.466173083,450136.37367892,2026-05-06 22:43:23,I,01,영업,,2011-03-29 14:52:23,2005-07-28,29.92,121-807,서울특별시 마포구 노고산동 107-88 1층,N,,3130000-205-2005-00008,3130000,"서울특별시 마포구 서강로20길 21 (노고산동,1층)",04100,,01,영업/정상,일반세탁업,02-715-8941,1,,1,,
6,,1,월드컵파크세탁소,일반세탁업,,,,,189706.400187964,453064.248567444,2026-05-06 22:43:56,I,01,영업,,2020-10-14 18:10:38,2005-09-22,22.30,121-904,서울특별시 마포구 상암동 1689 상암월드컵파크 6단지,N,,3130000-205-2005-00011,3130000,"서울특별시 마포구 상암산로1길 55, 상암월드컵파크 6단지 상가동 103호 (상암동)",03905,1,01,영업/정상,일반세탁업,02-375-6601,0,1,0,1,0
2,임대,,백양세탁소,일반세탁업,,,,,191263.451931121,452207.500653521,2026-05-06 22:43:22,I,01,영업,,2020-10-21 09:45:31,2005-10-06,74.80,121-850,서울특별시 마포구 성산동 446 성산시영아파트,N,,3130000-205-2005-00012,3130000,"서울특별시 마포구 월드컵북로 233, 제1상가동 209호 (성산동, 성산시영아파트)",03936,,01,영업/정상,일반세탁업,02-303-6962,2,,2,,
3,,1,래미안세탁,일반세탁업,,,,,195693.831953039,449677.209497438,2026-05-06 22:43:22,I,01,영업,,2012-08-20 13:36:38,2005-12-02,27.24,121-802,서울특별시 마포구 공덕동 175-181,N,,3130000-205-2005-00013,3130000,서울특별시 마포구 마포대로11길 44-5 (공덕동),04132,1,01,영업/정상,일반세탁업,02-701-2688,1,0,1,0,0
30,,8,롯데명품대우세탁소,일반세탁업,,,,,195764.944565229,449028.002731859,2026-05-06 22:43:22,I,01,영업,,2010-11-23 09:42:17,2006-02-17,33.00,121-030,서울특별시 마포구 신공덕동 167 대우메트로디오빌 (지하 114호),N,,3130000-205-2006-00001,3130000,"서울특별시 마포구 백범로 199 (신공덕동,대우메트로디오빌 (지하 114호))",04195,1,01,영업/정상,일반세탁업,02-716-4522,1,0,1,0,0
4,임대,,성미세탁,일반세탁업,,,,,191809.501375949,450828.676494599,2026-05-06 22:43:22,I,01,영업,,2006-12-11 00:00:00,2006-05-25,20.90,121-847,서울특별시 마포구 성산동 254-34,N,,3130000-205-2006-00003,3130000,서울특별시 마포구 월드컵로28길 16 (성산동),03971,,01,영업/정상,일반세탁업,31417684,1,,1,,
2,,0,서문세탁,일반세탁업,,,,,190505.532501112,452561.593702231,2026-05-06 22:43:23,I,01,영업,,2023-07-04 14:57:15,2006-10-30,24.48,121-904,서울특별시 마포구 상암동 1634 상암월드컵아파트 1단지,N,,3130000-205-2006-00012,3130000,"서울특별시 마포구 월드컵북로47길 8, 상가동 207호 (상암동, 상암월드컵아파트 1단지)",03913,1,01,영업/정상,일반세탁업,02-308-4001,2,0,2,0,0
3,,0,명품세탁소,일반세탁업,,,,,196533.7600638,449661.994660335,2026-05-06 22:43:23,I,01,영업,,2018-12-20 17:58:48,2007-05-10,27.56,121-800,서울특별시 마포구 공덕동 11-34,N,,3130000-205-2007-00004,3130000,서울특별시 마포구 만리재로12나길 10 (공덕동),04184,1,01,영업/정상,일반세탁업,02-702-0768,1,0,1,0,0
0,,0,현진세탁소,일반세탁업,,,,,195669.217619713,448393.658663222,2026-05-06 22:43:55,I,01,영업,,2015-03-11 16:23:22,2007-07-11,30.38,121-814,서울특별시 마포구 도화동 353 현대2차 상가,N,,3130000-205-2007-00007,3130000,"서울특별시 마포구 도화4길 73, 205호 (도화동, 현대홈타운 상가)",04180,1,01,영업/정상,일반세탁업,02-701-8998,0,0,0,0,0
0,,1,효성세탁,일반세탁업,,,,,196116.359505276,450027.068949628,2026-05-06 22:43:55,I,01,영업,,2014-09-03 15:56:09,2007-08-23,20.16,121-010,서울특별시 마포구 아현동 733-0 효성인텔리안 지층 112호,N,,3130000-205-2007-00008,3130000,"서울특별시 마포구 마포대로 208 (아현동,효성인텔리안 지층 112호)",04206,1,01,영업/정상,일반세탁업,02-313-1686,0,0,0,0,0
0,,0,쌍용세탁,일반세탁업,,,,,193694.991688366,449568.977982811,2026-05-06 22:43:55,I,01,영업,,2023-05-31 15:36:21,2008-01-23,50.50,121-892,서울특별시 마포구 창전동 444 서강쌍용예가,N,,3130000-205-2008-00001,3130000,"서울특별시 마포구 서강로 53, 상가1단지동 205호 (창전동, 서강쌍용예가)",04069,1,01,영업/정상,일반세탁업,02-333-2022,2,0,2,0,3
0,,0,새한사,일반세탁업,,,,,192119.537146639,451260.737522,2026-05-06 22:43:55,I,01,영업,,2017-02-15 17:41:27,2008-02-04,114.00,121-844,서울특별시 마포구 성산동 68-3,N,,3130000-205-2008-00002,3130000,서울특별시 마포구 월드컵북로15길 45-2 (성산동),03966,,01,영업/정상,일반세탁업,02-333-9333,,,,,0
32,임대,3,이안세탁,일반세탁업,,,,,190268.350708409,452810.742674992,2026-05-06 22:43:56,I,01,영업,,2014-09-03 15:57:56,2008-05-22,41.84,121-904,서울특별시 마포구 상암동 1654 DMC 이안상암1단지 204호,N,,3130000-205-2008-00004,3130000,"서울특별시 마포구 월드컵북로 375 (상암동,DMC 이안상암1단지 204호)",03908,1,01,영업/정상,일반세탁업,02-6393-6424,2,0,2,0,3
0,,0,미키세탁소,일반세탁업,,,,,201522.485382725,460521.130014926,2026-05-06 22:34:56,I,01,영업,,2010-07-12 13:53:59,2010-07-12,36.00,142-879,서울특별시 강북구 수유동 269-24,N,,3080000-205-2010-00002,3080000,서울특별시 강북구 노해로23길 107 (수유동),01047,0,01,영업/정상,일반세탁업,02-904-8527,,,,,0
0,,0,래미안세탁,일반세탁업,,,,,201760.433753367,456845.373829971,2026-05-06 22:34:56,I,01,영업,,2024-12-19 11:01:31,2010-10-21,30.28,142-100,서울특별시 강북구 미아동 813,N,,3080000-205-2010-00004,3080000,"서울특별시 강북구 삼양로19길 25, 105동 7호 (미아동, 래미안트리베라)",01200,0,01,영업/정상,일반세탁업,02-2249-3068,,,,,0
1,,0,동아세탁소,일반세탁업,,,,,202770.877661687,456936.396436397,2026-05-06 22:34:56,I,01,영업,,2011-07-04 15:33:51,2011-07-04,19.80,142-804,서울특별시 강북구 미아동 75-95,N,,3080000-205-2011-00004,3080000,서울특별시 강북구 도봉로10다길 24 (미아동),01219,0,01,영업/정상,일반세탁업,02-987-1661,,,,,3
0,,0,깨끗한 나라,빨래방업,,,,,200992.227244729,458225.232587832,2026-05-06 22:34:56,I,01,영업,,2012-05-24 16:27:21,2012-05-24,78.67,142-875,서울특별시 강북구 수유동 486-1270,N,,3080000-205-2012-00001,3080000,"서울특별시 강북구 인수봉로19길 25, 지하1층 (수유동)",01096,0,01,영업/정상,빨래방업,,,1,,1,1
0,,0,유성세탁소,일반세탁업,,,,,202672.901538892,459690.910438225,2026-05-06 22:34:57,I,01,영업,,2021-11-08 14:20:25,2013-06-10,39.15,142-868,서울특별시 강북구 번동 469-77,N,,3080000-205-2013-00006,3080000,"서울특별시 강북구 한천로130가길 13, 1층 (번동)",01057,1,01,영업/정상,일반세탁업,,1,,1,,2
0,,0,대동세탁,세탁업 기타,,,,,202244.823422998,457884.659523299,2026-05-06 22:34:57,I,01,영업,,2025-09-03 14:37:40,2014-06-02,110.96,142-814,서울특별시 강북구 미아동 310-28,N,,3080000-205-2014-00002,3080000,서울특별시 강북구 솔샘로67길 141 (미아동),01171,0,01,영업/정상,세탁업 기타,02-907-7748,1,0,1,0,2
