건축연면적,건물용도명,사업장명,사업자등록번호,회의실별동시수용인원,폐업일자,자본금,좌표X,좌표Y,문화사업자구분명,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,영문상호주소,영문상호명,제작취급품목내용,시설면적,시설규모,지상층수,객실수,보험시작일자,보험종료일자,보험기관명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,기획여행보험시작일자,기획여행보험종료일자,지역구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,좌석수,무대면적,주변환경명,기념품종류,휴업시작일자,휴업종료일자,소재지전화번호,총층수,지하층수,선박척수,선박제원,선박총톤수
,근린생활시설,주식회사 거성플래닛,,,2019-07-22,100000000,202365.46094209,453107.164715614,,종합여행업,2026-05-06 22:34:32,I,03,폐업,,,,98.72,99,,,2017-07-28,2018-07-27,서울보증보험주식회사,2019-07-22 18:15:55,,2017-07-04,,서울특별시 동대문구 용두동 737-18,CDFI2260042017000013,3050000,,,,"서울특별시 동대문구 안암로12길 15, 1층 (용두동)",02578,03,폐업,,,,,,,02-929-0500,,,,,
,,(주)에이스월드트래벌,,,2018-05-11,300000000,202335.376325521,452953.836561271,,종합여행업,2026-05-06 22:34:32,I,03,폐업,GENERAL TRAVEL BUSINESS,"ACE WORLD TRAVEL Co., Ltd.",,,,,,2014-03-20,2015-03-20,여행공제회,2018-05-14 11:27:17,,2010-02-05,,서울특별시 동대문구 용두동 756-3,CDFI2260042018000003,3050000,,,,"서울특별시 동대문구 한빛로 41, 312호 (용두동)",02578,03,폐업,,,,,,,,,,,,
,,노란우산(Yellow Umbrella),,,2025-02-28,118936125,204253.579976113,453388.26636805,,종합여행업,2026-05-06 22:34:33,I,03,폐업,GENERAL TRAVEL BUSINESS,Yellow Umbrella,,,,,,2023-02-01,2024-02-01,서울보증보험,2025-02-28 17:29:50,,2018-06-19,,서울특별시 동대문구 전농동 597-11 전농동복합시설(청량리역DUO196),CDFI2260042018000007,3050000,,,,"서울특별시 동대문구 왕산로 244, 전농동복합시설(청량리역DUO196) 902호 (전농동)",02554,03,폐업,,,,,,,,,,,,
,,(주)대종매니지먼트,,,2022-02-28,100000000,203624.129825056,452935.837397665,,종합여행업,2026-05-06 22:34:33,I,03,폐업,GENERAL TRAVEL BUSINESS,DAE JONG MANAGEMENT,,,,,,,,,2022-03-02 15:09:33,,2018-06-21,,서울특별시 동대문구 용두동 793 BYC 청량리 오피스텔,CDFI2260042018000008,3050000,,,,"서울특별시 동대문구 왕산로32길 7, BYC 청량리 오피스텔 2114호 (용두동)",02560,03,폐업,,,,,,,,,,,,
,사무실,주식회사 레드소스,,,2025-09-26,200000000,204339.02648963,451913.557300365,,종합여행업,2026-05-06 22:34:33,I,03,폐업,GENERAL TRAVEL BUSINESS,"RED SOS Co.,Ltd.",,29.7,30,,,2015-11-13,2016-11-12,서울보증보험,2025-09-29 10:10:16,,2015-11-09,,서울특별시 동대문구 답십리동 498-5 메트로팰리스,CDFI2260042018000009,3050000,,,근린상업지역,"서울특별시 동대문구 천호대로 247, 메트로팰리스 207호 (답십리동)",02603,03,폐업,,,,,,,,,,,,
,,(주)시그니처썬앤스타,,,2023-07-20,100000000,206091.537162593,451990.224278208,,종합여행업,2026-05-06 22:34:33,I,03,폐업,GENERAL TRAVEL BUSINESS,"Signature Sun & Star Co.,Ltd",,,,,,2021-08-27,2022-08-26,서울보증보험,2023-07-20 10:02:17,,2018-12-11,,서울특별시 동대문구 장안동 372-14,CDFI2260042018000013,3050000,,,,서울특별시 동대문구 장한로21길 8 (장안동),02624,03,폐업,,,,,,,02-3394-9199,,,,,
,,(주)천아여행사,,,2020-04-24,200000000,204405.177383183,452666.692448624,,종합여행업,2026-05-06 22:34:33,I,03,폐업,General travel business,"Tianya Tour Co., Ltd.",,,,,,2016-04-11,2017-04-11,공제회(5천만원),2020-04-29 14:00:59,,2016-04-08,,서울특별시 동대문구 전농동 690 래미안 크레시티,CDFI2260042019000001,3050000,,,,"서울특별시 동대문구 사가정로 65, 301동 505호 (전농동, 래미안 크레시티)",02553,03,폐업,,,,,,,02-771-6699,,,,,
,,(주)명지여행사,,,2020-10-31,200000000,203335.780452212,454166.979466579,,종합여행업,2026-05-06 22:34:34,I,03,폐업,GANERAL TRAVEL BUSINESS,"MYUNG JI TRAVEL CO., LTD",,,,,,2019-01-10,2020-01-09,서울보증보험주식회사,2020-11-13 09:41:06,,2013-01-03,,서울특별시 동대문구 제기동 122-446,CDFI2260042019000005,3050000,,,,"서울특별시 동대문구 고산자로58길 42, 1층 (제기동)",02466,03,폐업,,,,,,,070-8125-9306,,,,,
,,상상플러스,,,2025-03-05,100000000,203186.660931298,453124.2912276,,종합여행업,2026-05-06 22:34:34,I,03,폐업,,,,,,,,2024-09-01,2025-08-31,서울보증보험,2025-03-05 17:45:27,,2020-05-13,,서울특별시 동대문구 제기동 1141-42,CDFI2260042020000003,3050000,,,,"서울특별시 동대문구 약령중앙로 23-1, 2층 (제기동)",02569,03,폐업,,,,,,,,,,,,
,,코리아트래블스토어,,,2025-02-05,50000000,205802.937737065,451059.346901649,,종합여행업,2026-05-06 22:34:37,I,03,폐업,the comprehensive travel industry,Korea Travel Store,,72.73,73,6,,2023-08-01,2024-07-31,서울보증보험,2025-02-05 15:16:54,,2021-12-28,,서울특별시 동대문구 장안동 464-7,CDFI2260042023000006,3050000,,,,"서울특별시 동대문구 천호대로 425, 게로스빌딩 6층 607호 (장안동)",02645,03,폐업,,,,,,,,,,,,
,,(주)매직코리아여행사,,,2013-02-27,200000000,207325.576921423,448526.049057258,,종합여행업,2026-05-06 22:33:01,I,03,폐업,,,,,,,,,,,2013-02-27 17:38:26,,2011-05-11,143-200,서울특별시 광진구 구의동 252-14 성지하이츠 10층동 1102호,CDFI2260042011000002,3040000,,,,"서울특별시 광진구 자양로 126, 10층동 1102호 (구의동,성지하이츠)",,03,폐업,,,,,,,,,,,,
,,(주)망고,,,2013-06-12,200000000,206393.562375942,449390.155214675,,종합여행업,2026-05-06 22:33:01,I,03,폐업,,,,,,,,,,,2013-06-12 12:20:16,,2011-05-25,143-130,서울특별시 광진구 화양동 111-25 2층 1호,CDFI2260042011000003,3040000,,,,"서울특별시 광진구 능동로19길 7-6  (화양동,2층 1호)",,03,폐업,,,,,,,,,,,,
,,MJ투어,,,2015-06-19,200000000,207359.077156309,448305.441351828,,종합여행업,2026-05-06 22:33:02,I,03,폐업,,,,,,,,2013-09-05,2014-09-05,한국관광협회중앙회여행공제회,2015-06-19 18:16:49,,2013-08-21,143-825,서울특별시 광진구 구의동 246-15 원이빌딩 343호,CDFI2260042013000004,3040000,,,,"서울특별시 광진구 아차산로 373, 343호 (구의동, 원이빌딩)",,03,폐업,,,,,,,,,,,,
,,(주)케이에스티티,,,2015-06-16,200000000,209679.58447051,449910.157174809,,종합여행업,2026-05-06 22:33:02,I,03,폐업,Tourist Performance,"KSTT CO. ,LTD",,,,,,2014-01-08,2015-01-08,한국관광협회중앙회 여행공제회,2015-06-16 18:21:21,,2013-12-17,143-210,서울특별시 광진구 광장동 110 학산코스모스텔 205호,CDFI2260042013000005,3040000,,,,"서울특별시 광진구 아차산로78길 72, 205호 (광장동, 학산코스모스텔)",,03,폐업,,,,,,,02-3437-2188,,,,,
,,주식회사 경희여행사,,,2015-06-02,200000000,207781.299418586,449602.402021946,,종합여행업,2026-05-06 22:33:02,I,03,폐업,,,,30,30,,,2014-01-17,2015-01-17,한국관광협회중앙회 여행공제회,2015-06-02 15:42:24,,2014-01-15,143-819,서울특별시 광진구 구의동 79-8 503호,CDFI2260042014000001,3040000,,,,"서울특별시 광진구 자양로 247, 503호 (구의동, 고광빌딩)",,03,폐업,,,,,,,,,,,,
,,문라이트여행사,,,2017-02-14,200000000,209505.045903118,449527.055432338,,종합여행업,2026-05-06 22:33:03,I,03,폐업,,,,,,,,2015-09-05,2016-09-05,한국관광협회중앙회 여행공제회,2017-02-14 15:50:20,,2014-09-01,143-803,서울특별시 광진구 광장동 184-11,CDFI2260042014000005,3040000,,,,"서울특별시 광진구 아차산로78길 170, 3층 (광장동)",04969,03,폐업,,,,,,,,,,,,
,,(주)판이엔씨,,,2015-09-25,200000000,209559.478407599,449524.341548657,,종합여행업,2026-05-06 22:33:03,I,03,폐업,,,,,,,,2014-09-24,2015-09-23,서울보증보험주식회사,2015-09-25 14:56:41,,2014-09-23,143-803,서울특별시 광진구 광장동 186 대저빌딩 제3층 303호,CDFI2260042014000006,3040000,,,,"서울특별시 광진구 아차산로78길 165, 제3층 303호 (광장동, 대저빌딩)",04969,03,폐업,,,,,,,070-4116-6300,,,,,
,,주식회사 문원,,,2021-04-01,200000000,207135.958384677,448386.668907366,,종합여행업,2026-05-06 22:33:03,I,03,폐업,General travel business,"MOON ONE Co., Ltd.",,,,,,2020-04-12,2021-04-11,서울보증보험(주),2021-04-29 09:15:26,,2013-04-10,,서울특별시 광진구 자양동 778-6 래미안프리미어팰리스 상가 327호,CDFI2260042015000003,3040000,,,,"서울특별시 광진구 아차산로 345, 래미안프리미어팰리스 상가동 327호 (자양동)",05026,03,폐업,,,,,,,02-539-3561,,,,,
,근린생활시설,주식회사 나무인홀딩스,,,2015-09-15,200000000,207813.262589566,448549.319239152,,종합여행업,2026-05-06 22:33:03,I,03,폐업,,,,94,94,5,,2014-10-16,2015-10-15,서울보증보험,2015-09-16 07:54:34,,2012-10-12,143-823,서울특별시 광진구 구의동 221-5 3층,CDFI2260042015000004,3040000,,,,"서울특별시 광진구 구의로 11, 3층 (구의동)",05041,03,폐업,,,,,,,1899-3735,,,,,
,,(주)뷰티코리아투어,,,2016-03-08,200000000,207624.830311441,447727.902710768,,종합여행업,2026-05-06 22:33:03,I,03,폐업,General travel business,"Beauty Korea Tour Co., Ltd.",,,,,,2015-06-05,2016-06-04,서울보증보험,2016-03-08 16:39:21,,2015-05-29,143-875,서울특별시 광진구 자양동 685-17 1층,CDFI2260042015000006,3040000,,,,"서울특별시 광진구 자양로4길 15, 1층 (자양동)",05112,03,폐업,,,,,,,,,,,,
,,(주)용정국제투어,,,2018-06-01,200000000,207152.071647472,450206.477077213,,종합여행업,2026-05-06 22:33:04,I,03,폐업,,,,,,,,2017-10-19,2018-10-18,서울보증보험,2019-05-13 10:11:43,,2015-08-18,,서울특별시 광진구 능동 233-7,CDFI2260042015000009,3040000,,,,서울특별시 광진구 능동로32길 60 (능동),04989,03,폐업,,,,,,,,,,,,
,,글로벌인투어(주),,,2017-03-30,200000000,207182.613969988,448239.241805155,,종합여행업,2026-05-06 22:33:05,I,03,폐업,,,,,,,,2016-02-23,2017-02-22,서울보증보험주식회사,2017-03-30 09:55:51,,2015-12-29,,서울특별시 광진구 자양동 219-6 자양오피스텔 201호,CDFI2260042015000012,3040000,,,,"서울특별시 광진구 아차산로46가길 19, 201호 (자양동, 자양오피스텔)",05055,03,폐업,,,,,,,,,,,,
,,정업여행사,,,2018-04-26,,205650.594002725,448569.205712354,,종합여행업,2026-05-06 22:33:05,I,03,폐업,,,,,,,,,,,2018-04-26 17:29:52,,2016-02-19,,서울특별시 광진구 자양동 857 도시엔 A동 104호,CDFI2260042016000001,3040000,,,,"서울특별시 광진구 동일로18길 36, A동 106호 (자양동, 도시엔)",05079,03,폐업,,,,,,,,,,,,
,,신한여행사,,,2019-02-08,200000000,205886.288968009,448517.338628068,,종합여행업,2026-05-06 22:33:06,I,03,폐업,,,,,,,,2018-03-17,2020-03-16,서울보증보험(5천만원),2019-02-11 10:42:03,,2016-03-14,,서울특별시 광진구 자양동 6-20 조양시장 1층,CDFI2260042016000002,3040000,,,,"서울특별시 광진구 아차산로30길 39, 1층 (자양동, 조양시장)",05073,03,폐업,,,,,,,02-498-8838,,,,,
,,링크관광개발,,,2016-05-11,200000000,206733.300191502,451381.691441567,,종합여행업,2026-05-06 22:33:06,I,03,폐업,,,,,,,,,,,2016-05-11 14:51:22,,2016-03-24,,서울특별시 광진구 중곡동 238-17 링크빌딩 2층,CDFI2260042016000003,3040000,,,,"서울특별시 광진구 동일로 382, 2층 (중곡동, KS Line)",04912,03,폐업,,,,,,,02-432-2640,,,,,
,,서울메이트(Seoul Mate),,,2022-08-22,102271215,207428.020928635,448255.352027526,,종합여행업,2026-05-06 22:33:09,I,03,폐업,,,,,,,,2021-09-12,2021-09-12,서울보증보험(1억원),2023-04-10 10:28:21,,2016-08-29,,서울특별시 광진구 자양동 216-10 한승빌딩 373호,CDFI2260042016000009,3040000,,2022-09-11,,"서울특별시 광진구 아차산로 378, 373호 (자양동, 한승빌딩)",05051,03,폐업,,,,,,,,,,,,
,,(주)반디투어,,,2018-10-24,200000000,205988.468227018,449527.769210707,,종합여행업,2026-05-06 22:33:10,I,03,폐업,,,,,,,,2017-10-01,2018-09-30,서울보증보험(5천만원),2018-10-24 16:47:14,,2016-09-28,,서울특별시 광진구 화양동 21-2 브라운스톤화양 104호,CDFI2260042016000012,3040000,2017-10-17,2018-10-16,,"서울특별시 광진구 광나루로 346, 104호 (화양동, 브라운스톤화양)",05007,03,폐업,,,,,,,,,,,,
,,지엔아시아,,,2018-11-02,200000000,207274.292962673,447757.234626042,,종합여행업,2026-05-06 22:33:10,I,03,폐업,GENERAL TRAVEL BUSINESS,"GN ASIA CO., LTD.",,,,,,2017-08-04,2018-08-04,공제회(5천만원),2018-11-02 08:42:56,,2016-02-02,,서울특별시 광진구 자양동 661-9 102호,CDFI2260042016000014,3040000,,,,"서울특별시 광진구 뚝섬로57가길 9, 102호 (자양동)",05059,03,폐업,,,,,,,070-8288-5251,,,,,
,,DMZ TOUR,,,2018-03-27,106694786,207487.668052817,451905.792679466,,종합여행업,2026-05-06 22:33:10,I,03,폐업,,,,,,,,,,,2018-03-27 11:23:17,,2016-12-07,,서울특별시 광진구 중곡동 194-63 202호,CDFI2260042016000015,3040000,,,,"서울특별시 광진구 용마산로31길 8, 202호 (중곡동)",04903,03,폐업,,,,,,,02-2205-2434,,,,,
,,주식회사 명인투어,,,2018-04-24,,207107.362225734,450416.391294215,,종합여행업,2026-05-06 22:33:13,I,03,폐업,,,,,,,,,,,2018-04-24 16:28:27,,2016-08-01,,서울특별시 광진구 능동 222-3 전국교수공제회서울회관 802호,CDFI2260042017000001,3040000,,,,"서울특별시 광진구 천호대로 572, 802호 (능동, 전국교수공제회서울회관)",04985,03,폐업,,,,,,,,,,,,
,,터치포트립,,,2020-03-31,100000000,207132.241304677,450502.916083112,,종합여행업,2026-05-06 22:33:13,I,03,폐업,,,,,,,,2019-05-04,2020-05-03,서울보증보험(5천만원),2020-04-01 18:33:09,,2017-04-04,,서울특별시 광진구 중곡동 341-8,CDFI2260042017000003,3040000,,,,"서울특별시 광진구 천호대로 569, 402호 (중곡동)",04929,03,폐업,,,,,,,02-977-6383,,,,,
,,(주)피앤엘,,,2018-08-29,200000000,206545.196383947,450937.380576961,,종합여행업,2026-05-06 22:33:13,I,03,폐업,,,,,,,,2017-05-24,2018-05-24,한국관광협회중앙회(5천만원),2018-08-29 14:41:35,,2017-04-24,,"서울특별시 광진구 중곡동 613-2 정우빌딩 1,2층",CDFI2260042017000004,3040000,,,,"서울특별시 광진구 동일로 334-1, 1,2층 (중곡동, 정우빌딩)",04920,03,폐업,,,,,,,02-466-5837,,,,,
,,(주)뉴파라다이스코리아,,,2020-05-25,250000000,206856.897746661,448362.428244842,,종합여행업,2026-05-06 22:33:13,I,03,폐업,,,,,,,,2019-04-01,2020-03-31,서울보증보험(5천만원),2020-05-29 13:43:27,,2017-06-05,,서울특별시 광진구 자양동 796 영서빌딩 4층,CDFI2260042017000005,3040000,,,,"서울특별시 광진구 아차산로 320, 4층 (자양동, 영서빌딩)",05053,03,폐업,,,,,,,02-455-5424,,,,,
,,주식회사 온고을,,,2010-03-25,350000000,206460.015573327,457696.855152473,,종합여행업,2026-05-06 22:30:30,I,03,폐업,,,,,,,,,,,2010-03-26 11:08:41,,2005-11-17,139-807,서울특별시 노원구 공릉동 576-22 청도빌딩 4층,CDFI2260042005000001,3100000,,,,"서울특별시 노원구 동일로 1025  (공릉동,청도빌딩 4층)",,03,폐업,,,,,,,02-975-8877,,,,,
,,좋은친구들,,,2011-08-26,353637471,206670.816544196,460805.152066849,,종합여행업,2026-05-06 22:30:30,I,03,폐업,,,,,,,,,,,2011-08-26 11:00:46,,2009-11-02,139-860,서울특별시 노원구 중계동 360-9 두타빌 A-214,CDFI2260042009000001,3100000,,,,"서울특별시 노원구 한글비석로 245  (중계동,두타빌 A-214)",,03,폐업,,,,,,,02-3273-1862,,,,,
,,온투어여행사,,,2015-12-31,200000000,206204.445134058,460466.440748874,,종합여행업,2026-05-06 22:30:30,I,03,폐업,,,,9,9,15,,2015-04-27,2016-04-26,서울보증보험,2015-12-31 14:01:08,,2011-04-26,139-920,서울특별시 노원구 중계동 361 롯데마트,CDFI2260042011000001,3100000,,,준주거지역,"서울특별시 노원구 노원로 330, 2층 (중계동, 롯데마트)",01746,03,폐업,,,,,,,,15,1,,,
,,(주)세이브존아이앤씨,,,2017-06-14,41040895000,205994.811815848,459502.645279682,,종합여행업,2026-05-06 22:30:31,I,03,폐업,,,,,,,,2015-05-01,2016-04-30,서울보증보험주식회사,2017-06-14 15:21:41,,2013-04-08,139-712,서울특별시 노원구 하계동 284,CDFI2260042013000001,3100000,,,,서울특별시 노원구 한글비석로 57 (하계동),01784,03,폐업,,,,,,,,,,,,
,,순풍여행사,,,2015-03-27,201150000,205789.71844701,459389.694394683,,종합여행업,2026-05-06 22:30:31,I,03,폐업,,,,28820.4,28820,,,2015-02-10,2016-02-09,서울보증보험,2015-03-27 11:23:00,,2015-02-04,139-232,서울특별시 노원구 하계동 270,CDFI2260042015000001,3100000,,,일반주거지역,서울특별시 노원구 섬밭로 232 (하계동),,03,폐업,,,,,,,,,,,,
,,(주)여행나라,,,2019-08-30,,205352.224914502,461310.667794352,,종합여행업,2026-05-06 22:30:31,I,03,폐업,,,,9.91,10,,,,,,2019-08-30 15:17:07,,2016-05-27,,서울특별시 노원구 상계동 727-1,CDFI2260042016000002,3100000,,,,"서울특별시 노원구 노해로 480 (상계동, 조광빌딩)",01751,03,폐업,,,,,,,,,,,,
,,EUNMIN TRAVEL(은민여행사),,,2020-07-13,100000000,207149.521057387,460442.251691919,,종합여행업,2026-05-06 22:30:31,I,03,폐업,,,,,,,,2019-11-11,2020-11-11,한국관광협회중앙회,2020-08-28 14:23:24,,2017-09-06,,서울특별시 노원구 중계동 58-64,CDFI2260042017000004,3100000,,,,"서울특별시 노원구 중계로 120, 5층 (중계동, 득림빌딩)",01726,03,폐업,,,,,,,02-3391-1207,,,,,
,,(주)이안이노베이션,,,2019-07-01,110000000,205601.926027171,459732.128595514,,종합여행업,2026-05-06 22:30:31,I,03,폐업,General travel business,IAN innovation inc.,,1.65,2,,,2016-08-01,2017-07-31,"보증보험(50,000,000원)",2019-07-25 15:47:53,,2016-07-28,,서울특별시 노원구 중계동 506 브라운스톤중계 1121호,CDFI2260042018000001,3100000,,,,"서울특별시 노원구 동일로203가길 29, 1121호 (중계동, 브라운스톤중계)",01779,03,폐업,,,,,,,070-8238-0391,,,,,
,사무실,수오(SUO),,,2025-07-03,100000000,204855.557180678,464199.048415229,,종합여행업,2026-05-06 22:30:31,I,03,폐업,,,,,,,,2019-06-14,2020-06-13,서울보증보험,2025-07-04 13:12:11,,2019-06-13,,서울특별시 노원구 상계동 1267 토마토파르코 1동 826호,CDFI2260042019000001,3100000,,,일반상업지역,"서울특별시 노원구 동일로 1700, 1동 8층 26호 (상계동, 토마토파르코)",01624,03,폐업,,,,,,,,,,,,
,,타이곤투어,,,2024-10-14,50000000,206485.004963921,457830.050221614,,종합여행업,2026-05-06 22:30:32,I,03,폐업,,,,3.3,3,,,,,,2024-10-15 15:27:02,,2024-01-16,,서울특별시 노원구 공릉동 567-2,CDFI2260042024000001,3100000,,,,"서울특별시 노원구 동일로 1038, 4층 425a호 (공릉동)",01845,03,폐업,,,,,,,,,,,,
,,조광여행사,,,2015-09-01,210000000,191045.88105754,442944.718289598,,종합여행업,2026-05-06 22:36:13,I,03,폐업,,,,,,,,,,,2015-09-01 21:02:03,,2011-07-08,150-906,서울특별시 영등포구 대림동 1081-123,CDFI2260042011000012,3180000,,,,서울특별시 영등포구 디지털로38길 3-1  (대림동),,03,폐업,,,,,,,02-816-2988,,,,,
,,(주)카멤버스,,,2012-02-22,,,,,종합여행업,2026-05-06 22:36:13,I,03,폐업,,,,,,,,2010-06-17,2011-06-17,여행공제회,2012-02-24 11:51:24,,2005-02-02,150-035,서울특별시 영등포구 영등포동5가 18 우림라이온스밸리1차비동707호,CDFI2260042011000015,3180000,,,,,,03,폐업,,,,,,,22129595,,,,,
,,(주)신의개발,,,2015-08-11,200000000,194028.635844427,446303.385068506,,종합여행업,2026-05-06 22:36:13,I,03,폐업,,,,,,,,2011-11-25,2012-11-25,한국관광협회중앙회,2015-08-13 14:04:17,,2011-10-10,150-010,서울특별시 영등포구 여의도동 53-1 401호,CDFI2260042011000018,3180000,,,,"서울특별시 영등포구 국제금융로 106 (여의도동,401호)",,03,폐업,,,,,,,,,,,,
,,케이제이스타(KJ Star),,,2012-11-29,200000000,192823.437608603,447256.794774319,,종합여행업,2026-05-06 22:36:13,I,03,폐업,,,,0,0,,,2012-01-10,2013-01-10,한국관광협회중앙회,2012-11-29 14:38:55,,2012-01-06,150-872,서울특별시 영등포구 여의도동 15-24,CDFI2260042012000001,3180000,,,,"서울특별시 영등포구 은행로 3, 612호 (여의도동, 익스콘벤처타워)",,03,폐업,,,,,,,,,,,,
,,투어일도씨,,,2013-10-15,221000000,191907.870668957,447090.531277914,,종합여행업,2026-05-06 22:36:14,I,03,폐업,,,,,,,,2012-08-14,2013-08-14,한국일반여행협회,2013-10-16 10:48:53,,2012-08-01,150-037,서울특별시 영등포구 영등포동7가 94-49 인따빌딩 7층 401호,CDFI2260042012000014,3180000,,,,"서울특별시 영등포구 버드나루로 88, 7층 (영등포동7가, 인따빌딩)",,03,폐업,,,,,,,26311810,,,,,
,,주식회사 엘앤케이글로벌,,,2014-03-25,300000000,192130.975579542,444861.673802353,,종합여행업,2026-05-06 22:36:14,I,03,폐업,,,,,,,,,,,2014-03-24 11:53:39,,2012-09-21,150-841,서울특별시 영등포구 신길동 235-1 401호,CDFI2260042012000016,3180000,,,,"서울특별시 영등포구 신길로38길 6, 401호 (신길동)",,03,폐업,,,,,,,070-7799-5717,,,,,
,,(주)서울국제여행사,,,2020-08-18,,190893.131686915,448122.912235512,,종합여행업,2026-05-06 22:36:15,I,03,폐업,,,,,,,,2016-03-16,2017-03-16,한국관광협회중앙회,2020-08-18 16:16:00,,2011-07-15,,서울특별시 영등포구 양평동4가 29-1,CDFI2260042013000003,3180000,,,,"서울특별시 영등포구 선유로 258, 315호 (양평동4가, 두정빌딩)",07212,03,폐업,,,,,,,02-588-5799,,,,,
,,한중네트워크,,,2020-09-11,200000000,190813.403490065,443452.113850549,,종합여행업,2026-05-06 22:36:15,I,03,폐업,,,,,,,,2017-03-24,2018-03-24,한국관광협회중앙회,2020-09-14 16:23:20,,2013-05-02,,서울특별시 영등포구 대림동 1050-40,CDFI2260042013000009,3180000,,,,"서울특별시 영등포구 도림로 135 (대림동, 건설빌딩)",07415,03,폐업,,,,,,,,,,,,
,,동북여행사,,,2018-05-18,200000000,190869.889232016,443395.593710662,,종합여행업,2026-05-06 22:36:15,I,03,폐업,,,,,,,,2017-01-08,2018-01-07,서울보증보험주식회사,2018-05-18 17:02:21,,2013-06-11,,서울특별시 영등포구 대림동 1049,CDFI2260042013000012,3180000,,,,"서울특별시 영등포구 대림로23길 30-1, 2층 (대림동, 골든타워)",07417,03,폐업,,,,,,,02-833-0999,,,,,
,,(주)굿맨픽쳐스,,,2014-05-15,200000000,193730.450951093,446509.098359874,,종합여행업,2026-05-06 22:36:16,I,03,폐업,,,,136.46,136,,,2013-10-01,2014-09-30,서울보증보험주식회사,2014-05-15 15:10:29,,2013-10-18,150-890,서울특별시 영등포구 여의도동 44-2,CDFI2260042013000021,3180000,,,,"서울특별시 영등포구 여의대방로67길 22, 405호 (여의도동)",,03,폐업,,,,,,,02-783-8888,,,,,
,근린생활시설,한인여행사,,,2017-12-05,200000000,190994.615530886,443727.912206085,,종합여행업,2026-05-06 22:36:16,I,03,폐업,,,,39.67,40,,,2016-10-25,2017-10-25,한국관광협회중앙회,2017-12-05 17:40:06,,2013-10-23,,서울특별시 영등포구 대림동 719,CDFI2260042013000025,3180000,,,,"서울특별시 영등포구 대림로27가길 6, 1층 (대림동)",07413,03,폐업,,,,,,,02-833-2755,,,,,
,사무실,(주)한국의장,,,2015-01-29,350000000,193818.18014,446332.089777304,,종합여행업,2026-05-06 22:36:16,I,03,폐업,,,,101.97,102,,,2014-01-03,2015-01-03,한국관광협회중앙회,2015-01-29 16:01:33,,2013-12-24,150-890,서울특별시 영등포구 여의도동 44-35,CDFI2260042013000034,3180000,,,,"서울특별시 영등포구 여의대방로 379, 905호 (여의도동, 제일빌딩)",,03,폐업,,,,,,,02-786-4455,,,,,
,,(주)라인어쏘,,,2020-08-24,500000000,190364.652010662,447158.946262059,,종합여행업,2026-05-06 22:36:17,I,03,폐업,,,,,,,,2014-03-10,2015-03-10,한국관광협회중앙회,2020-08-25 16:35:33,,2014-03-04,150-103,서울특별시 영등포구 양평동3가 46,CDFI2260042014000012,3180000,,,,"서울특별시 영등포구 선유로 146, 1301호 (양평동3가, 이앤씨드림타워)",07255,03,폐업,,,,,,,02-2628-5595,,,,,
,,(주)제이엘연합국제여행사,,,2020-09-08,200000000,193220.852226066,446743.134358836,,종합여행업,2026-05-06 22:36:17,I,03,폐업,,,,27.92,28,,,2018-09-25,2019-09-25,한국관광협회중앙회여행공제회,2020-09-08 17:01:43,,2014-04-03,,서울특별시 영등포구 여의도동 26 S-TRENUE,CDFI2260042014000017,3180000,,,,"서울특별시 영등포구 국제금융로2길 37, S-TRENUE 1801호 (여의도동)",07327,03,폐업,,,,,,,,,,,,
,,(주)카일이삼제스퍼,,,2016-07-07,200000000,193293.251953215,447448.342915454,,종합여행업,2026-05-06 22:36:17,I,03,폐업,,,,209.9,210,,,2014-05-02,2015-05-01,서울보증보험주식회사,2016-07-07 21:36:50,,2014-04-17,150-968,서울특별시 영등포구 여의도동 12,CDFI2260042014000019,3180000,,,,"서울특별시 영등포구 여의공원로 101, 7층 (여의도동, 국민일보빌딩)",07241,03,폐업,,,,,,,02-1577-5123,,,,,
,,아시아투어,,,2016-08-03,200000000,190729.008467627,443560.753598535,,종합여행업,2026-05-06 22:36:17,I,03,폐업,,,,39.6,40,,,2014-05-02,2015-05-01,서울보증보험주식회사,2016-08-02 14:50:39,,2014-04-28,,서울특별시 영등포구 대림동 810-19,CDFI2260042014000023,3180000,,,,서울특별시 영등포구 대림로29길 37 (대림동),07415,03,폐업,,,,,,,02-6251-8885,,,,,
,,(주)베르텍스에스앤씨,,,2018-04-30,250000000,192934.679988733,447522.605711768,,종합여행업,2026-05-06 22:36:17,I,03,폐업,,,,33.41,33,,,2014-06-12,2015-06-11,서울보증보험주식회사,2018-04-30 12:49:39,,2014-05-23,150-870,서울특별시 영등포구 여의도동 13-20,CDFI2260042014000027,3180000,,,,"서울특별시 영등포구 국회대로72길 11, 6층 601호 (여의도동)",07238,03,폐업,,,,,,,,,,,,
