사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가일자,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,재개업일자,영업내용,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
(주)피앤지타운,,204687.36090016,449514.38481225,2026-05-06 22:34:04,I,20,정상,2024-12-12 23:13:34,2024-12-12,서울특별시 성동구 성수동*가 ***-** 서울숲 코리아IT센터,2024303014108500014,3030000,"서울특별시 성동구 성수일로**길 **, 서울숲 코리아IT센터 *층 ***호 (성수동*가)",04793,2017-04-03,옥외광고업,01,영업/정상,2016-05-27,2013-06-25,02-3482-0815
주식회사 다인정보기술,,204304.435352975,449241.757151863,2026-05-06 22:34:04,I,20,정상,2024-12-24 16:38:58,2024-12-24,서울특별시 성동구 성수동*가 **-* SK테크노빌딩,2024303014108500015,3030000,"서울특별시 성동구 성수일로 **, SK테크노빌딩 (성수동*가)",04779,,"건설업, 제조업, 정보통신업",01,영업/정상,,,
성수채널,,204306.078558649,448616.49276072,2026-05-06 22:34:04,I,20,정상,2025-12-29 15:14:54,2025-12-29,서울특별시 성동구 성수동*가 **-***,2025303014108500001,3030000,"서울특별시 성동구 뚝섬로*길 *, *층 (성수동*가)",04774,,"제조업, 건설업, 도매 및 소매업",01,영업/정상,,,
스피드광고,,204762.18272976,449148.896432559,2026-05-06 22:34:04,I,20,정상,2025-02-18 12:46:21,2025-02-18,서울특별시 성동구 성수동*가 ***-* 신성빌딩,2025303014108500002,3030000,"서울특별시 성동구 아차산로 **, 신성빌딩 B동 *층 ***호 (성수동*가)",04782,,"간판, 현수막 판매업",01,영업/정상,,,
화신문화(주),,204369.157002219,448451.007377648,2026-05-06 22:34:04,I,20,정상,2025-05-28 13:49:17,2025-05-28,서울특별시 성동구 성수동*가 ***-* 화신문화(주)사옥,2025303014108500003,3030000,"서울특별시 성동구 성덕정길 **-*, 화신문화(주)사옥 (성수동*가)",04775,,제조업(인쇄출판디자인기획),01,영업/정상,,,
사인오프,,204585.311976807,449123.994692193,2026-05-06 22:34:04,I,20,정상,2025-06-05 17:14:21,2025-06-05,서울특별시 성동구 성수동*가 ***-* 블루스톤타워,2025303014108500004,3030000,"서울특별시 성동구 연무장*길 *-**, 블루스톤타워 B동 ***호 (성수동*가)",04782,,"간판제작, 옥외광고물 제작 및 시공",01,영업/정상,,,
(주)트리엠,,204240.251344198,449293.136511133,2026-05-06 22:34:04,I,20,정상,2025-09-02 14:04:41,2025-09-02,서울특별시 성동구 성수동*가 ***-*** 신한 IT TOWER,2025303014108500005,3030000,"서울특별시 성동구 상원길 **, 신한 IT TOWER *층 (성수동*가)",04779,,옥외광고물 제작 및 설치,01,영업/정상,,,
제이넷컴,,204197.212985577,449129.524292388,2026-05-06 22:34:04,I,20,정상,2025-11-11 13:40:23,2025-11-11,서울특별시 성동구 성수동*가 **-* 서울숲 더스페이스,2025303014108500006,3030000,"서울특별시 성동구 성수일로 **-**, 서울숲 더스페이스 *층 ***호 (성수동*가)",04779,,광고 및 홍보대행,01,영업/정상,,,
애드어스,,204607.548949327,449380.324793135,2026-05-06 22:34:04,I,20,정상,2026-01-27 15:42:26,2026-01-22,서울특별시 성동구 성수동*가 ***-** 하우스디 세종타워,2026303014108500001,3030000,"서울특별시 성동구 성수일로**길 **, 하우스디 세종타워 *층 ***호 (성수동*가)",04793,,"서비스업, 정보통신업(광고대행 및 컨설팅, 비디오 제작업)",01,영업/정상,,,
아세아광고,,202953.323101913,451370.42093819,2026-05-06 22:33:10,I,20,정상,2019-12-24 09:57:47,1991-03-23,서울특별시 성동구 도선동 ***,1991303011008500105,3030000,서울특별시 성동구 무학로*길 **-* (도선동),04708,,간판제작 및 대행,01,영업/정상,,,22958444
태양광고,,203216.699535843,451973.554709895,2026-05-06 22:33:11,I,20,정상,2019-11-14 13:58:46,1991-07-24,서울특별시 성동구 마장동 ***-** *통*반 . *동 *호,1991303011008500113,3030000,서울특별시 성동구 청계천로**나길 **-* (마장동),,,옥외광고물 제작,01,영업/정상,,,
종합기획 현대,,204746.650641246,448537.586610073,2026-05-06 22:33:12,I,20,정상,2021-05-25 18:00:43,2012-09-06,서울특별시 성동구 성수동*가 ***-** *통*반 . *동 *호,1991303011008500117,3030000,서울특별시 성동구 뚝섬로 *** (성수동*가),,,간판제작 및 대행,01,영업/정상,,,02-464-9323
서진,,205868.728928056,449587.009332886,2026-05-06 22:33:13,I,20,정상,2025-02-27 09:36:39,1991-09-17,서울특별시 성동구 송정동 **-* *통*반 . *동 *호,1991303011008500141,3030000,"서울특별시 성동구 광나루로 ***, *동 *호 (송정동,.)",,,간판제작 및 대행,01,영업/정상,,,02-467-7140
기지디자인,,204534.440317957,451526.484070478,2026-05-06 22:33:14,I,20,정상,2021-01-21 09:25:40,1992-06-01,서울특별시 성동구 용답동 **-**,1992303011008500201,3030000,"서울특별시 성동구 용답중앙**길 **, 지층 (용답동)",04804,,간판제작 및 대행,01,영업/정상,,,02-2249-2560
신화사,,204848.299601913,449551.236385759,2026-05-06 22:33:22,I,20,정상,2021-02-22 09:07:01,1994-04-06,서울특별시 성동구 성수동*가 ***-** *호,1994303011008500291,3030000,"서울특별시 성동구 아차산로*길 **, *층 *호 (성수동*가)",04795,,간판제작 및 대행,01,영업/정상,,,02-464-0107
신진기획,,202748.823851111,450937.301553332,2026-05-06 22:33:25,I,20,정상,2021-05-24 16:45:37,1995-03-07,서울특별시 성동구 하왕십리동 ***-** *통*반 . *동 *호,1995303011008500347,3030000,"서울특별시 성동구 무학봉**길 *-*, *동 *호 (하왕십리동,.)",,,간판제작 및 대행,01,영업/정상,,,02-2281-8363
영진광고,,204422.146696272,451730.431402207,2026-05-06 22:33:35,I,70,취소,2017-11-20 09:47:37,1997-05-28,서울특별시 성동구 용답동 ***-* *통*반 우진빌딩 *동 *호,1997303011008500386,3030000,"서울특별시 성동구 천호대로 ***, *동 *호 (용답동,우진빌딩)",,,간판제작 및 대행,04,취소/말소/만료/정지/중지,,,
(주)대광에이디,,204766.388064728,449242.707127485,2026-05-06 22:33:39,I,20,정상,2025-08-11 11:05:31,2025-08-04,서울특별시 성동구 성수동*가 ***-*,1998303011008500402,3030000,"서울특별시 성동구 성수일로*길 **-*, ***,***호 (성수동*가)",04794,,간판제작 및 대행,01,영업/정상,,,02-498-1063
한빛애드컴,,204504.579000392,451643.240347708,2026-05-06 22:33:41,I,20,정상,2022-05-25 17:18:21,1999-08-02,서울특별시 성동구 용답동 ***-*,1999303011008500433,3030000,서울특별시 성동구 용답중앙*길 ** (용답동),04804,,간판제작 및 대행,01,영업/정상,,,22161938
하늘디자인,,204870.305596321,448333.459258545,2026-05-06 22:33:42,I,20,정상,2021-01-14 13:12:51,2010-02-02,서울특별시 성동구 성수동*가 ***-* 나사로교회,1999303011008500441,3030000,"서울특별시 성동구 성덕정**길 *, 나사로교회 *층 (성수동*가)",04776,,간판제작 및 대행,01,영업/정상,,,
(주)윈피앤에스,,205426.832025995,449169.918122863,2026-05-06 22:33:42,I,20,정상,2026-04-21 11:15:05,2026-04-16,서울특별시 성동구 성수동*가 ***-** 우리더블유타워,2000303011008500309,3030000,"서울특별시 성동구 아차산로**길 **, 우리더블유타워 *층 (성수동*가)",04798,,"간판제작 및 대행
팩스 460-3049",01,영업/정상,,,02-460-3040
정우만물산업(주),,202364.563784367,451197.40750438,2026-05-06 22:33:44,I,20,정상,2021-05-25 17:24:18,2000-11-13,서울특별시 성동구 하왕십리동 ***-***,2000303011008500504,3030000,서울특별시 성동구 왕십리로**나길 * (하왕십리동),,,간판제작 및 대행,01,영업/정상,,,02-2295-0097
케이엔에스애드,,202852.918955433,450936.606963365,2026-05-06 22:33:46,I,30,휴업,2021-01-14 13:16:42,2001-05-09,서울특별시 성동구 행당동 ***-** *층,2001303011008500518,3030000,서울특별시 성동구 행당로**길 ** (행당동),,,지하철광고 대행,02,휴업,2014-06-24,2015-12-31,02-2282-3741
한솔애드,,201762.764880077,449511.325284039,2026-05-06 22:33:46,I,20,정상,2021-05-28 15:54:31,2001-05-25,서울특별시 성동구 금호동*가 ****,2001303011008500520,3030000,서울특별시 성동구 독서당로 *** (금호동*가),,,간판제작 및 대행,01,영업/정상,,,02-2298-5338
디자인스토리,,204235.533440897,448667.280506224,2026-05-06 22:33:47,I,20,정상,2019-01-22 08:25:13,2001-09-05,서울특별시 성동구 성수동*가 **-**,2001303011008500529,3030000,서울특별시 성동구 뚝섬로 *** (성수동*가),04774,,간판제작 및 대행,01,영업/정상,,,02-2291-7027
세종기획,,203229.312641564,452070.97336746,2026-05-06 22:33:48,I,20,정상,2025-11-21 13:24:48,2025-11-21,서울특별시 성동구 마장동 ***-* 세원빌딩,2002303011008500546,3030000,"서울특별시 성동구 마장로 ***, 기업은행 ***호 (마장동)",04756,,간판제작 및 대행,01,영업/정상,,,02-2298-8853
세일광고,,203575.888960739,451451.73256603,2026-05-06 22:33:49,I,20,정상,2021-05-24 16:48:08,2002-09-06,서울특별시 성동구 마장동 ***-*,2002303011008500561,3030000,서울특별시 성동구 마장로 *** (마장동),,,간판제작 및 대행,01,영업/정상,,,02-2294-5951
(주)애드맨,,204718.733864347,449438.171475552,2026-05-06 22:33:50,I,20,정상,2021-05-28 15:59:18,2003-01-06,서울특별시 성동구 성수동*가 ***-*** 효원빌딩*층,2003303011008500566,3030000,"서울특별시 성동구 아차산로*길 **-**, *층 (성수동*가)",04793,,간판제작 및 대행(4층전체 사용함),01,영업/정상,,,02-3408-4220
간판스타,,203127.347442434,451635.599888815,2026-05-06 22:33:51,I,20,정상,2021-05-18 16:51:11,2003-07-05,서울특별시 성동구 마장동 ***-*,2003303011008500576,3030000,"서울특별시 성동구 마장로**길 **, *층 (마장동)",04705,,간판제작 및 대행,01,영업/정상,,,
동부크레인,,204746.650641246,448537.586610073,2026-05-06 22:33:51,I,20,정상,2021-06-04 09:21:01,2003-08-19,서울특별시 성동구 성수동*가 ***-**,2003303011008500580,3030000,서울특별시 성동구 뚝섬로 *** (성수동*가),04781,,간판제작 및 대행,01,영업/정상,,,
쎄븐기획,,201664.247609532,449853.071462614,2026-05-06 22:33:52,I,70,취소,2017-11-20 09:31:54,2005-02-02,서울특별시 성동구 금호동*가 ****-*,2005303007808200003,3030000,서울특별시 성동구 금호산**길 * (금호동*가),,,현수막 제작,04,취소/말소/만료/정지/중지,,,
선명광고,,204362.415829342,449572.961720449,2026-05-06 22:33:52,I,20,정상,2021-08-11 21:43:33,2005-04-04,서울특별시 성동구 성수동*가 *** 성수*차대우아파트 ***동 ****호,2005303007808200005,3030000,"서울특별시 성동구 상원*길 **, ***동 ****호 (성수동*가, 성수*차대우아파트)",04790,,간판제작,01,영업/정상,,,02-2205-2204
세보공사,,206111.359005992,450136.446445564,2026-05-06 22:33:52,I,30,휴업,2021-06-03 09:39:45,2013-03-14,서울특별시 성동구 송정동 **-***,2005303007808200006,3030000,서울특별시 성동구 동일로**길 * (송정동),,,광고물제작,02,휴업,2021-06-02,2025-12-31,02-464-0065
쎄븐기획,,202082.614304771,449523.330225016,2026-05-06 22:33:53,I,20,정상,2021-05-25 17:54:57,2005-07-26,서울특별시 성동구 금호동*가 ***,2005303010008200001,3030000,서울특별시 성동구 독서당로 *** (금호동*가),,,간판및 현수막제작,01,영업/정상,,,02-2299-4451
주식회사 포시,,205207.450345839,449143.027575588,2026-05-06 22:33:53,I,20,정상,2021-05-19 18:30:21,2006-02-03,서울특별시 성동구 성수동*가 ***-***,2006303010008200003,3030000,서울특별시 성동구 아차산로**길 ** (성수동*가),,,광고물제작,01,영업/정상,,,02-464-4500
거산기획,,205285.668276206,449135.382261814,2026-05-06 22:33:54,I,10,설립신청,2017-03-03 15:01:52,2006-06-16,서울특별시 성동구 성수동*가 ***-** 효진건업 *F,2006303010008200012,3030000,"서울특별시 성동구 아차산로**길 ** (성수동*가,효진건업 *F)",,,광고물제작,01,영업/정상,,,02-468-3322
아트데코,,204329.289271356,448916.364644043,2026-05-06 22:33:54,I,20,정상,2021-06-09 16:47:07,2007-12-03,서울특별시 성동구 성수동*가 **-* 평화빌딩 *층,2007303011008500006,3030000,"서울특별시 성동구 성수일로*길 **, *층 (성수동*가, 평화기업사)",04780,,광고물제작,01,영업/정상,,,02-469-1035
영진광고,,204475.563343506,451582.30949907,2026-05-06 22:33:54,I,20,정상,2019-10-14 13:43:47,2013-03-14,서울특별시 성동구 용답동 **-*,2007303011008500009,3030000,서울특별시 성동구 용답**길 ** (용답동),04804,,간판제작 설치,01,영업/정상,,,02-2245-9252
디자인공간,,205889.340997345,449630.056765597,2026-05-06 22:33:55,I,70,취소,2025-09-05 17:10:34,2008-03-25,서울특별시 성동구 송정동 **-**,2008303011008500001,3030000,서울특별시 성동구 동일로 *** (송정동),,,"옥외광고물 제조, 설치, 시공",04,취소/말소/만료/정지/중지,,,
애드엠,,202648.190404247,451442.959310129,2026-05-06 22:33:55,I,20,정상,2023-09-18 19:46:03,2008-08-08,서울특별시 성동구 도선동 *** *층 *호,2008303011508500001,3030000,"서울특별시 성동구 무학로*길 *-*, *층 *호 (도선동)",04707,,광고물제작 및 대행,01,영업/정상,,,02-2282-0113
새일,,202776.848405418,451520.580755792,2026-05-06 22:33:55,I,20,정상,2019-10-31 17:05:10,2013-01-11,서울특별시 성동구 홍익동 ***-* ***호,2008303011508511113,3030000,"서울특별시 성동구 무학로**길 ** (홍익동, 에코하우스빌딩)",04707,,광고물 제작,01,영업/정상,,,22993940
(주)다산에이디,,204723.410119856,449747.66481975,2026-05-06 22:33:55,I,20,정상,2019-10-31 10:07:45,2008-12-18,서울특별시 성동구 성수동*가 ***-** 다산빌딩,2008303011508511115,3030000,서울특별시 성동구 광나루로 ***-* (성수동*가),,,간판 제작,01,영업/정상,,,
코렐디자인,,206243.875021499,450406.273999992,2026-05-06 22:33:56,I,20,정상,2021-05-25 17:50:33,2012-07-12,서울특별시 성동구 송정동 **-** *층,2009303011508500008,3030000,"서울특별시 성동구 동일로 *** (송정동,*층)",,,현수막제작 및 실사,01,영업/정상,,,02-461-7433
빅포유,,206831.407942062,448430.205705735,2026-05-06 22:33:57,I,70,취소,2017-11-20 09:44:56,2009-07-01,서울특별시 광진구 자양동 ***-** 명상빌딩 ***호,2009303011508500015,3030000,"서울특별시 광진구 아차산로 *** (자양동, 명상빌딩)",05028,,"옥외광고물 제작 (현수막,배너)",04,취소/말소/만료/정지/중지,,,
(주)아트매니아플러스,,205214.696074247,449326.791808157,2026-05-06 22:33:57,I,20,정상,2019-11-01 13:31:33,2009-08-26,서울특별시 성동구 성수동*가 ***-** 윈스타워 ***호,2009303011508500017,3030000,"서울특별시 성동구 아차산로**길 ** (성수동*가,윈스타워 ***호)",,,"광고물제작, 실사출력, 광고기획",01,영업/정상,,,
(주)코드에이,,201165.950245642,449003.759041038,2026-05-06 22:33:57,I,20,정상,2021-01-14 13:09:34,2010-03-29,서울특별시 성동구 옥수동 ***-*,2010303011508500003,3030000,"서울특별시 성동구 독서당로 ***, *층 (옥수동)",04734,,광고물제작 및 대행,01,영업/정상,,,02-511-3575
space100,,204230.27492958,448718.587122763,2026-05-06 22:33:57,I,20,정상,2021-05-24 17:04:25,2010-05-12,서울특별시 성동구 성수동*가 **-***,2010303011508500005,3030000,서울특별시 성동구 뚝섬로 ***-* (성수동*가),,,옥외광고물 제작 및 대행,01,영업/정상,,,02-497-1072
푸른기획,,205170.446243953,449170.608973189,2026-05-06 22:33:57,I,20,정상,2019-10-31 11:10:49,2010-07-26,서울특별시 성동구 성수동*가 ***-** 동성빌딩,2010303011508500009,3030000,"서울특별시 성동구 아차산로**길 **, 동성빌딩 ***호 (성수동*가)",04797,,광고물제작,01,영업/정상,,,02-2269-0480
미진기획,,205193.917274502,448258.515774754,2026-05-06 22:33:58,I,20,정상,2019-12-30 18:05:52,2011-02-25,서울특별시 성동구 성수동*가 ***-* 차밍빌딩,2011303011508500004,3030000,"서울특별시 성동구 성덕정길 ***, 차밍빌딩 *층 (성수동*가)",04777,,옥외광고물제작,01,영업/정상,,,
애드아이,,204540.86587679,451491.106458729,2026-05-06 22:33:58,I,20,정상,2018-12-07 10:21:53,2005-06-18,서울특별시 성동구 용답동 **-*,2011303011508500005,3030000,서울특별시 성동구 용답**길 ** (용답동),,,광고제작,01,영업/정상,,,02-517-2711
(주)우행티엠에스,,204924.409068858,449174.614192636,2026-05-06 22:33:58,I,20,정상,2022-06-02 10:00:17,2022-05-31,서울특별시 성동구 성수동*가 ***-*,2011303011508500007,3030000,서울특별시 성동구 아차산로 *** (성수동*가),,,"간판제작, 옥외광고업 대행",01,영업/정상,,,02-498-1580
싸인스토리,,202878.711627512,451058.262245874,2026-05-06 22:33:58,I,20,정상,2021-05-03 20:57:24,2013-10-17,서울특별시 성동구 행당동 ***-** 본치과,2011303011508500009,3030000,"서울특별시 성동구 왕십리로**길 *, 본치과 (행당동)",04714,,"간판, 도소매",01,영업/정상,,,02-2292-2830
크리에이티브라임,,205308.123712592,449531.901417478,2026-05-06 22:33:58,I,20,정상,2021-01-15 11:10:42,2011-07-28,서울특별시 성동구 성수동*가 ***-**,2011303011508500010,3030000,서울특별시 성동구 광나루로 *** (성수동*가),,,디자인 및 광고물제작.시공,01,영업/정상,,,
신일기획,,204837.877389044,448465.047170851,2026-05-06 22:33:58,I,20,정상,2021-05-25 17:59:34,2011-08-09,서울특별시 성동구 성수동*가 ***-**,2011303011508500011,3030000,서울특별시 성동구 뚝섬로 ***-* (성수동*가),,,"옥외광고물제작, 실사출력",01,영업/정상,,,02-462-8245
(주)흥광기획,,205525.616970821,449394.284127151,2026-05-06 22:33:58,I,20,정상,2021-04-29 16:49:30,2013-03-20,서울특별시 성동구 성수동*가 ***-** 우림이비즈센터 ***호,2011303011508500012,3030000,"서울특별시 성동구 광나루로*길 **, ***호 (성수동*가, 우림이비즈센터)",,,옥외광고물제작,01,영업/정상,,,02-463-7153
(주)디테일컴,,204798.346778805,448669.043360044,2026-05-06 22:33:59,I,20,정상,2021-05-26 17:22:20,2012-03-07,서울특별시 성동구 성수동*가 ***-* 한라시그마밸리 ****호,2012303011508500002,3030000,"서울특별시 성동구 성수이로 **, ****호 (성수동*가, 서울숲한라시그마벨리)",04781,,"실사출력, 현수막, 디자인기획",01,영업/정상,,,02-3445-6921
새한광고,,185427.811151352,448290.561575479,2026-05-06 22:35:51,I,30,휴업,2024-11-27 09:16:40,2021-05-11,서울특별시 강서구 화곡동 ***-**,1988315008908200003,3150000,"서울특별시 강서구 강서로*길 **-*, *층 (화곡동)",07781,,간판 광고물 제작,02,휴업,2024-11-26,2025-12-31,02-2603-3761
삼환광고기획,,185523.448616966,448273.008064914,2026-05-06 22:35:51,I,20,정상,2008-09-26 17:09:37,1988-07-01,서울특별시 강서구 화곡동 ***-*,1988315008908200006,3150000,서울특별시 강서구 가로공원로**길 **  (화곡동),,,옥외광고업,01,영업/정상,,,02-2604-8017
강서종합광고,,187225.562637915,450301.409775262,2026-05-06 22:35:51,I,20,정상,2024-12-20 10:33:27,1988-07-01,서울특별시 강서구 등촌동 ***-** ***호,1988315008908200012,3150000,"서울특별시 강서구 공항대로 ***, ***호 (등촌동)",,,옥외광고업,01,영업/정상,,,02-3661-8792
서우,,183548.744393779,451595.468461948,2026-05-06 22:35:51,I,70,취소,2019-09-02 11:02:27,2019-09-02,서울특별시 강서구 방화동 ***-*** 지하,1988315008908200013,3150000,"서울특별시 강서구 방화동로**길 ** (방화동,지하)",,,"옥외광고물등 제작,표시,설치,대행",04,취소/말소/만료/정지/중지,,,
장안기획,,185723.238002462,447781.356867241,2026-05-06 22:35:52,I,20,정상,2026-02-02 12:22:03,2026-01-16,서울특별시 강서구 화곡동 ***-*,1988315008908200027,3150000,"서울특별시 강서구 화곡로**길 **, **호 (화곡동)",07706,,옥외광고업,01,영업/정상,,,26987117
미림광고,,185550.853784183,450482.868069557,2026-05-06 22:35:52,I,20,정상,2013-10-10 09:02:00,1990-04-19,서울특별시 강서구 내발산동 ***-*,1990315008908200054,3150000,서울특별시 강서구 강서로 ***  (내발산동),,,옥외광고업,01,영업/정상,,,02-3664-3407
현종합광고기획,,185308.822481071,450086.505755357,2026-05-06 22:35:52,I,20,정상,1991-01-04 00:00:00,1991-01-04,서울특별시 강서구 내발산동 ***-*,1991315008908200057,3150000,서울특별시 강서구 강서로**길 **  (내발산동),,,옥외광고업,01,영업/정상,,,02-2664-0169
대한애드,,187551.544717166,447766.156385636,2026-05-06 22:35:52,I,20,정상,2010-12-09 16:47:30,1991-08-23,서울특별시 강서구 화곡동 ***-*,1991315008908200079,3150000,서울특별시 강서구 곰달래로 ***  (화곡동),,,옥외광고물등 제작 설치 및 대행업,01,영업/정상,,,02-2651-8414
아이반디자인,,183461.764072495,450417.623059007,2026-05-06 22:35:52,I,20,정상,2020-02-24 17:57:53,1993-02-27,서울특별시 강서구 공항동 ***-**,1993315008908200103,3150000,"서울특별시 강서구 남부순환로**가길 **, *층 (공항동)",07628,,옥외광고업,01,영업/정상,,,02-2698-7919
우정광고,,186220.141379565,448200.932831341,2026-05-06 22:35:52,I,20,정상,2022-11-30 15:43:53,1993-04-03,서울특별시 강서구 화곡동 ***-*** 화곡미성아파트,1993315008908200106,3150000,"서울특별시 강서구 초록마을로 *** (화곡동, 화곡미성아파트)",07729,,옥외광고업,01,영업/정상,,,02-2691-9652
새물광고,,185396.5293004,448088.62949203,2026-05-06 22:35:52,I,20,정상,2018-08-31 10:39:23,1995-07-01,서울특별시 강서구 화곡동 ***-**,1995315008908200164,3150000,서울특별시 강서구 월정로 *** (화곡동),,,옥외광고물 제작업,01,영업/정상,,,26997084
대현기획,,185511.58053415,450320.2392051,2026-05-06 22:35:53,I,20,정상,2016-06-09 14:04:12,2016-06-09,서울특별시 강서구 내발산동 ***-*,1997315008908200221,3150000,서울특별시 강서구 강서로 *** (내발산동),,,옥외광고업,01,영업/정상,,,02-2666-3041
한미기업,,183358.781703343,452095.608719712,2026-05-06 22:35:53,I,20,정상,2007-08-01 17:34:36,1998-02-02,서울특별시 강서구 방화동 ***-**,1998315008908200226,3150000,서울특별시 강서구 방화동로 ***  (방화동),,,옥외광고업,01,영업/정상,,,02-2661-5076
태진종합기획,,187864.745580371,450130.396651615,2026-05-06 22:35:53,I,20,정상,2007-08-31 18:23:19,2007-08-31,서울특별시 강서구 등촌동 ***-** 뉴욕빌딩 *층,1998315008908200227,3150000,"서울특별시 강서구 공항대로**길 **  (등촌동,뉴욕빌딩 *층)",,,옥외광고업,01,영업/정상,,,02-3663-6871
서울기업,,183324.680223658,451522.024642279,2026-05-06 22:35:53,I,20,정상,2010-04-28 14:08:41,1998-07-16,서울특별시 강서구 방화동 ***-***,1998315008908200239,3150000,서울특별시 강서구 방화동로 **  (방화동),,,옥외광고업,01,영업/정상,,,02-2663-4217
월드광고기획,,188523.284862443,449921.379386655,2026-05-06 22:35:53,I,20,정상,1999-02-11 00:00:00,1999-02-11,서울특별시 강서구 염창동 ***-**,1999315008908200252,3150000,서울특별시 강서구 양천로 ***  (염창동),,,옥외광고업,01,영업/정상,,,02-3662-1331
태진광고,,186086.956660533,449100.594617456,2026-05-06 22:35:53,I,20,정상,2020-07-14 18:22:10,1999-12-20,서울특별시 강서구 화곡동 ****-**,1999315008908200273,3150000,서울특별시 강서구 화곡로 *** (화곡동),,,옥외광고업,01,영업/정상,,,02-2696-7123
기프트랜드,,,,2026-05-06 22:35:54,I,20,정상,2000-09-23 00:00:00,2000-09-23,서울특별시 강서구 방화동 ***-**,2000315008908200294,3150000,,,,옥외광고업,01,영업/정상,,,02-2661-1647
더(the)조은광고,,188594.616243687,449910.229398709,2026-05-06 22:35:54,I,20,정상,2014-11-07 14:38:12,2009-01-13,서울특별시 강서구 염창동 ***-* ***호,2001315008908200304,3150000,"서울특별시 강서구 양천로 *** (염창동,***호)",,,옥외광고업,01,영업/정상,,,02-3664-1109
알파광고,,185800.852689577,447239.554007375,2026-05-06 22:35:54,I,20,정상,2023-05-04 11:04:37,2001-05-08,서울특별시 강서구 화곡동 ***-**,2001315008908200306,3150000,서울특별시 강서구 월정로 ** (화곡동),07780,,옥외광고업,01,영업/정상,,,02-2606-8660
(주)베스틴,,186988.441947115,450457.806553468,2026-05-06 22:35:54,I,30,휴업,2021-08-26 19:04:48,2002-01-30,서울특별시 강서구 등촌동 ***-**,2002315008908200320,3150000,서울특별시 강서구 공항대로 *** (등촌동),,,옥외광고업,02,휴업,2021-08-25,2023-08-25,02-3662-8340
동인광고,,186277.925239401,449176.318036829,2026-05-06 22:35:54,I,20,정상,2007-08-23 16:28:20,2002-04-03,서울특별시 강서구 화곡동 **-**,2002315008908200329,3150000,서울특별시 강서구 초록마을로 *  (화곡동),,,옥외광고업,01,영업/정상,,,
청림종합광고,,186348.959227847,449571.94022636,2026-05-06 22:35:55,I,20,정상,2014-07-07 13:12:42,2003-06-05,서울특별시 강서구 화곡동 **-**,2003315008908200009,3150000,서울특별시 강서구 화곡로**길 ** (화곡동),,,옥외광고업,01,영업/정상,,,02-2691-8745
신화기업,,185383.074115227,448814.887889509,2026-05-06 22:35:55,I,20,정상,2023-05-09 10:30:22,2003-08-12,서울특별시 강서구 화곡동 ****-**,2003315008908200015,3150000,서울특별시 강서구 화곡로**길 ** (화곡동),,,"옥외광고물 제작,설치 및 대행업",01,영업/정상,,,02-2661-3211
가나광고기업,,186464.50766864,449275.4887857,2026-05-06 22:35:55,I,20,정상,2022-06-17 17:19:02,2003-09-30,서울특별시 강서구 화곡동 **-***,2003315008908200020,3150000,"서울특별시 강서구 까치산로 **, *층 (화곡동)",07677,,옥외광고업,01,영업/정상,,,02-3663-5561
광고닷컴,,186726.440447396,449649.926406131,2026-05-06 22:35:56,I,30,휴업,2012-01-09 14:34:58,2006-03-08,서울특별시 강서구 화곡동 ***-** (*층),2006315010208200005,3150000,"서울특별시 강서구 까치산로 ***  (화곡동,(*층))",,,옥외광고물등 제작.표시.설치 및 대행,02,휴업,2011-12-29,2011-12-29,36625920
현대기획,,184300.877642506,451745.8184619,2026-05-06 22:35:56,I,20,정상,2006-06-28 00:00:00,2006-06-28,서울특별시 강서구 마곡동 ***-* (*층),2006315010208200010,3150000,"서울특별시 강서구 양천로**길 ***  (마곡동,(*층))",,,광고물 제작 설치,01,영업/정상,,,
레인보현수막,,185369.345587481,448492.999420024,2026-05-06 22:35:56,I,20,정상,2019-10-17 19:48:40,2019-10-16,서울특별시 강서구 화곡동 ***-* (지층),2007315010208200001,3150000,"서울특별시 강서구 화곡로**길 **-**, *층 (화곡동)",07718,,옥외광고물등 제작 설치 및 대행,01,영업/정상,,,26921085
서울현수막,,185369.345587481,448492.999420024,2026-05-06 22:35:56,I,20,정상,2019-10-19 20:47:19,2019-10-16,서울특별시 강서구 화곡동 ***-* (지층),2007315010208200004,3150000,"서울특별시 강서구 화곡로**길 **-**, *층 (화곡동)",07718,,옥외광고업등 제작 설치 및 대행,01,영업/정상,,,26944094
(주)동보디엔엘,,186514.960043289,449470.235649111,2026-05-06 22:35:56,I,70,취소,2019-09-02 10:50:08,2008-11-12,서울특별시 강서구 화곡동 **-** 새한빌딩 *층,2007315010208200005,3150000,"서울특별시 강서구 화곡로**길 ** (화곡동,새한빌딩 *층)",,,옥외광고물등 제작.표시.설치 및 대행,04,취소/말소/만료/정지/중지,,,26035252
