사업장명,폐업일자,좌표X,좌표Y,민원종류명,데이터갱신시점,데이터갱신구분,지정일자,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
영풍상회,2004-11-24,196102.915824293,441778.535468526,,2026-04-25 22:30:34,I,,2,폐업처리,2008-02-21 00:00:00,,2003-09-08,,서울특별시 관악구 봉천동 1619번지 5호,2003320008005600150,3200000,서울특별시 관악구 남부순환로234길 28 (봉천동),,03,폐업,,,02-882-1948
영진떡방아간,2013-06-21,192682.655793895,440090.089180856,제7조의3제2항에따른경우,2026-04-25 22:30:49,I,2010-04-15,2,폐업처리,2013-06-21 15:36:44,,2010-04-15,151-885,서울특별시 관악구 난향동 676번지 36호,2010320013105600047,3200000,서울특별시 관악구 난향길 14 (신림동),,03,폐업,,,
환영슈퍼,2024-02-15,195345.358939177,443273.487218185,제7조의3제2항에따른경우,2026-04-25 22:31:00,I,2024-01-16,2,폐업처리,2024-02-15 17:49:55,,2024-01-16,,서울특별시 관악구 봉천동 1712-1 관악드림타운아파트,2024320022505600004,3200000,"서울특별시 관악구 구암길 98, 관악드림타운아파트 제분산상가동 제1층 107호 (봉천동)",08725,03,폐업,,,
LG25서울대역점,2006-02-01,195734.652923861,441754.056240254,,2026-04-25 22:30:29,I,,2,폐업처리,2008-02-21 00:00:00,,2002-06-20,,서울특별시 관악구 봉천동 1597번지 1호,2002320008005600447,3200000,서울특별시 관악구 관악로 144 (봉천동),,03,폐업,,,02-844-3925
(주)바이더웨이사당역점,,198260.085928707,441503.878702568,제7조의3제2항에따른경우,2026-04-25 22:30:24,I,1999-08-30,5,지정취소,2020-12-07 09:30:22,2020-01-31,1999-08-30,,서울특별시 관악구 남현동 1061번지 2   호,2000320008005601983,3200000,서울특별시 관악구 남현1길 66 (남현동),,04,취소/말소/만료/정지/중지,2019-12-31,2020-01-30,
GS25 관악로점,2021-11-18,195786.740847947,441878.812903274,제7조의3제2항에따른경우,2026-04-25 22:30:50,I,2011-04-05,2,폐업처리,2021-11-18 17:17:04,,2011-04-05,,서울특별시 관악구 봉천동 855-2 준우지하우스,2011320019105600048,3200000,"서울특별시 관악구 관악로14길 10, 준우지하우스 2층 (봉천동)",08788,03,폐업,2014-02-25,2014-03-24,
현대마트,2004-07-09,193957.944323928,441437.774867372,,2026-04-25 22:30:36,I,,2,폐업처리,2008-02-21 00:00:00,,2004-03-04,,서울특별시 관악구 신림동 1694호 현대종합상가316~319호,2004320008005600030,3200000,,,03,폐업,,,02-877-6661
미도할인마트,2010-12-15,193925.605983023,441281.841060282,2009년11월법개정전자료,2026-04-25 22:30:38,I,2004-10-27,2,폐업처리,2010-12-15 13:18:13,,2004-10-27,,서울특별시 관악구 신림동 396번지 6   호 1층,2004320008005600147,3200000,"서울특별시 관악구 양산길 21 (신림동,1층)",,03,폐업,,,02-885-7552
이마트24봉일시장점,,194434.469386241,442757.652060519,제7조의3제2항에따른경우,2026-04-25 22:31:00,I,2023-10-24,0,정상영업,2023-10-24 13:10:05,,2023-10-24,,서울특별시 관악구 봉천동 954-1,2023320022505600042,3200000,"서울특별시 관악구 봉천로23나길 45, 1층 (봉천동)",08719,01,영업/정상,,,
씨유 당곡역점,,193616.024365156,443033.757975804,제7조의3제2항에따른경우,2026-04-25 22:31:00,I,2023-08-29,0,정상영업,2023-08-29 15:57:55,,2023-08-29,,서울특별시 관악구 봉천동 971-15,2023320022505600038,3200000,"서울특별시 관악구 봉천로 241, 1층 (봉천동)",08722,01,영업/정상,,,
씨유 관악난향점,2019-09-02,192723.283283962,440135.318262207,제7조의3제2항에따른경우,2026-04-25 22:30:55,I,2016-08-22,2,폐업처리,2019-09-02 16:51:10,,2016-08-22,,,2016320021105600069,3200000,"서울특별시 관악구 난향2길 8 (신림동, 삼원빌딩)",08859,03,폐업,,,
씨유관악트윈스점,,195572.03420981,442368.589593642,제7조의3제3항에따른경우,2026-04-25 22:30:49,I,2009-12-03,0,정상영업,2014-04-21 14:18:13,,2009-12-03,151-822,서울특별시 관악구 중앙동 872번지 20호,2009320013105600137,3200000,서울특별시 관악구 양녕로6길 78 (봉천동),,01,영업/정상,,,
신림D.C백화점,2016-06-09,194429.177088156,440618.300555327,제7조의3제2항에따른경우,2026-04-25 22:30:53,I,2014-03-13,2,폐업처리,2016-06-09 15:47:38,,2014-03-13,151-015,서울특별시 관악구 신림동 252번지 1호,2014320019105600011,3200000,"서울특별시 관악구 대학길 65, 1층 (신림동)",,03,폐업,,,02-877-6970
드림공인중개사무소,2008-07-28,196250.345963516,443107.179640047,2009년11월법개정전자료,2026-04-25 22:30:45,I,2007-10-05,2,폐업처리,2008-07-29 20:14:35,,2007-10-05,151-050,서울특별시 관악구 봉천동 1번지 557호,2007320010605600072,3200000,서울특별시 관악구 청림3길 45 (봉천동),,03,폐업,,,
GS25관악남현점,2018-11-30,197799.654452544,441239.603148578,제7조의3제2항에따른경우,2026-04-25 22:30:52,I,2012-05-23,2,폐업처리,2018-11-30 11:05:12,,2012-05-23,151-802,서울특별시 관악구 남현동 1078번지 7호,2012320019105600058,3200000,서울특별시 관악구 남현7길 2 (남현동),,03,폐업,,,
자매상회,2025-07-25,192620.39714505,442541.167035082,2009년11월법개정전자료,2026-04-25 22:30:18,I,1998-01-01,2,폐업처리,2025-07-25 09:55:08,,1998-01-01,,서울특별시 관악구 신림동 492번지 9호,2000320008005600706,3200000,서울특별시 관악구 남부순환로161가길 26 (신림동),,03,폐업,,,02-861-7113
동화슈퍼,2026-03-19,193506.877124606,442507.841703751,제7조의3제2항에따른경우,2026-04-25 22:30:38,I,2004-10-05,2,폐업처리,2026-03-19 15:02:01,,2004-10-05,151-892,서울특별시 관악구 신림동 1433번지 92호,2004320008005600129,3200000,서울특별시 관악구 신림로65길 37 (신림동),,03,폐업,2021-06-04,2021-07-04,
GS25신대방역점,2016-05-26,192190.332797493,442669.903698066,제7조의3제2항에따른경우,2026-04-25 22:30:53,I,2014-05-14,2,폐업처리,2016-05-26 13:50:58,,2014-05-14,151-015,서울특별시 관악구 신림동 518번지 18호,2014320019105600033,3200000,서울특별시 관악구 신사로 86 (신림동),,03,폐업,,,
채널큐 신림로데오점,2010-01-05,193545.108305378,442785.12859923,2009년11월법개정전자료,2026-04-25 22:30:38,I,2004-10-22,2,폐업처리,2010-01-05 15:13:16,,2004-10-22,,서울특별시 관악구 신림동 1432번지 1   호 영지오피스텔  101,2004320008005600143,3200000,"서울특별시 관악구 신림동길 7-1, 101호 (신림동,영지오피스텔)",,03,폐업,,,02-883-5859
삼립지물포,2008-06-02,193803.437010555,440037.620133212,2009년11월법개정전자료,2026-04-25 22:30:38,I,2004-10-30,2,폐업처리,2008-06-02 19:51:44,,2004-10-30,,서울특별시 관악구 신림동 320번지 14  호,2004320008005600148,3200000,서울특별시 관악구 밤골길 19 (신림동),,03,폐업,,,02-872-5878
GOD-스토어,2010-07-27,192459.624999635,442538.01134554,2009년11월법개정전자료,2026-04-25 22:30:48,I,2009-09-28,2,폐업처리,2010-07-27 16:13:57,,2009-09-28,151-872,서울특별시 관악구 신사동 504번지 1호,2009320013105600100,3200000,서울특별시 관악구 조원로 118 (신림동),,03,폐업,,,
시민청과,2004-04-22,193330.395142416,442338.447898622,,2026-04-25 22:30:19,I,,2,폐업처리,2008-02-21 00:00:00,,1998-01-01,,서울특별시 관악구 신림동 1585번지 1호,2000320008005600954,3200000,서울특별시 관악구 남부순환로172길 7 (신림동),,03,폐업,,,02-864-3982
한가람문구,2005-02-18,195945.747328041,442000.128159367,,2026-04-25 22:30:24,I,,2,폐업처리,2008-02-21 00:00:00,,1999-08-02,,서울특별시 관악구 봉천동 1601번지 9호,2000320008005601975,3200000,서울특별시 관악구 남부순환로 1846-1 (봉천동),,03,폐업,,,
허버드 매점,2002-05-23,195445.432424349,442127.015243919,,2026-04-25 22:30:27,I,,2,폐업처리,2008-02-21 00:00:00,,2001-12-26,,서울특별시 관악구 봉천동 875번지 7호 허버드오피스텔 지하  105,2001320008005602232,3200000,"서울특별시 관악구 남부순환로 1794, 105호 (봉천동,허버드오피스텔 지하)",,03,폐업,,,02-872-6539
CU서울대학교신양점,2020-05-27,196139.864969792,439023.167125842,제7조의3제2항에따른경우,2026-04-25 22:30:56,I,2017-09-28,2,폐업처리,2020-05-27 15:32:15,,2017-09-28,,서울특별시 관악구 신림동 산 56번지 1호 16-1동 1층호,2017320021705600015,3200000,"서울특별시 관악구 관악로 1, 16-1동 1층 (신림동, 서울대학교)",08826,03,폐업,,,
씨유 봉천제일점,2019-01-28,195188.119762014,442496.466397695,제7조의3제2항에따른경우,2026-04-25 22:30:49,I,2010-11-12,2,폐업처리,2019-01-28 14:06:46,,2010-11-12,151-840,서울특별시 관악구 봉천동 910번지 1호 1층,2010320019105600019,3200000,"서울특별시 관악구 양녕로 29, 1층 (봉천동)",,03,폐업,,,
,,196978.243746073,441424.066607639,2009년11월법개정전자료,2026-04-25 22:30:18,I,1998-01-01,5,지정취소,2015-07-29 18:13:45,2015-07-29,1998-01-01,,서울특별시 관악구 봉천동 1637번지 27  호,2000320008005600646,3200000,서울특별시 관악구 인헌길 14 (봉천동),,04,취소/말소/만료/정지/중지,,,
조은사,,194488.62547559,441378.394205709,제7조의3제2항에따른경우,2026-04-25 22:30:23,I,1998-01-01,0,정상영업,2011-06-07 19:43:43,,1998-01-01,151-855,서울특별시 관악구 서림동 100번지 1호,2000320008005601793,3200000,서울특별시 관악구 복은길 45 (신림동),,01,영업/정상,2010-09-27,2011-03-26,
고려기획,2020-11-20,193672.704403268,442473.494112732,2009년11월법개정전자료,2026-04-25 22:30:42,I,2005-12-01,2,폐업처리,2020-11-20 16:46:02,,2005-12-01,,서울특별시 관악구 신림동 1433번지 43  호,2005320008005600144,3200000,서울특별시 관악구 남부순환로 1607 (신림동),,03,폐업,,,02-882-2275
삼성식품,,194156.052025282,440728.838185574,,2026-04-25 22:30:17,I,,3,직권취소,2008-02-21 00:00:00,2003-07-11,1998-01-01,,서울특별시 관악구 신림동 1554호,2000320008005600096,3200000,서울특별시 관악구 신림로23길 49 (신림동),,04,취소/말소/만료/정지/중지,,,
뮤전자담배 주식회사,,193658.094296295,442417.568638321,제7조의3제2항에따른경우,2026-04-25 22:31:02,I,2025-09-25,0,정상영업,2025-10-31 17:50:59,,2025-09-25,,서울특별시 관악구 신림동 1640-7,2025320022505600031,3200000,"서울특별시 관악구 남부순환로 1606, 1층 (신림동)",08776,01,영업/정상,,,
미니스톱 관악미래점,2022-10-11,193037.579403851,441524.057936456,제7조의3제2항에따른경우,2026-04-25 22:30:58,I,2021-05-18,2,폐업처리,2022-10-11 17:47:47,,2021-05-18,,서울특별시 관악구 신림동 610-29,2021320022505600022,3200000,"서울특별시 관악구 법원단지5가길 54, 1층 (신림동)",08852,03,폐업,,,
한영슈퍼,2010-01-27,193142.644822092,441511.948978075,2009년11월법개정전자료,2026-04-25 22:30:17,I,1998-01-01,2,폐업처리,2010-01-27 14:48:08,,1998-01-01,,서울특별시 관악구 신림동 610번지 130 호,2000320008005600079,3200000,서울특별시 관악구 법원단지25길 10 (신림동),,03,폐업,2008-03-25,2008-07-25,
진미식품,2001-11-23,197280.127273669,441235.676153896,,2026-04-25 22:30:18,I,,2,폐업처리,2008-02-21 00:00:00,,1998-01-01,,서울특별시 관악구 봉천동 1648번지 1호,2000320008005600653,3200000,서울특별시 관악구 인헌1나길 22 (봉천동),,03,폐업,,,02-875-5319
여주슈퍼,2002-04-08,196262.401716624,442139.052135885,,2026-04-25 22:30:22,I,,2,폐업처리,2008-02-21 00:00:00,,1998-01-01,,서울특별시 관악구 봉천동 98번지 1호,2000320008005601582,3200000,서울특별시 관악구 행운1라길 62 (봉천동),,03,폐업,,,
신림슈퍼,2010-05-31,192494.506303975,442382.505565853,2009년11월법개정전자료,2026-04-25 22:30:45,I,2007-09-05,2,폐업처리,2010-05-31 16:39:46,,2007-09-05,151-010,서울특별시 관악구 신림동 524번지 9호,2007320010605600057,3200000,서울특별시 관악구 남부순환로151길 41 (신림동),,03,폐업,,,
현아네,2005-06-15,192286.437590465,442599.236630392,,2026-04-25 22:30:20,I,,2,폐업처리,2008-02-21 00:00:00,,1998-01-01,,서울특별시 관악구 신림동 519번지 3호,2000320008005601104,3200000,서울특별시 관악구 난곡로 353-1 (신림동),,03,폐업,,,
이마트24 관악서림점,2018-03-28,194689.732640522,441414.726227212,제7조의3제2항에따른경우,2026-04-25 22:30:56,I,2017-11-09,2,폐업처리,2018-03-28 17:14:31,,2017-11-09,,서울특별시 관악구 신림동 98번지 265호,2017320021705600022,3200000,서울특별시 관악구 복은길 87 (신림동),08835,03,폐업,,,
만민수퍼,2004-07-14,194434.469386241,442757.652060519,,2026-04-25 22:30:21,I,,2,폐업처리,2008-02-21 00:00:00,,1998-01-01,,서울특별시 관악구 봉천동 954번지 1호,2000320008005601309,3200000,서울특별시 관악구 봉천로23나길 45 (봉천동),,03,폐업,,,02-0886-5651
(주)바이더웨이신림역점,2018-12-20,193747.786105101,442310.949840937,2009년11월법개정전자료,2026-04-25 22:30:46,I,2008-03-05,2,폐업처리,2018-12-20 16:07:14,,2008-03-05,151-010,서울특별시 관악구 신림동 1641번지 12호,2008320010605600026,3200000,서울특별시 관악구 신림로 322 (신림동),,03,폐업,2014-06-01,2014-06-30,
씨유 관악롯데점,2014-05-08,193372.089795555,443112.258848595,제7조의3제2항에따른경우,2026-04-25 22:30:52,I,2012-04-23,2,폐업처리,2014-05-08 14:38:00,,2012-04-23,151-821,서울특별시 관악구 보라매동 972번지 26호,2012320019105600051,3200000,서울특별시 관악구 봉천로 217 (봉천동),,03,폐업,,,
세븐일레븐신림5호점,2006-01-04,195018.774039823,440729.21035543,,2026-04-25 22:30:17,I,,2,폐업처리,2008-02-21 00:00:00,,1998-01-01,,서울특별시 관악구 신림동 218번지 1호,2000320008005600255,3200000,서울특별시 관악구 신림로3가길 2 (신림동),,03,폐업,,,02-1577-0711
씨유 서울대해동학술관점,2020-12-08,196139.864969792,439023.167125842,제7조의3제2항에따른경우,2026-04-25 22:30:54,I,2016-03-14,2,폐업처리,2020-12-08 08:56:48,,2016-03-14,,서울특별시 관악구 신림동 산 56번지 1호 서울대학교 해동학술관 32-1동,2016320021105600018,3200000,"서울특별시 관악구 관악로 1, 해동학술관 32-1동 지하1층 (신림동, 서울대학교)",08826,03,폐업,,,070-4249-9993
월드마트,2008-06-27,195045.515107949,443011.455007816,2009년11월법개정전자료,2026-04-25 22:30:35,I,2003-11-25,2,폐업처리,2008-06-27 19:50:19,,2003-11-25,,서울특별시 관악구 봉천동 1718호 벽산(아)상가 1 319,2003320008005600199,3200000,,,03,폐업,,,02-877-3558
장보고,2013-06-17,195999.440688295,441779.092995448,제7조의3제2항에따른경우,2026-04-25 22:30:18,I,1998-01-01,2,폐업처리,2013-06-17 16:31:50,,1998-01-01,151-848,서울특별시 관악구 낙성대동 1613번지 9호 1층,2000320008005600598,3200000,"서울특별시 관악구 남부순환로230길 41 (봉천동,1층)",,03,폐업,,,
동네슈퍼,2007-10-26,194149.45330899,441849.728858139,2009년11월법개정전자료,2026-04-25 22:30:40,I,2005-08-04,2,폐업처리,2007-10-26 16:32:13,,2005-08-04,,서울특별시 관악구 신림동 92번지 107 호,2005320008005600091,3200000,서울특별시 관악구 신림로46길 24 (신림동),,03,폐업,,,02-886-7155
센스공인중개사사무소,2009-12-22,194600.092655897,442173.143951621,2009년11월법개정전자료,2026-04-25 22:30:44,I,2006-12-04,2,폐업처리,2009-12-22 15:45:19,,2006-12-04,,서울특별시 관악구 봉천동 1524번지 40  호,2006320008005600157,3200000,서울특별시 관악구 장군봉길 26 (봉천동),,03,폐업,,,
월드도매직매장,,192042.82724625,442265.940295262,제7조의3제2항에따른경우,2026-04-25 22:30:55,I,2016-11-14,5,지정취소,2019-06-26 10:40:24,2019-06-25,2016-11-14,,서울특별시 관악구 신림동 542번지 23호,2016320021105600099,3200000,서울특별시 관악구  남부순환로143길  28 (신림동),08767,04,취소/말소/만료/정지/중지,,,
유진세탁,2011-01-21,196535.769764962,441476.688865275,제7조의3제2항에따른경우,2026-04-25 22:30:49,I,2010-12-21,2,폐업처리,2011-01-21 16:58:13,,2010-12-21,151-817,서울특별시 관악구 인헌동 196번지 299호 1층,2010320019105600031,3200000,"서울특별시 관악구 낙성대역4길 3 (봉천동,1층)",,03,폐업,,,
은혜마트,2001-11-08,195035.534998421,441972.727963121,,2026-04-25 22:30:22,I,,2,폐업처리,2008-02-21 00:00:00,,1998-01-01,,서울특별시 관악구 봉천동 917번지 15호,2000320008005601605,3200000,,,03,폐업,,,
제이마트,2018-05-31,193914.57891726,442865.37778048,2009년11월법개정전자료,2026-04-25 22:30:19,I,1998-01-01,2,폐업처리,2018-05-31 10:16:35,,1998-01-01,,서울특별시 관악구 봉천동 968번지 44호,2000320008005600909,3200000,서울특별시 관악구 봉천로 275 (봉천동),,03,폐업,2012-11-28,2012-12-27,
원의류,2003-10-28,191896.201342004,442268.246657674,,2026-04-25 22:30:30,I,,2,폐업처리,2008-02-21 00:00:00,,2002-12-30,,서울특별시 관악구 신림동 562번지 24호,2002320008005600539,3200000,서울특별시 관악구 남부순환로141길 33 (신림동),,03,폐업,,,02-854-4246
성인단(서점),2013-06-10,193058.741560781,441113.352431467,제7조의3제2항에따른경우,2026-04-25 22:30:16,I,1998-01-01,2,폐업처리,2013-06-10 13:44:38,,1998-01-01,,서울특별시 관악구 신림동 626번지 34  호,2000320008005600037,3200000,서울특별시 관악구 난곡로34길 57 (신림동),,03,폐업,,,
지에스25 관악 이편한,2026-04-01,194656.426343828,441654.982514438,제7조의3제2항에따른경우,2026-04-25 22:30:57,I,2019-05-28,2,폐업처리,2026-04-01 13:15:31,,2019-05-28,,서울특별시 관악구 신림동 95번지 53호 영어린이집,2019320022505600049,3200000,"서울특별시 관악구 참숯5길 12, 영어린이집 1층 (신림동)",08829,03,폐업,,,
글모아,2004-07-09,194511.135857151,442749.023826752,,2026-04-25 22:30:26,I,,2,폐업처리,2008-02-21 00:00:00,,2001-05-11,,서울특별시 관악구 봉천동 953번지 10호,2001320008005602104,3200000,서울특별시 관악구 봉천로23나길 59 (봉천동),,03,폐업,,,02-887-7845
뉴관악마켓,2002-05-14,195908.378183186,441487.422547798,,2026-04-25 22:30:18,I,,2,폐업처리,2008-02-21 00:00:00,,1998-01-01,,서울특별시 관악구 봉천동 1616번지 1호,2000320008005600602,3200000,서울특별시 관악구 관악로8길 32 (봉천동),,03,폐업,,,
팝스토어 난곡점,2017-09-11,192638.426649193,441253.083182362,제7조의3제2항에따른경우,2026-04-25 22:30:55,I,2017-06-22,2,폐업처리,2017-09-11 17:34:45,,2017-06-22,,서울특별시 관악구 신림동 725번지 19호 102호,2017320021105600063,3200000,"서울특별시 관악구 미성3길 31, 1층 102호 (신림동)",08858,03,폐업,,,
윤정슈퍼,2010-10-26,,,제7조의3제2항에따른경우,2026-04-25 22:30:49,I,2010-08-13,2,폐업처리,2010-10-26 16:15:17,,2010-08-13,151-842,서울특별시 관악구 청룡동 1556번지 14호,2010320013105600093,3200000,서울특별시 관악구 쑥고개로16길 36 (봉천동),,03,폐업,,,
한아름수퍼,2008-12-17,194437.442778179,440876.680109626,2009년11월법개정전자료,2026-04-25 22:30:22,I,1998-01-01,2,폐업처리,2008-12-17 15:29:43,,1998-01-01,,서울특별시 관악구 신림동 1517번지 20  호,2000320008005601710,3200000,서울특별시 관악구 대학길 16 (신림동),,03,폐업,,,
데이앤나잇,,191744.719265628,442345.211868423,2009년11월법개정전자료,2026-04-25 22:30:35,I,2003-11-11,3,직권취소,2008-03-04 14:36:04,2007-09-27,2003-11-11,,서울특별시 관악구 신림동 569번지 1호,2003320008005600191,3200000,서울특별시 관악구 조원중앙로 48 (신림동),,04,취소/말소/만료/정지/중지,,,
그린유리,2006-09-11,192400.679578915,441406.797811588,,2026-04-25 22:30:27,I,,2,폐업처리,2008-02-21 00:00:00,,2001-12-12,,서울특별시 관악구 신림동 752번지 14호,2001320008005602224,3200000,서울특별시 관악구 미성길 40 (신림동),,03,폐업,,,02-861-2048
세븐일레븐 관악대성점,2024-11-18,197633.790047088,441190.800450517,제7조의3제2항에따른경우,2026-04-25 22:30:55,I,2016-08-01,2,폐업처리,2024-11-18 09:14:59,,2016-08-01,,,2016320021105600064,3200000,서울특별시 관악구 남부순환로256라길 2 (남현동),08803,03,폐업,,,
럭키슈퍼,2011-07-08,191630.408674416,442186.539350607,2009년11월법개정전자료,2026-04-25 22:30:35,I,2003-10-23,2,폐업처리,2011-07-08 12:49:01,,2003-10-23,,서울특별시 관악구 신림동 570번지 4호,2003320008005600169,3200000,서울특별시 관악구 조원중앙로 28 (신림동),,03,폐업,,,02-838-1161
민양슈퍼,2005-12-27,192185.336809393,442393.851440526,,2026-04-25 22:30:20,I,,2,폐업처리,2008-02-21 00:00:00,,1998-01-01,,서울특별시 관악구 신림동 532번지 19호,2000320008005601129,3200000,서울특별시 관악구 조원로18길 13 (신림동),,03,폐업,,,02-867-0407
씨유 관악희망점,2020-10-16,197053.395196081,441190.303756526,제7조의3제2항에따른경우,2026-04-25 22:30:53,I,2015-10-06,2,폐업처리,2020-10-16 13:51:51,,2015-10-06,,서울특별시 관악구 봉천동 1641번지 39호 1층,2015320021105600104,3200000,"서울특별시 관악구 인헌9길 13, 1층 (봉천동)",08795,03,폐업,,,
승리슈퍼,2002-04-27,192766.551228288,442362.093852471,,2026-04-25 22:30:28,I,,2,폐업처리,2008-02-21 00:00:00,,2002-02-06,,서울특별시 관악구 신림동 506번지 30호,2002320008005600023,3200000,서울특별시 관악구 관천로11길 108 (신림동),,03,폐업,,,
훼미리마트 서울대학교 신양점,2011-01-07,196139.864969792,439023.167125842,제7조의3제2항에따른경우,2026-04-25 22:30:49,I,2010-09-30,2,폐업처리,2011-01-07 16:52:17,,2010-09-30,151-019,서울특별시 관악구 대학동 산 56번지 1호 서울대학교 신양학술정보관,2010320013105600113,3200000,"서울특별시 관악구 관악로 1 (신림동,서울대학교 신양학술정보관)",,03,폐업,,,
가판점,2008-01-28,191278.82541331,442325.040769935,2009년11월법개정전자료,2026-04-25 22:30:26,I,2001-09-05,2,폐업처리,2008-01-29 14:32:51,,2001-09-05,,서울특별시 관악구 신림동 1655번지 13호 앞도로 가로판매점,2001320008005602157,3200000,"서울특별시 관악구 시흥대로 562 (신림동,앞도로 가로판매점)",,03,폐업,,,
경기수퍼,2006-01-17,194231.467791841,441085.518069095,,2026-04-25 22:30:23,I,,2,폐업처리,2008-02-21 00:00:00,,1998-01-01,,서울특별시 관악구 신림동 110번지 7호,2000320008005601801,3200000,서울특별시 관악구 신림로22길 14 (신림동),,03,폐업,,,02-883-7528
신림 SMPO KOREATCC,2020-05-18,192876.282505416,442270.308263218,제7조의3제2항에따른경우,2026-04-25 22:30:57,I,2019-05-08,2,폐업처리,2020-05-18 13:37:27,,2019-05-08,,서울특별시 관악구 신림동 1576번지 1호 풍진빌딩,2019320022505600044,3200000,"서울특별시 관악구 남부순환로 1526, 풍진빌딩 101호 (신림동)",08773,03,폐업,,,
우성마트,2009-02-10,196498.032859003,442496.700748659,2009년11월법개정전자료,2026-04-25 22:30:27,I,2001-11-10,2,폐업처리,2009-02-10 15:52:34,,2001-11-10,,서울특별시 관악구 봉천동 1706번지 1호 우성B상가  105,2001320008005602202,3200000,"서울특별시 관악구 관악로30길 40, 105호 (봉천동,우성B상가)",,03,폐업,,,02-883-3953
삼보철물,2005-12-21,195067.084060535,442385.180103819,,2026-04-25 22:30:36,I,,2,폐업처리,2008-02-21 00:00:00,,2004-03-17,,서울특별시 관악구 봉천동 908번지 31호,2004320008005600040,3200000,서울특별시 관악구 양녕로1길 28 (봉천동),,03,폐업,,,02-876-9212
세븐일레븐 신림가야점,,193946.499356426,442632.976000318,제7조의3제2항에따른경우,2026-04-25 22:30:52,I,2012-06-28,0,정상영업,2012-07-04 10:07:11,,2012-06-28,151-015,서울특별시 관악구 신림동 1414번지 32호 101호,2012320019105600067,3200000,"서울특별시  신림로66길 47, 101호",,01,영업/정상,,,
회마당,2002-01-17,,,,2026-04-25 22:30:17,I,,2,폐업처리,2008-02-21 00:00:00,,1998-01-01,,서울특별시 관악구 신림동 667번지 46호,2000320008005600339,3200000,,,03,폐업,,,02-855-2060
중국식품,2019-12-30,192586.047295041,442733.519728804,제7조의3제2항에따른경우,2026-04-25 22:30:52,I,2013-09-13,2,폐업처리,2019-12-30 11:40:38,,2013-09-13,151-871,서울특별시 관악구 신사동 494번지 35호,2013320019105600075,3200000,서울특별시 관악구 관천로19길 91 (신림동),,03,폐업,,,
오케이마트,2010-01-05,191747.505415741,442127.817689899,2009년11월법개정전자료,2026-04-25 22:30:45,I,2007-11-09,2,폐업처리,2010-01-05 15:11:56,,2007-11-09,151-010,서울특별시 관악구 신림동 567번지 29호,2007320010605600088,3200000,서울특별시 관악구 남부순환로131길 13 (신림동),,03,폐업,,,
럭키마트,2023-12-29,192581.162594344,440966.75003203,제7조의3제3항에따른경우,2026-04-25 22:30:57,I,2020-04-14,2,폐업처리,2024-01-02 10:09:53,,2020-04-14,,서울특별시 관악구 신림동 721번지 2호 건영2차아파트,2020320022505600025,3200000,"서울특별시 관악구 난곡로35길 28-5, 건영2차아파트 상가지층 (신림동)",08858,03,폐업,,,
삼성마트,2017-07-06,193380.123306339,439885.315238411,2009년11월법개정전자료,2026-04-25 22:30:25,I,2000-09-30,2,폐업처리,2017-07-06 17:08:37,,2000-09-30,,서울특별시 관악구 신림동 1713번지 12  호 주공2300프라자 1층1호,2000320008005602069,3200000,"서울특별시 관악구 호암로 401 (신림동,주공2300프라자 1층1호)",,03,폐업,,,
영슈퍼,2005-07-26,197125.678812852,441382.141792266,,2026-04-25 22:30:40,I,,2,폐업처리,2008-02-21 00:00:00,,2005-04-19,,서울특별시 관악구 봉천동 1644번지 15호,2005320008005600040,3200000,서울특별시 관악구 인헌1길 24 (봉천동),,03,폐업,,,02-886-6964
파랑새비디오,,193750.347966126,441661.898456173,,2026-04-25 22:30:17,I,,3,직권취소,2008-02-21 00:00:00,2004-05-21,1998-01-01,,서울특별시 관악구 신림동 412번지 68호,2000320008005600181,3200000,서울특별시 관악구 문성로38길 34 (신림동),,04,취소/말소/만료/정지/중지,,,02-872-6059
대흥수퍼,2005-04-04,195223.86920066,441596.242866158,,2026-04-25 22:30:18,I,,2,폐업처리,2008-02-21 00:00:00,,1998-01-01,,서울특별시 관악구 봉천동 1580번지 6호,2000320008005600555,3200000,서울특별시 관악구 청룡15길 24 (봉천동),,03,폐업,,,02-883-0461
국화슈퍼,2018-02-27,192717.8938714,440951.398539513,2009년11월법개정전자료,2026-04-25 22:30:41,I,2005-09-27,2,폐업처리,2018-02-27 16:45:00,,2005-09-27,,서울특별시 관악구 신림동 711번지 91  호,2005320008005600115,3200000,서울특별시 관악구 난곡로31길 30 (신림동),,03,폐업,,,02-837-5819
인현마트,2004-11-12,194953.657616087,441947.525330131,,2026-04-25 22:30:25,I,,2,폐업처리,2008-02-21 00:00:00,,2000-09-30,,서울특별시 관악구 봉천동 1563번지 19호,2000320008005602072,3200000,서울특별시 관악구 쑥고개로 65 (봉천동),,03,폐업,,,
으뜸마트,2011-06-30,194682.181889164,442553.829091692,제7조의3제2항에따른경우,2026-04-25 22:30:50,I,2011-05-16,2,폐업처리,2011-06-30 13:02:57,,2011-05-16,151-827,서울특별시 관악구 은천동 942번지 5호,2011320019105600074,3200000,서울특별시 관악구 봉천로29길 21 (봉천동),,03,폐업,,,64874993
